key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
168,"z2r2",556,1,30038,False,1,0,0,108,4,0,0,0,0,0,60,60,205,0,True,True,True,False,False,2,True,False,True,False,False,False,True,False,False,"the Weeping City of Mhach",5,15,3038,31,112162,0,-1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
169,"r1fe",559,1,20039,False,1,0,0,108,3,0,0,0,0,0,60,60,205,0,True,True,True,False,False,0,True,False,True,False,False,False,True,False,False,"the Final Steps of Faith",4,9,2036,113,112160,0,-1,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
170,"r1fe_2",566,1,20040,False,1,0,0,108,3,0,0,0,0,0,60,60,220,0,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"the Minstrel's Ballad: Nidhogg's Rage",4,20,2037,123,112161,0,-1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
171,"d2d6",555,1,44,False,1,0,0,108,2,0,0,0,0,0,60,60,200,0,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"Sohr Khai",2,7,44,52,112163,0,-1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
172,"s1da",557,1,45,False,1,0,0,108,2,0,0,0,0,0,60,60,200,0,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"Hullbreaker Isle (Hard)",2,7,45,53,112164,0,-1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
173,"ec002",560,1,5002,False,1,0,0,108,1,0,0,0,0,0,1,60,0,0,False,False,True,False,False,0,False,False,False,False,False,False,True,False,False,"a Bloody Reunion",7,0,0,0,0,0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
174,"f1c1_dd001",561,1,60001,False,0,0,0,142,11,0,0,1,67092,0,1,0,0,0,True,True,True,False,False,0,False,False,True,False,False,False,True,False,False,"the Palace of the Dead (Floors 1-10)",21,0,5001,0,112166,0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
175,"f1c2_dd002",562,1,60002,False,0,0,0,142,11,0,0,1,67092,0,1,0,0,0,True,True,True,False,False,0,False,False,True,False,False,False,True,False,False,"the Palace of the Dead (Floors 11-20)",21,0,5002,0,112167,0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
176,"f1c3_dd003",563,1,60003,False,0,0,0,142,11,0,0,1,67092,0,1,0,0,0,True,True,True,False,False,0,False,False,True,False,False,False,True,False,False,"the Palace of the Dead (Floors 21-30)",21,0,5003,0,112168,0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
177,"f1c4_dd004",564,1,60004,False,0,0,0,142,11,0,0,1,67092,0,1,0,0,0,True,True,True,False,False,0,False,False,True,False,False,False,True,False,False,"the Palace of the Dead (Floors 31-40)",21,0,5004,0,112169,0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
178,"f1c4_dd005",565,1,60005,False,0,0,0,142,11,0,0,1,67092,0,1,0,0,0,True,True,True,False,False,0,False,False,True,False,False,False,True,False,False,"the Palace of the Dead (Floors 41-50)",21,0,5005,0,112170,0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
179,"w1c1",558,1,55001,False,0,0,0,108,3,0,0,0,0,0,1,60,0,180,True,False,True,False,False,0,False,False,False,False,True,False,True,False,False,"the Aquapolis",9,0,9001,0,0,0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
180,"r2p1",554,1,50005,True,0,0,3,146,7,3,4,0,0,0,30,0,0,0,False,True,False,False,False,0,True,False,True,False,False,False,True,False,False,"the Fields of Glory (Shatter)",6,3,4016,103,112165,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
181,"f1d9",571,1,25001,False,0,0,0,108,11,0,0,1,69206,0,1,1,0,0,False,True,True,False,False,1,False,False,True,False,False,False,True,False,False,"the Haunted Manor",22,0,0,0,112196,80103,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
182,"r2d3",572,1,46,False,1,0,0,108,2,0,0,0,0,0,60,60,210,0,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"Xelphatol",2,7,46,54,112186,0,-1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
183,"a2fe",576,1,20041,False,1,0,0,108,3,0,0,0,0,0,60,60,220,0,True,True,True,False,False,0,True,False,True,False,False,False,True,False,False,"Containment Bay P1T6",4,9,2038,115,112201,0,-1,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
184,"a2fe_2",577,1,20042,False,1,0,0,108,3,0,0,0,0,0,60,60,235,0,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"Containment Bay P1T6 (Extreme)",4,20,2039,125,112202,0,-1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
185,"",0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,"",0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
186,"d2a9",580,1,30039,False,1,0,0,108,3,0,0,0,0,0,60,60,230,0,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"Alexander - The Eyes of the Creator",5,11,3039,48,112188,0,-1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
187,"d2aa",581,1,30040,False,1,0,0,108,3,0,0,0,0,0,60,60,230,0,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"Alexander - The Breath of the Creator",5,11,3040,49,112189,0,-1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
188,"d2ab",582,1,30041,False,1,0,0,108,3,0,0,0,0,0,60,60,230,0,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"Alexander - The Heart of the Creator",5,11,3041,50,112190,0,-1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
189,"d2ac",583,1,30042,False,1,0,0,108,3,0,0,0,0,0,60,60,230,0,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"Alexander - The Soul of the Creator",5,11,3042,51,112191,0,-1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
190,"d2a9_2",584,1,30043,False,1,0,0,108,3,0,0,0,0,0,60,60,245,0,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"Alexander - The Eyes of the Creator (Savage)",5,13,3043,60,112192,0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
191,"d2aa_2",585,1,30044,False,1,0,0,108,3,0,0,0,0,0,60,60,250,0,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"Alexander - The Breath of the Creator (Savage)",5,13,3044,61,112193,0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
192,"d2ab_2",586,1,30045,False,1,0,0,108,3,0,0,0,0,0,60,60,255,0,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"Alexander - The Heart of the Creator (Savage)",5,13,3045,62,112194,0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
193,"d2ac_2",587,1,30046,False,1,0,0,108,3,0,0,0,0,0,60,60,255,0,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"Alexander - The Soul of the Creator (Savage)",5,13,3046,63,112195,0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
194,"ec003",592,1,5003,False,1,0,0,142,1,0,0,0,0,0,1,60,0,0,False,False,True,False,False,0,False,False,False,False,False,False,True,False,False,"One Life for One World",7,0,0,0,0,0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
195,"w1ee",579,3,2,True,0,0,0,109,12,0,0,0,0,0,1,0,0,0,True,True,False,False,False,0,True,False,True,False,False,False,False,False,True,"the Triple Triad Battlehall",19,4,7002,0,112197,0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
196,"d2d7",578,1,47,False,1,0,0,108,2,0,0,0,0,0,60,60,210,0,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"the Great Gubal Library (Hard)",2,7,47,55,112187,0,-1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
197,"s1p3_2",589,4,1,True,0,0,0,109,10,3,1,0,0,0,1,0,0,0,False,False,False,False,False,0,True,False,True,False,False,False,False,False,True,"LoVM: Player Battle (RP)",19,5,8001,2,112199,0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
198,"s1p3_3",590,4,2,True,0,0,0,109,10,3,1,0,0,0,1,0,0,0,False,False,False,False,False,0,True,False,True,False,False,False,False,True,True,"LoVM: Tournament",19,5,8002,6,112200,0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
199,"s1p3_4",591,4,3,True,0,0,0,109,10,3,2,0,0,0,1,0,0,0,False,False,False,False,False,0,True,False,True,False,False,False,False,False,True,"LoVM: Player Battle (Non-RP)",19,5,8003,1,112198,0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
200,"",0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,"",0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
201,"s1p5_5",619,1,40014,True,0,0,0,146,14,0,0,0,0,0,30,0,0,0,False,False,False,False,False,0,True,False,True,False,False,False,True,False,False,"the Feast (Custom Match - Feasting Grounds)",6,24,4018,31,112287,0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
202,"a2fc_4",624,2,4,False,1,0,0,142,8,0,0,1,67205,0,60,0,179,0,True,True,True,False,False,4,False,False,True,False,False,False,True,False,False,"the Diadem Hunting Grounds (Easy)",23,0,6004,4,112119,0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
203,"a2fc_5",625,2,5,False,1,0,0,142,8,0,0,1,67205,0,60,0,179,0,True,True,True,False,False,4,False,False,True,False,False,False,True,False,False,"the Diadem Hunting Grounds",23,0,6005,5,112120,0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
204,"f1c5_dd006",593,1,60006,False,1,0,0,142,11,0,0,1,67923,0,1,0,0,0,True,True,True,False,False,0,False,False,True,False,False,False,True,False,False,"the Palace of the Dead (Floors 51-60)",21,0,5006,0,112171,0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
205,"f1c5_dd007",594,1,60007,False,1,0,0,142,11,0,0,1,67923,0,1,0,0,0,True,True,True,False,False,0,False,False,True,False,False,False,True,False,False,"the Palace of the Dead (Floors 61-70)",21,0,5007,0,112172,0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
206,"f1c5_dd008",595,1,60008,False,1,0,0,142,11,0,0,1,67923,0,1,0,0,0,True,True,True,False,False,0,False,False,True,False,False,False,True,False,False,"the Palace of the Dead (Floors 71-80)",21,0,5008,0,112173,0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
207,"f1c6_dd009",596,1,60009,False,1,0,0,142,11,0,0,1,67923,0,1,0,0,0,True,True,True,False,False,0,False,False,True,False,False,False,True,False,False,"the Palace of the Dead (Floors 81-90)",21,0,5009,0,112174,0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
208,"f1c6_dd010",597,1,60010,False,1,0,0,142,11,0,0,1,67923,0,1,0,0,0,True,True,True,False,False,0,False,False,True,False,False,False,True,False,False,"the Palace of the Dead (Floors 91-100)",21,0,5010,0,112175,0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
209,"f1c6_dd011",598,1,60011,False,1,0,0,142,11,0,0,1,67923,0,1,0,0,0,True,True,True,False,False,0,False,False,True,False,False,False,True,False,False,"the Palace of the Dead (Floors 101-110)",21,0,5011,0,112176,0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
210,"f1c8_dd012",599,1,60012,False,1,0,0,142,11,0,0,1,67923,0,1,0,0,0,True,True,True,False,False,0,False,False,True,False,False,False,True,False,False,"the Palace of the Dead (Floors 111-120)",21,0,5012,0,112177,0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
211,"f1c8_dd013",600,1,60013,False,1,0,0,142,11,0,0,1,67923,0,1,0,0,0,True,True,True,False,False,0,False,False,True,False,False,False,True,False,False,"the Palace of the Dead (Floors 121-130)",21,0,5013,0,112178,0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
212,"f1c9_dd014",601,1,60014,False,1,0,0,142,11,0,0,1,67923,0,1,0,0,0,True,True,True,False,False,0,False,False,True,False,False,False,True,False,False,"the Palace of the Dead (Floors 131-140)",21,0,5014,0,112179,0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
213,"f1c9_dd015",602,1,60015,False,1,0,0,142,11,0,0,1,67923,0,1,0,0,0,True,True,True,False,False,0,False,False,True,False,False,False,True,False,False,"the Palace of the Dead (Floors 141-150)",21,0,5015,0,112180,0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
214,"f1c7_dd016",603,1,60016,False,1,0,0,142,11,0,0,1,67923,0,1,0,0,0,True,True,True,False,False,0,False,False,True,False,False,False,True,False,False,"the Palace of the Dead (Floors 151-160)",21,0,5016,0,112181,0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215,"f1c7_dd017",604,1,60017,False,1,0,0,142,11,0,0,1,67923,0,1,0,0,0,True,True,True,False,False,0,False,False,True,False,False,False,True,False,False,"the Palace of the Dead (Floors 161-170)",21,0,5017,0,112182,0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
216,"f1c7_dd018",605,1,60018,False,1,0,0,142,11,0,0,1,67923,0,1,0,0,0,True,True,True,False,False,0,False,False,True,False,False,False,True,False,False,"the Palace of the Dead (Floors 171-180)",21,0,5018,0,112183,0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
217,"f1c7_dd019",606,1,60019,False,1,0,0,142,11,0,0,1,67923,0,1,0,0,0,True,True,True,False,False,0,False,False,True,False,False,False,True,False,False,"the Palace of the Dead (Floors 181-190)",21,0,5019,0,112184,0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
218,"f1c7_dd020",607,1,60020,False,1,0,0,142,11,0,0,1,67923,0,1,0,0,0,True,True,True,False,False,0,False,False,True,False,False,False,True,False,False,"the Palace of the Dead (Floors 191-200)",21,0,5020,0,112185,0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
219,"f1da",615,1,48,False,1,0,0,108,2,0,0,0,0,0,60,60,230,0,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"Baelsar's Wall",2,7,48,56,112214,0,-1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
220,"z2r3",627,1,30047,False,1,0,0,108,4,0,0,0,0,0,60,60,235,0,True,True,True,False,False,2,True,False,True,False,False,False,True,False,False,"Dun Scaith",5,15,3047,32,112203,0,-1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
221,"d2d8",617,1,49,False,1,0,0,108,2,0,0,0,0,0,60,60,230,0,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"Sohm Al (Hard)",2,7,49,57,112215,0,-1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
222,"ec004",633,1,5004,False,1,0,0,142,1,0,0,0,0,0,1,60,0,0,False,False,True,False,False,0,False,False,False,False,False,False,True,False,False,"The Carteneau Flats: Heliodrome",7,0,0,0,0,0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
223,"a2fg",637,1,20043,False,1,0,0,108,3,0,0,0,0,0,60,60,235,0,True,True,True,False,False,0,True,False,True,False,False,False,True,False,False,"Containment Bay Z1T9",4,9,2040,116,112212,0,-1,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
224,"a2fg_2",638,1,20044,False,1,0,0,108,3,0,0,0,0,0,60,60,250,0,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"Containment Bay Z1T9 (Extreme)",4,20,2041,126,112213,0,-1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
225,"a2fh",630,2,6,False,1,0,0,142,8,0,0,1,67205,0,60,60,220,0,True,True,True,False,False,4,False,False,True,False,False,False,True,False,False,"the Diadem - Trials of the Fury",23,0,6006,6,112221,0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
226,"",0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,"",0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
227,"",0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,"",0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
228,"f1p2_1",632,1,40016,True,0,0,0,146,6,3,1,0,0,0,30,0,0,0,False,False,False,False,False,0,False,False,True,False,False,False,True,False,False,"the Feast (4 on 4 - Training)",6,1,4020,0,112223,0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
229,"",0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,"",0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
230,"f1p2_3",644,1,40018,True,0,0,0,146,6,3,1,0,0,0,30,0,0,0,False,False,False,True,True,0,False,False,True,False,False,False,True,False,False,"the Feast (4 on 4 - Ranked)",6,1,4022,0,112218,0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
231,"",0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,"",0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
232,"",0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,"",0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
233,"f1p2_5",646,1,40021,True,0,0,0,146,14,0,0,0,0,0,30,0,0,0,False,False,False,False,False,0,True,False,True,False,False,False,True,False,False,"the Feast (Custom Match - Lichenweed)",6,24,4025,33,112284,0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
234,"a2fh_2",656,2,7,False,1,0,0,142,16,0,0,1,67205,0,60,60,179,0,True,True,True,False,False,4,False,False,True,False,False,False,True,False,False,"the Diadem - Trials of the Matron",23,0,6007,7,112222,0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
235,"e3d1",616,1,50,False,2,0,0,108,2,0,0,0,0,0,63,64,245,0,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"Shisui of the Violet Tides",2,30,50,59,112227,0,-1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
236,"g3d3",663,1,51,False,2,0,0,108,2,0,0,0,0,0,70,70,280,340,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"The Temple of the Fist",2,30,51,65,112233,0,-1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
237,"ec005",665,1,5005,False,2,0,0,142,1,0,0,0,0,0,1,63,0,0,True,False,True,False,False,0,False,False,False,False,False,False,True,False,False,"It's Probably a Trap",7,0,0,0,0,0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
238,"o3d1",626,1,52,False,2,0,0,108,2,0,0,0,0,0,61,62,240,0,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"The Sirensong Sea",2,30,52,58,112226,0,-1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
239,"g3fb",679,1,20045,False,2,0,0,108,3,0,0,0,0,0,70,70,280,0,True,True,True,False,False,0,True,False,True,False,False,False,True,False,False,"the Royal Menagerie",4,21,2042,132,112244,0,-1,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
240,"e3d2",623,1,53,False,2,0,0,108,2,0,0,0,0,0,65,66,250,0,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"Bardam's Mettle",2,30,53,60,112228,0,-1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
241,"e3d3",660,1,54,False,2,0,0,108,2,0,0,0,0,0,67,68,255,0,True,True,True,False,False,1,True,False,True,False,False,False,True,False,False,"Doma Castle",2,30,54,61,112229,0,-1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
