key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
4281,"",False,405,4,0,0,0,3835,1875,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,10,0,5,7,0,0,0,1,1,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4282,"",False,405,3,0,0,0,3792,1875,0,-1,0,0,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,1,0,0,0,False,0,25,0,-1,7,0,0,0,1,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4283,"",False,405,4,0,0,0,3800,1875,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,10,0,5,7,0,0,0,1,1,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4284,"",False,405,3,0,0,0,3950,1875,0,-1,0,0,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,1,0,0,15,False,0,25,0,-1,7,0,0,0,20,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4285,"",False,405,3,0,0,0,3951,1875,0,-1,0,0,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,1,0,0,15,False,0,25,0,-1,7,0,0,0,20,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4286,"",False,405,4,0,0,0,3954,1875,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,10,0,0,0,0,0,0,20,1,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4287,"",False,405,4,0,0,0,3960,1875,0,-1,0,0,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,0,0,0,True,0,10,0,-1,7,0,0,0,21,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4288,"",False,405,4,0,0,0,3961,1875,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,10,0,0,0,0,0,0,21,1,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4289,"",False,405,4,0,0,0,3955,1875,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,10,0,0,0,0,729,0,22,1,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4290,"",False,405,3,0,0,0,3956,1875,0,-1,0,0,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,0,0,0,True,0,25,0,-1,7,0,0,0,22,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4291,"",False,405,3,0,0,0,3957,4003,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,True,True,2,5,0,True,0,0,0,0,0,True,0,25,0,-1,7,0,0,0,22,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4292,"",False,405,4,0,0,0,3968,1875,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,10,0,0,0,0,0,0,23,1,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4293,"",False,405,3,0,0,0,3969,1875,0,-1,0,0,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,1,0,0,88,False,0,25,0,-1,7,0,0,0,23,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4294,"",False,405,3,0,0,0,3992,1875,0,-1,0,0,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,1,0,0,0,False,0,25,0,-1,7,0,0,0,24,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4295,"",False,405,3,0,0,0,3970,1875,0,-1,0,0,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,1,0,0,2242,False,0,25,0,-1,7,0,0,0,92,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4296,"",False,405,2,1,32,7,3963,1875,0,-1,0,0,False,25,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,3,1,0,0,0,False,25,25,0,5,4,0,0,0,25,1,True,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4297,"",False,405,4,2,0,0,3965,1875,0,-1,0,0,False,30,True,True,True,False,True,False,False,True,True,0,True,False,1,0,0,False,0,0,0,0,0,True,0,10,0,0,0,0,0,0,25,1,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4298,"",False,405,4,0,0,0,3972,4011,0,-1,0,0,False,30,False,False,False,False,False,False,True,False,False,0,True,True,7,3,0,False,0,0,0,0,0,True,0,10,0,0,0,0,0,0,26,1,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4299,"",False,405,4,0,0,0,3962,4004,0,-1,0,0,False,25,False,False,False,True,False,False,False,False,False,0,True,True,2,6,0,True,10,304,0,0,0,True,0,10,0,5,7,0,0,0,28,1,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4300,"",False,405,4,2,0,0,3966,4005,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,True,False,2,15,0,False,10,304,0,0,0,True,0,10,0,5,7,0,0,0,29,1,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4301,"",False,405,4,0,0,0,3851,1875,0,-1,0,0,False,25,True,True,False,False,False,False,False,False,False,0,True,False,1,0,0,False,0,0,0,0,0,False,0,10,0,5,7,0,0,0,99,1,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4302,"",False,405,2,2,40,10,3857,4000,0,-1,0,0,False,30,True,True,True,False,True,False,False,True,True,0,True,False,1,0,0,False,3,1,0,0,0,False,20,25,0,5,7,0,0,0,99,1,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4303,"",False,405,3,0,0,0,3790,1875,0,-1,0,0,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,1,0,0,0,False,0,25,0,-1,7,0,0,0,98,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4304,"",False,405,3,0,0,0,3791,1875,0,-1,0,0,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,1,0,0,4303,False,0,25,0,-1,7,0,0,0,98,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4305,"",False,405,2,1,0,0,3796,1875,0,-1,0,0,False,25,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,3,1,0,0,0,False,0,25,0,5,7,0,0,0,98,2,True,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4306,"",False,405,4,0,0,0,3802,1875,0,-1,0,0,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,1,0,0,0,True,0,10,0,-1,7,0,0,0,98,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4307,"",False,405,4,0,0,0,3803,1875,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,3,1,0,0,0,True,0,10,0,0,0,0,0,0,98,1,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4308,"",False,405,4,0,0,0,3808,1875,0,-1,0,0,False,10,False,False,False,True,False,False,False,False,False,0,True,True,4,10,4,True,3,1,0,0,0,False,0,10,0,-1,7,0,0,0,98,1,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4309,"",False,405,4,0,0,0,3799,1875,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,True,0,10,0,0,0,0,0,0,98,1,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4310,"",False,405,3,0,0,0,3795,1875,0,-1,0,0,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,5,1,0,0,4303,False,0,25,0,-1,7,0,0,0,98,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4311,"",False,405,2,0,0,0,3797,1875,0,-1,0,0,False,25,False,False,False,True,False,False,False,False,False,0,True,True,2,5,0,True,3,1,0,0,0,False,0,25,0,5,7,0,0,0,98,1,True,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4312,"",False,405,4,0,0,0,3801,1875,0,-1,0,0,False,-1,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,0,0,0,True,0,10,0,-1,7,0,0,0,98,2,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4313,"",False,405,9,0,55,20,3930,1875,0,0,1,0,False,8,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,11,0,0,0,0,False,45,0,0,8,7,0,0,0,1,0,False,False,0,False,False,True,False,True,True,True,False,True,0,False,False,False
4314,"Bastardbluss",False,405,3,0,0,0,4490,4491,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,False,False,3,8,0,True,0,0,0,0,0,False,0,0,0,1,7,0,0,0,0,0,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4315,"Magitek Slug",False,405,3,0,10,24,4439,4440,0,-1,0,0,False,100,True,False,False,False,False,False,False,False,False,0,False,False,4,60,4,True,0,0,0,0,0,False,25,0,0,2,7,0,0,0,0,0,False,False,2,False,False,True,False,True,True,False,False,True,0,False,False,False
4316,"Magitek Spread",False,405,3,0,10,24,4492,4493,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,False,False,3,20,0,True,0,0,0,0,0,False,30,0,0,2,7,0,0,0,0,0,False,False,91,False,False,True,False,True,True,False,False,True,0,False,False,False
4317,"Judgment",False,405,3,0,0,0,4441,1875,0,-1,0,0,False,50,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,0,0,0,False,0,0,0,5,7,0,0,0,0,0,False,False,0,False,False,True,False,False,True,False,False,True,0,False,False,False
4318,"Judgment",False,405,3,0,0,0,1596,1833,0,-1,0,0,False,50,True,False,False,False,False,False,False,False,False,0,False,False,2,8,0,True,0,0,0,0,0,False,30,0,0,5,7,0,0,0,0,0,False,False,0,False,False,False,False,False,True,False,False,True,0,False,False,False
4319,"Quickstep",False,405,3,0,0,0,4442,1875,0,-1,1,0,False,100,False,False,False,False,False,False,True,False,False,0,False,False,1,0,0,True,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,False,True,False,False,True,0,False,False,False
4320,"Magitek Turret",False,405,3,0,0,0,3836,1875,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,0,0,0,False,0,10,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,False,True,False,False,True,0,False,False,False
4321,"Aetherochemical Laser",False,405,3,0,10,24,3207,3247,0,-1,0,0,False,100,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,0,0,0,False,0,0,0,2,7,0,0,0,0,0,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4322,"Aetherochemical Grenado",False,405,3,0,10,24,3208,3248,0,-1,0,0,False,50,False,False,False,False,False,False,True,False,False,0,False,False,2,8,0,True,0,0,0,0,0,False,30,0,0,5,1,0,0,0,0,0,False,False,1,False,False,True,False,True,True,False,False,True,0,False,False,False
4323,"Self-destruct",False,405,3,0,10,24,3209,3249,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,False,False,5,40,0,True,2,0,0,0,0,False,50,0,0,5,1,0,0,0,0,0,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4324,"Riddle of the Sphinx",False,405,2,0,8,24,3209,3249,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,0,0,0,False,30,0,0,0,0,0,0,0,0,0,False,False,0,False,False,True,False,False,True,False,False,True,0,False,False,False
4325,"Paradox",False,405,2,0,0,0,4496,4497,0,-1,0,0,False,50,False,False,False,False,False,False,True,False,False,0,False,False,2,5,0,True,0,0,0,0,0,False,30,0,0,5,7,0,0,0,0,0,False,False,1,False,False,False,False,False,False,False,False,True,0,False,False,False
4326,"Ka",False,405,3,0,8,24,3210,3250,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,False,False,3,40,0,True,0,0,0,0,0,False,30,0,0,5,7,0,0,0,0,0,False,False,3,False,False,True,False,True,True,False,False,True,0,False,False,False
4327,"Chthonic Hush",False,405,3,0,0,0,3211,3251,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,False,False,3,12,0,True,0,0,0,0,0,False,0,0,0,5,7,0,0,0,0,0,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4328,"Weighing of the Heart",False,405,3,0,10,24,3212,1875,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,0,0,0,False,30,0,0,0,0,0,0,0,0,0,False,False,0,False,False,True,False,False,True,False,False,True,0,False,False,False
4329,"Hood Swing",False,405,3,0,8,24,1743,2219,0,-1,0,0,False,8,True,False,False,False,False,False,False,False,False,0,False,True,3,8,0,True,0,0,0,0,0,False,0,0,0,1,7,0,0,0,0,0,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4330,"Steel Scales",False,405,3,0,0,0,1778,1875,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,False,True,1,0,0,False,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,True,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4331,"Petrifaction",False,405,3,0,8,25,3061,3062,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,False,False,2,60,0,True,0,0,0,0,0,False,30,0,0,0,0,0,0,0,0,0,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4332,"Circle of Flames",False,405,3,0,0,0,2861,2862,0,-1,0,0,False,100,False,False,False,True,False,False,False,False,False,0,False,False,2,5,0,True,0,0,0,0,0,False,0,0,0,5,1,0,0,0,0,0,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4333,"Inertia Stream",False,405,3,0,0,0,2997,3005,0,-1,0,0,False,100,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4334,"Ballistic Missile",False,405,0,0,8,24,2998,3006,0,-1,0,0,False,100,True,False,False,False,False,False,False,False,False,0,True,True,1,0,0,False,0,0,0,0,0,False,30,0,0,0,0,0,0,0,0,0,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4335,"Ballistic Missile",False,405,3,0,0,0,2955,2956,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,False,False,6,2,0,True,0,0,0,0,0,False,0,0,0,5,7,0,0,0,0,0,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4336,"Gaseous Bomb",False,405,3,0,0,0,2995,3003,0,-1,0,0,False,100,False,False,False,True,False,False,False,False,False,0,False,False,2,5,0,True,0,0,0,0,0,False,0,0,0,5,1,0,0,0,0,0,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4337,"Dark Blizzard",False,405,1,0,0,0,474,1875,0,-1,0,0,False,25,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,0,0,0,False,0,30,0,5,2,0,0,0,0,1,True,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4338,"Dark Blizzard II",False,405,2,0,8,24,4450,1875,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,0,0,0,False,20,0,0,0,0,0,0,0,0,0,False,False,0,False,False,True,False,False,True,False,False,True,0,False,False,False
4339,"Dark Blizzard II",False,405,2,0,0,0,4528,4529,0,-1,0,0,False,50,False,False,False,False,False,False,True,False,False,0,False,False,2,6,0,True,0,0,0,0,0,False,30,0,0,5,2,0,0,0,0,0,False,False,1,False,False,False,False,False,False,False,False,True,0,False,False,False
4340,"Permafrost",False,405,2,0,8,24,4451,4452,0,-1,0,0,False,100,False,False,False,False,False,False,True,False,False,0,False,False,2,20,0,True,0,0,0,0,0,False,30,0,0,5,2,0,0,0,0,0,False,False,59,False,False,True,False,True,True,False,False,True,0,False,False,False
4341,"Blizzard Sphere",False,405,2,0,8,24,4453,1875,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,0,0,0,False,30,0,0,0,0,0,0,0,0,0,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4342,"Dark Fire",False,405,1,0,0,0,473,1875,0,-1,0,0,False,25,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,0,0,0,False,0,30,0,5,1,0,0,0,0,1,True,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4343,"Dark Fire II",False,405,2,0,8,24,4454,1875,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,0,0,0,False,20,0,0,0,0,0,0,0,0,0,False,False,0,False,False,True,False,False,True,False,False,True,0,False,False,False
4344,"Dark Fire II",False,405,2,0,0,0,4530,4531,0,-1,0,0,False,50,False,False,False,False,False,False,True,False,False,0,False,False,2,6,0,True,0,0,0,0,0,False,30,0,0,5,1,0,0,0,0,0,False,False,1,False,False,False,False,False,False,False,False,True,0,False,False,False
4345,"Fire Sphere",False,405,2,0,8,24,4455,1875,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,0,0,0,False,30,0,0,0,0,0,0,0,0,0,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4346,"Shadow Flare",False,405,2,0,8,24,2366,2370,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,False,False,5,60,0,True,0,0,0,0,0,False,50,0,0,5,7,0,0,0,0,0,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4347,"Sea of Pitch",False,405,2,0,8,24,4456,1875,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,0,0,0,False,20,0,0,0,0,0,0,0,0,0,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4348,"Dark Orb",False,405,2,0,8,24,2363,2367,0,-1,0,0,False,100,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,0,0,0,False,30,0,0,5,7,0,0,0,0,0,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4349,"End of Days",False,405,2,0,8,24,4172,4360,0,-1,0,0,False,100,True,False,False,False,False,False,False,False,False,0,False,False,4,50,8,True,0,0,0,0,0,False,30,0,0,5,1,0,0,0,0,0,False,False,2,False,False,True,False,True,True,False,False,True,0,False,False,False
4350,"Blizzard Burst",False,405,3,0,0,24,3203,3243,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,False,False,5,8,0,True,2,0,0,0,0,False,25,0,0,5,2,0,0,0,0,0,False,False,1,False,False,True,False,True,True,False,False,True,0,False,False,False
4351,"Fire Burst",False,405,3,0,0,24,3204,3244,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,False,False,5,8,0,True,2,0,0,0,0,False,25,0,0,5,1,0,0,0,0,0,False,False,1,False,False,True,False,True,True,False,False,True,0,False,False,False
4352,"attack",False,405,1,0,0,0,-1,1875,0,-1,0,0,False,3,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,0,0,0,False,0,0,0,2,7,0,0,0,0,0,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4353,"Height of Chaos",False,405,2,0,8,24,3201,3241,0,-1,0,0,False,50,False,False,False,False,False,False,True,False,False,0,False,False,2,5,0,True,0,0,0,0,0,False,0,0,0,5,7,0,0,0,0,0,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4354,"Ancient Circle",False,405,2,0,0,0,4413,4414,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,False,False,5,20,0,True,0,0,0,0,0,False,0,0,0,5,7,0,0,0,0,0,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4355,"Ancient Eruption",False,405,2,0,8,24,3202,1875,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,0,0,0,False,30,0,0,0,0,0,0,0,0,0,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4356,"Ancient Eruption",False,405,2,0,0,0,4415,4416,0,-1,0,0,False,50,False,False,False,False,False,False,True,False,False,0,False,False,2,5,0,True,0,0,0,0,0,False,30,0,0,5,7,0,0,0,0,0,False,False,1,False,False,False,False,False,False,False,False,True,0,False,False,False
4357,"Universal Manipulation",False,405,2,0,10,24,3203,3243,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,False,False,6,40,0,True,0,0,0,0,0,False,100,0,0,5,7,0,0,0,0,0,False,False,93,False,False,True,False,True,True,False,False,True,0,False,False,False
4358,"Chaos Bleed",False,405,2,0,0,0,3202,3242,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,False,False,5,5,0,True,2,0,0,0,0,False,0,0,0,5,7,0,0,0,0,0,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4359,"Entropic Flame",False,405,2,0,8,24,3204,1875,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,0,0,0,False,30,0,0,0,0,0,0,0,0,0,False,False,0,False,False,True,False,False,True,False,False,True,0,False,False,False
4360,"Entropic Flame",False,405,2,0,0,0,4417,4418,0,-1,0,0,False,100,True,False,False,False,False,False,False,False,False,0,False,False,4,50,8,True,0,0,0,0,0,False,30,0,0,5,1,0,0,0,0,0,False,False,2,False,False,False,False,False,False,False,False,True,0,False,False,False
4361,"Shadow Flare",False,405,2,0,8,24,3205,3245,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,False,False,5,60,0,True,0,0,0,0,0,False,50,0,0,5,7,0,0,0,0,0,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4362,"Annihilation",False,405,2,0,0,0,3206,3246,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,False,False,5,20,0,True,0,0,0,0,0,False,0,0,0,6,7,0,0,0,0,0,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4363,"Pull of the Void",False,405,3,0,0,0,4532,1875,0,-1,0,0,False,50,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,False,False,False,False,False,False,True,0,False,False,False
4364,"Peace of the Void",False,405,3,0,0,0,4533,1875,0,-1,0,0,False,1,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,0,0,0,False,0,0,0,5,7,0,0,0,0,0,False,False,0,False,False,False,False,False,False,False,False,True,0,False,False,False
4365,"Shadow Punch",False,405,4,0,8,24,398,1889,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,True,True,4,10,2,True,0,0,0,0,0,True,20,150,0,3,7,0,0,0,0,0,False,False,2,False,False,True,False,True,True,False,False,True,0,False,False,False
4366,"Dark II",False,405,2,0,8,24,3204,3244,0,-1,0,0,False,50,True,False,False,False,False,False,False,False,False,0,False,False,3,50,0,True,0,0,0,0,0,False,25,150,0,5,7,0,0,0,0,0,False,False,3,False,False,True,False,True,True,False,False,True,0,False,False,False
4367,"Swinge",False,405,3,0,8,24,1695,1875,0,-1,0,0,False,40,True,False,False,False,False,False,False,False,False,0,True,True,3,40,0,True,0,0,0,0,0,False,25,150,0,3,7,0,0,0,0,0,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4368,"Gouge",False,405,3,0,8,13,1368,1875,0,-1,0,0,False,3,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,0,0,0,False,0,30,0,5,1,0,0,0,0,0,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4369,"Gouge",False,405,3,0,8,3,1368,1875,0,-1,0,0,False,3,False,False,False,True,False,False,False,False,False,0,True,True,1,0,0,True,0,0,0,0,0,False,0,30,0,5,7,0,0,0,0,0,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4370,"Kaltstrahl",False,405,3,0,0,0,3211,3251,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,False,False,3,6,0,True,0,0,0,0,0,False,0,0,0,1,7,0,0,0,0,0,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4371,"Pressure Increase",False,405,0,0,0,0,3212,1875,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4372,"Kaltstrahl",False,405,3,0,0,0,3211,3251,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,False,False,3,6,0,True,0,0,0,0,0,False,0,80,0,1,7,0,0,0,0,0,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4373,"attack",False,405,1,0,0,0,3213,1875,0,-1,0,0,False,100,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,0,0,0,False,0,0,0,2,7,0,0,0,0,0,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4374,"Royal Fount",False,405,3,0,0,0,3201,3241,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,False,False,3,17,0,True,0,0,0,0,0,False,0,0,0,5,7,0,0,0,0,0,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4375,"Gunnery Pod",False,405,3,0,8,24,3202,3242,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,False,False,5,80,0,True,0,0,0,0,0,False,0,0,0,5,7,0,0,0,0,0,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4376,"Photon Spaser",False,405,3,0,8,24,3212,3252,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,False,False,4,60,10,True,0,0,0,0,0,False,30,0,0,5,7,0,0,0,0,0,False,False,2,False,False,True,False,True,True,False,False,True,0,False,False,False
4377,"Hydrothermal Missile",False,405,3,0,8,24,3203,1875,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,0,0,0,False,30,0,0,0,0,0,0,0,0,0,False,False,0,False,False,True,False,False,True,False,False,True,0,False,False,False
4378,"Hydrothermal Missile",False,405,3,0,0,0,4387,1875,0,-1,0,0,False,100,False,False,False,True,False,False,False,False,False,0,False,False,1,0,0,True,0,0,0,0,0,False,0,0,0,2,7,0,0,0,0,0,False,False,0,False,False,True,False,True,True,False,False,True,0,False,False,False
4379,"Emergency Deployment",False,405,3,0,8,24,3204,1875,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,0,0,0,False,30,0,0,0,0,0,0,0,0,0,False,False,0,False,False,True,False,False,True,False,False,True,0,False,False,False
4380,"Resin Bomb",False,405,3,0,8,24,3205,1875,0,-1,0,0,False,0,True,False,False,False,False,False,False,False,False,0,False,False,1,0,0,False,0,0,0,0,0,False,40,0,0,0,0,0,0,0,0,0,False,False,0,False,False,True,False,False,True,False,False,True,0,False,False,False
4381,"Resin Bomb",False,405,3,0,0,0,4388,4389,0,-1,0,0,False,100,False,False,False,False,False,False,True,False,False,0,False,False,2,5,0,True,0,0,0,0,0,False,30,0,0,5,7,0,0,0,0,0,False,False,1,False,False,False,False,False,True,False,False,True,0,False,False,False
