key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
82,1,0,False,130,2,0,False,0,0,0,0,0,0,0,0,0,0,"We'll also announce all the other fantastic bonuses at the drawing. You won't want to miss all the action that goes on right here at the Cactpot Board!","","","","","","","","","",""
83,1,7,False,105,0,0,False,0,0,0,0,0,0,0,0,0,0,"In addition to your other winnings, you will receive the Early Bird Bonus if you claim your prize within <If(IntegerParameter(3))><If(LessThanOrEqualTo(IntegerParameter(3),10))><Switch(IntegerParameter(3))><Case(1)>one</Case><Case(2)>two</Case><Case(3)>three</Case><Case(4)>four</Case><Case(5)>five</Case><Case(6)>six</Case><Case(7)>seven</Case><Case(8)>eight</Case><Case(9)>nine</Case><Case(10)>ten</Case></Switch><Else/><Value>IntegerParameter(3)</Value></If><Else/><Value>IntegerParameter(3)</Value></If> <If(Equal(IntegerParameter(3),1))>hour<Else/>hours</If> (Earth time) of the Jumbo Cactpot drawing.","","","","","","","","","",""
84,0,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
85,0,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
86,0,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
87,0,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
88,0,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
89,1,0,False,90,2,764,False,0,0,0,0,0,0,0,0,0,0,"When Master Typhon's nose blows, whither the mucus flows...nobody knows! Can you read his motions and seek safe haven from the oncoming tempest?","","","","","","","","","",""
90,1,0,False,276,2,0,False,0,0,0,0,0,0,0,0,0,0,"If you think you have what it takes to be the last one standing, then step right up! And if you <Emphasis>do</Emphasis> get caught in a squall of sputum─hey, there's nothing to lose but your dignity.","","","","","","","","","",""
91,1,0,False,92,2,764,False,0,0,0,0,0,0,0,0,0,0,"If you have the courage to stand against Master Typhon once more, the stage awaits you. Remember: you're not defeated until you admit defeat. ","","","","","","","","","",""
92,2,0,False,0,2,0,False,0,0,0,0,0,0,0,0,0,0,"Proceed to the main stage?","Yes","No","","","","","","","",""
93,1,0,False,0,2,0,False,0,0,0,0,0,0,0,0,0,0,"Come to see Master Typhon in all of his gelatinous glory? You're welcome to look on, but I daresay you won't be havin' half the fun of those up on stage. Next time you have the chance, why not give it a go?","","","","","","","","","",""
94,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"Don't get yourself down, friend─I've seen Master Typhon do that to the best of them. Now stand tall, and wear that mucus as a badge of honor!","","","","","","","","","",""
95,1,0,False,36,2,764,False,0,0,0,0,0,0,0,0,0,0,"What in the world are you doing down here!? The show is about to begin!","","","","","","","","","",""
96,0,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
97,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"Brilliant! I've marked upon your map the location of three Gold Saucer attendants to whom you may entrust the package. Any one of the three will do. Good luck and godsspeed!","","","","","","","","","",""
98,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"<Unknown60>0203</Unknown60>We have a winner! Please accept my congratulations─and your prize of <Format(IntegerParameter(1),FF022C)/> MGP! And remember: there's always more to be won on the morrow!","","","","","","","","","",""
99,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"Your patronage is most appreciated, <If(PlayerParameter(4))>miss<Else/>sir</If>.
I hope to see you again tomorrow!","","","","","","","","","",""
100,1,7,False,134,0,0,False,0,0,0,0,0,0,0,0,0,0,"You have won extra MGP by qualifying for the Early Bird Bonus.","","","","","","","","","",""
101,1,0,False,105,2,764,False,0,0,0,0,0,0,0,0,0,0,"Welcome to drawing number <Value>IntegerParameter(1)</Value> of the Jumbo Cactpot! Can I interest you in a ticket to fame and fortune?","","","","","","","","","",""
102,1,0,False,105,2,764,False,0,0,0,0,0,0,0,0,0,0,"I'm afraid you're early for the drawing, <If(PlayerParameter(4))>miss<Else/>sir</If>. Can I help you with anything while you wait?","","","","","","","","","",""
103,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"Why, we've already drawn the winning number for your ticket, <If(PlayerParameter(4))>miss<Else/>sir</If>. Why not claim your prize from the cashier over there?","","","","","","","","","",""
104,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"It pains me to say that you can't claim prizes with that ticket anymore, <If(PlayerParameter(4))>miss<Else/>sir</If>. <sigh> What a pity. Ah well, better luck next time, and remember─you can't wait forever to claim your prize.","","","","","","","","","",""
105,5,0,False,0,2,0,False,0,0,0,0,0,0,0,0,0,0,"What would you like to do?","Purchase a Jumbo Cactpot ticket.","View the payout.","View past results.","Learn about the Jumbo Cactpot.","Learn about the participant bonus.","Nothing.","","","",""
106,8,0,False,137,2,764,False,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
107,7,0,False,105,2,764,False,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
108,1,0,False,128,2,764,False,0,0,0,0,0,0,0,0,0,0,"The Jumbo Cactpot is Eorzea's premier lottery, <If(PlayerParameter(4))>miss<Else/>sir</If>. You play by purchasing a ticket, starting from the low, low price of <Format(IntegerParameter(1),FF022C)/> MGP, and then picking your numbers─four digits between zero and nine.","","","","","","","","","",""
109,6,0,False,105,2,764,False,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
110,1,0,False,105,2,764,False,0,0,0,0,0,0,0,0,0,0,"Why, it seems no one has hit the Cactpot yet. Who knows─maybe you could be the first in the realm to win first prize!","","","","","","","","","",""
111,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"Where is your Jumbo Cactpot ticket, <If(PlayerParameter(4))>miss<Else/>sir</If>? If you have yet to purchase one, please see the broker─she can help you with everything.","","","","","","","","","",""
112,1,0,False,43,2,764,False,0,0,0,0,0,0,0,0,0,0,"I do beg your pardon, <If(PlayerParameter(4))>miss<Else/>sir</If>, but this week's winning number has yet to be announced.","","","","","","","","","",""
113,1,0,False,134,2,764,False,0,0,0,0,0,0,0,0,0,0,"This Jumbo Cactpot ticket looks to be in order. Now, let us see what you have won...","","","","","","","","","",""
114,1,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"Greetings, <If(PlayerParameter(4))>madam<Else/>sir</If>, and welcome to Chocobo Square! Are you here to enter a race?","","","","","","","","","",""
115,1,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"Hm? You have spoken with Katering at Moogle's Gift Mounts, have you not? Are you sure there was naught else she had to say?","","","","","","","","","",""
116,2,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"Withdraw your race entry?","Yes","No","","","","","","","",""
117,1,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"You withdraw your race entry.","","","","","","","","","",""
118,10,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"Select an option.","Enter a race.","Learn about chocobo racing.","Nothing.","","","","","","",""
119,10,0,False,0,2,764,False,120,121,122,281,282,283,284,285,118,0,"What will you ask?","Tell me about chocobo races.","Tell me about race chocobos.","How do I enter a race?","Tell me about ratings and classes.","What are race items?","What kinds of race items are there?","What are race abilities?","How does weather affect races?","Nothing.",""
120,1,0,True,286,2,764,False,0,0,0,0,0,0,0,0,0,0,"Dedicated men and women working in harmony with their feathered companions, thundering towards the finish line for fame and fortune─that, my friend, is chocobo racing!","","","","","","","","","",""
121,1,0,True,287,2,764,False,0,0,0,0,0,0,0,0,0,0,"Per Gold Saucer regulations, only chocobos which have received the necessary training are permitted to participate in sanctioned chocobo races. ","","","","","","","","","",""
122,1,0,True,289,2,764,False,0,0,0,0,0,0,0,0,0,0,"Our races are categorized into different classes, which indicate the level of competition you can expect.","","","","","","","","","",""
123,1,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"Ah, how silly of me. You could not possibly compete without a registered race chocobo. Pray return once you have delivered the necessary forms to our trainer.","","","","","","","","","",""
124,1,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"Forgive me, but if you and your comrades wish to enter a race together, I will need to speak with your party leader.","やめる","","","","","","","","",""
125,11,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"Select a race.","Class Courses.","Chocobo Challenge.","Training Course.","Cancel.","","","","","",""
126,12,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"Select a course.","Random.","Return.","","","","","","","",""
127,1,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"Your entry into the <Sheet(GoldSaucerTextData,IntegerParameter(1),0)/> <Sheet(GoldSaucerTextData,IntegerParameter(2),0)/> race has been accepted! Pray remain in Chocobo Square until you are summoned to the course.","","","","","","","","","",""
128,1,0,False,129,2,0,False,0,0,0,0,0,0,0,0,0,0,"When we draw the winning number, it's time to check it against the ones on your ticket. In order from the last digit to the first, the more matching numbers you have, the greater the prize you'll receive.","","","","","","","","","",""
129,1,0,False,81,2,764,False,0,0,0,0,0,0,0,0,0,0,"I should also mention that Lady Luck herself announces the winning number. Why not come by to see the show?","","","","","","","","","",""
130,1,0,False,131,2,0,False,0,0,0,0,0,0,0,0,0,0,"And don't forget to speak with the lovely Cactpot cashier to collect your winnings. If you've won the vaunted first prize, she'll also present you with a wonderfully extravagant gift!","","","","","","","","","",""
131,1,7,False,132,2,0,False,0,0,0,0,0,0,0,0,0,0,"You can purchase up to three Jumbo Cactpot tickets per week. The winning number is drawn every <If(NotEqual(PlayerParameter(83),0))><Switch(PlayerParameter(83))><Case(1)><ResetTime>1607</ResetTime><Switch(TopLevelParameter(220))><Case(1)>Sunday</Case><Case(2)>Monday</Case><Case(3)>Tuesday</Case><Case(4)>Wednesday</Case><Case(5)>Thursday</Case><Case(6)>Friday</Case><Case(7)>Saturday</Case></Switch> at <If(TopLevelParameter(218))><Switch(TopLevelParameter(218))><Case(1)>1</Case><Case(2)>2</Case><Case(3)>3</Case><Case(4)>4</Case><Case(5)>5</Case><Case(6)>6</Case><Case(7)>7</Case><Case(8)>8</Case><Case(9)>9</Case><Case(10)>10</Case><Case(11)>11</Case><Case(12)>12</Case><Case(13)>1</Case><Case(14)>2</Case><Case(15)>3</Case><Case(16)>4</Case><Case(17)>5</Case><Case(18)>6</Case><Case(19)>7</Case><Case(20)>8</Case><Case(21)>9</Case><Case(22)>10</Case><Case(23)>11</Case></Switch><Else/>12</If> <If(GreaterThanOrEqualTo(TopLevelParameter(218),12))>p.m.<Else/>a.m.</If></Case><Case(2)><ResetTime>0C01</ResetTime><Switch(TopLevelParameter(220))><Case(1)>Sunday</Case><Case(2)>Monday</Case><Case(3)>Tuesday</Case><Case(4)>Wednesday</Case><Case(5)>Thursday</Case><Case(6)>Friday</Case><Case(7)>Saturday</Case></Switch> at <If(TopLevelParameter(218))><Switch(TopLevelParameter(218))><Case(1)>1</Case><Case(2)>2</Case><Case(3)>3</Case><Case(4)>4</Case><Case(5)>5</Case><Case(6)>6</Case><Case(7)>7</Case><Case(8)>8</Case><Case(9)>9</Case><Case(10)>10</Case><Case(11)>11</Case><Case(12)>12</Case><Case(13)>1</Case><Case(14)>2</Case><Case(15)>3</Case><Case(16)>4</Case><Case(17)>5</Case><Case(18)>6</Case><Case(19)>7</Case><Case(20)>8</Case><Case(21)>9</Case><Case(22)>10</Case><Case(23)>11</Case></Switch><Else/>12</If> <If(GreaterThanOrEqualTo(TopLevelParameter(218),12))>p.m.<Else/>a.m.</If></Case><Case(3)><ResetTime>0501</ResetTime><Switch(TopLevelParameter(220))><Case(1)>Sunday</Case><Case(2)>Monday</Case><Case(3)>Tuesday</Case><Case(4)>Wednesday</Case><Case(5)>Thursday</Case><Case(6)>Friday</Case><Case(7)>Saturday</Case></Switch> at <If(TopLevelParameter(218))><Switch(TopLevelParameter(218))><Case(1)>1</Case><Case(2)>2</Case><Case(3)>3</Case><Case(4)>4</Case><Case(5)>5</Case><Case(6)>6</Case><Case(7)>7</Case><Case(8)>8</Case><Case(9)>9</Case><Case(10)>10</Case><Case(11)>11</Case><Case(12)>12</Case><Case(13)>1</Case><Case(14)>2</Case><Case(15)>3</Case><Case(16)>4</Case><Case(17)>5</Case><Case(18)>6</Case><Case(19)>7</Case><Case(20)>8</Case><Case(21)>9</Case><Case(22)>10</Case><Case(23)>11</Case></Switch><Else/>12</If> <If(GreaterThanOrEqualTo(TopLevelParameter(218),12))>p.m.<Else/>a.m.</If></Case></Switch><Else/><ResetTime>1607</ResetTime><Switch(TopLevelParameter(220))><Case(1)>Sunday</Case><Case(2)>Monday</Case><Case(3)>Tuesday</Case><Case(4)>Wednesday</Case><Case(5)>Thursday</Case><Case(6)>Friday</Case><Case(7)>Saturday</Case></Switch> at <If(TopLevelParameter(218))><Switch(TopLevelParameter(218))><Case(1)>1</Case><Case(2)>2</Case><Case(3)>3</Case><Case(4)>4</Case><Case(5)>5</Case><Case(6)>6</Case><Case(7)>7</Case><Case(8)>8</Case><Case(9)>9</Case><Case(10)>10</Case><Case(11)>11</Case><Case(12)>12</Case><Case(13)>1</Case><Case(14)>2</Case><Case(15)>3</Case><Case(16)>4</Case><Case(17)>5</Case><Case(18)>6</Case><Case(19)>7</Case><Case(20)>8</Case><Case(21)>9</Case><Case(22)>10</Case><Case(23)>11</Case></Switch><Else/>12</If> <If(GreaterThanOrEqualTo(TopLevelParameter(218),12))>p.m.<Else/>a.m.</If></If> (Earth time).","","","","","","","","","",""
132,1,7,False,133,2,0,False,0,0,0,0,0,0,0,0,0,0,"After the drawing, you will have until the following <If(NotEqual(PlayerParameter(83),0))><Switch(PlayerParameter(83))><Case(1)><ResetTime>1607</ResetTime><Switch(TopLevelParameter(220))><Case(1)>Sunday</Case><Case(2)>Monday</Case><Case(3)>Tuesday</Case><Case(4)>Wednesday</Case><Case(5)>Thursday</Case><Case(6)>Friday</Case><Case(7)>Saturday</Case></Switch> at <If(TopLevelParameter(218))><Switch(TopLevelParameter(218))><Case(1)>1</Case><Case(2)>2</Case><Case(3)>3</Case><Case(4)>4</Case><Case(5)>5</Case><Case(6)>6</Case><Case(7)>7</Case><Case(8)>8</Case><Case(9)>9</Case><Case(10)>10</Case><Case(11)>11</Case><Case(12)>12</Case><Case(13)>1</Case><Case(14)>2</Case><Case(15)>3</Case><Case(16)>4</Case><Case(17)>5</Case><Case(18)>6</Case><Case(19)>7</Case><Case(20)>8</Case><Case(21)>9</Case><Case(22)>10</Case><Case(23)>11</Case></Switch><Else/>12</If> <If(GreaterThanOrEqualTo(TopLevelParameter(218),12))>p.m.<Else/>a.m.</If></Case><Case(2)><ResetTime>0C01</ResetTime><Switch(TopLevelParameter(220))><Case(1)>Sunday</Case><Case(2)>Monday</Case><Case(3)>Tuesday</Case><Case(4)>Wednesday</Case><Case(5)>Thursday</Case><Case(6)>Friday</Case><Case(7)>Saturday</Case></Switch> at <If(TopLevelParameter(218))><Switch(TopLevelParameter(218))><Case(1)>1</Case><Case(2)>2</Case><Case(3)>3</Case><Case(4)>4</Case><Case(5)>5</Case><Case(6)>6</Case><Case(7)>7</Case><Case(8)>8</Case><Case(9)>9</Case><Case(10)>10</Case><Case(11)>11</Case><Case(12)>12</Case><Case(13)>1</Case><Case(14)>2</Case><Case(15)>3</Case><Case(16)>4</Case><Case(17)>5</Case><Case(18)>6</Case><Case(19)>7</Case><Case(20)>8</Case><Case(21)>9</Case><Case(22)>10</Case><Case(23)>11</Case></Switch><Else/>12</If> <If(GreaterThanOrEqualTo(TopLevelParameter(218),12))>p.m.<Else/>a.m.</If></Case><Case(3)><ResetTime>0501</ResetTime><Switch(TopLevelParameter(220))><Case(1)>Sunday</Case><Case(2)>Monday</Case><Case(3)>Tuesday</Case><Case(4)>Wednesday</Case><Case(5)>Thursday</Case><Case(6)>Friday</Case><Case(7)>Saturday</Case></Switch> at <If(TopLevelParameter(218))><Switch(TopLevelParameter(218))><Case(1)>1</Case><Case(2)>2</Case><Case(3)>3</Case><Case(4)>4</Case><Case(5)>5</Case><Case(6)>6</Case><Case(7)>7</Case><Case(8)>8</Case><Case(9)>9</Case><Case(10)>10</Case><Case(11)>11</Case><Case(12)>12</Case><Case(13)>1</Case><Case(14)>2</Case><Case(15)>3</Case><Case(16)>4</Case><Case(17)>5</Case><Case(18)>6</Case><Case(19)>7</Case><Case(20)>8</Case><Case(21)>9</Case><Case(22)>10</Case><Case(23)>11</Case></Switch><Else/>12</If> <If(GreaterThanOrEqualTo(TopLevelParameter(218),12))>p.m.<Else/>a.m.</If></Case></Switch><Else/><ResetTime>1607</ResetTime><Switch(TopLevelParameter(220))><Case(1)>Sunday</Case><Case(2)>Monday</Case><Case(3)>Tuesday</Case><Case(4)>Wednesday</Case><Case(5)>Thursday</Case><Case(6)>Friday</Case><Case(7)>Saturday</Case></Switch> at <If(TopLevelParameter(218))><Switch(TopLevelParameter(218))><Case(1)>1</Case><Case(2)>2</Case><Case(3)>3</Case><Case(4)>4</Case><Case(5)>5</Case><Case(6)>6</Case><Case(7)>7</Case><Case(8)>8</Case><Case(9)>9</Case><Case(10)>10</Case><Case(11)>11</Case><Case(12)>12</Case><Case(13)>1</Case><Case(14)>2</Case><Case(15)>3</Case><Case(16)>4</Case><Case(17)>5</Case><Case(18)>6</Case><Case(19)>7</Case><Case(20)>8</Case><Case(21)>9</Case><Case(22)>10</Case><Case(23)>11</Case></Switch><Else/>12</If> <If(GreaterThanOrEqualTo(TopLevelParameter(218),12))>p.m.<Else/>a.m.</If></If> (Earth time) to claim your prize.","","","","","","","","","",""
133,1,7,False,83,2,0,False,0,0,0,0,0,0,0,0,0,0,"After this one-week period ends, please be aware that you will be unable to claim MGP or prizes.","","","","","","","","","",""
134,9,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
135,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"<If(Equal(IntegerParameter(1),5))>I am sorry, but please accept this consolation prize<Else/>Congratulations! You have won <If(LessThan(IntegerParameter(1),4))><Switch(IntegerParameter(1))><Case(1)>1st</Case><Case(2)>2nd</Case><Case(3)>3rd</Case></Switch><Else/><Value>IntegerParameter(1)</Value>th</If> prize</If>, <If(PlayerParameter(4))>miss<Else/>sir</If>.","","","","","","","","","",""
136,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"My gods─you have hit the Cactpot! Allow me the honor of presenting you with first prize, and your extravagant <SheetEn(Item,3,IntegerParameter(1),1,1)/>!","","","","","","","","","",""
137,1,0,False,41,2,764,False,0,0,0,0,0,0,0,0,0,0,"Well, now all you've to do is wait till we announce the winning number. Why not join us here at the Cactpot Board for the drawing?","","","","","","","","","",""
138,2,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"Use brightash on the atypical adventurer?","Yes","No","","","","","","","",""
139,1,0,False,25,2,764,False,0,0,0,0,0,0,0,0,0,0,"I carry with me a special delivery for one Godbert Manderville. It appears the man has a deep interest in Thorne Dynasty crockery, and is buying up all that he can find. This endeavor, however, has drawn the attention of some unsavory characters.","","","","","","","","","",""
140,2,0,False,141,2,0,False,0,0,0,0,0,0,0,0,0,0,"Don the delivery cap?","Yes","No","","","","","","","",""
141,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"Brilliant! I've marked upon your map the location of three Gold Saucer attendants to whom you may entrust the packages. Any two of the three will do. Good luck and godsspeed!","","","","","","","","","",""
142,1,0,False,26,2,764,False,0,0,0,0,0,0,0,0,0,0,"I carry with me a special delivery for one Godbert Manderville. It appears the man has a deep interest in Thorne Dynasty crockery, and is buying up all that he can find. This endeavor, however, has drawn the attention of some unsavory characters.","","","","","","","","","",""
143,2,0,False,144,2,0,False,0,0,0,0,0,0,0,0,0,0,"Don the delivery cap?","Yes","No","","","","","","","",""
144,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"Brilliant! I've marked upon your map the location of three Gold Saucer attendants to whom you must entrust the packages. Make certain each attendant is presented with a parcel. Now good luck and godsspeed!","","","","","","","","","",""
145,1,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"You must needs relax. I sense far too much jitter in your jig.","","","","","","","","","",""
146,1,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"Why the furrowed brow? There are but four moves to commit to memory.","","","","","","","","","",""
147,1,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"The first step to success is concentration. The first step to concentration is concentrating!","","","","","","","","","",""
148,1,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"You exhibit a rare talent...and I'm not simply saying that because I have been paid to do so by my generous employers, Manderville & Manderville.","","","","","","","","","",""
149,1,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"Do you know what separates a good dancer from a great one? Grace. Without grace, we are but opo-opos tossing feces from a tree.","","","","","","","","","",""
150,1,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"I could <Emphasis>tell</Emphasis> you how to dance just about as well as I could <Emphasis>tell</Emphasis> you how to love. No, you must experience it with your eyes, with your heart.","","","","","","","","","",""
151,1,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"The steps─they are anything but random. The choreographist spent moons perfecting their order so that they might tell her story.","","","","","","","","","",""
152,1,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"You may be skilled in the art of dance, but I sense you still lack the passion to become a true star.","","","","","","","","","",""
153,1,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"Close your eyes and feel the beat pulse through your very soul...... Hm? You can't very well memorize the routine with your eyes closed? A valid point, I suppose.","","","","","","","","","",""
154,1,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"You put your right foot in... You put your right foot ou─ Hey! Can't you see I'm trying to concentrate!?","","","","","","","","","",""
155,1,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"So, you think you can dance? Try this!","","","","","","","","","",""
156,1,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"Discouraged? I understand. But don't let anyone tell you dancing is only about getting the motions right......it's about getting them PERFECT! One! Two! Three! Four!","","","","","","","","","",""
157,2,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"The entry fee for this race is <Format(IntegerParameter(1),FF022C)/> MGP.
You currently possess <Format(IntegerParameter(2),FF022C)/>. Proceed?","Yes","No","","","","","","","",""
158,2,0,False,0,2,0,False,0,0,0,0,0,0,0,0,0,0,"Rescue the chocobo chick?","Yes","No","","","","","","","",""
159,2,0,False,0,2,0,False,0,0,0,0,0,0,0,0,0,0,"Rescue the chocobo chick?","Yes","No","","","","","","","",""
160,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"The Manderville Lounge offers a variety of specialty drinks, including wine, water, watered wine, and a Gold Saucer original─wined water.","","","","","","","","","",""
161,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"Sometimes I think the owner stationed me here just so I'd be forced to ever gaze upon the battle of the bulge being waged beneath that shimmering statue's smallclothes.","","","","","","","","","",""
162,1,0,False,0,2,0,False,0,0,0,0,0,0,0,0,0,0,"To the untrained eye, it might appear I am merely hiding here in a frivolous attempt to avoid the many duties that I, a Gold Saucer attendant, have been assigned. So, before you go getting it in your head that I am somehow doing a disservice to this fine establishment, I ask that you promptly move along and only return when that eye of yours has received the proper training.","","","","","","","","","",""
163,2,0,False,0,2,0,False,0,0,0,0,0,0,0,0,0,0,"Assist the adventurer?","Yes","No","","","","","","","",""
164,1,0,False,165,2,764,False,0,0,0,0,0,0,0,0,0,0,"Can you believe this? An imp of questionable character and malleable appearance has snuck into the Saucer, and it's around here somewhere pretending to be <Emphasis>me</Emphasis>.","","","","","","","","","",""
165,1,0,False,163,2,0,False,0,0,0,0,0,0,0,0,0,0,"Would you mind tracking down the brazen trickster and throwing this brightash in its face? The glamour should wear off immediately...assuming you have the right person.","","","","","","","","","",""
166,1,0,False,167,2,764,False,0,0,0,0,0,0,0,0,0,0,"Er...could ye help? An imp is <Emphasis>impersonating</Emphasis> me. And not just me personality, mind─it's copied everything, from head to arse to...well, ye get the picture.","","","","","","","","","",""
167,1,0,False,163,2,0,False,0,0,0,0,0,0,0,0,0,0,"Now, I'll not have me private...er, appearance made a mockery of by some voidsent! If yer willing, find the bastard, and pelt him with a bit of brightash. That'll make him show his true size!","","","","","","","","","",""
168,1,0,False,169,2,764,False,0,0,0,0,0,0,0,0,0,0,"If I could have but a moment of your time. I was tasked with finding an imp traipsing about the premises, but the bloody bastard disguised itself as <Emphasis>me</Emphasis> and ran off into a crowd.","","","","","","","","","",""
169,1,0,False,163,2,0,False,0,0,0,0,0,0,0,0,0,0,"This brightash should suffice to dispel the fiend's glamour, but I fear this task is too much for one man alone. So what do you say? If you would aid me in this task, I must warn you: our prey looks <Emphasis>exactly</Emphasis> as I do. The utmost care must be taken when examining our fellow patrons about the Saucer.","","","","","","","","","",""
170,1,0,False,171,2,764,False,0,0,0,0,0,0,0,0,0,0,"Quick! Have you seen me? Not <Emphasis>me</Emphasis> me, the <Emphasis>other</Emphasis> me─the <Emphasis>me</Emphasis> pretending to be me, you see? An imp! We have to find him─me─before I do─he does─something terrible like...like purchase my Mini Cactpot ticket!","","","","","","","","","",""
171,1,0,False,163,2,0,False,0,0,0,0,0,0,0,0,0,0,"If, by chance, you were to spot me─him─wandering about the Saucer, use this brightash I just so happened to be carrying in my─no, his─no, my─pocket. Don't ask me, or him, how it got there, or how it works, simply do it!","","","","","","","","","",""
172,1,0,False,173,2,764,False,0,0,0,0,0,0,0,0,0,0,"Begging your pardon, <If(PlayerParameter(4))>miss<Else/>sir</If>, but I am in dire need of assistance. An imp that is <Emphasis>exceedingly</Emphasis> skilled with glamours has taken my form and set about engaging in conduct most unbecoming. This cannot stand.","","","","","","","","","",""
173,1,0,False,163,2,0,False,0,0,0,0,0,0,0,0,0,0,"Fortunately, this brightash will allow us to set things to right. If you cast it in the face of my impostor, the truth shall be revealed to all!","","","","","","","","","",""
174,1,0,False,175,2,764,False,0,0,0,0,0,0,0,0,0,0,"Have you heard!? They say an imp has slipped into the Gold Saucer, and is impersonating its patrons. I thought it naught but a wild tale until I glimpsed a lady who shared my appearance─right down to the last detail!","","","","","","","","","",""
175,1,0,False,163,2,0,False,0,0,0,0,0,0,0,0,0,0,"The staff kindly supplied me with some special ash that will supposedly dispel the disguise, but those little demons make my skin crawl... Do you think you could find it in my stead? Remember: the creature will look <Emphasis>exactly</Emphasis> like me!","","","","","","","","","",""
176,1,0,False,177,2,764,False,0,0,0,0,0,0,0,0,0,0,"Beggin' your pardon, love, but have you seen a maid what looks the same as me? There's a thievin' imp about, an' its stolen me looks!","","","","","","","","","",""
177,1,0,False,163,2,0,False,0,0,0,0,0,0,0,0,0,0,"Could you help me find it? Just takes a bit o' this brightash to make it show its leathery hide!","","","","","","","","","",""
178,1,0,False,179,2,764,False,0,0,0,0,0,0,0,0,0,0,"E-Excuse me, <If(PlayerParameter(4))>miss<Else/>sir</If>? I know what little sense this makes, but...I need help finding myself.","","","","","","","","","",""
179,1,0,False,163,2,0,False,0,0,0,0,0,0,0,0,0,0,"No, I speak not of life choices. Some despicable imp has taken my form, and is causing mischief about the Gold Saucer! You should be able to expose it with this brightash, but please do be careful who you use it on. I fear there's not enough for a second attempt.","","","","","","","","","",""
180,1,0,False,181,2,764,False,0,0,0,0,0,0,0,0,0,0,"They say you can't spell impostor without i-m-p. I wouldn't know, though, since I can't read. What does i-m-p spell again? Imp!? How did you know it was an imp who magicked itself to look just like me and create havoc all through the Saucer?","","","","","","","","","",""
