key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
2842,16385,3,70,13263,1,12610,2,5064,1,0,0,0,0,0,0,0,0,0,0,0,0,4,8,2,7,0,False,50,100,100,100,0,0,318,0,374,0,0,True,True,True,0,0,False,False,0,65535,0
2843,13007,4,55,13273,1,5288,1,5338,1,5068,1,0,0,0,0,0,0,0,0,0,0,5,7,4,6,0,True,50,100,100,100,0,0,255,0,318,0,0,True,True,True,0,0,False,False,0,65535,0
2844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,False,False,0,0,0
2845,20178,6,150,13637,3,13752,1,13736,1,12638,1,12639,1,6153,1,0,0,0,0,0,0,13,6,12,5,0,False,0,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2846,20179,6,150,13638,3,13752,1,13736,1,12971,1,12640,1,6153,1,0,0,0,0,0,0,13,6,12,5,0,False,0,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2847,14762,5,115,13682,1,12588,2,7028,1,12594,1,5066,1,0,0,0,0,0,0,0,0,12,3,10,2,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2848,14770,5,115,13683,1,12588,1,7028,1,12594,1,5066,1,0,0,0,0,0,0,0,0,12,3,10,2,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2849,13085,4,115,13684,1,12562,1,12594,1,5510,1,0,0,0,0,0,0,0,0,0,0,11,3,10,2,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2850,13071,4,115,13685,1,12562,1,12594,1,5359,1,5360,1,0,0,0,0,0,0,0,0,11,3,10,2,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2851,14763,5,115,13686,1,12588,2,7028,1,12594,1,5064,1,0,0,0,0,0,0,0,0,12,3,10,2,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2852,13086,4,115,13687,1,12562,1,5064,1,5510,1,0,0,0,0,0,0,0,0,0,0,11,3,10,2,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2853,14833,5,139,13688,1,12590,2,12595,1,12565,1,5059,1,0,0,0,0,0,0,0,0,12,5,10,4,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2854,10045,1,15,13726,1,5057,1,5325,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-1,0,0,False,50,50,80,58,0,0,0,0,0,0,0,False,False,True,0,0,False,False,0,65535,0
2855,18067,7,139,13743,3,12881,1,12871,1,12887,2,4850,1,0,0,0,0,0,0,0,0,8,5,13,4,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2856,13161,4,139,13771,1,12565,2,12590,1,12595,1,5059,1,0,0,0,0,0,0,0,0,11,5,10,4,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2857,13164,4,139,13772,1,12565,1,12595,1,5510,1,0,0,0,0,0,0,0,0,0,0,11,5,10,4,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2858,18386,7,150,14052,1,12860,1,12862,1,12849,1,12886,1,12888,1,0,0,0,0,0,0,8,6,13,5,1383,False,50,100,50,100,0,0,0,0,0,0,0,False,False,True,0,0,False,False,0,65535,0
2859,18382,7,139,14053,1,12859,1,12853,1,12845,1,12846,1,9372,1,4751,1,0,0,0,0,8,5,13,4,1383,False,50,100,50,100,0,0,0,0,0,0,0,False,False,True,0,0,False,False,0,65535,0
2860,20864,6,136,14061,1,12656,3,12585,1,12607,5,0,0,0,0,0,0,0,0,0,0,13,4,12,4,1358,False,50,100,50,100,0,0,0,0,0,0,0,False,False,True,0,0,False,False,0,65535,0
2861,11214,1,142,14068,1,12525,3,12521,1,5998,7,0,0,0,0,0,0,0,0,0,0,8,5,11,4,1345,False,50,100,50,100,0,0,0,0,0,0,0,False,False,True,0,0,False,False,0,65535,0
2862,17555,3,139,14069,1,7010,7,10092,3,12561,5,7016,4,0,0,0,0,0,0,0,0,10,5,8,4,1347,False,50,100,50,100,0,0,0,0,0,0,0,False,False,True,0,0,False,False,0,65535,0
2863,17554,3,139,14070,1,10092,10,12561,5,5067,3,7016,4,0,0,0,0,0,0,0,0,10,5,8,4,1347,False,50,100,50,100,0,0,0,0,0,0,0,False,False,True,0,0,False,False,0,65535,0
2864,18733,0,20,14181,1,5341,1,5385,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,-1,0,0,True,0,50,80,58,0,0,0,0,0,0,0,True,False,True,0,0,False,False,0,65535,0
2865,18814,0,90,14182,1,5395,1,9518,1,5501,1,0,0,0,0,0,0,0,0,0,0,10,7,-1,0,0,True,0,50,80,50,0,0,0,0,0,0,0,True,False,True,0,0,False,False,0,65535,0
2866,18856,0,150,14183,1,12220,1,12578,1,12579,1,5501,1,0,0,0,0,0,0,0,0,10,6,-1,0,0,True,50,50,80,50,0,0,0,0,0,0,0,True,False,True,0,0,False,False,0,65535,0
2867,20845,6,50,14229,1,14181,1,5478,1,14268,1,0,0,0,0,0,0,0,0,0,0,13,2,12,1,0,False,50,100,50,100,0,0,0,0,0,0,0,False,False,True,0,0,False,False,0,65535,0
2868,20846,6,50,14234,1,14181,1,5479,1,14271,1,0,0,0,0,0,0,0,0,0,0,13,2,12,1,0,False,50,100,50,100,0,0,0,0,0,0,0,False,False,True,0,0,False,False,0,65535,0
2869,20847,6,50,14235,1,14181,1,5479,1,14272,1,0,0,0,0,0,0,0,0,0,0,13,2,12,1,0,False,50,100,50,100,0,0,0,0,0,0,0,False,False,True,0,0,False,False,0,65535,0
2870,20821,6,30,14241,1,14181,1,5477,1,14275,1,0,0,0,0,0,0,0,0,0,0,7,3,6,3,0,False,50,100,50,100,0,0,0,0,0,0,0,False,False,True,0,0,False,False,0,65535,0
2871,20822,6,30,14242,1,14181,1,5477,1,14276,1,0,0,0,0,0,0,0,0,0,0,7,3,6,3,0,False,50,100,50,100,0,0,0,0,0,0,0,False,False,True,0,0,False,False,0,65535,0
2872,20823,6,30,14243,1,14181,1,5477,1,14277,1,0,0,0,0,0,0,0,0,0,0,7,3,6,3,0,False,50,100,50,100,0,0,0,0,0,0,0,False,False,True,0,0,False,False,0,65535,0
2873,13003,4,55,14850,1,5287,1,5282,1,5337,1,0,0,0,0,0,0,0,0,0,0,11,3,10,2,0,False,50,100,100,100,0,0,255,0,318,0,0,True,True,True,0,0,False,False,0,65535,0
2874,13009,4,55,14851,1,5287,1,5282,1,5337,1,0,0,0,0,0,0,0,0,0,0,11,3,10,2,0,False,50,100,100,100,0,0,255,0,318,0,0,True,True,True,0,0,False,False,0,65535,0
2875,13004,4,55,14852,1,5288,1,5328,1,5337,1,0,0,0,0,0,0,0,0,0,0,11,3,10,2,0,False,50,100,100,100,0,0,255,0,318,0,0,True,True,True,0,0,False,False,0,65535,0
2876,13010,4,55,14853,1,5288,1,5328,1,5337,1,0,0,0,0,0,0,0,0,0,0,11,3,10,2,0,False,50,100,100,100,0,0,255,0,318,0,0,True,True,True,0,0,False,False,0,65535,0
2877,13011,4,55,14868,1,5287,2,5322,1,5065,1,0,0,0,0,0,0,0,0,0,0,11,3,10,2,0,True,50,100,100,100,0,0,255,0,318,0,0,True,True,True,0,0,False,False,0,65535,0
2878,13005,4,55,14869,1,5287,2,5286,1,5328,2,5337,1,5068,2,0,0,0,0,0,0,11,3,10,2,0,False,50,100,100,100,0,0,255,0,318,0,0,True,True,True,0,0,False,False,0,65535,0
2879,13016,4,55,14894,1,5286,2,5068,1,0,0,0,0,0,0,0,0,0,0,0,0,11,3,10,2,0,False,50,100,100,100,0,0,255,0,318,0,0,True,True,True,0,0,False,False,0,65535,0
2880,13142,4,136,14924,1,12564,2,12590,1,12595,1,5057,1,0,0,0,0,0,0,0,0,11,4,10,4,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2881,14828,5,136,14925,1,12590,2,12564,1,12595,1,0,0,0,0,0,0,0,0,0,0,12,4,10,4,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2882,13153,4,136,14926,1,12564,1,12590,1,12595,1,5510,1,0,0,0,0,0,0,0,0,11,4,10,4,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2883,14821,5,136,14927,1,12590,2,12564,1,12595,1,5057,1,5186,2,0,0,0,0,0,0,12,4,10,4,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2884,13145,4,136,14928,1,12564,2,12595,1,5092,1,0,0,0,0,0,0,0,0,0,0,11,4,10,4,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2885,14829,5,136,14929,1,12590,1,12564,1,5092,1,0,0,0,0,0,0,0,0,0,0,12,4,10,4,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2886,13154,4,136,14930,1,12564,2,12595,1,5510,1,0,0,0,0,0,0,0,0,0,0,11,4,10,4,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2887,18370,7,45,15146,1,4697,1,4653,1,4645,1,4684,1,4780,2,4757,1,0,0,0,0,2,6,7,5,1383,False,50,100,50,100,0,0,0,0,0,0,0,False,False,True,0,0,False,False,0,65535,0
2888,19539,0,136,15147,1,12581,3,12912,1,7017,2,0,0,0,0,0,0,0,0,0,0,10,4,9,4,1360,False,50,100,50,100,0,0,0,0,0,0,0,False,False,True,0,0,False,False,0,65535,0
2889,15708,5,35,15151,1,5327,10,5065,5,5063,3,5373,2,0,0,0,0,0,0,0,0,6,4,4,3,1365,False,50,100,50,100,0,0,0,0,0,0,0,False,False,True,0,0,False,False,0,65535,0
2890,17533,3,70,15164,1,5067,6,7009,6,5261,6,7016,4,0,0,0,0,0,0,0,0,16,1,14,1,1347,False,50,100,50,100,0,347,0,0,0,0,0,False,False,True,0,0,False,False,0,65535,0
2891,15764,5,136,15165,1,12590,4,5329,4,12595,3,7016,4,5789,10,0,0,0,0,0,0,12,4,10,4,1349,False,50,100,50,100,0,0,0,0,0,0,0,False,False,True,0,0,False,False,0,65535,0
2892,17914,7,5,15425,1,4751,1,4815,1,4849,1,4753,1,0,0,0,0,0,0,0,0,3,2,-1,0,0,True,50,100,100,100,0,0,0,0,0,0,0,False,False,True,0,0,False,False,0,65535,0
2893,12905,4,35,15928,1,5282,2,5336,1,5174,2,0,0,0,0,0,0,0,0,0,0,5,4,4,3,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2894,14564,5,35,15929,1,5327,3,5336,2,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,3,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2895,14568,5,35,15930,1,5327,2,5282,1,5336,2,5058,1,0,0,0,0,0,0,0,0,6,4,4,3,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2896,12910,4,35,15931,1,5282,2,5336,2,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,3,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2897,14690,5,55,15921,1,7772,2,5338,2,0,0,0,0,0,0,0,0,0,0,0,0,12,3,10,2,0,False,50,100,100,100,0,0,255,0,318,0,0,True,True,True,0,0,False,False,0,65535,0
2898,14694,5,55,15922,1,7772,3,5338,2,0,0,0,0,0,0,0,0,0,0,0,0,12,3,10,2,0,False,50,100,100,100,0,0,255,0,318,0,0,True,True,True,0,0,False,False,0,65535,0
2899,14699,5,55,15923,1,7772,2,5338,2,0,0,0,0,0,0,0,0,0,0,0,0,12,3,10,2,0,False,50,100,100,100,0,0,255,0,318,0,0,True,True,True,0,0,False,False,0,65535,0
2900,13017,4,55,15924,1,7772,1,5288,1,0,0,0,0,0,0,0,0,0,0,0,0,11,3,10,2,0,False,50,100,100,100,0,0,255,0,318,0,0,True,True,True,0,0,False,False,0,65535,0
2901,14695,5,55,15925,1,7772,3,5338,2,0,0,0,0,0,0,0,0,0,0,0,0,12,3,10,2,0,False,50,100,100,100,0,0,255,0,318,0,0,True,True,True,0,0,False,False,0,65535,0
2902,14700,5,55,15926,1,7772,2,5338,2,0,0,0,0,0,0,0,0,0,0,0,0,12,3,10,2,0,False,50,100,100,100,0,0,255,0,318,0,0,True,True,True,0,0,False,False,0,65535,0
2903,13018,4,55,15927,1,7772,1,5288,1,0,0,0,0,0,0,0,0,0,0,0,0,11,3,10,2,0,False,50,100,100,100,0,0,255,0,318,0,0,True,True,True,0,0,False,False,0,65535,0
2904,20111,6,130,14841,1,14071,1,12609,1,12631,1,0,0,0,0,0,0,0,0,0,0,13,4,12,3,1286,False,0,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2905,20112,6,130,14842,1,14072,1,12609,1,12631,1,0,0,0,0,0,0,0,0,0,0,13,4,12,3,1286,False,0,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2906,20113,6,130,14843,1,14073,1,12609,1,12631,1,0,0,0,0,0,0,0,0,0,0,13,4,12,3,1286,False,0,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2907,20114,6,130,14844,1,14074,1,12609,1,12631,1,0,0,0,0,0,0,0,0,0,0,13,4,12,3,1286,False,0,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2908,20115,6,130,14845,1,14075,1,12609,1,12631,1,0,0,0,0,0,0,0,0,0,0,13,4,12,3,1286,False,0,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2909,20116,6,130,14846,1,14076,1,12609,1,12631,1,0,0,0,0,0,0,0,0,0,0,13,4,12,3,1286,False,0,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2910,20117,6,130,14847,1,14077,1,12609,1,12631,1,0,0,0,0,0,0,0,0,0,0,13,4,12,3,1286,False,0,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2911,20118,6,130,14848,1,14078,1,12609,1,12631,1,0,0,0,0,0,0,0,0,0,0,13,4,12,3,1286,False,0,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2912,20119,6,130,14849,1,14079,1,12609,1,12631,1,0,0,0,0,0,0,0,0,0,0,13,4,12,3,1286,False,0,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2913,20059,6,55,16911,3,4751,1,5545,1,4834,1,4814,1,0,0,0,0,0,0,0,0,13,3,12,2,0,False,50,100,100,100,0,0,255,0,318,0,0,True,True,True,0,0,False,False,0,65535,0
2914,19478,0,50,15775,1,5376,3,5066,1,5512,1,5230,1,5267,4,0,0,0,0,0,0,10,2,9,1,1376,False,50,100,50,100,0,0,0,0,0,0,0,False,False,True,0,0,False,False,0,65535,0
2915,19431,0,33,15970,1,5373,3,5058,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,1384,False,50,100,50,100,0,0,0,0,0,0,0,False,False,True,0,0,False,False,0,65535,0
2916,19468,0,45,15974,1,5376,5,13073,1,13074,1,0,0,0,0,0,0,0,0,0,0,4,6,3,5,1360,False,50,100,50,100,0,0,0,0,0,0,0,False,False,True,0,0,False,False,0,65535,0
2917,15746,5,55,15976,1,7777,2,16906,2,5337,8,0,0,0,0,0,0,0,0,0,0,12,3,10,2,1373,False,50,100,50,100,0,275,0,0,0,0,0,False,False,True,0,0,False,False,0,65535,0
2918,14565,5,35,15476,1,5327,2,5336,2,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,3,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2919,14569,5,35,15477,1,5327,3,5282,1,5336,2,5058,1,0,0,0,0,0,0,0,0,6,4,4,3,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2920,14818,5,136,16596,1,12590,1,5328,1,7041,1,5337,1,0,0,0,0,0,0,0,0,12,4,10,4,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2921,14822,5,136,16597,1,12590,1,5328,2,7041,2,5337,2,12524,1,0,0,0,0,0,0,12,4,10,4,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2922,14830,5,136,16909,1,12590,2,5328,2,7041,1,5337,2,0,0,0,0,0,0,0,0,12,4,10,4,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2923,13155,4,136,16598,1,12564,1,5328,1,7041,1,12524,1,5510,1,0,0,0,0,0,0,11,4,10,4,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2924,20120,6,130,16616,1,16017,1,12609,1,12631,1,0,0,0,0,0,0,0,0,0,0,13,4,12,3,1286,False,0,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2925,20121,6,130,16617,1,16018,1,12609,1,12631,1,0,0,0,0,0,0,0,0,0,0,13,4,12,3,1286,False,0,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2926,20122,6,130,16618,1,16019,1,12609,1,12631,1,0,0,0,0,0,0,0,0,0,0,13,4,12,3,1286,False,0,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2927,20123,6,130,16619,1,16020,1,12609,1,12631,1,0,0,0,0,0,0,0,0,0,0,13,4,12,3,1286,False,0,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2928,20124,6,130,16620,1,16021,1,12609,1,12631,1,0,0,0,0,0,0,0,0,0,0,13,4,12,3,1286,False,0,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2929,20125,6,130,16621,1,16022,1,12609,1,12631,1,0,0,0,0,0,0,0,0,0,0,13,4,12,3,1286,False,0,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2930,20126,6,130,16622,1,16023,1,12609,1,12631,1,0,0,0,0,0,0,0,0,0,0,13,4,12,3,1286,False,0,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2931,20127,6,130,16623,1,16024,1,12609,1,12631,1,0,0,0,0,0,0,0,0,0,0,13,4,12,3,1286,False,0,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2932,20128,6,130,16624,1,16025,1,12609,1,12631,1,0,0,0,0,0,0,0,0,0,0,13,4,12,3,1286,False,0,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2933,19546,0,145,15776,1,12582,4,5069,3,12610,1,7008,2,5267,8,7807,1,0,0,0,0,10,5,9,5,1376,False,50,100,50,100,0,0,0,0,0,0,0,False,False,True,0,0,False,False,0,65535,0
2934,19448,0,40,16935,1,5374,2,5371,2,5485,2,7025,2,0,0,0,0,0,0,0,0,4,5,3,4,1384,False,50,100,50,100,0,0,0,0,0,0,0,False,False,True,0,0,False,False,0,65535,0
2935,19543,0,136,16936,1,12581,3,12580,3,7017,3,7026,3,0,0,0,0,0,0,0,0,10,4,9,4,1384,False,50,100,50,100,0,0,0,0,0,0,0,False,False,True,0,0,False,False,0,65535,0
2936,19498,0,70,17020,1,5365,1,5337,6,0,0,0,0,0,0,0,0,0,0,0,0,16,1,15,1,1376,True,50,100,50,100,0,0,0,0,0,0,0,False,False,True,0,0,False,False,0,65535,0
2937,18383,7,139,17021,1,12871,2,12895,1,12901,1,4865,1,4784,1,0,0,0,0,0,0,8,5,13,4,1383,False,50,100,50,100,0,0,0,0,0,0,0,False,False,True,0,0,False,False,0,65535,0
2938,19547,0,148,17023,1,12583,1,12586,8,7025,2,4620,2,17548,2,5998,3,0,0,0,0,10,5,9,5,1376,False,50,100,50,100,0,0,0,0,0,0,0,False,False,True,0,0,False,False,0,65535,0
2939,19486,0,55,17024,1,5378,6,5075,2,7017,2,7024,2,13074,1,0,0,0,0,0,0,10,3,9,2,1368,False,50,100,50,100,0,275,0,0,0,0,0,False,False,True,0,0,False,False,0,65535,0
2940,17518,3,55,17025,1,7009,6,7016,4,7029,4,5473,3,0,0,0,0,0,0,0,0,10,3,8,2,1363,False,50,100,50,100,0,275,0,0,0,0,0,False,False,True,0,0,False,False,0,65535,0
2941,20866,6,136,17030,1,12656,3,12585,2,12607,4,0,0,0,0,0,0,0,0,0,0,13,4,12,4,1358,False,50,100,50,100,0,0,0,0,0,0,0,False,False,True,0,0,False,False,0,65535,0
2942,17535,3,70,17036,1,5067,3,12610,3,5998,3,7030,3,5474,2,0,0,0,0,0,0,16,1,14,1,1347,False,50,100,50,100,0,0,0,0,0,0,0,False,False,True,0,0,False,False,0,65535,0
2943,14647,5,45,17462,1,5328,1,5337,5,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,5,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2944,14652,5,45,17463,1,5328,2,5327,2,5285,1,5336,2,0,0,0,0,0,0,0,0,6,6,4,5,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2945,14656,5,45,17464,1,5328,1,5327,2,5336,2,0,0,0,0,0,0,0,0,0,0,6,6,4,5,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2946,12976,4,45,17465,1,5328,1,5285,2,5510,1,0,0,0,0,0,0,0,0,0,0,5,6,4,5,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2947,20129,6,130,17537,1,17048,1,12609,1,12631,1,0,0,0,0,0,0,0,0,0,0,13,4,12,3,1286,False,0,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2948,20130,6,130,17538,1,17049,1,12609,1,12631,1,0,0,0,0,0,0,0,0,0,0,13,4,12,3,1286,False,0,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2949,20131,6,130,17539,1,17050,1,12609,1,12631,1,0,0,0,0,0,0,0,0,0,0,13,4,12,3,1286,False,0,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2950,20132,6,130,17540,1,17051,1,12609,1,12631,1,0,0,0,0,0,0,0,0,0,0,13,4,12,3,1286,False,0,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2951,20133,6,130,17541,1,17052,1,12609,1,12631,1,0,0,0,0,0,0,0,0,0,0,13,4,12,3,1286,False,0,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2952,20134,6,130,17542,1,17053,1,12609,1,12631,1,0,0,0,0,0,0,0,0,0,0,13,4,12,3,1286,False,0,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2953,20135,6,130,17543,1,17054,1,12609,1,12631,1,0,0,0,0,0,0,0,0,0,0,13,4,12,3,1286,False,0,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2954,20136,6,130,17544,1,17055,1,12609,1,12631,1,0,0,0,0,0,0,0,0,0,0,13,4,12,3,1286,False,0,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2955,20137,6,130,17545,1,17056,1,12609,1,12631,1,0,0,0,0,0,0,0,0,0,0,13,4,12,3,1286,False,0,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2956,10342,1,255,18033,1,19939,2,19938,1,19925,1,12564,1,5507,1,0,0,0,0,0,0,8,3,11,2,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2957,10346,1,255,18034,1,19939,2,19938,1,19925,1,12592,1,5185,2,0,0,0,0,0,0,8,3,11,2,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2958,10343,1,255,18035,1,19939,3,19938,1,19925,1,12524,1,5507,1,0,0,0,0,0,0,8,3,11,2,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2959,18859,0,255,18036,1,19925,1,19939,3,19993,1,5507,1,0,0,0,0,0,0,0,0,10,3,9,2,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2960,18860,0,255,18037,1,19925,3,19939,1,19938,1,12596,1,0,0,0,0,0,0,0,0,10,3,9,2,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2961,10348,1,255,18038,1,19939,2,19938,1,19925,1,12544,2,5507,1,0,0,0,0,0,0,8,3,11,2,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2962,10344,1,255,18039,1,19939,3,12524,2,19925,1,19993,1,5507,1,0,0,0,0,0,0,8,3,11,2,0,True,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2963,10349,1,255,18040,1,19939,3,19938,1,19925,1,12611,1,0,0,0,0,0,0,0,0,8,3,11,2,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2964,18861,0,255,18041,1,19925,2,19938,1,12566,1,12544,2,19904,1,0,0,0,0,0,0,10,3,9,2,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2965,16539,3,255,18042,1,19938,2,19939,2,19925,1,12544,1,5507,1,0,0,0,0,0,0,10,3,8,2,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2966,20182,6,255,18043,1,19938,2,12518,2,19925,1,12566,1,19901,1,0,0,0,0,0,0,13,3,12,2,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2967,20183,6,255,18044,1,19938,2,12518,2,19925,1,12544,1,19901,1,0,0,0,0,0,0,13,3,12,2,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2968,16541,3,255,18045,1,19938,3,12518,2,19939,1,12549,3,19901,1,0,0,0,0,0,0,10,3,8,2,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2969,10347,1,255,18046,1,19939,3,19925,1,12596,1,19938,1,12561,1,0,0,0,0,0,0,8,3,11,2,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2970,16540,3,255,18047,1,19938,2,19925,1,19939,2,0,0,0,0,0,0,0,0,0,0,10,3,8,2,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2971,11821,2,255,18048,1,19939,2,19938,1,12524,1,0,0,0,0,0,0,0,0,0,0,9,3,11,2,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
2972,11822,2,255,18049,1,19939,2,19974,1,5360,4,0,0,0,0,0,0,0,0,0,0,9,3,11,2,0,False,50,100,100,100,0,0,0,0,0,0,0,True,True,True,0,0,False,False,0,65535,0
