Index,0 [0x0][0x0],1 [0x0][0x4],2 [0x6][0xc],3 [0x3][0x12],4 [0x3][0x13],5 [0x19][0x16],6 [0x3][0x14],7 [0x7][0x8],8 [0x4][0x10],9 [0x3][0x15]
232,"マナドロー効果アップ","",0,0,0,true,4,214,0,90
233,"マナドロー効果アップII","",0,0,0,true,4,215,20,90
234,"浄化効果アップ","",0,0,0,true,4,216,0,1
235,"調和効果アップ","",0,0,0,true,4,217,0,73
236,"ＤＥＸアップ","ＤＥＸが2上昇する。",5120,29,8,false,0,0,2,93
237,"落下ダメージ軽減","落下による被ダメージを軽減する。",5401,29,14,false,0,0,10,93
238,"ＤＥＸアップII","ＤＥＸが4上昇する。",5121,29,16,false,0,0,4,93
239,"不意打ち効果アップ","不意打ちの威力を300に、正面攻撃時威力を500にそれぞれ上昇する。",5402,29,32,false,0,0,0,93
240,"ＤＥＸアップIII","ＤＥＸが6上昇する。",5122,29,24,false,0,0,6,93
241,"移動速度アップ","自身の移動速度を上昇させる。\n※PvPエリアでは<color #FF7B1A>「蜂毒」</color>または<color #FF7B1A>「蛇毒」</color>を付与していると無効化される。",5403,29,20,false,0,0,10,93
242,"蜂毒効果アップ","蜂毒の与物理ダメージ上昇効果を20％に上昇する。\nまた、喉斬りの追加効果を、\n「対象をスタンさせる　<color?>効果時間：</color>2秒」に変化する。",5404,29,36,false,0,0,0,93
243,"叱咤効果アップ","叱咤によるＴＰ回復効果の効果量を上昇する。",5406,29,28,false,0,0,0,93
244,"蛇毒効果アップ","蛇毒の与物理ダメージ上昇効果を20％に上昇する。\nまた、ぶんどるの追加効果を、\n「与ダメージの50％分のＨＰを吸収する。」に変化する。",5405,29,40,false,0,0,0,93
245,"無双旋効果時間延長","無双旋の効果時間を30秒に延長する。",5407,29,44,false,0,0,0,93
246,"血花五月雨効果アップ","血花五月雨の威力を100に上昇する。",5408,29,48,false,0,0,40,93
247,"強襲撃効果アップ","",0,0,0,true,4,230,0,93
248,"強襲撃効果アップII","",0,0,0,true,4,231,0,93
249,"強襲撃効果アップIII","",0,0,0,true,4,232,0,93
250,"辻風効果アップ","",0,0,0,true,4,233,0,93
251,"辻風効果アップII","",0,0,0,true,4,234,0,93
252,"辻風効果アップIII","",0,0,0,true,4,235,0,93
253,"千里眼効果アップ","",0,0,0,true,4,237,0,93
254,"みやぶる効果アップ","",0,0,0,true,4,236,0,100
255,"快気効果アップ","",0,0,0,true,4,238,0,97
256,"快気効果アップII","",0,0,0,true,4,239,0,97
257,"ニメーヤの加護","HQがないアイテムを採集する際、通常より採集個数が多くなることがある。\n発生条件は「プレパレーション」により確認が可能。",5436,16,42,false,0,0,0,17
258,"ストーンウィスパラーV","採掘場や岩場が持っている秘められた特殊な性質を、時々発見できるようになる。",5437,16,53,false,0,67617,0,17
259,"ステルス効果アップIV","「ステルス」効果が有効なモンスターの最大レベルを54にする",5438,16,50,false,0,0,54,17
260,"ステルス効果アップV","「ステルス」効果が有効なモンスターの最大レベルを57にする",5439,16,53,false,0,0,57,17
261,"ステルス効果アップVI","「ステルス」効果が有効なモンスターの最大レベルを60にする",5440,16,56,false,0,0,60,17
262,"ニメーヤの加護","HQがないアイテムを採集する際、通常より採集個数が多くなることがある。\n発生条件は「プレパレーション」により確認が可能。",5461,17,42,false,0,0,0,18
263,"ツリーウィスパラーV","良木や草刈場が持っている秘められた特殊な性質を、時々発見できるようになる。",5462,17,53,false,0,67585,0,18
264,"ステルス効果アップIV","「ステルス」効果が有効なモンスターの最大レベルを54にする",5463,17,50,false,0,0,54,18
265,"ステルス効果アップV","「ステルス」効果が有効なモンスターの最大レベルを57にする",5464,17,53,false,0,0,57,18
266,"ステルス効果アップVI","「ステルス」効果が有効なモンスターの最大レベルを60にする",5465,17,56,false,0,0,60,18
267,"ガルアイIV","LV55までの穴場を発見し釣りができるようになる",5491,18,55,false,0,0,55,19
268,"ガルアイV","LV60までの穴場を発見し釣りができるようになる",5492,18,60,false,0,0,60,19
269,"浮島釣り","浮島を釣り場としてキャスト実行可能になる。",5488,18,53,false,0,67622,0,19
270,"ステルス効果アップIV","「ステルス」効果が有効なモンスターの最大レベルを54にする",5485,18,50,false,0,0,54,19
271,"ステルス効果アップV","「ステルス」効果が有効なモンスターの最大レベルを57にする",5486,18,53,false,0,0,57,19
272,"ステルス効果アップVI","「ステルス」効果が有効なモンスターの最大レベルを60にする",5487,18,56,false,0,0,60,19
273,"溶岩釣り","溶岩を釣り場としてキャスト実行可能になる。",5489,18,55,false,0,67623,0,19
274,"魔泉釣り","魔泉を釣り場としてキャスト実行可能になる。",5490,18,58,false,0,67624,0,19
275,"ＶＩＴアップ","ＶＩＴが2上昇する。",5130,32,8,false,0,0,2,98
276,"シャドウスキン効果アップ","シャドウスキンの被ダメージ軽減効果を20％に上昇する。",6051,32,14,false,0,0,0,98
277,"ＶＩＴアップII","ＶＩＴが4上昇する。",5131,32,16,false,0,0,4,98
278,"スカージ効果時間延長","スカージの継続ダメージの効果時間を30秒に延長する。",6052,32,32,false,0,0,0,98
279,"ＶＩＴアップIII","ＶＩＴが6上昇する。",5132,32,24,false,0,0,6,98
280,"ブラッドウェポンリキャストタイム短縮","ブラッドウェポンのリキャストタイムを40秒に短縮する。",6053,32,20,false,0,0,0,98
281,"ロウブロウ効果アップ","ロウブロウのリキャストタイムをリセットする。\n<color?>発動条件：</color>受け流し発動時（発動確率30％）",6054,32,36,false,0,0,30,98
282,"リプライザルリキャストタイム短縮","リプライザルのリキャストタイムを30秒に短縮する。",6055,32,28,false,0,0,0,98
283,"アンメンド効果アップ","次に詠唱するアンリーシュの消費ＭＰを0にする。\n<color?>効果時間：</color>15秒\n<color?>発動条件：</color>アンメンド実行時（発動確率30％）",6056,32,40,false,0,0,20,98
284,"ダークダンス効果アップ","ダークダンスの受け流し発動率上昇効果を30％に上昇する。",6057,32,44,false,0,0,0,98
285,"ソウルイーター効果アップ","ソウルイーターのＨＰ吸収効果を与ダメージの100％分に上昇する。",6058,32,48,false,0,0,0,98
286,"ＤＥＸアップ","ＤＥＸが2上昇する。",5120,31,8,false,0,0,2,96
287,"整備リキャストタイム短縮","整備のリキャストタイムを60秒に短縮する。",6001,31,28,false,0,0,0,96
288,"ＤＥＸアップII","ＤＥＸが4上昇する。",5121,31,16,false,0,0,4,96
289,"アクションダメージアップ","自身のオートアタックを除くアクションによるダメージをベース値の1.1倍にする。\nまた、自身が設置したタレットによるダメージをベース値の1.1倍にする。",6002,31,20,false,0,0,10,96
290,"ＤＥＸアップIII","ＤＥＸが6上昇する。",5122,31,24,false,0,0,6,96
291,"レッドショット効果時間延長","レッドショットの効果時間を30秒に延長する。",6004,31,14,false,0,0,0,96
292,"クイックリロードリキャストタイム短縮","クイックリロードのリキャストタイムを15秒に短縮する。",6005,31,32,false,0,0,0,96
293,"スプレッドショット効果アップ","スプレッドショットの射程を12mに延ばす。",6006,31,36,false,0,0,12,96
294,"アクションダメージアップII","自身のオートアタックを除くアクションによるダメージをベース値の1.2倍にする。\nまた、自身が設置したタレットによるダメージをベース値の1.2倍にする。",6003,31,40,false,0,0,20,96
295,"ラピッドファイア効果アップ","ラピッドファイアの効果が3回のウェポンスキルまで継続するようになる。",6007,31,44,false,0,0,1,96
296,"ワイルドファイア効果アップ","ワイルドファイアの効果中に蓄積されるダメージ量を25％に上昇する。",6008,31,48,false,0,0,0,96
297,"ＭＮＤアップ","ＭＮＤが2上昇する。",5150,33,8,false,0,0,2,99
298,"ＭＮＤアップII","ＭＮＤが4上昇する。",5151,33,14,false,0,0,4,99
299,"ライトスピード効果アップ","ライトスピードの攻撃魔法威力減少効果を25％に軽減する。",6101,33,16,false,0,0,0,99
300,"アクションダメージ・回復量アップ","自身のオートアタックを除くアクションによる、ダメージと回復量をベース値の1.1倍にする。",6102,33,32,false,0,0,10,99
301,"ＭＮＤアップIII","ＭＮＤが6上昇する。",5152,33,24,false,0,0,6,99
302,"アセンド効果アップ","アセンドを戦闘中にも実行することができるようにする。",6104,33,20,false,0,0,0,99
303,"ベネフィク効果アップ","次に詠唱するベネフィラを詠唱時間無しで詠唱することができる。\n<color?>効果時間：</color>15秒\n<color?>発動条件：</color>ベネフィク実行時（発動確率15％）",6105,33,36,false,0,0,15,99
304,"ディグニティリキャストタイム短縮","ディグニティのリキャストタイムを40秒に短縮する。",6106,33,28,false,0,0,0,99
305,"アクションダメージ・回復量アップII","自身のオートアタックを除くアクションによる、ダメージと回復量をベース値の1.3倍にする。",6103,33,40,false,0,0,30,99
306,"ドンアク効果アップ","ドンアクの与ダメージ減少効果を10％に上昇する。",6107,33,44,false,0,0,0,99
307,"ルミナスエーテル効果アップ","ルミナスエーテルによるＭＰ回復効果の効果量を80に上昇する。",6108,33,48,false,0,0,0,99
308,"狙撃効果アップ","",0,0,0,true,4,260,0,96
309,"狙撃効果アップII","",0,0,0,true,4,261,0,96
310,"狙撃効果アップIII","",0,0,0,true,4,262,10,96
311,"スタンガン効果アップ","",0,0,0,true,4,263,0,96
312,"スタンガン効果アップII","",0,0,0,true,4,264,0,96
313,"スタンガン効果アップIII","",0,0,0,true,4,265,1,96
314,"ガンレポート効果アップ","",0,0,0,true,4,266,0,96
315,"ガンレポート効果アップII","",0,0,0,true,4,267,15,96
316,"レトログラデーション効果アップ","",0,0,0,true,4,268,0,99
317,"レトログラデーション効果アップII","",0,0,0,true,4,269,0,99
318,"レトログラデーション効果アップIII","",0,0,0,true,4,270,50,99
319,"タールピット効果アップ","",0,0,0,true,4,271,0,98
320,"タールピット効果アップII","",0,0,0,true,4,272,0,98
321,"タールピット効果アップIII","",0,0,0,true,4,273,20,98
322,"カーナルチル効果アップ","",0,0,0,true,4,274,0,98
323,"カーナルチル効果アップII","",0,0,0,true,4,275,0,98
324,"カーナルチル効果アップIII","",0,0,0,true,4,276,10,98
325,"プッシュバック効果アップ","",0,0,0,true,4,277,0,85
326,"プッシュバック効果アップII","",0,0,0,true,4,278,0,85
327,"プッシュバック効果アップIII","",0,0,0,true,4,279,5,85
328,"ウィザー効果アップII","",0,0,0,true,4,280,0,69
329,"グローリースラッシュ効果アップIII","",0,0,0,true,4,281,5,38
330,"","",0,0,0,false,0,0,0,0
331,"","",0,0,0,false,0,0,0,0
332,"","",0,0,0,false,0,0,0,0
333,"","",0,0,0,false,0,0,0,0
334,"","",0,0,0,false,0,0,0,0
335,"","",0,0,0,false,0,0,0,0
336,"","",0,0,0,false,0,0,0,0
337,"","",0,0,0,false,0,0,0,0
338,"","",0,0,0,false,0,0,0,0
339,"","",0,0,0,false,0,0,0,0
340,"","",0,0,0,false,0,0,0,0
341,"","",0,0,0,false,0,0,0,0
342,"","",0,0,0,false,0,0,0,0
343,"","",0,0,0,false,0,0,0,0
344,"","",0,0,0,false,0,0,0,0
345,"","",0,0,0,false,0,0,0,0
346,"","",0,0,0,false,0,0,0,0
347,"","",0,0,0,false,0,0,0,0
348,"","",0,0,0,false,0,0,0,0
349,"","",0,0,0,false,0,0,0,0
350,"","",0,0,0,false,0,0,0,0
