Index,0 [0x0][0x0],1 [0x2][0x14],2 [0x0][0x4],3 [0x2][0x15],4 [0x2][0x16],5 [0x2][0x17],6 [0x2][0x18],7 [0x2][0x19],8 [0x0][0x8],9 [0x0][0xc],10 [0x0][0x10],11 [0x5][0x24],12 [0x3][0x30],13 [0x3][0x31],14 [0x3][0x32],15 [0x3][0x33],16 [0x3][0x34],17 [0x3][0x35],18 [0x3][0x36],19 [0x3][0x37],20 [0x3][0x38],21 [0x19][0x40],22 [0x1a][0x40],23 [0x1b][0x40],24 [0x1c][0x40],25 [0x5][0x26],26 [0x1d][0x40],27 [0x1e][0x40],28 [0x5][0x28],29 [0x5][0x2a],30 [0x1f][0x40],31 [0x3][0x39],32 [0x3][0x3a],33 [0x5][0x2c],34 [0x3][0x3b],35 [0x3][0x3c],36 [0x3][0x3d],37 [0x20][0x40],38 [0x19][0x41],39 [0x1a][0x41],40 [0x1b][0x41],41 [0x1c][0x41],42 [0x3][0x3e],43 [0x5][0x2e],44 [0x3][0x3f],45 [0x0][0x1c],46 [0x0][0x20]
37,"Dodo-Küken",4,"Dodo-Küken",1,0,1,2,0,"Du rufst dein Dodo-Küken als Begleiter herbei. Gut erzogen, um nicht den ganzen Tag über zu rülpsen, zu würgen und zu furzen.","Dodos wachsen in wenigen Monden zu legereifen Tieren heran und produzieren bis zu sieben Eier pro Woche. Daher sind Dodos als Nutztiere besonders geeignet. Was du mit deinem Dodo machst, ist jedoch deine Sache.","Gegrillter Dodo ist eigentlich ein einfaches Gericht, aber\nkaum jemand schafft es, es perfekt zuzubereiten.\n<i>Ingham</i>",455,100,30,0,0,30,2,0,8,31,true,false,false,true,0,false,true,4532,31,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
38,"Kobalos-Larve",3,"Kobalos-Larven",1,0,1,1,0,"Du rufst deine Kobalos-Larve als Begleiter herbei. Zu gefährlich, um sie weiter wachsen zu lassen ... aber zu süß, um sie jetzt schon zu beseitigen.","Kobalosse legen ihre Eier in der Nähe von Erzvor-\nkommen ab, damit die schlüpfenden Larven genug Nahrung vorfinden, um ihre schützenden Panzer zu bilden. Dies ist ein langwieriger Prozess, in dem das Erz mit Verdauungssäften\nzu Brei gemacht wird, den\ndie Larven aufschlürfen.","Am Feuerwall und nirgendwo sonst leben\nganz besondere Kobalosse.\n<i>Schwimmender Stein</i>",456,100,30,0,0,0,2,0,8,32,true,false,false,false,0,false,true,4533,32,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
39,"Steinbock-Stofftier",4,"Steinbock-Stofftiere",2,0,1,2,0,"Du rufst dein Steinbock-Stofftier als Begleiter herbei. Bei der Herstellung dieses Begleiters sind keine Steinböcke zu Schaden gekommen.","Im Volksmund von Ishgard steht der Steinbock für Gier und Völlerei, während die Wüstenvölker ihn für ein Symbol von Reichtum und Wohlstand halten. Daher sind Steinbock-Abbilder ein beliebtes Geschenk für Familien mit\nneugeborenen Kindern.","Bei der großen Katastrophe haben in Coerthas\nviele Hochlandhirten ihre Steinbockherden verloren.\n<i>Juliembert</i>",457,85,30,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4534,205,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
40,"Apkallu-Küken",4,"Apkallu-Küken",1,0,1,2,0,"Du rufst dein Apkallu-Küken als Begleiter herbei. Folgt dir solange, bis du ihm einen Fisch gibst. Folgt dir weiter, nachdem du ihm einen Fisch gegeben hast.","Während die Küken von anderen Laufvögeln mit einem langweiligen braunen Gefieder aus ihren Eiern schlüpfen, betreten die Apkallu die Welt in einem lebhaften grünen Federkleid, das sie ihr ganzes Leben lang behalten.","Apkallu-Omelett, aus Apkallu-Eiern, die in Butter luftig\nleicht gebraten wurden, ist in den Weilern Vylbrands\nsehr beliebt.\n<i>Kleiner Gourmet-Führer Vylbrand</i>",458,100,30,0,0,0,2,0,8,34,true,true,false,true,0,false,true,4535,34,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
41,"Baby-Goobbue",3,"Baby-Goobbue",1,0,1,1,0,"Du rufst deine Baby-Goobbue als Begleiter herbei. Greift aus unerfindlichen Gründen gerne Kätzchen an.","Um ihre volle Größe zu erreichen, müssen Goobbue täglich ein Vielfaches ihres Körpergewichts vertilgen. Deshalb sind sie bei der Auswahl ihrer Nahrung nicht wählerisch und verspeisen alles, was nicht schnell genug wegläuft. Dazu\ngehören mitunter auch\nlahme Lalafell.","Die Goobbue wird nämlich von dem Mehl angelockt und veranstaltet\nin den Mühlen eine Riesensauerei. So ein hehrer Held des Heers der\nHelden wie ich es bin, könnte sie natürlich im Nullkommanix beseitigen.\n<i>Trachtoum, notorischer Lügner</i>",459,100,10,0,0,0,2,0,8,35,true,false,false,false,0,false,true,4536,35,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
42,"Mini-Pudding",4,"Mini-Puddings",1,0,1,0,0,"Du rufst deinen Mini-Pudding als Begleiter herbei. Nicht zum Verzehr geeignet!","Puddings pflanzen sich allein durch Teilung fort. Daher wird angenommen, dass alle Puddings Eorzeas aus einem einzigen Pudding hervorgegangen sind, dem Großen Ur-Pudding. Unbeantwortet bleibt allerdings die Frage, woher der\nGroße Ur-Pudding kommt.","Ein Stück aus dem schwabbeligen Bauch eines Puddings ist\nso fettig, dass bereits die bloße Berührung in der Lage ist,\neine Herzkranzgefäßverengung herbeizuführen.\n<i>Praktischer Ratgeber für Druiden und andere Heiler</i>",460,100,30,0,0,0,2,0,8,36,true,false,true,false,0,false,true,4537,36,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
43,"Aufzieh-Frontbrecher",4,"Aufzieh-Frontbrecher",2,0,1,0,0,"Du rufst deinen Aufzieh-Frontbrecher als Begleiter herbei. Ein exaktes Modell eines Magitek-Frontbrechers im Maßstab 1:9.","Diese hochwertige Nachbildung ist so detailliert, dass Garlemand ihren Export in die rebellischen Regionen verbot, weil er fürchtete, dass die Aufständischen einen taktischen Vorteil aus der Kenntnis des genauen Aufbaus der\nMagitek-Frontbrecher\ngewinnen könnten.","Kopf einziehen und den Frontbrecher wüten lassen.\n<i>Garleische Infanterie-Weisheit</i>",461,100,30,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4538,221,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
44,"Dämonenwürfel",4,"Dämonenwürfel",2,0,1,0,0,"Du rufst deinen Dämonenwürfel als Begleiter herbei. Es ist wohl besser, nicht zu wissen, welch dunkle Magie diesen gewöhnlichen Stein zum Leben erweckt.","Seit vielen Jahren rätseln Archäologen darüber, wie eine scheinbare primitive Zivilisation, die weder Uhrwerke noch Dampfmaschinen kennt, die gigantischen Steingebilde von Amdapor errichten konnte. Belebte Steine wie\ndieser könnten die Antwort\nsein.","Du hast bestimmt schon davon gehört, dass Monster Steine\nverschlucken, um ihre Mahlzeiten besser zu verdauen? Nein?\nNa dann weißt du es jetzt.\n<i>Gerolt</i>",462,100,10,0,0,30,2,0,8,38,true,false,true,false,0,false,true,4539,38,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
45,"Mini-Mull",4,"Mini-Mulle",2,0,1,0,0,"Du rufst deinen Mini-Mull als Begleiter herbei. Wenn er nicht gerade saftige Regenwürmer und Maden verspeist, träumt er davon, Berge zu errichten.","In jungen Jahren aus seinem Hügel getrieben und entführt worden, musste diese arme Kreatur bereits zahllose Experimente von Marcette über sich ergehen lassen. Im Vergleich dazu ist einem Abenteurer hinterherzutrotten fast\nschon wie Urlaub.","Ihre Mägen sind deutlich größer als ihre Hirne ...\n<i>Gagari</i>",463,100,30,0,0,0,2,0,8,39,true,false,false,true,0,false,true,4540,39,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
46,"Schäfchen",4,"Schäfchen",1,0,1,2,0,"Du rufst dein Schäfchen als Begleiter herbei. Es wurde im Fernen Osten für den Kampf gezüchtet, hat jedoch seine übernatürliche Hypnosekraft verloren.","Zur Himmelswende sollte die Hypnosekraft dieses fernöstlichen Kampfschäfchens erforscht werden. Dabei hat es seine Kraft eingebüßt, doch deine Freundschaft gewonnen.","Durch die Gnade der Göttin Menphina ward es gerettet.\nMöge es an deiner Seite glücklich sein.\n<i>Gesandter aus dem Fernen Osten</i>",464,100,30,0,0,0,2,0,10,40,true,true,false,true,0,false,true,4541,70,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
47,"Schleimpfütze",3,"Schleimpfützen",1,0,1,1,0,"Du rufst deine Schleimpfütze als Begleiter herbei. Spaß für die ganze Familie.","Wenn man einmal in Schleim hineintritt, bekommt man ihn nur noch schwer von seinem Schuhwerk entfernt. Die Enzyklopädie Eorzea empfiehlt, Schleimrückstände mit Sonnenzitronensaft zu behandeln.","Wer den Schleim nicht ehrt,\nist des Puddings nicht wert.\n<i>Altes Sprichwort</i>",465,100,30,0,0,0,2,0,8,41,true,false,true,false,0,false,true,4551,41,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
48,"Kindragora",3,"Kindragoras",1,0,1,1,0,"Du rufst deine Kindragora als Begleiter herbei. Selbst im Weltraum hört man diese Pflanze schreien.","Die Mandragora-Ernte ist mit großer Vorsicht zu betreiben. Denn wenn ihre Wurzeln gereizt werden, stoßen die pflanzenartigen Lebewesen einen hochfrequenzigen Schrei aus, der über Malme hinweg Glasscheiben zum Bersten\nbringt.","Ich habe das Kämpfen anhand von winzigen Mandragoras gelernt,\nalso achte ich bei meinen Gegnern auf das Wippen ihrer Blättchen.\n<i>Ehrgeiziger Hermetiker</i>",466,90,20,0,30,0,2,0,8,42,true,true,false,true,0,false,true,4542,42,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
49,"Goblin-Stofftier",4,"Goblin-Stofftiere",2,0,1,2,0,"Du rufst dein Goblin-Stofftier als Begleiter herbei. Sogar der Rucksack dieser Marionette ist größer als deiner.","Der Goblinheldein Brüllvolx nachempfunden. Etwas merkwürdig ist jedoch das Symbol, das unter ihrem linken Fuß eingraviert ist - das Zeichen der gefürchteten <i>Indigohand</i>.","Essensache hat gute Schmack! Blick schweifen über\nWeiteland! Brüllvolx bekommen Freude in Herz.\n<i>Brüllvolx</i>",467,100,10,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4543,207,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
50,"Sylphen-Puppe",3,"Sylphen-Puppen",1,0,1,1,0,"Du rufst deine Sylphen-Puppe als Begleiter herbei. Wenn sie sprechen könnte, würde sie dies in der dritten Person tun.","Bei den Sylphen gebären nur besondere Exemplare Nachkommen. Sie tragen eine Blume auf ihrem Kopf, die, wenn einmal befruchtet, nach einer Reifungsperiode abfällt und einen Abkömmling, Sprößling genannt,\nhervorbringt.","Die Meinige ist sehr traurig, weil die Finstrigen die\nKürbisse der Unsrigen gestohlen haben ...\n<i>Tonaxia</i>",468,100,30,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4549,208,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
51,"Zeigerhändchen",4,"Zeigerhändchen",1,0,1,2,0,"Du rufst dein Zeigerhändchen als Begleiter herbei. Den Elfenbeinhandschuhen von Oschon nachempfunden. Folgt diese Hand dir, oder weist sie dir den Weg?","Wenn man dem wirren Geschwafel eines gewissen selbsternannten Goblin-Theologen Glauben schenkt, ist dieser unscheinbare weiße Handschuh die „Hand des Schicksals“, die unser aller Geschick von einer anderen Dimension\njenseits des Äthers aus\nsteuert.","Sprich mit der Hand.\n<i>Genervter Barde</i>",469,100,20,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4544,220,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
52,"Aufzieh-Luftschiff",4,"Aufzieh-Luftschiffe",2,0,1,2,0,"Du rufst dein Aufzieh-Luftschiff als Begleiter herbei. Ein voll funtionstüchtiges Modell eines legendären Luftschiffes","Ein Modell der <i>Invincible</i>, das ehrgeizige Großprojekt Tatanoras, Gründer der Oberwind-\nFluggesellschaft. Das angeblich revolutionäre Luftschiff erhob sich indes nie in die Lüfte - seine zehnjährige Bauphase war\ngeplagt von Unfällen und\nUnfähigkeit.","Schon mal ein Luftschiff gesehen? Wahre\nWunderwerke und höchst komplex.\n<i>Brithael</i>",470,100,30,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4545,222,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
53,"Qiqirn-Stofftier",4,"Qiqirn-Stofftiere",2,0,1,2,0,"Du rufst dein Qiqirn-Stofftier als Begleiter herbei. Genauso liebenswert wie das Original, aber ohne den bissigen Gestank.","Es gab einmal eine Zeit, da kannte jeder Bürger Limsa Lominsas den Namen Zazaroon, Schausteller der Extraklasse. Aber nach ständigen Trinkexzessen, einer gescheiterte Ehe und zwielichten Geschäften mit den Barrakudas verschwand\nder Qiqirn aus dem\nRampenlicht.","Qiqirn-Diebe, die dem Glanz des Erzes nicht widerstehen\nkonnten, haben einige Truhen der Amajina Bergbau AG\nmitgehen lassen.\n<i>Ausschnitt aus einer Meldung in „Der Rabe“</i>",471,90,30,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4546,205,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
54,"schwarz[a] Chocobo-Küken",4,"schwarz[a] Chocobo-Küken",1,0,1,2,0,"Du rufst dein schwarzes Chocobo-Küken als Begleiter herbei. Gerüchte, dass es fliegen kann, sind völlig aus der Luft gegriffen ... oder vielleicht doch nicht?","Dieses Küken war einst so gelb wie hochreifer Millionenmais, aber eines Tage tunkte ein mysteriös-\ner, mit allerlei Silberschmuck behangener Wanderer das arme Ding in schwarze Tinte. Keinem gelang es, die Tinte zu entfernen, und\nso war der erste schwarze\nChocobo geboren.","Es gibt doch nichts Schöneres, als im Sattel\neines Chocobos zu wippen.\n<i>L'dhakya</i>",505,100,30,0,30,0,2,0,8,3,true,true,false,true,0,false,true,4548,1,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
55,"mechanisch[a] Dalamud",4,"mechanisch[a] Dalamuds",1,0,1,0,0,"Du rufst deinen mechanischen Dalamud als Begleiter herbei. Auf gar keinen Fall öffnen!","Nach Dalamuds Sturz beauftragte ein wohlhabender Adliger aus Ul'dah einen berühmten Komponisten damit, ein Trauerlied für die gefallenen Helden von Carteneau zu dichten. Das Aufzieh-Modell des roten Mondes hat mit diesem\nTrauerlied indes nichts\nzu tun.","Aus Dalamud brach der Primae Bahamut hervor wie der\nschwarze Tod ... und legte alles in Schutt und Asche.\n<i>Merlwyb</i>",472,100,30,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4547,250,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
56,"Mini-Gedankenschinder",4,"Mini-Gedankenschinder",2,0,1,0,0,"Du rufst - eine unerklärliche Angst unterdrückend - deinen freundlichen kleinen Gedankenschinder-Begleiter herbei.","Wie andere Nichtsgesandte hat auch der Gedankenschinder keine physische Manifestation und ist auf Wirtskörper angewiesen, um in unserer Dimension agieren zu können. Der Gedankenschinder bevorzugt dafür die Körper\nVerstorbener.","Diese Undinger haben die lästige Angewohnheit,\nmeinen Männern ihre Gehirne rauszusaugen.\n<i>Frandelont Raimdelle</i>",578,100,30,0,0,0,2,0,8,49,true,false,false,true,0,false,true,4561,49,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
57,"schnatterfaul[a] Kolibri",4,"schnatterfaul[a] Kolibris",1,0,1,0,0,"Du rufst deinen schnatterfaulen Kolibri herbei. Für den größtmöglichen Effekt bitte beim Tragen einer Augenklappe rufen!","Nachdem er Zeuge der Gräuel wurde, die seinem einstigen Herren Kapitän Madison wiederfuhren, ist diesem Kolibri die Lust am Schnattern vergangen. Er öffnet seinen Schnabel nur noch, wenn man ihm Sardinen hinhält.","Land unter, Land unter!\nKraaar!\n<i>Schnatterfreudiger Kolibri</i>",579,55,30,0,0,0,2,2,8,50,true,true,false,true,0,false,true,4562,50,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
58,"Aufzieh-Amalj'aa",4,"Aufzieh-Amalj'aa",1,0,1,0,0,"Du rufst deinen Aufzieh-Amalj'aa als Begleiter herbei. Putzig, nicht wahr?","Narujj Boh kam das erste Mal mit Uhrwerktechnik in Berührung, als er die Marionette eines Abenteurers aufnahm, der in der Nähe seiner Schmiedewerkstatt erschlagen wurde. Sein Aufzieh-Amalj'aa ist eine originalgetreu animinierte,\ntechnische Meisterleistung.","Wir Amalj'aa sind dazu bestimmt, die weiten Ebenen der\nPaglth'an zu durchwandern und uns im ewigen Kampf gegen\nwürdige Gegner in den Augen unseres Gottes zu bewähren.\n<i>Hamujj Gah</i>",580,100,30,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4554,213,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
59,"Ixal-Puppe",3,"Ixal-Puppen",1,0,1,1,0,"Du rufst deine Ixal-Stoffpuppe herbei. Halt sie, knuddel sie, hab sie lieb.","Mithilfe einer Marionette, die Tataramu bei der Goldschmiedegilde besorgt hat, konnten die Wolkengleiter von Ehcatl ihren eigenen Uhrwerk-Automaten bauen. Leider kann auch er nicht fliegen ...","Es waren also Ixal, ja? Verdammtes Federvieh! Mal wieder\nhaben sie niemanden am Leben gelassen.\n<i>Belmont</i>",581,100,30,0,30,0,1,0,8,0,false,false,false,false,0,false,true,4574,214,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
60,"Kobold-Puppe",3,"Kobold-Puppen",1,0,1,1,0,"Du rufst deine Kobold-Stoffpuppe herbei. Pass auf, dass sie sich nicht gleich in die nächste Höhle verkriecht!","Ein weiteres Meisterstück aus der Werkstatt des Akolythen Ba Go vom 789. Orden, der als Füllmaterial für diesen niedlichen Kobold nichts anderes als Sprengstoff zur Hand hatte. Daher sollte man diese Puppe nicht zu fest an sich\ndrücken.","Nein, nein, nicht Kobold quälen! Gaaanz unschuldig Kobold ist!\n<i>Schuldiger Kobold</i>",699,100,30,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4563,215,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
61,"Jung-Sahagin",4,"Jung-Sahagin",1,0,1,0,0,"Du rufst deinen kleinen Sahagin-Begleiter herbei. Schwimmen kann er nicht so gut.","Laichvater Novv ließ dieses Spielzeug für seine Jungen anfertigen, komplett mit spitzzahnigem Dreizack. Zieht man den Sahagin-Begleiter auf, führt er Hieb- und Stoßbewegungen aus, die die Jungen auf ihr Leben als Krieger\nvorbereiten sollen.","Sssobald ein junger Sahagin dann als vollwertiger Krieger\nAnerkennung gefunden hat, erhält er von unserer einzigartigen\nKönigin, der Indigo-Mutter, das grosssartigste Geschenk: Eier!\n<i>Novv</i>",700,100,30,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4564,216,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
62,"Golem",4,"Golems",1,0,1,0,0,"Du rufst deinen Golem als Begleiter herbei. Nicht so groß wie das Original, aber so süß, dass er jeden Stein zum Erweichen bringt.","Ein überraschender Nebeneffekt der Katastrophe sind die vielen Ätherrisse, die sich überall in Eorzea auftaten, und aus denen die seltsamsten Geschöpfe entfernter Dimensionen hervortreten. Dieser bizarre Steinmann ist nur eins\ndavon.","Der große Bestand an Golems im südlichen Thanalan ist\nauf die Magier der Belah'dia zurückzuführen, die die\nrobusten Wächter zum Schutz des Tempels von Qarn einsetzten.\n<i>Historie Thanalans, Kapitel II. „Das alte Belah'dia“</i>",577,100,30,0,0,0,2,0,8,51,true,false,false,true,0,false,true,4555,51,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
63,"Aufzieh-Shantotto",3,"Aufzieh-Shantottos",1,0,1,1,0,"Du rufst deine Aufzieh-Shantotto als Begleiter herbei. Doch Obacht: Denn bist du frech und wirfst sie weg, trifft dich ein Fluch mit bösem Zweck!","Wenn es aussieht wie ein Lalafell und reimt wie ein Lalafell, dann ist es auch ein Lalafell ... Es sei denn, es ist eine Aufzieh-Shantotto! Wie in diesem Fall.","Ohohohoho. O-hohohohoho!\n<i>Shantotto</i>",527,100,20,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4556,218,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
64,"Aufzieh-Edvya",3,"Aufzieh-Edvyas",1,0,1,1,0,"Du rufst deine Aufzieh-Edvya als Begleiter herbei. Behandle sie mit Respekt, sonst bekommst du Ärger mit dem Sultan.","Vierzig Jahre nach der Gründung der Thorne-Dynastie wurde Sultan Baldric Thorne mit einer einzigen Tochter gesegnet, Edvya, die er abgöttisch liebte. Ihre Geschichte liefert heutzutage die Grundlage für das Prinzessinnenfest.","Und sieh doch nur, der Aufzieh-Edvya scheint es auch\nsehr gut an deiner Seite gefallen zu haben!\n<i>Serendipity</i>",584,100,30,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4557,219,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
65,"portabl[a] Studiosonne",3,"portabl[a] Studiosonnen",1,0,1,1,0,"Du rufst deine kompakte, aber leistungsstarke Studioleuchte mit integriertem Reflexschirm an deinen Standort, wo sie sich für perfekt ausgeleuchtete Screenshots bereithält. Höhenverstellbar durch einfaches Anstupsen!","Studiosonnen wurden ursprünglich entworfen, um Straßenarbeiter auch nach Einbruch der Dunkelheit weiter schuften zu lassen. Jetzt erfreuen sie sich auch in der Damenwelt hoher Beliebtheit, da das zusätzliche Licht unschöne\nFalten verschwinden lässt.","Sonne dich im Glanz deines Sieges ...\nsolange du noch kannst.\n<i>Blanstyr</i>",585,100,0,0,0,0,3,0,8,0,false,false,false,false,0,false,false,4565,500,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
66,"Sitzkissen",4,"Sitzkissen",1,0,1,2,0,"Du rufst dein persönliches Sitzkissen an deinen Standort, wo es flauschig weich für dich bereitliegt und zum gemütlichen Verweilen einlädt - selbst auf hartem Untergrund.","Duftende Rose hat all sein Können und die weichesten Federn in dieses Kissen gesteckt, um das Sitzen darauf zu einem unvergleichlichen Genuss zu machen. Er soll dafür sogar vier Dutzend Hinterteile vermessen und auf ihre\nDruckempfindlichkeit\nuntersucht haben.","Ich habe schon alles arrangiert. Du musst nur mit\nAntoinaut sprechen, wenn dir der Sinn nach einem\nstabilen Bett und einem weichen Kissen steht.\n<i>Miounne</i>",586,100,30,0,0,0,3,0,8,0,false,false,false,false,0,false,false,4566,501,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
67,"Begleiter[p] des Lichts",4,"Begleiter[p] des Lichts",2,0,1,0,0,"Du rufst deinen Begleiter des Lichts herbei. Eine wahrlich blendende Erscheinung.","Aus antiken Aufzeichnungen geht hervor, dass fast jedes Zeitalter seine eigenen Krieger des Lichts hatte. Mutige Helden, die vor drohenden Katastrophen\nerschienen, um die Völker zu vereinen ...\nnur um kurz darauf wieder\nin der Versenkung zu\nverschwinden.","Die „Krieger des Lichts“, die euch bei\nCarteneau gerettet haben, sind tot.\n<i>Gaius van Baelsar</i>",0,100,0,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4558,223,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
68,"Begleiter[p] des Lichts",4,"Begleiter[p] des Lichts",2,0,1,0,0,"Du rufst deinen Begleiter des Lichts herbei. Eine wahrlich blendende Erscheinung.","Aus antiken Aufzeichnungen geht hervor, dass fast jedes Zeitalter seine eigenen Krieger des Lichts hatte. Mutige Helden, die vor drohenden Kata-\nstrophen erschienen, um die Völker zu vereinen ...\nnur um kurz darauf wieder\nin der Versenkung zu\nverschwinden.","Die „Krieger des Lichts“, die euch bei\nCarteneau gerettet haben, sind tot.\n<i>Gaius van Baelsar</i>",587,100,10,0,70,0,1,0,8,0,false,false,false,false,0,false,true,0,223,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
69,"Begleiter[p] des Lichts",4,"Begleiter[p] des Lichts",2,0,1,0,0,"Du rufst deinen Begleiter des Lichts herbei. Eine wahrlich blendende Erscheinung.","Aus antiken Aufzeichnungen geht hervor, dass fast jedes Zeitalter seine eigenen Krieger des Lichts hatte. Mutige Helden, die vor drohenden Kata-\nstrophen erschienen, um die Völker zu vereinen ...\nnur um kurz darauf wieder\nin der Versenkung zu\nverschwinden.","Die „Krieger des Lichts“, die euch bei\nCarteneau gerettet haben, sind tot.\n<i>Gaius van Baelsar</i>",623,100,10,0,70,0,1,0,8,0,false,false,false,false,0,false,true,0,223,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
70,"Begleiter[p] des Lichts",4,"Begleiter[p] des Lichts",2,0,1,0,0,"Du rufst deinen Begleiter des Lichts herbei. Eine wahrlich blendende Erscheinung.","Aus antiken Aufzeichnungen geht hervor, dass fast jedes Zeitalter seine eigenen Krieger des Lichts hatte. Mutige Helden, die vor drohenden Kata-\nstrophen erschienen, um die Völker zu vereinen ...\nnur um kurz darauf wieder\nin der Versenkung zu\nverschwinden.","Wenn wir uns ihre Gesichter ins Gedächtnis rufen wollen, sehen\nwir nur dunkle Silhouetten, die von grellem Licht umgeben sind.\nDeshalb nennen wir diese Abenteurer einfach nur die Krieger des Lichts.\n<i>Miounne</i>",624,100,10,0,70,0,1,0,8,0,false,false,false,false,0,false,true,0,223,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
71,"Aufzieh-Anführer",4,"Aufzieh-Anführer",2,0,1,0,0,"Du rufst deinen Aufzieh-Anführer als Begleiter herbei. Er folgt dir überall hin, für Geld und Vaterland, für Stille, Besinnung und Frieden, oder bis die See ihn im Tod umfängt.","Ursprünglich hergestellt, um für die Staatlichen Gesellschaften von Eorzea zu werben, werden diese Uhrwerk-Puppen nun für herausragende Dienste an der Gesellschaft verliehen. Es gibt drei Modelle, jeweils eines für Limsa\nLominsa, Gridania und\nUl'dah.","Schnell, zur Weihrauchkammer! Noch ist das Feuer der\nMorgenröte nicht erloschen. Wir müssen die Anführer überzeugen!\n<i>Minfilia</i>",0,100,0,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4559,224,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
72,"Aufzieh-Merlwyb",3,"Aufzieh-Merlwybs",1,0,1,1,0,"Du rufst deine Aufzieh-Merlwyb als Begleiter herbei. ","Ursprünglich hergestellt, um für die Staatlichen Gesellschaften von Eorzea zu werben, werden diese Uhrwerk-Puppen nun für herausragende Dienste an der Gesellschaft verliehen. Es gibt drei Modelle, jeweils eines für Limsa\nLominsa, Gridania und\nUl'dah.","Schnell, zur Weihrauchkammer! Noch ist das Feuer der\nMorgenröte nicht erloschen. Wir müssen die Anführer überzeugen!\n<i>Minfilia</i>",626,100,10,0,0,0,1,0,8,0,false,false,false,false,0,false,true,0,224,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
73,"Aufzieh-Kan-E",3,"Aufzieh-Kan-Es",1,0,1,1,0,"Du rufst deine Aufzieh-Kan-E als Begleiter herbei. ","Ursprünglich hergestellt, um für die Staatlichen Gesellschaften von Eorzea zu werben, werden diese Uhrwerk-Puppen nun für herausragende Dienste an der Gesellschaft verliehen. Es gibt drei Modelle, jeweils eines für Limsa\nLominsa, Gridania und\nUl'dah.","Schnell, zur Weihrauchkammer! Noch ist das Feuer der\nMorgenröte nicht erloschen. Wir müssen die Anführer überzeugen!\n<i>Minfilia</i>",627,100,10,0,0,0,1,0,8,0,false,false,false,false,0,false,true,0,224,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
