Index,0 [0x0][0x0],1 [0x0][0x4],2 [0x6][0xc],3 [0x3][0x12],4 [0x3][0x13],5 [0x19][0x16],6 [0x3][0x14],7 [0x7][0x8],8 [0x4][0x10],9 [0x3][0x15]
278,"Enhanced Scourge","Extends Scourge duration to 30 seconds.",6052,32,32,false,0,0,0,98
279,"Enhanced Vitality III","Increases vitality by 6.",5132,32,24,false,0,0,6,98
280,"Clean Weapon","Shortens Blood Weapon recast time to 40 seconds.",6053,32,20,false,0,0,0,98
281,"Low Blows","Grants a 30% chance that your next parry will reset the Low Blow recast timer.",6054,32,36,false,0,0,30,98
282,"Hasty Reprisal","Shortens Reprisal recast time to 30 seconds.",6055,32,28,false,0,0,0,98
283,"Enhanced Unmend","Grants a 30% chance that after casting Unmend your next Unleash will require no MP.\n<color?>Duration:</color> 15s",6056,32,40,false,0,0,20,98
284,"Enhanced Dark Dance","Improves Dark Dance parry rate increase to 30%.",6057,32,44,false,0,0,0,98
285,"Soul Devourer","Increases Souleater absorb HP effect to 100% of damage inflicted.",6058,32,48,false,0,0,0,98
286,"Enhanced Dexterity","Increases dexterity by 2.",5120,31,8,false,0,0,2,96
287,"Enhanced Reassemble","Shortens Reassemble recast time to 60 seconds.",6001,31,28,false,0,0,0,96
288,"Enhanced Dexterity II","Increases dexterity by 4.",5121,31,16,false,0,0,4,96
289,"Increased Action Damage","Increases base action damage and autoturret damage by 10%.",6002,31,20,false,0,0,10,96
290,"Enhanced Dexterity III","Increases dexterity by 6.",5122,31,24,false,0,0,6,96
291,"Lodged Lead","Extends Lead Shot duration to 30 seconds.",6004,31,14,false,0,0,0,96
292,"Quicker Reload","Shortens Quick Reload recast time to 15 seconds.",6005,31,32,false,0,0,0,96
293,"Enhanced Spread Shot","Extends the range of Spread Shot to 12 yalms.",6006,31,36,false,0,0,12,96
294,"Increased Action Damage II","Increases base action damage and autoturret damage by 20%.",6003,31,40,false,0,0,20,96
295,"Enhanced Rapid Fire","Extends Rapid Fire effect to three weaponskills.",6007,31,44,false,0,0,1,96
296,"Enhanced Wildfire","Increases Wildfire damage compilation to 25%.",6008,31,48,false,0,0,0,96
297,"Enhanced Mind","Increases mind by 2.",5150,33,8,false,0,0,2,99
298,"Enhanced Mind II","Increases mind by 4.",5151,33,14,false,0,0,4,99
299,"Enhanced Lightspeed","Reduces Lightspeed magic attack decrease to 25%.",6101,33,16,false,0,0,0,99
300,"Magick and Mend","Increases base action damage and HP restoration by 10%.",6102,33,32,false,0,0,10,99
301,"Enhanced Mind III","Increases mind by 6.",5152,33,24,false,0,0,6,99
302,"Enhanced Ascension","Allows the casting of Ascend while engaged in battle.",6104,33,20,false,0,0,0,99
303,"Enhanced Benefic","Grants a 15% chance that your next Benefic II will have no cast time.\n<color?>Duration:</color> 15s",6105,33,36,false,0,0,15,99
304,"Enhanced Essential Dignity","Shortens Essential Dignity recast time to 40 seconds.",6106,33,28,false,0,0,0,99
305,"Magick and Mend II","Increases base action damage and HP restoration by 30%.",6103,33,40,false,0,0,30,99
306,"Enhanced Disable","Increases Disable damage reduction to 10%.",6107,33,44,false,0,0,0,99
307,"Enhanced Luminiferous Aether","Increases Luminiferous Aether refresh potency to 80.",6108,33,48,false,0,0,0,99
308,"Enhanced Between the Eyes","",0,0,0,true,4,260,0,96
309,"Enhanced Between the Eyes II","",0,0,0,true,4,261,0,96
310,"Enhanced Between the Eyes III","",0,0,0,true,4,262,10,96
311,"Enhanced Stun Gun","",0,0,0,true,4,263,0,96
312,"Enhanced Stun Gun II","",0,0,0,true,4,264,0,96
313,"Enhanced Stun Gun III","",0,0,0,true,4,265,1,96
314,"Enhanced Report","",0,0,0,true,4,266,0,96
315,"Enhanced Report II","",0,0,0,true,4,267,15,96
316,"Enhanced Retrogradation","",0,0,0,true,4,268,0,99
317,"Enhanced Retrogradation II","",0,0,0,true,4,269,0,99
318,"Enhanced Retrogradation III","",0,0,0,true,4,270,50,99
319,"Enhanced Tar Pit","",0,0,0,true,4,271,0,98
320,"Enhanced Tar Pit II","",0,0,0,true,4,272,0,98
321,"Enhanced Tar Pit III","",0,0,0,true,4,273,20,98
322,"Enhanced Carnal Chill","",0,0,0,true,4,274,0,98
323,"Enhanced Carnal Chill II","",0,0,0,true,4,275,0,98
324,"Enhanced Carnal Chill III","",0,0,0,true,4,276,10,98
325,"Enhanced Push Back","",0,0,0,true,4,277,0,85
326,"Enhanced Push Back II","",0,0,0,true,4,278,0,85
327,"Enhanced Push Back III","",0,0,0,true,4,279,5,85
328,"Enhanced Wither II","",0,0,0,true,4,280,0,69
329,"Enhanced Glory Slash III","",0,0,0,true,4,281,5,38
330,"","",0,0,0,false,0,0,0,0
331,"","",0,0,0,false,0,0,0,0
332,"","",0,0,0,false,0,0,0,0
333,"","",0,0,0,false,0,0,0,0
334,"","",0,0,0,false,0,0,0,0
335,"","",0,0,0,false,0,0,0,0
336,"","",0,0,0,false,0,0,0,0
337,"","",0,0,0,false,0,0,0,0
338,"","",0,0,0,false,0,0,0,0
339,"","",0,0,0,false,0,0,0,0
340,"","",0,0,0,false,0,0,0,0
341,"","",0,0,0,false,0,0,0,0
342,"","",0,0,0,false,0,0,0,0
343,"","",0,0,0,false,0,0,0,0
344,"","",0,0,0,false,0,0,0,0
345,"","",0,0,0,false,0,0,0,0
346,"","",0,0,0,false,0,0,0,0
347,"","",0,0,0,false,0,0,0,0
348,"","",0,0,0,false,0,0,0,0
349,"","",0,0,0,false,0,0,0,0
350,"","",0,0,0,false,0,0,0,0
