Index,0 [0x0][0x0],1 [0x2][0x14],2 [0x0][0x4],3 [0x2][0x15],4 [0x2][0x16],5 [0x2][0x17],6 [0x2][0x18],7 [0x2][0x19],8 [0x0][0x8],9 [0x0][0xc],10 [0x0][0x10],11 [0x6][0x58],12 [0x5][0x6c],13 [0x3][0x78],14 [0x3][0x79],15 [0x3][0x7a],16 [0x5][0x6e],17 [0x5][0x70],18 [0x9][0x28],19 [0x9][0x40],20 [0x9][0x2c],21 [0x9][0x44],22 [0x9][0x30],23 [0x9][0x48],24 [0x9][0x34],25 [0x9][0x4c],26 [0x9][0x38],27 [0x9][0x50],28 [0x9][0x3c],29 [0x9][0x54],30 [0x5][0x72],31 [0x0][0x1c],32 [0x0][0x20],33 [0x0][0x24],34 [0x3][0x7b],35 [0x3][0x7c],36 [0x19][0x83],37 [0x6][0x5c],38 [0x6][0x60],39 [0x6][0x64],40 [0x6][0x68],41 [0x2][0x82],42 [0x5][0x74],43 [0x3][0x7d],44 [0x3][0x7e],45 [0x3][0x7f],46 [0x3][0x80],47 [0x3][0x81],48 [0x5][0x76],49 [0x1a][0x83],50 [0x1b][0x83],51 [0x1c][0x83]
44,"chocobo de parade",0,"chocobos de parade",0,0,1,0,0,"Vous appelez un gros chocobo à la démarche gracieuse et paré élégamment pour parader.","Ce volatile à l'appétit insatiable aurait été livré à la guilde des aventuriers lorsque celle-ci commanda des chocobos de stature imposante à un marchand. Bien trop coûteux à entretenir, la guilde décida de les offrir à certains aventuriers pour\nsaluer leurs exploits.","Kwa, kwa?",965,2,2,45,0,374,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,193,"SE_Bt_Etc_DebuCyokoboWhistle","SE_Bt_Etc_ChocoboWhistle_only","SE_Bt_Etc_DebuCyokoboBye",20,10,false,0,1,0,0,30,4430,2,100,0,0,0,0,false,false,false
45,"chocobo noir",0,"chocobos noirs",0,0,1,0,0,"Vous appelez votre chocobo noir. Cet oiseau de la race des volants a été entraîné au vol dès son plus jeune âge.","Un chocobo noir natif d'Ishgard, de la race des “volants”. Sire Haurchefant de la maison Fortemps a élevé lui-même ce specimen, qu'il destinait à un ami cher, et lui a fait subir un entraînement de son cru. Curieusement, l'animal semble\nmusclé...","Kwékwé!",966,2,1,45,15,374,0,1.0,0.9,1.05,1.0,0.6,0.6,0.9,0.85,1.1,1.1,1.08,0.82,62,"SE_Bt_Etc_ChocoboWhistle","SE_Bt_Etc_ChocoboWhistle_only","SE_Bt_Etc_ChocoboBye",20,20,true,65552,65552,131073,65537,40,4436,1,100,0,0,0,0,false,false,false
46,"adamankhélone",0,"adamankhélones",0,1,1,1,0,"Vous appelez une adamankhélone. Malgré sa taille imposante, cette tortue originaire du Proche-Orient est très véloce.","Les adamankhélones proviennent de la lointaine île de Thavnair. Les scientifiques uldiens ont longtemps cherché à les apprivoiser afin de pouvoir profiter de leur force prodigieuse. Les marchands de la Cité du désert espèrent d'ailleurs voir bientôt leurs marchandises voyager à travers tout le\ncontinent sur ces solides carapaces.","Badam, badam...",987,2,0,45,15,0,0,0.5,0.45,0.52,0.5,0.3,0.3,0.45,0.42,0.55,0.55,0.54,0.41,121,"SE_Bt_Etc_AdamanWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_AdamanBye",5,3,true,0,1,0,0,31,4434,14,65,0,0,0,0,false,false,false
47,"Kirin",0,"Kirin",0,0,1,0,1,"Vous appelez Kirin, un destrier légendaire venu des contrées orientales.","Ce destrier légendaire, qui règne sur les autres créatures, a vécu des millénaires. Un ermite a fabriqué le “cor oriental” nécessaire pour l'appeler, mais on dit que seul un héros aussi vaillant que sage verra cette monture se\nprésenter devant lui.","......",958,2,0,45,15,0,0,1.0,0.9,1.05,1.0,0.6,0.6,0.9,0.85,1.1,1.1,1.08,0.82,121,"SE_Bt_Etc_KirinWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_KirinBye",20,10,true,0,1,0,0,32,4432,200,100,0,0,0,0,false,false,false
48,"module de déplacement sphérique",0,"modules de déplacement sphérique",0,0,1,0,0,"Vous appelez un module de déplacement sphérique. Cet appareil a été conçu dans l'ancien empire d'Allag à des fins multiples, mais surtout défensives.","Les archéologues de la Fondation de Saint-Coinach ont découvert ce module, dont le désarmement a été confié aux bons soins de Nero tol Scaeva. Les frais ont été remboursés lors de la revente de l'appareil, mais les réglages semblent avoir été faits à la va-vite. L'appareil s'agite parfois, comme\ns'il se préparait à abattre sa cible...","Mise à jour en cours...\nNe pas éteindre le module.",1029,2,0,45,15,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,121,"SE_Bt_Etc_DaragabWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_DaragabBye",0,10,true,0,1,0,0,33,4433,3,100,12,4,0,9,true,true,false
49,"Fenrir",0,"Fenrir",0,0,1,0,1,"Vous appelez Fenrir, le loup gigantesque qui erre dans les régions reculées des montagnes d'Abalathia.","Ce canidé sauvage, dont les Éorzéens croyaient l'espèce disparue depuis longtemps, régnait autrefois en Éorzéa. On l'appelle “Fenrir” de par sa ressemblance avec la créature légendaire du même nom. Le froid des montagnes d'Abalathia aurait-il ressuscité ces bêtes?","Aouuuuh!",1026,2,0,45,15,0,0,0.5,0.45,0.52,0.5,0.3,0.3,0.45,0.42,0.55,0.55,0.54,0.41,121,"SE_Bt_Etc_FenrirWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_FenrirBye",20,10,true,0,1,0,0,34,4435,14,65,0,6,0,0,false,false,false
50,"Midgardsormr",0,"Midgardsormr",0,0,1,0,1,"Vous appelez Midgardsormr.","Une progéniture engendrée par Midgardsormr, le père de tous les dragons. Un Guerrier de la Lumière ayant vaincu tous les dragons est, d'après lui, digne de le chevaucher. Il a changé de forme de façon à pouvoir être monté.","...... ",926,2,1,45,15,374,375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,319,"SE_Bt_Etc_DragoneWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_DragoneBye",20,10,true,0,1,0,0,35,4437,250,40,0,0,0,0,false,false,false
51,"",0,"",0,0,1,0,0,"","","",311,5,0,45,15,0,0,1.0,0.9,2.1,1.0,0.6,0.6,0.9,0.85,1.1,1.1,1.08,0.82,0,"","","",0,0,true,0,1,0,0,-1,0,0,100,0,0,0,0,false,false,false
52,"chocobo de trait rouge",0,"chocobos de trait rouges",0,0,1,0,0,"Vous appelez un robuste chocobo rouge, capable de supporter le poids de deux cavaliers.","Oiseau de grande taille capturé dans la forêt des chocobos de Dravania, il arbore un ton rouge rare chez les specimens sauvages. Cette couleur étant celle de l'amour et de la fraternité à Ishgard, c'est la monture idéale pour les\ninséparables.","Kwé, kwéééh!",1,2,0,45,15,0,0,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,62,"SE_Bt_Etc_ChocoboWhistle","SE_Bt_Etc_ChocoboWhistle_only","SE_Bt_Etc_ChocoboBye",20,20,true,131099,131099,131099,131099,41,4444,1,100,0,0,1,0,false,false,false
53,"",0,"",0,0,0,0,0,"","","",0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","","",0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false
54,"griffon",0,"griffons",0,0,1,0,0,"Vous appelez votre griffon, un animal ailé originaire des montagnes d'Abalathia.","Cet animal ailé originaire des montagnes d'Abalathia est extrêmement féroce. La Cité d'Ala Mhigo a cependant réussi par le passé à l'utiliser comme monture en le dressant strictement dès son plus jeune âge. Cette nation avait même constitué un escadron monté utilisant\nces animaux.","Groaaahr!",992,2,1,45,70,374,375,1.0,0.95,1.1,1.05,0.6,0.6,0.95,0.85,1.3,1.1,1.25,0.82,319,"SE_Bt_Etc_GrifinWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_GrifinBye",20,20,true,0,0,0,0,37,4439,15,60,9,3,0,0,false,false,false
55,"Manacutter",0,"Manacutter",0,0,1,0,1,"Vous appelez le Manacutter, un aéronef miniature mis au point par les Forges de Garlond.","Le Manacutter est un aéronef de petite taille conçu par Wedge et Biggs des Forges de Garlond sur une supervision de Cid nan Garlond. C'est le tout premier modèle embarquant un convertisseur fonctionnant au moyen de cristaux corrompus.","VRRRH...",929,2,1,45,15,374,375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,319,"SE_Bt_Etc_HitorinoriWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_HitorinoriBye",0,10,true,0,0,0,0,38,4440,16,60,0,0,0,0,true,false,false
56,"panthère de guerre",0,"panthères de guerre",0,0,1,1,0,"Vous appelez votre monture panthère de guerre. Ce félin énigmatique a été entraîné au combat. Il fond sur sa proie en un instant, discret comme une ombre.","Ce félin proche du coeurl a été dressé pour le combat. Il possède la capacité naturelle d'augmenter ses caractéristiques physiques grâce à la magie pour chasser. On raconte qu'il aurait ainsi inspiré les premiers chevaliers noirs pour leurs techniques d'épée.","Rawrh...",1184,2,0,45,15,0,0,1.0,0.9,1.05,1.0,0.6,0.6,0.9,0.85,1.1,1.1,1.1,0.82,121,"SE_Bt_Etc_CuahrWhistle","SE_Bt_Etc_ChocoboWhistle_only","SE_Bt_Etc_CuahrBye",20,10,true,0,1,0,0,39,4441,5,60,0,0,0,0,false,false,false
57,"",0,"",0,0,1,0,0,"","","",1,2,0,45,15,374,0,1.0,0.9,1.05,1.0,0.6,0.6,0.9,0.85,1.1,1.1,1.08,0.82,61,"SE_Bt_Etc_ChocoboWhistle","SE_Bt_Etc_ChocoboWhistle_only","SE_Bt_Etc_ChocoboBye",20,20,true,65552,65552,131073,65537,-1,0,0,100,0,0,0,0,false,false,false
58,"gobblindé",0,"gobblindés",0,0,1,0,0,"Vous appelez votre gobblindé, un engin mis au point par l'organisation scientifique gobeline de la Main indigo.","Conçu à l'origine pour remplacer les raptors de trait, cet engin a rapidement été transformé en machine de guerre par les Gobelins de la Main indigo. Ce modèle ne dispose pas de munition et ne peut, par conséquent, pas attaquer.","Kling klang!",1011,2,1,45,0,374,375,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,319,"SE_Bt_Etc_GobrinTunkWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_GobrinTunkBye",0,10,true,0,0,0,0,42,4442,1,30,0,0,0,0,false,false,false
59,"Gémellia",0,"Gémellia",0,0,1,1,1,"Vous appelez Gémellia. Cette wyverne ancienne originaire de Méracydia rêve secrètement de retrouver sa liberté... et de vous dévorer.","Vouée à la servitude éternelle grâce au dispositif qu'elle porte autour du cou, cette wyverne ancienne originaire de Méracydia restera un fidèle serviteur aussi longtemps que vous posséderez la clef d'identification de son neurolien.","Grrrh!",1249,2,1,45,15,374,375,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.85,0.8,0.8,0.8,319,"SE_Bt_Etc_TwinTaniaWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_TwinTaniaBye",20,20,true,0,0,0,0,43,4443,1,55,9,3,0,12,false,true,false
60,"",0,"",0,0,1,0,0,"","","",1011,2,0,45,15,0,0,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,319,"SE_Bt_Etc_GobrinTunkWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_GobrinTunkBye",0,10,true,0,0,0,0,-1,0,0,30,0,0,0,10,false,false,true
61,"",0,"",0,0,1,0,0,"","","",1011,2,0,45,15,0,0,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,319,"SE_Bt_Etc_GobrinTunkWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_GobrinTunkBye",0,10,true,0,0,0,0,-1,0,0,30,0,0,0,11,false,false,true
62,"balai de sorcière",0,"balais de sorcière",0,0,1,0,0,"Vous appelez votre balai de sorcière. Tenez-le bien ou il s'envolera en un “fschuiii”!","Autrefois relégué à des tâches de second ordre comme le balayage et... le balayage, ce balai a vu sa vie prendre un tournant décisif le jour où il a été enchanté par la femme à tête de citrouille. Depuis, ce ne sont plus les déchets qu'il chasse, mais les nuages!","Fschuiii!",1326,2,1,45,15,374,375,1.0,0.9,1.25,0.98,0.55,0.55,0.9,0.85,1.3,1.05,1.2,0.82,330,"SE_Bt_Etc_HoukiWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_HoukiBye",20,10,true,0,1,0,0,44,4445,18,100,0,0,0,0,true,false,false
63,"",0,"",0,0,1,0,0,"","","",1326,2,0,45,15,0,0,1.0,0.9,1.25,0.98,0.55,0.55,0.9,0.85,1.3,1.05,1.2,0.82,330,"SE_Bt_Etc_HoukiWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_HoukiBye",20,10,true,0,1,0,0,-1,0,0,100,0,0,0,13,true,false,false
64,"",0,"",0,0,1,0,0,"","","",0,0,0,45,15,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,"","","",10,10,true,0,0,0,0,-1,0,0,100,0,0,0,0,false,false,false
65,"",0,"",0,0,1,0,0,"","","",0,0,0,45,15,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,"","","",10,10,true,0,0,0,0,-1,0,0,100,0,0,0,0,false,false,false
66,"",0,"",0,0,1,0,0,"","","",0,0,0,45,15,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,"","","",10,10,true,0,0,0,0,-1,0,0,100,0,0,0,0,false,false,false
67,"",0,"",0,0,1,0,0,"","","",0,0,0,45,15,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,"","","",10,10,true,0,0,0,0,-1,0,0,100,0,0,0,0,false,false,false
68,"",0,"",0,0,1,0,0,"","","",0,0,0,45,15,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,"","","",10,10,true,0,0,0,0,-1,0,0,100,0,0,0,0,false,false,false
69,"",0,"",0,0,1,0,0,"","","",0,0,0,45,15,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,"","","",10,10,true,0,0,0,0,-1,0,0,100,0,0,0,0,false,false,false
70,"",0,"",0,0,1,0,0,"","","",0,0,0,45,15,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,"","","",10,10,true,0,0,0,0,-1,0,0,100,0,0,0,0,false,false,false
71,"",0,"",0,0,1,0,0,"","","",0,0,0,45,15,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,"","","",10,10,true,0,0,0,0,-1,0,0,100,0,0,0,0,false,false,false
72,"",0,"",0,0,1,0,0,"","","",0,0,0,45,15,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,"","","",10,10,true,0,0,0,0,-1,0,0,100,0,0,0,0,false,false,false
73,"",0,"",0,0,1,0,0,"","","",0,0,0,45,15,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,"","","",10,10,true,0,0,0,0,-1,0,0,100,0,0,0,0,false,false,false
74,"",0,"",0,0,1,0,0,"","","",0,0,0,45,15,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,"","","",10,10,true,0,0,0,0,-1,0,0,100,0,0,0,0,false,false,false
75,"",0,"",0,0,1,0,0,"","","",0,0,0,45,15,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,"","","",10,10,true,0,0,0,0,-1,0,0,100,0,0,0,0,false,false,false
76,"",0,"",0,0,1,0,0,"","","",0,0,0,45,15,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,"","","",10,10,true,0,0,0,0,-1,0,0,100,0,0,0,0,false,false,false
77,"",0,"",0,0,1,0,0,"","","",0,0,0,45,15,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,"","","",10,10,true,0,0,0,0,-1,0,0,100,0,0,0,0,false,false,false
78,"",0,"",0,0,1,0,0,"","","",0,0,0,45,15,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,"","","",10,10,true,0,0,0,0,-1,0,0,100,0,0,0,0,false,false,false
79,"",0,"",0,0,1,0,0,"","","",0,0,0,45,15,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,"","","",10,10,true,0,0,0,0,-1,0,0,100,0,0,0,0,false,false,false
80,"",0,"",0,0,1,0,0,"","","",0,0,0,45,15,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,"","","",10,10,true,0,0,0,0,-1,0,0,100,0,0,0,0,false,false,false
