Index,0 [0x0][0x0],1 [0x3][0x4],2 [0x19][0x5],3 [0x1a][0x5],4 [0x1b][0x5]
612,"cbep_u_shrug",40,false,false,false
613,"cbep_u_soothe",40,false,false,false
614,"cbep_u_stretch",40,false,false,false
615,"cbep_u_think",40,false,false,false
616,"cbep_u_upset",40,false,false,false
617,"cbep_u_welcome",40,false,false,false
618,"cbep_u_yes_st",40,false,false,false
619,"csxm_0_default",36,true,false,false
620,"csxm_0_sp1",36,true,false,false
621,"csxm_0_sp2",36,true,false,false
622,"csxm_0_sp3",36,true,false,false
623,"csxm_1_default",36,true,false,false
624,"csxm_1_sp1",36,true,false,false
625,"csxm_1_sp2",36,true,false,false
626,"csxm_1_sp3",36,true,false,false
627,"cblw_hit_fs_bt",0,true,false,false
628,"cblw_hit_fs_ex",0,true,false,false
629,"cblw_hit_fs_st",0,true,false,false
630,"cbfm_base_dancer_group",0,true,false,false
631,"cbfm_base_arcanist_reading",0,true,false,false
632,"cbfm_base_push_up_sit_stop",0,true,false,false
633,"cbfm_base_bind_stand",0,true,false,false
634,"cbfm_base_link",0,true,false,false
635,"cbfm_base_bard_bowharp1",0,true,false,false
636,"cbfm_base_bard_bowharp2",0,true,false,false
637,"cbfm_base_attention_stand",0,true,false,false
638,"cbfm_base_knee_seach",33,true,false,false
639,"cbbw_open",38,false,false,false
640,"cbbw_close",38,false,false,false
641,"cbbw_open_fst",38,false,false,false
642,"cbbw_close_fst",38,false,false,false
643,"cblm_act_fs_jrk",41,true,false,false
644,"cblm_act_fs_wbl",41,true,false,false
645,"cblw_act_fs_jrk",41,true,false,false
646,"cblw_act_fs_wbl",41,true,false,false
647,"cbbm_mgc_swl_3b",20,false,false,false
648,"cbbm_mgc_swl_3c",20,false,false,false
649,"cbbm_mgc_sum_2lp",0,true,false,false
650,"cbbm_mgc_sum_3",20,false,false,false
651,"cbbm_mgc_sch_2lp",0,true,false,false
652,"cbbm_mgc_sch_3",20,false,false,false
653,"cbbm_mt_id0",42,true,false,false
654,"cbbm_mt_02f_lp0",43,true,false,false
655,"cbbm_dedfall",20,false,false,false
656,"cbfm_base_old_person",0,true,false,false
657,"cbfm_base_bonfire_guard",0,true,false,false
658,"cbbm_abl001",20,false,false,false
659,"cbbm_abl002",20,false,false,false
660,"cbbm_abl003",20,false,false,false
661,"cbbm_abl004",20,false,false,false
662,"cbbm_abl005",20,false,false,false
663,"cbbm_abl006",20,false,false,false
664,"cbbm_abl007",20,false,false,false
665,"cbbm_abl008",20,false,false,false
666,"cbbm_abl009",20,false,false,false
667,"cbbm_abl010",20,false,false,false
668,"cbnp_u_carry_lp",0,true,false,false
669,"csbw_0_default",0,true,false,false
670,"csbw_0_sp1",0,true,false,false
671,"cbem_liedown_2lp",0,true,false,false
672,"cbem_foldarms_2lp",0,true,false,false
673,"cbfm_base_hildi_pose",44,true,false,false
674,"cbbm_idle_sp1",0,true,false,false
675,"cbbm_idle_sp2",0,true,false,false
676,"cbem_pose03_2lp",46,true,false,false
677,"cbem_pose04_2lp",46,true,false,false
678,"cbfm_base_leather2",0,true,false,false
679,"cbem_dance_male_2lp",0,true,false,false
680,"cbem_dance_female_2lp",0,true,false,false
681,"cbem_dance_elezen_2lp",0,true,false,false
682,"cbem_dance_lalafell_2lp",0,true,false,false
683,"cbem_pose01_2lp",46,true,false,false
684,"cbem_pose02_2lp",46,true,false,false
685,"cbem_s_pose01_2lp",46,true,false,false
686,"cbem_s_pose02_2lp",46,true,false,false
687,"cbem_j_pose01_2lp",46,true,false,false
688,"cbem_j_pose02_2lp",46,true,false,false
689,"cblm_id0_fsc",0,true,false,false
690,"cblm_id1_fsc",41,true,false,false
691,"cblm_id2_fsc",41,true,false,false
692,"cblm_reel_fsc_f",41,true,false,false
693,"cblm_reel_fsc_s",41,true,false,false
694,"cblm_act_fsc_jrk",41,true,false,false
695,"cblm_act_fsc_wbl",41,true,false,false
696,"cbep_u_ajust_comfort",40,false,false,false
697,"cbnm_mini_loop",0,true,false,false
698,"cbfm_base_hildi_downpose",0,true,false,false
699,"cbfm_base_stab_harpoon",0,true,false,false
700,"cbbm_idle_sp1",0,true,false,false
701,"cbnm_farm_care",44,false,false,false
702,"cbep_u_ajust_hand_over",40,false,false,false
703,"cbep_u_ajust_stroke_side",40,false,false,false
704,"cbep_u_ajust_stroke_top",40,false,false,false
705,"cbep_u_hand_over",40,false,false,false
706,"cbep_u_stroke_top",40,false,false,false
707,"cbep_u_ajust_poke",40,false,false,false
708,"cbfm_base_baby_hold",0,true,false,false
709,"cbem_pose01_1",46,false,false,false
710,"cbem_pose02_1",46,false,false,false
711,"cbem_pose03_1",46,false,false,false
712,"cbem_pose04_1",46,false,false,false
713,"cbem_s_pose01_1",46,false,false,false
714,"cbem_s_pose02_1",46,false,false,false
715,"cbem_j_pose01_1",0,false,false,false
716,"cbem_j_pose02_1",46,false,false,false
717,"cbem_dance01_2lp",0,true,false,false
718,"cbnm_item_act_2lp",0,true,false,false
719,"cbbm_blowaway_landing",38,false,false,false
720,"f_gaiuse31110_06a",21,false,false,true
721,"f_gaiuse31110_07a",21,false,false,true
722,"f_banall06030_18a",21,false,false,true
723,"f_banall06030_19a",21,false,false,true
724,"cbbm_mgc_nin_a",38,false,false,false
725,"cbep_u_ajust_hirate",40,false,false,false
726,"cbep_u_ajust_hug",40,false,false,false
727,"cbep_u_ajust_wedding_hug",40,false,false,false
728,"cbep_u_hirate",40,false,false,false
729,"cbep_u_hug",40,false,false,false
730,"cbep_u_wedding_hug",40,false,false,false
731,"cbbm_sp91",38,false,false,false
732,"cbbm_sp92",38,false,false,false
733,"cbbm_sp93",38,false,false,false
734,"cbbm_sp94",38,false,false,false
735,"cbbm_sp_pop_2",38,false,false,false
736,"cbnm_eat_housing",20,false,false,false
737,"cbbm_sp_f_2lp",38,false,false,false
738,"cbbm_mgc_nin01",20,false,false,false
739,"cbbm_mgc_nin02",20,false,false,false
740,"cbbm_mgc_nin03",20,false,false,false
741,"cbnm_drink_housing",20,false,false,false
742,"cbem_sp01_2lp",0,true,false,false
743,"f_jobnin30010_10a",21,false,false,true
744,"f_chrhdb40420_28a",21,false,false,true
745,"cbbm_warp2_1",20,false,false,false
746,"cbbm_warp2_3",38,false,false,false
747,"cbnm_gs_ufo_lp",38,true,false,false
748,"cbnm_gs_punch_lp",0,true,false,false
749,"cbnm_gs_punch_act",20,false,false,false
750,"cbnm_gs_hummer_lp",0,true,false,false
751,"cbnm_gs_basket_lp",0,true,false,false
752,"cbnm_card_game_lp",0,true,false,false
753,"f_gaiuse60315_06a",21,false,false,true
754,"f_gaiuse60315_09a",21,false,false,true
755,"f_gaiuse60315_07a",21,false,false,true
756,"f_gaiuse60315_08a",21,false,false,true
757,"f_gaiuse60320_11a",21,false,false,true
758,"f_gaiuse60320_13a",21,false,false,true
759,"f_gaiuse60320_14a",21,false,false,true
760,"f_gaiuse60320_14b",21,false,false,true
761,"f_gaiuse60320_16a",21,false,false,true
762,"f_gaiuse60350_03a",21,false,false,true
763,"f_gaiuse60350_05a",21,false,false,true
764,"f_gaiuse60350_06a",21,false,false,true
765,"f_gaiuse60350_26a",21,false,false,true
766,"f_gaiuse60330_06a",21,false,false,true
767,"f_gaiuse60330_07a",21,false,false,true
768,"f_gaiuse60330_09a",21,false,false,true
769,"f_gaiuse60320_15a",21,false,false,true
770,"f_gaiuse60320_17a",21,false,false,true
771,"cbnm_cr_dmg",20,false,false,false
772,"cbnm_cr_ability",20,false,false,false
773,"cbnm_cr_speed_up",20,false,false,false
774,"cbbm_walk_attack",47,false,false,false
775,"f_gaiuse60420_23a",21,false,false,true
776,"f_gaiuse60420_24a",21,false,false,true
777,"f_chrhdb50420_15a",21,false,false,true
778,"f_chrhdb50430_07a",21,false,false,true
779,"cbbm_bnpc_gesture01",20,false,false,false
780,"cbbm_bnpc_gesture02",20,false,false,false
781,"cbbm_bnpc_gesture03",20,false,false,false
782,"cbbm_bnpc_gesture04",20,false,false,false
783,"cbbm_bnpc_gesture05",20,false,false,false
784,"cbbw_activ",49,false,false,false
785,"cbnp_u_carry_big_lp",0,true,false,false
786,"cbbw_glb_card_fst_lp",0,true,false,false
787,"cbbw_bow_3",38,false,false,false
788,"cbnm_fmt_id0",50,true,false,false
789,"cbnm_fmt_01f_lp0",51,true,false,false
790,"cbnm_fmt_01r_lp0",51,true,false,false
791,"cbnm_fmt_01l_lp0",51,true,false,false
792,"cbnm_fmt_01b_lp0",51,true,false,false
793,"cbnm_fmt_02f_lp0",51,true,false,false
794,"cbnm_fmt_02r_lp0",51,true,false,false
795,"cbnm_fmt_02l_lp0",51,true,false,false
796,"cbnm_fmt_glide_lp",51,true,false,false
797,"cbnm_fmt_up",0,true,false,false
798,"cbnm_fmt_down",0,true,false,false
799,"cbnm_fmt_landing",16,false,false,false
800,"cbbw_lbk_gun_2lp",0,true,false,false
801,"cbbm_abl011",20,false,false,false
802,"cbbm_abl012",20,false,false,false
803,"cbbm_abl013",20,false,false,false
804,"cbbp_u_abl014",20,false,false,false
805,"cbbp_u_abl015",20,false,false,false
806,"cbbp_u_abl016",20,false,false,false
807,"cbbp_u_abl017",20,false,false,false
808,"cbbp_u_abl018",20,false,false,false
809,"cbbp_u_abl019",20,false,false,false
810,"cbbp_u_abl020",20,false,false,false
811,"cbbm_abl021",20,false,false,false
812,"cbbm_abl022",20,false,false,false
813,"cbbm_abl023",20,false,false,false
814,"cbbm_abl024",20,false,false,false
815,"cbbp_u_abl025",20,false,false,false
816,"cbbm_abl026",20,false,false,false
817,"cbbm_abl027",20,false,false,false
818,"cbbp_u_abl028",20,false,false,false
819,"cbbm_abl029",20,false,false,false
820,"cbbp_u_abl030",20,false,false,false
821,"cbbm_abl031",20,false,false,false
822,"cbbm_abl032",20,false,false,false
823,"cbbm_abl033",20,false,false,false
824,"cbbm_abl034",20,false,false,false
825,"cbbm_abl035",20,false,false,false
826,"cbbm_abl036",20,false,false,false
827,"cbbm_abl037",20,false,false,false
828,"cbbm_abl038",20,false,false,false
829,"cbbm_abl039",20,false,false,false
830,"cbbm_abl040",20,false,false,false
831,"cbbm_abl041",20,false,false,false
832,"cbbm_abl042",20,false,false,false
833,"cbbm_abl043",20,false,false,false
834,"cbbm_abl044",20,false,false,false
835,"cbbm_abl045",20,false,false,false
836,"cbbm_abl046",20,false,false,false
837,"cbbm_abl047",20,false,false,false
838,"cbbm_abl048",20,false,false,false
839,"cbbm_abl049",20,false,false,false
840,"cbbm_abl050",20,false,false,false
841,"cbbm_abl051",20,false,false,false
842,"cbbm_abl052",20,false,false,false
843,"cbbm_abl053",20,false,false,false
844,"cbbm_abl054",20,false,false,false
845,"cbbm_abl055",20,false,false,false
846,"cbbm_abl056",20,false,false,false
847,"cbbm_abl057",20,false,false,false
848,"cbbm_abl058",20,false,false,false
849,"cbbm_abl059",20,false,false,false
850,"cbbm_abl060",20,false,false,false
851,"cbbm_abl061",20,false,false,false
852,"cbbm_abl062",20,false,false,false
853,"cbbm_abl063",20,false,false,false
854,"cbbm_abl064",20,false,false,false
855,"cbbm_abl065",20,false,false,false
856,"cbbm_abl066",20,false,false,false
857,"cbbm_abl067",20,false,false,false
858,"cbbm_abl068",20,false,false,false
859,"cbbm_abl069",20,false,false,false
860,"cbbm_abl070",20,false,false,false
861,"cbbm_abl071",20,false,false,false
862,"cbbm_abl072",20,false,false,false
863,"cbbm_abl073",20,false,false,false
864,"cbbm_abl074",20,false,false,false
865,"cbbm_abl075",20,false,false,false
866,"cbbm_abl076",20,false,false,false
867,"cbbm_abl077",20,false,false,false
868,"cbbm_abl078",20,false,false,false
869,"cbbm_abl079",20,false,false,false
870,"cbbm_abl080",20,false,false,false
871,"cbbm_abl081",20,false,false,false
872,"cbbm_abl082",20,false,false,false
873,"cbbm_abl083",20,false,false,false
874,"cbbm_abl084",20,false,false,false
875,"cbbm_abl085",20,false,false,false
876,"cbbm_abl086",20,false,false,false
877,"cbbm_abl087",20,false,false,false
878,"cbbm_lbk_ran_2lp",0,true,false,false
879,"cbbm_lbk_drg_2lp",0,true,false,false
880,"cbbm_lbk_nin_2lp",0,true,false,false
881,"cbbm_lbk_brd_2lp",0,true,false,false
882,"cbbm_lbk_sum_2lp",0,true,false,false
883,"cbbm_lbk_sch_2lp",0,true,false,false
884,"cbbm_lbk_gun_2lp",0,true,false,false
885,"cbbm_lbk_ast_2lp",0,true,false,false
886,"f_heavna40510_20a",21,false,false,true
887,"cfxf_ex_sisen_up",21,false,true,true
888,"cfxf_ex_sisen_down",21,false,false,true
889,"cfxf_ex_sisen_left",21,false,true,true
890,"cfxf_ex_sisen_right",21,false,true,true
891,"cbbm_abl088",20,false,false,false
892,"cbbm_abl089",20,false,false,false
893,"cbbm_abl090",20,false,false,false
894,"cbbm_abl091",20,false,false,false
895,"cbbm_abl092",20,false,false,false
896,"cbbm_abl093",20,false,false,false
897,"cbbm_abl094",20,false,false,false
898,"cbbp_u_abl095",20,false,false,false
899,"cbbm_abl096",20,false,false,false
900,"cbbm_abl097",20,false,false,false
901,"cbbm_abl098",20,false,false,false
902,"cbbm_abl099",20,false,false,false
903,"cbbm_abl100",20,false,false,false
904,"cbbm_abl101",20,false,false,false
905,"cbbp_u_abl102",20,false,false,false
906,"cbbp_u_abl103",20,false,false,false
907,"cbbm_abl104",20,false,false,false
908,"cbbm_abl105",20,false,false,false
909,"cbbm_abl106",20,false,false,false
910,"cbbm_pc_npcspc_2lp",0,true,false,false
911,"cbbm_pc_float_loop",0,true,false,false
912,"cbbm_pc_knockout_loop",0,true,false,false
913,"cbbm_pc_restraint",0,true,false,false
914,"cbbm_pc_restraint2",0,true,false,false
915,"cbbm_pc_slide_loop",0,true,false,false
916,"f_heavna40510_24a",21,false,false,true
917,"cbep_u_ajust_fistbump",40,false,false,false
918,"cbep_u_fistbump",40,false,false,false
919,"cbbm_bnpc_grd",5,false,false,false
920,"cbbm_mgc_lgi_2lp",0,true,false,false
921,"cbbp_u_mgc_ran_2lp",0,true,false,false
922,"cbbp_u_mgc_mch_2lp",0,true,false,false
923,"cblm_act_pm_sl",30,false,false,false
924,"cblm_act_ps_sl",30,false,false,false
925,"cbbw_glb_grd",38,false,false,false
926,"cbfm_base_stand_memo_lookup",0,true,false,false
927,"cbfm_base_ninja_pose1",0,true,false,false
928,"cbfm_base_ninja_pose2",0,true,false,false
929,"cbfm_base_rogue",0,true,false,false
930,"cbfm_base_ninja_pose3",0,true,false,false
931,"cbfm_base_chair_sit_tired",0,true,false,false
932,"cbfm_base_cardgame",0,true,false,false
933,"cbfm_base_waiter",0,true,false,false
934,"cbfm_base_appreciation",0,true,false,false
935,"cbfm_base_scratch_card",0,true,false,false
936,"cbfm_base_bind_captured",0,true,false,false
937,"cbfm_base_ufo_catcher",0,true,false,false
938,"cbfm_base_joy_play",0,true,false,false
939,"cbfm_base_stroke_sit",0,true,false,false
940,"cbfm_base_hug_pose1",0,true,false,false
941,"cbfm_base_hug_pose2",0,true,false,false
942,"cbfm_base_lie_dying",0,true,false,false
943,"cbfm_base_think",0,true,false,false
944,"cbfm_base_ground_sit_girl",0,true,false,false
945,"cbfm_base_aristocrat",0,true,false,false
946,"cbfm_base_stand_freeze",0,true,false,false
947,"cbfm_base_ground_freeze",0,true,false,false
948,"cbfm_base_knee_listen",0,true,false,false
949,"cbfm_base_rescue1",0,true,false,false
950,"cbfm_base_rescue2",0,true,false,false
951,"cbfm_base_ground_cry",0,true,false,false
952,"cbfm_base_chair_sit_memo",0,true,false,false
953,"cbfm_base_stand_damage",0,true,false,false
954,"cbfm_base_box_sit_girl",0,true,false,false
955,"cbfm_base_ground_damage",0,true,false,false
956,"cbfm_base_guard_shield",0,true,false,false
957,"cbfm_base_lie_suffering",0,true,false,false
958,"cbfm_base_hang_down",0,true,false,false
959,"cbfm_base_old_person_stick",0,true,false,false
960,"cbfm_base_look_up_scope",0,true,false,false
961,"cbfm_base_look_up_glasses",0,true,false,false
962,"cbfm_base_look_front_scope",0,true,false,false
963,"cbfm_base_look_front_glasses",0,true,false,false
964,"cbfm_base_frightened3",0,true,false,false
965,"cbfm_base_machinist",0,true,false,false
966,"cbfm_base_look_front",0,true,false,false
967,"cbfm_base_astrologian",0,true,false,false
968,"cbfm_base_caution",0,true,false,false
969,"cbfm_base_landing",0,true,false,false
970,"cbfm_base_knock_wall",0,true,false,false
971,"cbfm_base_lcut_harp",0,true,false,false
972,"cbbw_cocking",38,false,false,false
973,"f_heavna20320_05a",21,false,false,true
974,"cbbm_ast_barrier_loop",0,true,false,false
975,"f_heavna70838_06a",21,false,false,true
976,"f_heavna70838_05a",21,false,false,true
977,"cbbw_attach",38,false,false,false
978,"f_heavna33010_02a",21,false,false,true
979,"f_heavna33010_06a",21,false,false,true
980,"f_heavna70120_22a",21,false,false,true
981,"cbbw_attach_hide_lp",0,true,false,false
982,"f_heavna40110_07a",21,false,false,true
983,"f_jobnin60020_03a",21,false,false,true
984,"",0,false,false,false
985,"",0,false,false,false
986,"",0,false,false,false
987,"",0,false,false,false
988,"",0,false,false,false
989,"",0,false,false,false
990,"",0,false,false,false
991,"",0,false,false,false
992,"",0,false,false,false
993,"",0,false,false,false
994,"",0,false,false,false
995,"",0,false,false,false
996,"",0,false,false,false
997,"",0,false,false,false
998,"",0,false,false,false
999,"",0,false,false,false
1000,"",0,false,false,false
