Index,0 [0x0][0x0],1 [0x0][0x4],2 [0x6][0x24],3 [0x6][0x28],4 [0x6][0x2c],5 [0x5][0x54],6 [0x3][0x58],7 [0x3][0x59],8 [0x6][0x30],9 [0x6][0x34],10 [0x6][0x38],11 [0x19][0x5e],12 [0x3][0x5a],13 [0x6][0x3c],14 [0x6][0x40],15 [0x6][0x44],16 [0x6][0x48],17 [0x6][0x4c],18 [0x1a][0x5e],19 [0x3][0x5b],20 [0x9][0x8],21 [0x7][0xc],22 [0x7][0x10],23 [0x6][0x14],24 [0x6][0x18],25 [0x3][0x5c],26 [0x3][0x5d],27 [0x7][0x1c],28 [0x6][0x50],29 [0x1b][0x5e],30 [0x7][0x20],31 [0x5][0x56]
257,"大口依頼：対ドラゴン用の板金鎧","ドラゴン族との戦いが激化するクルザスでは、防具需要が高まる一方との情報だ。そこで板金鎧を売り込みたい。ドラゴン族のブレスにも耐えられる、頑丈な「ヘヴィミスリルアーマー」を大量に納入してほしい。",114,7,1,45,0,1,0,27,27,false,11,78,0,27,80011,917909,true,0,1.0,39087,992,255,0,26,5,4143334,110034,true,0,14
258,"製作依頼：保護板付きのカリガ","護衛役の傭兵が結晶化地帯のクリスタルで脚を切り、大怪我を負う事故がありました。こうした事故を防ぐため、金属製の保護板が付いたカリガを支給したいと考えています。丈夫なカリガを製作してください。",124,7,3,45,0,1,0,416,416,false,11,78,0,67,80013,917910,true,0,1.0,71040,670,61,0,18,5,4258823,110064,true,0,14
259,"製作依頼：調査隊員用の安全靴","古代アラグ文明の遺跡を発掘する際には、崩れた石材など重量のある物を動かさなくてはならないこともしばしば。重量物を足下に落として怪我をしないよう、頑丈な「コバルトクラッドブーツ」を製作してください。",124,7,3,45,0,1,0,416,416,false,11,78,0,67,80013,917911,true,0,1.0,67146,611,61,0,18,5,4258823,110064,true,0,14
260,"大口依頼：遺物修繕用のコバルト塊","我々、聖コイナク財団が発掘した古代アラグ文明の遺物の中には、長い時の流れで劣化し、今にも壊れそうな物が少なくありません。そうした遺物を保全するために用いる「コバルトインゴット」を製作してください。",124,7,3,45,0,1,0,416,416,false,11,78,0,67,80013,917912,true,0,1.0,33465,490,256,0,26,5,4258823,110064,true,0,14
261,"製作依頼：保存食用の食塩","外洋船を用いた海洋交易では、船乗りたちのために長期保存可能な食材を用意する必要がある。塩漬け肉を作るために必要な「食塩」を納入してほしい。堅実な仕事を好む調理師には、うってつけの依頼だろう。",114,12,1,1,0,1,0,27,27,false,16,83,0,27,80011,917781,true,0,1.0,480,94,142,0,18,5,4143334,110034,true,0,14
262,"製作依頼：荷運び人の昼食","我が「ブルゲール商会」で働く荷運び人たちに提供するため、安くとも美味くて栄養のある料理を作ってもらいたい。プリンセストラウトの塩焼きなどが丁度いいだろう。ぜひ「グリルドトラウト」を納入してほしい。",114,12,1,1,0,1,0,27,27,false,16,83,0,27,80011,917782,true,0,1.0,1770,93,142,0,18,5,4143334,110034,true,0,14
263,"調達依頼：見本となるゆで卵","家畜の飼育も手がけているレッドルースター農場にとって、卵は重要な商品だが、今後は加工品も販売したいと考えている。そこで、参考にするため調理師の作った「ボイルドエッグ」を食してみたいのだ。",115,12,1,1,0,1,0,200,200,false,16,83,0,31,80011,917783,true,0,1.0,1092,93,142,0,19,5,3998970,110030,true,0,14
264,"製作依頼：クッキー用の甘味料","うちの農場で採れた麦を使って、クッキーを焼く予定なのだが、甘く味付けするための「メープルシロップ」が足りない。ほんのりと上品な甘さの「メープルシロップ」を製作してもらいたい。",115,12,1,1,0,1,0,200,200,false,16,83,0,31,80011,917784,true,0,1.0,480,93,143,0,18,5,3998970,110030,true,0,14
265,"製作依頼：恨みを晴らすステーキ","畑の作物を食い荒す小動物は、農夫にとっては天敵以外の何物でもない。そんな連中をジューシーに焼き上げた「マーモットステーキ」を調理してもらいたい。日頃の恨みを、美味しく晴らさせてもらうつもりだ。",115,12,1,1,0,1,0,200,200,false,16,83,0,31,80011,917785,true,0,1.0,1770,94,143,0,18,5,3998970,110030,true,0,14
266,"調達依頼：保存食用のレーズン","ローランドグレープの実を干して作る「レーズン」は、日持ちがするため交易船に積む食料にぴったりだ。荒くれぞろいの船乗りの士気を高く保つためにも、美味しい「レーズン」を納入してほしい。",114,12,1,1,0,1,0,27,27,false,16,83,0,27,80011,917786,true,0,1.0,1092,93,143,0,19,5,4143334,110034,true,0,14
267,"製作依頼：人気商品のクリーム","我ら「ブルゲール商会」にとって、食材も重要な商品のひとつだ。特に売れ筋の乳製品「クリーム」は、日持ちしないこともあり、定期的に買い付けるようにしている。なめらかな「クリーム」を納入してほしい。",114,12,1,5,0,1,0,27,27,false,16,83,0,27,80011,917787,true,0,1.0,2106,116,144,0,18,5,4143334,110034,true,0,14
268,"製作依頼：孤児たちの夢","我ら「ブルゲール商会」は、霊災孤児の支援も行っている。子供たちに食べたい料理を聞いたところ、守護天節でもないのに「ジャック・オ・ランタン」という声が大きかった。ぜひ子供たちのために調理してほしい。",114,12,1,5,0,1,0,27,27,false,16,83,0,27,80011,917788,true,0,1.0,4044,187,144,0,18,5,4143334,110034,true,0,14
269,"調達依頼：美味いキノコのソテー","レッドルースター農場でも、菌類の栽培を始めた方が良いと思うのだが、農場長はなかなか首を縦に振らない。そこで美味い「キノコのソテー」を食わせながら、再度説得するつもりだ。その腕前を貸してくれ。",115,12,1,5,0,1,0,200,200,false,16,83,0,31,80011,917789,true,0,1.0,3430,116,144,0,19,5,3998970,110030,true,0,14
270,"製作依頼：不足分のオレンジジュース","ラノシアオレンジで作る「オレンジジュース」は、うちの農場の主力商品でもある。ところが、注文数が多すぎて供給が追いつかない状況だ。注文に穴を開けないためにも、「オレンジジュース」を製作してほしい。",115,12,1,5,0,1,0,200,200,false,16,83,0,31,80011,917790,true,0,1.0,2106,117,145,0,18,5,3998970,110030,true,0,14
271,"製作依頼：祝いのチョコレート原料","うちの農場で働く、ある夫婦の一人息子が誕生日を迎えるそうだ。そこで、祝いの席で供するためにチョコレートを作ろうと思う。原料となる「ククルバター」をこしらえてほしいのだ。",115,12,1,5,0,1,0,200,200,false,16,83,0,31,80011,917791,true,0,1.0,4044,144,145,0,18,5,3998970,110030,true,0,14
272,"調達依頼：市場調査用の魚料理","次回、グリダニアで交易した際に、当地で何を仕入れてくるべきか迷っている。黒衣森特産の淡水魚「ピピラ」が、リムサ・ロミンサの民に受けるかどうか調べるため、市場調査用の「ベイクドピピラ」を納入してほしい。",114,12,1,5,0,1,0,27,27,false,16,83,0,27,80011,917792,true,0,1.0,3430,140,145,0,19,5,4143334,110034,true,0,14
273,"製作依頼：調理師ギルド向けのククルマス","「調理師ギルド」から、チョコレートの原料を仕入れてほしいとの依頼を受けた。ただし、ククルビーンそのものではなく、一手間加えて加工したものを希望している。ぜひ「ククルマス」を納入してほしい。",114,12,1,10,0,1,0,27,27,false,16,83,0,27,80011,917601,true,0,1.0,4460,144,146,0,18,5,4143334,110034,true,0,14
274,"製作依頼：酒宴用の焼き魚","我ら「ブルゲール商会」が保有する商船が、長い交易の旅を終えてリムサ・ロミンサに帰港した。船乗りたちの労をねぎらうため、ささやかながら酒宴を催す予定だ。そこで供する「グリルドカープ」を納入してほしい。",114,12,1,10,0,1,0,27,27,false,16,83,0,27,80011,917602,true,0,1.0,7744,117,146,0,18,5,4143334,110034,true,0,14
275,"調達依頼：未来の人気商品","畑に穴を開けちまうモールは、入植地の嫌われ者だ。害獣として狩られているそうなんだが、その肉を買い取ったら商売にならないかと思ってね。どんな味か試しに食ってみたいから「モールローフ」を作ってくれ。",116,12,1,10,0,1,0,218,218,false,16,83,0,33,80011,917603,true,0,1.0,7698,144,146,0,19,5,4169749,110032,true,0,14
276,"製作依頼：交渉で供する料理","スウィフトパーチ入植地では、その昔ドードーを飼育してたらしい。まだ復興してねぇが、今から支援してやれば言い値で肉を仕入れられるんじゃないかと思ってね。ドードー料理を食いながら交渉してみようと思うんだ。",116,12,1,10,0,1,0,218,218,false,16,83,0,33,80011,917607,true,0,1.0,4460,141,147,0,18,5,4169749,110032,true,0,14
277,"製作依頼：交易船向け塩漬け魚","エールポートには、長期航海に備えて飲料水代わりのエールを、しこたま買い込むために多くの交易船が訪れるんだ。そいつら相手に、保存食を売りつけられんかと思ってね。「ソルトコッド」を作ってくれ。",116,12,1,10,0,1,0,218,218,false,16,83,0,33,80011,917608,true,0,1.0,7744,141,147,0,18,5,4169749,110032,true,0,14
278,"調達依頼：船乗り向けの根菜料理","外洋交易でもっとも恐ろしいのは、船乗りの反乱だ。船乗りの不満を最小限に抑えるためにも、特に食事には気を配る必要がある。保存しやすい根菜を主材にした美味しい料理があったら、ぜひ教えてほしい。",114,12,1,10,0,1,0,27,27,false,16,83,0,27,80011,917609,true,0,1.0,7698,145,147,0,19,5,4143334,110034,true,0,14
279,"製作依頼：接待用のオムレツ","我が商会の重要な取引先でもある、とあるウルダハ商人がリムサ・ロミンサを訪れている。そこで、ラノシア特産のドードーの卵料理で、接待しようと思うのだ。ふんわり仕上げた「ドードーオムレツ」を納入してほしい。",114,12,1,15,0,1,0,27,27,false,16,83,0,27,80011,917604,true,0,1.0,8114,189,148,0,18,5,4143334,110034,true,0,14
280,"製作依頼：船長を称える料理","我ら「ブルゲール商会」が保有する商船が、長い交易の旅を終えてリムサ・ロミンサに帰港した。大きな利益をもたらした船長を称えるため、晩餐会を催したい。絶品の「ローオイスター」を納入してほしい。",114,12,1,15,0,1,0,27,27,false,16,83,0,27,80011,917605,true,0,1.0,9044,144,148,0,18,5,4143334,110034,true,0,14
281,"調達依頼：商船に積む食料","あたしの商船「アイスプリンセス号」は出港に向けて、航海に必要な品を片っ端から集めているところでね。もちろん船に積み込む食料も必要さ。そんなわけで「ウォルナットブレッド」を用意しとくれ。",117,12,1,15,0,1,0,223,223,false,16,83,0,33,80011,917606,true,0,1.0,13146,141,148,0,19,5,3999018,110033,true,0,14
282,"製作依頼：輸出用の精油","あたしの商船「アイスプリンセス号」は出港に向けて、交易のための商品を集めている。ラノシアのラベンダーは、そこそこ知られる存在でね。商品価値の高い、香り高い「ラベンダーオイル」を用意しとくれ。",117,12,1,15,0,1,0,223,223,false,16,83,0,33,80011,917610,true,0,1.0,8114,196,149,0,18,5,3999018,110033,true,0,14
283,"製作依頼：ハ・ランボロ船長の好物","あたしの商船「アイスプリンセス号」は目下出港準備中だ。航海中は、まともな料理なんて望めないからね。せめて出港前に、美味いもんを腹一杯食べておきたいのさ。あたしの好物、「鶏肉キノコ炒め」を用意しとくれ。",117,12,1,15,0,1,0,223,223,false,16,83,0,33,80011,917611,true,0,1.0,12218,192,149,0,18,5,3999018,110033,true,0,14
284,"調達依頼：職人への差し入れ","取引先との関係を、良好に維持しておくことも良き商人の務めだ。そこで、重要な取引先であるナルディク＆ヴィメリー社の職人たちに、差し入れを用意したいと思う。サクサクの「アップルタルト」を納入してほしい。",114,12,1,15,0,1,0,27,27,false,16,83,0,27,80011,917612,true,0,1.0,13146,141,149,0,19,5,4143334,110034,true,0,14
285,"製作依頼：ワインを薄めるジュース","商品として仕入れたワインを試飲したところ、どうにも強すぎるような気がしている。そこで、少し割ろうと思うのだが、水で薄めるわけにはいかないだろう。「グレープジュース」を納入してくれ。",114,12,1,20,0,1,0,27,27,false,16,83,0,27,80011,917571,true,0,1.0,12746,240,150,0,18,5,4143334,110034,true,0,14
286,"大口依頼：荷運び人の朝食","交易船の出港準備には、商品を積み込むため荷運び人たちの働きが重要となる。彼らに気持ちよく働いてもらうためにも、しっかりとした朝食を提供したい。大量の「ウォルナットブレッド」を納入してほしい。",114,12,1,20,0,1,0,27,27,false,16,83,0,27,80011,917572,true,0,1.0,5259,236,150,0,26,5,4143334,110034,true,0,14
287,"調達依頼：義勇兵に供する料理","私ども鬼哭隊伍番槍では、義勇兵に志願してくれた若者を称えるため、祝宴を催そうと考えております。志願者が喜ぶような「サーモンムニエル」を作っていただける匠の先生の訪問を、心よりお待ちしております。",13,12,1,20,0,1,0,129,129,false,16,83,0,56,80012,917573,true,0,1.0,20578,193,150,0,19,5,2257677,110006,true,0,14
288,"製作依頼：隊士の糧秣","ハムレットを護るためには、見張りは欠かせません。その集中力が途切れることがないよう、ほんのりと甘い「ハニーマフィン」を隊士に配りたいと考えております。調理してくださる匠の先生を、お待ちしております。",13,12,2,20,0,1,0,129,129,false,16,83,0,56,80012,917574,true,0,1.0,12746,231,151,0,18,5,2257677,110006,true,0,14
289,"大口依頼：子供たちに贈る菓子","私ども鬼哭隊伍番槍は、先日、ハムレットの子供たちから感謝を記した手紙を頂きました。この微笑ましくも誇らしい手紙に応えるため、子供たちが大好きな「アップルタルト」を用意したいのです。ぜひご協力ください。",13,12,2,20,0,1,0,129,129,false,16,83,0,56,80012,917575,true,0,1.0,5259,236,151,0,26,5,2257677,110006,true,0,14
290,"製作依頼：アンテロープ肉のパイ","私ども鬼哭隊伍番槍では、若者が多い義勇兵たちに体力が付く料理を振る舞いたいと思っております。地元の味でもあるアンテロープ肉の「シェパードパイ」を調理してくださる匠の先生を、お待ちしております。",13,12,2,20,0,1,0,129,129,false,16,83,0,56,80011,917576,true,0,1.0,13718,240,151,0,18,5,2257677,110006,true,0,14
291,"製作依頼：交易船向けクッキー","外洋船を用いた海洋交易では、船乗りたちのために長期保存可能な食材を用意する必要がある。そこで、腐りにくい「ジンジャークッキー」を納入してほしい。堅実な仕事を好む調理師には、うってつけの依頼だろう。",114,12,1,25,0,1,0,27,27,false,16,83,0,27,80011,917793,true,0,1.0,19770,236,152,0,18,5,4143334,110034,true,0,14
292,"調達依頼：シチューの材料","私ども鬼哭隊伍番槍では、義勇兵との共同軍事演習を行いたいと考えております。ですが、演習とはいえ腹が減っては戦はできません。演習参加者にふるまうシチューの材料を、用意していただきたいのです。",13,12,1,25,0,1,0,129,129,false,16,83,0,56,80011,917794,true,0,1.0,33100,236,152,0,19,5,2257677,110019,true,0,14
293,"大口依頼：販促用のハーブ茶","グリダニアとの交易で、大量のカモミールを仕入れることができた。これを茶として販売しようと思うのだが、いまいち売れ行きが悪い。販促用に用いるための「カモミールティー」を納入してほしい。",114,12,1,25,0,1,0,27,27,false,16,83,0,27,80011,917795,true,0,1.0,8505,193,152,0,26,5,4143334,110034,true,0,14
294,"製作依頼：斥候向けのスープ","私ども鬼哭隊伍番槍は、イクサル族の動向を監視するため、常に斥候を放っております。彼らは、森の中で長い時を過ごすことになるので、食料を持たせねばなりません。温かい「ピースープ」を作ってください。",13,12,2,25,0,1,0,129,129,false,16,83,0,56,80012,917796,true,0,1.0,19770,240,153,0,18,5,2257677,110019,true,0,14
295,"製作依頼：婦人たちに贈るクランペット","私ども鬼哭隊伍番槍では、日頃からご協力いただいている地元のご婦人方に、お礼としてパンケーキを振る舞いたいと考えております。ウルダハ風の「クランペット」を調理してくださる匠の先生を、お待ちしております。",13,12,2,25,0,1,0,129,129,false,16,83,0,56,80012,917797,true,0,1.0,22066,141,153,0,18,5,2257677,110019,true,0,14
296,"大口依頼：祝宴で供するパイ","ハムレットで行われるささやかな祝宴は、住民と私ども鬼哭隊の大切な交流の場となっております。次回の祝宴で供するために、ブラックイールを包み込んだ「イールパイ」を用意していただきたいのです。",13,12,2,25,0,1,0,129,129,false,16,83,0,56,80012,917798,true,0,1.0,11115,258,153,0,26,5,2257677,110019,true,0,14
297,"調達依頼：最高級の醸造酢","我が主、ゲゲルジュ様は、美食家としても知られるお方。それゆえ、日頃お食べいただく料理にも最高級の調味料を使用しています。高級醸造酢「バルサミコビネガー」を製作してください。",113,12,1,30,0,1,0,206,206,false,16,83,0,32,80011,917799,true,0,1.0,45424,289,154,0,19,5,3999030,110031,true,0,14
298,"製作依頼：販促用のタルト","「ブラッドカーラント」の売れ行きを、さらに高めるため販売促進会を試みる予定だ。取引先を招いて「ブラッドカーラント」を使った菓子を振る舞いたい。ぜひ、「ブラッドカーラントタルト」を納入してほしい。",114,12,1,30,0,1,0,27,27,false,16,83,0,27,80011,917800,true,0,1.0,31882,245,154,0,18,5,4143334,110034,true,0,14
299,"大口依頼：代替品のコーン粉","ウルダハから輸入した「コーングリッツ」が、海水をかぶって台無しになってしまった。売却契約が既に済んでいたため、何としても代替品を用意する必要がある。大量の「コーングリッツ」を納入してほしい。",114,12,1,30,0,1,0,27,27,false,16,83,0,27,80011,917801,true,0,1.0,13887,159,289,0,26,5,4143334,110034,true,0,14
300,"製作依頼：溺れた海豚亭名物","我が主、ゲゲルジュ様は、溺れた海豚亭名物の「コーンブレッド」を食したいと考えておいでです。とはいえ、あのような大衆酒場にお連れするわけにはまいりません。主のために「コーンブレッド」を調理してください。",113,12,1,30,0,1,0,206,206,false,16,83,0,32,80011,917802,true,0,1.0,30282,282,155,0,18,5,3999030,110031,true,0,14
301,"製作依頼：子猫ちゃんの好物","我が主、ゲゲルジュ様は「お気に入りの子猫ちゃん」と一緒に、子猫ちゃんの好物をお食べになりたいとお考えです。食あたりなど起こさぬよう、細心の注意を払って「ミコッテ風海の幸串焼」を調理してください。",113,12,1,30,0,1,0,206,206,false,16,83,0,32,80011,917803,true,0,1.0,31882,445,155,0,18,5,3999030,110031,true,0,14
302,"大口依頼：客人に供する料理","我が主、ゲゲルジュ様は友人知人を招いて、宴を催したいとお考えです。ですが、来客者の人数が多いだけに、専属の料理人だけでは対応できそうにありません。大量の「ベイクドソール」を調理してください。",113,12,1,30,0,1,0,206,206,false,16,83,0,32,80011,917804,true,0,1.0,17670,264,290,0,26,5,3999030,110031,true,0,14
303,"調達依頼：占星台向けのパン","アドネール占星台から、食料の注文を受けた。占星術士たちは、保守的な性格の持ち主が多く、食事も伝統的なものを好む傾向があるようだ。ライ麦を使ったイシュガルド伝統の堅焼きパン「ナイツブレッド」を頼む。",122,12,1,35,0,1,0,385,385,false,16,83,0,63,80011,917913,true,0,1.0,64792,332,156,0,19,5,3643002,110062,true,0,14
304,"製作依頼：長期航海用のザワークラウト","塩漬けにした千切りキャベツ「ザワークラウト」は、長期保存が可能な食べ物だ。さらに壊血病を予防する効果もあるため、長期航海の必需品とされている。人気の商品であるため、「ザワークラウト」を納入してほしい。",114,12,1,35,0,1,0,27,27,false,16,83,0,27,80011,917914,true,0,1.0,41034,443,156,0,18,5,4143334,110034,true,0,14
305,"大口依頼：長期航海用のクッキー","船乗りのキキルン族の間で親しまれている「エーコンクッキー」。この品は通常のパンよりも日持ちするため、長期航海にもってこいの保存食だ。我が商会の定番商品でもあるため、大量に納入してほしい。",114,12,1,35,0,1,0,27,27,false,16,83,0,27,80011,917915,true,0,1.0,19600,210,291,0,26,5,4143334,110034,true,0,14
306,"製作依頼：騎兵に人気の焼き魚","騎兵団で振る舞われる食事の質が落ちてきているとの噂だ。そのためか、我ら酒保商人から美味な料理を買い求めようという騎兵が少なくない。安定した人気を誇る「カープ＆マグワート」を納入してほしい。",122,12,2,35,0,1,0,385,385,false,16,83,0,63,80012,917916,true,0,1.0,43194,359,157,0,18,5,3643002,110062,true,0,14
307,"製作依頼：祝宴で供するスフレ","アドネール占星台で、教皇庁の高位聖職者を招いた祝宴が行われるとのこと。その席上で供される菓子の発注を受けたので、腕利きの調理師に協力を求めたい。エレゼン族発祥の焼き菓子「チーズスフレ」を頼む。",122,12,2,35,0,1,0,385,385,false,16,83,0,63,80012,917917,true,0,1.0,41034,208,157,0,18,5,3643002,110062,true,0,14
308,"大口依頼：身体を温めるスープ","我々酒保商人は、アドネール占星台を防衛するデュランデル家の騎兵団に、継続的に食料を供給している。特に喜ばれるのは、冷え切った身体を温めるスープだ。兵の数も多いので、大量の「カウルケニン」を頼む。",122,12,2,35,0,1,0,385,385,false,16,83,0,63,80012,917918,true,0,1.0,23940,359,292,0,26,5,3643002,110062,true,0,14
309,"調達依頼：神殿騎士に供するチーズ","ホワイトブリム前哨地に、教皇庁直属の神殿騎士が視察に訪れることになった。その歓待の席で供する品を注文されたので協力を求む。件の騎士殿の好物だという、まろやかな「ロランベリーチーズ」を納品してほしい。",123,12,1,40,0,1,0,402,402,false,16,83,0,63,80011,917919,true,0,1.0,83662,401,158,0,19,5,3643494,110063,true,0,14
310,"製作依頼：長期航海用の干し肉","味気ない食事が続いたばかりに、航海中に船員による反乱が発生したケースも実在する。船乗りたちの士気を維持するには、干し肉が必需品とさえ言えるだろう。スパイスの利いた「ビーフジャーキー」を納入してほしい。",114,12,1,40,0,1,0,27,27,false,16,83,0,27,80011,917920,true,0,1.0,54214,383,158,0,18,5,4143334,110034,true,0,14
311,"大口依頼：シャインアップルのジュース","クルザス原産のシャインアップルを使ったフレッシュジュースを、リムサ・ロミンサの人々にも味わってもらいたいと思っている。舌の肥えた人々に受け入れられるような「アップルジュース」を大量に納入してほしい。",114,12,1,40,0,1,0,27,27,false,16,83,0,27,80011,917921,true,0,1.0,32049,614,293,0,26,5,4143334,110034,true,0,14
312,"製作依頼：治療士に贈るチーズ","野戦病院から、クリームチーズの発注が舞い込んだ。体調が思わしくない負傷兵でも、食べやすい柔らかで滋養がある物を希望しているとのこと。甘酸っぱく元気の出る「ロランベリーチーズ」を納入してほしい。",123,12,2,40,0,1,0,402,402,false,16,83,0,63,80012,917922,true,0,1.0,55774,401,159,0,18,5,3643494,110063,true,0,14
313,"製作依頼：騎兵団向けの携行食","デュランデル家の騎兵団より、携行食の発注が舞い込んだ。栄養価がありながらも、作戦行動中に手軽に食べられるような品を求めているとのこと。ソルトコッド入りの揚げ団子「ソルトコッドパフ」を納品してほしい。",123,12,2,40,0,1,0,402,402,false,16,83,0,63,80012,917923,true,0,1.0,54994,466,159,0,18,5,3643494,110063,true,0,14
314,"大口依頼：祝祭に供する菓子","イシュガルドで親しまれている聖人を祀る、聖ダナフェンの祝日が迫っている。その祝祭で供する定番の菓子、「ペストリーフィッシュ」を納入してほしい。伝説の魚「モラモラ」を模した可愛い菓子を大量に頼む。",123,12,2,40,0,1,0,402,402,false,16,83,0,63,80012,917924,true,0,1.0,32049,409,294,0,26,5,3643494,110063,true,0,14
315,"調達依頼：イシュガルド風の祝祭用パイ","我々、聖コイナク財団には、さまざまな出身地、民族、部族の者が集まり働いています。そこで交流を深めるため、各地の祝祭などを皆で祝うようにしています。イシュガルド風の祝祭用パイを製作してください。",124,12,1,45,0,1,0,416,416,false,16,83,0,67,80011,917925,true,0,1.0,106560,442,160,0,19,5,4258823,110064,true,0,14
316,"製作依頼：メメルン氏接待用の料理","このほど我が商会が、キキルン族の古物商「メメルン交易商店」と取引を行うことになった。キキルン族は無類の卵好きの民族だ。商談が上手く運ぶよう、アプカルの卵を使った「デビルドエッグズ」を納入してほしい。",114,12,1,45,0,1,0,27,27,false,16,83,0,27,80011,917926,true,0,1.0,67146,466,160,0,18,5,4143334,110034,true,0,14
317,"大口依頼：ジジルン氏接待用の料理","キキルン族と商売をするなら、兎にも角にも卵料理で機嫌をとるのがいい。「ジジルン交易商店」と取引をする予定なので、接待用の料理が必要だ。卵たっぷりの「ラノシアトースト」を大量に納入してほしい。",114,12,1,45,0,1,0,27,27,false,16,83,0,27,80011,917927,true,0,1.0,39087,296,295,0,26,5,4143334,110034,true,0,14
318,"製作依頼：発見を祝すキノコ料理","先日、ある調査員が非常に珍しい遺物を発掘しました。この偉大なる発見を祝うため、ささやかではありますが、ちょっとした晩餐会を企画しております。件の調査員の好物であるキノコ料理を作ってください。",124,12,3,45,0,1,0,416,416,false,16,83,0,67,80013,917928,true,0,1.0,72932,450,161,0,18,5,4258823,110064,true,0,14
319,"製作依頼：小休止で供する健康茶","遺跡の発掘作業では、多くの粉塵が舞い散るため、小休止の際には飲み物で喉を潤す必要があります。調査隊員たちに人気がある、スパイスやハーブを使った健康茶「マルドティー」を製作してください。",124,12,3,45,0,1,0,416,416,false,16,83,0,67,80013,917929,true,0,1.0,69104,209,161,0,18,5,4258823,110064,true,0,14
320,"大口依頼：ラムブルース氏の好物","遺跡の発掘調査隊を率いるラムブルース氏に、日頃からの感謝を示すため彼の好物を用意したいと思っています。同氏はロランベリーが好物と聞きます。さわやかな風味の「ロランベリーラッシー」を大量に製作してください。",124,12,3,45,0,1,0,416,416,false,16,83,0,67,80013,917930,true,0,1.0,39087,497,296,0,26,5,4258823,110064,true,0,14
321,"製作依頼：毒薬の材料","毒薬作りの名人と呼ばれているある錬金術師から、「水銀」の発注があった。毒薬の売れ行きが好調すぎて、自分で材料となる毒薬を作っているヒマがないらしい。物騒な世の中になったもんだ。ともかく「水銀」を作ってほしい。",118,11,3,1,0,1,0,39,39,false,15,82,0,39,80013,917805,true,0,1.0,480,94,122,0,18,5,4067692,110038,true,0,14
322,"製作依頼：流行のグリモア","昨今、冒険者の間で巴術士が脚光を浴びているらしく、並べた先から「グリモア」が飛ぶように売れてゆく。商機を逃さないためにも、ここで在庫を確保しておきたい。腕に覚えのある錬金術師は、力を貸してほしい。",118,11,3,1,0,1,0,39,39,false,15,82,0,39,80013,917806,true,0,1.0,1770,95,122,0,18,5,4067692,110038,true,0,14
323,"調達依頼：植物の成長促進剤","グリダニアの「木工師ギルド」から、植物の成長促進剤「グロースフォーミュラ・アルファ」の注文が届いた。どうやら、先の霊災で傷ついた森の再生事業のため、件の薬品が必要らしい。錬金術に心得のある職人の協力を求む。",119,11,3,1,0,1,0,263,263,false,15,82,0,42,80013,917807,true,0,1.0,1092,95,122,0,19,5,3958293,110035,true,0,14
324,"製作依頼：武具製造用の接着剤","リムサ・ロミンサのナルディク＆ヴィメリー社から、「にかわ」の注文が届いたのだが、あいにく在庫を切らしている。同社は重要な取引先であり、是が非でも注文に応えたい。錬金術に心得のある職人の協力を求む。",119,11,3,1,0,1,0,263,263,false,15,82,0,42,80013,917808,true,0,1.0,584,96,123,0,18,5,3958293,110035,true,0,14
325,"製作依頼：旅商の必需品","各地を巡って商談を行う旅商にとって、旅先で体調を崩さないようにすることは重要だ。それゆえ「毒消し」は旅の必需品といえる。次回の旅に向け準備を整えるため、ぜひとも長持ちする「毒消し」を作ってくれ。",119,11,3,1,0,1,0,263,263,false,15,82,0,42,80013,917809,true,0,1.0,1770,93,123,0,18,5,3958293,110035,true,0,14
326,"調達依頼：初心者用の幻具","危険な場所に赴くことが多い冒険者の間で、初歩的な回復魔法を修得しようという動きがでているようだ。そのためか、初心者向けの幻具が飛ぶように売れている。在庫が切れないように、「ワンド」の製作を依頼したい。",118,11,3,1,0,1,0,39,39,false,15,82,0,39,80013,917810,true,0,1.0,1290,93,123,0,19,5,4067692,110038,true,0,14
327,"製作依頼：砂埃対策の目薬","乾燥したザナラーンでは、舞い散る砂で目を傷つけられる者が少なくない。そのため、「目薬」は安定した人気を誇る商材なのだ。腕に覚えのある錬金術師は、ぜひ「目薬」の在庫確保に力を貸してほしい。",118,11,3,5,0,1,0,39,39,false,15,82,0,39,80013,917811,true,0,1.0,2106,116,124,0,18,5,4067692,110038,true,0,14
328,"製作依頼：奥方の飲料水","井戸水を飲むと決まって腹を下してしまうという、とある豪商の奥方からの依頼で「蒸留水」を集めている。アレンビックで丁寧に蒸留した純粋な水がほしいとのこと。腕に覚えのある錬金術師は、力を貸してほしい。",118,11,3,5,0,1,0,39,39,false,15,82,0,39,80013,917812,true,0,1.0,480,141,124,0,18,5,4067692,110038,true,0,14
329,"調達依頼：初心者用の改良幻具","回復魔法を学び始めた冒険者たちの間で、より良い幻具を欲する声が高まってきた。こうした声に応えるため、初心者用幻具に一工夫加えた品を、新たに売り出してみようと思う。錬金術に心得のある職人の協力を求む。",119,11,3,5,0,1,0,263,263,false,15,82,0,42,80013,917813,true,0,1.0,3430,244,124,0,19,5,3958293,110035,true,0,14
