Index,0 [0x0][0x0],1 [0x2][0x8],2 [0x0][0x4],3 [0x2][0x9],4 [0x2][0xa],5 [0x2][0xb],6 [0x2][0xc],7 [0x2][0xd]
994,"flame gladiator",0,"flame gladiators",0,0,1,0,0
995,"imperial funditor",0,"imperial funditores",0,1,1,0,0
996,"imperial decurion",0,"imperial decurions",0,1,1,0,0
997,"imperial imaginifer",0,"imperial imaginiferes",0,1,1,0,0
998,"imperial bestiarius",0,"imperial bestiarii",0,1,1,0,0
999,"serpent archer",0,"serpent archers",0,0,1,0,0
1000,"serpent lancer",0,"serpent lancers",0,0,1,0,0
1001,"serpent gladiator",0,"serpent gladiators",0,0,1,0,0
1002,"storm conjurer",0,"storm conjurers",0,0,1,0,0
1003,"storm marauder",0,"storm marauders",0,0,1,0,0
1004,"storm archer",0,"storm archers",0,0,1,0,0
1005,"flame thaumaturge",0,"flame thaumaturges",0,0,1,0,0
1006,"flame conjurer",0,"flame conjurers",0,0,1,0,0
1007,"flame gladiator",0,"flame gladiators",0,0,1,0,0
1008,"Fernehalwes",0,"Fernehalwes",0,0,1,0,1
1009,"Sabotender Corrido",0,"Sabotender Corrido",0,0,1,0,1
1010,"masterless thrall",0,"masterless thralls",0,0,1,0,0
1011,"Scale Eater",0,"Scale Eater",0,0,1,0,1
1012,"Pinktoe",0,"Pinktoe",0,0,1,0,1
1013,"Greataxe Beak",0,"Greataxe Beak",0,0,1,0,1
1014,"mine hound",0,"mine hounds",0,0,1,0,0
1015,"little Berahthraben",0,"little Berahthraben",0,0,1,0,1
1016,"Gridanian merchant",0,"Gridanian merchants",0,0,1,0,0
1017,"lesser vodoriga",0,"lesser vodorigas",0,0,1,0,0
1018,"common cactuar",0,"common cactuars",0,0,1,0,0
1019,"flowering sabotender",0,"flowering sabotenders",0,0,1,0,0
1020,"flowering cactuar",0,"flowering cactuars",0,0,1,0,0
1021,"moldy pudding",0,"moldy puddings",0,0,1,0,0
1022,"antling gamergate",0,"antling gamergates",0,1,1,0,0
1023,"phurbleweed",0,"phurbleweeds",0,0,1,0,0
1024,"firedrake",0,"firedrakes",0,0,1,0,0
1025,"zombie wizard",0,"zombie wizards",0,0,1,0,0
1026,"zombie soldier",0,"zombie soldiers",0,0,1,0,0
1027,"evenfall firefly",0,"evenfall fireflies",0,1,1,0,0
1028,"trickster imp",0,"trickster imps",0,0,1,0,0
1029,"mischief-maker imp",0,"mischief-maker imps",0,0,1,0,0
1030,"lowland billygoat",0,"lowland billygoats",0,0,1,0,0
1031,"lowland nannygoat",0,"lowland nannygoats",0,0,1,0,0
1032,"loamshell",0,"loamshells",0,0,1,0,0
1033,"dirty mongrel",0,"dirty mongrels",0,0,1,0,0
1034,"fire bomb",0,"fire bombs",0,0,1,0,0
1035,"soulless chrisom",0,"soulless chrisoms",0,0,1,0,0
1036,"guillotine beak",0,"guillotine beaks",0,0,1,0,0
1037,"softskin peiste",0,"softskin peistes",0,0,1,0,0
1038,"tomahawk beak",0,"tomahawk beaks",0,0,1,0,0
1039,"blood-eyed buzzard",0,"blood-eyed buzzards",0,0,1,0,0
1040,"horny toad",0,"horny toads",0,0,1,0,0
1041,"pyrite coblyn",0,"pyrite coblyns",0,0,1,0,0
1042,"sun midge cloud",0,"sun midge clouds",0,0,1,0,0
1043,"yarzon lurker",0,"yarzon lurkers",0,0,1,0,0
1044,"unclassified sabotender",0,"unclassified sabotenders",0,1,1,0,0
1045,"uncommon cactuar",0,"uncommon cactuars",0,1,1,0,0
1046,"loverly ladybird",0,"loverly ladybirds",0,0,1,1,0
1047,"Drybone tuco-tuco",0,"Drybone tuco-tucos",0,0,1,0,0
1048,"tumbling tuco-tuco",0,"tumbling tuco-tucos",0,0,1,0,0
1049,"naked shrew",0,"naked shrews",0,0,1,0,0
1050,"nutmuncher marmot",0,"nutmuncher marmots",0,0,1,0,0
1051,"grain weevil",0,"grain weevils",0,0,1,0,0
1052,"Mamool Ja menace",0,"Mamool Ja menaces",0,0,1,0,0
1053,"Longarm",0,"Longarm",0,0,1,0,1
1054,"Thunderhooves",0,"Thunderhooves",0,0,1,0,1
1055,"Rageclaw",0,"Rageclaw",0,0,1,0,1
1056,"Warren Warden",0,"Warren Warden",0,0,1,0,0
1057,"Ripe Rampager",0,"Ripe Rampager",0,0,1,0,1
1058,"Cepheus",0,"Cepheus",0,0,1,0,1
1059,"E'bandala Sweetmane",0,"E'bandala Sweetmane",0,0,1,1,1
1060,"O'adebh Whitemane",0,"O'adebh Whitemane",0,0,1,1,1
1061,"buffalo calf",0,"buffalo calves",0,0,1,0,0
1062,"Memeroon",0,"Memeroon",0,0,1,0,1
1063,"talking colibri",0,"talking colibri",0,0,1,0,0
1064,"Hyur-eating raptor",0,"Hyur-eating raptors",0,0,1,0,0
1065,"Hyur-eating pelican",0,"Hyur-eating pelicans",0,0,1,0,0
1066,"golden coeurl",0,"golden coeurls",0,0,1,0,0
1067,"craven condor",0,"craven condors",0,0,1,0,0
1068,"apkallu caller",0,"apkallu callers",0,1,1,0,0
1069,"Bloodshore eyesore",0,"Bloodshore eyesores",0,0,1,0,0
1070,"jungle coeurl pup",0,"jungle coeurl pups",0,0,1,0,0
1071,"truffle coeurl",0,"truffle coeurls",0,0,1,0,0
1072,"Qiqirn truffler",0,"Qiqirn trufflers",0,0,1,0,0
1073,"void mine",0,"void mines",0,0,1,0,0
1074,"angry hedgemole",0,"angry hedgemoles",0,1,1,0,0
1075,"sanguinary buccaneer",0,"sanguinary buccaneers",0,0,1,0,0
1076,"unsightly buffalo",0,"unsightly buffaloes",0,1,1,0,0
1077,"rabid aurochs",0,"rabid aurochs",0,0,1,0,0
1078,"bloodsucker bat",0,"bloodsucker bats",0,0,1,0,0
1079,"suspicious megalocrab",0,"suspicious megalocrabs",0,0,1,0,0
1080,"Bloodshore snipper",0,"Bloodshore snippers",0,0,1,0,0
1081,"big claw",0,"big claws",0,0,1,0,0
1082,"naked mole",0,"naked moles",0,0,1,0,0
1083,"rat mole",0,"rat moles",0,0,1,0,0
1084,"yarzon biter",0,"yarzon biters",0,0,1,0,0
1085,"ocean roseling",0,"ocean roselings",0,1,1,0,0
1086,"inebriated imp",0,"inebriated imps",0,1,1,0,0
1087,"feral dodo",0,"feral dodos",0,0,1,0,0
1088,"raggedy jackal",0,"raggedy jackals",0,0,1,0,0
1089,"jackal pup",0,"jackal pups",0,0,1,0,0
1090,"gibbering jackal",0,"gibbering jackals",0,0,1,0,0
1091,"insatiable goobbue",0,"insatiable goobbues",0,1,1,0,0
1092,"coastal mandragora",0,"coastal mandragoras",0,0,1,0,0
1093,"marching mandragora",0,"marching mandragoras",0,0,1,0,0
1094,"eagle-eyed buzzard",0,"eagle-eyed buzzards",0,1,1,0,0
1095,"egglayer dodo",0,"egglayer dodos",0,1,1,0,0
1096,"stray dodo",0,"stray dodos",0,0,1,0,0
1097,"scalepuk",0,"scalepuks",0,0,1,0,0
1098,"wild ram",0,"wild rams",0,0,1,0,0
1099,"lost lamb",0,"lost lambs",0,0,1,0,0
1100,"riverbank toad",0,"riverbank toads",0,0,1,0,0
1101,"pack rat",0,"pack rats",0,0,1,0,0
1102,"frenzied aurelia",0,"frenzied aureliae",0,0,1,0,0
1103,"saltwater aurelia",0,"saltwater aureliae",0,0,1,0,0
1104,"Ala Mhigan Flame recruit",0,"Ala Mhigan Flame recruits",0,1,1,0,0
1105,"shifty-eyed merchant",0,"shifty-eyed merchants",0,0,1,0,0
1106,"shifty-eyed vagrant",0,"shifty-eyed vagrants",0,0,1,0,0
1107,"shifty-eyed vagrant",0,"shifty-eyed vagrants",0,0,1,0,0
1108,"Margry Flintheart",0,"Margry Flintheart",0,0,1,1,1
1109,"Mamanzo the Charred",0,"Mamanzo the Charred",0,0,1,0,1
1110,"tempered slave",0,"tempered slaves",0,0,1,0,0
1111,"Headrip ogre",0,"Headrip ogres",0,0,1,0,0
1112,"sandstone guardian",0,"sandstone guardians",0,0,1,0,0
1113,"imperial tesserarius",0,"imperial tesserarii",0,1,1,0,0
1114,"Mumuroon Yellowtooth",0,"Mumuroon Yellowtooth",0,0,1,0,1
1115,"Qiqirn yolkdrainer",0,"Qiqirn yolkdrainers",0,0,1,0,0
1116,"gaunt beak",0,"gaunt beaks",0,0,1,0,0
1117,"darkwing devilet",0,"darkwing devilets",0,0,1,0,0
1118,"rockbite peiste",0,"rockbite peistes",0,0,1,0,0
1119,"fellbite peiste",0,"fellbite peistes",0,0,1,0,0
1120,"void flame",0,"void flames",0,0,1,0,0
1121,"void jumper",0,"void jumpers",0,0,1,0,0
1122,"bald buzzard",0,"bald buzzards",0,0,1,0,0
1123,"wicked soul",0,"wicked souls",0,0,1,0,0
1124,"ravenous nannygoat",0,"ravenous nannygoats",0,0,1,0,0
1125,"ravenous billygoat",0,"ravenous billygoats",0,0,1,0,0
1126,"battle drake",0,"battle drakes",0,0,1,0,0
1127,"Blackstake Rodegg Chah",0,"Blackstake Rodegg Chah",0,0,1,0,1
1128,"shifty-eyed poacher",0,"shifty-eyed poachers",0,0,1,0,0
1129,"shifty-eyed poacher",0,"shifty-eyed poachers",0,0,1,0,0
1130,"Redbelly snatcher",0,"Redbelly snatchers",0,0,1,0,0
1131,"Redbelly runner",0,"Redbelly runners",0,0,1,0,0
1132,"strongbreath stroper",0,"strongbreath stropers",0,0,1,0,0
1133,"Turncloak Clairvisse",0,"Turncloak Clairvisse",0,0,1,0,1
1134,"spotted eft",0,"spotted efts",0,0,1,0,0
1135,"sharptooth orobon",0,"sharptooth orobon",0,0,1,0,0
1136,"gnarled treant",0,"gnarled treants",0,0,1,0,0
1137,"Pannixia of the Woven Wing",0,"Pannixia of the Woven Wing",0,0,1,1,1
1138,"tempered sylvan sough",0,"tempered sylvan soughs",0,0,1,0,0
1139,"tempered sylvan scream",0,"tempered sylvan screams",0,0,1,0,0
1140,"giant bee",0,"giant bees",0,0,1,0,0
1141,"vodoriga cur",0,"vodoriga curs",0,0,1,0,0
1142,"honeybee cloud",0,"honeybee clouds",0,0,1,0,0
1143,"Lefquene the Mystic",0,"Lefquene the Mystic",0,0,1,1,1
1144,"long-winded lemur",0,"long-winded lemurs",0,0,1,0,0
1145,"leafbleed hare",0,"leafbleed hares",0,0,1,0,0
1146,"wingrat",0,"wingrats",0,0,1,0,0
1147,"carrion djigga",0,"carrion djiggas",0,0,1,0,0
1148,"goblin roper",0,"goblin ropers",0,0,1,0,0
1149,"3rd Levy storm private",0,"3rd Levy storm privates",0,0,1,0,0
1150,"shifty-eyed sailor",0,"shifty-eyed sailors",0,0,1,0,0
1151,"shifty-eyed sailor",0,"shifty-eyed sailors",0,0,1,0,0
1152,"Number 256",0,"Number 256",0,0,1,0,1
1153,"Moraby stoneshell",0,"Moraby stoneshells",0,0,1,0,0
1154,"426th Order Mendicant Zi Gu",0,"426th Order Mendicant Zi Gu",0,0,1,0,1
1155,"426th Order missionary",0,"426th Order missionaries",0,0,1,0,0
1156,"426th Order bedesman",0,"426th Order bedesmen",0,0,1,0,0
1157,"426th Order pitman",0,"426th Order pitmen",0,0,1,0,0
1158,"426th Order patrolman",0,"426th Order patrolmen",0,0,1,0,0
1159,"void warrior",0,"void warriors",0,0,1,0,0
1160,"Twin-tongued Mansel",0,"Twin-tongued Mansel",0,0,1,0,1
1161,"wandering waterskin",0,"wandering waterskins",0,0,1,0,0
1162,"Sahagin sapper",0,"Sahagin sappers",0,0,1,0,0
1163,"Sahagin spy",0,"Sahagin spies",0,0,1,0,0
1164,"decoy crab",0,"decoy crabs",0,0,1,0,0
1165,"Wormwix Scribbletalk",0,"Wormwix Scribbletalk",0,0,1,1,1
1166,"wet rat",0,"wet rats",0,0,1,0,0
1167,"sweet tooth goobbue",0,"sweet tooth goobbues",0,0,1,0,0
1168,"drowned crofter",0,"drowned crofters",0,0,1,0,0
1169,"Serpent Reaver deckhound",0,"Serpent Reaver deckhounds",0,0,1,0,0
1170,"Qiqirn egglifter",0,"Qiqirn egglifters",0,0,1,0,0
1171,"rope-burned buccaneer",0,"rope-burned buccaneers",0,0,1,0,0
1172,"tar-stained buccaneer",0,"tar-stained buccaneers",0,0,1,0,0
1173,"Galeborn buccaneer",0,"Galeborn buccaneers",0,0,1,0,0
1174,"Striped Lightning hand",0,"Striped Lightning hands",0,0,1,0,0
1175,"Striped Lightning thug",0,"Striped Lightning thugs",0,0,1,0,0
1176,"serpent conjurer",0,"serpent conjurers",0,0,1,0,0
1177,"Amalj'aa ravager",0,"Amalj'aa ravagers",0,1,1,0,0
1178,"Pfarmurl the Driven",0,"Pfarmurl the Driven",0,0,1,0,1
1179,"murderous marauder",0,"murderous marauders",0,0,1,0,0
1180,"wild wolf",0,"wild wolves",0,0,1,0,0
1181,"Rothlyt pelican",0,"Rothlyt pelicans",0,0,1,0,0
1182,"taurus",0,"taurus",0,0,1,0,0
1183,"bateleur",0,"bateleurs",0,0,1,0,0
1184,"lily bulb",0,"lily bulbs",0,0,1,0,0
1185,"Ifrit",0,"Ifrit",0,0,1,0,1
1186,"infernal nail",0,"infernal nails",0,1,1,0,0
1187,"damantus",0,"damanti",0,0,1,0,0
1188,"doctore",0,"doctores",0,0,1,0,0
1189,"scythe mantis",0,"scythe mantises",0,0,1,0,0
1190,"Coliseum python",0,"Coliseum pythons",0,0,1,0,0
1191,"rudis beak",0,"rudis beaks",0,0,1,0,0
1192,"pit peiste",0,"pit peistes",0,0,1,0,0
1193,"gas bomb",0,"gas bombs",0,0,1,0,0
1194,"Firemane",0,"Firemane",0,0,1,0,1
1195,"noxius",0,"noxii",0,0,1,0,0
1196,"thunderclap guivre",0,"thunderclap guivres",0,0,1,0,0
1197,"Tangata",0,"Tangata",0,0,1,0,1
1198,"vandalous imp",0,"vandalous imps",0,0,1,0,0
1199,"blowfly swarm",0,"blowfly swarms",0,0,1,0,0
1200,"Cancer",0,"Cancer",0,0,1,0,1
1201,"Acubens",0,"Acubens",0,0,1,0,1
1202,"Lazy Laurence",0,"Lazy Laurence",0,0,1,0,1
1203,"fruiting fungus",0,"fruiting fungi",0,0,1,0,0
1204,"Chopper",0,"Chopper",0,0,1,0,1
1205,"scurvy dog",0,"scurvy dogs",0,0,1,0,0
1206,"Denn the Orcatoothed",0,"Denn the Orcatoothed",0,0,1,0,1
1207,"baleen guard",0,"baleen guards",0,0,1,0,0
1208,"giant clam",0,"giant clams",0,0,1,0,0
1209,"shade seeker",0,"shade seekers",0,0,1,0,0
1210,"cave aurelia",0,"cave aureliae",0,0,1,0,0
1211,"fossilshell",0,"fossilshells",0,0,1,0,0
1212,"Sastasha orobon",0,"Sastasha orobon",0,0,1,0,0
1213,"Mormo's missionary",0,"Mormo's missionaries",0,0,1,1,0
1214,"Amalj'aa ravager",0,"Amalj'aa ravagers",0,1,1,0,0
1215,"Amalj'aa ravager",0,"Amalj'aa ravagers",0,1,1,0,0
1216,"circling vulture",0,"circling vultures",0,0,1,0,0
1217,"",0,"",0,0,0,0,0
1218,"rotting pikeman",0,"rotting pikemen",0,0,1,0,0
1219,"rotting mage",0,"rotting mages",0,0,1,0,0
1220,"Amalj'aa ravager",0,"Amalj'aa ravagers",0,1,1,0,0
1221,"void warrior",0,"void warriors",0,0,1,0,0
1222,"parasite ladybug",0,"parasite ladybugs",0,0,1,1,0
1223,"steelquill tuco-tuco",0,"steelquill tuco-tucos",0,0,1,0,0
1224,"spawning megalocrab",0,"spawning megalocrabs",0,0,1,0,0
1225,"repair supplies",0,"repair supplies",0,0,1,0,0
1226,"wallstone",0,"wallstones",0,0,1,0,0
1227,"bronze urn",0,"bronze urns",0,0,1,0,0
1228,"hidden rations",0,"hidden rations",0,0,1,0,0
1229,"sap auger",0,"sap augers",0,0,1,0,0
1230,"bonfire",0,"bonfires",0,0,1,0,0
1231,"materiel crate",0,"materiel crates",0,0,1,0,0
1232,"fallen supplies",0,"fallen supplies",0,0,1,0,0
1233,"greater buffalo",0,"greater buffaloes",0,0,1,0,0
1234,"Slasher",0,"Slasher",0,0,1,0,1
1235,"kobold gurneyman",0,"kobold gurneymen",0,0,1,0,0
1236,"dirty rat",0,"dirty rats",0,0,1,0,0
1237,"Junkmonger Nonoroon",0,"Junkmonger Nonoroon",0,0,1,0,1
1238,"Rabid Ratata",0,"Rabid Ratata",0,0,1,1,1
1239,"Salthound boatswain",0,"Salthound boatswains",0,0,1,0,0
1240,"Salthound gunner",0,"Salthound gunners",0,0,1,0,0
1241,"grain hamper",0,"grain hampers",0,0,1,0,0
1242,"Nayokk Roh",0,"Nayokk Roh",0,0,1,1,1
1243,"Gilpincher Zuzuroon",0,"Gilpincher Zuzuroon",0,0,1,0,1
1244,"Qiqirn trafficker",0,"Qiqirn traffickers",0,0,1,0,0
1245,"Chachamun",0,"Chachamun",0,0,1,0,1
1246,"Bertram",0,"Bertram",0,0,1,0,1
1247,"Tiny Aurochs",0,"Tiny Aurochs",0,0,1,0,1
1248,"Rururaji",0,"Rururaji",0,0,1,0,1
1249,"Jajanzo",0,"Jajanzo",0,0,1,0,1
1250,"Aldebrand",0,"Aldebrand",0,0,1,0,1
1251,"Ligart",0,"Ligart",0,0,1,0,1
1252,"E'tajha Sapphire-eyes",0,"E'tajha Sapphire-eyes",0,0,1,1,1
1253,"E'lahmui Ruby-eyes",0,"E'lahmui Ruby-eyes",0,0,1,1,1
1254,"Hunberct Longhaft",0,"Hunberct Longhaft",0,0,1,0,1
1255,"Brass Blade",0,"Brass Blades",0,0,1,0,0
1256,"shipping crate",0,"shipping crates",0,0,1,0,0
1257,"amateur raider",0,"amateur raiders",0,1,1,0,0
1258,"gil turtle",0,"gil turtles",0,0,1,0,0
1259,"rasher hog",0,"rasher hogs",0,0,1,0,0
1260,"tamed spriggan",0,"tamed spriggans",0,0,1,0,0
1261,"ledgeleaper",0,"ledgeleapers",0,0,1,0,0
1262,"boulder",0,"boulders",0,0,1,0,0
1263,"pecking condor",0,"pecking condors",0,0,1,0,0
1264,"elder goobbue",0,"elder goobbues",0,1,1,0,0
1265,"Toxic Tamlyn",0,"Toxic Tamlyn",0,0,1,0,1
1266,"rotten jam",0,"rotten jams",0,0,1,0,0
1267,"stale bubble",0,"stale bubbles",0,0,1,0,0
1268,"acid bubble",0,"acid bubbles",0,1,1,0,0
1269,"Buso",0,"Buso",0,0,1,0,1
1270,"void hound",0,"void hounds",0,0,1,0,0
1271,"Ak-Mena groundsman",0,"Ak-Mena groundsmen",0,1,1,0,0
1272,"Yellowjacket patrol",0,"Yellowjacket patrols",0,0,1,0,0
1273,"storm recruit",0,"storm recruit",0,0,1,0,0
1274,"Gegeruju Manor guard",0,"Gegeruju Manor guards",0,0,1,0,0
1275,"flame recruit",0,"flame recruits",0,0,1,0,0
1276,"Stone Torch",0,"Stone Torches",0,0,1,0,0
1277,"Brass Blade",0,"Brass Blades",0,0,1,0,0
1278,"ranger of the Drake",0,"rangers of the Drake",0,0,1,0,0
1279,"Aiatar",0,"Aiatar",0,0,1,0,1
1280,"great yellow pelican",0,"great yellow pelicans",0,0,1,0,0
1281,"blue back",0,"blue backs",0,0,1,0,0
1282,"violet back",0,"violet backs",0,0,1,0,0
1283,"sable back",0,"sable backs",0,0,1,0,0
1284,"inferno drake",0,"inferno drakes",0,1,1,0,0
1285,"tempest biast",0,"tempest biasts",0,0,1,0,0
1286,"hellbender",0,"hellbenders",0,0,1,0,0
1287,"gully galago",0,"gully galagos",0,0,1,0,0
1288,"raveled raincatcher",0,"raveled raincatchers",0,0,1,0,0
1289,"painted colibri",0,"painted colibri",0,0,1,0,0
1290,"comet chaser",0,"comet chasers",0,0,1,0,0
1291,"mud biast",0,"mud biasts",0,0,1,0,0
1292,"ashdrake",0,"ashdrakes",0,1,1,0,0
1293,"wyrmhound",0,"wyrmhounds",0,0,1,0,0
1294,"surf eft",0,"surf efts",0,0,1,0,0
1295,"swamp pugil",0,"swamp pugils",0,0,1,0,0
1296,"violet back",0,"violet backs",0,0,1,0,0
1297,"deep jungle coeurl",0,"deep jungle coeurls",0,0,1,0,0
1298,"goblin pathfinder",0,"goblin pathfinders",0,0,1,0,0
1299,"goblin pathfinder",0,"goblin pathfinders",0,0,1,0,0
1300,"Brayflox Alltalks",0,"Brayflox Alltalks",0,0,1,0,1
1301,"Gigirya the Guarded",0,"Gigirya the Guarded",0,0,1,0,1
1302,"hecatoncheir stonebreaker",0,"hecatoncheir stonebreakers",0,0,1,0,0
1303,"blasting cap",0,"blasting caps",0,0,1,0,0
1304,"Charity of the Alacran",0,"Charity of the Alacran",0,0,1,0,0
1305,"Chastity of the Alacran",0,"Chastity of the Alacran",0,0,1,0,0
1306,"Diligence of the Alacran",0,"Diligence of the Alacran",0,0,1,0,0
1307,"Humility of the Alacran",0,"Humility of the Alacran",0,0,1,0,0
1308,"bandit backstabber",0,"bandit backstabbers",0,0,1,0,0
1309,"bandit trapper",0,"bandit trappers",0,0,1,0,0
1310,"bandit mage",0,"bandit mages",0,0,1,0,0
1311,"bandit archer",0,"bandit archers",0,0,1,0,0
1312,"lone coeurl",0,"lone coeurls",0,0,1,0,0
1313,"large buffalo",0,"large buffaloes",0,0,1,0,0
1314,"someone familiar",0,"familiar persons",0,0,1,0,1
1315,"cattle tyrant",0,"cattle tyrants",0,0,1,0,0
1316,"giant oxpecker",0,"giant oxpeckers",0,0,1,0,0
1317,"ironquill tuco-tuco",0,"ironquill tuco-tucos",0,1,1,0,0
1318,"swarming diremite",0,"swarming diremites",0,0,1,0,0
1319,"mad sergeant",0,"mad sergeants",0,0,1,0,0
1320,"farmer in need",0,"farmers in need",0,0,1,0,0
1321,"miller in need",0,"millers in need",0,0,1,0,0
1322,"worried worker",0,"worried workers",0,0,1,0,0
1323,"diligent worker",0,"diligent workers",0,0,1,0,0
1324,"flustered fisher",0,"flustered fishers",0,0,1,0,0
1325,"Tiny Chris",0,"Tiny Chris",0,0,1,0,1
1326,"Aismurl Goldmember",0,"Aismurl Goldmember",0,0,1,0,1
1327,"debauched degenerate",0,"debauched degenerates",0,0,1,0,0
1328,"entomophobic woodcutter",0,"entomophobic woodcutters",0,1,1,0,0
1329,"Jaded Jody",0,"Jaded Jody",0,0,1,1,1
1330,"mead-porting Midlander",0,"mead-porting Midlanders",0,0,1,0,0
1331,"storm sergeant",0,"storm sergeants",0,0,1,0,0
1332,"storm private",0,"storm privates",0,0,1,0,0
1333,"problematic porter",0,"problematic porters",0,0,1,0,0
1334,"Red Rooster tiller",0,"Red Rooster tillers",0,0,1,0,0
1335,"innocent maiden",0,"innocent maidens",0,1,1,1,0
1336,"lickerish lad",0,"lickerish lads",0,0,1,0,0
1337,"Yellowjacket veteran",0,"Yellowjacket veterans",0,0,1,0,0
1338,"Yellowjacket greenback",0,"Yellowjacket greenbacks",0,0,1,0,0
1339,"thrill-seeking milksop",0,"thrill-seeking milksops",0,0,1,0,0
1340,"thrill-seeking skeptic",0,"thrill-seeking skeptics",0,0,1,0,0
1341,"cowardly challenger",0,"cowardly challengers",0,0,1,0,0
1342,"spriggan copper carrier",0,"spriggan copper carriers",0,0,1,0,0
1343,"flame scout",0,"flame scouts",0,0,1,0,0
1344,"augmented battle drake",0,"augmented battle drakes",0,1,1,0,0
1345,"Yellowjacket recruit",0,"Yellowjacket recruits",0,0,1,0,0
1346,"storm courier",0,"storm couriers",0,0,1,0,0
1347,"mauled merchant",0,"mauled merchants",0,0,1,0,0
1348,"hungry hobbledehoy",0,"hungry hobbledehoys",0,0,1,0,0
1349,"roadblocker imp",0,"roadblocker imps",0,0,1,0,0
1350,"dry slug",0,"dry slugs",0,0,1,0,0
1351,"Ul'dahn naturalist",0,"Ul'dahn naturalists",0,1,1,0,0
1352,"kindly father",0,"kindly fathers",0,0,1,0,0
1353,"Amalj'aa drakelasher",0,"Amalj'aa drakelashers",0,1,1,0,0
1354,"heckler imp",0,"heckler imps",0,0,1,0,0
1355,"troubled tiller",0,"troubled tillers",0,0,1,0,0
1356,"flummoxed fisher",0,"flummoxed fishers",0,0,1,0,0
1357,"mandragora prince",0,"mandragora princes",0,0,1,0,0
1358,"furious farmer",0,"furious farmers",0,0,1,0,0
1359,"Yellowjacket captain",0,"Yellowjacket captains",0,0,1,0,0
1360,"goblin trader",0,"goblin traders",0,0,1,0,0
1361,"careless carrier",0,"careless carriers",0,0,1,0,0
1362,"dodo's nest",0,"dodo's nests",0,0,1,0,0
1363,"oyster hunter",0,"oyster hunters",0,1,1,0,0
1364,"4th Cohort triarius",0,"4th Cohort triarii",0,0,1,0,0
1365,"4th Cohort imaginifer",0,"4th Cohort imaginiferes",0,0,1,0,0
1366,"4th Cohort war hound",0,"4th Cohort war hounds",0,0,1,0,0
1367,"Coffer & Coffin heavy",0,"Coffer & Coffin heavies",0,0,1,0,0
1368,"quay worker",0,"quay workers",0,0,1,0,0
1369,"hysterical hawker",0,"hysterical hawkers",0,0,1,0,0
1370,"sleepless citizen",0,"sleepless citizens",0,0,1,0,0
1371,"flame private",0,"flame privates",0,0,1,0,0
1372,"382nd Order Pickman Ge Bu",0,"382nd Order Pickman Ge Bu",0,0,1,0,1
1373,"Baenryss of the Deep",0,"Baenryss of the Deep",0,0,1,0,1
1374,"cultured conjurer",0,"cultured conjurers",0,0,1,0,0
1375,"animated pugilist",0,"animated pugilists",0,1,1,0,0
1376,"short-tempered thaumaturge",0,"short-tempered thaumaturges",0,0,1,0,0
1377,"handsome stranger",0,"handsome strangers",0,0,1,0,0
1378,"Fufulupa the Unbending",0,"Fufulupa the Unbending",0,0,1,0,1
1379,"",0,"",0,0,0,0,0
1380,"Sir Baron von Quiveron IV Esquire",0,"Sir Baron von Quiveron IV Esquire",0,0,1,0,1
1381,"Baldewyn Four Yalms",0,"Baldewyn Four Yalms",0,0,1,0,1
1382,"Captain Madison",0,"Captain Madison",0,0,1,0,1
1383,"queer bubble",0,"queer bubbles",0,0,1,0,0
1384,"small bomb",0,"small bombs",0,0,1,0,0
1385,"bomb",0,"bombs",0,0,1,0,0
1386,"large bomb",0,"large bombs",0,0,1,0,0
1387,"Amalj'aa gaolkeeper",0,"Amalj'aa gaolkeepers",0,1,1,0,0
1388,"Amalj'aa brigand",0,"Amalj'aa brigands",0,1,1,0,0
1389,"Amalj'aa scavenger",0,"Amalj'aa scavengers",0,1,1,0,0
1390,"flaming beacon",0,"flaming beacons",0,0,1,0,0
1391,"Curious Gorge",0,"Curious Gorge",0,0,1,0,1
1392,"inner fury",0,"inner furies",0,1,1,0,0
1393,"inner rage",0,"inner rages",0,1,1,0,0
1394,"Estinien Wyrmblood",0,"Estinien Wyrmblood",0,0,1,0,1
1395,"Jehantel the Godsbow",0,"Jehantel the Godsbow",0,0,1,0,1
1396,"Batraal",0,"Batraal",0,0,1,0,1
1397,"All-seeing Eye",0,"All-seeing Eyes",0,1,1,0,0
1398,"Eos",0,"Eos",0,0,1,1,1
1399,"Selene",0,"Selene",0,0,1,1,1
1400,"Topaz Carbuncle",0,"Topaz Carbuncle",0,0,1,0,1
1401,"Emerald Carbuncle",0,"Emerald Carbuncle",0,0,1,0,1
1402,"Ifrit-Egi",0,"Ifrit-Egi",0,0,1,0,1
1403,"Titan-Egi",0,"Titan-Egi",0,0,1,0,1
1404,"Garuda-Egi",0,"Garuda-Egi",0,0,1,1,1
1405,"",0,"",0,0,0,0,0
1406,"",0,"",0,0,1,0,0
1407,"",0,"",0,0,0,0,0
1408,"",0,"",0,0,0,0,0
1409,"",0,"",0,0,0,0,0
1410,"",0,"",0,0,0,0,0
1411,"",0,"",0,0,0,0,0
1412,"",0,"",0,0,0,0,0
1413,"",0,"",0,0,0,0,0
1414,"",0,"",0,0,0,0,0
1415,"Taulurd",0,"Taulurd",0,0,1,0,1
1416,"Widargelt the Watcher",0,"Widargelt the Watcher",0,0,1,0,1
1417,"siren",0,"sirens",0,0,1,1,0
