Index,0 [0x6][0xc],1 [0x3][0x24],2 [0x5][0x20],3 [0x5][0x22],4 [0x6][0x10],5 [0x6][0x14],6 [0x6][0x18],7 [0x0][0x0],8 [0x0][0x4],9 [0x0][0x8],10 [0x6][0x1c],11 [0x19][0x25]
2162747,4879630,22,1200,1659,45,81617,81117,"Foreuse de Byregot","Vue de loin, cette machine semble extrêmement résistante et fiable... mais les apparences sont parfois trompeuses. Malgré son aspect robuste, elle souffre de la chaleur torride du désert au même titre que les hommes (et parfois plus).","Cette immense machine de forage a été construite par la société des Bons filons d'Amajina et Fils dans le but de déterrer les vestiges de l'ancien empire d'Allag. Conçue pour frapper le sol tel le puissant maillet du dieu dont elle tire le nom, les nombreux problèmes de surchauffe qu'elle rencontre rendent son utilisation particulièrement délicate.",81453,false
2162748,4879631,22,1200,1659,45,81618,81118,"Temple enseveli de Qarn","Il paraît que des archéologues ont trouvé un endroit parfait pour étudier la structure de certaines ruines, lorsque le ciel est dégagé et le soleil suffisamment haut. Ce serait une ancienne tour brisée. Plus d'un se serait blessé en glissant du toit cependant.","Ce temple est un vestige de l'ancienne Cité de Belah'dia, dédié à la déesse du soleil Azeyma, vénérée par les Belahdiens. Leurs rois ont ajouté au fil des générations de nouvelles sections plus magnifiques les unes que les autres, probablement pour afficher leur importance plutôt que par piété.",81453,false
2162749,4879632,30,500,759,45,81619,81119,"Malm du Minotaure","Les soldats, les vrais, ne craignent pas la morsure du soleil. Ils s'exercent jour et nuit pour être prêts lorsque l'heure de l'ultime bataille arrivera. Les regarder ainsi s'entraîner a quelque chose de motivant.","Établi après le septième fléau par les Soixante-dix-sept caravanes, le Malm du Minotaure est le principal lieu d'échange de marchandises du désert de Sagolii. Sans ce poste de traite, les populations locales seraient dans l'incapacité de survivre dans ce milieu hostile.",81453,false
2162750,4879633,31,500,759,46,81620,81120,"Tour de guet est","Les soldats en manque de frissons s'amusent parfois à saluer le soleil qui se lève en se perchant sur la bannière d'une tour.","Cette tour a été érigée afin de surveiller Castrum Meridianum, la forteresse garlemaldaise permettant à la 14e légion impériale de protéger l'extraction et l'exploitation de céruleum. Des sentinelles des Immortels y montent la garde jour et nuit.",81453,false
2162751,4879634,22,1800,459,46,81621,81121,"Céruléoducs","La vue du haut d'une herse est paraît-il incomparable, même la nuit si aucun nuage ne cache la lumière des étoiles. Gare cependant à la chute...","Ces pipe-lines sont utilisés pour acheminer le céruleum brut jusqu'à l'usine de céruleum pour qu'il y soit raffiné. L'utilisation des machines utilisant ce carburant, à commencer par les aéronefs, se répand de plus en plus en Éorzéa. La société minière Amajina et Fils a notamment investi d'énormes sommes d'argent pour moderniser ses équipements.",81453,false
2162752,4879635,22,1200,1659,46,81622,81122,"Brumebleue","Les ouvriers de l'usine de céruleum profitent parfois d'une éclaircie lors de leur pause de l'après-midi pour aller admirer en hauteur la crevasse insondable à l'ouest de leur lieu de travail.","La région ravinée du Thanalan septentrional est riche en céruleum, et son exploitation y est intensive. Un gaz bleuâtre se dégageant durant l'extraction de ce carburant, l'endroit a fini par être appelé Brumebleue.",81453,false
2162753,4879636,22,800,1159,46,81623,81123,"La Poussée de Raubahn","D'après certains soldats, les griffes de Dalamud sont un excellent endroit pour observer la région, même lorsque le temps est nuageux. Ils s'y rendent souvent le matin pour espionner les mouvements ennemis.","Lorsque l'armée impériale tenta de profiter du chaos consécutif au septième fléau, les Immortels menés par le général Raubahn réussirent à repousser l'assaut sur l'usine de céruleum, malgré un désavantage numérique non négligeable. La portion de terrain entre les deux places fortes ennemies est appelée depuis “La Poussée de Raubahn”.",81453,false
2162754,4879637,22,1800,459,46,81624,81124,"Mine de mithril abandonnée","Perdu dans un épais brouillard, cet aventurier ne s'attendait pas à tomber nez à nez avec des sectateurs. Pris en chasse, il réussit à leur échapper en sautant sur un pilier du haut d'une bâtisse, et en y restant jusqu'à ce qu'ils l'oublient.","Cette mine, qui a fait la fortune des Bons filons d'Amajina et Fils durant la “ruée vers le mithril”, a fermé ses portes il y a de cela une vingtaine d'années, après que ses filons ont été complètement épuisés. Aujourd'hui, elle sert de repaire aux Survivalistes.",81453,false
2162755,4879638,22,1700,1759,63,81651,81151,"L'Épée","Les astrologues ishgardais doivent finir leurs préparatifs avant le coucher du soleil, mais ils sont souvent récompensés par un fabuleux panorama.","L'Enchiridion, le livre sacré de la religion ishgardaise, décrit cet imposant pic dressé au cœur du Coerthas central comme l'épée de Halone. La déesse l'aurait plantée là pour lier le ciel et la terre. Un immense morceau de Dalamud défigure désormais cette montagne.",81454,false
2162756,4879639,22,1800,459,63,81652,81152,"Observatoire","La vie ne tient qu'à un fil. Tous les astrologues de l'Observatoire connaissent l'histoire de cet homme qui est resté suspendu au-dessus du vide toute la nuit après avoir malencontreusement chuté des escaliers.","Cet édifice a été construit il y a trois cents ans à la demande d'Adaunel, un illustre astronome ishgardais qui prétendait pouvoir prédire les actions des Dravaniens en lisant dans les astres. Équipé de la plus grande lunette astronomique d'Éorzéa, ce bâtiment fait la fierté des amoureux des étoiles.",81454,false
2162757,4879640,22,800,1159,63,81653,81153,"Cadavre de dragon","Tuer un dragon d'un tir de baliste rend un chevalier tellement fier qu'il n'hésitera pas à faire le funambule, même en plein blizzard, pour regarder son trophée.","Abattu grâce à un tir de baliste, ce dragon est allé s'écraser au fond d'une crevasse jouxtant le poste de l'Arête blanche. Les basses températures préservent la carcasse de la décomposition, donnant l'impression qu'elle peut se relever à tout moment.",81454,false
2162758,4879641,22,500,759,63,81654,81154,"Sainte Cité d'Ishgard","Le chevalier chargé de sonner les mâtines est souvent récompensé par une vue imprenable sur la sainte Cité.","Capitale du peuple très religieux que sont les Ishgardais, la sainte Cité est non seulement protégée par de puissants remparts et des barrières magiques, mais aussi pourvue de tours de guet armées de balistes pour se défendre contre ses ennemis, les dragons.",81454,false
2162759,4879642,22,1700,1759,63,81655,81155,"Coteaux rocheux","Pour avoir une bonne vue de cet ensemble de débris de Dalamud, il faut assurément un œil perçant et haut placé.","Cette colline qui s'étend au pied de l'Épée était autrefois jonchée d'énormes rochers, origines de son nom. C'est désormais la matière sombre de la surface du satellite Dalamud qui s'y accumule sous d'étranges formes, créant un paysage pour le moins singulier.",81454,false
2162760,4879643,22,1800,459,63,81656,81156,"L'Œil de la Conquérante","Même l'Ishgardais le plus fidèle ne saurait contempler la déesse de trop près s'il ne veut pas s'attirer la tempête de son courroux.","Pour les vénérateurs de la déesse de la guerre que sont les Ishgardais, la grotte où se trouve cette pierre sacrée marquée du symbole de la Conquérante est un lieu sain. C'est d'ailleurs pour la protéger qu'ils ont bâti la tour de l'Œil non loin de là.",81454,false
2162761,4879644,22,800,1159,63,81657,81157,"Manteneige","Nombreuses sont les personnes qui vont se recueillir à cet endroit le matin. Toutes prient Halone afin qu'elle protège leurs proches bloqués à l'ouest. Même si le soleil brille dans le ciel, le froid empêche leurs larmes de couler.","Cet immense mur de glace s'est formé suite au dérèglement élémentaire provoqué par le septième fléau. En seulement cinq ans, sa paroi est devenue si dure et épaisse qu'il est désormais impossible de la percer pour accéder au Coerthas occidental.",81454,false
2162762,4879645,22,1200,1659,63,81658,81158,"Camp de la Tête du dragon","Il est important de déblayer la neige des chemins de ronde et des toits, ne serait-ce que pour redonner leur jolie couleur verte aux tuiles.","Cette forteresse, située près d'un rocher en forme de tête de dragon, est un important poste de défense de la sainte Cité d'Ishgard. Les chevaliers de la maison Fortemps stationnés là surveillent de près les Dravaniens, les hérétiques et les Ixali.",81454,false
2162763,4879646,22,500,759,63,81659,81159,"Vigile d'acier","La forteresse n'est plus qu'une ruine, mais les murs qui restent debout fournissent un excellent point d'observation par beau temps.","Cette forteresse formait avec le Vigile de pierre un élément important du système de défense mis au point par les Ishgardais pour repousser les Dravaniens. Elle fut toutefois réduite à l'état de ruines lors d'un assaut du puissant dragon Svara et de sa horde.",81454,false
2162764,4879647,22,1200,1659,67,81701,81201,"Castrum Centri","Un bon cheminot ne doit pas avoir peur de prendre un peu de hauteur pour contrôler les opérations de chargement/déchargement de ses marchandises.","Cette base est l'un des principaux sites d'extraction minière des Garlemaldais. Anciennement appelée Castrum Novum, elle a été bâtie par la 7e légion de Nael van Darnus puis réaménagée par la 14e légion de Gaius après le Fléau. Elle dispose d'une gare ferroviaire qui accueille un train de transport de marchandises surnommé le “train fantôme”.",81455,false
2162765,4879648,22,1800,459,67,81702,81202,"Tour de Cristal","Les aventuriers du Glas des revenants s'accordent tous pour dire que la Tour de Cristal est plus belle la nuit, sous un ciel dégagé.","Apparu lors du Fléau, cet immense édifice trône désormais au milieu du Mor Dhona. Des recherches conduites par la Fondation de Saint-Coinach ont révélé qu'il s'agit de la Tour de Syrcus, que l'ancien empire d'Allag avait bâtie pour recueillir l'énergie solaire.",81455,false
2162766,4879649,22,1200,1659,67,81703,81203,"Hâtegel","C'est au pied d'un arbre cristallisé, qu'on aurait paraît-il la meilleure vue d'ensemble de ce paysage fantastique.","La chute de l'aéronef garlemaldais l'Agrius a engendré un mystérieux phénomène de cristallisation de grande ampleur à cet endroit, touchant jusqu'à la végétation, qu'on dirait gelée. C'est d'ailleurs ce qui vaut son nom à ce col montagneux.",81455,false
2162767,4879650,50,1700,1759,67,81704,81204,"Gardien du lac","Cette épave colossale n'est pas sans nous rappeler quelles sont les ramifications des actes commis au crépuscule de la 6e ère.","Serrée dans les anneaux du dragon Midgardsormr, qu'on appelle aussi le “dieu gardien de Pleurargent”, et dressée au milieu du lac, cette monstrueuse épave est tout ce qui reste de l'Agrius, un gigantesque aéronef que Garlemald avait lancé à l'assaut d'Éorzéa.",81455,false
2162768,5927558,22,0,0,0,81751,81251,"Nid du faucon","Lorsqu'on observe les Hautes terres du Coerthas occidental d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Ce hameau de montagne s'était à l'origine développé autour d'un petit poste de garde. Hélas, on y déplora de nombreuses pertes à cause du refroidissement brutal qui survint après le septième fléau. Le nom de la bourgade vient de la présence ancestrale de nombreuses familles de fauconniers dans la région: on y élevait des gerfauts pour surveiller les allées et venues des dragons.",81454,false
2162769,5927559,22,0,0,0,81752,81252,"Camp des Deux-Rivières","Lorsqu'on observe les Hautes terres du Coerthas occidental d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Un bivouac désaffecté où des chevaliers ishgardais étaient jadis stationnés. Une éthérite y avait également été installée, mais elle fut abandonnée après la calamité. Le campement surplombe le confluent de deux rivières, la Vivaigue et la Coerthas, ce qui lui a donné son nom.",81454,false
2162770,5927560,22,0,0,0,81753,81253,"Île de Rêvedragon","Lorsqu'on observe les Hautes terres du Coerthas occidental d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Une île au milieu de Cendrétang. La légende veut qu'après une dure bataille au bord du lac désormais gelé, un immense dragon ait été maintenu dans un profond sommeil par la magie de légistes ishgardais. La bête a dormi si longtemps que la cendre qui s'était déposée sur sa peau s'est changée en pierre et qu'il a fini par devenir cet îlot à la forme étrange.",81454,false
2162771,5927561,22,0,0,0,81754,81254,"Vigile du crépuscule","Lorsqu'on observe les Hautes terres du Coerthas occidental d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","À l'instar des autres Vigiles, ce bastion de la lutte anti-dragons fut édifié pour défendre Ishgard contre ses ennemis héréditaires. Des chevaliers de la maison Durendaire y étaient autrefois postés sous les ordres de sire Yuhelmeric. Le Fléau ayant détruit une partie des remparts, le froid a enfermé la place forte dans un cercueil de glace. Abandonnée, elle est aujourd'hui infestée de créatures maléfiques.",81454,false
2162772,5927562,22,0,0,0,81755,81255,"Bergeries de Gorgagne","Lorsqu'on observe les Hautes terres du Coerthas occidental d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Cette ferme fut bâtie par sire Gorgagne, un chevalier servant la maison Durendaire. S'étant impliqué dans l'éducation du fils aîné des Durendaire en qualité de maître d'armes, l'homme fut profondément affecté par la disparition brutale de celui-ci lors d'un voyage. L'héritier ne donna plus jamais signe de vie, et sire Gorgagne, abattu, renonça à sa carrière militaire pour se consacrer à cette exploitation.",81454,false
2162773,5959933,22,0,0,0,81756,81256,"Les Pruches","Lorsqu'on observe les Hautes terres du Coerthas occidental d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Déserté suite au grand refroidissement d'après le Fléau, ce hameau était jadis un village de bûcherons qui vivaient du bois des nombreux conifères des environs. Ce sont d'ailleurs eux qui lui ont donné son nom de <i>pruches</i> ou pérusses, de l'appellation locale de ces pins emblématiques de la région.",81454,false
2162774,5959936,22,0,0,0,81757,81257,"Lit d'os","Lorsqu'on observe les Hautes terres du Coerthas occidental d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Selon certaines rumeurs, les yétis préféreraient dormir sur des couches improvisées qu'ils confectionneraient avec les ossements de leurs victimes. Nul ne saurait confirmer ou infirmer ceci, notamment du fait que les plus grands naturalistes sont peu enthousiastes à l'idée d'aller vérifier sur place.",81454,false
2162775,5927563,22,0,0,0,81801,81301,"Loth ast Gnath","Lorsqu'on observe l'Avant-pays dravanien d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Construits grâce à un mélange d'argile et de salive, les nids des Gnathes se montrent étonnamment solides. Ils sont notamment capables de résister aux intempéries de l'Avant-pays dravanien. La fumée qui s'élève de ces structures serait une sorte d'encens dont la fonction serait de repousser les dragons.",81456,false
2162776,5927564,22,0,0,0,81802,81302,"Annexe Mineure","Lorsqu'on observe l'Avant-pays dravanien d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Ces ruines seraient les vestiges d'une grande cité disparue, mais selon la version officielle du Saint-Siège, il s'agirait de hameaux où vivaient autrefois des hérétiques et que Halone la Conquérante aurait rasés dans un acte de vengeance divine. De nombreux érudits contestent toutefois cette vision de l'Histoire.",81456,false
2162777,5927565,22,0,0,0,81803,81303,"Annexe Trine","Lorsqu'on observe l'Avant-pays dravanien d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Ces trois tours se distinguent par le fait qu'elles semblent avoir été bâties pour accueillir à la fois des humains et des dragons. Cette particularité architecturale tendrait à corroborer la position du Saint-Siège selon laquelle elles auraient été érigées par des sorcières hérétiques pour elles-mêmes et leurs conjoints draconiques.",81456,false
2162778,5927566,22,0,0,0,81804,81304,"Les Cent râles","Lorsqu'on observe l'Avant-pays dravanien d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Le puissant courant de la rivière a presque emporté entièrement ces anciennes ruines situées au pied de Sohm Al. Désormais, cet endroit est habité par toutes sortes de créatures qui se nourrissent des poissons et autres formes de vie, et par les dragons qui chassent ces premières.",81456,false
2162779,5927567,58,0,0,0,81805,81305,"Halo","Ce magnifique endroit de l'Avant-pays dravanien, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges, est un lieu idéal pour prier.","Cet ancien autel est situé dans les profondeurs ardentes de Morne. Il était autrefois décoré de deux statues, l'une à l'effigie d'une jeune femme et l'autre d'un dragon, mais seule la seconde existe encore de nos jours. En levant les yeux à cet endroit, il est possible d'observer le pic flottant de Sohm Al.",81456,false
2162780,5959938,22,0,0,0,81806,81306,"La Penne","Lorsqu'on observe l'Avant-pays dravanien d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Créé par des chasseurs qui sont venus en ces lieux reculés dans l'espoir d'attraper les chocobos sauvages de la forêt alentour, ce hameau et ses habitants sont astucieusement protégés des regards hostiles des dragons grâce aux branches et aux feuillages des majestueux toucheciels.",81456,false
2162781,5959940,22,0,0,0,81807,81307,"Sohm Al","Lorsqu'on observe l'Avant-pays dravanien d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","De tous les monts qui forment la chaîne d'Abalathia, aucun ne s'élève aussi haut que le pic de Sohm Al, le toit d'Éorzéa. Il est considéré comme une terre sacrée par les dragons, qui s'y rendent lorsqu'ils sentent leur dernière heure arrivée. La vue de cette imposante montagne, formée de cristal, et non de roche, et qui flotte dans le ciel, est quelque chose d'inoubliable.",81456,false
2162782,5927570,22,0,0,0,81815,81315,"Nid-Mog","Lorsqu'on observe l'Écume des cieux de Dravania d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Cette colonie de Mogs est curieusement installée au sommet de Sohm Al, la plus haute montagne d'Éorzéa, au cœur du domaine des dragons. Sans doute ces créatures poilues ont-elles conclu un pacte avec le dragon ancien Hraesvelgr pour obtenir sa protection et le droit de vivre à cet endroit.",81456,false
2162783,5927571,22,0,0,0,81816,81316,"L'Aire","Lorsqu'on observe l'Écume des cieux de Dravania d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","De violentes tempêtes éthéréennes font continuellement rage autour du repaire de Nidhogg, empêchant d'approcher tous ceux qui chercheraient à déranger le dragon ancien dans son sommeil, fût-il de quelques années ou de plusieurs siècles.",81456,false
2162784,5927572,22,0,0,0,81817,81317,"Tharl Oom Khash","Lorsqu'on observe l'Écume des cieux de Dravania d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Cet ancien édifice, dont le nom signifierait “cristal issu du remords” dans la langue des dragons, est à moitié absorbé par des formations de cette matière. De par le degré de cristallisation, certains postulent qu'un être qui possédait un pouvoir capable de rivaliser avec celui des sept dragons anciens a perdu la vie à cet endroit.",81456,false
2162785,5927573,22,0,0,0,81818,81318,"Zénith","Lorsqu'on observe l'Écume des cieux de Dravania d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Cette majestueuse forteresse, située au centre même du domaine de Hraesvelgr, est gardée par les Mogs qui vivent dans l'Écume des cieux, selon un pacte conclu entre le dragon ancien et ces créatures. Malgré le millier d'années qui s'est écoulé, l'édifice continue de se dresser bravement, forçant le respect de tous ceux qui posent les yeux dessus.",81456,false
2162786,5927574,58,0,0,0,81819,81319,"L'Isolé","Ce magnifique endroit de l'Écume des cieux de Dravania, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges, est un lieu idéal pour prier.","Cet imposant monument se dresse sur une île adjacente à celle appelée Clos-vert. Les Mogs l'appelle l'Isolé car ils pensent qu'il s'agit d'une statue à l'effigie d'un “roi des habitants de la terre qui se serait perdu”. Il n'existe toutefois aucun document qui pourrait permettre d'établir l'identité de cet individu.",81456,false
2162787,5959944,22,0,0,0,81820,81320,"Maison des lettreux","Lorsqu'on observe l'Écume des cieux de Dravania d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Ces murs vieux de mille ans sont tout ce qu'il reste d'une tour qui aurait été bâtie par les humains et les dragons avant qu'ils ne se déclarent la guerre. Ce sont les lettres gravées que l'on peut encore deviner sur certaines de ces vieilles pierres ont amené les Mogs à donner à ces vestiges le nom qu'on leur connaît actuellement.",81456,false
2162788,5959946,22,0,0,0,81821,81321,"La Roquerie","Lorsqu'on observe l'Écume des cieux de Dravania d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","D'après les dires des Mogs, l'endroit connu sous le nom de la Roquerie était autrefois un port animé par lequel de nombreux voyageurs allaient et venaient à dos de wyverne. Si certes les bâtiments continuent d'exister, les dragons que l'on peut y voir de nos jours ne sont autres que de dangereux serviteurs de Nidhogg.",81456,false
2162789,5927575,22,0,0,0,81851,81351,"Camp de Cime-des-nuages","Lorsqu'on observe l'Écume des cieux d'Abalathia d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Cet avant-poste occupé par les chevaliers de la Rose, de la maison Haillenarte, a pour principale fonction de prévenir toute incursion des Dravaniens par le biais des îles qui flottent dans le ciel. C'est également là que se trouve le <i>Protecteur</i>, un puissant aéronef qui donnerait un important avantage aux Ishgardais s'il n'était pas sujet à des pannes répétées.",81457,false
2162790,5927576,13,0,0,0,81852,81352,"Le Nidifice","Ce magnifique endroit de l'Écume des cieux d'Abalathia, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges, est un lieu idéal pour somnoler.","C'est à cet endroit que divers oiseaux, qui voyagent entre le Proche-Orient et Éorzéa, viennent faire leurs nids. Là, ils pondent leurs œufs, élevent leurs petits et finalement leur apprennent à prendre leur envol, pour ainsi poursuivre le cycle inlassable de leurs migrations.",81457,false
2162791,5927577,22,0,0,0,81853,81353,"Voor Sian Siran","Lorsqu'on observe l'Écume des cieux d'Abalathia d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Cette source s'est formée à partir de l'humidité de l'atmosphère, qui s'est accumulée sous l'effet de cristaux d'eau. Le chevalier qui a découvert cet endroit fabuleux en aurait fait part à un ménestrel errant, et celui-ci aurait alors composé un chant où il a comparé la beauté des lieux au paradis légendaire de Voor Sian Siran.",81457,false
2162792,5927578,22,0,0,0,81854,81354,"Île Mok Oogl","Lorsqu'on observe l'Écume des cieux d'Abalathia d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Sur cette île, dont le nom signifie “bruit venu d'en haut” dans la langue des Vanu Vanu, se trouve un monument portant un dessin d'origine mog. Il faut toutefois préciser qu'aucune de ces créatures poilues ne semble vivre dans les environs, ce qui laisse une grande part de mystère quant à l'origine de l'édifice.",81457,false
2162793,5927579,22,0,0,0,81855,81355,"Maison de la Plume tombée","Lorsqu'on observe l'Écume des cieux d'Abalathia d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Ce bâtiment, qui compte parmi les lieux les plus sacrés pour les Vanu Vanu, a été construit à l'endroit où une plume de Bismarck, le Migrateur des brumes, serait tombée. C'est là que l'ancien de la tribu agressive des Vundu aurait choisi d'asseoir son pouvoir.",81457,false
2162794,5959948,22,0,0,0,81856,81356,"Ok' Vundu Vana","Lorsqu'on observe l'Écume des cieux d'Abalathia d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Se traduisant à peu près par “haut village des Vundu”, Ok' Vundu Vana est le domicile de la tribu de Vanu Vanu la plus agressive. D'un tempérament fier, les Vundu croient que les voix de ceux qui vivent à l'endroit le plus élevé dans les cieux seront mieux entendues par le Migrateur des brumes.",81457,false
2162795,5959950,22,0,0,0,81857,81357,"Creuset de Hengr","Lorsqu'on observe l'Écume des cieux d'Abalathia d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Située dans la partie orientale de l'Écume des cieux d'Abalathia, cette île à la forme particulière doit son nom à la sorcière Hengr, un personnage de conte de fées du Coerthas qui aurait un chaudron de forme similaire. Depuis quelque temps, elle est devenue le territoire de tocos tocos très agressifs.",81457,false
2162796,5927586,22,0,0,0,81808,81308,"L'Arkhitékton","Lorsqu'on observe l'Arrière-pays dravanien d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Autrefois atelier géant où les Sharlayanais construisaient une éthérite, ce bâtiment est désormais sous le contrôle de la Main indigo, une société secrète de Gobelins mégalomanes qui aimeraient avoir le monopole de toutes les technologies et connaissances existantes dans Éorzéa.",81456,false
2162797,5927587,22,0,0,0,81809,81309,"Quartier académique","Lorsqu'on observe l'Arrière-pays dravanien d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Située sur la berge ouest de la rivière Thaliak, cette partie de la cité de Sharlayan se distingue par son arboretum Sainte-Mocianne et la présence de nombreux bâtiments voués à l'éducation, montrant à quel point le savoir et la magie étaient importants pour les gens de cette nation.",81456,false
2162798,5927588,22,0,0,0,81810,81310,"Cénotaphe","Lorsqu'on observe l'Arrière-pays dravanien d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Cet imposant monolithe a été érigé en l'honneur des grands érudits qui ont contribué à la quête de connaissances ayant permis la création de Sharlayan. Il porte notamment la longue liste de leurs noms, en plus de la devise de la cité: “Le savoir ne cherche pas l'homme”.",81456,false
2162799,5927589,22,0,0,0,81811,81311,"L'Aiguière inclinée","Lorsqu'on observe l'Arrière-pays dravanien d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Cet endroit est celui où les cours d'eau qui sont nourris par les neiges fondues des montagnes d'Abalathia se rejoignent pour devenir la puissante rivière Thaliak. Le nom serait une référence à une cruche magique de laquelle le dieu du savoir aurait versé les eaux du savoir dans Éorzéa.",81456,false
2162800,5927590,22,0,0,0,81812,81312,"Grande bibliothèque de Gubal","Lorsqu'on observe l'Arrière-pays dravanien d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Cet édifice massif avait été construit par les Sharlayanais pour conserver les myriades de livres et autres documents qu'ils avaient accumulés au cours de leurs pérégrinations dans Éorzéa. Bien que la majorité des ouvrages qui y étaient entreposés aient été emportés lors de l'exode, il resterait de nombreux textes interdits dans des salles scellées magiquement.",81456,false
2162801,5959952,22,0,0,0,81813,81313,"Étendue d'Orn","Lorsqu'on observe l'Arrière-pays dravanien d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Située aux confins septentrionaux de l'Arrière-pays dravanien et irriguée par les eaux pures de la rivière Thaliak, cette large étendue est couverte par une luxuriante forêt, à laquelle l'homme n'a jamais touché et qui barre la route à quiconque voudrait atteindre Sharlayan sans traverser l'Avant-pays dravanien.",81456,false
2162802,5959954,22,0,0,0,81814,81314,"Arboretum Sainte-Mocianne","Lorsqu'on observe l'Arrière-pays dravanien d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Ce jardin botanique créé par les Sharlayanais accueillait autrefois une faune et une flore provenant de nombreux lieux d'Éorzéa et dont l'étude a permis de faire de nombreuses découvertes sur la nature. Malheureusement, suite à l'exode, toutes les créatures se sont échappées dans les environs.",81456,false
2162803,5927581,22,0,0,0,81858,81358,"Le Gration","Lorsqu'on observe Azys Lla d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Vaisseau amiral de la 6e légion de l'empire garlemaldais, le <i>Gration</i> a été construit à l'image de l'<i>Agrius</i>. Il est désormais immobilisé, ses puissants moteurs à céruleum ayant été couvert de glace éthéréenne par Shiva.",81457,false
