Index,0 [0x6][0x0],1 [0x5][0x24],2 [0x1][0x36],3 [0x6][0x4],4 [0x5][0x26],5 [0x1][0x37],6 [0x6][0x8],7 [0x5][0x28],8 [0x1][0x38],9 [0x6][0xc],10 [0x5][0x2a],11 [0x1][0x39],12 [0x6][0x10],13 [0x5][0x2c],14 [0x1][0x3a],15 [0x6][0x14],16 [0x5][0x2e],17 [0x1][0x3b],18 [0x6][0x18],19 [0x5][0x30],20 [0x1][0x3c],21 [0x6][0x1c],22 [0x5][0x32],23 [0x1][0x3d],24 [0x6][0x20],25 [0x5][0x34],26 [0x1][0x3e]
235,2,14,false,7,14,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
236,2,34,false,7,34,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
237,2,56,false,7,56,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
238,2,14,false,7,14,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
239,2,36,false,7,36,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
240,2,60,false,7,60,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
241,1996,1,false,1958,1,false,1959,1,false,2219,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
242,1820,1,false,1821,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
243,1891,1,false,1892,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
244,1602,1,false,1603,1,false,2226,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
245,1681,1,false,1682,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
246,1750,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
247,2106,1,false,2056,1,false,2219,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
248,2143,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
249,2652,1,false,2655,1,false,2654,1,false,2999,1,false,3010,1,false,3011,1,false,3008,1,false,0,0,false,0,0,false
250,3530,1,false,3535,1,false,3534,1,false,3311,1,false,3312,1,false,3313,1,false,0,0,false,0,0,false,0,0,false
251,3762,1,false,3766,1,false,3765,1,false,3767,1,false,3962,1,false,3963,1,false,0,0,false,0,0,false,0,0,false
252,4305,1,false,4306,1,false,4091,1,false,4092,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
253,4657,1,false,4639,1,false,4689,1,false,4696,1,false,4551,1,false,4555,1,false,0,0,false,0,0,false,0,0,false
254,1997,1,false,1960,1,false,2228,1,false,2229,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
255,1823,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
256,1893,1,false,1894,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
257,1604,1,false,1605,1,false,2230,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
258,1684,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
259,1752,1,false,1751,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
260,2108,1,false,2058,1,false,2226,1,false,2229,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
261,2145,1,false,2146,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
262,2665,1,false,2661,1,false,2664,1,false,3017,1,false,3015,1,false,3018,1,false,2668,1,false,0,0,false,0,0,false
263,3541,1,false,3538,1,false,3540,1,false,3319,1,false,3316,1,false,3539,1,false,3320,1,false,0,0,false,0,0,false
264,3772,1,false,3769,1,false,3967,1,false,3968,1,false,3773,1,false,0,0,false,0,0,false,0,0,false,0,0,false
265,4198,1,false,4093,1,false,4422,1,false,4421,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
266,4735,1,false,4641,1,false,4551,1,false,4555,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
267,1998,1,false,2000,1,false,1961,1,false,2233,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
268,1825,1,false,1824,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
269,1895,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
270,1607,1,false,1609,1,false,2236,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
271,1686,1,false,1685,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
272,1754,1,false,1756,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
273,2109,1,false,2059,1,false,2061,1,false,2231,1,false,2233,1,false,0,0,false,0,0,false,0,0,false,0,0,false
274,2147,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
275,2677,1,false,2675,1,false,2673,1,false,3028,1,false,3024,1,false,3026,1,false,3022,1,false,2669,1,false,0,0,false
276,3552,1,false,3547,1,false,3544,1,false,3550,1,false,3332,1,false,3327,1,false,3325,1,false,3546,1,false,0,0,false
277,3784,1,false,3777,1,false,3775,1,false,3980,1,false,3974,1,false,3972,1,false,3780,1,false,3970,1,false,0,0,false
278,4309,1,false,4311,1,false,4097,1,false,4094,1,false,4430,1,false,0,0,false,0,0,false,0,0,false,0,0,false
279,4666,1,false,4708,1,false,4651,1,false,4697,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
280,2002,1,false,2004,1,false,1963,1,false,2010,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
281,1827,1,false,1833,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
282,1897,1,false,1899,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
283,1614,1,false,1622,1,false,1611,1,false,2242,1,false,2241,1,false,0,0,false,0,0,false,0,0,false,0,0,false
284,1688,1,false,1694,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
285,1758,1,false,1764,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
286,2111,1,false,2063,1,false,2239,1,false,2116,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
287,2149,1,false,2151,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
288,2708,1,false,2703,1,false,2712,1,false,3043,1,false,3036,1,false,3045,1,false,3057,1,false,3062,1,false,0,0,false
289,3559,1,false,3568,1,false,3563,1,false,3557,1,false,3337,1,false,3334,1,false,3339,1,false,3570,1,false,0,0,false
290,3791,1,false,3788,1,false,3793,1,false,3983,1,false,3987,1,false,3985,1,false,3989,1,false,3991,1,false,0,0,false
291,4209,1,false,4100,1,false,4433,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
292,4662,1,false,4643,1,false,4690,1,false,4698,1,false,4551,1,false,4555,1,false,0,0,false,0,0,false,0,0,false
293,2011,1,false,1965,1,false,2246,1,false,2250,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
294,1836,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
295,1905,1,false,1908,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
296,1625,1,false,1627,1,false,2248,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
297,1697,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
298,1766,1,false,1769,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
299,2118,1,false,2066,1,false,2069,1,false,2250,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
300,2156,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
301,2729,1,false,2728,1,false,3066,1,false,3090,1,false,3068,1,false,0,0,false,0,0,false,0,0,false,0,0,false
302,3576,1,false,3581,1,false,3579,1,false,3349,1,false,3355,1,false,3352,1,false,3354,1,false,0,0,false,0,0,false
303,3808,1,false,3821,1,false,3996,1,false,4001,1,false,3998,1,false,3806,1,false,0,0,false,0,0,false,0,0,false
304,4315,1,false,4317,1,false,4106,1,false,4103,1,false,4439,1,false,0,0,false,0,0,false,0,0,false,0,0,false
305,4711,1,false,4644,1,false,4731,1,false,4653,1,false,4552,1,false,4555,1,false,0,0,false,0,0,false,0,0,false
306,2015,1,false,2021,1,false,1967,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
307,1838,1,false,1845,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
308,1915,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
309,1633,1,false,2257,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
310,1699,1,false,1706,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
311,1776,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
312,2121,1,false,2071,1,false,2076,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
313,2160,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
314,2753,1,false,2763,1,false,2755,1,false,3100,1,false,3106,1,false,3102,1,false,3096,1,false,0,0,false,0,0,false
315,3597,1,false,3603,1,false,3599,1,false,3586,1,false,3367,1,false,3372,1,false,3370,1,false,0,0,false,0,0,false
316,3827,1,false,3831,1,false,3825,1,false,4011,1,false,4013,1,false,4009,1,false,4007,1,false,0,0,false,0,0,false
317,4226,1,false,4121,1,false,4214,1,false,4224,1,false,4220,1,false,4218,1,false,4222,1,false,0,0,false,0,0,false
318,4670,1,false,4645,1,false,4691,1,false,4700,1,false,4552,1,false,4556,1,false,0,0,false,0,0,false,0,0,false
319,2023,1,false,1850,1,false,1917,1,false,1639,1,false,1708,1,false,1778,1,false,2078,1,false,2166,1,false,8665,1,false
320,2014,1,false,1606,1,false,1616,1,false,2068,1,false,2158,1,false,2224,1,false,2225,1,false,9196,1,false,0,0,false
321,2262,1,false,2667,1,false,2774,1,false,2776,1,false,2998,1,false,3009,1,false,3125,1,false,3131,1,false,0,0,false
322,3614,1,false,3611,1,false,3616,1,false,3850,1,false,3844,1,false,3841,1,false,0,0,false,0,0,false,0,0,false
323,3386,1,false,3383,1,false,3397,1,false,4024,1,false,4022,1,false,4030,1,false,0,0,false,0,0,false,0,0,false
324,4335,1,false,4337,1,false,4124,1,false,4130,1,false,4465,1,false,0,0,false,0,0,false,0,0,false,0,0,false
325,4663,1,false,4702,1,false,4552,1,false,4556,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
326,2030,1,false,1855,1,false,1925,1,false,1650,1,false,1716,1,false,2270,1,false,0,0,false,0,0,false,0,0,false
327,1786,1,false,2083,1,false,2174,1,false,1613,1,false,2268,1,false,9209,1,false,0,0,false,0,0,false,0,0,false
328,2812,1,false,2806,1,false,2810,1,false,3021,1,false,3146,1,false,3149,1,false,3147,1,false,0,0,false,0,0,false
329,3623,1,false,3625,1,false,3628,1,false,3640,1,false,3854,1,false,3856,1,false,3851,1,false,0,0,false,0,0,false
330,3407,1,false,3411,1,false,3408,1,false,3342,1,false,4034,1,false,4036,1,false,4039,1,false,0,0,false,0,0,false
331,4247,1,false,4239,1,false,4237,1,false,4235,1,false,4353,1,false,4147,1,false,4480,1,false,4468,1,false,0,0,false
332,4646,1,false,4692,1,false,4733,1,false,4747,1,false,4552,1,false,4556,1,false,0,0,false,0,0,false,0,0,false
333,1840,1,false,1910,1,false,1621,1,false,1701,1,false,1771,1,false,2039,1,false,1867,1,false,1937,1,false,0,0,false
334,1659,1,false,1728,1,false,1796,1,false,2094,1,false,2185,1,false,2259,1,false,2287,1,false,8667,1,false,0,0,false
335,3059,1,false,3108,1,false,3183,1,false,3185,1,false,3191,1,false,2702,1,false,2835,1,false,2862,1,false,0,0,false
336,3654,1,false,3666,1,false,3678,1,false,3881,1,false,3883,1,false,3886,1,false,0,0,false,0,0,false,0,0,false
337,3431,1,false,3429,1,false,3427,1,false,4047,1,false,4049,1,false,4052,1,false,0,0,false,0,0,false,0,0,false
338,4367,1,false,4375,1,false,4371,1,false,4361,1,false,4363,1,false,4153,1,false,4150,1,false,4497,1,false,0,0,false
339,4655,1,false,4664,1,false,4693,1,false,4703,1,false,4553,1,false,4556,1,false,0,0,false,0,0,false,0,0,false
340,6141,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
341,2585,12,false,2586,12,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
342,2585,12,false,2586,12,false,2587,12,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
343,2587,12,false,2590,12,false,2591,12,false,2592,12,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
344,2591,12,false,2592,12,false,2594,12,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
345,2614,3,false,2612,3,false,2611,3,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
346,2612,3,false,2610,3,false,2615,3,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
347,2610,3,false,2615,3,false,2616,3,false,2617,3,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
348,2623,3,false,2619,3,false,2617,3,false,2620,3,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
349,2624,3,false,2622,3,false,2618,3,false,2620,3,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
350,2628,3,false,2625,3,false,2626,3,false,2627,3,false,2624,3,false,0,0,false,0,0,false,0,0,false,0,0,false
351,4,7,false,3,7,false,2,7,false,5,7,false,7,7,false,6,7,false,0,0,false,0,0,false,0,0,false
352,4,24,false,3,24,false,2,24,false,5,24,false,7,24,false,6,24,false,0,0,false,0,0,false,0,0,false
353,4,8,false,3,8,false,2,8,false,5,8,false,7,8,false,6,8,false,0,0,false,0,0,false,0,0,false
354,4,28,false,3,28,false,2,28,false,5,28,false,7,28,false,6,28,false,0,0,false,0,0,false,0,0,false
355,4,10,false,3,10,false,2,10,false,5,10,false,7,10,false,6,10,false,0,0,false,0,0,false,0,0,false
356,4,32,false,3,32,false,2,32,false,5,32,false,7,32,false,6,32,false,0,0,false,0,0,false,0,0,false
357,4,11,false,3,11,false,2,11,false,5,11,false,7,11,false,6,11,false,0,0,false,0,0,false,0,0,false
358,4,36,false,3,36,false,2,36,false,5,36,false,7,36,false,6,36,false,0,0,false,0,0,false,0,0,false
359,4,12,false,3,12,false,2,12,false,5,12,false,7,12,false,6,12,false,0,0,false,0,0,false,0,0,false
360,4,40,false,3,40,false,2,40,false,5,40,false,7,40,false,6,40,false,0,0,false,0,0,false,0,0,false
361,4,13,false,3,13,false,2,13,false,5,13,false,7,13,false,6,13,false,0,0,false,0,0,false,0,0,false
362,4,44,false,3,44,false,2,44,false,5,44,false,7,44,false,6,44,false,0,0,false,0,0,false,0,0,false
363,4,15,false,3,15,false,2,15,false,5,15,false,7,15,false,6,15,false,0,0,false,0,0,false,0,0,false
364,4,48,false,3,48,false,2,48,false,5,48,false,7,48,false,6,48,false,0,0,false,0,0,false,0,0,false
365,4,16,false,3,16,false,2,16,false,5,16,false,7,16,false,6,16,false,0,0,false,0,0,false,0,0,false
366,4,52,false,3,52,false,2,52,false,5,52,false,7,52,false,6,52,false,0,0,false,0,0,false,0,0,false
367,4,17,false,3,17,false,2,17,false,5,17,false,7,17,false,6,17,false,0,0,false,0,0,false,0,0,false
368,4,56,false,3,56,false,2,56,false,5,56,false,7,56,false,6,56,false,0,0,false,0,0,false,0,0,false
369,4,18,false,3,18,false,2,18,false,5,18,false,7,18,false,6,18,false,0,0,false,0,0,false,0,0,false
370,4,60,false,3,60,false,2,60,false,5,60,false,7,60,false,6,60,false,0,0,false,0,0,false,0,0,false
371,2333,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
372,2360,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
373,2385,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
374,2410,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
375,2461,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
376,2435,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
377,2486,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
378,2512,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
379,7796,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
380,9184,1,false,9185,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
381,8660,1,false,9186,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
382,8661,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
383,8662,1,false,8663,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
384,9193,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
385,8664,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
386,10112,3,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
387,10113,3,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
388,10114,3,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
389,10115,3,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
390,10116,3,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
391,10117,3,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
392,10118,3,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
393,10119,3,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
394,10120,3,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
395,10121,3,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
396,10122,3,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
397,10112,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
398,10113,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
399,10114,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
400,10115,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
401,10116,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
402,10117,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
403,10118,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
404,10119,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
405,10122,1,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
406,5380,2,true,5106,3,true,3,18,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
407,10,10,false,9,10,false,5384,5,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
408,10,15,false,9,15,false,5384,8,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
409,10,11,false,9,11,false,5366,2,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
410,10,16,false,9,16,false,12580,2,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
411,10,12,false,9,12,false,12580,2,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
412,10,18,false,9,18,false,12578,8,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
413,10,13,false,9,13,false,12581,2,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
414,10,19,false,9,19,false,12582,2,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
415,10,15,false,9,15,false,12582,2,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
416,10,22,false,9,22,false,12579,8,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
417,10,20,false,9,20,false,5384,25,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
418,10,30,false,9,30,false,5384,40,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
419,10,22,false,9,22,false,5366,10,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
420,10,32,false,9,32,false,12580,10,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
421,10,24,false,9,24,false,12580,10,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
422,10,36,false,9,36,false,12578,40,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
423,10,26,false,9,26,false,12581,10,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
424,10,38,false,9,38,false,12582,10,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
425,10,30,false,9,30,false,12582,10,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
426,10,44,false,9,44,false,12579,40,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
427,8,10,false,11,10,false,12531,5,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
428,8,15,false,11,15,false,12531,8,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
429,8,11,false,11,11,false,12518,2,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
430,8,16,false,11,16,false,12534,6,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
431,8,12,false,11,12,false,12519,2,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
432,8,18,false,11,18,false,12537,8,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
433,8,13,false,11,13,false,12524,2,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
434,8,19,false,11,19,false,12539,6,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
435,8,15,false,11,15,false,12525,2,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
436,8,22,false,11,22,false,12538,8,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
437,8,20,false,11,20,false,12531,25,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
438,8,30,false,11,30,false,12531,40,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
439,8,22,false,11,22,false,12518,10,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
440,8,32,false,11,32,false,12534,30,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
441,8,24,false,11,24,false,12519,10,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
442,8,36,false,11,36,false,12537,40,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
443,8,26,false,11,26,false,12524,10,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
444,8,38,false,11,38,false,12539,30,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
445,8,30,false,11,30,false,12525,10,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
446,8,44,false,11,44,false,12538,40,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
447,9,10,false,11,10,false,12531,5,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
448,9,15,false,11,15,false,12531,8,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
449,9,11,false,11,11,false,12518,2,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
450,9,16,false,11,16,false,12534,6,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
451,9,12,false,11,12,false,12519,2,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
452,9,18,false,11,18,false,12537,8,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
453,9,13,false,11,13,false,12524,2,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
454,9,19,false,11,19,false,12539,6,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
455,9,15,false,11,15,false,12525,2,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
456,9,22,false,11,22,false,12538,8,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
457,9,20,false,11,20,false,12531,25,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
458,9,30,false,11,30,false,12531,40,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
459,9,22,false,11,22,false,12518,10,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
460,9,32,false,11,32,false,12534,30,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
461,9,24,false,11,24,false,12519,10,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
462,9,36,false,11,36,false,12537,40,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
463,9,26,false,11,26,false,12524,10,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
464,9,38,false,11,38,false,12539,30,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
465,9,30,false,11,30,false,12525,10,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
466,9,44,false,11,44,false,12538,40,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
467,10,10,false,8,10,false,12531,5,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
468,10,15,false,8,15,false,12531,8,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false,0,0,false
