Index,0 [0x5][0xbc],1 [0x19][0xee],2 [0x7][0x0],3 [0x7][0x4],4 [0x7][0x8],5 [0x7][0xc],6 [0x7][0x10],7 [0x7][0x14],8 [0x7][0x18],9 [0x7][0x1c],10 [0x7][0x20],11 [0x7][0x24],12 [0x7][0x28],13 [0x7][0x2c],14 [0x7][0x30],15 [0x7][0x34],16 [0x7][0x38],17 [0x7][0x3c],18 [0x7][0x40],19 [0x7][0x44],20 [0x7][0x48],21 [0x7][0x4c],22 [0x7][0x50],23 [0x7][0x54],24 [0x7][0x58],25 [0x7][0x5c],26 [0x7][0x60],27 [0x7][0x64],28 [0x7][0x68],29 [0x7][0x6c],30 [0x7][0x70],31 [0x7][0x74],32 [0x7][0x78],33 [0x7][0x7c],34 [0x9][0x90],35 [0x5][0xbe],36 [0x3][0xc6],37 [0x3][0xc7],38 [0x3][0xc8],39 [0x3][0xc9],40 [0x3][0xca],41 [0x3][0xcb],42 [0x3][0xcc],43 [0x3][0xcd],44 [0x3][0xce],45 [0x3][0xcf],46 [0x3][0xd0],47 [0x3][0xd1],48 [0x3][0xd2],49 [0x3][0xd3],50 [0x3][0xd4],51 [0x3][0xd5],52 [0x3][0xd6],53 [0x3][0xd7],54 [0x3][0xd8],55 [0x3][0xd9],56 [0x3][0xda],57 [0x3][0xdb],58 [0x3][0xdc],59 [0x3][0xdd],60 [0x3][0xde],61 [0x3][0xdf],62 [0x3][0xe0],63 [0x5][0xc0],64 [0x5][0xc2],65 [0xb][0x80],66 [0x3][0xe1],67 [0xb][0x88],68 [0x3][0xe2],69 [0x7][0x94],70 [0x3][0xe3],71 [0x1a][0xee],72 [0x7][0x98],73 [0x3][0xe4],74 [0x7][0x9c],75 [0x3][0xe5],76 [0x7][0xa0],77 [0x3][0xe6],78 [0x7][0xa4],79 [0x3][0xe7],80 [0x7][0xa8],81 [0x3][0xe8],82 [0x7][0xac],83 [0x3][0xe9],84 [0x7][0xb0],85 [0x3][0xea],86 [0x7][0xb4],87 [0x3][0xeb],88 [0x7][0xb8],89 [0x3][0xec],90 [0x3][0xed],91 [0x5][0xc4]
1001729,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001730,923,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,3,1,1,75,6,2,2,1,16,99,4,0,0,0,2,99,133,0,0,2,0,50,1,75,0,0,0,48,30002,"9001, 30, 1, 0",0,"9001, 48, 1, 0",0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220
1001731,812,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,1,1,50,1,1,6,1,84,5,148,0,0,0,4,5,132,0,2,1,0,50,0,75,0,0,0,48,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001732,906,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,0,1,50,1,5,8,1,85,44,39,0,0,0,2,44,2,3,0,1,0,50,0,50,0,0,0,90,30002,"9001, 57, 1, 0",0,"9001, 58, 1, 0",0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246
1001733,801,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,3,1,1,50,6,2,4,1,92,74,5,0,0,0,3,74,3,4,0,2,0,50,1,50,0,0,0,125,30002,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241
1001734,810,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,1,1,50,1,1,6,1,35,5,4,0,0,0,3,5,131,1,3,2,0,50,0,50,0,0,0,90,30002,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242
1001735,785,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,0,1,25,1,3,5,1,93,71,5,0,0,0,0,71,131,0,3,1,0,25,0,50,0,0,0,126,30002,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245
1001736,900,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,5,0,1,50,10,4,1,1,178,7,6,0,0,0,0,7,3,4,1,3,0,50,0,50,0,0,0,44,30002,"0, 0, 0, 0",0,"0, 0, 0, 0",0,-1,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319
1001737,899,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,0,1,50,2,3,1,1,179,111,6,0,0,0,3,111,131,0,3,3,0,50,0,75,0,0,0,42,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,-1,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001738,854,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,5,0,1,75,10,4,11,129,108,153,131,128,0,0,0,153,128,4,0,3,0,50,0,50,0,0,0,43,30002,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344
1001739,816,false,720959,65792,65797,65798,65799,65800,65801,65821,65822,0,65824,65789,0,67085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,1,1,75,2,1,1,129,123,176,42,22,2,0,3,176,1,2,1,128,164,50,0,100,4,167,0,44,0,"201, 25, 2, 0",0,"101, 3, 4, 0",0,-1,0,false,131136,0,131136,0,3538959,0,5373967,0,0,0,0,0,0,0,0,0,0,0,0,0
1001740,784,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,3,0,1,50,6,3,2,1,149,116,6,0,0,0,3,116,1,0,2,0,0,50,1,50,0,0,0,44,30024,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345
1001741,818,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,3,1,1,50,6,1,8,1,149,74,118,0,0,0,2,74,4,3,0,2,0,50,1,50,0,0,0,43,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001742,936,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,0,1,50,1,4,2,1,92,5,5,0,0,0,5,5,1,1,3,3,0,50,0,25,0,0,0,44,30002,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346
1001743,912,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,0,1,50,1,5,1,1,13,5,149,0,0,0,3,5,3,3,3,3,0,50,0,50,0,0,0,44,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001744,818,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,3,0,1,25,6,1,6,1,4,74,103,0,0,0,3,74,130,4,2,1,0,50,1,75,0,0,0,43,30002,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347
1001745,784,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,3,0,1,50,6,1,3,1,149,74,6,0,0,0,5,74,129,0,1,2,0,50,1,50,0,0,0,126,30002,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215
1001746,913,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,3,1,1,50,6,2,1,1,61,5,6,0,0,0,2,5,4,2,3,3,0,50,1,50,0,0,0,126,0,"9001, 57, 1, 0",0,"0, 0, 0, 0",0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001747,784,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,0,1,50,1,5,3,1,170,5,6,0,0,0,0,5,4,4,3,1,0,50,0,50,0,0,0,122,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001748,919,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,1,1,75,1,2,6,1,170,5,149,0,0,0,4,5,128,4,1,3,0,50,0,50,0,0,0,122,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001749,910,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,3,0,1,25,6,4,8,1,116,5,6,0,0,0,2,5,1,5,0,0,0,50,1,50,0,0,0,122,0,"9001, 55, 1, 0",0,"0, 0, 0, 0",0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001750,787,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,3,1,1,50,6,3,6,1,30,99,118,0,0,0,0,99,0,2,0,3,0,50,1,50,0,0,0,122,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001751,912,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,0,1,50,1,2,3,1,44,5,6,0,0,0,0,5,5,4,1,0,0,50,0,50,0,0,0,52,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001752,821,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,1,1,75,1,1,6,1,35,144,5,0,0,0,4,144,1,3,2,1,0,50,0,25,0,0,0,51,0,"9001, 17, 1, 0",0,"0, 0, 0, 0",0,-1,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001753,907,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,5,0,1,50,10,1,7,1,37,111,6,0,0,0,1,111,130,5,0,3,0,50,0,50,0,0,0,92,30002,"9001, 57, 1, 0",0,"0, 0, 0, 0",0,-1,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348
1001754,866,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,5,0,1,50,9,4,8,1,68,44,6,0,0,0,3,44,0,3,1,2,0,50,0,25,0,0,0,26,30002,"9001, 28, 1, 0",0,"0, 0, 0, 0",0,-1,0,false,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207
1001755,786,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2,0,1,50,3,2,2,1,75,178,7,0,0,0,1,178,0,1,1,0,0,50,1,75,0,0,0,57,30002,"0, 0, 0, 0",0,"0, 0, 0, 0",0,-1,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349
1001756,784,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,4,1,1,25,8,3,5,1,51,145,7,0,0,0,4,145,0,5,2,0,0,50,1,50,0,0,0,59,30002,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320
1001757,926,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,5,0,1,50,10,2,5,1,38,7,7,0,0,0,1,7,131,5,1,0,0,100,0,0,0,0,0,93,30002,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300
1001758,927,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,0,1,50,1,5,11,129,155,0,26,49,0,0,5,0,2,0,1,0,0,100,0,50,0,0,0,93,30002,"0, 0, 0, 0",0,"0, 0, 0, 0",0,-1,0,false,0,0,0,0,402286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301
1001759,898,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,5,0,1,50,10,3,12,1,189,37,12,0,0,0,0,37,131,3,1,3,0,50,0,25,0,0,0,52,0,"9006, 1, 1, 0",0,"0, 0, 0, 0",0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001760,898,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,4,1,1,25,8,4,4,1,33,14,114,0,0,0,3,14,133,1,3,3,0,50,1,25,0,0,0,52,0,"9001, 38, 1, 0",0,"9001, 37, 1, 0",0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001761,898,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,3,0,1,50,6,4,8,1,30,99,12,0,0,0,5,99,130,1,1,3,0,50,1,25,0,0,0,51,30002,"9001, 9, 1, 0",0,"0, 0, 0, 0",0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350
1001762,784,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,0,1,50,1,1,7,1,44,38,6,0,0,0,3,38,4,2,1,0,0,50,0,50,0,0,0,52,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001763,798,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,1,1,75,1,2,4,1,35,44,6,0,0,0,4,44,132,3,0,0,0,25,0,50,0,0,0,51,30002,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351
1001764,923,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,3,0,1,50,6,1,4,1,184,5,15,0,0,0,3,5,133,3,1,0,0,50,1,50,0,0,0,52,0,"9001, 30, 1, 0",0,"9001, 48, 1, 0",0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001765,923,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,3,1,1,50,6,2,8,1,92,15,53,0,0,0,3,15,133,0,3,3,0,50,1,75,0,0,0,52,30002,"9001, 30, 1, 0",0,"9001, 48, 1, 0",0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278
1001766,785,false,590283,65930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,0,1,50,1,3,5,129,5,57,6,151,0,0,0,57,0,1,2,3,0,50,0,50,0,0,0,51,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001767,811,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,3,1,1,75,6,1,2,1,4,15,122,0,0,0,2,15,130,5,0,0,0,50,1,25,0,0,0,52,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001768,812,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,1,1,75,1,3,9,1,9,28,6,0,0,0,2,28,0,4,0,0,0,25,0,25,0,0,0,51,30002,"0, 0, 0, 0",0,"0, 0, 0, 0",0,65561,6,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281
1001769,836,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,0,1,50,1,3,3,1,170,38,4,0,0,0,5,38,3,3,2,3,0,50,0,50,0,0,0,52,30002,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352
1001770,787,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,1,4,50,1,1,1,1,44,5,6,0,0,0,1,5,0,0,3,2,0,75,0,25,0,0,0,0,30002,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,false,74541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353
1001771,786,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,3,0,1,75,6,2,4,1,4,15,4,0,0,0,0,15,130,2,1,2,0,50,1,50,0,0,0,51,30002,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354
1001772,787,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,0,4,50,1,1,1,1,170,59,55,0,0,0,4,59,132,0,2,0,0,75,0,50,0,0,0,0,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,false,74537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001773,815,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,1,1,75,1,5,1,1,93,59,31,0,0,0,0,59,2,4,0,0,0,50,0,25,0,0,0,125,30002,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355
1001774,804,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,0,1,50,1,2,6,1,13,59,39,0,0,0,5,59,2,5,3,1,0,50,0,75,0,0,0,52,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001775,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,4,0,1,50,7,1,1,1,1,182,2,0,0,0,0,182,0,0,0,0,0,100,1,50,0,0,0,0,0,"201, 10, 1, 0",0,"101, 11, 1, 0",0,65578,0,false,65578,0,65578,0,65578,0,65578,0,0,0,0,0,0,0,0,0,0,0,0,0
1001776,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2,0,1,50,4,102,4,1,36,69,15,0,0,0,0,69,0,0,0,0,0,0,1,50,0,0,0,0,0,"1001, 2, 1, 0",0,"0, 0, 0, 0",0,65576,0,false,65576,0,65576,0,65576,0,65576,0,0,0,0,0,0,0,0,0,0,0,0,0
1001777,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,0,1,50,1,1,1,1,152,38,39,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,"504, 1, 1, 0",0,"0, 0, 0, 0",0,65572,0,false,65572,0,65572,0,65572,0,65572,0,0,0,0,0,0,0,0,0,0,0,0,0
1001778,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,5,0,1,50,9,1,1,1,42,38,180,0,3,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,"401, 7, 1, 0",0,"0, 0, 0, 0",0,65573,0,false,65573,0,65573,0,65573,0,65573,0,0,0,0,0,0,0,0,0,0,0,0,0
1001779,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,3,1,1,50,6,101,2,1,20,13,73,0,3,0,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,"801, 6, 1, 0",0,"0, 0, 0, 0",0,65575,0,false,65575,0,65575,0,65575,0,65575,0,0,0,0,0,0,0,0,0,0,0,0,0
1001780,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,1,1,50,1,1,8,1,13,38,5,0,2,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,"304, 1, 1, 0",0,"354, 1, 1, 0",0,65580,0,false,65580,0,65580,0,65580,0,65580,0,0,0,0,0,0,0,0,0,0,0,0,0
1001781,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2,1,1,50,3,3,3,1,162,3,13,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,"603, 1, 1, 0",0,"698, 4, 1, 0",0,65577,0,false,65577,0,65577,0,65577,0,65577,0,0,0,0,0,0,0,0,0,0,0,0,0
1001782,783,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,0,1,50,1,1,12,1,82,5,4,0,0,0,3,5,4,4,0,3,0,75,0,25,0,0,0,139,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001783,783,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,0,1,25,1,1,2,1,82,59,149,0,0,0,0,59,0,5,3,0,0,50,0,50,0,0,0,139,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001784,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001785,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001786,785,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,4,1,1,75,7,2,7,129,61,149,52,56,0,0,2,149,1,0,2,128,24,50,1,75,0,0,0,140,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001787,808,false,917504,262158,262162,262161,262159,262163,262160,262561,590570,65779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,3,0,1,50,5,2,4,1,16,38,1,0,0,0,0,38,130,5,2,1,0,50,1,50,0,0,0,0,30025,"0, 0, 0, 0",0,"0, 0, 0, 0",0,14024709,0,false,65569,11,8585221,9,4521991,0,2359321,0,0,0,0,0,0,0,0,0,0,0,0,0
1001788,784,false,393225,66229,65595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,5,0,1,75,9,3,12,1,20,59,179,0,0,0,3,59,1,2,2,1,0,25,0,25,1,7,0,140,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
