Index,0 [0x6][0x0],1 [0x3][0x4c],2 [0x6][0x4],3 [0x3][0x4d],4 [0x6][0x8],5 [0x3][0x4e],6 [0x6][0xc],7 [0x3][0x4f],8 [0x6][0x10],9 [0x3][0x50],10 [0x6][0x14],11 [0x3][0x51],12 [0x6][0x18],13 [0x3][0x52],14 [0x6][0x1c],15 [0x3][0x53],16 [0x6][0x20],17 [0x3][0x54],18 [0x6][0x24],19 [0x3][0x55],20 [0x6][0x28],21 [0x3][0x56],22 [0x6][0x2c],23 [0x3][0x57],24 [0x3][0x58],25 [0x5][0x38],26 [0x19][0x59],27 [0x5][0x3a],28 [0x5][0x3c],29 [0x5][0x3e],30 [0x5][0x40],31 [0x5][0x42],32 [0x5][0x44],33 [0x5][0x46],34 [0x5][0x48],35 [0x5][0x4a],36 [0x1a][0x59],37 [0x1b][0x59],38 [0x6][0x30],39 [0x6][0x34]
629,5,42,2825,1,5328,1,5335,1,5282,1,5359,1,0,0,0,0,0,0,0,0,4,5,2,5,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
630,5,42,3176,1,5328,2,5327,1,5337,1,5065,1,0,0,0,0,0,0,0,0,4,5,2,5,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
631,5,42,3421,1,5328,1,5327,1,5337,1,5282,1,5058,1,0,0,0,0,0,0,4,5,2,5,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
632,5,42,3645,1,5282,1,5277,1,5328,1,5321,1,0,0,0,0,0,0,0,0,4,5,2,5,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
633,5,42,3172,1,5328,2,5337,1,5277,1,5321,1,0,0,0,0,0,0,0,0,4,5,2,5,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
634,5,42,3429,1,5328,1,5335,1,5280,2,0,0,0,0,0,0,0,0,0,0,4,5,2,5,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
635,5,42,2832,1,5328,1,5337,1,5360,1,5063,1,0,0,0,0,0,0,0,0,4,5,2,5,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
636,5,43,3647,1,5328,1,5337,1,5282,1,5065,1,0,0,0,0,0,0,0,0,4,5,2,5,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
637,5,43,3648,1,5328,2,5337,1,5280,1,5343,1,0,0,0,0,0,0,0,0,4,5,2,5,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
638,5,43,3427,1,5328,1,5337,1,5282,1,5322,1,5099,1,0,0,0,0,0,0,4,5,2,5,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
639,5,43,3178,1,5328,3,5337,1,5280,1,5321,1,0,0,0,0,0,0,0,0,4,5,2,5,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
640,5,43,5329,1,5347,2,5349,1,5522,1,0,0,0,0,0,0,0,0,0,0,4,5,-1,0,0,0,true,50,100,50,0,0,0,0,0,0,true,true,0,0
641,5,43,2835,1,5329,1,5337,1,5277,1,0,0,0,0,0,0,0,0,0,0,4,5,2,5,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
642,5,44,2837,1,5329,1,5337,1,5277,1,0,0,0,0,0,0,0,0,0,0,4,5,2,5,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
643,5,44,3187,1,5328,2,5327,1,5337,1,5517,1,0,0,0,0,0,0,0,0,4,5,2,5,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
644,5,44,2854,1,5328,2,5337,2,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,5,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
645,5,44,3188,1,5328,2,5337,1,5285,1,5059,1,0,0,0,0,0,0,0,0,4,5,2,5,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
646,5,44,2852,1,5329,2,5337,1,5360,1,5066,1,0,0,0,0,0,0,0,0,4,5,2,5,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
647,5,44,3185,1,5329,3,5337,2,5066,1,0,0,0,0,0,0,0,0,0,0,4,5,2,5,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
648,5,44,3442,1,5328,2,5337,1,5285,1,0,0,0,0,0,0,0,0,0,0,4,5,2,5,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
649,5,45,3193,1,5328,3,5327,1,5337,1,0,0,0,0,0,0,0,0,0,0,4,6,2,5,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
650,5,45,3456,1,5329,2,5328,1,5337,1,0,0,0,0,0,0,0,0,0,0,4,6,2,5,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
651,5,45,3201,1,5329,2,5337,1,5282,1,5322,1,0,0,0,0,0,0,0,0,4,6,2,5,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
652,5,45,2882,1,5329,1,5337,1,5282,1,5359,1,0,0,0,0,0,0,0,0,4,6,2,5,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
653,5,45,3205,1,5329,2,5337,1,5348,1,5059,1,0,0,0,0,0,0,0,0,4,6,2,5,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
654,5,45,3454,1,5329,1,5328,1,5337,1,5285,1,5065,1,0,0,0,0,0,0,4,6,2,5,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
655,5,45,3680,1,5329,1,5337,1,5282,1,5066,1,0,0,0,0,0,0,0,0,4,6,2,5,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
656,5,46,3678,1,5282,2,5329,1,5322,1,0,0,0,0,0,0,0,0,0,0,4,6,2,5,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
657,5,46,2886,1,5329,1,5337,1,5348,1,5359,1,0,0,0,0,0,0,0,0,4,6,2,5,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
658,5,46,3681,1,5329,2,5337,1,5282,1,5343,1,0,0,0,0,0,0,0,0,4,6,2,5,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
659,5,47,3467,1,5329,1,5337,1,5282,2,0,0,0,0,0,0,0,0,0,0,4,6,2,5,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
660,5,47,2891,1,5329,1,5337,1,5359,1,5065,1,0,0,0,0,0,0,0,0,4,6,2,5,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
661,5,48,3211,1,5329,3,5337,1,5282,1,5322,1,0,0,0,0,0,0,0,0,4,6,2,6,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
662,5,48,3473,1,5329,1,5337,1,5285,1,5322,1,5094,1,0,0,0,0,0,0,4,6,2,6,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
663,3,1,5062,1,5106,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-1,0,0,0,true,50,100,67,0,0,0,0,0,0,true,true,0,0
664,3,2,1681,1,5432,2,5318,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
665,3,3,2056,1,5197,1,5432,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
666,3,4,5086,1,5062,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-1,0,0,0,true,50,100,67,0,0,0,0,0,0,true,true,0,0
667,3,5,2106,1,5197,1,5433,1,5432,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
668,3,5,4305,1,5062,2,5275,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
669,3,5,4091,1,5062,1,5086,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
670,3,6,5258,1,5228,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-1,0,0,0,true,50,100,67,0,0,0,0,0,0,true,true,0,0
671,3,6,4197,1,5062,1,5258,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
672,3,7,4422,1,5062,1,5258,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
673,3,7,4421,1,5432,1,5258,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
674,3,8,2443,1,5062,1,5258,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
675,3,8,4306,1,5433,2,5086,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
676,3,9,4307,1,5062,2,5276,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
677,3,9,2107,1,5197,1,5434,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
678,3,10,2057,1,5197,1,5062,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
679,3,10,4093,1,5433,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
680,3,10,1683,1,5434,2,5318,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
681,3,11,4198,1,5062,2,5258,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
682,3,12,2058,1,5197,1,5056,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
683,3,12,2445,1,5442,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
684,3,13,5169,1,5128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-1,0,0,0,true,50,100,67,0,0,0,0,0,0,true,true,0,0
685,3,13,5170,1,5129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-1,0,0,0,true,50,100,67,0,0,0,0,0,0,true,true,0,0
686,3,13,5173,1,5132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-1,0,0,0,true,50,100,67,0,0,0,0,0,0,true,true,0,0
687,3,13,2108,1,2106,1,5433,1,5442,2,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,150,75,100,0,0,0,0,0,0,false,true,0,0
688,3,14,5063,1,5106,2,5110,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-1,0,0,0,true,50,100,67,0,0,0,0,0,0,true,true,0,0
689,3,14,5172,1,5131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-1,0,0,0,true,50,100,67,0,0,0,0,0,0,true,true,0,0
690,3,14,5171,1,5130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-1,0,0,0,true,50,100,67,0,0,0,0,0,0,true,true,0,0
691,3,14,5174,1,5133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-1,0,0,0,true,50,100,67,0,0,0,0,0,0,true,true,0,0
692,3,14,2668,1,5063,1,5512,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
693,3,14,2059,1,5056,1,5197,1,5063,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
694,3,15,5087,1,5063,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-1,0,0,0,true,50,100,58,0,0,0,0,0,0,true,true,0,0
695,3,15,4204,1,5063,1,5442,1,5276,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
696,3,15,4309,1,5063,2,5276,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
697,3,15,4094,1,5063,1,5087,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
698,3,16,2444,1,5442,1,5258,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
699,3,16,4095,1,5063,1,5087,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
700,3,17,4311,1,5442,2,5334,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
701,3,17,4205,1,5063,1,5258,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
702,3,17,2109,1,2107,1,5434,2,5258,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,150,75,100,0,0,0,0,0,0,false,true,0,0
703,3,18,2685,1,5169,1,5063,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
704,3,18,2687,1,5170,1,5063,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
705,3,18,2693,1,5173,1,5063,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
706,3,19,2691,1,5172,1,5063,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
707,3,19,2689,1,5171,1,5063,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
708,3,19,2695,1,5174,1,5063,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
709,3,19,4100,1,5460,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
710,3,19,2111,1,5197,1,5435,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
711,3,20,5259,1,5229,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-1,0,0,0,true,50,100,58,0,0,0,0,0,0,true,true,0,0
712,3,20,2061,1,2057,1,5063,1,5258,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,150,75,100,0,0,0,0,0,0,false,true,0,0
713,3,20,4430,1,5063,1,5258,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
714,3,20,4431,1,5063,1,5258,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
715,3,21,4313,1,5063,2,5276,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
716,3,21,4433,1,5460,1,5259,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
717,3,21,4209,1,5063,2,5258,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
718,3,22,5199,1,5153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-1,0,0,0,true,50,100,58,0,0,0,0,0,0,true,true,0,0
719,3,22,5203,1,5157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-1,0,0,0,true,50,100,58,0,0,0,0,0,0,true,true,0,0
720,3,22,5202,1,5156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-1,0,0,0,true,50,100,58,0,0,0,0,0,0,true,true,0,0
721,3,22,2446,1,5063,1,5259,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
722,3,23,5201,1,5155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-1,0,0,0,true,50,100,58,0,0,0,0,0,0,true,true,0,0
723,3,23,5200,1,5154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-1,0,0,0,true,50,100,58,0,0,0,0,0,0,true,true,0,0
724,3,23,5198,1,5152,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-1,0,0,0,true,50,100,58,0,0,0,0,0,0,true,true,0,0
725,3,23,5064,1,5113,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-1,0,0,0,true,50,100,58,0,0,0,0,0,0,true,true,0,0
726,3,23,2063,1,5200,1,5277,1,5435,1,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
727,3,24,5088,1,5064,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-1,0,0,0,true,50,100,58,0,0,0,0,0,0,true,true,0,0
728,3,24,2447,1,5057,1,5259,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
729,3,24,2728,1,5064,1,5512,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
730,3,24,4211,1,5064,1,5435,1,5277,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
731,3,25,2731,1,2728,1,5064,1,5512,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,false,150,75,100,0,0,0,0,0,0,false,true,0,0
732,3,25,2066,1,5199,1,5435,1,5063,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
733,3,25,2118,1,2111,1,5435,2,5493,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,false,150,75,100,0,0,0,0,0,0,false,true,0,0
734,3,25,4315,1,5064,2,5277,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
735,3,25,4103,1,5064,1,5088,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
736,3,25,4105,1,5064,1,5088,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
737,3,26,4213,1,5064,1,5259,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
738,3,26,4439,1,5064,1,5259,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
739,3,26,4440,1,5064,1,5259,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
740,3,26,4317,1,5435,2,5335,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
741,3,26,2069,1,5197,1,5064,1,5527,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
742,3,26,2448,1,5064,1,5259,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
743,3,27,4320,1,5169,1,5064,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
744,3,27,4109,1,5169,2,5064,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
745,3,27,4322,1,5170,1,5064,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
746,3,27,4111,1,5170,2,5064,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
747,3,27,4214,1,5169,2,5064,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
748,3,27,4442,1,5169,1,5064,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
749,3,27,4216,1,5170,2,5064,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
750,3,27,4444,1,5170,1,5064,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
751,3,28,4328,1,5173,1,5064,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
752,3,28,4117,1,5173,2,5064,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
753,3,28,4330,1,5174,1,5064,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
754,3,28,4119,1,5174,2,5064,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
755,3,28,4222,1,5173,2,5064,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
756,3,28,4450,1,5173,1,5064,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
757,3,28,4224,1,5174,2,5064,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
758,3,28,4452,1,5174,1,5064,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
759,3,29,4326,1,5172,1,5064,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
760,3,29,4115,1,5172,2,5064,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
761,3,29,4220,1,5172,2,5064,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
762,3,29,4448,1,5172,1,5064,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
763,3,30,5260,1,5231,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,-1,0,0,0,true,50,100,58,0,0,0,0,0,0,true,true,0,0
764,3,30,4324,1,5171,1,5064,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
765,3,30,4113,1,5171,2,5064,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
766,3,30,4218,1,5171,2,5064,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
767,3,30,4446,1,5171,1,5064,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
768,3,31,4332,1,5064,2,5277,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
769,3,31,4121,1,5436,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
770,3,31,4454,1,5436,1,5260,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
771,3,31,4226,1,5064,2,5260,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
772,3,31,2121,1,5197,1,5436,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
773,3,32,5180,1,5139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,-1,0,0,0,true,50,100,50,0,0,0,0,0,0,true,true,0,0
774,3,32,5179,1,5138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,-1,0,0,0,true,50,100,50,0,0,0,0,0,0,true,true,0,0
775,3,32,5175,1,5134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,-1,0,0,0,true,50,100,50,0,0,0,0,0,0,true,true,0,0
776,3,32,5176,1,5135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,-1,0,0,0,true,50,100,50,0,0,0,0,0,0,true,true,0,0
777,3,32,5178,1,5137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,-1,0,0,0,true,50,100,50,0,0,0,0,0,0,true,true,0,0
778,3,32,5177,1,5136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,-1,0,0,0,true,50,100,50,0,0,0,0,0,0,true,true,0,0
779,3,32,2449,1,5447,1,5260,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
780,3,33,2745,1,5180,1,5064,3,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,3,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
781,3,33,2743,1,5179,1,5064,3,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,3,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
782,3,33,2735,1,5175,1,5064,3,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,3,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
783,3,33,2737,1,5176,1,5064,3,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,3,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
784,3,33,2741,1,5178,1,5064,3,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,3,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
785,3,33,2739,1,5177,1,5064,3,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,3,0,0,false,100,100,100,0,0,0,0,0,0,true,true,0,0
786,3,34,5065,1,5114,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,-1,0,0,0,true,50,100,50,0,0,0,0,0,0,true,true,0,0
