Index,0 [0x7][0xc],1 [0x0][0x8],2 [0x0][0x0],3 [0x0][0x4]
2093,24,"","Historisches Amdapor","-"
2094,24,"","Ephemeriden","-"
2095,24,"","Sphärentafeln","-"
2096,24,"","Hohe Jagd","-"
2097,24,"","Hochwild","-"
2098,24,"","Götterdämmerung - Ramuh","-"
2099,24,"","Zenit der Götter - Ramuh","-"
2100,24,"","Syrcus-Turm","-"
2101,24,"","Bahamut 2 - Epischer Vorstoß","-"
2102,24,"","Carteneauer Front","-"
2103,24,"","Schiffbrecher-Insel","-"
2104,24,"","Front (PvP)","-"
2105,24,"","Niedrige Stufe","-"
2106,24,"","Experte","-"
2107,24,"","Hohe Stufe","-"
2108,24,"","Verschlungene Schatten - Finale","-"
2109,24,"","Götterdämmerung - Shiva","-"
2110,24,"","Zenit der Götter - Shiva","-"
2111,24,"","Schneekleid","-"
2112,24,"","Drachenhals-Kolosseum","-"
2113,24,"","Lieferauftrag","-"
2114,24,"","Jenseits Urths Quelle","-"
2115,24,"","Die Welt der Dunkelheit","-"
2116,24,"","Die Äußeren Ruinen","-"
2117,24,"","(Sicherung)","-"
2118,24,"","(Vernichtung)","-"
2119,24,"","Hüter des Sees","-"
2120,24,"","Revanche in den Ruinen","-"
2121,24,"","Ascian","-"
2122,24,"","das Nichts","-"
2123,24,"","Große Gubal-Bibliothek","-"
2124,24,"","Nimmerreich","-"
2125,24,"","Erzbasilika","-"
2126,24,"","Fraktal-Kontinuum","-"
2127,24,"","Abendrot-Wacht","-"
2128,24,"","Sohm Al","-"
2129,24,"","Ätherochemisches Forschungslabor","-"
2130,24,"","Nest des Drachen","-"
2131,24,"","Götterdämmerung - Ravana","-"
2132,24,"","Zenit der Götter - Ravana","-"
2133,24,"","Götterdämmerung - Bismarck","-"
2134,24,"","Zenit der Götter - Bismarck","-"
2135,24,"","Robbenholm","-"
2136,24,"","(Eroberung)","-"
2137,24,"","Alexander","-"
2138,24,"","Alexander (episch)","-"
2139,24,"","Gordios","-"
2140,24,"","Chrysalis (normal)","-"
2141,24,"","Der Schicksalsweg (normal)","-"
2142,24,"","Singularitäts-Reaktor (normal)","-"
2200,49,"Mount","【Reittiere】","Reittiere"
2201,50,"ClassJob[1-33]","【Charakterklassen】","Charakterklassen"
2202,51,"PlaceName[20-37,39-59,61-65,67-67,94-94,107-107,123-123,129-129,140-140,154-154,184-184,206-206,216-216,218-218,223-223,237-237,239-239,271-271,290-290,300-300,313-313,323-323,325-325,331-331,337-337,350-350,357-361,386-386,388-388,392-392,406-406,411-411,425-427,440-440,459-459,462-462,477-477,497-498,694-694,1301-1305,1334-1334,1363-1363,1374-1374,1390-1390,1399-1399,1406-1410,1484-1484,1500-1500,2000-2002,2018-2018,2025-2025,2042-2042,2046-2046,2081-2082,2100-2101,2116-2116,2123-2123,2131-2131,2200-2200,2204-2204,2300-2301]","【Ortschaften】","Ortschaften"
2203,52,"Race","【Völker】","Völker"
2204,53,"Tribe","【Volksstämme】","Volksstämme"
2205,54,"GuardianDeity[1-12]","【Schutzgötter】","Schutzgötter"
2206,55,"GeneralAction[1-10,12-22]","【Allgemeine Kommandos】","Allgemeine Kommandos"
2207,56,"Action[9-191,197-208,210-222,224-228,231-239,241-244,252-252,260-260,276-279,281-281,283-297,299-300,2135-2135,2240-2252,2254-2272,2864-2890,3359-3362,3487-3487,3538-3587,3590-3643,4072-4087,4095-4097,4100-4100,4102-4106,4179-4179,4238-4248,4262-4262,4401-4406,4560-4560]","【Kommandos - Krieger & Magier】","Kommandos - Krieger & Magier"
2208,57,"CraftAction[100001-100010,100020-100020,100033-100033,100036-100036,100039-100039,100050-100050,100063-100063,100066-100066,100069-100069,100083-100083,100095-100095,100098-100098,100108-100108,100120-100120,100128-100128,100136-100137,100145-100145,100153-100153,100161-100161,100169-100169,100177-100187]","【Kommandos - Handwerker】","Kommandos - Handwerker"
2209,58,"BuddyAction","【Kommandos - Mitstreiter】","Kommandos - Mitstreiter"
2210,59,"PetAction[1-35,37-39]","【Kommandos - Familiare】","Kommandos - Familiare"
2211,60,"Weather[col-1,1-11,14-17,19-20,22-23,25-25,29-29,35-36,40-40,49-51]","【Wetter】","Wetter"
2212,61,"MainCommand[col-4,1-36,41-42,44-44,56-62,64-99]","【Hauptmenü】","Hauptmenü"
2213,62,"TextCommand[col-8,col-5,100-211,213-321,323-699]","【Textkommandos】","Textkommandos"
2214,63,"Action[1558-1609]","【PvP-Kommandos】","PvP-Kommandos"
2215,64,"Pet[col-1,1-9]","【Familiare】","Familiare"
2216,65,"Companion[noun,1-67,71-174]","【Begleiter】","Begleiter"
3000,25,"@","【Gold Saucer】","Gold Saucer."
3001,25,"","Chocobo-Rennen","-"
3002,25,"","Renn-Chocobo","-"
3003,25,"","Jung-Chocobo","-"
3004,25,"","Chocobo im Ruhestand","-"
3005,25,"","Paarung","-"
3006,25,"","Wertung","-"
3007,25,"","Zuchtqualität","-"
3008,25,"","Zufallsstrecke","-"
3009,25,"","Sagolii-Straße","-"
3010,25,"","Pfad der Seelenruhe","-"
3011,25,"","Triple Triad","-"
3012,25,"","Karte","-"
3013,25,"","Kartentyp","-"
3014,25,"","Seltenheit","-"
3015,25,"","Partie","-"
3016,25,"","Wettkampf","-"
3017,25,"","Turnier","-"
3018,25,"","Punkte","-"
3019,25,"","Regelvarianten","-"
3020,25,"","Tagesregeln","-"
3021,25,"","Match-Regeln","-"
3022,25,"","Turnier-Regeln","-"
3023,25,"","Alle offen","-"
3024,25,"","Drei offen","-"
3025,25,"","Gleich","-"
3026,25,"","Verlängerung","-"
3027,25,"","Plus","-"
3028,25,"","Zufallshand","-"
3029,25,"","Ordnung","-"
3030,25,"","Chaos","-"
3031,25,"","Umkehrung","-"
3032,25,"","Assfresser","-"
3033,25,"","Bonus","-"
3034,25,"","Malus","-"
3035,25,"","Tauschen","-"
3036,25,"","Zufällig","-"
3037,25,"","Deck","-"
3038,25,"","Gewünschte Regel","-"
3039,25,"","GATE","-"
3040,25,"","Glückskaktor","-"
3041,25,"","Jumbo-Glückskaktor","-"
3042,25,"","Mini-Glückskaktor","-"
3043,25,"","Gewinnzahl","-"
