Index,0 [0x9][0x0],1 [0x9][0x4],2 [0x9][0x8],3 [0x9][0xc],4 [0x9][0x10],5 [0x6][0x24],6 [0x7][0x14],7 [0x7][0x18],8 [0x7][0x1c],9 [0x7][0x20]
4101455,74.2227,55.9169,223.944,-3.10824,18.277,40,0,15,0,134
4101464,71.1579,49.0624,133.827,-2.39137,28.9502,40,0,15,0,134
4101475,13.8059,49.7012,15.8275,-3.03583,10.8337,40,0,15,0,134
4101479,1.25685,44.6917,134.309,1.92059,10.3543,40,0,15,0,134
4101480,69.0791,48.584,128.094,0.225724,10.6689,40,0,15,0,134
4101483,-253.895,14.6943,2.48718,-1.11834,1.0,8,1004669,6,0,153
4101486,23.2145,44.8766,127.931,-2.43326,1.0,40,0,15,0,134
4101490,-141.637,4.09995,-114.663,0.79504,1.0,8,1004576,13,0,130
4101491,70.006,46.3702,137.089,-1.88478,6.0,9,1192,15,0,134
4101525,91.7762,3.99987,-108.843,-0.688554,1.0,49,5000000,13,0,182
4101535,8.53425,3.99999,-143.522,0.0,1.36172,49,5000000,13,0,182
4101537,42.2248,4.0,-160.709,-0.256583,7.2309,49,5000000,13,0,182
4101587,40.425,4.0,-150.448,-0.282841,7.17839,49,5000000,13,0,182
4101645,-541.161,-5.2567,46.1122,0.0,1.0,45,2001657,22,0,145
4101646,-541.174,-5.15356,46.0633,0.0,1.0,45,2001658,22,0,145
4101648,183.389,3.431,-339.999,0.785398,0.5,5,0,22,0,268
4101650,33.92,4.1,-152.059,-0.229549,3.22808,49,5000000,13,0,182
4101651,188.906,3.18092,-340.512,-0.785398,0.5,5,0,22,0,268
4101669,42.6959,4.0,-149.344,-1.83566,0.304104,40,0,13,0,182
4101680,87.4625,3.99984,-114.765,-2.14535,0.5,5,0,13,0,182
4101681,13.33,3.99999,-143.992,1.42725,0.5,5,0,13,0,182
4101683,-504.936,-16.2202,-3.68873,-1.2212,1.0,8,1003969,22,0,145
4101685,40.3207,4.0,-155.405,-0.33902,0.5,5,0,13,0,182
4101691,40.2113,4.0,-151.389,-0.251583,0.5,5,0,13,0,182
4101744,-58.6315,20.5852,-0.0174684,0.0,1.0,49,5000000,11,0,181
4101746,22.5209,22.1533,0.035466,0.0,1.0,49,5000000,11,0,181
4101761,-50.8621,19.2845,-0.123448,-1.62619,0.5,5,0,11,0,181
4101763,14.5478,20.0,0.0676063,1.55942,0.5,5,0,11,0,181
4101785,-46.666,22.3272,-0.356874,0.0,9.34498,49,5000000,11,0,181
4101786,570.557,65.6747,-208.571,0.0,3.0,51,0,16,0,135
4101787,9.78628,3.98254,-148.151,0.908689,1.0,8,1004577,13,0,182
4101788,597.97,72.3778,-273.251,0.0,3.0,51,0,16,0,135
4101789,94.4302,3.98254,-113.903,-2.50546,1.0,8,1004578,13,0,182
4101796,47.6844,3.98254,-158.984,-0.40723,1.0,8,1004579,13,0,182
4101797,-46.982,20.0,-0.0628203,1.56803,0.5,5,0,11,0,181
4101798,-187.633,3.82814,-181.774,0.0,1.0,66,0,23,0,146
4101800,-53.7963,20.2096,3.25262E-4,1.56988,1.0,40,0,11,0,181
4101831,-41.0257,21.6945,-4.89917,0.0,3.40307,49,5000000,11,0,181
4101848,581.938,83.8944,-330.101,0.0,3.0,51,0,16,0,135
4101852,573.097,90.2551,-419.434,0.0,3.0,51,0,16,0,135
4101853,-195.093,4.17612,-206.037,0.0,1.0,66,0,23,0,146
4101886,-206.078,10.1763,-269.775,0.0,1.0,66,0,23,0,146
4101894,-146.921,12.856,-259.382,0.0,1.0,66,0,23,0,146
4101897,-113.188,17.8243,-264.92,0.0,1.0,66,0,23,0,146
4101967,-0.0967906,21.8628,19.858,0.0,3.09948,49,5000000,11,0,181
4101970,0.0720924,43.081,-22.4096,0.0,4.5696,49,5000000,11,0,181
4101973,-18.6174,42.058,7.6425,0.365605,1.0,49,5000000,11,0,181
4101979,0.10021,42.2623,20.6472,0.0,4.17979,49,5000000,11,0,181
4101982,-0.132215,20.0,14.5687,0.0,0.5,5,0,11,0,181
4101984,0.0227886,41.8014,-17.6299,3.13016,0.5,5,0,11,0,181
4101985,-13.7672,40.0006,5.7593,-1.15988,0.5,5,0,11,0,181
4101988,0.165315,39.5176,16.0216,-0.0125633,0.5,5,0,11,0,181
4102000,8.21937,40.0,17.7716,-3.04863,1.0,8,1003597,11,0,128
4102002,-418.541,-0.187771,-280.379,-1.39445,1.0,8,1003975,22,0,145
4102003,-549.023,4.78759,-266.744,0.825246,1.0,8,1003976,22,0,145
4102007,-12.0616,40.0005,11.4723,-0.463121,1.0,8,1000975,11,0,181
4102012,-420.504,-0.41492,-280.639,1.38677,6.0,9,18,22,0,145
4102013,-419.307,-0.205972,-278.424,2.61038,6.0,9,19,22,0,145
4102016,-421.562,-0.485484,-278.404,0.0,10.0009,49,5000000,22,66157,145
4102031,3.26735,40.0005,-11.9111,-1.38961,1.0,8,1000988,11,0,181
4102033,-3.27503,20.0,18.3762,3.00486,1.0,8,1001030,12,0,181
4102036,16.4293,19.9978,5.74547,-1.42683,1.0,8,1003273,12,0,181
4102038,-57.0506,18.0,-4.16504,0.0,1.0,8,1000886,12,0,181
4102039,-39.8413,20.0,-4.95192,-0.937375,1.0,8,1001028,12,0,181
4102066,18.3608,41.265,-5.666,0.320958,7.76753,49,5000000,11,0,181
4102071,-203.155,3.00257,-176.945,0.0,1.0,66,0,23,0,146
4102072,20.2978,40.1999,-6.10238,-1.16564,1.0,8,1002697,11,0,181
4102073,8.52048,39.5176,3.58532,-0.535766,1.0,8,1002698,11,0,181
4102104,-203.358,9.95291,-259.396,0.0,1.0,66,0,23,0,146
4102113,-200.252,-28.3487,324.785,1.92854,1.0,8,1003977,22,0,145
4102115,-442.674,-55.7108,90.9444,-1.17938,1.0,8,1003978,22,0,145
4102116,-444.709,-55.5476,92.0969,0.31871,1.0,8,1004323,22,0,145
4102130,-532.097,-0.106873,-199.847,-1.33329,1.0,8,1004692,22,0,145
4102153,-554.056,4.13215,-258.766,0.629432,1.0,8,1004694,22,0,145
4102177,247.186,76.2145,-302.347,-0.742253,1.0,8,1004746,16,0,222
4102178,246.184,76.2635,-301.278,2.39016,1.0,40,0,16,0,222
4102205,-65.1713,41.9775,-138.567,-2.04353,1.0,8,1002701,11,0,128
4102241,-377.648,-55.7541,108.197,-0.17321,1.0,8,1004324,22,0,145
4102245,-402.457,-57.0841,131.823,1.81632,1.0,8,1004325,22,0,145
4102248,-412.026,-48.1727,102.626,-1.3909,1.0,8,1004327,22,0,145
4102255,-221.451,-30.0728,200.164,-0.452453,1.0,8,1004330,22,0,145
4102289,-210.165,18.421,-283.948,0.537627,8.58014,40,0,23,0,146
4102364,558.565,84.4521,-107.243,0.0,3.0,51,0,16,0,135
4102369,490.637,82.3372,-23.7213,0.0,3.0,51,0,16,0,135
4102398,-213.762,31.0675,-575.265,0.0,50.131,49,5000000,15,0,134
4102399,-317.15,28.3911,-562.559,1.42605,20.869,40,0,15,0,134
4102400,-205.683,31.0733,-586.483,0.0,20.0888,40,0,15,0,134
4102405,-218.264,31.0243,-577.653,0.0,20.3743,40,0,15,0,134
4102406,-220.485,31.604,-592.424,0.0,20.1544,40,0,15,0,134
4102407,-343.153,29.0954,-567.625,0.0,8.13467,40,0,15,0,134
4102415,-314.065,29.4373,-566.841,0.0,1.0,40,0,15,0,134
4102416,-259.649,29.5356,-566.053,0.0,1.0,40,0,15,0,134
4102417,-224.192,31.6108,-583.863,0.0,1.0,40,0,15,0,134
4102418,-195.919,30.5036,-621.601,0.0,1.0,40,0,15,0,134
4102420,668.055,7.29772,533.165,2.24593,1.0,8,1003283,18,0,138
4102421,661.708,7.55316,527.916,-2.55982,1.0,8,1003284,18,0,138
4102426,-3.03656,48.1422,-261.707,0.2908,1.0,8,1003282,11,0,128
4102427,-337.819,29.0851,-570.687,1.33482,6.0,9,1289,15,0,134
4102429,-37.1653,13.4421,110.198,1.309,1.0,45,2001345,14,0,131
4102430,-37.1653,13.4421,110.198,1.309,1.0,45,2001346,14,0,131
4102431,-37.1653,13.4421,110.198,1.309,1.0,45,2001348,14,0,131
4102432,-37.972,13.4421,109.976,1.309,0.5,5,0,14,0,131
4102433,-210.755,31.6121,-622.62,0.244935,5.03628,40,0,15,0,134
4102434,-180.358,31.5802,-616.71,-0.591862,5.00053,40,0,15,0,134
4102438,-213.747,31.18,-586.197,0.0,5.08417,40,0,15,0,134
4102439,-206.649,31.6881,-674.094,0.0,5.10984,40,0,15,0,134
4102539,-462.547,2.21246,98.7411,-0.0573814,6.0,9,805,19,0,139
4102540,-443.311,19.4887,79.2502,-1.69376,6.0,9,806,19,0,139
4102541,-426.341,-1.85069,69.2653,0.529837,6.0,9,807,19,0,139
4102542,-452.293,3.09753,90.7759,-0.301671,6.0,9,808,19,0,139
4102543,-456.352,25.3147,73.7468,1.94574,6.0,9,809,19,0,139
4102544,-462.913,12.0394,78.8738,0.267348,6.0,9,810,19,0,139
4102545,-436.119,-1.95313,117.008,-1.46636,6.0,9,811,19,0,139
4102546,-379.793,-2.25843,181.532,-1.70314,6.0,9,812,19,0,139
4102547,-414.731,-10.8586,217.212,3.08178,6.0,9,813,19,0,139
4102548,-448.417,2.48718,97.0321,0.00867677,6.0,9,816,19,0,139
4102549,-440.668,-10.3523,234.186,1.58736,6.0,9,815,19,0,139
4102550,-395.5,-5.57984,197.573,-1.27299,6.0,9,816,19,0,139
4102552,-455.65,-5.69165,251.514,2.09425,6.0,9,805,19,0,139
4102553,-450.562,16.9043,79.407,-1.90309,6.0,9,806,19,0,139
4102560,-456.586,-3.59213,259.214,3.07398,6.0,9,814,19,0,139
4102561,-462.865,27.4613,73.618,1.92475,6.0,9,817,19,0,139
4102562,-468.186,-12.4715,206.07,0.595844,6.0,9,1307,19,0,139
4102592,-499.277,-0.352156,137.159,0.0,95.7109,49,5000000,19,0,139
4102599,-507.565,-1.58274,112.407,1.34765,6.0,9,1308,19,0,139
4102602,-497.994,-1.1346,115.714,1.34765,6.0,9,1308,19,0,139
4102603,-501.338,-1.119,144.918,1.56495,6.0,9,1308,19,0,139
4102604,-491.788,-1.6787,146.334,1.56495,6.0,9,1308,19,0,139
4102605,-468.744,-7.03273,170.957,0.502359,6.0,9,1308,19,0,139
4102606,-448.326,-7.95484,182.85,0.159666,6.0,9,1308,19,0,139
4102624,-508.005,-1.31957,116.357,-0.207882,3.10407,40,0,19,0,139
4102625,-498.504,-1.35097,119.472,-0.38425,3.1041,40,0,19,0,139
4102626,-501.089,-1.45113,140.694,-2.77587,3.1041,40,0,19,0,139
4102627,-492.067,-2.28841,141.994,3.07252,3.1041,40,0,19,0,139
4102628,-465.223,-7.17022,169.218,2.1191,3.1041,40,0,19,0,139
4102629,-452.024,-8.02038,182.737,-1.85408,3.1041,40,0,19,0,139
4102631,-456.037,-8.71353,193.697,0.0323472,0.623665,40,0,19,0,139
4102633,-533.733,-0.921886,132.752,0.712752,3.10407,40,0,19,0,139
4102635,-431.942,-6.2139,176.541,-2.98325,3.10407,40,0,19,0,139
4102637,-507.678,-0.67116,139.71,2.10179,2.82875,40,0,19,0,139
4102640,-453.668,-7.2387,170.374,2.10179,2.97158,40,0,19,0,139
4102658,-499.792,-0.31218,137.246,0.0,95.6214,49,5000000,19,0,139
4102659,-470.458,-1.17941,121.971,2.34494,2.25455,40,0,19,0,139
4102660,-466.993,-1.17851,118.721,2.34494,2.28406,40,0,19,0,139
4102661,-437.524,-6.51222,162.26,1.88122,2.23758,40,0,19,0,139
4102662,-432.995,-6.00598,161.263,1.68833,2.29853,40,0,19,0,139
4102663,-463.859,-1.17915,116.283,2.34494,1.72878,40,0,19,0,139
4102664,-439.445,-1.79195,112.517,-1.29608,3.10407,40,0,19,0,139
4102665,-428.067,-2.40275,140.59,0.0297745,3.10407,40,0,19,0,139
4102666,-468.424,-1.07843,120.014,-0.719845,2.82875,40,0,19,0,139
4102669,-435.493,-6.23633,161.847,-1.39541,2.82875,40,0,19,0,139
4102670,-435.433,-1.67327,110.009,-1.28311,6.0,9,818,19,0,139
4102686,-456.037,-8.7135,193.697,0.0323479,1.72878,40,0,19,0,139
4102690,-499.648,-1.6451,137.737,0.0,95.5422,49,5000000,19,0,139
4102691,-541.537,31.9007,66.6354,0.523599,6.0,9,819,19,0,139
4102694,-516.205,-1.44996,111.199,0.694162,4.26634,40,0,19,0,139
4102695,-506.456,-1.38086,114.019,-1.36501,3.08868,40,0,19,0,139
4102696,-511.375,-1.22964,120.795,-3.04995,4.26634,40,0,19,0,139
4102697,-515.164,-1.19162,116.633,1.89631,1.16778,40,0,19,0,139
4102698,-456.037,-8.7135,193.697,0.0323479,1.7288,40,0,19,0,139
4102701,-485.04,-2.3249,135.79,0.0,59.697,49,5000000,19,0,139
4102702,-426.0,-2.14626,100.789,-0.349066,6.0,9,1306,19,0,139
4102706,-463.061,-0.602219,105.362,1.71814,4.26634,40,0,19,0,139
4102707,-451.731,0.241664,104.765,-0.134281,3.46683,40,0,19,0,139
4102708,-445.989,-1.33008,113.676,-2.78671,5.09644,40,0,19,0,139
4102709,-461.043,-1.32568,113.16,1.64431,1.73613,40,0,19,0,139
4102710,-456.037,-8.7135,193.697,0.0323479,1.7288,40,0,19,0,139
4102780,-43.4942,84.0,-0.299643,1.3256,1.0,40,0,13,0,130
4102790,-13.3651,92.0,16.3241,-1.97707,1.0,40,0,11,0,128
4102803,9.52075,-21.971,124.071,1.57763,1.0,40,0,2,0,132
4102879,-3.99248,47.2037,54.926,0.0,50.0,49,5000000,15,0,134
4102880,50.4883,44.0763,31.4605,-1.47416,9.59304,40,0,15,0,134
4102881,-57.3783,39.9394,69.204,1.81681,9.20038,40,0,15,0,134
4102882,-4.26166,44.2198,54.3997,0.0,19.5909,40,0,15,0,134
4102883,21.6307,8.35362,-80.0542,-0.258981,11.2103,49,5000000,13,0,182
4102884,0.485221,47.0676,66.6902,-2.73537,6.0,9,1214,15,0,134
4102957,667.682,8.27231,524.048,-2.74001,1.0,40,0,18,0,280
4102965,-166.562,44.1143,-212.676,2.15983,1.0,8,1004746,15,0,214
4102986,658.76,9.54645,489.601,-0.0457031,1.0,40,0,18,0,280
4102991,658.153,9.3843,497.63,0.0580089,6.0,9,906,18,0,280
4102992,653.425,9.48584,503.003,0.597463,6.0,9,907,18,0,280
4102993,652.68,9.49231,504.995,0.83127,6.0,9,907,18,0,280
4102994,655.431,9.35155,500.742,0.597463,6.0,9,907,18,0,280
4102995,668.146,8.50535,520.67,-2.99467,6.0,9,910,18,0,280
4102998,663.792,8.27536,522.181,-2.62366,6.0,9,909,18,0,280
4102999,662.204,9.55998,499.303,0.0,6.0,9,908,18,0,280
4103000,664.095,9.59464,501.046,0.0,6.0,9,908,18,0,280
4103001,666.365,9.64498,501.835,-0.157622,6.0,9,908,18,0,280
4103009,669.561,8.50043,521.309,-2.69571,6.0,9,911,18,0,280
4103010,670.678,8.58052,520.493,-2.99133,6.0,9,912,18,0,280
4103048,680.228,66.3165,-284.056,0.0,50.0,49,5000000,16,0,135
4103055,457.427,68.2527,-123.742,0.0,50.0,49,5000000,16,0,135
4103091,465.431,67.9504,-120.261,-2.1613,30.6031,40,0,16,0,135
4103135,450.171,82.3761,-342.344,0.0,30.0,40,0,16,0,135
4103160,656.355,9.83742,478.749,0.555342,6.0,9,907,18,0,280
4103161,656.455,9.81548,479.152,0.674747,6.0,9,907,18,0,280
4103165,452.843,66.1316,-146.921,0.254065,6.0,9,1212,16,0,135
4103168,660.365,9.88213,477.882,-0.27886,6.0,9,908,18,0,280
4103169,661.008,9.88241,477.533,-0.562625,6.0,9,908,18,0,280
4103170,657.041,9.83291,478.812,0.0,6.0,9,914,18,0,280
4103171,659.755,9.88203,478.054,0.0,6.0,9,915,18,0,280
4103180,660.021,9.50874,497.022,0.0,6.0,9,916,18,0,280
4103186,658.783,9.12245,509.14,3.04556,6.0,9,917,18,0,280
4103187,656.155,8.91247,513.654,2.92906,6.0,9,918,18,0,280
4103188,657.87,9.78319,479.483,0.0869835,6.0,9,913,18,0,280
4103242,703.527,65.7833,-277.526,-1.58825,6.0,9,1217,16,0,135
4103304,114.501,22.8808,674.961,1.56817,1.0,8,1004735,16,0,135
4103305,-200.328,31.0282,-632.948,0.0,6.0,9,1389,15,0,134
4103313,644.343,7.89133,532.163,-1.53334,6.0,9,1247,18,0,280
4103314,639.335,9.27365,516.028,0.543435,6.0,9,1078,18,0,280
4103316,676.578,9.27418,512.735,-2.21704,6.0,9,1247,18,0,280
4103317,673.833,9.48153,511.287,1.01343,6.0,9,1078,18,0,280
4103321,646.906,8.72689,518.037,-2.70086,6.0,9,1248,18,0,280
4103322,643.549,9.10956,515.19,0.913931,6.0,9,1079,18,0,280
4103323,648.368,9.15138,512.116,-2.80838,6.0,9,1249,18,0,280
4103324,646.631,9.32318,509.056,0.317491,6.0,9,1080,18,0,280
4103325,649.853,9.53552,497.802,-0.418914,6.0,9,1249,18,0,280
4103327,649.551,9.52628,500.071,2.53854,6.0,9,1079,18,0,280
4103339,-17.5367,83.0,3.71234,1.71808,1.0,40,0,13,0,130
4103351,-32.9413,83.2,-2.67497,-1.05518,1.0,40,0,13,0,130
4103382,35.1132,-19.0,104.571,3.13329,1.0,40,0,2,0,132
4103392,23.0907,-19.0,115.728,-0.040415,1.0,40,0,2,0,132
4103399,-12.6917,91.4999,-7.60297,2.75875,1.0,40,0,11,0,128
4103402,-24.248,91.9999,3.19462,0.0351501,1.0,40,0,11,0,128
4103438,712.55,68.5462,-304.442,0.0,1.0,40,0,16,0,135
4103440,605.612,23.9362,458.241,-0.93249,1.0,8,1004736,17,0,137
4103445,-257.666,1.64118,305.81,-2.61595,1.0,8,1004737,5,0,152
4103454,-45.3365,84.1123,-0.782598,0.0,1.0,45,2001667,70,0,130
4103464,-364.096,-56.138,120.714,-2.54266,1.0,8,1004739,22,0,145
4103469,-137.896,27.634,-417.899,-1.39254,1.0,8,1004740,23,0,146
4103492,-11.1052,92.0432,17.1846,0.0,1.0,45,2001670,74,0,128
4103494,53.2453,-5.99905,13.033,-1.70047,1.0,8,1004741,4,0,148
4103500,-11.1053,92.0432,17.1847,0.0,1.0,45,2001668,74,0,128
4103502,-11.1053,92.0432,17.1847,0.0,1.0,45,2001669,74,0,128
4103505,88.3034,46.0,-239.444,-0.842325,1.0,8,1004743,20,0,140
4103507,647.029,9.58741,487.687,1.71739,1.0,8,1004745,18,0,138
4103513,42.1616,61.2897,345.397,0.0,51.0,49,5000000,20,0,140
4103514,42.1367,61.2897,345.566,0.0,25.0,40,0,20,0,140
4103517,136.522,57.5811,275.589,0.0,20.0,40,0,20,0,140
4103521,24.6468,54.4864,298.83,0.872665,6.0,9,1219,20,0,140
4103524,54.0056,55.3777,317.365,0.0,2.0,40,0,20,0,140
4103525,37.6795,54.6425,305.217,-2.61799,2.0,40,0,20,0,140
4103548,143.182,57.13,8.69978,0.0,55.0,49,5000000,20,0,140
4103551,106.841,54.6009,-18.4605,0.855211,15.0,40,0,20,0,140
4103553,133.25,57.17,3.34842,0.0,5.0,40,0,20,0,140
4103554,133.031,63.0327,-63.4359,0.0,30.0,40,0,20,0,140
4103556,170.168,52.6697,28.928,-2.30383,7.0,40,0,20,0,140
4103557,155.205,56.67,18.2421,0.0,5.0,40,0,20,0,140
4103558,218.449,52.5148,99.6495,0.0,25.0,40,0,20,0,140
4103559,164.34,55.7235,26.7569,-2.30383,6.0,9,1202,20,0,140
4103561,145.913,57.13,12.9752,0.0,5.0,40,0,20,0,140
4103568,7.17919,-21.938,124.101,-4.79198E-5,0.99176,45,2001666,2,0,132
4103572,7.17919,-21.938,123.765,-4.79198E-5,0.99176,45,2001671,2,0,132
4103575,185.333,51.6895,-91.4064,0.0,50.0,49,5000000,20,0,140
4103578,183.237,51.7027,-90.8127,0.0,30.0,40,0,20,0,140
4103580,73.0237,57.8686,-19.6922,0.0,20.0,40,0,20,0,140
4103581,-353.655,15.0189,-732.148,0.0,40.0,49,5000000,20,0,140
4103646,-382.164,20.134,-708.773,0.0,50.118,49,5000000,20,0,140
4103648,-419.054,44.1759,-707.053,1.29712,5.57648,40,0,20,0,140
4103649,-368.381,14.1953,-717.257,0.0,7.10484,40,0,20,0,140
4103651,-423.024,44.7349,-710.718,0.0,2.48516,40,0,20,0,140
4103652,247.345,14.1624,611.864,-2.16938,1.0,8,1002702,16,0,249
4103658,271.701,10.5659,605.772,-2.10454,6.0,9,941,16,0,249
4103659,240.811,14.0961,602.639,-0.606292,2.25093,49,5000000,16,0,249
4103750,106.462,51.3448,226.095,0.0,60.0,49,5000000,20,0,140
4103751,81.2695,52.3371,212.807,1.32645,15.0,40,0,20,0,140
4103752,106.032,49.9601,225.39,0.0,10.0,40,0,20,0,140
4103753,-116.685,52.5955,299.837,0.0,20.0,40,0,20,0,140
4103755,139.957,52.5386,197.39,0.0,10.0,40,0,20,0,140
4103756,122.272,49.1223,211.114,0.0,10.0,40,0,20,0,140
4103757,193.458,52.0381,171.789,0.0,10.0,40,0,20,0,140
4103760,-12.3446,91.5154,-0.534058,-2.01726,1.0,8,1002703,74,0,128
4103768,51.1114,7.79666,454.198,0.0,6.0,9,1017,5,0,277
4103769,46.5631,7.67023,451.519,0.0,6.0,9,1018,5,0,277
4103770,55.6882,8.06908,451.452,0.0,6.0,9,1019,5,0,277
4103772,51.1655,7.88972,450.445,0.0,1.0,40,0,5,0,277
4103775,50.9509,7.54215,466.746,-3.13481,6.0,9,1020,5,0,277
4103777,51.2112,7.56368,469.617,-3.01822,6.0,9,1022,5,0,277
4103779,55.2835,7.55316,466.972,2.68801,6.0,9,1021,5,0,277
4103781,55.5456,7.51487,470.078,-3.03922,6.0,9,1023,5,0,277
4103782,46.5869,7.53189,470.065,-2.81165,6.0,9,1023,5,0,277
4103786,43.7761,7.06805,491.677,-2.55181,6.0,9,1023,5,0,277
4103787,43.8647,6.83617,492.828,-2.8605,6.0,9,1023,5,0,277
4103788,45.8338,6.91669,491.461,-2.80198,6.0,9,1016,5,0,277
4103791,165.892,14.0959,679.463,0.366435,1.0,40,0,16,0,135
4103793,46.8284,7.83442,466.656,2.50143,6.0,9,1021,5,0,277
4103794,673.63,66.3165,-280.138,0.0,25.0,40,0,16,0,135
4103827,156.543,51.0939,177.107,0.0,6.0,9,1201,20,0,140
4103833,-165.057,39.5125,357.657,0.0,58.0,49,5000000,20,0,140
4103835,-161.475,39.372,357.127,0.0,33.0,40,0,20,0,140
4103837,-127.715,54.2925,290.326,0.0,15.0,40,0,20,0,140
4103838,-204.168,32.7132,370.326,2.96706,6.0,9,1218,20,0,140
4103844,74.6367,57.937,-2.51349,0.0,30.0,49,5000000,20,0,140
4103845,75.8857,57.6862,-8.52111,0.0,15.0,40,0,20,0,140
4103846,149.396,54.4923,-50.7331,0.0,25.0,40,0,20,0,140
4103910,-382.47,23.8991,-542.996,0.0,40.0,49,5000000,20,0,140
4103924,-409.845,24.2859,-480.223,0.0,51.0,49,5000000,20,0,140
4104002,-409.406,24.3603,-481.094,0.0,15.0,40,0,20,0,140
4104030,-479.808,23.2661,-465.895,-0.753106,1.0,40,0,20,0,215
4104061,-184.159,30.0234,-672.957,0.0,1.0,40,0,15,0,134
4104175,-117.822,41.5,132.066,1.309,1.0,45,2001332,73,0,131
4104182,-117.822,41.5,132.066,1.309,1.0,45,2001333,73,0,131
4104183,-117.822,41.5,132.066,1.309,1.0,45,2001334,73,0,131
4104184,-117.822,41.5,132.066,1.309,1.0,45,2001335,73,0,131
4104185,-117.822,41.5,132.066,1.309,1.0,45,2001336,73,0,131
4104186,-117.822,41.5,132.066,1.309,1.0,45,2001337,73,0,131
4104187,-117.822,41.5,132.066,1.309,1.0,45,2001338,73,0,131
4104205,-287.36,14.9749,-254.267,0.0,40.0,49,5000000,20,0,140
4104227,-288.187,14.9749,-259.317,0.0,20.0,40,0,20,0,140
4104228,-222.366,14.9749,-357.49,0.0,20.0,40,0,20,0,140
4104231,-282.487,15.3364,-220.35,2.96706,6.0,9,1215,20,0,140
4104234,-277.985,15.2279,-246.888,0.0,1.0,40,0,20,0,140
4104236,-294.184,18.4464,-188.822,0.0,1.0,40,0,20,0,140
4104243,140.841,40.4793,47.4943,0.0,50.0,49,5000000,16,0,135
4104245,-282.145,14.9749,-273.595,0.0,40.0,49,5000000,20,0,140
4104251,116.696,37.1698,16.5099,0.773168,15.7131,40,0,16,0,135
4104254,143.049,38.7708,55.9959,0.66662,23.5281,40,0,16,0,135
4104257,-56.2924,-24.3955,-565.634,-0.468356,1.0,40,0,23,0,146
4104258,163.684,36.973,106.063,-2.95993,8.44161,40,0,16,0,135
4104259,162.696,35.1606,116.342,0.0,6.0,9,1190,16,0,135
4104281,-213.755,31.0866,-576.163,0.0,50.3423,49,5000000,15,0,134
4104284,-325.06,28.7349,-565.727,1.48414,20.1835,40,0,15,0,134
4104286,-2.66663,5.55664,410.306,0.0,10.71,40,0,5,0,152
4104289,-217.184,31.0835,-578.425,0.0,10.1494,40,0,15,0,134
4104290,-202.623,31.4501,-584.104,0.0,10.2727,40,0,15,0,134
4104294,-216.478,31.3961,-592.246,0.0,10.0691,40,0,15,0,134
4104297,-345.783,29.4208,-568.354,0.0,8.03006,40,0,15,0,134
4104298,-359.076,-10.4955,-240.08,2.36586,1.0,40,0,22,0,145
4104310,-22.3393,-5.0,209.939,0.0,50.2619,49,5000000,21,0,141
4104320,15.0742,-6.75,113.16,0.0,50.1774,49,5000000,21,0,141
4104323,45.6464,-6.75002,59.1676,-0.659383,6.77636,40,0,21,0,141
4104324,30.8561,-6.75,133.165,0.0,5.1871,40,0,21,0,141
4104325,52.6119,-6.42068,29.959,0.0,6.21008,40,0,21,0,141
4104327,-50.575,-4.46355,133.041,0.498236,6.0,9,1214,21,0,141
4104331,-28.2209,-6.75,146.974,1.25761,1.0,40,0,21,0,141
4104332,-211.294,31.1044,-586.834,0.0,8.18864,40,0,15,0,134
4104333,-24.642,-6.75,148.697,-2.18528,1.0,40,0,21,0,141
4104336,-206.345,31.6696,-674.003,0.0,4.17186,40,0,15,0,134
4104337,-321.579,28.7588,-565.569,1.31135,6.0,9,1224,15,0,134
4104338,27.7134,9.01217,471.998,0.730787,1.0,40,0,5,0,152
4104340,39.7593,6.80928,490.578,-3.09561,1.0,40,0,5,0,152
4104341,-83.7607,-11.3501,-51.9487,0.0,50.3811,49,5000000,21,0,141
4104356,-133.072,9.40016,-37.5238,0.0,50.5013,49,5000000,21,0,141
4104371,-166.276,9.80699,-62.6048,0.0,15.0,40,0,21,0,141
4104374,-135.206,5.87617,-26.0051,0.0,10.0,40,0,21,0,141
4104376,-219.366,21.2054,-83.3575,0.0,20.0,40,0,21,0,141
4104377,-79.1228,-11.9635,-5.56045,0.0,15.0,40,0,21,0,141
4104384,-134.81,9.30034,-26.9682,0.0,9.25494,40,0,21,0,141
4104385,-76.2185,-13.0899,-38.3414,-2.57056,10.0,40,0,21,0,141
4104388,-102.922,12.9888,-33.8903,-2.27459,6.0,9,1200,21,0,141
4104396,-121.44,11.0594,-37.5081,-1.87104,1.0,40,0,21,0,141
4104686,-72.0376,19.9188,-379.788,0.0,45.0,49,5000000,21,0,141
4104689,-72.1288,19.8966,-379.888,0.0,30.0,40,0,21,0,141
4104691,-235.87,-4.01903,-349.377,0.0,25.0,40,0,21,0,141
4104695,8.44487,18.0,-382.422,0.0,6.0,9,470,21,0,141
4104699,-31.5372,19.4293,-378.994,0.0,1.0,40,0,21,0,141
4104703,22.045,17.991,-394.593,0.0,15.0,40,0,21,0,141
4104705,-47.3857,19.5341,-378.657,0.0,15.0,40,0,21,0,141
4104707,32.0468,18.0819,-407.032,0.0,15.0,40,0,21,0,141
4104708,554.412,89.783,-67.979,1.35088,1.0,8,1002713,16,0,135
