Index,0 [0x0][0x0],1 [0x2][0x8],2 [0x0][0x4],3 [0x2][0x9],4 [0x2][0xa],5 [0x2][0xb],6 [0x2][0xc],7 [0x2][0xd]
978,"plündernd[a] Schütze",8,"plündernd[a] Schützen",1,0,1,0,0
979,"plündernd[a] Schlächter",4,"plündernd[a] Schlächter",2,0,1,0,0
980,"Gargoyle",4,"Gargoyles",1,0,1,0,0
981,"Gelbjacken-Seesoldat",6,"Gelbjacken-Seesoldaten",1,0,1,0,0
982,"Ryssfloh",3,"Ryssfloh",1,0,0,0,1
983,"Flambeau",4,"Flambeau",1,0,1,0,0
984,"umherirrend[a] Seele",3,"umherirrend[a] Seelen",1,0,1,1,0
985,"Spriggan-Quetscher",4,"Spriggan-Quetscher",2,0,1,0,0
986,"lebend[a] Fossil",4,"lebend[a] Fossilien",2,0,1,2,0
987,"Gruben-Hippocerf",1,"Gruben-Hippocerfen",1,0,1,0,0
988,"Steindiener",4,"Steindiener",2,0,1,0,0
989,"giftig[a] Gladiator",4,"giftig[a] Gladiatoren",1,0,1,0,0
990,"arrogant[a] Thaumaturg",4,"arrogant[a] Thaumaturgen",1,0,1,0,0
991,"muskelbepackt[a] Ringer",4,"muskelbepackt[a] Ringer",2,0,1,0,0
992,"Hatsugg Chah",3,"Hatsugg Chah",1,0,0,0,1
993,"Legionsgefreit[a]",3,"Legionsgefreit[a]",1,0,1,0,0
994,"Legionsgladiator",4,"Legionsgladiatoren",1,0,1,0,0
995,"Funditor",4,"Funditores",1,0,1,0,0
996,"Decurion",4,"Decurions",1,0,1,0,0
997,"Imaginifer",4,"Imaginiferes",1,0,1,0,0
998,"Bestarius",3,"Bestarii",1,0,1,0,0
999,"Bruderschaftsschütze",8,"Bruderschaftsschützen",1,0,1,0,0
1000,"Bruderschaftspikenier",4,"Bruderschaftspikeniere",2,0,1,0,0
1001,"Bruderschaftsgladiator",4,"Bruderschaftsgladiatoren",1,0,1,0,0
1002,"Mahlstrom-Druide",8,"Mahlstrom-Druiden",1,0,1,0,0
1003,"Mahlstrom-Marodeur",4,"Mahlstrom-Marodeure",2,0,1,0,0
1004,"Mahlstrom-Schützin",8,"Mahlstrom-Schützin",1,0,1,1,0
1005,"Legionsthaumaturg",6,"Legionsthaumaturgen",1,0,1,0,0
1006,"Legionsdruidin",3,"Legionsdruidinnen",1,0,1,1,0
1007,"Legionsgladiator",6,"Legionsgladiatoren",1,0,1,0,0
1008,"Fernehalwes",3,"Fernehalwes",1,0,0,0,1
1009,"Sabotender Corrido",3,"Sabotender Corrido",1,0,0,0,1
1010,"herrenlos[a] Thrall",4,"herrenlos[a] Thralls",1,0,1,0,0
1011,"Schuppenfresser",4,"Schuppenfresser",2,0,1,0,0
1012,"Pinkzeh",3,"Pinkzehen",1,0,0,0,1
1013,"Axtschnabel",4,"Axtschnäbel",2,0,0,0,1
1014,"Minenhund",4,"Minenhunde",2,0,1,0,0
1015,"Berahthraben",3,"Berahthraben",1,0,0,0,1
1016,"gridanisch[a] Händler",4,"gridanisch[p] Händler",2,0,1,0,0
1017,"nieder[a] Vodoriga",3,"nieder[a] Vodorigas",1,0,1,0,0
1018,"gemein[a] Kaktor",4,"gemein[a] Kaktoren",1,0,1,0,0
1019,"blühend[a] Sabotender",3,"blühend[a] Sabotender",2,0,1,0,0
1020,"blühend[a] Kaktor",4,"blühend[a] Kaktoren",1,0,1,0,0
1021,"verschimmelt[a] Pudding",4,"verschimmelt[a] Puddinge",2,0,1,0,0
1022,"Treiberameisen-Täuscher",4,"Treiberameisen-Täuscher",2,0,1,0,0
1023,"Flauschkraut",4,"Flauschkräuter",2,0,1,2,0
1024,"Feuer-Drakon",3,"Feuer-Drakon",1,0,1,0,0
1025,"Zombie-Zauberer",4,"Zombie-Zauberer",2,0,1,0,0
1026,"Zombie-Soldat",6,"Zombie-Soldaten",1,0,1,0,0
1027,"Abendstern-Leuchtkäfer",4,"Abendstern-Leuchtkäfer",2,0,1,0,0
1028,"Scharlatan-Imp",4,"Scharlatan-Imps",1,0,1,0,0
1029,"Unruhestifter-Imp",4,"Unruhestifter-Imps",1,0,1,0,0
1030,"Flachland-Steinbock",4,"Flachland-Steinböcke",2,0,1,0,0
1031,"Flachland-Steingeiß",3,"Flachland-Steingeiße",2,0,1,1,0
1032,"Lehmschale",3,"Lehmschalen",1,0,1,1,0
1033,"schmutzig[a] Mischling",4,"schmutzig[a] Mischlinge",2,0,1,0,0
1034,"Feuerbomber",4,"Feuerbomber",2,0,1,0,0
1035,"seelenlos[a] Taufkleid",4,"seelenlos[a] Taufkleider",2,0,1,2,0
1036,"Guillotinenschnabel",4,"Guillotinenschnäbel",1,0,1,0,0
1037,"Samthaut-Peiste",3,"Samthaut-Peiste",2,0,1,1,0
1038,"Tomahawkschnabel",4,"Tomahawkschnäbel",1,0,1,0,0
1039,"Blutaugen-Bussard",4,"Blutaugen-Bussarde",2,0,1,0,0
1040,"Hornkröte",3,"Hornkröten",1,0,1,1,0
1041,"Pyrit-Kobalos",3,"Pyrit-Kobalosse",2,0,1,0,0
1042,"Sonnenmückenschwarm",4,"Sonnenmückenschwärme",2,0,1,0,0
1043,"lauernd[a] Yarzon",4,"lauernd[a] Yarzons",1,0,1,0,0
1044,"selten[a] Sabotender",3,"selten[a] Sabotender",2,0,1,0,0
1045,"selten[a] Kaktor",4,"selten[a] Kaktoren",1,0,1,0,0
1046,"lieblich[a] Marienkäfer",4,"lieblich[a] Marienkäfer",2,0,1,0,0
1047,"Knochenbleich-Tukotuko",4,"Knochenbleich-Tukotukos",1,0,1,0,0
1048,"Stolper-Tukotuko",4,"Stolper-Tukotukos",1,0,1,0,0
1049,"Nacktspitzmaus",3,"Nacktspitzmäuse",2,0,1,1,0
1050,"Nussknacker-Murmelhörnchen",4,"Nussknacker-Murmelhörnchen",1,0,1,2,0
1051,"Kornkäfer",4,"Kornkäfer",2,0,1,0,0
1052,"Mamool Ja-Bedrohung",3,"Mamool Ja-Bedrohungen",1,0,1,1,0
1053,"Langarm",4,"Langarme",2,0,1,0,0
1054,"Donnerhuf",4,"Donnerhufe",2,0,1,0,0
1055,"Wutklaue",3,"Wutklauen",1,0,1,1,0
1056,"Stollenjäger",4,"Stollenjäger",2,0,1,0,0
1057,"Randalranke",3,"Randalranken",1,0,1,1,0
1058,"Cepheus",3,"Cepheus",1,0,1,0,0
1059,"E'bandala Süßmähne",3,"E'bandala Süßmähne",1,0,0,1,1
1060,"O'adebh Weißmähne",3,"O'adebh Weißmähne",1,0,0,1,1
1061,"Büffelkalb",4,"Büffelkälber",2,0,1,2,0
1062,"Memeroon",3,"Memeroon",1,0,0,0,1
1063,"sprechend[a] Kolibri",4,"sprechend[a] Kolibris",1,0,1,0,0
1064,"Hyuran-Fresser-Raptor",4,"Hyuran-Fresser-Raptoren",1,0,1,0,0
1065,"Hyuran-Fresser-Pelikan",4,"Hyuran-Fresser-Pelikane",2,0,1,0,0
1066,"Gold-Coeurl",3,"Gold-Coeurl",1,0,1,0,0
1067,"feig[a] Kondor",4,"feig[a] Kondore",2,0,1,0,0
1068,"Apkallu-Kreischer",4,"Apkallus-Kreischer",2,0,1,0,0
1069,"Rotgischt-Glibber",4,"Rotgischt-Glibber",2,0,1,0,0
1070,"Dschungel-Coeurl-Jungtier",4,"Coeurl-Jungtiere",2,0,1,2,0
1071,"Trüffel-Coeurl",3,"Trüffel-Coeurl",1,0,1,0,0
1072,"Qiqirn-Trüffelschnüffler",4,"Qiqirn-Trüffelschnüffler",2,0,1,0,0
1073,"Nichtsmine",3,"Nichtsminen",1,0,1,1,0
1074,"wütend[a] Stachelmull",4,"wütend[a] Stachelmulle",2,0,1,0,0
1075,"blutrünstig[a] Seeräuber",4,"blutrünstig[a] Seeräuber",2,0,1,0,0
1076,"unansehnlich[a] Büffel",4,"unansehnlich[a] Büffel",2,0,1,0,0
1077,"tollwütig[a] Auerochse",8,"tollwütig[a] Auerochsen",1,0,1,0,0
1078,"Blutsauger-Fledermaus",3,"Blutsauger-Fledermäuse",2,0,1,1,0
1079,"verdächtig[a] Megalokrabbe",3,"verdächtig[a] Megalokrabbe",2,0,1,1,0
1080,"Rotgischt-Schnippler",4,"Rotgischt-Schnippler",2,0,1,0,0
1081,"Mörderkrabbe",3,"Mörderkrabben",1,0,1,1,0
1082,"Nacktmull",4,"Nacktmulle",2,0,1,0,0
1083,"Rattenmull",4,"Rattenmulle",2,0,1,0,0
1084,"Yarzon-Beißer",4,"Yarzons-Beißer",2,0,1,0,0
1085,"Ozean-Rösling",4,"Ozean-Röslinge",2,0,1,0,0
1086,"Säufer-Imp",4,"Säufer-Imps",1,0,1,0,0
1087,"verwildert[a] Dodo",4,"verwildert[a] Dodos",1,0,1,0,0
1088,"zerlumpt[a] Schakal",4,"zerlumpt[a] Schakale",2,0,1,0,0
1089,"Schakal-Welpe",8,"Schakal-Welpen",1,0,1,0,0
1090,"schnatternd[a] Schakal",4,"schnatternd[a] Schakale",2,0,1,0,0
1091,"unersättlich[a] Goobbue",3,"unersättlich[a] Goobbue",1,0,1,1,0
1092,"Küsten-Mandragora",3,"Küsten-Mandragoras",1,0,1,1,0
1093,"Wander-Mandragora",3,"Wander-Mandragoras",1,0,1,1,0
1094,"Adleraugen-Bussard",4,"Adleraugen-Bussarde",2,0,1,0,0
1095,"brütend[a] Dodo",4,"brütend[a] Dodos",1,0,1,0,0
1096,"streunend[a] Dodo",4,"streunend[a] Dodos",1,0,1,0,0
1097,"Schuppen-Puk",4,"Schuppen-Puks",1,0,1,0,0
1098,"ungezähmt[a] Schafsbock",4,"ungezähmt[a] Schafsböcke",2,0,1,0,0
1099,"verirrt[a] Schaf",4,"verirrt[a] Schafe",2,0,1,2,0
1100,"Flusskröte",3,"Flusskröten",1,0,1,1,0
1101,"Buschratte",3,"Buschratten",1,0,1,1,0
1102,"rasend[a] Aurelia",3,"rasend[a] Aurelias",1,0,1,1,0
1103,"Salzwasser-Aurelia",3,"Salzwasser-Aurelias",1,0,1,1,0
1104,"Rekrut[p] aus Ala Mhigo",6,"Rekruten[p] aus Ala Mhigo",1,0,1,0,0
1105,"schmierig[a] Händler",4,"schmierig[a] Händler",2,0,1,0,0
1106,"schmierig[a] Vagabund",4,"schmierig[a] Vagabunden",1,0,1,0,0
1107,"schmierig[a] Vagabund",4,"schmierig[a] Vagabunden",1,0,1,0,0
1108,"Margry Feuerstein",3,"Margry Feuerstein",1,0,0,1,1
1109,"Mamanzo [t] Verkohlt[a]",3,"Mamanzo [t] Verkohlt[a]",1,0,0,0,1
1110,"besessen[a] Sklave",8,"besessen[a] Sklaven",1,0,1,0,0
1111,"Kopfreiß-Oger",4,"Kopfreiß-Oger",0,0,1,0,0
1112,"Sandsteinwächter",4,"Sandsteinwächter",2,0,1,0,0
1113,"Tesserarius",3,"Tesserarii",1,0,1,0,0
1114,"Gilbzahn-Mumuroon",4,"Gilbzahn-Mumuroons",1,0,1,0,0
1115,"Qiqirn-Dotterschlürfer",4,"Qiqirn-Dotterschlürfer",2,0,1,0,0
1116,"Hagerschnabel",4,"Hagerschnäbel",1,0,1,0,0
1117,"Dunkelschwingen-Eufel",4,"Dunkelschwingen-Eufel",2,0,1,0,0
1118,"Steinbeißer-Peiste",3,"Steinbeißer-Peiste",2,0,1,1,0
1119,"Fellbeißer-Peiste",3,"Fellbeißer-Peiste",2,0,1,1,0
1120,"Nichtsflamme",3,"Nichtsflammen",1,0,1,1,0
1121,"Springer[p] des Nichts",4,"Springer[p] des Nichts",2,0,1,0,0
1122,"Kahlkopf-Bussard",4,"Kahlkopf-Bussarde",2,0,1,0,0
1123,"verrucht[a] Seele",3,"verrucht[a] Seelen",1,0,1,1,0
1124,"gefräßig[a] Steingeiß",3,"gefräßig[a] Steingeiße",2,0,1,1,0
1125,"gefräßig[a] Steinbock",4,"gefräßig[a] Steinböcke",2,0,1,0,0
1126,"Kampf-Drakon",3,"Kampf-Drakon",1,0,1,0,0
1127,"Rodegg Chah",3,"Rodegg Chah",1,0,0,0,1
1128,"anrüchig[a] Wilderin",4,"anrüchig[a] Wilderinnen",2,0,1,1,0
1129,"anrüchig[a] Wilderin",4,"anrüchig[a] Wilderinnen",2,0,1,1,0
1130,"Rotbauch-Abgreifer",4,"Rotbauch-Abgreifer",2,0,1,0,0
1131,"Rotbauch-Läufer",4,"Rotbauch-Läufer",2,0,1,0,0
1132,"Stunk-Todesweide",3,"Stunk-Todesweiden",1,0,1,1,0
1133,"Clairvisse",3,"Clairvisse",1,0,0,1,1
1134,"gepunktet[a] Molch",2,"gepunktet[a] Molch",2,0,1,0,0
1135,"Spitzmaul-Orobon",3,"Spitzmaul-Orobon",1,0,1,0,0
1136,"knorrig[a] Baumschrat",4,"knorrig[a] Baumschrate",2,0,1,0,0
1137,"Pannixia",3,"Pannixia",1,0,0,1,1
1138,"besessen[a] Heulerin",3,"besessen[a] Heulerinnen",1,0,1,1,0
1139,"besessen[a] Schreierin",3,"besessen[a] Schreierinnen",1,0,1,1,0
1140,"Riesenbiene",3,"Riesenbienen",1,0,1,1,0
1141,"Vodoriga-Köter",4,"Vodoriga-Köter",2,0,1,0,0
1142,"Honigbienenwolke",3,"Honigbienenwolken",1,0,1,1,0
1143,"Milburh",3,"Milburh",1,0,0,1,1
1144,"langatmig[a] Lori",4,"langatmig[a] Loris",1,0,1,0,0
1145,"Blattblut-Glitscher",4,"Blattblut-Glitscher",2,0,1,0,0
1146,"Flügelratte",3,"Flügelratten",1,0,1,1,0
1147,"Aas-Haarmücke",3,"Aas-Haarmücken",1,0,1,1,0
1148,"Goblin-Seilmacher",4,"Goblin-Seilmacher",2,0,1,0,0
1149,"Sturmmariner[p] der 3. Kompanie",4,"Sturmmariner[p] der 3. Kompanie",2,0,1,0,0
1150,"zwielichtig[a] Pirat",6,"zwielichtig[a] Piraten",1,0,1,0,0
1151,"zwielichtig[a] Pirat",6,"zwielichtig[a] Piraten",1,0,1,0,0
1152,"Nummer 256",3,"Nummer 256",1,0,0,1,1
1153,"Moraby-Steinschale",3,"Moraby-Steinschalen",1,0,1,1,0
1154,"Zi Gu vom 426. Orden",3,"Zi Gu vom 426. Orden",1,0,0,0,1
1155,"Missionar[p] des 426. Ordens",4,"Missionare[p] des 426. Ordens",2,0,1,0,0
1156,"Fürbeter[p] des 426. Ordens",4,"Fürbeter[p] des 426. Ordens",2,0,1,0,0
1157,"Bergmann[p] des 426. Ordens",4,"Bergmänner[p] des 426. Ordens",2,0,1,0,0
1158,"Grenzsoldat[p] des 426. Ordens",6,"Grenzsoldaten[p] des 426. Ordens",1,0,1,0,0
1159,"Nichtsritter",4,"Nichtsritter",2,0,1,0,0
1160,"Addison Schlangenzunge",3,"Addison Schlangenzunge",1,0,0,0,1
1161,"wandelnd[a] Wasserschlauch",4,"wandelnd[a] Wasserschläuche",2,0,1,0,0
1162,"Sahagin-Sappeur",4,"Sahagin-Sappeure",2,0,1,0,0
1163,"Sahagin-Spion",4,"Sahagin-Spione",2,0,1,0,0
1164,"Köder-Krabbe",3,"Köder-Krabben",1,0,1,1,0
1165,"Wurmwix Wirrkopf",3,"Wurmwix Wirrkopf",1,0,0,0,1
1166,"nass[a] Ratte",3,"nass[a] Ratten",1,0,1,1,0
1167,"Süßzahn-Goobbue",3,"Süßzahn-Goobbue",1,0,1,1,0
1168,"plündernd[a] Fechter",4,"plündernd[a] Fechter",2,0,1,0,0
1169,"Piratenköter",4,"Piratenköter",2,0,1,0,0
1170,"Qiqirn-Eierköpfer",4,"Qiqirn-Eierköpfer",2,0,1,0,0
1171,"Striemen-Seeräuber",4,"Striemen-Seeräuber",2,0,1,0,0
1172,"teerbefleckt[a] Seeräuber",4,"teerbefleckt[a] Seeräuber",2,0,1,0,0
1173,"sturmgeboren[a] Seeräuber",4,"sturmgeboren[a] Seeräuber",2,0,1,0,0
1174,"Donnerfessel-Schütze",8,"Donnerfessel-Schützen",1,0,1,0,0
1175,"Donnerfessel-Marodeur",4,"Donnerfessel-Marodeure",2,0,1,0,0
1176,"Bruderschaftsdruidin",3,"Bruderschaftsdruidinnen",1,0,1,1,0
1177,"Amalj'aa-Verwüster",4,"Amalj'aa-Verwüster",2,0,1,0,0
1178,"Pfarmurl [t] Besessen[a]",3,"Pfarmurl [t] Besessen[a]",1,0,0,0,1
1179,"mörderisch[a] Marodeur",4,"mörderisch[a] Marodeure",2,0,1,0,0
1180,"Wildwolf",2,"Wildwölfe",2,0,1,0,0
1181,"Rothlyt-Pelikan",4,"Rothlyt-Pelikane",2,0,1,0,0
1182,"Taurus",3,"Taurus",1,0,1,0,0
1183,"Gaukler",4,"Gaukler",2,0,1,0,0
1184,"Lillienknospe",3,"Lillienknospen",1,0,1,1,0
1185,"Ifrit",3,"Ifrit",1,0,0,0,1
1186,"infernalisch[a] Fessel",3,"infernalisch[a] Fesseln",1,0,1,1,0
1187,"Damantus",3,"Damantii",1,0,1,0,0
1188,"Doctore",4,"Doctores",1,0,1,0,0
1189,"Granit-Mantis",3,"Granit-Mantis",1,0,1,1,0
1190,"Kolosseum-Python",4,"Kolosseum-Pythons",1,0,1,0,0
1191,"Rudisschnabel",4,"Rudisschnäbel",1,0,1,0,0
1192,"Gruben-Peiste",3,"Gruben-Peiste",2,0,1,1,0
1193,"Gasbomber",4,"Gasbomber",2,0,1,0,0
1194,"Pyross",3,"Pyross",1,0,1,2,0
1195,"Noxius",3,"Noxii",1,0,1,0,0
1196,"Donnerhall-Guivre",4,"Donnerhall-Guivre",1,0,1,0,0
1197,"Tangata",3,"Tangata",1,0,0,0,1
1198,"Randale-Imp",4,"Randale-Imps",1,0,1,0,0
1199,"Aasfliegenschwarm",4,"Aasfliegenschwärme",2,0,1,0,0
1200,"Cancer",4,"Cancer",1,0,0,0,1
1201,"Acubens",3,"Acubens",1,0,0,0,1
1202,"faul[a] Laurence",3,"faul[a] Laurence",1,0,1,0,0
1203,"Frucht-Fungus",3,"Frucht-Fungi",1,0,1,0,0
1204,"Chopper",4,"Chopper",2,0,1,0,0
1205,"räudig[a] Hund",4,"räudig[a] Hunde",2,0,1,0,0
1206,"Denn Walhauer",3,"Denn Walhauer",1,0,0,0,1
1207,"Leibwächter",4,"Leibwächter",2,0,1,0,0
1208,"Riesenmuschel",3,"Riesenmuschel",2,0,1,1,0
1209,"Schummersucher",4,"Schummersucher",2,0,1,0,0
1210,"Höhlen-Aurelia",3,"Höhlen-Aurelias",1,0,1,1,0
1211,"Fossilschale",3,"Fossilschalen",1,0,1,1,0
1212,"Sastasha-Orobon",3,"Sastasha-Orobon",1,0,1,0,0
1213,"Mormos Missionar",3,"Mormos Missionare",2,0,0,0,1
1214,"Amalj'aa-Verwüster",4,"Amalj'aa-Verwüster",2,0,1,0,0
1215,"Amalj'aa-Verwüster",4,"Amalj'aa-Verwüster",2,0,1,0,0
1216,"kreisend[a] Kapgeier",4,"kreisend[a] Kapgeier",2,0,1,0,0
1217,"",0,"",0,0,0,0,0
1218,"verwesend[a] Pikenier",4,"verwesend[a] Pikeniere",2,0,1,0,0
1219,"verwesend[a] Zauberer",4,"verwesend[a] Zauberer",2,0,1,0,0
1220,"Amalj'aa-Verwüster",4,"Amalj'aa-Verwüster",2,0,1,0,0
1221,"Nichtsritter",4,"Nichtsritter",2,0,1,0,0
1222,"parasitär[a] Marienkäfer",4,"parasitär[a] Marienkäfer",2,0,1,0,0
1223,"Stahlfeder-Tukotuko",4,"Stahlfeder-Tukotukos",1,0,1,0,0
1224,"brütend[a] Megalokrabbe",3,"brütend[a] Megalokrabbe",2,0,1,1,0
1225,"Reparaturmaterial",4,"Reparaturmaterialien",1,0,1,2,0
1226,"Mauerstein",4,"Mauersteine",2,0,1,0,0
1227,"Bronzeurne",3,"Bronzeurnen",1,0,1,1,0
1228,"versteckt[a] Ration",3,"versteckt[a] Rationen",1,0,1,1,0
1229,"Harzbohrer",4,"Harzbohrer",2,0,1,0,0
1230,"Lagerfeuer",4,"Lagerfeuer",2,0,1,2,0
1231,"Materialkiste",3,"Materialkisten",1,0,1,1,0
1232,"heruntergefallen[a] Vorrat",4,"heruntergefallen[a] Vorräte",2,0,1,0,0
1233,"Hünenbüffel",4,"Hünenbüffel",2,0,1,0,0
1234,"Schlitzer",3,"Schlitzer",1,0,0,0,1
1235,"Kobold-Wundflicker",4,"Kobold-Wundflicker",2,0,1,0,0
1236,"dreckig[a] Ratte",3,"dreckig[a] Ratten",1,0,1,1,0
1237,"Nonoroon",4,"Nonoroon",1,0,1,0,0
1238,"Ratata [t] Wüterin[p]",3,"Ratata [t] Wüterin[p]",1,0,0,1,1
1239,"Meeresköter-Bootsmann",4,"Meeresköter-Bootsmänner",1,0,1,0,0
1240,"Meeresköter-Navigator",4,"Meeresköter-Navigatoren",1,0,1,0,0
1241,"Weizenkorb",4,"Weizenkörbe",2,0,1,0,0
1242,"Nayokk Roh",3,"Nayokk Roh",1,0,0,0,1
1243,"Zuzuroon",3,"Zuzuroon",1,0,0,0,1
1244,"Qiqirn-Streuner",4,"Qiqirn-Streuner",2,0,1,0,0
1245,"Chachamun",3,"Chachamun",1,0,0,0,1
1246,"Bertram",3,"Bertram",1,0,0,0,1
1247,"winzig[a] Ochse",8,"winzig[a] Ochsen",1,0,1,0,0
1248,"Rururaji",3,"Rururaji",1,0,0,0,1
1249,"Jajanzo",3,"Jajanzo",1,0,0,0,1
1250,"Aldebrand",3,"Aldebrand",1,0,0,0,1
1251,"Ligart",3,"Ligart",1,0,0,0,1
1252,"E'tajha Saphirauge",3,"E'tajha Saphirauge",1,0,0,0,1
1253,"E'lahmui Rubinauge",3,"E'lahmui Rubinauge",1,0,0,0,1
1254,"Hunberct [t] Scherer[p]",4,"Hunberct [t] Scherer[p]",2,0,0,0,1
1255,"Messingklinge",3,"Messingklingen",1,0,1,1,0
1256,"Transportkiste",3,"Transportkisten",1,0,1,1,0
1257,"dilettantisch[a] Strauchdieb",4,"dilettantisch[a] Strauchdiebe",2,0,1,0,0
1258,"Gilkröte",3,"Gilkröten",1,0,1,1,0
1259,"rasend[a] Schwein",4,"rasend[a] Schweine",2,0,1,2,0
1260,"gezähmt[a] Spriggan",4,"gezähmt[a] Spriggans",1,0,1,0,0
1261,"Kliffspringer",4,"Kliffspringer",2,0,1,0,0
1262,"Fels",7,"Felsen",1,0,1,0,0
1263,"pickend[a] Kondor",4,"pickend[a] Kondore",2,0,1,0,0
1264,"alt[a] Goobbue",3,"alt[a] Goobbue",1,0,1,1,0
1265,"Toxin-Tamlyn",3,"Toxin-Tamlyn",1,0,1,0,0
1266,"oll[a] Marmelade",3,"oll[a] Marmeladen",1,0,1,1,0
1267,"ranzig[a] Blubberblase",3,"ranzig[a] Blubberblasen",1,0,1,1,0
1268,"Säure-Blubberblase",3,"Säure-Blubberblase",1,0,1,1,0
1269,"Buso",3,"Buso",1,0,0,0,1
1270,"Köter[p] des Nichts",4,"Köter[p] des Nichts",2,0,1,0,0
1271,"Ak-Mena-Fußsoldat",6,"Ak-Mena-Fußsoldaten",1,0,1,0,0
1272,"Gelbjacken-Wache",3,"Gelbjacken-Wachen",1,0,1,1,0
1273,"Mahlstrom-Rekrut",6,"Mahlstrom-Rekruten",1,0,1,0,0
1274,"Gegeruju-Wächter",4,"Gegeruju-Wächter",2,0,1,0,0
1275,"Legionsrekrut",6,"Legionsrekruten",1,0,1,0,0
1276,"Eisenschein-Soldat",6,"Eisenschein-Soldaten",1,0,1,0,0
1277,"Messingklinge",3,"Messingklingen",1,0,1,1,0
1278,"Drakon-Jägerin",4,"Drakon-Jägerinnen",2,0,1,1,0
1279,"Aiatar",3,"Aiatar",1,0,0,0,1
1280,"groß[a] Gelbpelikan",4,"groß[a] Gelbpelikane",2,0,1,0,0
1281,"Blaurücken",4,"Blaurücken",1,0,1,0,0
1282,"Veilchenrücken",4,"Veilchenrücken",1,0,1,0,0
1283,"Düsterrücken",4,"Düsterrücken",1,0,1,0,0
1284,"Sonnen-Drakon",3,"Sonnen-Drakon",1,0,1,0,0
1285,"Gewitter-Smei",3,"Gewitter-Smei",1,0,1,1,0
1286,"Höllenkrümmer",4,"Höllenkrümmer",2,0,1,0,0
1287,"Gossen-Galago",4,"Gossen-Galagos",1,0,1,0,0
1288,"Regenfänger-Ochu",4,"Regenfänger-Ochus",1,0,1,2,0
1289,"gefärbt[a] Kolibri",4,"gefärbt[a] Kolibris",1,0,1,0,0
1290,"Kometenjäger",4,"Kometenjäger",2,0,1,0,0
1291,"Lehm-Smei",3,"Lehm-Smei",1,0,1,1,0
1292,"Asch-Drakon",3,"Asch-Drakon",1,0,1,0,0
1293,"Drachenhund",4,"Drachenhunde",2,0,1,0,0
1294,"Giftmolch",2,"Giftmolche",2,0,1,0,0
1295,"Sumpf-Pugil",4,"Sumpf-Pugil",1,0,1,0,0
1296,"Veilchenrücken",4,"Veilchenrücken",1,0,1,0,0
1297,"Urwald-Coeurl",3,"Urwald-Coeurl",1,0,1,0,0
1298,"Goblin-Fährtenfinder",4,"Goblin-Fährtenfinder",2,0,1,0,0
1299,"Goblin-Fährtenfinder",4,"Goblin-Fährtenfinder",2,0,1,0,0
1300,"Brüllvolx",3,"Brüllvolx",1,0,0,0,1
1301,"Gigirya",3,"Gigirya",1,0,0,1,1
1302,"Hekatoncheir-Steinbrecher",4,"Hekatoncheir-Steinbrecher",2,0,1,0,0
1303,"explosiv[a] Bomber",4,"explosiv[a] Bomber",2,0,1,0,0
1304,"Alacran-Gladiator",4,"Alacran-Gladiatoren",1,0,1,0,0
1305,"Alacran-Faustkämpfer",4,"Alacran-Faustkämpfer",2,0,1,0,0
1306,"Alacran-Waldläufer",4,"Alacran-Waldläufer",2,0,1,0,0
1307,"Alacran-Thaumaturg",6,"Alacran-Thaumaturgen",1,0,1,0,0
1308,"räuberisch[a] Meuchelmörder",4,"räuberisch[a] Meuchelmörder",2,0,1,0,0
1309,"räuberisch[a] Fallensteller",4,"räuberisch[a] Fallensteller",2,0,1,0,0
1310,"räuberisch[a] Zauberer",4,"räuberisch[a] Zauberer",2,0,1,0,0
1311,"räuberisch[a] Schütze",8,"räuberisch[a] Schütze",2,0,1,0,0
1312,"einsam[a] Coeurl",3,"einsam[a] Coeurl",1,0,1,0,0
1313,"groß[a] Büffel",4,"groß[a] Büffel",2,0,1,0,0
1314,"vertraut[a] Gesicht",4,"vertraut[a] Gesichter",2,0,1,2,0
1315,"Rinder-Tyrann",6,"Rinder-Tyrannen",1,0,1,0,0
1316,"Riesen-Madenhacker",4,"Riesen-Madenhacker",2,0,1,0,0
1317,"Eisenfeder-Tukotuko",4,"Eisenfeder-Tukotukos",1,0,1,0,0
1318,"Schwarm-Schaudermilbe",3,"Schwarm-Schaudermilben",1,0,1,1,0
1319,"wütend[a] Ausbilder",4,"wütend[a] Ausbilder",2,0,1,0,0
1320,"hilfsbedürftig[a] Bauer",8,"hilfsbedürftig[a] Bauern",1,0,1,0,0
1321,"hilfsbedürftig[a] Müllerin",3,"hilfsbedürftig[a] Müllerinnen",1,0,1,1,0
1322,"besorgt[a] Arbeiter",4,"besorgt[a] Arbeiter",2,0,1,0,0
1323,"fleißig[a] Arbeiter",4,"fleißig[a] Arbeiter",2,0,1,0,0
1324,"nervös[a] Fischer",4,"nervös[a] Fischer",2,0,1,0,0
1325,"klein[a] Chris",3,"klein[a] Chris",1,0,1,0,0
1326,"Aismurl Goldzahn",3,"Aismurl Goldzahn",1,0,0,0,1
1327,"lüstern[a] Widerling",4,"lüstern[a] Widerlinge",2,0,1,0,0
1328,"Insekten hassend[a] Holzfäller",4,"Insekten hassend[a] Holzfäller",2,0,1,0,0
1329,"satt[a] Susi",3,"satt[a] Susi",1,0,1,1,0
