Index,0 [0x0][0x0],1 [0x0][0x4],2 [0x3][0x28],3 [0x5][0x1c],4 [0x5][0x1e],5 [0x5][0x20],6 [0x5][0x22],7 [0x3][0x29],8 [0x3][0x2a],9 [0x3][0x2b],10 [0x3][0x2c],11 [0x19][0x33],12 [0x1a][0x33],13 [0x1b][0x33],14 [0x5][0x24],15 [0x6][0xc],16 [0x6][0x10],17 [0x7][0x8],18 [0x5][0x26],19 [0x6][0x14],20 [0x6][0x18],21 [0x3][0x2d],22 [0x2][0x31],23 [0x2][0x32],24 [0x1c][0x33],25 [0x3][0x2e],26 [0x3][0x2f],27 [0x3][0x30]
251,"e0028","ffxiv/wil_w1/twn/w1t1/level/w1t1",1,24,504,40,13,3,9,7,0,true,false,false,113,122008,123102,0,34,0,-1,0,-1,-1,false,0,0,0
252,"e0038","ffxiv/sea_s1/fld/s1f1/level/s1f1",1,22,502,30,15,3,9,16,0,true,false,false,37,122001,123004,0,35,0,-1,0,-1,-1,false,0,0,0
253,"e0019","ffxiv/wil_w1/fld/w1f2/level/w1f2",1,24,505,43,21,3,9,10,0,true,false,false,37,122002,123105,0,19,0,-1,0,-1,-1,false,0,0,0
254,"e0020","ffxiv/wil_w1/twn/w1t1/level/w1t1",1,24,504,40,13,3,9,7,0,true,false,false,37,122008,123102,0,20,0,-1,0,-1,-1,false,0,0,0
255,"e0021","ffxiv/wil_w1/fld/w1f1/level/w1f1",1,24,505,42,20,3,9,9,0,true,false,false,37,122002,123104,0,21,0,-1,0,-1,-1,false,0,0,0
256,"e0022","ffxiv/wil_w1/fld/w1f3/level/w1f3",1,24,505,44,22,3,9,11,0,true,false,false,39,122002,123106,0,22,0,-1,0,-1,-1,false,0,0,0
257,"e0023","ffxiv/wil_w1/fld/w1f3/level/w1f3",1,24,505,44,22,3,9,11,0,true,false,false,113,122002,123106,0,23,0,-1,0,-1,-1,false,0,0,0
258,"e0024","ffxiv/wil_w1/fld/w1f2/level/w1f2",1,24,505,43,21,3,9,10,0,true,false,false,37,122002,123105,0,30,0,-1,0,-1,-1,false,0,0,0
259,"e0025","ffxiv/wil_w1/twn/w1t1/level/w1t1",1,24,504,40,13,3,9,7,0,true,false,false,101,122008,123102,0,31,0,-1,0,-1,-1,false,0,0,0
260,"e0026","ffxiv/wil_w1/fld/w1f4/level/w1f4",1,24,505,45,23,3,9,12,0,true,false,false,37,122002,123107,0,32,0,-1,0,-1,-1,false,0,0,0
261,"e0027","ffxiv/wil_w1/fld/w1f4/level/w1f4",1,24,505,45,23,3,9,12,0,true,false,false,101,122002,123107,0,33,0,-1,0,-1,-1,false,0,0,0
262,"e0034","ffxiv/sea_s1/fld/s1f2/level/s1f2",1,22,502,31,16,3,9,17,0,true,false,false,39,122001,123005,0,25,0,-1,0,-1,-1,false,0,0,0
263,"e0035","ffxiv/sea_s1/fld/s1f4/level/s1f4",1,22,502,33,18,3,9,19,0,true,false,false,37,122001,123007,0,26,0,-1,0,-1,-1,false,0,0,0
264,"e0036","ffxiv/sea_s1/fld/s1f2/level/s1f2",1,22,502,31,16,3,9,17,0,true,false,false,33,122001,123005,0,27,0,-1,0,-1,-1,false,0,0,0
265,"e0037","ffxiv/sea_s1/fld/s1f2/level/s1f2",1,22,502,31,16,3,9,17,0,true,false,false,113,122001,123005,0,28,0,-1,0,-1,-1,false,0,0,0
266,"e0029","ffxiv/wil_w1/fld/w1f3/level/w1f3",1,24,505,44,22,3,9,11,0,true,false,false,117,122002,123106,0,40,0,-1,0,-1,-1,false,0,0,0
267,"e0030","ffxiv/wil_w1/fld/w1f1/level/w1f1",1,24,505,42,20,3,9,9,0,true,false,false,37,122002,123104,0,41,0,-1,0,-1,-1,false,0,0,0
268,"e0031","ffxiv/wil_w1/fld/w1f3/level/w1f3",1,24,505,44,22,3,9,11,0,true,false,false,39,122002,123106,0,42,0,-1,0,-1,-1,false,0,0,0
269,"e0032","ffxiv/wil_w1/fld/w1f1/level/w1f1",1,24,505,42,20,3,9,9,0,true,false,false,113,122002,123104,0,43,0,-1,0,-1,-1,false,0,0,0
270,"e0041","ffxiv/wil_w1/fld/w1f2/level/w1f2",1,24,505,43,21,3,9,10,0,true,false,false,37,122002,123105,0,37,0,-1,0,-1,-1,false,0,0,0
271,"e0042","ffxiv/wil_w1/fld/w1f2/level/w1f2",1,24,505,43,21,3,9,10,0,true,false,false,36,122002,123105,0,38,0,-1,0,-1,-1,false,0,0,0
272,"e0039","ffxiv/sea_s1/fld/s1f1/level/s1f1",1,22,502,30,15,3,9,16,0,true,false,false,37,122001,123004,0,29,0,-1,0,-1,-1,false,0,0,0
273,"e0043","ffxiv/wil_w1/fld/w1f1/level/w1f1",1,24,505,42,20,3,9,9,0,true,false,false,39,122002,123104,0,39,0,-1,0,-1,-1,false,0,0,0
274,"e0046","ffxiv/wil_w1/twn/w1t1/level/w1t1",1,24,504,40,13,3,9,7,0,true,false,false,108,122008,123102,0,44,0,-1,0,-1,-1,false,0,0,0
275,"e0047","ffxiv/wil_w1/fld/w1f3/level/w1f3",1,24,505,44,22,3,9,11,0,true,false,false,37,122002,123106,0,45,0,-1,0,-1,-1,false,0,0,0
276,"z1e5","ffxiv/zon_z1/evt/z1e5/level/z1e5",1,148,0,379,1,0,7,0,0,false,false,false,1001,-1,-1,0,0,0,-1,0,-1,-1,false,0,0,0
277,"e0048","ffxiv/fst_f1/fld/f1f2/level/f1f2",1,23,507,55,5,3,9,4,0,true,false,false,39,122003,123205,0,46,0,-1,0,-1,-1,false,0,0,0
278,"e0049","ffxiv/wil_w1/fld/w1f1/level/w1f1",1,24,505,42,20,3,9,9,0,true,false,false,39,122002,123104,0,47,0,-1,0,-1,-1,false,0,0,0
279,"e0050","ffxiv/sea_s1/fld/s1f2/level/s1f2",1,22,502,31,16,3,9,17,0,true,false,false,39,122001,123005,0,48,0,-1,0,-1,-1,false,0,0,0
280,"e0040","ffxiv/sea_s1/fld/s1f4/level/s1f4",1,22,502,33,18,3,9,19,0,true,false,false,36,122001,123007,0,36,0,-1,0,-1,-1,false,0,0,0
281,"o1fa","ffxiv/ocn_o1/fld/o1fa/level/o1fa",1,22,502,1334,147,2,10,38,0,true,false,false,1001,122001,124011,0,0,0,-1,36,-1,-1,false,0,0,0
282,"s1i1","ffxiv/sea_s1/ind/s1i1/level/s1i1",1,22,502,1100,109,0,14,0,0,true,false,false,1083,122001,123010,0,0,8,-1,0,-1,-1,false,0,0,0
283,"s1i2","ffxiv/sea_s1/ind/s1i2/level/s1i2",1,22,502,1101,110,0,14,0,0,true,false,false,1083,122001,123010,0,0,8,-1,0,-1,-1,false,0,0,0
284,"s1i3","ffxiv/sea_s1/ind/s1i3/level/s1i3",1,22,502,1102,113,0,14,0,0,true,false,false,1083,122001,123010,0,0,8,-1,0,-1,-1,false,0,0,0
285,"e0053","ffxiv/sea_s1/fld/s1f1/level/s1f1",1,22,502,30,15,3,9,16,0,true,false,false,39,122001,123004,0,50,0,-1,0,-1,-1,false,0,0,0
286,"e0054","ffxiv/ocn_o1/evt/o1e2/level/o1e2",1,22,502,462,95,3,9,0,0,true,false,false,39,-1,-1,0,51,0,-1,0,-1,-1,false,0,0,0
287,"e0055","ffxiv/sea_s1/fld/s1f2/level/s1f2",1,22,502,31,16,3,9,17,0,true,false,false,39,122001,123005,0,52,0,-1,0,-1,-1,false,0,0,0
288,"e0056","ffxiv/ocn_o1/evt/o1e2/level/o1e2",1,22,502,462,95,3,9,0,0,true,false,false,39,-1,-1,0,53,0,300,0,-1,-1,false,0,0,0
289,"e0057","ffxiv/fst_f1/fld/f1f2/level/f1f2",1,23,507,55,5,3,9,4,0,true,false,false,37,122003,123205,0,54,0,-1,0,-1,-1,false,0,0,0
290,"e0063","ffxiv/fst_f1/fld/f1f2/level/f1f2",1,23,507,55,5,3,9,4,0,true,false,false,37,122003,123205,0,55,0,-1,0,-1,-1,false,0,0,0
291,"e0064","ffxiv/fst_f1/fld/f1f3/level/f1f3",1,23,507,56,6,3,9,5,0,true,false,false,37,122003,123206,0,56,0,1300,0,-1,-1,false,0,0,0
292,"w1fa_2","ffxiv/wil_w1/fld/w1fa/level/w1fa",1,24,505,357,35,2,10,25,0,true,false,false,1001,122002,124109,0,0,0,-1,5,-1,-1,false,0,0,0
293,"s1fa_2","ffxiv/sea_s1/fld/s1fa/level/s1fa",1,22,502,359,33,2,10,23,0,true,false,false,1001,122001,124009,0,0,0,-1,6,-1,-1,false,0,0,0
294,"r1fa_2","ffxiv/roc_r1/fld/r1fa/level/r1fa",1,25,508,361,39,2,10,26,0,true,false,false,1001,122004,124306,0,0,0,-1,10,-1,-1,false,0,0,0
295,"w1fa_3","ffxiv/wil_w1/fld/w1fa/level/w1fa",1,24,505,357,35,2,10,25,0,true,false,false,1001,122002,124110,0,0,0,-1,23,-1,-1,false,0,0,0
296,"s1fa_3","ffxiv/sea_s1/fld/s1fa/level/s1fa",1,22,502,359,33,2,10,23,0,true,false,false,1001,122001,124010,0,0,0,-1,16,-1,-1,false,0,0,0
297,"r1fa_3","ffxiv/roc_r1/fld/r1fa/level/r1fa",1,25,508,361,39,2,10,26,0,true,false,false,1001,122004,124307,0,0,0,-1,0,-1,-1,false,0,0,0
298,"go012","ffxiv/roc_r1/fld/r1f1/level/r1f1",1,25,508,63,53,2,3,21,2,true,false,false,1001,-1,-1,0,0,0,-1,0,-1,-1,false,0,0,0
299,"go013","ffxiv/lak_l1/fld/l1f1/level/l1f1",1,26,509,67,25,2,3,22,0,true,false,false,1001,-1,-1,0,0,0,-1,0,-1,-1,false,0,0,0
300,"go014","ffxiv/lak_l1/fld/l1f1/level/l1f1",1,26,509,67,25,2,3,22,0,true,false,false,1001,-1,-1,0,0,0,-1,0,-1,-1,false,0,0,0
301,"e0051","ffxiv/roc_r1/fld/r1f1/level/r1f1",1,25,508,63,53,3,9,21,2,true,false,false,37,122004,123301,0,60,0,-1,0,-1,-1,false,0,0,0
302,"e0052","ffxiv/roc_r1/fld/r1f1/level/r1f1",1,25,508,63,53,3,9,21,2,true,false,false,113,122004,123301,0,61,0,-1,0,-1,-1,false,0,0,0
303,"e0058","ffxiv/fst_f1/fld/f1f2/level/f1f2",1,23,507,55,5,3,9,4,0,true,false,false,39,122003,123205,0,57,0,-1,0,-1,-1,false,0,0,0
304,"e0059","ffxiv/roc_r1/fld/r1f1/level/r1f1",1,25,508,63,53,3,9,21,2,true,false,false,113,122004,123301,0,62,0,-1,0,-1,-1,false,0,0,0
305,"e0060","ffxiv/lak_l1/fld/l1f1/level/l1f1",1,26,509,67,25,3,9,22,0,true,false,false,117,122005,123401,0,65,0,-1,0,-1,-1,false,0,0,0
306,"e0061","ffxiv/wil_w1/fld/w1f4/level/w1f4",1,24,505,45,23,3,9,12,0,true,false,false,113,122002,123107,0,58,0,-1,0,-1,-1,false,0,0,0
307,"e0062","ffxiv/sea_s1/fld/s1f2/level/s1f2",1,22,502,31,16,3,9,17,0,true,false,false,108,122001,123005,0,59,0,-1,0,-1,-1,false,0,0,0
308,"e0065","ffxiv/lak_l1/fld/l1f1/level/l1f1",1,26,509,67,25,3,9,22,0,true,false,false,76,122005,123401,0,63,0,-1,0,-1,-1,false,0,0,0
309,"e0066","ffxiv/lak_l1/fld/l1f1/level/l1f1",1,26,509,67,25,3,9,22,0,true,false,false,39,122005,123401,0,64,0,-1,0,-1,-1,false,0,0,0
310,"e0067","ffxiv/sea_s1/fld/s1f3/level/s1f3",1,22,502,32,17,3,9,18,0,true,false,false,37,122001,123006,0,66,0,-1,0,-1,-1,false,0,0,0
311,"e0068","ffxiv/sea_s1/fld/s1f3/level/s1f3",1,22,502,32,17,3,9,18,0,true,false,false,39,122001,123006,0,67,0,-1,0,-1,-1,false,0,0,0
312,"e0069","ffxiv/wil_w1/fld/w1f4/level/w1f4",1,24,505,45,23,3,9,12,0,true,false,false,37,122002,123107,0,68,0,-1,0,-1,-1,false,0,0,0
313,"e0070","ffxiv/roc_r1/fld/r1f1/level/r1f1",1,25,508,63,53,3,9,21,2,true,false,false,39,122004,123301,0,69,0,-1,0,-1,-1,false,0,0,0
314,"e0071","ffxiv/wil_w1/fld/w1f2/level/w1f2",1,24,505,43,21,3,9,10,0,true,false,false,37,122002,123105,0,70,0,-1,0,-1,-1,false,0,0,0
315,"e0072","ffxiv/lak_l1/fld/l1f1/level/l1f1",1,26,509,67,25,3,9,22,0,true,false,false,91,122005,123401,0,71,0,-1,0,-1,-1,false,0,0,0
316,"e0073","ffxiv/roc_r1/fld/r1f1/level/r1f1",1,25,508,63,53,3,9,21,2,true,false,false,91,122004,123301,0,72,0,-1,0,-1,-1,false,0,0,0
317,"e0074","ffxiv/fst_f1/fld/f1f3/level/f1f3",1,23,507,56,6,3,9,5,0,true,false,false,37,122003,123206,0,73,0,-1,0,-1,-1,false,0,0,0
318,"e0075","ffxiv/wil_w1/fld/w1f4/level/w1f4",1,24,505,45,23,3,9,12,0,true,false,false,91,122002,123107,0,74,0,-1,0,-1,-1,false,0,0,0
319,"e0076","ffxiv/fst_f1/fld/f1f1/level/f1f1",1,23,507,54,4,3,9,3,0,true,false,false,37,122003,123204,0,75,0,-1,0,-1,-1,false,0,0,0
320,"e0077","ffxiv/fst_f1/fld/f1f1/level/f1f1",1,23,507,54,4,3,9,3,0,true,false,false,91,122003,123204,0,76,0,-1,0,-1,-1,false,0,0,0
321,"e0078","ffxiv/fst_f1/fld/f1f4/level/f1f4",1,23,507,57,7,3,9,6,0,true,false,false,37,122003,123207,0,77,0,-1,0,-1,-1,false,0,0,0
322,"e0079","ffxiv/roc_r1/fld/r1f1/level/r1f1",1,25,508,63,53,3,9,21,2,true,false,false,91,122004,123301,0,78,0,-1,0,-1,-1,false,0,0,0
323,"e0080","ffxiv/wil_w1/fld/w1f4/level/w1f4",1,24,505,45,23,3,9,12,0,true,false,false,120,122002,123107,0,79,0,-1,0,-1,-1,false,0,0,0
324,"e0081","ffxiv/fst_f1/fld/f1f4/level/f1f4",1,23,507,57,7,3,9,6,0,true,false,false,157,122003,123207,0,80,0,-1,0,-1,-1,false,0,0,0
325,"e0082","ffxiv/sea_s1/fld/s1f6/level/s1f6",1,22,502,350,30,3,9,24,0,true,false,false,155,122001,123009,0,81,0,-1,0,-1,-1,false,0,0,0
326,"e0083","ffxiv/lak_l1/fld/l1f1/level/l1f1",1,26,509,67,25,3,9,22,0,true,false,false,91,122005,123401,0,82,0,-1,0,-1,-1,false,0,0,0
327,"e0084","ffxiv/sea_s1/fld/s1f3/level/s1f3",1,22,502,32,17,3,9,18,0,true,false,false,39,122001,123006,0,83,0,-1,0,-1,-1,false,0,0,0
328,"e0085","ffxiv/sea_s1/fld/s1f5/level/s1f5",1,22,502,34,19,3,9,20,0,true,false,false,39,122001,123008,0,84,0,-1,0,-1,-1,false,0,0,0
329,"e0086","ffxiv/sea_s1/dun/s1d3/level/s1d3",1,22,502,37,32,3,9,0,0,true,false,false,91,122001,124005,0,85,0,-1,0,-1,-1,false,0,0,0
330,"e0087","ffxiv/sea_s1/fld/s1f4/level/s1f4",1,22,502,33,18,3,9,19,0,true,false,false,112,122001,123007,0,86,0,100,0,-1,-1,false,0,0,0
331,"r1fa_event","ffxiv/roc_r1/fld/r1fa/level/r1fa",1,25,508,459,98,0,7,26,0,true,false,false,1001,-1,-1,0,0,23,-1,0,-1,-1,false,0,0,0
332,"w1f1_battle","ffxiv/wil_w1/fld/w1f1/level/w1f1",1,24,505,42,20,2,10,9,0,true,false,false,1001,122002,123104,0,0,0,-1,34,-1,-1,false,0,0,0
333,"e0088","ffxiv/roc_r1/fld/r1f1/level/r1f1",1,25,508,63,53,3,9,21,2,false,false,false,36,122004,123301,0,87,0,-1,0,-1,-1,false,0,0,0
334,"e0089","ffxiv/wil_w1/dun/w1d2/level/w1d2",1,24,505,49,46,3,9,0,0,false,false,false,36,122002,124103,0,88,0,-1,0,-1,-1,false,0,0,0
335,"l1f1_event","ffxiv/lak_l1/fld/l1f1/level/l1f1",1,26,509,67,25,0,15,22,0,true,false,false,148,-1,-1,0,0,24,-1,0,-1,-1,false,0,0,0
336,"s1p2_002","ffxiv/sea_s1/pvp/s1p2/level/s1p2",4,22,502,154,81,2,4,29,0,true,false,false,1001,122001,124006,0,0,0,-1,0,-1,-1,true,0,0,0
337,"s1p2_003","ffxiv/sea_s1/pvp/s1p2/level/s1p2",4,22,502,154,81,2,4,29,0,true,false,false,1001,122001,124006,0,0,0,-1,0,-1,-1,true,0,0,0
338,"s1b7_2","ffxiv/sea_s1/bah/s1b7/level/s1b7",1,24,505,152,1,0,12,0,0,true,false,false,146,122010,124507,0,0,22,-1,0,-1,-1,false,0,0,0
339,"s1h1","ffxiv/sea_s1/hou/s1h1/level/s1h1",1,22,502,425,72,0,13,135,0,true,false,true,1083,122001,123010,852431,0,8,-1,78,-1,-1,false,0,0,0
340,"f1h1","ffxiv/fst_f1/hou/f1h1/level/f1h1",1,23,507,426,82,0,13,136,0,true,false,true,1110,122003,123208,852427,0,2,-1,78,-1,-1,false,0,0,0
341,"w1h1","ffxiv/wil_w1/hou/w1h1/level/w1h1",1,24,505,427,83,0,13,137,0,true,false,true,1109,122002,123109,852430,0,9,-1,78,-1,-1,false,0,0,0
342,"f1i1","ffxiv/fst_f1/ind/f1i1/level/f1i1",1,23,507,1106,116,0,14,0,0,true,false,false,1110,122003,123208,0,0,2,-1,0,-1,-1,false,0,0,0
343,"f1i2","ffxiv/fst_f1/ind/f1i2/level/f1i2",1,23,507,1107,117,0,14,0,0,true,false,false,1110,122003,123208,0,0,2,-1,0,-1,-1,false,0,0,0
344,"f1i3","ffxiv/fst_f1/ind/f1i3/level/f1i3",1,23,507,1108,120,0,14,0,0,true,false,false,1110,122003,123208,0,0,2,-1,0,-1,-1,false,0,0,0
345,"w1i1","ffxiv/wil_w1/ind/w1i1/level/w1i1",1,24,505,1103,123,0,14,0,0,true,false,false,1109,122002,123109,0,0,9,-1,0,-1,-1,false,0,0,0
346,"w1i2","ffxiv/wil_w1/ind/w1i2/level/w1i2",1,24,505,1104,124,0,14,0,0,true,false,false,1109,122002,123109,0,0,9,-1,0,-1,-1,false,0,0,0
347,"w1i3","ffxiv/wil_w1/ind/w1i3/level/w1i3",1,24,505,1105,127,0,14,0,0,true,false,false,1109,122002,123109,0,0,9,-1,0,-1,-1,false,0,0,0
348,"w1fb","ffxiv/wil_w1/fld/w1fb/level/w1fb",1,24,505,477,143,2,10,31,0,true,false,false,1001,122002,124114,0,0,0,-1,17,-1,-1,false,0,0,0
349,"w1d6","ffxiv/wil_w1/dun/w1d6/level/w1d6",1,24,505,48,140,2,3,0,0,true,false,false,1001,122002,124102,0,0,0,-1,0,-1,-1,false,0,0,0
350,"f1d4","ffxiv/fst_f1/dun/f1d4/level/f1d4",1,23,507,59,137,2,3,0,0,true,false,false,1001,122003,124204,0,0,0,-1,0,-1,-1,false,0,0,0
351,"l1e1","ffxiv/lak_l1/evt/l1e1/level/l1e1",1,26,509,481,136,0,15,0,0,true,false,false,1114,-1,-1,852110,0,24,-1,0,-1,-1,false,0,0,0
352,"s1p2_004","ffxiv/sea_s1/pvp/s1p2/level/s1p2",4,22,502,154,81,2,4,29,0,true,false,false,1001,122001,124006,0,0,0,-1,0,-1,-1,true,0,0,0
353,"z1z1","ex1/03_abr_a2/fld/a2fa/level/a2fa",1,497,510,2151,235,2,10,28,0,true,false,false,1001,122019,124904,0,0,0,-1,104,-1,-1,false,1,0,0
354,"z1z2","ex1/02_dra_d2/fld/d2fa/level/d2fa",1,498,511,2081,256,2,10,57,0,true,false,false,1001,122018,124804,0,0,0,-1,106,-1,-1,false,1,0,0
355,"f1b1","ffxiv/fst_f1/bah/f1b1/level/f1b1",1,23,507,1301,148,2,16,0,0,true,false,false,1001,122003,124511,0,0,0,-1,39,-1,-1,false,0,0,0
356,"f1b2","ffxiv/fst_f1/bah/f1b2/level/f1b2",1,23,507,1302,149,2,16,28,0,true,false,false,1001,122003,124512,0,0,0,-1,40,-1,-1,false,0,0,0
357,"f1b3","ffxiv/fst_f1/bah/f1b3/level/f1b3",1,23,507,1303,65,2,16,0,0,true,false,false,1001,122012,124513,0,0,0,-1,41,-1,-1,false,0,0,0
358,"f1b4","ffxiv/fst_f1/bah/f1b4/level/f1b4",1,23,507,1304,150,2,17,0,0,true,false,false,1001,122012,124514,0,0,0,-1,42,-1,-1,false,0,0,0
359,"o1fa_2","ffxiv/ocn_o1/fld/o1fa/level/o1fa",1,22,502,1334,147,2,10,38,0,true,false,false,1001,122001,124012,0,0,0,-1,37,-1,-1,false,0,0,0
360,"w1d7","ffxiv/wil_w1/dun/w1d7/level/w1d7",1,24,505,49,145,2,3,0,0,true,false,false,1001,122002,124104,0,0,0,-1,0,-1,-1,false,0,0,0
361,"s1d5","ffxiv/sea_s1/dun/s1d5/level/s1d5",1,22,502,1377,168,2,3,0,0,true,false,false,1001,122001,124013,0,0,0,-1,50,-1,-1,false,0,0,0
362,"s1d6","ffxiv/sea_s1/dun/s1d6/level/s1d6",1,22,502,36,146,2,3,37,0,true,false,false,1001,122001,124004,0,0,0,-1,43,-1,-1,false,0,0,0
363,"f1d5","ffxiv/fst_f1/dun/f1d5/level/f1d5",1,23,507,125,151,2,3,40,0,true,false,false,1001,122003,124206,0,0,0,-1,38,-1,-1,false,0,0,0
364,"f1fa_2","ffxiv/fst_f1/fld/f1fa/level/f1fa",1,23,507,360,36,2,10,30,0,true,false,false,1001,122003,124209,0,0,0,-1,0,-1,-1,false,0,0,0
365,"r1d2","ffxiv/roc_r1/dun/r1d2/level/r1d2",1,25,508,401,157,2,3,42,2,true,false,false,1001,122004,124302,0,0,0,-1,45,-1,-1,false,0,0,0
366,"r1fb","ffxiv/roc_r1/fld/r1fb/level/r1fb",1,25,508,386,144,2,3,0,2,true,false,false,1001,122004,124308,0,0,0,-1,44,-1,-1,false,0,0,0
367,"w1d8","ffxiv/wil_w1/dun/w1d8/level/w1d8",1,24,505,50,182,2,3,41,0,true,false,false,1001,122002,124106,0,0,0,-1,0,-1,-1,false,0,0,0
368,"r1f1_battle","ffxiv/roc_r1/fld/r1f1/level/r1f1",1,25,508,392,53,2,10,21,2,true,false,false,1001,122004,124309,0,0,0,-1,0,-1,-1,false,0,0,0
369,"w1d2_battle","ffxiv/wil_w1/dun/w1d2/level/w1d2",1,24,505,694,46,2,10,0,0,true,false,false,1001,122002,124115,0,0,0,-1,0,-1,-1,false,0,0,0
370,"f1b5","ffxiv/fst_f1/bah/f1b5/level/f1b5",1,23,507,1305,1,0,12,0,0,true,false,false,1001,122012,124515,852619,0,22,-1,0,-1,-1,false,0,0,0
371,"r1d3","ffxiv/roc_r1/dun/r1d3/level/r1d3",1,25,508,404,174,2,3,0,2,true,false,false,1001,122004,124310,0,0,0,-1,64,-1,-1,false,0,0,0
372,"l1r2","ffxiv/lak_l1/rad/l1r2/level/l1r2",1,26,509,493,158,2,8,0,0,true,false,false,1001,122011,124602,0,0,0,-1,51,-1,-1,false,0,0,0
373,"f1d6","ffxiv/fst_f1/dun/f1d6/level/f1d6",1,23,507,58,165,2,3,0,0,true,false,false,1001,122003,124202,0,0,0,-1,0,-1,-1,false,0,0,0
374,"f1fb","ffxiv/fst_f1/fld/f1fb/level/f1fb",1,23,507,1363,166,2,10,43,0,true,false,false,1001,122003,124210,0,0,0,-1,0,-1,-1,false,0,0,0
375,"f1fb_2","ffxiv/fst_f1/fld/f1fb/level/f1fb",1,23,507,1363,166,2,10,43,0,true,false,false,1001,122003,124211,0,0,0,-1,0,-1,-1,false,0,0,0
376,"l1p1","ffxiv/lak_l1/pvp/l1p1/level/l1p1",4,26,509,1374,167,2,18,0,0,true,false,true,1001,122015,124701,0,0,0,-1,58,-1,-1,true,0,0,0
377,"r1fc","ffxiv/roc_r1/fld/r1fc/level/r1fc",1,25,508,1399,173,2,10,46,2,true,false,false,1001,122004,124311,0,0,0,-1,65,-1,-1,false,0,0,0
378,"r1fc_2","ffxiv/roc_r1/fld/r1fc/level/r1fc",1,25,508,1399,173,2,10,46,2,true,false,false,1001,122004,124312,0,0,0,-1,66,-1,-1,false,0,0,0
379,"e0090","ffxiv/lak_l1/fld/l1f1/level/l1f1",1,26,509,67,25,3,9,0,0,true,false,false,108,122005,123401,0,89,0,-1,0,-1,-1,false,0,0,0
380,"f1b1_2","ffxiv/fst_f1/bah/f1b1/level/f1b1",1,23,507,1301,148,2,16,0,0,true,false,false,1001,122003,124521,0,0,0,-1,46,-1,-1,false,0,0,0
381,"f1b2_2","ffxiv/fst_f1/bah/f1b2/level/f1b2",1,23,507,1302,149,2,16,28,0,true,false,false,1001,122003,124522,0,0,0,-1,47,-1,-1,false,0,0,0
382,"f1b3_2","ffxiv/fst_f1/bah/f1b3/level/f1b3",1,23,507,1303,65,2,16,0,0,true,false,false,1001,122012,124523,0,0,0,-1,48,-1,-1,false,0,0,0
383,"f1b4_2","ffxiv/fst_f1/bah/f1b4/level/f1b4",1,23,507,1304,150,2,17,0,0,true,false,false,1001,122012,124524,0,0,0,-1,49,-1,-1,false,0,0,0
384,"s1i4","ffxiv/sea_s1/ind/s1i4/level/s1i4",1,22,502,1157,170,0,14,0,0,true,false,false,1083,122001,123010,0,0,8,-1,0,-1,-1,false,0,0,0
385,"f1i4","ffxiv/fst_f1/ind/f1i4/level/f1i4",1,23,507,1159,171,0,14,0,0,true,false,false,1110,122003,123208,0,0,2,-1,0,-1,-1,false,0,0,0
386,"w1i4","ffxiv/wil_w1/ind/w1i4/level/w1i4",1,24,505,1158,172,0,14,0,0,true,false,false,1109,122002,123109,0,0,9,-1,0,-1,-1,false,0,0,0
387,"s1d7","ffxiv/sea_s1/dun/s1d7/level/s1d7",1,22,502,35,169,2,3,0,0,true,false,false,1001,122001,124002,0,0,0,-1,69,-1,-1,false,0,0,0
388,"w1ed","ffxiv/wil_w1/evt/w1ed/level/w1ed",1,24,505,1500,197,0,19,0,0,true,false,false,1143,122002,124118,0,0,62,-1,0,-1,-1,false,0,0,0
389,"s1fb","ffxiv/sea_s1/fld/s1fb/level/s1fb",1,22,502,1500,198,3,20,0,0,true,false,false,1001,-1,-1,0,0,0,-1,85,-1,-1,false,0,0,0
390,"w1fc","ffxiv/wil_w1/fld/w1fc/level/w1fc",1,24,505,1500,199,3,20,0,0,true,false,false,1001,-1,-1,0,0,0,-1,84,-1,-1,false,0,0,0
391,"f1fc","ffxiv/fst_f1/fld/f1fc/level/f1fc",1,23,507,1500,200,3,20,0,0,true,false,false,1001,-1,-1,0,0,0,-1,86,-1,-1,false,0,0,0
392,"f1e6","ffxiv/fst_f1/evt/f1e6/level/f1e6",1,23,507,112,180,0,22,0,0,true,false,false,1001,-1,-1,0,0,2,-1,0,-1,-1,false,0,0,0
393,"f1e6_prv","ffxiv/fst_f1/evt/f1e6/level/f1e6",1,23,507,112,180,0,22,0,0,true,false,false,1142,-1,-1,852711,0,2,-1,0,-1,-1,false,0,0,0
394,"f1f3_battle","ffxiv/fst_f1/fld/f1f3/level/f1f3",1,23,507,56,187,2,10,45,0,true,false,false,1001,122003,124213,0,0,0,-1,59,-1,-1,false,0,0,0
395,"r1e2","ffxiv/roc_r1/evt/r1e2/level/r1e2",1,25,508,63,179,0,15,0,0,true,false,false,1072,-1,-1,852773,0,23,-1,0,-1,-1,false,0,0,0
396,"f1d3_battle","ffxiv/fst_f1/dun/f1d3/level/f1d3",1,23,507,128,210,2,3,28,0,true,false,false,1001,122003,124214,0,0,0,-1,80,-1,-1,false,0,0,0
397,"r2f1","ex1/01_roc_r2/fld/r2f1/level/r2f1",1,25,508,2200,211,0,1,49,1,true,true,true,1150,122004,123302,852807,0,71,-1,0,-1,-1,false,1,0,4
