Index,0 [0x0][0x0],1 [0x2][0x14],2 [0x0][0x4],3 [0x2][0x15],4 [0x2][0x16],5 [0x2][0x17],6 [0x2][0x18],7 [0x2][0x19],8 [0x0][0x8],9 [0x0][0xc],10 [0x0][0x10],11 [0x5][0x24],12 [0x3][0x30],13 [0x3][0x31],14 [0x3][0x32],15 [0x3][0x33],16 [0x3][0x34],17 [0x3][0x35],18 [0x3][0x36],19 [0x3][0x37],20 [0x3][0x38],21 [0x19][0x40],22 [0x1a][0x40],23 [0x1b][0x40],24 [0x1c][0x40],25 [0x5][0x26],26 [0x1d][0x40],27 [0x1e][0x40],28 [0x5][0x28],29 [0x5][0x2a],30 [0x1f][0x40],31 [0x3][0x39],32 [0x3][0x3a],33 [0x5][0x2c],34 [0x3][0x3b],35 [0x3][0x3c],36 [0x3][0x3d],37 [0x20][0x40],38 [0x19][0x41],39 [0x1a][0x41],40 [0x1b][0x41],41 [0x1c][0x41],42 [0x3][0x3e],43 [0x5][0x2e],44 [0x3][0x3f],45 [0x0][0x1c],46 [0x0][0x20]
50,"マメット・シルフ",0,"",0,0,1,0,0,"ミニオン「マメット・シルフ」を呼び出す。\nシルフを模した魔法人形なのでふっち","シルフ族を模した魔法人形。上質のシルフシルクで作ったぬいぐるみに、シルフ族特有のおまぢないをかけて仕上げたもの。非常に愛らしいその姿は、生まれて間もない「御子ちゃま」をモチーフにしているらしい","フワフワ…",468,100,30,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4549,208,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
51,"マメット・カーソル",0,"",0,0,1,0,0,"ミニオン「マメット・カーソル」を呼び出す。\nすべての運命を支配する古代神を模した魔法人形","古代神を模した魔法人形。あるゴブリン族の神学者が泥酔した末に語ったところによれば、この世界は14番目の世界であり、原初の世界では「指さす白き手袋」の姿をした神が、すべての運命を支配していたという","ピッ、ピッ、ピッ！",469,100,20,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4544,220,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
52,"マメット・インビンシブル",0,"",0,0,1,0,0,"ミニオン「マメット・インビンシブル」を呼び出す。\n伝説の飛空艇インビンシブル号を模したからくり模型","飛空艇のからくり模型。モデルはハイウィンド飛空社の創業者、タタノラ氏が大型船を流用して建造した飛空艇「インビンシブル号」である。なお、実物は空を飛ぶことができず、大金を無駄にしたことで伝説となった","ブロロロロ…",470,100,30,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4545,222,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
53,"マメット・キキルン",0,"",0,0,1,0,0,"ミニオン「マメット・キキルン」を呼び出す。\nキキルンを模した魔法人形っちゃ","リムサ・ロミンサで活躍したキキルン族大道芸人、ザザルンを模した魔法人形。一世を風靡したザザルンだったが、金銭トラブルを抱えて借金まみれに。その後、自らの人形の販売権を裁縫師ギルドに売却したという","チャリチャリクレクレ",471,90,30,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4546,205,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
54,"黒チョコチョコボ",0,"",0,0,1,0,0,"ミニオン「黒チョコチョコボ」を呼び出す。\nチョコチョコ歩くチョコボの子。マンボのリズムが好き","チョコチョコ歩くチョコボの子。タマゴから孵ったときは黄色かったが、ある日やって来た銀のアクセサリーで着飾った男によって黒く塗られてしまった。それ以来、「黒チョコボ」として生きている。マンボのリズムが大好き","ン～クエッ！",505,100,30,0,30,0,2,0,8,3,true,true,false,true,0,false,true,4548,1,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
55,"マメット・ダラガブ",0,"",0,0,1,0,0,"ミニオン「マメット・ダラガブ」を呼び出す。\nダラガブを模したからくり仕掛けの魔法人形","ダラガブを模したからくり仕掛けの魔法人形。かつて落下するダラガブを支えようと挑んで灰となった、無謀なる音楽師に哀悼の意を表するため、彫金師ギルドによって製造された。中に何が入っているのかは不明","フィ～ン…",472,100,30,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4547,250,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
56,"カインドフレア",0,"",0,0,1,0,0,"ミニオン「カインドフレア」を呼び出す。\n親切にしたら懐いてしまった幼き妖異。名状しがたい恐怖を感じる","リテイナーが拾ってきた謎の存在。親切にしたら懐いてしまったらしい。妖異学者によると、亡者の骸を依代として物質界に降り立ち、人の精神を啜る妖異「マインドフレア」の幼体のようだ。名状しがたい恐怖を感じる","ズルルルル…",578,100,30,0,0,0,2,0,8,49,true,false,false,true,0,false,true,4561,49,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
57,"アントーキング・コリブリ",0,"",0,0,1,0,0,"ミニオン「アントーキング・コリブリ」を呼び出す。\n海賊に飼育されていたコリブリ。イヤラシイ！","マディソン船長が飼っていたコリブリ。腹部に重傷を負いながらも、水神「リヴァイアサン」の祝福により化け物として復活を果たした主と共に、浸食洞へと舞い戻った。船長を称える必要がなくなったため、言葉数が減った","イヤラシイ！",579,55,30,0,0,0,2,2,8,50,true,true,false,true,0,false,true,4562,50,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
58,"マメット・アマルジャ",0,"",0,0,1,0,0,"ミニオン「マメット・アマルジャ」を呼び出す。\nアマルジャを模した魔法人形。驚天動地！","アマルジャ族を模した魔法人形。灰の一党の鍛冶師ナルジ・ボーが、冒険者が連れ歩くマメットを参考にして作ったもの。戯れに作ったものとはいえ、至強を目指す灰の一党らしく、屈強なる戦士として仕上げられている","驚天動地！",580,100,30,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4554,213,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
59,"マメット・イクサル",0,"",0,0,1,0,0,"ミニオン「マメット・イクサル」を呼び出す。\nイクサルを模したッァ、魔法人形なんだよッォ！","エカトル空力団の団員たちが、ヒトの技術を学ぶために試作した魔法人形。タタラムが仕入れた彫金師ギルド製マメットを参考に、最高にワルでワイルドに仕上げたようだ。エオルゼアに「マメワル」が誕生した瞬間である","喧嘩上等ッォ！",581,100,30,0,30,0,1,0,8,0,false,false,false,false,0,false,true,4574,214,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
60,"マメット・コボルド",0,"",0,0,1,0,0,"ミニオン「マメット・コボルド」を呼び出す。\nコボルドを模しーた　魔法にんぎょーう","コボルド族を模した魔法人形。実はアコライト789 バ・ゴが、愛らしさで敵の油断を誘うために開発した人形型爆弾である。第789洞穴団の商人が勝手に商材に加えたため、腹の中には危険な爆弾を抱えたままらしい","シュゥゥゥゥゥ…",699,100,30,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4563,215,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
61,"マメット・サハギン",0,"",0,0,1,0,0,"ミニオン「マメット・サハギン」を呼び出す。\nサハギンを模した魔法人形。水泳は苦手","サハギン族を模した魔法人形。幼い末弟たちのために、ノォヴ一味の長兄たちが作ったものらしい。魚を狩る際に用いる三つ叉の銛を手に持つなど、精巧にサハギン族戦士を表現してある。ただし、水泳は苦手","フスィーッ",700,100,30,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4564,216,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
62,"ゴレムス",0,"",0,0,1,0,0,"ミニオン「ゴレムス」を呼び出す。\nゴーレムが　おきあがり　なかまに　なりたそうに　こちらをみている！","エオルゼアに突如として現れた未知なるゴーレムを調査していたときに発見し、仲間になりたそうにこちらを見ていたので拾っておいたもの。なお手に入れたときから、何故か「ゴレムス」という愛称がついていた","かいしんのいちげき！",577,100,30,0,0,0,2,0,8,51,true,false,false,true,0,false,true,4555,51,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
63,"マメット・シャントット",0,"",0,0,1,0,0,"ミニオン「マメット・シャントット」を呼び出す。\n黒い悪魔が残した気位の高い魔法人形","「黒い悪魔」から託された気位の高い魔法人形。作り手によって、莫大な魔力を注ぎ込まれているらしく、まるで生きているかのように自由奔放に動く。捨てたら呪われるらしいので、くれぐれも大切にしよう","オーホッホッホッ！",527,100,20,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4556,218,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
64,"マメット・エドヴィア",0,"",0,0,1,0,0,"ミニオン「マメット・エドヴィア」を呼び出す。\nエドヴィア姫を模したからくり仕掛けの魔法人形","ソーン朝ウルダハのお転婆姫「エドヴィア」を模した魔法人形。「プリンセスデー」に際して開催された「姫人形コンテスト」に出品するために作られた。モデルとなった人物と同様、外の世界を見て回りたいようだ","…………",584,100,30,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4557,219,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
65,"クロックワークサン",0,"",0,0,1,0,0,"ミニオン「クロックワークサン」を呼び出す。\n「つつく」で上下に位置を変える、明るいスポットライト","「つつく」で上下に位置を変える、明るいスポットライト。ウルダハ社交界のとあるご婦人が、強烈な光によって小皺を隠すために、常に滞空する自立型投光器を所望。この発注に応え、彫金師ギルドが製造したもの","ピカ～ッ！",585,100,0,0,0,0,3,0,8,0,false,false,false,false,0,false,false,4565,500,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
66,"ふかふかクッション",0,"",0,0,1,0,0,"ミニオン「ふかふかクッション」を呼び出す。\nふかふかのクッション。尻に敷かれるのを、じっと待つ","裁縫師ギルドが作りだした最高級クッション。尻を知り尽くす男と称されるギルドマスター、レドレント・ローズ氏が究極の座り心地を実現するために、レシピを考案した。昇天するほどの座り心地と、もっぱらの噂","ふんわりふかふか",586,100,30,0,0,0,3,0,8,0,false,false,false,false,0,false,false,4566,501,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
67,"マメット・オブ・ライト",0,"",0,0,1,0,0,"ミニオン「マメット・オブ・ライト」を呼び出す。\n古の光の戦士を模した魔法人形。すべてのものに　かがやきを……","古の「光の戦士たち」を模した魔法人形。伝承によれば、かつて様々な力を持つ若者が突如として現れ、暗黒に染まった世界を救った後に、元の世界へと還っていったという。すべてのものに　かがやきを……","…………",0,100,0,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4558,223,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
68,"マメット・オブ・ライト",0,"",0,0,1,0,0,"","古の「光の戦士たち」を模した魔法人形。伝承によれば、かつてさまざまな力を持つ若者が突如として現われ、暗黒に染まった世界を救った後に、元の世界へと還っていったという。すべてのものに　かがやきを……","…………",587,100,10,0,70,0,1,0,8,0,false,false,false,false,0,false,true,0,223,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
69,"マメット・オブ・ライト",0,"",0,0,1,0,0,"","古の「光の戦士たち」を模した魔法人形。伝承によれば、かつてさまざまな力を持つ若者が突如として現われ、暗黒に染まった世界を救った後に、元の世界へと還っていったという。すべてのものに　かがやきを……","…………",623,100,10,0,70,0,1,0,8,0,false,false,false,false,0,false,true,0,223,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
70,"マメット・オブ・ライト",0,"",0,0,1,0,0,"","古の「光の戦士たち」を模した魔法人形。伝承によれば、かつてさまざまな力を持つ若者が突如として現われ、暗黒に染まった世界を救った後に、元の世界へと還っていったという。すべてのものに　かがやきを……","…………",624,100,10,0,70,0,1,0,8,0,false,false,false,false,0,false,true,0,223,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
71,"マメット・リーダー",0,"",0,0,1,0,0,"ミニオン「マメット・リーダー」を呼び出す。\nグランドカンパニーの首領を模したからくり仕掛けの魔法人形","各都市のグランドカンパニーが、宣伝用に作った首領を模した魔法人形。黒渦団のメルウィブ提督、不滅隊のラウバーン局長、双蛇党のカヌ・エ・センナの3タイプが存在している。組織への貢献著しい者にも配布された","…………",0,100,0,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4559,224,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
72,"マメット・メルウィブ",0,"",0,0,1,0,0,"","各都市のグランドカンパニーが、宣伝用に作った首領を模した魔法人形。黒渦団のメルウィブ提督、不滅隊のラウバーン局長、双蛇党のカヌ・エ・センナの3タイプが存在している。組織への貢献著しい者にも配布された","…………",626,100,10,0,0,0,1,0,8,0,false,false,false,false,0,false,true,0,224,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
73,"マメット・カヌ・エ",0,"",0,0,1,0,0,"","各都市のグランドカンパニーが、宣伝用に作った首領を模した魔法人形。黒渦団のメルウィブ提督、不滅隊のラウバーン局長、双蛇党のカヌ・エ・センナの3タイプが存在している。組織への貢献著しい者にも配布された","…………",627,100,10,0,0,0,1,0,8,0,false,false,false,false,0,false,true,0,224,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
74,"マメット・ラウバーン",0,"",0,0,1,0,0,"","各都市のグランドカンパニーが、宣伝用に作った首領を模した魔法人形。黒渦団のメルウィブ提督、不滅隊のラウバーン局長、双蛇党のカヌ・エ・センナの3タイプが存在している。組織への貢献著しい者にも配布された","…………",625,100,10,0,0,0,1,0,8,0,false,false,false,false,0,false,true,0,224,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
75,"チョコチョコボ・プリンス",0,"",0,0,1,0,0,"ミニオン「チョコチョコボ・プリンス」を呼び出す。\nチョコチョコ歩くチョコボの王子","チョコチョコ歩くチョコボの王子。決して玉子と呼ぶなかれ。イシュガルドの伝説的な名チョコボ「ブリリアドロ」の血を引く、由緒正しきチョコボらしい。自分の乗り手に相応しい、評判のいい冒険者を探しているようだ","クエッ、クエッ～！",634,100,30,0,30,0,2,0,8,3,true,true,false,true,0,false,true,4560,1,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
76,"マメット・オーディン",0,"",0,0,1,0,0,"ミニオン「マメット・オーディン」を呼び出す。\n闘神オーディンを模した魔法人形。愛剣は実は竹光","黒衣森に現れるという「亡霊騎士」こと、闘神「オーディン」を模した人形。すべてを断ちきる魔剣「斬鉄剣」を手に、愛馬「スレイプニル」にまたがり、主と共に大地を駆ける。だが、その愛剣は、実は竹光らしい","斬ッ！",683,90,10,0,0,0,2,0,8,0,false,false,false,false,0,false,true,4568,230,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
77,"ウォーリア・オブ・ライト",0,"",0,0,1,0,0,"ミニオン「ウォーリア・オブ・ライト」を呼び出す。\n伝説の光の戦士を模した魔法人形。クリスタルに祝福を……","青き鎧をまとって戦ったという、伝説の光の戦士を模した魔法人形。このマメットの製作にあたって彫金師ギルドでは、近年、クリスタルタワーで発見された古代アラグ様式の美しい騎士鎧を参考にしたらしい","…………",684,80,10,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4567,239,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
78,"マメット・バハムート",0,"",0,0,1,0,0,"ミニオン「マメット・バハムート」を呼び出す。\n落として割れたマメット・ダラガブから出てきた謎の存在","落として割れたマメット・ダラガブから出てきた謎の存在。製造元の彫金師ギルドでは、この様なものを中に入れた記録は残されていないと主張している。一体これは何者なのか。謎が謎を呼んでいる","グオォォォン！",685,100,10,0,0,0,2,0,8,0,true,false,false,false,118,false,true,4569,250,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
79,"マメット・モーグリ",0,"",0,0,1,0,0,"ミニオン「マメット・モーグリ」を呼び出す。\nモーグリを模した魔法人形クポ！　踊りが大好きクポ！","モーグリ族を模した魔法人形。冒険者が連れ歩くマメットを見て、猛烈に欲しくなったモーグリ族が、魔法の力で作りだしたものらしい。作り手と同様に音楽をこよなく愛するため、集まると自然と輪を作って踊り出す","クポクポ！",688,100,10,0,0,0,1,4,8,0,false,false,false,false,0,false,true,4572,233,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
80,"ベイビーオポオポ",0,"",0,0,1,0,0,"ミニオン「ベイビーオポオポ」を呼び出す。\nオポオポの子猿。シュラウドアップルが好物らしい","オポオポの子猿。食物を探し求めてブレイフロクスの野営地に忍び込んだところ、ゴブリンチーズを発見。食べようとしたが、あまりの臭さに失神してしまった。その窮地から助けてくれた冒険者を、恩人として慕っている","ウキキッ？",686,60,30,0,0,0,2,1,8,52,true,true,false,false,0,false,true,4570,52,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
81,"マメット・ブルーム",0,"",0,0,1,0,0,"ミニオン「マメット・ブルーム」を呼び出す。\n不思議な呪文さ　サッサカサ！\nどんまことすきて　むえーえーしふえらす","魔法仕掛けのほうき。掃除するかのように勝手に動き回るが、気が向くままに動いているだけなので、一向に綺麗にならない。しかし、棒状の物体を動作させるためには、思いの外、高い技術力がつぎ込まれている","サッサカサ",687,100,10,0,0,80,2,0,5,0,false,false,false,false,0,false,true,4571,234,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
82,"マメット・サキュバス",0,"",0,0,1,0,0,"ミニオン「マメット・サキュバス」を呼び出す。\n妖異サキュバスを模した魔法人形。おとなしく生贄となるがいい！","妖異召喚未遂容疑で逮捕された、とある彫金師が所有していた魔法人形。どうやら妖異「サキュバス」に魅せられ、魔法人形を作ったものの、それでは満足できず禁忌の妖術に手を出したらしい。これは、その証拠品……","生贄ト◎ナルガイイ！",748,80,10,0,0,0,1,3,8,0,false,false,false,false,0,false,true,4575,230,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
83,"ズー・ハッチリング",0,"",0,0,1,0,0,"ミニオン「ズー・ハッチリング」を呼び出す。\nズーのヒナ。デスブリンガーが嫌いらしい","怪鳥ズーのヒナ。ズー属は、原産地の近東との間を季節ごとに移動する。本来、子育ては近東で行うが、霊災後の気候変動に適応したのか、最近ではエオルゼアで産卵するケースが増加中。なお、デスブリンガーが嫌いらしい","戦闘不能におちいった！",682,100,30,0,0,0,2,0,8,54,true,false,false,true,0,false,true,4573,54,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
84,"マメット・ナナモ",0,"",0,0,1,0,0,"ミニオン「マメット・ナナモ」を呼び出す。\nナナモ・ウル・ナモ女王陛下を模した魔法人形","ウルダハ第十七代国王、ナナモ・ウル・ナモを模した魔法人形。かつて、ナナモ女王の在位十年を記念して、彫金師ギルドが製作したものを、同じレシピで再生産したもの。当時、15歳のナナモ女王の姿を元にしている","苦シュウナイ！",751,80,10,0,0,0,1,1,8,0,false,false,false,false,0,false,true,4599,266,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
85,"マメット・ギルガメッシュ",0,"",0,0,1,0,0,"ミニオン「マメット・ギルガメッシュ」を呼び出す。\n剣豪ギルガメッシュを模した魔法人形。生きてたら、また会おうぜ！","とあるエオルゼア最強の彫金師が、自宅の魔法人形を修理した際に、勢い余って作り上げてしまったもの。一人息子の友人、ギルガメッシュの姿を模したようだ。息子をよろしく頼みます、という思いが込められている","オマエなのか…バ…？",756,100,10,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4576,236,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
86,"オニオンプリンス",0,"",0,0,1,0,0,"ミニオン「オニオンプリンス」を呼び出す。\n何故か畑に生えていたオニオンプリンス。マンドラゴラの王子！","自称マンドラゴラの王子。両親が政略結婚で結ばれたことを知り、一時期はグレていた。だが、自分に注がれる両親の愛が、真実と悟り更正。今では、キングトマトの花粉を受け継いだことを誇りに思っている……らしい","●×▼……！",742,100,30,0,0,0,2,0,8,42,true,true,false,true,0,false,true,4577,42,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
87,"エッグナイト",0,"",0,0,1,0,0,"ミニオン「エッグナイト」を呼び出す。\n何故か畑に生えていたエッグナイト。マンドラゴラの騎士！","自称マンドラゴラの騎士。18代前の先祖がキングトマトの先祖と同じ畑で栽培されていた縁で、野菜国家「マンドラ帝国」の樹立を目指す闘争に参加した。王子の武術指南役を任される程、王からの信頼は厚い……らしい","◎◎×△□！！",743,100,30,0,0,0,2,0,8,42,true,true,false,true,0,false,true,4578,42,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
88,"ガーリックスター",0,"",0,0,1,0,0,"ミニオン「ガーリックスター」を呼び出す。\n何故か畑に生えていたガーリックスター。マンドラゴラの道化！","自称マンドラゴラの道化。危うくシチューの隠し味にされそうになっていたところを、エッグナイトに助けられ、以後、行動を共にしている。本当は騎士になりたかったが、臭かったので宮廷道化師に任命された……らしい","××◎～！",744,100,30,0,0,0,2,0,8,42,true,true,false,true,0,false,true,4579,42,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
89,"キングトマト",0,"",0,0,1,0,0,"ミニオン「キングトマト」を呼び出す。\n何故か畑に生えていたキングトマト。マンドラゴラの王！","自称マンドラゴラの王。野菜国家「マンドラ帝国」を樹立すべく、全マンドラゴラに団結を呼びかける。その汁の赤さはヒトに求める「血の犠牲」を、汁の酸味は「食われ続けてきた野菜の無念」を示している……らしい","■＄◎×△□◎◎…♪",745,100,30,0,0,0,2,0,8,42,true,true,false,true,0,false,true,4580,42,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
90,"マンドラクイーン",0,"",0,0,1,0,0,"ミニオン「マンドラクイーン」を呼び出す。\n何故か畑に生えていたマンドラクイーン。マンドラゴラの王妃！","自称マンドラゴラの王妃。キングトマトとの婚礼は、野菜国家「マンドラ帝国」の建国のための政略結婚だった。しかし、ヒト社会との闘争の中で、頼れる同志となった彼らの間には、本物の愛が育まれつつある……らしい","×□♪◎×◎…",746,100,30,0,0,0,2,0,8,42,true,true,false,true,0,false,true,4581,42,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
91,"マメット・ヤ・シュトラ",0,"",0,0,1,0,0,"ミニオン「マメット・ヤ・シュトラ」を呼び出す。\nヤ・シュトラを模した魔法人形。永遠の23歳を完全再現！","「暁の血盟」の賢人、ヤ・シュトラを模した魔法人形。暁の金庫番、タタル嬢の発注により、ウルダハの彫金師ギルドで製作された。工芸「フェン・イル」特製のマメット用本革ブーツをはかせたコダワリの逸品","シッポヲ、ギュ…",750,100,10,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4600,262,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
92,"マメット・オニオン",0,"",0,0,1,0,0,"ミニオン「マメット・オニオン」を呼び出す。\n古のオニオンナイトを模した魔法人形。晴れない雲はないんだ！","クリスタルタワーで発見された魔法人形。ラムブルース氏の見解では、親衛隊「玉葱兵」を模した玩具らしいとのこと。足裏に「ルーネス」と記されていたが、これが持ち主の名なのか、人形の名なのかは判然としていない","32かいヒット！",749,100,10,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4582,240,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
93,"トレジャーボックス",0,"",0,0,1,0,0,"ミニオン「トレジャーボックス」を呼び出す。\n小箱に憑依した妖異。不用意に開けると咬まれるらしい","グランドカンパニーの倉庫で保管されていた、小箱に憑依した妖異。箱の中に納められていた同盟記章を食べてしまったため、責任を取らせるため売りに出されることとなった。ムシャムシャして食べた、今は反省している","ギィィ…バタン…",747,50,5,10,0,0,2,0,8,56,true,true,false,false,0,false,true,4583,56,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
94,"タイニーバク",0,"",0,0,1,0,0,"ミニオン「タイニーバク」を呼び出す。\nバクの幼獣。夢を食べて成長すると伝えられる","夢を食べるという東方の獣、バクの幼獣。かつて、ウルダハの商人が「安眠グッズ」として、ナイトウェアの生地と共に売りに出したことがある。あまりの人気ぶりに値段が高騰した結果、お宝として扱われるようになった","ムニャムニャ…",754,80,30,0,0,0,2,0,8,57,true,true,false,true,0,false,true,4584,57,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
95,"ナナッコ・ベアー",0,"",0,0,1,0,0,"ミニオン「ナナッコ・ベアー」を呼び出す。\nベアーの幼獣を模した魔法人形","ベアーの幼獣を模した魔法人形。約80年前、「熊が見たい」と駄々をこねていたウルダハ王女、ナナッコ姫のために、魔法人形を仕込んだぬいぐるみが作られ、8歳の誕生日に贈られた。以来、定番の玩具として定着している","ガオォ～！",752,100,20,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4585,238,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
96,"クロックワークトロッコ",0,"",0,0,1,0,0,"ミニオン「クロックワークトロッコ」を呼び出す。\n小さなトロッコ玩具。鉱山労働バンザイ","からくり仕掛けの小さなトロッコ。アマジナ鉱山社が、「鉱山労働の素晴らしさ」を幼少期から教え込むために作った教育的玩具らしい。与えられた子どもの中には、それはそれは大切に宝物のように扱う子もいたようだ","ガタン、ゴトン",753,100,10,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4586,241,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
97,"ナッツイーター",0,"",0,0,1,0,0,"ミニオン「ナッツイーター」を呼び出す。\n小さな愛らしいリス。大好物は、ラノシア産のアイアンエーコン","探検家ミリス・アイアンハートが、バイルブランド島を探検していたときに出会ったリス。世界のどこかにあるという、ゴールドエーコンを手に入れるため、各地を放ろうしている。名うての探検家と共に、旅したいようだ","ムキュッ！",755,100,10,0,0,30,2,1,8,59,true,true,false,true,0,false,true,4587,59,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
98,"マメット・ミンフィリア",0,"",0,0,1,0,0,"ミニオン「マメット・ミンフィリア」を呼び出す。\nミンフィリアを模した魔法人形。こっちは一緒に来てくれる","冒険者ギルドが、エオルゼアの新生を祝して用意した魔法人形。協力関係にある組織「暁の血盟」の盟主、ミンフィリアを模している。いつも呼びつけてくるあの人を、思う存分、呼びつけることができると評判だ","モシモシ…モシモシ…",797,100,10,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4588,260,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
99,"マメット・サンクレッド",0,"",0,0,1,0,0,"ミニオン「マメット・サンクレッド」を呼び出す。\nサンクレッドを模した魔法人形。お上品に戦うのはここまでだ！","冒険者ギルドが、エオルゼアの新生を祝して用意した魔法人形。協力関係にある組織「暁の血盟」の賢人、サンクレッドを模している。彼に対して淡い恋心を抱く女性や、暗い感情を抱く女性に絶大な人気を誇るという","フッ…",796,100,10,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4589,262,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
100,"魔導ビット自律型",0,"",0,0,1,0,0,"ミニオン「魔導ビット自律型」を呼び出す。\n1/9スケールモデル。アルテマウェポンはついていません","ガレマール帝国軍の無人攻撃端末「魔導ビット」を忠実に再現した最高の玩具。アラグ帝国製の無人兵器を高い魔導技術により、リバースエンジニアリングしたンだぜ。お前の技術より、優れてンだろ？　ガーロンドォ……","パタパタパタ…",1016,27,10,0,0,0,2,0,8,0,false,false,false,false,0,true,true,4616,221,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
101,"薄闇の雲",0,"",0,0,1,0,0,"ミニオン「薄闇の雲」を呼び出す。\n暗闇の雲を模した魔法人形。世界を無に還してやろう！","闇の世界で拾った、どことなくマメット・サキュバスに似た人形。ちなみに妖異召喚未遂容疑で逮捕された某彫金師は、出獄後程なくして行方不明になっている。自宅に「美を求めて異界に旅立つ」という書き置きを残して……","ファファファ…",1017,80,10,0,0,0,1,3,8,0,false,false,false,false,0,false,true,4617,230,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
