Index,0 [0x0][0x0],1 [0x0][0x4],2 [0x6][0xc],3 [0x3][0x12],4 [0x3][0x13],5 [0x19][0x16],6 [0x3][0x14],7 [0x7][0x8],8 [0x4][0x10],9 [0x3][0x15]
207,"Verbesserter Phantompfeil","",0,0,0,true,4,189,0,55
208,"Verbesserter Phantompfeil II","",0,0,0,true,4,190,0,55
209,"Verbesserter Phantompfeil III","",0,0,0,true,4,191,5,55
210,"Verbesserter Nebelschleier","",0,0,0,true,4,192,0,69
211,"Verbesserter Nebelschleier II","",0,0,0,true,4,193,5,69
212,"Verbesserter Nebelschleier III","",0,0,0,true,4,194,10,69
213,"Verbessertes Entkräften","",0,0,0,true,4,195,0,69
214,"","",0,0,0,false,0,0,0,0
215,"","",0,0,0,false,0,0,0,0
216,"Verbesserte Auratische Resonanz","",0,0,0,true,4,198,0,29
217,"Verbesserte Auratische Resonanz II","",0,0,0,true,4,199,0,29
218,"Verbesserte Auratische Resonanz III","",0,0,0,true,4,200,5,29
219,"Verbessertes Lege Artis","",0,0,0,true,4,201,0,73
220,"Verbessertes Lege Artis II","",0,0,0,true,4,202,5,73
221,"Verbessertes Lege Artis III","",0,0,0,true,4,203,10,73
222,"Verbesserter Waffenwurf","",0,0,0,true,4,204,0,87
223,"Verbesserter Waffenwurf II","",0,0,0,true,4,205,3,87
224,"Verbesserter Waffenwurf III","",0,0,0,true,4,206,20,87
225,"Verbesserter Überschwang","",0,0,0,true,4,207,0,88
226,"Verbesserter Überschwang II","",0,0,0,true,4,208,250,88
227,"Verbesserter Ätherschub","",0,0,0,true,4,209,0,89
228,"Verbesserter Ätherschub II","",0,0,0,true,4,210,5,89
229,"Verbesserter Ätherschub III","",0,0,0,true,4,211,-20,89
230,"Verbesserter Gleichmut","",0,0,0,true,4,212,0,89
231,"Verbesserter Gleichmut II","",0,0,0,true,4,213,5,89
232,"Verbesserte Immanation","",0,0,0,true,4,214,0,90
233,"Verbesserte Immanation II","",0,0,0,true,4,215,20,90
234,"Verbesserte Purifikation","",0,0,0,true,4,216,0,1
235,"Verbesserte Einstimmung","",0,0,0,true,4,217,0,73
236,"GESK-Schub","Das Geschick wird um 2 erhöht.",5120,29,8,false,0,0,2,93
237,"Alle Viere","Sturzschaden wird verringert.",5401,29,14,false,0,0,10,93
238,"GESK-Schub II","Das Geschick wird um 4 erhöht.",5121,29,16,false,0,0,4,93
239,"Verbesserter Schleichangriff","Der Attacke-Wert von Schleichangriff wird auf 300 (von vorne: 500) erhöht.",5402,29,32,false,0,0,0,93
240,"GESK-Schub III","Das Geschick wird um 6 erhöht.",5122,29,24,false,0,0,6,93
241,"Bewegungsgeschwindigkeit +","Die Bewegungsgeschwindigkeit wird erhöht.\nBei PvP wirkungslos, falls unter dem Einfluss von Wespenkuss oder Vipernkuss.",5403,29,20,false,0,0,10,93
242,"Verbesserter Wespenkuss","Die Verstärkung des ausgeteilten physischen Schadens durch Wespenkuss wird auf 20 % erhöht. Zusatzeffekt von Kehlschnitt wird zu Betäubung. Dauer: 2 Sekunden ",5404,29,36,false,0,0,0,93
243,"Verbessertes Dampf machen","Die TP-Regeneration wird weiter erhöht.",5406,29,28,false,0,0,0,93
244,"Verbesserter Vipernkuss","Die Verstärkung des ausgeteilten physischen Schadens durch Vipernkuss wird auf 20 % erhöht. Zusatzeffekt von Ausrauben wird zu Absorption von 50 % des ausgeteilten Schadens als eigene LP.",5405,29,40,false,0,0,0,93
245,"Verbessertes Verstümmeln","Die Wirkungszeit von Verstümmeln wird auf 30 Sekunden verlängert.",5407,29,44,false,0,0,0,93
246,"Verbesserte Todesblüte","Der Attacke-Wert von Todesblüte wird auf 100 erhöht.",5408,29,48,false,0,0,40,93
247,"Verbesserte Blitzattacke","",0,0,0,true,4,230,0,93
248,"Verbesserte Blitzattacke II","",0,0,0,true,4,231,0,93
249,"Verbesserte Blitzattacke III","",0,0,0,true,4,232,0,93
250,"Verbesserter Staubteufel","",0,0,0,true,4,233,0,93
251,"Verbesserter Staubteufel II","",0,0,0,true,4,234,0,93
252,"Verbesserter Staubteufel III","",0,0,0,true,4,235,0,93
253,"Verbessertes Hellsehen","",0,0,0,true,4,237,0,93
254,"Verbessertes Enttarnen","",0,0,0,true,4,236,0,100
255,"Verbesserte Genesung","",0,0,0,true,4,238,0,97
256,"Verbesserte Genesung II","",0,0,0,true,4,239,0,97
257,"Nymeias Segen","Die Anzahl der gesammelten Gegenstände, bei denen es keine HQ-Version gibt, kann erhöht sein. Bedingungen mit „Vorausplanung“ überprüfbar.",5436,16,42,false,0,0,0,17
258,"Steineflüsterer V","Verbesserte Beurteilung der Charakteristika von Lagerstätten, sodass du ihre besonderen, verborgenen Eigenschaften siehst.",5437,16,53,false,0,67617,0,17
259,"Verbesserte Coeurl-Pfoten IV","Monster bis zur Stufe 54 können dich nicht aufspüren.",5438,16,50,false,0,0,54,17
260,"Verbesserte Coeurl-Pfoten V","Monster bis zur Stufe 57 können dich nicht aufspüren.",5439,16,53,false,0,0,57,17
261,"Verbesserte Coeurl-Pfoten VI","Monster bis zur Stufe 60 können dich nicht aufspüren.",5440,16,56,false,0,0,60,17
262,"Nymeias Segen","Die Anzahl der gesammelten Gegenstände, bei denen es keine HQ-Version gibt, kann erhöht sein. Bedingungen mit „Vorausplanung“ überprüfbar.",5461,17,42,false,0,0,0,18
263,"Baumflüsterer V","Verbesserte Beurteilung der Charakteristika von Bäumen und Vegetation, sodass du ihre besonderen, verborgenen Eigenschaften siehst.",5462,17,53,false,0,67585,0,18
264,"Verbesserte Coeurl-Pfoten IV","Monster bis zur Stufe 54 können dich nicht aufspüren.",5463,17,50,false,0,0,54,18
265,"Verbesserte Coeurl-Pfoten V","Monster bis zur Stufe 57 können dich nicht aufspüren.",5464,17,53,false,0,0,57,18
266,"Verbesserte Coeurl-Pfoten VI","Monster bis zur Stufe 60 können dich nicht aufspüren.",5465,17,56,false,0,0,60,18
267,"Möwenauge IV","Fischgründe bis zu Stufe 55 können gefunden und befischt werden.",5491,18,55,false,0,0,55,19
268,"Möwenauge V","Fischgründe bis zu Stufe 60 können gefunden und befischt werden.",5492,18,60,false,0,0,60,19
269,"Himmelsfischen","Das Fischen wird auch hoch auf schwebenden Inseln möglich.",5488,18,53,false,0,67622,0,19
270,"Verbesserte Coeurl-Pfoten IV","Monster bis zur Stufe 54 können dich nicht aufspüren.",5485,18,50,false,0,0,54,19
271,"Verbesserte Coeurl-Pfoten V","Monster bis zur Stufe 57 können dich nicht aufspüren.",5486,18,53,false,0,0,57,19
272,"Verbesserte Coeurl-Pfoten VI","Monster bis zur Stufe 60 können dich nicht aufspüren.",5487,18,56,false,0,0,60,19
273,"Höllenfischen","Das Fischen wird auch in Magma-gefüllten Spalten möglich.",5489,18,55,false,0,67623,0,19
274,"Ätherfischen","Das Fischen wird auch ätherochemischen Quellen möglich.",5490,18,58,false,0,67624,0,19
275,"KONS-Schub","Die Konstitution wird um 2 erhöht.",5130,32,8,false,0,0,2,98
276,"Verbesserte Schattenhaut","Die Schadensreduktion durch Schattenhaut wird auf\n20 % verbessert.",6051,32,14,false,0,0,0,98
277,"KONS-Schub II","Die Konstitution wird um 4 erhöht.",5131,32,16,false,0,0,4,98
278,"Verbesserte Geißel","Der Schaden über Zeit durch Geißel wird auf 30 Sekunden verlängert.",6052,32,32,false,0,0,0,98
279,"KONS-Schub III","Die Konstitution wird um 6 erhöht.",5132,32,24,false,0,0,6,98
280,"Gereinigte Waffe","Die Reaktivierungszeit von Blutwaffe wird auf 40 Sekunden verkürzt.",6053,32,20,false,0,0,0,98
281,"Verbesserter Tiefschlag","Mit 30 % Wahrscheinlichkeit setzt die nächste Parade den Reaktivierungs-Timer von „Tiefschlag“ zurück.",6054,32,36,false,0,0,30,98
282,"Beschleunigte Reflexion","Die Reaktivierungszeit von „Reflexion“ wird auf 30 Sekunden verkürzt.",6055,32,28,false,0,0,0,98
283,"Verbesserter Zerfall","Mit 30 % Wahrscheinlichkeit kostet der nächste „Zerfall“ keine MP.\nDauer: 15 Sekunden",6056,32,40,false,0,0,20,98
284,"Verbesserter Dunkler Tanz","„Dunkler Tanz“ erhöht die Parade-Rate auf 30 %.",6057,32,44,false,0,0,0,98
285,"Verbesserter Seelenfresser","„Seelenfresser“ gewährt LP-Absorption in Höhe von 100 % des ausgeteilten Schadens.",6058,32,48,false,0,0,0,98
286,"GESK-Schub","Das Geschick wird um 2 erhöht.",5120,31,8,false,0,0,2,96
287,"Beschleunigtes Justieren","Die Reaktivierungszeit von „Justieren“ wird auf 60 Sekunden verkürzt.",6001,31,28,false,0,0,0,96
288,"GESK-Schub II","Das Geschick wird um 4 erhöht.",5121,31,16,false,0,0,4,96
289,"Verbesserte Kommandos","Der Basisschaden von eigenen Kommandos außer Auto-Attacke sowie von Attacken selbst gesetzter Gyrocopter wird um 10% erhöht.",6002,31,20,false,0,0,10,96
290,"GESK-Schub III","Das Geschick wird um 6 erhöht.",5122,31,24,false,0,0,6,96
291,"Verbesserter Parabelschuss","Die Wirkungszeit von „Parabelschuss“ wird auf 30 Sekunden verlängert.",6004,31,14,false,0,0,0,96
292,"Beschleunigte Schnell-Ladung","Die Reaktivierungszeit von „Schnell-Ladung“ wird auf 15 Sekunden verkürzt.",6005,31,32,false,0,0,0,96
293,"Verbesserter Splitterschuss","Die Reichweite von „Splitterschuss“ wird auf 12 Yalme vergrößert.",6006,31,36,false,0,0,12,96
294,"Verbesserte Kommandos II","Der Basisschaden von eigenen Kommandos außer Auto-Attacke sowie von Attacken selbst gesetzter Gyrocopter wird um 20% erhöht.",6003,31,40,false,0,0,20,96
295,"Verbessertes Schnellfeuer","Die Wirkung von „Schnellfeuer“ wird auf 3 Kommandos verlängert.",6007,31,44,false,0,0,1,96
296,"Verbessertes Wildfeuer","Der durch „Wildfeuer“ angesammelte Schaden wird auf 25% erhöht.",6008,31,48,false,0,0,0,96
297,"WLK-Schub","Die Willenskraft wird um 2 erhöht.",5150,33,8,false,0,0,2,99
298,"WLK-Schub II","Die Willenskraft wird um 4 erhöht.",5151,33,14,false,0,0,4,99
299,"Verbesserte Lichtgeschwindigkeit","Vermindert die Reduktion des Attacke-Werts von Zaubern durch „Lichtgeschwindigkeit“ auf 25 %.",6101,33,16,false,0,0,0,99
300,"Verbesserte Kommandos","Erhöht den Basisschaden und das Regenerationspotenzial von Kommandos außer Auto-Attacke um 10%.",6102,33,32,false,0,0,10,99
301,"WLK-Schub III","Die Willenskraft wird um 6 erhöht.",5152,33,24,false,0,0,6,99
302,"Verbesserte Aszension","Erlaubt das Wirken von „Aszension“ auch während des Kampfes.",6104,33,20,false,0,0,0,99
303,"Verbesserter Harmonieaspekt","Fügt „Harmonieaspekt“ eine 15%ige Wahrscheinlichkeit hinzu, dass der nächste „Harmonieaspekt II“ sofort gewirkt werden kann.\nDauer: 15 Sekunden",6105,33,36,false,0,0,15,99
304,"Verbesserte Essenzielle Würde","Die Reaktivierungszeit von „Essenzielle Würde“ ist auf 40 Sekunden verkürzt.",6106,33,28,false,0,0,0,99
305,"Verbesserte Kommandos II","Erhöht den Basisschaden und das Regenerationspotenzial von Kommandos außer Auto-Attacke um 30%.",6103,33,40,false,0,0,30,99
306,"Verbessertes Inakt","Die Reduktion des vom Gegner ausgeteilten Schadens durch „Inakt“ wird auf 10% erhöht.",6107,33,44,false,0,0,0,99
307,"Verbesserter Lichtäther","Das MP-Regenerationspotenzial von „Lichtäther“ wird auf 80 erhöht.",6108,33,48,false,0,0,0,99
308,"Verbessertes Zwischen die Augen","",0,0,0,true,4,260,0,96
309,"Verbessertes Zwischen die Augen II","",0,0,0,true,4,261,0,96
310,"Verbessertes Zwischen die Augen III","",0,0,0,true,4,262,10,96
311,"Verbessertes Betäubungsgewehr","",0,0,0,true,4,263,0,96
312,"Verbessertes Betäubungsgewehr II","",0,0,0,true,4,264,0,96
313,"Verbessertes Betäubungsgewehr III","",0,0,0,true,4,265,1,96
314,"Verbesserter Report","",0,0,0,true,4,266,0,96
315,"Verbesserter Report II","",0,0,0,true,4,267,15,96
316,"Verbesserter Retrograder Zyklus","",0,0,0,true,4,268,0,99
317,"Verbesserter Retrograder Zyklus II","",0,0,0,true,4,269,0,99
318,"Verbesserter Retrograder Zyklus III","",0,0,0,true,4,270,50,99
319,"Verbesserte Teergrube","",0,0,0,true,4,271,0,98
320,"Verbesserte Teergrube II","",0,0,0,true,4,272,0,98
321,"Verbesserte Teergrube III","",0,0,0,true,4,273,20,98
322,"Verbessertes Greifbares Grauen","",0,0,0,true,4,274,0,98
323,"Verbessertes Greifbares Grauen II","",0,0,0,true,4,275,0,98
324,"Verbessertes Greifbares Grauen III","",0,0,0,true,4,276,10,98
325,"Verbesserte Abstoßung","",0,0,0,true,4,277,0,85
326,"Verbesserte Abstoßung II","",0,0,0,true,4,278,0,85
327,"Verbesserte Abstoßung III","",0,0,0,true,4,279,5,85
328,"Verbessertes Entkräften II","",0,0,0,true,4,280,0,69
329,"Verbesserter Prunkhieb III","",0,0,0,true,4,281,5,38
330,"","",0,0,0,false,0,0,0,0
331,"","",0,0,0,false,0,0,0,0
332,"","",0,0,0,false,0,0,0,0
333,"","",0,0,0,false,0,0,0,0
334,"","",0,0,0,false,0,0,0,0
335,"","",0,0,0,false,0,0,0,0
336,"","",0,0,0,false,0,0,0,0
337,"","",0,0,0,false,0,0,0,0
338,"","",0,0,0,false,0,0,0,0
339,"","",0,0,0,false,0,0,0,0
340,"","",0,0,0,false,0,0,0,0
341,"","",0,0,0,false,0,0,0,0
342,"","",0,0,0,false,0,0,0,0
343,"","",0,0,0,false,0,0,0,0
344,"","",0,0,0,false,0,0,0,0
345,"","",0,0,0,false,0,0,0,0
346,"","",0,0,0,false,0,0,0,0
347,"","",0,0,0,false,0,0,0,0
348,"","",0,0,0,false,0,0,0,0
349,"","",0,0,0,false,0,0,0,0
350,"","",0,0,0,false,0,0,0,0
