Index,0 [0x0][0x0],1 [0x6][0x4],2 [0x3][0xe],3 [0x3][0xf],4 [0x6][0x8],5 [0x19][0x10],6 [0x5][0xc]
134,"Diese Spezies macht sich Aufwinde zunutze, um durch die Wolken zu fliegen, kann aber auch pfeilschnell nach unten durchbrechen, um ihre Beute zu erwischen. Der Wolkenspalter ist so schnell, dass er sogar Löcher in die Außenhaut eines Luftschiffes reißen kann. ",5040,48,5,155,true,0
135,"Dieser Fisch verfügt selbst im Vergleich mit Artgenossen, die ebenfalls Blitze abfeuern können, über eine enorm starke Zauberkraft.",5004,48,3,156,true,0
136,"Nur wahrlich talentierte Angler schaffen es, diesen extrem kräftigen Süßwasserfisch an Land zu ziehen. Naturforscher vermuten, dass er schon seit Urzeiten existiert.",5005,48,3,147,true,0
137,"Der blinde Manta navigiert ähnlich wie Fledermäuse durch das Wolkenmeer. Er nutzt Geräusche und Echos, um das Gelände und andere Kreaturen zu erkennen.",5041,48,5,155,true,0
138,"Dieser Fisch bevorzugt vergleichsweise flache Küstengewässer, auf deren Grund er oft bewegungslos verharrt, bis seine Beute ihm zu nahe kommt.",4909,48,0,138,true,0
139,"Dieser Barsch stammt ursprünglich aus dem nördlichen Kontinent Ilsabard. Ein Gerücht besagt, dass jeder Person Unglück geschehen wird, die seinen unheimlichen Blick erwidert. Seine roten Augen sind besonders gruselig.",5006,48,3,156,true,0
140,"Die Amalj'aa essen diesen Süßwasserfisch besonders gerne. Sie waren auch diejenigen, die ihn zuerst aus Paglth'an eingeführt haben. Heute kann er selbst in Thanalan gesichtet werden.",5007,49,2,146,true,0
141,"Dieser Wels verteidigt sein Laichgebiet auf Leben und Tod. Seine Angriffe muten wie schnelle Boxhiebe an, daher auch sein Name.",5008,49,2,153,true,0
142,"Die Flügel des Kluftseglers, mit denen er windätherische Energie aufnehmen kann, wirken wie die Segel eines Schiffes. Es heißt, wem dieser majestätische Anblick vergönnt ist, wird auch vom Schicksal gut behandelt werden.",5042,49,5,155,true,0
143,"Der Seeteufel wirkt über alle Maßen furchteinflößend auf alle, die ihm zu nahe kommen. Als Hauptspeise soll er allerdings wirklich köstlich sein. Probiert haben ihn bislang aber nur wenige.",4910,49,0,138,true,0
144,"Diese Forelle funkelt, als hätten sich alle Sterne des Himmels auf ihm versammelt.",5009,50,2,155,true,0
145,"Dieser Hecht gilt als so kühn wie die Göttin des Krieges höchstpersönlich. Kein Wunder, dass er auch so manches Familienwappen in Ishgard ziert. ",5010,50,2,155,true,0
146,"Für diesen Fisch wurden kurz nach seiner ersten Einfuhr nach Ul'dah Höchstpreise bezahlt, aber aufgrund seiner hohen Fortpflanzungsrate folgte kurz darauf der erwartete Preissturz.",5011,50,3,156,true,0
147,"Dieser Dünenfisch aus der Sagolii-Wüste lockt seine Beute mit einem winzigen leuchtenden Anhängsel an seinem Kopf an. Wer dieses mit einem Edelstein verwechseln und danach greifen sollte, wird einige Schmerzen auszuhalten haben.",5043,50,4,146,true,0
148,"Einem Volksmärchen zufolge gab es einmal einen Herrscher, der aus Wut über ein misslungenes Fischgericht alle Teller ins Wolkenmeer werfen ließ. Die Teller wurden daraufhin zu Tellerfischen.",5044,50,5,155,true,0
149,"Dieses Krustentier ist für seinen exzellenten Geschmack bekannt. Unter Gourmets gibt es immer wieder Auseinandersetzungen, wer denn wohl das leckerste Steinhummer-Rezept besäße.",4911,50,0,140,true,0
150,"Das Vampir-Neunauge beißt sich an seinen Opfern fest und saugt sie danach aus. Sie macht auch gerade vor Monstern keinen Halt.",5012,50,2,137,true,0
151,"Man erzählt sich, dass dieser Fisch Oschon dem Wanderer den richtigen Weg aufgezeigt hat, nachdem sich dieser im Wald verlaufen hatte.",5013,50,2,155,true,0
152,"Dieser Salzwasser-Vielfraß lebt eigentlich auf hoher See, kann aber in Ausnahmefällen auch nahe der Küsten aufgespürt werden. Netzfischer hassen es, ihn aus Versehen zu fangen, weil er sich in solchen Fällen sofort daran macht, alle anderen Fische, die sich in den Netzen verfangen haben, aufzufressen.",4912,50,1,138,true,0
153,"Wer dieses Krustentier fangen möchte, sollte dies nicht ohne eine Angel der absoluten Spitzenklasse versuchen. Es ist nämlich in der Lage, auch die beste Angelschnur zu durchtrennen.",5014,50,3,155,true,0
154,"Berichte über Angler, die von diesem Fisch gebissen wurden, gibt es jedes Jahr zuhauf.",5015,70,3,139,true,0
155,"Dieser Tiefseebewohner wird oft als „Kind der riesigen Seeschlange Thalaos“ umschrieben, ist aber alles andere als klein und eignet sich wie viele Tiefseefische nicht als Mahlzeit.",4913,55,1,137,true,0
156,"Einer mündlichen Überlieferung zufolge ertrank einmal ein Seemann, dessen Fuß in Küstennähe in einer Wellenmuschel eingeklemmt war, in der heranbrausenden Flut. In Wahrheit dauert es allerdings relativ lange, bis sich diese Muschel geschlossen hat.",4914,55,0,135,true,0
157,"Dieser riesigen Süßwasserfisch gilt als Symbol für Faulheit, weil er sich fast sein ganzes Leben lang kaum bewegt und meist sogar schläft. Kurz nach Tagesanbruch kann sich dies jedoch kurzzeitig ändern.",5016,55,2,180,true,0
158,"Dieser von Ifrit gesegnete Süßwasserfisch hat ein leuchtend helles Sonnenmuster auf seinem Körper und ist den Amalj'aa heilig.",5017,55,2,145,true,0
159,"Dieser Fisch ist nahe der südlichen Inseln alles andere als selten. Die dort beheimateten Lalafell haben einen speziellen Namen für ihn, der soviel wie „äußerst kraftvoll“ bedeutet.",4915,55,1,135,true,0
160,"Der Heilbutt zieht die niedrigen Temperaturen des Meeresgrundes vor. Je nach Jahreszeit lässt er sich einfach vor den Meeresströmungen in angenehmere Gebiete tragen. ",4916,55,1,138,true,0
161,"Dieser gigantische Hecht ist extrem wild und aggressiv. Die Sandlinge benutzen seinen Namen häufig, wenn sie ihren ungezogenen Kindern einen kleinen Schrecken einjagen wollen. ",5018,55,3,147,true,0
162,"Angeblich schimmern die Schuppen dieses Messerfisches metallisch, da er lange Zeit in Gewässern gelebt hat, die mit Wootz-Erz verunreinigt waren.",5019,55,3,147,true,0
163,"Um diesen riesigen Süßwasserfisch aus dem Wasser zu ziehen, benötigt man die Kraft mehrerer Fischer.",5020,55,3,139,true,0
164,"Wenn sie ausgewachsen sind, formen diese Aale lange Karawanen im Sand, um zum Laichen und Sterben in die Sagolii-Wüste zurückzukehren.",5045,55,4,146,true,0
165,"Dieser Salzwasserfisch bewegt sich unaufhaltsam mit hoher Geschwindigkeit fort. Man sagt, er habe vor langer Zeit einen verstohlenen Blick auf Göttin Llymlaen geworfen, als diese gerade badete und wurde deshalb mit einem Fluch belegt, der ihn sofort tötet, sobald er nicht mehr in Bewegung ist.",4917,50,1,137,true,0
166,"Diese uralte Salzwasserfischart lebt hauptsächlich in der Tiefsee, kann aber während der Brutzeit auch in Küstengebieten angetroffen werden.",4918,55,0,138,true,0
167,"Diese Karpfen kann einen derart widerwärtigen Geruch absondern, dass niemand auch nur auf die Idee kommen würde, ihn zu verspeisen. Daher ist es den Meisten auch egal, dass der Karpfen selbst weder Giftstoffe enthält, noch übel riecht. ",5021,70,3,156,true,0
168,"Dieser fleischfressende Riese versteckt sich gerne im Wolkenmeer von Coerthas. In Ishgard glauben viele, dass er mit den Drachen artverwandt ist.",5046,70,5,155,true,0
169,"Ab und an wird ein Kadaver dieser Riesen an den Strand gespült, aber sie eigenhändig zu fischen ist eine Leistung, die dem Großteil der Fischer wohl für immer verwehrt bleiben wird.",4919,55,1,138,true,0
170,"Um diese Krake ranken sich unzählige Legenden. Ihr Vermögen, selbst große Schiffe in die Untiefen des Meeres sinken zu lassen, ist weit über Eorzeas Grenzen hinaus bekannt.",4920,70,1,138,true,0
171,"Dieser legendäre Salzwasserfisch, der nur selten an der Wasseroberfläche verweilt, soll schon so manchem Schiffbrüchigen das Leben gerettet haben.",4921,50,1,138,true,0
172,"Dieser gepanzerte Riesenfisch frisst selbst große Haie. Man erzählt sich, dass er von den Sahagin verehrt wird.",4922,70,1,138,true,0
173,"Laut einer Legende aß ein Mann einst die Pilze dieser Krabbe. Angeblich kann man ihn in hellen Nächten noch heute sehen, wie er unbekleidet durch den Finsterwald spurtet und mit weit aufgerissenen Augen ruft: „42 ist falsch!“",5022,55,3,152,true,0
174,"Dieser seltsame Süßwasserfisch trägt den Namen der Waffe des Primae Ramuh und frisst nur bei regnerischem Wetter.",5023,55,3,153,true,0
175,"Dieser Gigant sticht selbst innerhalb seiner Gattung durch seine enorme Größe heraus. Unbegabte Angler würden sich übelstem Spott und Hohn aussetzen, wenn sie auch nur andeuten würden, ihn fangen zu wollen.",5024,55,3,156,true,0
176,"Die schwarzen Eier dieser Schnappers gelten in Salz eingelegt zur wahren Delikatesse. Leider werden die Bestände aufgrund von Überfischung immer weiter dezimiert.",5025,55,2,155,true,0
177,"Laut eines Padjal, der die Worte der Gebieter vermittelt, hat dieser Hecht noch immer die gleiche Gestalt wie zu Beginn der Zeit.",5026,55,2,154,true,0
178,"Dieser Fisch ist für seine außerordentlich lange Lebensdauer bekannt und gilt in manchen Kulturen gar als Symbol für diese Langlebigkeit. Einige behaupten, er könne über 1000 Jahre alt werden. ",5027,70,2,156,true,0
179,"Über diesen sagenumwobenen Vielfraß existieren unzählige schauderhafte Geschichten. So soll er zum Beispiel einem besonders tapferen Herrscher den rechten Arm abgebissen haben, als dieser versuchte, ihn zu besiegen.",4923,70,1,138,true,0
180,"Dieser Salzwasserfisch kann einer Legende zufolge selbst große Galeonen versenken und gilt unter Seeleuten als schlechtes Omen.",4924,70,1,140,true,0
181,"Ein Reisender aus dem Fernen Osten vermachte vor langer Zeit einem Saatseher ein Ei dieses legendären Süßwasserfisches.",5028,70,3,153,true,0
182,"Dieser Süßwasserfisch wird mit Leichtigkeit größer als ein Elezen. Er wird im Übrigen auch oft mit einer Riesenschlange verwechselt.",5029,70,3,154,true,0
183,"Ein riesiger Süßwasserfisch, der angeblich über hundert Jahre alt werden kann. Seine Eier sollen exquisit sein, aber leider auch ein tödliches Gift enthalten.",5030,70,2,156,true,0
184,"Dieser sagenumwobene Fisch soll schon so manchen furchterregenden Raubfisch vom Jäger zum Gejagten gemacht haben. Angeblich versteckt er sich irgendwo in der Regenfänger-Rinne.",5031,55,2,137,true,0
185,"Von den östlichen Inseln wurden Dodo-Eier eingeführt, unter die allerdings aus Versehen auch ein paar Exemplare dieser Schildkröte gemischt wurden.",6185,50,0,135,true,0
186,"Bald werden ihr Arme und Beine wachsen und sie wird sich zu einer äußerst unansehnlichen Kreatur entwickeln. Man sollte besser gar nicht erst anfangen, darüber nachzudenken.",6191,50,3,145,true,0
187,"Dieser kapitale Meerengel zeichnet sich durch ungewöhnliches Wachstum aus. Er enthält außerdem eine extrem hohe Konzentration Ciguatoxine, was bedeutet, dass selbst der kleinste Bissen von seinem Fleisch tödliche Folgen hat.",7678,70,1,134,true,0
188,"Dieser Kapitalfisch kann im Schurkenstrom angetroffen werden. Er behält auch nach Beendung der Brutzeit seine charakteristische Färbung, die von mysteriöser Schönheit ist und alle anderen Karpfen in seiner Umgebung in Verlegenheit bringt.",7679,70,2,134,true,0
189,"Diese kapitale Moraby-Flunder erfreut sich im Normalfall eines außergewöhnlich langen Lebens. Gerüchte besagen, sie sei ein und dasselbe Exemplar, das von Oschon dem Wanderer platt getreten und danach wiedergeboren wurde.",7680,70,0,135,true,0
190,"Wenn dieser kapitale Zwergen-Katfisch an einem Haken zappelt, stößt er markerschütternde Laute aus, denen kaum ein Angler gewachsen ist. Während diese daraufhin vor Schreck ihre Angeln fallenlassen und das Weite suchen, befreit sich der Katfisch ohne fremde Hilfe vom Haken und verschwindet ebenfalls.  ",7681,70,2,135,true,0
191,"Fast jeder Teil dieses kapitalen Glasbarsches ist durchsichtig, angefangen von den Organen, bis hin zum Skelett. Wenn er allerdings von einem Lichtstrahl getroffen wird, schimmert er in einem wunderschönen kristallinen Glanz.",7682,80,2,134,true,0
192,"Dieser kapitale Mhigische Kampffisch war schon in unzähligen Schlachten erfolgreich. Erhielt seinen Namen von einem sagenumwobenen Gladiator.",7683,80,3,152,true,0
193,"Dieser kapitale Großmaul-Seeteufel schluckt einfach alles - von alten Weinflaschen bis hin zu ganzen Angelruten. Er erhielt daraufhin den unschmeichelhaften Spitznamen „Schwimmender Trödelmarkt“.",7684,80,1,138,true,0
194,"Wenn dieser kapitale Korallenschmetterling von einem Lichtstrahl getroffen wird, strahlt er wie eine frisch polierte Goldmünze. Beim Versuch, diese „Münze“ aufzuheben, haben schon einige Piraten ins Seegrass gebissen.",7685,70,0,128,true,0
195,"Dieser kapitale Silberhai verdankt seine schier unglaublichen Kräfte vielen harten Kämpfen gegen urzeitliche Kraken und monströse Krokodile. Ihn zu fangen kann mit der Rettung unzähliger Leben gleichgesetzt werden.",7686,70,1,134,true,0
196,"Diese kapitale Meeresschnecke besitzt sehr seltene, eisensulfidhaltige Schuppen, die als natürliche Rüstung fungieren. Wird daher auch „Plattnerschnecke“ genannt.",7687,75,1,138,true,0
197,"Dieser kapitale Gründling ist die Ursache vieler Gerüchte unter alteingesessenen Siedlern, die teilweise gar bezweifeln, dass es ihn wirklich gibt. ",7688,70,2,134,true,0
198,"Dieser kapitale Spindelbarsch ist sehr bedächtig und übervorsichtig. Vielleicht ist das auch der Grund, dass er es selbst in einer so erbarmungslosen Gegend wie Unheiliger Erbe auch weiterhin schafft zu überleben.",7689,80,3,141,true,0
199,"Diese kapitale, uralte Fischart kann bis zu drei Yalme lang werden. Er ist selbst für die stärksten Angler ein sehr zäher Gegner. Wer ihn fängt, darf mit diesem seltenen Erfolg gerne prahlen.",7690,75,1,135,true,0
200,"Die Zähne dieses kapitalen Tigerdorsches sind schärfer als die edelsten aller Schwerter. Es kommt nicht selten vor, dass er den Anglern, die den Haken aus seinem Mund entfernen wollen, den Finger abbeißt. ",7691,75,0,135,true,0
201,"Diese kapitale Dämmergrundel ist aus Geschmacksgründen als Mahlzeit nur zu empfehlen, wenn man kurz vor dem Hungertod steht. Und selbst dann soll schon so mancher dankend abgelehnt haben.",7692,70,2,141,true,0
202,"Dieser kapitale Dolchfisch verdankt seinen Namen einer ganz besonderen Begegnung zwischen Oschon und Llymlaen. Ein Bad wurde genommen, ein verstohlener Blick geworfen ... Der Rest erklärt sich von selbst.",7693,70,1,138,true,0
203,"Diese kapitale Schläfergrundel wird so groß wie ein Fels und hat eine hohe Lebenserwartung. Ernährt sich von kleinen Fischen.",7694,80,2,152,true,0
204,"Im alten Gridania wurden Angeklagte in einen Teich geworfen, in dem dieser kapitale Rochen lebte. Man glaubte, dass Unschuldige von dem Gift des Judikars verschont bleiben würden.",7695,80,3,154,true,0
205,"Dieser kapitale Pipira hat schon so manch unvorsichtigem Schwimmer in die Schlagader gebissen.",7696,70,2,132,true,0
206,"Dieser kapitale Feenbarsch hat sich auf die Vertreibung von Spindelbarschen spezialisiert. Er hat einen sehr ausgeprägten Kampfgeist.",7697,80,3,135,true,0
207,"„Diese Glibberigkeit sucht ihresgleichen!“, sagte schon der Palastwachen-Gardist Lolomaya, seines Zeichens lebende Legende im Fischen ohne Zubehör.",7698,75,3,141,true,0
208,"Dieser kapitale Blauglocken-Lachs hat eine so hohe Lebenserwartung, dass er in Gridania als Symbol für ein langes Leben gilt und dort hoch geschätzt wird.",7699,80,2,154,true,0
209,"Dieser kapitale dreifarbige Karpfen ist vom Schicksal mit einem Muster bedacht worden, das von vorne betrachtet so aussieht wie ein Gesicht. Es soll nicht wenige geben, die sich noch Jahre später an diesen äußerst gruseligen Anblick erinnern.",7700,80,2,148,true,0
210,"Dieser kapitale Burggraben-Karpfen hat schon viele Jahre überdauert, ohne auch nur ein einziges Mal am Haken eines Anglers zu verenden. Selbst der Angelmeister Gallijaux soll irgendwann den Versuch aufgegeben haben, ihn zu fangen.",7701,70,2,133,true,0
211,"Dieser kapitale Schlammspringer scheint sich auf einer langen Reise zu einem heiligen Ort für Fische seiner Gattung zu befinden. Man kann nur hoffen, dass ein solcher Ort überhaupt existiert.",7702,80,3,145,true,0
212,"Dieser kapitale Knochenkrebs hat einen ungewöhnlich weichen Panzer und ist damit schon manchem Angler wieder vom Haken geflutscht.",7703,75,3,141,true,0
213,"Dieser sowohl kapitalste, sowie auch widerwärtigste Knochenreiniger hat sich schon so manchen Knochen von Bewohnern der naheliegenden Siedlungen einverleibt. Ein furchteinflößender Zeitgenosse.",7704,80,3,145,true,0
214,"Dieser kapitale Eunuchenkrebs ist auch unter dem Namen „Schlitzender Dämon“ bekannt. So mancher Molch, der von ihm erbeutet und dann mit seinen messerscharfen Scheren bearbeitet wurde, kann sicherlich Aufschluß über den Grund dieses Spitznamens geben.",7705,70,2,148,true,0
215,"Diese kapitale Schlammkrabbe macht durch ihr ungewöhnlich starkes Wachstum auf sich aufmerksam. Wer sie zum ersten Mal erblickt, wird auch verstehen, woher sie ihren etwas ausgefallenen Namen hat.",7706,75,3,140,true,0
216,"Dieser kapitale blaue Oktopus ist schon seit Beginn der Zeitrechnung der größte Widersacher des Gigahais. Die beiden scheinen allerdings gleich stark zu sein - sonst wäre nach all dieser Zeit einer schon ausgestorben.",7707,70,0,129,true,0
217,"Der Feinschmecker Lolorito hatte es sich in den Kopf gesetzt, diesen kapitalen Jungfrauenkarpfen unbedingt verköstigen zu müssen. Er bot Fischern ein hohes Preisgeld, zog sein Angebot allerdings kurzerhand wieder zurück, nachdem er des Wartens überdrüssig wurde.",7708,70,2,133,true,0
218,"Dieser kapitale La Noscea-Barsch ist der uneingeschränkte Herrscher in seinen Gewässern. Diese Tatsache macht ihn so gelassen, dass er nicht einmal den Wobblern Beachtung schenkt, die vor seinem Maul herumhüpfen.",7709,70,2,134,true,0
219,"Dieser kapitale blättrige Fetzenfisch ist zweifellos der imposanteste seiner Gattung. Seinen Namen erhielt er einer Legende zufolge von einer Piratin, deren seeuntaugliches Schiff er aus Freundschaft hinter sich her zog.",7710,75,0,135,true,0
220,"Diese kapitale Rothlyt-Auster steckt so fest in Felsenschichten auf dem Meeresgrund, dass man angeblich zuerst die gesamte Gesteinsschicht an Land ziehen müsste, um sie davon trennen zu können.",7711,80,0,140,true,0
221,"Diese kapitale Kieselkrabbe ist in den Moraby-Trockendocks sehr unbeliebt, da sie mit ihren Scheren gerne Taue kappt, woraufhin die Schiffe herrenlos bis an die nächste Klippe treiben und zerschellen.",7712,75,0,135,true,0
222,"Dieser kapitale Regenrufer bringt stets rekordverdächtiges Unwetter mit sich. In besonders stürmischen Nächten kann er bestaunt werden, wie er über und unter der Wasseroberfläche herumtanzt und sich seines Lebens erfreut.",7713,70,3,132,true,0
223,"Aufgrund einer Mutation schimmern die Schuppen dieses kapitalen Kupferfisches wie die Oberfläche eines Spiegels im Sonnenschein. Er blendet damit andere Fische, um sie von seinen Jagdgründen fernzuhalten.",7714,70,3,140,true,0
224,"Aus Gram darüber, dass die Zwölf ihn nicht nur dazu verdammten, ein Dasein als kaltblütiger Fisch zu fristen, sondern obendrauf auch noch den Kopf eines betrunkenen Roegadyn zu tragen, verkroch sich dieser Kapitalfisch in\nunterirdische Höhlen.",7902,80,3,135,true,0
225,"In der Dunkelheit sinniert diese kapitale Helmkrabbe über die Zerstörungen und den Wiederaufbau, über ihr eigenes Schicksal und ihre bevorstehende Zeit der Blüte.",7903,80,0,135,true,0
226,"Die tapfere Kämpferin wurde im zarten Alter von 17 Jahren gefangengenommen, zu einem delikaten Tode verurteilt und den heiligen Flammen der Röstung übergeben. Doch die Flammen verschmähten sie. Sodann wurde sie in die reinigenden Wasser des Kochens gestoßen, doch das Wasser verschmähte sie. Schließlich entließ man sie wieder in ihren See.",7904,80,2,139,true,0
227,"Coeurlfische, die sich durch besonders wilde Wildheit auszeichnen, benennt man nach den tödlichen Vettern der Coeurls.",7905,80,3,139,true,0
228,"Dieser Steinhummer mit Persönlichkeitsstörung schnappt mit seinen riesigen Scheren nach allem, was nach ihm schnappt.",7906,80,0,140,true,0
229,"Allgemein wird sie für eine Flusskrabbe gehalten, doch während sich diese Spezies von Aas und Algen ernährt, verschlingt die Meuchelmörderin mittelgroße Fische bei lebendigem Leibe, was Zweifel an ihrer\nevolutionären\nAbstammung nährt.",7907,80,2,152,true,0
230,"Obwohl von der Größe einer Süßwasserschlange, ist dieser Kapitalfisch schon seit mehreren Jahren keinem Fischer an die Angel gegangen. Dies mag an den ihn ständig in hoher Zahl begleitenden Schwarzen Aalen liegen, die jegliches Köderfutter wegschnappen, bevor er zum Futtern kommt.",7908,80,2,153,true,0
231,"Brauchtum im Fernen Osten verlangt, dass Groß-Bianaq-Brassen den Landesherren dargeboten werden, als Dank dafür, dass sie der einfachen Bevölkerung ihre Gewässer zum Fischen überlassen. Doch nicht immer landet der größte Fang auf dem Teller der Fürsten - so mancher Fischer verbirgt seine kapitalen Fänge lieber.",7909,80,1,137,true,0
232,"Während die meisten Heringe eine Lebenserwartung von gerade mal zwölf Monden haben, hat dieser clevere Kerl schon mehr als dreimal so viele gesehen, indem er sich in anderen Fischschwärmen vor Gefahren versteckt.",7910,80,1,140,true,0
233,"Die Amalj'aa erzählen, dass dieser Seuchenfisch seinen exaltierten Kopfschmuck einst einem ausgewachsenen Drakon abnahm, der sich am Echsenbach erfrischte. Er habe sich an einer weichen Stelle des Echsenartigen festgebissen und gemächlich sein Blut ausgesaugt.",7911,80,2,146,true,0
234,"Der Sylphenschreck nutzt seine Sprungfähigkeit nur, wenn sich eine Sylphe zu nah an sein Revier wagt. Doch selten führen diese Attacken zu einer ernsthaften Verletzung - es ist, als ob dieser Fallskipper sich lediglich einen Spaß mit den flattrigen Waldbewohnern erlaubt.",7912,80,2,152,true,0
235,"Dass der Kletterbarsch mit einem blitzschnellen Sprung aus dem Wasser sogar tiefhängende Äste erreicht, eröffnet ihm neue Nahrungsquellen, setzt ihn aber auch der Gefahr aus, von einem Raubvogel gegriffen zu werden. Dieser Kapitale hingegen frisst sich an baumbewohnenden Insekten so schwer, dass kein Vogel ihn forttragen könnte.",7913,80,3,153,true,0
236,"Der kapitale Velodyna-Karpfen entgeht seinen zweibeinigen Häschern, indem er sich auf furiose Weise windet und so auch gut festgezurrte Haken von der Fangleine reißt. Die dabei unvermeidlich auf seine Maulwinkel wirkenden Kräfte sind der Grund für sein charakteristisches Grinsen.",7914,80,2,153,true,0
237,"Seinen unorthodoxen und biologisch grob falschen Namen verdankt dieser Kapitale dem berüchtigten Gegeruju, der ihn von einem hohen Steg aus erspähte. Für diesen genialen Einfall bedachten die umstehenden Anhänger des üppig ausgestatteten Lebemannes ihn mit spontanem Applaus.",7915,80,1,137,true,0
238,"Ritzzeichnungen, die in Ruinen des äußeren La Noscea gefunden wurden, zeigen, dass bereits die Bewohner des alten Nym von einer aalartigen Kreatur terrorisiert wurden. Ob es sich dabei um ein artgleiches Exemplar des Wurms von Nym oder gar um den gleichen Kapitalen handelt, ließ sich bisher nicht ermitteln.",7916,80,2,139,true,0
239,"Limsische Waschweiber erzählen ihrem unartigen Nachwuchs Schreckgeschichten vom Piratenkönig Rauschebart, der diesen Oktopus auf seine gigantische Größe mästete, indem er ihm zahllose geraubte Kinder zum\nFraße vorwarf.",7917,80,1,339,true,0
240,"In einem uralten Lalafell-Märchen schwimmt ein Händler-Aal so weit seinen heimatlichen Fluss hinauf, bis er an die Palastpforte der Göttin Azeyma gelangt. Die Aufseherin war so beeindruckt von seiner Leistung, dass sie ihn mit einem Mantel aus gleißendem Sonnenlicht bedachte.",7918,80,2,145,true,0
241,"Die Nase dieses Süßwasserfischs ist eigentlich ein langes Maul, und das dient auch nicht zum Aufspießen, sondern dazu, Beute aus Felsritzen zu scheuchen.",7919,80,2,341,true,0
242,"Dieser gefleckte Harnischwels resoniert Ätherspuren mit seinem Körper, was sich in einer leuchtenden Sprenklung äußert. Diesen Effekt nutzt der Kapitale, um Beute anzulocken.",7920,80,2,148,true,0
243,"Dieser riesige Lachs schlüpfte in einem Winkel des Finsterwaldes zu einer Zeit, als die Elezen noch in den Schatten Gelmorras hausten. Er erlebte den Wandel des Waldes von einem undurchdringlichen und gottverlassenen Dickicht zu der lebensfrohen Umgebung, die er heute ist. Dass er noch viel mehr erlebt, ist zweifelhaft.",7921,80,3,153,true,0
244,"Jeder Goblin-Fischer träumt davon, eines Tages diesen blutrünstigen Kapitalbarsch zur Strecke zu bringen. Doch noch ist kein Goblin, der dazu ausgezogen ist, lebend zurückgekehrt. Also bevorzugen die meisten Goblin-Fischer, diesen Traum in der wohligen Sicherheit ihrer Schlafstätte weiterzuträumen.",7922,80,2,153,true,0
245,"Diese fleischfressende Amphibie sondert bei Gefahr ein aromatisches Sekret ab, dass den Angreifer entweder angewidert fliehen lässt oder zum sofortigen Verzehr des Sekrets veranlasst. Flucht ist indes die bessere Wahl,\ndenn das Sekret\nist hochgiftig.",7923,80,2,340,true,0
246,"Dieser Kapitale wurde in Anlehnung an den riesigen Nichtsgesandten benannt, der die Bewohner Eorzeas in den letzten Tagen der Sechsten Ära des Lichts in Angst und Schrecken versetzte.",7924,80,0,137,true,0
247,"Dieser Kugelfisch ist äußerst pingelig, was den ihm genehmen Salzgehalt des Wassers angeht. So kreuzt er ständig durch die Gewässer, stets auf der Suche nach dem richtigen Verhältnis zwischen Salz- und Süßwasser. Mal ist es ihm zu süß, mal zu salzig, mal zu mittel.",7925,80,2,137,true,0
248,"Der Einsame Schnitter überwindet seinen angeborenen Instinkt, im Schwarm zu jagen, und verschlingt seine Beute allein - was ihn zu seiner enormen Größe heranwachsen lässt. Am liebsten jagt er bei stürmischem Wetter\nin aufgepeitschter See.",7926,80,1,138,true,0
249,"Diese Forelle hat eine verborgene Thermalquelle am Boden des Bronzesees zu ihrer Heimat auserkoren, wo sie die Tage in lenziger Ruhe verbringt und gelegentlich von dem warmen Wasser angelocktes Kleintier vertilgt.",7927,80,3,139,true,0
250,"Die Narben auf seinem Rücken zeugen von zähen Kämpfen mit speertragenden Amalj'aa und dem unerbitterlichen Kampfgeist des Kapitalfischs.",7928,80,2,146,true,0
251,"Schuppen wie gehärtetes Eisen und ein Würgegriff so kraftvoll wie die stärkste Seemannsschlinge - kein anderer Flösselaal ist so wehrhaft wie die Eisenschlinge.",7929,80,3,146,true,0
252,"Tief unter dem Sand der Sagolii-Wüste lauert ein so fürchterliches Biest, dass die Jägerinnen vom Drakon-Stamm seinen Namen nur flüsternd auszusprechen wagen. Denn den Namen des Kapitalen laut zu sagen, heißt, Unglück über die\nJagd zu bringen.",7930,80,4,146,true,0
253,"Geschichten über Kämpfe, die von auf Dünenmantas reitenden Zauberern ausgetragen wurden, unterhalten die Kinder des Drakon-Stammes an den Lagerfeuern. Die fliegenden Mantas findet man\nnoch heute in den\nDünen der Sagolii.",7931,80,4,146,true,0
254,"Der legendäre Ritter St. Daniffen begab sich zum Lanzentraining an die Ufer des Coerthas, wo er seinen gefürchteten Stoß an dem schnellsten aller Seema übte. Nie verfehlte seine Lanze ihr Ziel.",7932,80,2,155,true,0
255,"Dem unwissenden Stadtvolk muss man immer wieder erklären, dass normale Algenkugeln in keiner Verbindung zu Irrlichtern oder anderen phantasmagorischen Erscheinungen stehen, aber diese glitschige Kugel beherbergt in ihrem\nInneren mehrere\nGeisterseelen.",7933,80,3,155,true,0
256,"Eine Nacht im stinkigen Magen eines nicht weniger stinkenden Morbols war nicht genug, diesem Kapitalen den Garaus zu machen. Wahrscheinlich überstand er diesen Zwischenfall sogar gestärkt, sicher jedoch etwas grüner als zuvor.",7934,80,3,148,true,0
257,"Bekannterweise badete Lady Amandine auf ihrer verzweifelten Jagd nach ewiger Jugend im Blute unzähliger Jungfrauen. Eigentlich badete sie in allem, was den Alterungsprozess zu stoppen im Rufe stand. Das galt auch für die\narmen Monke Onke.",7935,80,2,148,true,0
