Index,0 [0x0][0x0],1 [0x2][0x8],2 [0x0][0x4],3 [0x2][0x9],4 [0x2][0xa],5 [0x2][0xb],6 [0x2][0xc],7 [0x2][0xd],8 [0x3][0x16],9 [0x7][0x10],10 [0x3][0x17],11 [0x5][0x14],12 [0x19][0x19],13 [0x1a][0x19],14 [0x1b][0x19],15 [0x3][0x18]
2001806,"",0,"",0,0,1,0,0,3,66216,7,1626,false,false,true,0
2001807,"",0,"",0,0,1,0,0,3,66217,7,1626,false,false,true,0
2001808,"",0,"",0,0,1,0,0,3,66218,7,1626,false,false,true,0
2001809,"",0,"",0,0,1,0,0,3,0,7,0,false,false,true,0
2001810,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001811,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001812,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001813,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001814,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001815,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001816,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001817,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001818,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001819,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001820,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001821,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001822,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001823,"déclencheur",0,"déclencheurs",0,0,1,0,0,1,983222,0,0,false,false,true,0
2001824,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001825,"déclencheur",0,"déclencheurs",0,0,1,0,0,1,983223,0,0,false,false,true,0
2001826,"déclencheur",0,"déclencheurs",0,0,1,0,0,1,983224,0,0,false,false,true,0
2001827,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001828,"déclencheur",0,"déclencheurs",0,0,1,0,0,1,983225,0,0,false,false,true,0
2001829,"déclencheur",0,"déclencheurs",0,0,1,0,0,1,983226,0,0,false,false,true,0
2001830,"déclencheur",0,"déclencheurs",0,0,1,0,0,1,983227,0,0,false,false,true,0
2001831,"déclencheur",0,"déclencheurs",0,0,1,0,0,1,983228,0,0,false,false,true,0
2001832,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001833,"déclencheur",0,"déclencheurs",0,0,1,0,0,1,983229,0,0,false,false,true,0
2001834,"déclencheur",0,"déclencheurs",0,0,1,0,0,1,983230,0,0,false,false,true,0
2001835,"sortie",0,"sorties",0,0,1,1,0,3,131123,0,2632,true,false,true,0
2001836,"",0,"",0,0,1,0,0,3,65983,7,1626,false,false,true,0
2001837,"",0,"",0,0,1,0,0,3,65697,7,1626,false,false,true,0
2001838,"",0,"",0,0,1,0,0,3,65628,7,1626,false,false,true,0
2001839,"",0,"",0,0,1,0,0,3,65977,7,1626,false,false,true,0
2001840,"",0,"",0,0,1,0,0,3,65607,7,1626,false,false,true,0
2001841,"",0,"",0,0,1,0,0,3,65612,7,1626,false,false,true,0
2001842,"",0,"",0,0,1,0,0,3,65975,7,1626,false,false,true,0
2001843,"",0,"",0,0,1,0,0,3,65975,7,1626,false,false,true,0
2001844,"",0,"",0,0,1,0,0,3,65919,7,2702,false,false,true,0
2001845,"",0,"",0,0,1,0,0,3,65923,7,2702,false,false,true,0
2001846,"fleur de lavande d'Althyk",0,"fleurs de lavande d'Althyk",0,0,1,1,0,3,0,7,1625,true,false,true,0
2001847,"",0,"",0,0,1,0,0,3,65571,7,2702,false,false,true,0
2001848,"",0,"",0,0,1,0,0,3,65571,7,2701,false,false,true,0
2001849,"",0,"",0,0,1,0,0,3,65679,7,2702,false,false,true,0
2001850,"",0,"",0,0,1,0,0,3,65679,7,2701,false,false,true,0
2001851,"",0,"",0,0,1,0,0,3,65856,7,1626,true,false,true,0
2001852,"",0,"",0,0,1,0,0,3,65872,7,1626,false,false,true,0
2001853,"",0,"",0,0,1,0,0,3,66086,7,1626,false,false,true,0
2001854,"",0,"",0,0,1,0,0,3,66196,7,1626,false,false,true,0
2001855,"",0,"",0,0,1,0,0,3,66098,7,1626,false,false,true,0
2001856,"",0,"",0,0,1,0,0,3,66102,7,1626,false,false,true,0
2001857,"",0,"",0,0,1,0,0,3,66103,7,1626,false,false,true,0
2001858,"",0,"",0,0,1,0,0,3,66103,7,1626,false,false,true,0
2001859,"",0,"",0,0,1,0,0,3,0,7,2700,false,false,true,0
2001860,"",0,"",0,0,1,0,0,3,0,7,2700,false,false,true,0
2001861,"",0,"",0,0,1,0,0,3,0,7,2700,false,false,true,0
2001862,"",0,"",0,0,1,0,0,3,0,7,2700,false,false,true,0
2001863,"",0,"",0,0,1,0,0,3,0,7,2700,false,false,true,0
2001864,"",0,"",0,0,1,0,0,3,0,7,2700,false,false,true,0
2001865,"",0,"",0,0,1,0,0,3,0,7,2700,false,false,true,0
2001866,"",0,"",0,0,1,0,0,3,66154,7,2702,false,false,true,0
2001867,"",0,"",0,0,1,0,0,3,66165,7,2702,false,false,true,0
2001868,"",0,"",0,0,1,0,0,3,66157,7,2702,false,false,true,0
2001869,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001870,"",0,"",0,0,1,0,0,1,0,7,0,false,false,true,0
2001871,"sortie",0,"sorties",0,0,1,1,0,1,983045,0,0,true,false,true,0
2001872,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001873,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001874,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001875,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001876,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001877,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001878,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001879,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2001880,"porte de la chambre forte",0,"portes de la chambre forte",0,0,1,1,0,1,983259,7,0,true,false,true,0
2001881,"",0,"",0,0,1,0,0,1,0,7,0,false,false,true,0
2001882,"",0,"",0,0,1,0,0,1,0,7,0,false,false,true,0
2001883,"",0,"",0,0,1,0,0,1,0,7,0,false,false,true,0
2001884,"canon anti-dragon",0,"canons anti-dragon",0,0,1,0,0,1,983256,0,2798,true,false,true,0
2001885,"canon anti-dragon",0,"canons anti-dragon",0,0,1,0,0,1,983257,0,2798,true,false,true,0
2001886,"canon anti-dragon",0,"canons anti-dragon",0,0,1,0,0,1,983258,0,2798,true,false,true,0
2001887,"",0,"",0,0,1,0,0,3,0,7,2698,false,false,true,0
2001888,"",0,"",0,0,1,0,0,4,0,0,3893,false,false,true,0
2001889,"caisses d'entraînement",0,"caisses d'entraînement",0,0,1,1,0,3,65991,7,3982,false,false,true,0
2001890,"",0,"",0,0,1,0,0,3,65992,7,3617,false,false,true,0
2001891,"",0,"",0,0,1,0,0,3,65995,7,4079,false,false,true,0
2001892,"message caché",0,"messages cachés",0,0,1,0,0,3,65996,7,1848,true,false,true,0
2001893,"message caché",0,"messages cachés",0,0,1,0,0,3,65996,7,1848,true,false,true,0
2001894,"message caché",0,"messages cachés",0,0,1,0,0,3,65996,7,1848,true,false,true,0
2001895,"vieille boîte en bois",0,"vieilles boîtes en bois",0,0,1,1,0,3,65996,7,3977,true,false,true,0
2001896,"destination",0,"destinations",0,0,1,1,0,3,65994,7,3983,true,false,true,0
2001897,"",0,"",0,0,1,0,0,3,65997,7,3983,false,false,true,0
2001898,"",0,"",0,0,1,0,0,3,0,0,3617,false,false,true,0
2001899,"",0,"",0,0,1,0,0,3,65549,7,4008,false,false,true,0
2001900,"",0,"",0,0,1,0,0,4,0,0,3831,false,false,true,0
2001901,"carnet de voyage",0,"carnets de voyage",0,0,1,0,0,3,721028,0,2776,true,false,true,0
2001902,"destination",0,"destinations",0,0,1,1,0,3,66246,7,1625,true,false,true,0
2001903,"destination",0,"destinations",0,0,1,1,0,3,0,7,2123,true,false,true,0
2001904,"destination",0,"destinations",0,0,1,1,0,3,0,7,2123,true,false,true,0
2001905,"destination",0,"destinations",0,0,1,1,0,3,0,7,2123,true,false,true,0
2001906,"étendard de l'Ordre",0,"étendards de l'Ordre",0,1,1,0,0,3,0,7,3894,true,false,true,0
2001907,"étendard de l'Ordre",0,"étendards de l'Ordre",0,1,1,0,0,3,0,7,3894,true,false,true,0
2001908,"étendard de l'Ordre",0,"étendards de l'Ordre",0,1,1,0,0,3,0,7,3894,true,false,true,0
2001909,"petit bâton",0,"petits bâtons",0,0,1,0,0,3,66252,7,2030,true,false,true,0
2001910,"jeune feuille verte",0,"jeunes feuilles vertes",0,0,1,1,0,3,66252,7,3823,true,false,true,0
2001911,"jeune feuille verte",0,"jeunes feuilles vertes",0,0,1,1,0,3,66252,7,3823,true,false,true,0
2001912,"jeune feuille verte",0,"jeunes feuilles vertes",0,0,1,1,0,3,66252,7,3823,true,false,true,0
2001913,"russule charbonnière",0,"russules charbonnières",0,0,1,1,0,3,66254,7,3745,true,false,true,0
2001914,"russule charbonnière",0,"russules charbonnières",0,0,1,1,0,3,66254,7,3745,true,false,true,0
2001915,"russule charbonnière",0,"russules charbonnières",0,0,1,1,0,3,66254,7,3745,true,false,true,0
2001916,"russule charbonnière",0,"russules charbonnières",0,0,1,1,0,3,66254,7,3745,true,false,true,0
2001917,"russule charbonnière",0,"russules charbonnières",0,0,1,1,0,3,66254,7,3745,true,false,true,0
2001918,"caisse suspecte",0,"caisses suspectes",0,0,1,1,0,3,66255,7,2122,true,false,true,0
2001919,"",0,"",0,0,1,0,0,3,0,7,1626,true,false,true,0
2001920,"buisson agité",0,"buissons agités",0,0,1,0,0,3,66258,7,1625,true,false,true,0
2001921,"buisson agité",0,"buissons agités",0,0,1,0,0,3,66258,7,1625,true,false,true,0
2001922,"bobine de fil de soie sylphe",0,"bobines de fil de soie sylphes",0,0,1,1,0,3,66259,7,2017,true,false,true,0
2001923,"bobine de fil de soie sylphe",0,"bobines de fil de soie sylphes",0,0,1,1,0,3,66259,7,2018,true,false,true,0
2001924,"bobine de fil de soie sylphe",0,"bobines de fil de soie sylphes",0,0,1,1,0,3,66259,7,2016,true,false,true,0
2001925,"baquet vide",0,"baquets vides",0,0,1,0,0,3,66262,7,4167,true,false,true,0
2001926,"destination",0,"destinations",0,0,1,1,0,3,66262,7,3785,true,false,true,0
2001927,"baquet vide",0,"baquets vides",0,0,1,0,0,3,66262,7,3786,true,false,true,0
2001928,"baquet rempli d'eau froide",0,"baquets remplis d'eau froide",0,0,1,0,0,3,66262,7,4167,true,false,true,0
2001929,"",0,"",0,0,1,0,0,3,0,7,1625,true,false,true,0
2001930,"tréant flétri",0,"tréants flétris",0,0,1,0,0,3,66264,7,4232,true,false,true,0
2001931,"tréant flétri",0,"tréants flétris",0,0,1,0,0,3,66264,7,4233,true,false,true,0
2001932,"",0,"",0,0,1,0,0,3,0,7,2028,true,false,true,0
2001933,"",0,"",0,0,1,0,0,3,0,7,2029,true,false,true,0
2001934,"",0,"",0,0,1,0,0,3,0,7,2028,true,false,true,0
2001935,"",0,"",0,0,1,0,0,3,0,7,2029,true,false,true,0
2001936,"",0,"",0,0,1,0,0,3,0,7,2028,true,false,true,0
2001937,"",0,"",0,0,1,0,0,3,0,7,2029,true,false,true,0
2001938,"",0,"",0,0,1,0,0,3,0,7,2028,true,false,true,0
2001939,"",0,"",0,0,1,0,0,3,0,7,2029,true,false,true,0
2001940,"",0,"",0,0,1,0,0,3,0,7,2028,true,false,true,0
2001941,"",0,"",0,0,1,0,0,3,0,7,2029,true,false,true,0
2001942,"boîte à poison",0,"boîtes à poison",0,0,1,1,0,3,66268,7,4354,false,false,true,0
2001943,"boîte à poison",0,"boîtes à poison",0,0,1,1,0,3,66268,7,4354,false,false,true,0
2001944,"boîte à poison",0,"boîtes à poison",0,0,1,1,0,3,66268,7,4354,false,false,true,0
2001945,"destination",0,"destinations",0,0,1,1,0,3,66270,7,2075,true,false,true,0
2001946,"fossile arrondi",0,"fossiles arrondis",0,0,1,0,0,3,0,7,3723,true,false,true,0
2001947,"fossile allongé",0,"fossiles allongés",0,0,1,0,0,3,66272,7,3717,true,false,true,0
2001948,"fossile allongé",0,"fossiles allongés",0,0,1,0,0,3,66272,7,3717,true,false,true,0
2001949,"destination",0,"destinations",0,0,1,1,0,3,66274,7,2075,true,false,true,0
2001950,"destination",0,"destinations",0,0,1,1,0,3,66274,7,2075,true,false,true,0
2001951,"destination",0,"destinations",0,0,1,1,0,3,66274,7,2075,true,false,true,0
2001952,"destination",0,"destinations",0,0,1,1,0,3,66274,7,2075,true,false,true,0
2001953,"destination",0,"destinations",0,0,1,1,0,3,66274,7,2075,true,false,true,0
2001954,"",0,"",0,0,1,0,0,3,66276,7,3982,true,false,true,0
2001955,"destination",0,"destinations",0,0,1,1,0,3,66278,7,1625,true,false,true,0
2001956,"destination",0,"destinations",0,0,1,1,0,3,66278,7,1625,true,false,true,0
2001957,"destination",0,"destinations",0,0,1,1,0,3,66280,7,1624,false,false,true,0
2001958,"destination",0,"destinations",0,0,1,1,0,3,0,7,1624,true,false,true,0
2001959,"destination",0,"destinations",0,0,1,1,0,3,0,7,1624,true,false,true,0
2001960,"endroit stratégique",0,"endroits stratégiques",0,1,1,0,0,3,66285,7,4218,true,false,true,0
2001961,"endroit stratégique",0,"endroits stratégiques",0,1,1,0,0,3,66285,7,4218,true,false,true,0
2001962,"endroit stratégique",0,"endroits stratégiques",0,1,1,0,0,3,66285,7,4218,true,false,true,0
2001963,"endroit stratégique",0,"endroits stratégiques",0,1,1,0,0,3,66285,7,4218,true,false,true,0
2001964,"lettre indéchiffrable",0,"lettres indéchiffrables",0,0,1,1,0,3,66288,7,1848,true,false,true,0
2001965,"endroit stratégique",0,"endroits stratégiques",0,1,1,0,0,3,66292,7,4225,true,false,true,0
2001966,"piège à mâchoire",0,"pièges à mâchoire",0,0,1,0,0,3,66302,7,4219,true,false,true,0
2001967,"piège à mâchoire",0,"pièges à mâchoire",0,0,1,0,0,3,66302,7,4219,true,false,true,0
2001968,"piège à mâchoire",0,"pièges à mâchoire",0,0,1,0,0,3,66302,7,4219,true,false,true,0
2001969,"pomme de Sombrelinceul",0,"pommes de Sombrelinceul",0,0,1,1,0,3,66304,7,3729,true,false,true,0
2001970,"pomme de Sombrelinceul",0,"pommes de Sombrelinceul",0,0,1,1,0,3,66304,7,3729,true,false,true,0
2001971,"pomme de Sombrelinceul",0,"pommes de Sombrelinceul",0,0,1,1,0,3,66304,7,3729,true,false,true,0
2001972,"pomme de Sombrelinceul",0,"pommes de Sombrelinceul",0,0,1,1,0,3,66304,7,3729,true,false,true,0
2001973,"pomme de Sombrelinceul",0,"pommes de Sombrelinceul",0,0,1,1,0,3,66304,7,3729,true,false,true,0
2001974,"hache de Ramebourg",0,"haches de Ramebourg",0,0,1,1,0,3,66307,7,4221,true,false,true,0
2001975,"feuille de perilla",0,"feuilles de perilla",0,0,1,1,0,3,66309,7,3829,true,false,true,0
2001976,"cuve de fermentation de Mun-Tuy",0,"cuves de fermentation de Mun-Tuy",0,0,1,1,0,3,66309,7,2075,true,false,true,0
2001977,"destination",0,"destinations",0,0,1,1,0,3,0,7,1625,true,false,true,0
2001978,"destination",0,"destinations",0,0,1,1,0,3,0,7,1625,true,false,true,0
2001979,"destination",0,"destinations",0,0,1,1,0,3,0,7,1625,true,false,true,0
2001980,"carte de Zanr'ak",0,"cartes de Zanr'ak",0,0,1,1,0,3,66318,7,1848,true,false,true,0
2001981,"vieux couteau de chasse",0,"vieux couteaux de chasse",0,0,1,0,0,3,66318,7,3735,true,false,true,0
2001982,"destination",0,"destinations",0,0,1,1,0,3,66322,7,1625,true,false,true,0
2001983,"destination",0,"destinations",0,0,1,1,0,3,66323,7,4352,false,false,true,0
2001984,"cristal électrique",0,"cristaux électriques",0,0,1,0,0,3,66323,7,3833,true,false,true,0
2001985,"cristal électrique",0,"cristaux électriques",0,0,1,0,0,3,66323,7,3838,true,false,true,0
2001986,"cristal électrique",0,"cristaux électriques",0,0,1,0,0,3,66323,7,3842,true,false,true,0
2001987,"cristal électrique",0,"cristaux électriques",0,0,1,0,0,3,66323,7,3833,true,false,true,0
2001988,"cristal électrique",0,"cristaux électriques",0,0,1,0,0,3,66323,7,3838,true,false,true,0
2001989,"clef de chambre du Liège flottant",0,"clefs de chambre du Liège flottant",0,0,1,1,0,3,66324,7,3846,true,false,true,0
2001990,"arbre abîmé",0,"arbres abîmés",0,1,1,0,0,3,66326,7,1625,true,false,true,0
2001991,"arbre abîmé",0,"arbres abîmés",0,1,1,0,0,3,66326,7,1625,true,false,true,0
2001992,"arbre abîmé",0,"arbres abîmés",0,1,1,0,0,3,66326,7,1625,true,false,true,0
2001993,"peinture saisissante",0,"peintures saisissantes",0,0,1,1,0,3,66328,7,4010,true,false,true,0
2001994,"peinture somptueuse",0,"peintures somptueuses",0,0,1,1,0,3,66328,7,4010,true,false,true,0
2001995,"article de Gogolata",0,"articles de Gogolata",0,1,1,0,0,3,66331,7,3173,true,false,true,0
2001996,"destination",0,"destinations",0,0,1,1,0,3,66334,7,3792,true,false,true,0
2001997,"destination",0,"destinations",0,0,1,1,0,3,66334,7,3792,true,false,true,0
2001998,"destination",0,"destinations",0,0,1,1,0,3,66334,7,3792,true,false,true,0
2001999,"porte principale",0,"portes principales",0,0,1,1,0,3,66337,7,2076,true,false,true,0
2002000,"échafaud endommagé",0,"échafauds endommagés",0,1,1,0,0,3,66339,7,1625,true,false,true,0
2002001,"échafaud endommagé",0,"échafauds endommagés",0,1,1,0,0,3,66339,7,1625,true,false,true,0
2002002,"échafaud endommagé",0,"échafauds endommagés",0,1,1,0,0,3,66339,7,1625,true,false,true,0
2002003,"destination",0,"destinations",0,0,1,1,0,3,66342,7,3786,true,false,true,0
2002004,"destination",0,"destinations",0,0,1,1,0,3,66342,7,3786,true,false,true,0
2002005,"destination",0,"destinations",0,0,1,1,0,3,66342,7,3786,true,false,true,0
2002006,"",0,"",0,0,1,0,0,3,0,7,2075,true,false,true,0
2002007,"",0,"",0,0,1,0,0,3,0,7,1625,true,false,true,0
2002008,"",0,"",0,0,1,0,0,3,65992,7,1626,true,false,true,0
2002009,"destination",0,"destinations",0,0,1,1,0,3,65994,7,1626,true,false,true,0
2002010,"destination",0,"destinations",0,0,1,1,0,3,65995,7,1626,true,false,true,0
2002011,"",0,"",0,0,1,0,0,3,0,7,2701,true,false,true,0
2002012,"",0,"",0,0,1,0,0,3,65997,7,1626,true,false,true,0
2002013,"",0,"",0,0,1,0,0,1,0,7,1625,false,false,true,0
2002014,"",0,"",0,0,1,0,0,1,0,7,1625,false,false,true,0
2002015,"",0,"",0,0,1,0,0,1,0,7,1625,false,false,true,0
2002016,"",0,"",0,0,1,0,0,1,0,7,1625,false,false,true,0
2002017,"",0,"",0,0,1,0,0,1,0,7,1625,false,false,true,0
2002018,"",0,"",0,0,1,0,0,1,0,7,1625,false,false,true,0
2002019,"",0,"",0,0,1,0,0,1,0,7,1625,false,false,true,0
2002020,"",0,"",0,0,1,0,0,1,0,7,1625,false,false,true,0
2002021,"",0,"",0,0,1,0,0,1,0,7,1625,false,false,true,0
2002022,"",0,"",0,0,1,0,0,1,0,7,1625,false,false,true,0
2002023,"",0,"",0,0,1,0,0,1,0,7,1625,false,false,true,0
2002024,"",0,"",0,0,1,0,0,1,0,7,1625,false,false,true,0
2002025,"",0,"",0,0,1,0,0,1,0,7,1625,false,false,true,0
2002026,"",0,"",0,0,1,0,0,1,0,7,1625,false,false,true,0
2002027,"",0,"",0,0,1,0,0,1,0,7,1625,false,false,true,0
2002028,"",0,"",0,0,1,0,0,1,0,7,1625,false,false,true,0
2002029,"",0,"",0,0,1,0,0,1,0,7,1625,false,false,true,0
2002030,"",0,"",0,0,1,0,0,1,0,7,1625,false,false,true,0
2002031,"",0,"",0,0,1,0,0,1,0,7,1625,false,false,true,0
2002032,"",0,"",0,0,1,0,0,1,0,7,1625,false,false,true,0
2002033,"trou de souris",0,"trous de souris",0,0,1,0,0,3,66345,7,1625,true,false,true,0
2002034,"destination",0,"destinations",0,0,1,1,0,3,66346,7,1625,true,false,true,0
2002035,"destination",0,"destinations",0,0,1,1,0,3,66348,7,2075,true,false,true,0
2002036,"",0,"",0,0,1,0,0,3,66349,7,3784,true,false,true,0
2002037,"russule charbonnière",0,"russules charbonnières",0,0,1,1,0,3,66351,7,3744,true,false,true,0
2002038,"russule charbonnière",0,"russules charbonnières",0,0,1,1,0,3,66351,7,1625,true,false,true,0
2002039,"russule charbonnière",0,"russules charbonnières",0,0,1,1,0,3,66351,7,3745,true,false,true,0
2002040,"morceau de bois oublié",0,"morceaux de bois oubliés",0,0,1,0,0,3,66354,7,3849,true,false,true,0
2002041,"morceau de bois oublié",0,"morceaux de bois oubliés",0,0,1,0,0,3,66354,7,3849,true,false,true,0
2002042,"morceau de bois oublié",0,"morceaux de bois oubliés",0,0,1,0,0,3,66354,7,3849,true,false,true,0
2002043,"œuf d'adamankhélone",0,"œufs d'adamankhélone",0,1,1,0,0,3,66355,7,4165,true,false,true,0
2002044,"destination",0,"destinations",0,0,1,1,0,3,66357,7,3793,true,false,true,0
2002045,"destination",0,"destinations",0,0,1,1,0,3,66357,7,1625,true,false,true,0
2002046,"territoire du ver de Lambton",0,"territoires du ver de Lambton",0,0,1,0,0,3,66358,7,2075,true,false,true,0
2002047,"amas de sable",0,"amas de sable",0,1,1,0,0,3,66363,7,3753,true,false,true,0
2002048,"amas de sable",0,"amas de sable",0,1,1,0,0,3,66363,7,3753,true,false,true,0
2002049,"amas de sable",0,"amas de sable",0,1,1,0,0,3,66363,7,3753,true,false,true,0
2002050,"destination",0,"destinations",0,0,1,1,0,3,66369,7,3794,true,false,true,0
2002051,"destination",0,"destinations",0,0,1,1,0,3,66369,7,1625,true,false,true,0
2002052,"bord de mer inquiétant",0,"bords de mer inquiétants",0,0,1,0,0,3,66370,7,1625,true,false,true,0
2002053,"dispositif d'alchimie kobold",0,"dispositifs d'alchimie kobolds",0,0,1,0,0,3,66371,7,4357,false,false,true,0
2002054,"dispositif d'alchimie kobold",0,"dispositifs d'alchimie kobolds",0,0,1,0,0,3,66371,7,4357,false,false,true,0
2002055,"dispositif d'alchimie kobold",0,"dispositifs d'alchimie kobolds",0,0,1,0,0,3,66371,7,4357,false,false,true,0
2002056,"médaille à tête de lion",0,"médailles à tête de lion",0,0,1,1,0,3,66374,7,3852,true,false,true,0
2002057,"médaille à tête de lion",0,"médailles à tête de lion",0,0,1,1,0,3,66374,7,3852,true,false,true,0
2002058,"médaille à tête de lion",0,"médailles à tête de lion",0,0,1,1,0,3,66374,7,3852,true,false,true,0
2002059,"coque de vin de noix de coco",0,"coques de vin de noix de coco",0,0,1,1,0,3,66384,7,3855,true,false,true,0
2002060,"coque de vin de noix de coco",0,"coques de vin de noix de coco",0,0,1,1,0,3,66384,7,3855,true,false,true,0
2002061,"coque de vin de noix de coco",0,"coques de vin de noix de coco",0,0,1,1,0,3,66384,7,3855,true,false,true,0
2002062,"empreinte fraîche",0,"empreintes fraîches",0,1,1,1,0,3,66386,7,1625,true,false,true,0
2002063,"destination",0,"destinations",0,0,1,1,0,3,66387,7,3795,true,false,true,0
2002064,"destination",0,"destinations",0,0,1,1,0,3,66388,7,3798,true,false,true,0
2002065,"destination",0,"destinations",0,0,1,1,0,3,66388,7,3798,true,false,true,0
2002066,"destination",0,"destinations",0,0,1,1,0,3,66388,7,3798,true,false,true,0
2002067,"table à manger",0,"tables à manger",0,0,1,1,0,3,66390,7,4227,true,false,true,0
2002068,"table à manger",0,"tables à manger",0,0,1,1,0,3,66390,7,4228,true,false,true,0
2002069,"table à manger",0,"tables à manger",0,0,1,1,0,3,66390,7,4229,true,false,true,0
2002070,"verre",0,"verres",0,0,1,0,0,3,66390,7,3800,true,false,true,0
2002071,"verre",0,"verres",0,0,1,0,0,3,66390,7,3800,true,false,true,0
2002072,"vase",0,"vases",0,0,1,0,0,3,66390,7,3798,true,false,true,0
2002073,"vase",0,"vases",0,0,1,0,0,3,66390,7,3798,true,false,true,0
2002074,"vase",0,"vases",0,0,1,0,0,3,66390,7,3798,true,false,true,0
2002075,"",0,"",0,0,1,0,0,3,66391,7,4227,true,false,true,0
2002076,"",0,"",0,0,1,0,0,3,66391,7,4228,true,false,true,0
2002077,"",0,"",0,0,1,0,0,3,66391,7,4229,true,false,true,0
2002078,"verre",0,"verres",0,0,1,0,0,3,66391,7,3800,true,false,true,0
2002079,"verre",0,"verres",0,0,1,0,0,3,66391,7,3800,true,false,true,0
2002080,"vase",0,"vases",0,0,1,0,0,3,66391,7,3798,true,false,true,0
2002081,"vase",0,"vases",0,0,1,0,0,3,66391,7,3798,true,false,true,0
2002082,"vase",0,"vases",0,0,1,0,0,3,66391,7,3798,true,false,true,0
2002083,"destination",0,"destinations",0,0,1,1,0,3,66392,7,2075,true,false,true,0
2002084,"destination",0,"destinations",0,0,1,1,0,3,66392,7,2075,true,false,true,0
2002085,"destination",0,"destinations",0,0,1,1,0,3,66392,7,2075,true,false,true,0
2002086,"éthérite primitive",0,"éthérites primitives",0,1,1,1,0,3,66393,7,2076,true,false,true,0
2002087,"feu de camp",0,"feux de camp",0,0,1,0,0,3,66395,7,2075,true,false,true,0
2002088,"destination",0,"destinations",0,0,1,1,0,3,66397,7,4226,true,false,true,0
2002089,"destination",0,"destinations",0,0,1,1,0,3,66397,7,1625,true,false,true,0
2002090,"destination",0,"destinations",0,0,1,1,0,3,66400,7,3898,true,false,true,0
2002091,"destination",0,"destinations",0,0,1,1,0,3,66400,7,3898,true,false,true,0
2002092,"destination",0,"destinations",0,0,1,1,0,3,66400,7,3898,true,false,true,0
2002093,"explosif kobold",0,"explosifs kobolds",0,1,1,0,0,3,66401,7,4358,false,false,true,0
2002094,"explosif kobold",0,"explosifs kobolds",0,1,1,0,0,3,66401,7,4358,false,false,true,0
2002095,"explosif kobold",0,"explosifs kobolds",0,1,1,0,0,3,66401,7,4358,false,false,true,0
2002096,"destination",0,"destinations",0,0,1,1,0,3,66403,7,2075,true,false,true,0
2002097,"destination",0,"destinations",0,0,1,1,0,3,66409,7,4009,true,false,true,0
2002098,"destination",0,"destinations",0,0,1,1,0,3,66409,7,4009,true,false,true,0
2002099,"destination",0,"destinations",0,0,1,1,0,3,66409,7,4009,true,false,true,0
2002100,"destination",0,"destinations",0,0,1,1,0,3,66409,7,4009,true,false,true,0
2002101,"destination",0,"destinations",0,0,1,1,0,3,66410,7,1625,true,false,true,0
2002102,"",0,"",0,0,1,0,0,3,0,7,1624,true,false,true,0
2002103,"pierre d'Azeyma",0,"pierres d'Azeyma",0,0,1,1,0,3,66413,7,2076,true,false,true,0
2002104,"coin à pampas",0,"coins à pampas",0,0,1,0,0,3,66417,7,1625,true,false,true,0
2002105,"tombe louche",0,"tombes louches",0,0,1,1,0,3,66054,7,1625,true,false,true,0
2002106,"destination",0,"destinations",0,0,1,1,0,3,66421,7,4224,true,false,true,0
2002107,"destination",0,"destinations",0,0,1,1,0,3,66836,7,2075,true,false,true,0
2002108,"",0,"",0,0,1,0,0,2,0,0,4986,false,false,true,0
2002109,"",0,"",0,0,1,0,0,1,0,0,0,false,false,true,0
2002110,"paquet volé",0,"paquets volés",0,0,1,0,0,3,66425,7,1850,true,false,true,0
2002111,"paquet volé",0,"paquets volés",0,0,1,0,0,3,66425,7,1996,true,false,true,0
2002112,"lieu de l'attaque",0,"lieux de l'attaque",0,0,1,0,0,3,66427,7,1625,true,false,true,0
