Index,0 [0x3][0x6],1 [0x1][0x7],2 [0x1][0x8],3 [0x1][0x9],4 [0x1][0xa],5 [0x5][0x0],6 [0x5][0x2],7 [0x5][0x4]
735,11,false,true,false,false,1430,1430,1430
736,11,false,false,false,true,1442,1442,1442
737,11,false,false,false,true,1446,1446,1446
738,11,false,true,true,false,1447,1447,1447
739,11,false,false,false,true,1451,0,0
740,11,false,true,false,false,1483,1483,1483
741,11,true,false,false,false,1504,0,0
742,11,false,false,false,true,1519,0,0
743,11,false,true,false,false,1560,1560,1560
744,11,false,true,false,false,1570,1570,1570
745,11,false,true,true,false,1584,1584,1584
746,11,false,true,true,false,1591,1591,1591
747,11,false,false,true,false,1592,0,0
748,11,false,false,true,false,1597,1597,1597
749,11,true,false,false,false,1619,0,0
750,11,false,true,false,false,1621,1621,1621
751,11,false,false,false,true,1622,0,0
752,12,false,true,false,false,130,130,130
753,4,false,true,false,false,132,132,132
754,12,false,false,false,true,161,0,0
755,12,false,false,false,true,162,0,0
756,12,false,true,false,false,188,188,188
757,4,false,true,false,false,296,296,296
758,12,false,false,false,true,408,0,0
759,12,false,false,false,true,485,0,0
760,12,false,false,true,false,486,486,486
761,4,false,true,false,false,490,490,490
762,12,false,true,false,false,498,498,498
763,12,false,false,false,true,504,0,0
764,12,false,false,false,true,505,0,0
765,12,false,false,true,true,507,0,0
766,12,false,true,false,false,508,508,508
767,12,false,true,false,false,542,542,542
768,4,false,true,false,false,550,550,550
769,12,false,false,true,false,556,0,0
770,12,false,false,false,true,601,0,0
771,12,true,false,false,false,693,0,0
772,12,false,true,false,false,714,714,714
773,4,false,true,false,false,716,716,716
774,12,false,true,false,true,726,726,726
775,12,false,true,false,false,733,733,733
776,12,false,true,true,false,738,738,738
777,12,true,false,false,false,812,0,0
778,12,false,true,false,false,856,856,856
779,12,false,true,false,true,889,889,889
780,12,false,false,false,true,1041,0,0
781,12,false,true,false,true,1157,1157,1157
782,4,false,true,false,true,1167,1167,1167
783,12,false,true,false,false,1180,1180,1180
784,2,false,false,false,true,1216,0,0
785,2,false,false,false,true,1217,0,0
786,2,false,true,false,true,1232,1232,1232
787,2,false,false,false,true,1233,0,0
788,12,false,true,false,false,1294,1294,1294
789,4,false,true,false,false,1305,1305,1305
790,4,false,true,false,false,1325,1325,1325
791,12,false,true,false,false,1342,1342,1342
792,4,false,true,false,false,1343,1343,1343
793,4,false,true,false,false,1480,1480,1480
794,12,false,true,false,true,1547,1547,1547
795,13,false,true,false,false,2,2,2
796,13,false,true,true,false,6,6,6
797,13,false,false,false,true,37,0,0
798,13,false,false,false,true,38,0,0
799,13,false,true,false,true,54,54,54
800,13,false,false,false,true,55,0,0
801,13,false,true,false,false,60,60,60
802,13,false,false,false,true,68,0,0
803,13,false,false,false,true,69,0,0
804,13,false,false,false,true,70,0,0
805,13,false,true,false,false,75,75,75
806,13,false,true,false,false,78,78,78
807,14,false,true,false,false,84,84,84
808,14,false,false,false,true,96,96,96
809,13,false,true,false,false,98,98,98
810,13,false,true,false,false,122,122,122
811,1,false,false,false,false,0,0,0
812,13,false,true,false,false,140,140,140
813,6,false,true,true,true,163,163,163
814,13,false,false,false,true,207,0,0
815,13,false,true,false,false,209,209,209
816,13,false,true,false,true,215,215,215
817,13,false,true,false,false,232,232,232
818,13,false,false,false,true,239,0,0
819,13,false,false,false,true,240,0,0
820,13,false,true,false,false,275,275,275
821,13,false,true,false,false,307,307,307
822,13,false,true,false,false,317,317,317
823,13,false,true,false,false,336,336,336
824,13,false,false,false,true,337,0,0
825,13,false,false,false,true,339,0,0
826,13,false,true,false,false,352,352,352
827,7,false,false,false,true,353,0,0
828,13,false,true,false,false,461,461,461
829,13,false,true,false,false,492,492,492
830,13,false,true,false,false,500,500,500
831,13,false,false,false,true,510,510,510
832,13,false,true,true,false,586,586,586
833,13,false,false,true,false,593,0,0
834,13,false,false,true,false,759,0,0
835,13,false,false,true,false,760,0,0
836,13,false,true,false,false,767,767,767
837,13,false,true,false,false,809,809,809
838,13,false,true,false,false,825,825,825
839,13,false,true,true,false,837,837,837
840,13,false,true,false,true,855,855,855
841,13,false,true,false,false,913,913,913
842,13,false,false,false,true,968,0,0
843,13,true,true,true,true,1006,1006,1006
844,13,false,true,false,false,1066,1066,1066
845,13,false,false,true,false,1098,0,0
846,13,false,true,false,false,1142,1142,1142
847,14,false,false,false,true,1146,1146,1146
848,14,false,false,false,true,1147,0,0
849,6,false,true,false,false,1204,1204,1204
850,6,false,true,false,false,1228,1228,1228
851,13,true,false,false,true,1247,1247,1247
852,13,false,true,false,false,1289,1289,1289
853,13,false,false,false,true,1290,0,0
854,13,false,true,false,false,1302,1302,1302
855,13,false,true,false,false,1308,1308,1308
856,4,false,true,false,false,1309,1309,1309
857,13,false,true,false,false,1344,1344,1344
858,13,false,true,false,false,1375,1375,1375
859,13,false,true,false,false,1401,1401,1401
860,6,false,false,true,false,1407,0,0
861,6,false,false,true,false,1408,0,0
862,6,false,false,true,false,1409,1409,1409
863,13,false,true,true,false,1448,1448,1448
864,13,false,false,false,true,1449,0,0
865,13,false,false,false,true,1463,0,0
866,13,false,true,false,false,1467,1467,1467
867,13,false,false,false,true,1508,1508,1508
868,13,false,false,false,true,1509,0,0
869,13,false,false,false,true,1517,0,0
870,13,false,false,false,true,1518,0,0
871,20,false,true,false,false,1546,1546,1546
872,13,false,true,false,false,1555,1555,1555
873,13,false,true,false,false,1558,1558,1558
874,4,false,true,false,true,13,13,13
875,9,false,false,false,true,16,0,0
876,0,false,false,false,false,0,0,0
877,14,false,false,false,true,67,0,0
878,14,false,false,false,true,150,150,150
879,14,false,true,false,false,222,222,222
880,14,false,false,false,true,223,223,223
881,14,false,false,false,true,224,0,0
882,14,false,true,true,true,225,225,225
883,14,false,false,false,true,288,0,0
884,14,false,false,false,true,289,0,0
885,14,false,true,false,false,305,305,305
886,14,false,false,false,true,340,0,0
887,14,false,true,false,false,377,377,377
888,14,false,true,true,false,460,460,460
889,4,false,true,false,false,476,476,476
890,5,false,true,false,false,479,479,479
891,4,false,true,false,false,512,512,512
892,14,false,true,false,false,515,515,515
893,14,false,false,true,false,516,516,516
894,14,false,false,true,false,517,0,0
895,14,false,false,true,false,518,0,0
896,4,false,true,false,false,526,526,526
897,14,false,false,false,true,562,562,562
898,14,false,false,false,true,563,0,0
899,14,false,true,false,false,568,568,568
900,14,false,true,false,true,569,569,569
901,14,false,false,false,true,570,0,0
902,14,false,false,false,true,572,0,0
903,14,false,false,false,true,573,0,0
904,14,false,false,false,true,602,602,602
905,14,false,false,true,false,604,0,0
906,14,false,true,false,false,607,607,607
907,14,false,true,false,false,609,609,609
908,15,false,false,true,false,686,686,686
909,14,true,false,false,false,717,0,0
910,20,false,true,false,true,742,742,742
911,14,false,true,false,true,770,770,770
912,4,false,true,false,false,786,786,786
913,14,false,false,true,false,822,0,0
914,14,false,false,true,false,823,823,823
915,14,false,false,true,false,824,0,0
916,4,false,true,false,false,833,833,833
917,4,false,false,false,true,846,0,0
918,14,false,true,false,false,977,977,977
919,4,false,true,false,false,1005,1005,1005
920,14,false,true,false,false,1075,1075,1075
921,14,false,true,false,false,1085,1085,1085
922,14,false,true,false,false,1126,1126,1126
923,14,false,true,false,false,1127,1127,1127
924,4,false,false,false,true,1130,0,0
925,4,false,true,false,false,1163,1163,1163
926,14,false,false,false,true,1176,0,0
927,14,false,true,false,false,1229,1229,1229
928,14,false,false,false,true,1258,0,0
929,14,false,false,false,true,1259,0,0
930,14,false,false,true,false,1311,0,0
931,14,false,true,false,false,1348,1348,1348
932,14,false,true,false,false,1349,1349,1349
933,14,false,false,true,true,1357,1357,1357
934,4,false,true,false,false,1400,1400,1400
935,14,false,false,true,false,1466,0,0
936,14,false,true,false,true,1468,1468,1468
937,14,false,true,true,true,1474,1474,1474
938,14,false,false,false,true,1514,0,0
939,14,false,false,false,true,1529,1529,1529
940,14,false,true,false,false,1530,1530,1530
941,14,false,true,false,false,1531,1531,1531
942,14,false,true,false,false,1552,1552,1552
943,14,false,true,false,false,1588,1588,1588
944,4,false,true,false,false,1589,1589,1589
945,15,false,false,false,true,27,0,0
946,15,false,false,false,true,61,0,0
947,15,false,true,true,true,91,91,91
948,15,false,true,false,false,92,92,92
949,15,false,false,false,true,93,0,0
950,15,false,true,false,false,160,160,160
951,15,false,false,false,true,241,0,0
952,15,false,false,false,true,242,0,0
953,15,false,false,false,true,277,0,0
954,15,false,false,false,true,278,0,0
955,15,false,true,false,false,286,286,286
956,15,false,true,false,false,287,287,287
957,15,false,true,false,false,290,290,290
958,15,false,false,true,true,318,0,0
959,15,false,false,false,true,342,0,0
960,0,false,false,false,false,0,0,0
961,15,false,false,false,true,387,0,0
962,15,false,true,false,false,388,388,388
963,15,false,false,false,true,389,0,0
964,15,false,true,false,false,390,390,390
965,15,false,false,false,true,430,0,0
966,15,false,true,false,false,431,431,431
967,15,false,true,false,false,434,434,434
968,15,false,true,false,false,443,443,443
969,0,false,false,false,false,0,0,0
970,15,false,true,false,false,545,545,545
971,6,false,false,false,true,574,0,0
972,15,false,true,false,false,600,600,600
973,1,false,false,false,false,0,0,0
974,4,false,false,false,true,624,0,0
975,6,false,true,false,false,625,625,625
976,4,false,false,false,true,638,638,638
977,15,true,false,false,false,656,0,0
978,15,false,false,true,false,671,0,0
979,15,false,false,true,false,672,0,0
980,15,false,false,false,true,680,0,0
981,15,false,false,false,true,681,0,0
982,15,false,true,false,false,684,684,684
983,15,false,true,false,false,685,685,685
984,15,false,false,true,false,687,0,0
985,15,false,true,false,false,719,719,719
986,15,false,false,false,true,727,0,0
987,20,false,true,false,false,728,728,728
988,20,false,false,false,true,729,0,0
989,20,false,false,false,true,730,0,0
990,4,false,false,false,true,773,0,0
991,15,false,true,true,false,794,794,794
992,15,false,false,true,false,795,0,0
993,15,false,true,false,false,799,799,799
994,15,false,true,true,false,821,821,821
995,15,false,true,true,false,874,874,874
996,15,false,false,false,true,888,0,0
997,15,false,false,true,true,890,0,0
998,15,false,true,true,false,894,894,894
999,0,false,false,false,false,0,0,0
1000,15,false,false,false,true,897,0,0
1001,15,false,false,false,true,898,0,0
1002,15,false,false,false,true,899,0,0
1003,15,false,true,false,false,900,900,900
1004,15,false,true,true,false,903,903,903
1005,0,false,false,false,false,0,0,0
1006,15,false,true,true,true,910,910,910
1007,15,false,true,true,true,911,911,911
1008,15,false,true,false,false,918,918,918
1009,15,false,false,false,true,933,933,933
1010,15,false,true,true,true,958,958,958
1011,15,false,true,false,false,959,959,959
1012,15,false,false,false,true,967,0,0
1013,20,false,true,false,true,1008,1008,1008
1014,0,false,false,false,false,0,0,0
1015,0,false,false,false,false,0,0,0
1016,0,false,false,false,false,0,0,0
1017,0,false,false,false,false,0,0,0
1018,15,false,true,true,true,1070,1070,1070
1019,15,false,true,false,false,1074,1074,1074
1020,15,false,true,false,true,1086,1086,1086
1021,15,false,false,true,false,1103,1103,1103
1022,15,false,true,false,true,1135,1135,1135
1023,15,false,true,false,false,1137,1137,1137
1024,15,false,false,false,true,1138,0,0
1025,15,false,false,true,false,1140,0,0
1026,15,false,false,true,false,1141,0,0
1027,15,false,true,false,false,1161,1161,1161
1028,15,false,false,false,true,1186,0,0
1029,20,false,false,false,true,1195,0,0
1030,15,false,false,false,true,1207,1207,1207
1031,20,false,true,true,true,1222,1222,1222
1032,20,false,false,false,true,1223,0,0
1033,15,false,true,false,true,1239,1239,1239
1034,15,false,false,true,false,1265,1265,1265
1035,15,false,true,false,false,1271,1271,1271
1036,15,false,false,false,true,1278,0,0
1037,15,false,false,true,false,1313,0,0
1038,15,false,true,true,true,1386,1386,1386
1039,15,false,true,true,false,1387,1387,1387
1040,15,false,true,false,false,1457,1457,1457
1041,15,false,true,false,false,1482,1482,1482
1042,15,false,false,true,false,1607,1607,1607
1043,19,false,true,true,true,26,26,26
1044,4,false,true,false,false,118,118,118
1045,4,false,false,false,true,292,0,0
1046,4,false,false,false,true,293,0,0
1047,20,false,true,false,false,338,338,338
1048,20,false,false,false,true,495,0,0
1049,20,false,true,false,true,496,496,496
1050,5,false,true,false,false,596,596,596
1051,4,false,false,false,true,637,0,0
1052,16,false,false,true,false,640,0,0
1053,16,false,false,true,false,641,0,0
1054,16,false,true,true,true,713,713,713
1055,16,false,true,true,true,720,720,720
1056,16,false,true,true,true,721,721,721
1057,16,false,true,false,false,739,739,739
1058,16,false,true,true,true,750,750,750
1059,16,false,true,true,true,752,752,752
1060,5,false,false,true,false,787,0,0
1061,5,false,false,true,false,788,788,788
1062,5,false,false,true,false,789,0,0
1063,5,false,false,true,false,803,0,0
1064,5,false,false,true,false,804,804,804
1065,5,false,false,true,false,805,805,805
1066,20,false,true,false,false,827,827,827
1067,5,false,false,true,false,842,0,0
1068,5,false,false,true,false,843,0,0
1069,5,false,false,true,false,844,0,0
1070,16,false,false,true,false,847,847,847
1071,16,false,false,true,false,848,0,0
1072,16,false,false,true,false,849,0,0
1073,4,false,true,false,true,871,871,871
1074,4,false,false,false,true,872,0,0
1075,20,false,true,false,false,922,922,922
1076,16,false,false,false,true,923,0,0
1077,16,false,false,false,true,924,0,0
1078,16,false,false,false,true,950,0,0
1079,16,false,true,true,false,951,951,951
1080,16,false,true,true,true,952,952,952
1081,5,false,true,false,false,1003,1003,1003
1082,4,false,false,true,false,1038,1038,1038
1083,4,false,false,true,false,1039,0,0
1084,19,false,true,true,false,1042,1042,1042
1085,16,false,true,false,false,1044,1044,1044
1086,4,false,true,false,true,1094,1094,1094
1087,4,false,false,false,true,1095,0,0
1088,16,false,false,false,true,1160,0,0
1089,16,false,true,false,false,1418,1418,1418
1090,16,false,true,true,true,1507,1507,1507
1091,16,false,true,true,true,1527,1527,1527
1092,4,false,false,false,true,1533,0,0
1093,4,false,false,false,true,1534,0,0
1094,16,false,true,true,true,1536,1536,1536
1095,16,false,true,true,true,1537,1537,1537
1096,16,false,true,true,true,1608,1608,1608
1097,16,false,true,true,true,1611,1611,1611
1098,16,false,true,true,true,1612,1612,1612
1099,16,false,true,true,true,1613,1613,1613
1100,16,false,true,true,true,1614,1614,1614
1101,5,false,true,false,false,1618,1618,1618
1102,16,false,true,false,false,1624,1624,1624
1103,16,false,false,false,true,1625,0,0
1104,16,false,true,false,false,1627,1627,1627
1105,17,true,false,false,false,63,0,0
1106,17,false,true,false,false,169,169,169
1107,17,false,true,false,false,182,182,182
1108,17,false,false,false,true,220,0,0
1109,17,false,true,true,false,360,360,360
1110,17,false,false,false,true,361,0,0
1111,17,false,false,true,false,362,0,0
1112,17,true,false,false,false,608,0,0
1113,17,false,false,true,false,614,614,614
1114,17,false,true,false,false,682,682,682
1115,17,false,true,true,false,711,711,711
1116,17,false,false,false,true,712,0,0
1117,17,true,false,false,false,723,0,0
1118,17,true,false,false,false,754,0,0
1119,15,false,true,false,false,757,757,757
1120,17,true,false,false,false,814,0,0
1121,0,false,false,false,false,0,0,0
1122,17,false,false,true,false,885,885,885
1123,17,true,false,false,false,919,0,0
1124,17,true,false,false,false,980,0,0
1125,15,false,true,false,false,993,993,993
1126,17,false,true,true,false,995,995,995
1127,17,false,false,false,true,996,0,0
1128,17,false,false,false,true,1033,0,0
1129,17,false,false,false,true,1040,0,0
1130,0,false,false,false,false,0,0,0
1131,17,false,true,false,false,1210,1210,1210
1132,15,false,true,false,false,1218,1218,1218
1133,17,true,false,false,false,1279,0,0
1134,15,false,true,false,false,1280,1280,1280
1135,17,true,false,false,false,1282,0,0
1136,17,true,false,false,false,1301,0,0
1137,17,true,false,false,false,1306,0,0
1138,17,true,false,false,false,1385,0,0
1139,17,true,false,false,false,1395,0,0
1140,17,true,false,false,false,1412,0,0
1141,15,false,true,false,false,1465,1465,1465
1142,17,false,true,false,true,1510,1510,1510
1143,17,false,true,false,false,1609,1609,1609
1144,17,true,false,false,false,1615,0,0
1145,15,false,true,false,true,1623,1623,1623
1146,17,true,false,false,false,1626,0,0
1147,18,false,false,true,false,344,0,0
1148,18,false,false,true,false,345,0,0
1149,18,false,false,true,false,346,0,0
1150,18,false,false,true,false,348,0,0
1151,18,false,true,false,false,439,439,439
1152,18,false,true,false,false,578,578,578
1153,18,false,true,false,false,629,629,629
1154,18,false,false,false,true,630,0,0
1155,18,false,false,false,true,631,0,0
1156,18,false,false,true,false,632,0,0
1157,18,false,false,true,false,633,633,633
1158,18,false,false,true,false,634,0,0
1159,18,false,false,false,true,746,746,746
1160,18,false,false,false,true,747,747,747
1161,18,false,false,true,false,748,0,0
1162,18,false,true,false,false,749,749,749
1163,18,false,true,false,false,753,753,753
1164,18,false,false,false,true,862,0,0
1165,18,false,false,false,true,863,0,0
1166,18,false,false,true,false,864,864,864
1167,18,false,true,false,false,870,870,870
1168,18,false,false,false,true,946,0,0
1169,18,false,false,false,true,947,0,0
1170,18,false,false,true,false,1298,0,0
1171,18,false,true,false,false,1423,1423,1423
1172,18,false,true,false,false,1484,1484,1484
1173,18,false,false,true,false,1485,0,0
1174,18,false,false,false,true,1486,0,0
1175,18,false,false,false,true,1487,0,0
1176,19,true,false,false,false,28,0,0
1177,19,false,false,false,true,87,0,0
1178,19,false,true,false,true,120,120,120
1179,9,false,true,false,false,147,147,147
1180,19,false,true,true,true,152,152,152
1181,19,false,false,false,true,190,0,0
1182,19,false,true,true,true,211,211,211
1183,14,false,true,false,false,213,213,213
1184,14,false,true,false,true,233,233,233
1185,19,false,false,false,true,246,246,246
1186,18,false,true,false,true,249,249,249
1187,14,false,true,false,false,262,262,262
1188,19,false,false,false,true,263,0,0
1189,19,false,true,false,false,297,297,297
1190,19,false,true,false,false,308,308,308
1191,19,false,true,false,false,319,319,319
1192,15,false,true,false,false,320,320,320
1193,4,false,true,false,false,321,321,321
1194,19,false,false,false,true,323,0,0
1195,19,false,false,false,true,324,0,0
1196,15,false,true,false,false,379,379,379
1197,4,false,true,false,false,382,382,382
1198,0,false,false,false,false,0,0,0
1199,19,false,true,false,false,428,428,428
1200,6,false,false,false,true,472,472,472
1201,6,false,false,false,true,473,0,0
1202,0,false,false,false,false,0,0,0
1203,19,false,false,true,false,519,0,0
1204,14,false,true,false,false,525,525,525
1205,19,false,false,true,false,543,543,543
1206,19,false,true,true,true,560,560,560
1207,6,false,false,false,true,619,0,0
1208,6,false,false,false,true,620,0,0
1209,18,false,true,false,true,653,653,653
1210,19,true,false,false,false,666,0,0
1211,19,true,false,false,false,688,0,0
1212,19,true,false,false,false,690,0,0
1213,19,true,false,false,false,696,0,0
1214,4,false,true,false,false,700,700,700
1215,19,true,false,false,false,715,0,0
1216,0,false,false,false,false,0,0,0
1217,19,true,false,false,false,774,0,0
1218,19,false,false,true,false,813,0,0
1219,19,false,false,true,false,817,817,817
1220,19,false,true,false,false,819,0,0
1221,19,false,false,false,true,820,0,0
1222,0,false,false,false,false,0,0,0
1223,19,false,false,false,true,831,0,0
1224,19,false,false,false,true,851,0,0
1225,19,false,true,false,false,865,865,865
1226,19,false,false,false,true,887,0,0
1227,19,false,false,false,true,914,0,0
1228,19,true,false,false,false,921,0,0
1229,7,false,false,true,false,929,0,0
1230,19,false,false,false,true,930,930,930
1231,19,false,true,false,false,931,931,931
1232,19,false,false,false,true,964,0,0
1233,19,false,false,false,true,971,0,0
1234,6,false,false,false,true,1089,0,0
1235,19,false,true,false,true,1117,1117,1117
1236,0,false,false,false,false,0,0,0
1237,19,false,false,false,true,1155,0,0
1238,0,false,false,false,false,0,0,0
1239,9,false,false,false,true,1175,0,0
1240,15,false,true,false,false,1177,1177,1177
1241,19,true,false,false,false,1188,0,0
1242,19,false,true,false,false,1192,1192,1192
1243,14,false,true,false,false,1201,1201,1201
1244,19,false,true,false,false,1235,1235,1235
1245,4,false,false,true,false,1255,1255,1255
1246,18,false,true,true,true,1297,1297,1297
1247,19,true,false,false,false,1304,0,0
1248,11,false,false,false,true,1337,0,0
1249,19,false,true,false,false,1398,1398,1398
1250,6,false,true,false,false,1413,1413,1413
1251,19,false,true,false,true,1433,1433,1433
1252,19,false,false,false,true,1459,1459,1459
1253,14,false,false,false,true,1471,0,0
1254,18,false,true,false,false,1479,1479,1479
1255,4,false,false,false,true,1545,0,0
1256,19,false,true,false,false,1557,0,0
1257,19,false,true,false,false,1571,1571,1571
1258,19,false,true,false,false,1575,1575,1575
1259,19,false,true,true,true,1620,1620,1620
1260,10,false,true,false,false,402,402,402
1261,10,false,true,false,false,1016,1016,1016
1262,10,false,true,false,false,1340,1340,1340
1263,6,false,true,false,false,42,42,42
1264,6,false,true,false,false,356,356,356
1265,2,false,true,false,false,1572,1572,1572
1266,19,false,true,false,false,1424,1424,1424
1267,17,false,false,false,true,683,0,0
1268,17,false,false,false,true,1281,0,0
1269,1,false,false,false,false,0,0,0
1270,1,false,false,false,false,0,0,0
1271,1,false,false,false,false,0,0,0
1272,1,false,false,false,false,0,0,0
1273,1,false,false,false,false,0,0,0
1274,1,false,false,false,false,0,0,0
1275,1,false,false,false,false,0,0,0
1276,1,false,false,false,false,0,0,0
1277,1,false,false,false,false,0,0,0
1278,1,false,false,false,false,0,0,0
1279,1,false,false,false,false,0,0,0
1280,1,false,false,false,false,0,0,0
1281,1,false,false,false,false,0,0,0
1282,1,false,false,false,false,0,0,0
1283,0,false,false,false,false,0,0,0
1284,0,false,false,false,false,0,0,0
1285,1,false,false,false,false,0,0,0
1286,0,false,false,false,false,0,0,0
1287,1,false,false,false,false,0,0,0
1288,1,false,false,false,false,0,0,0
1289,1,false,false,false,false,0,0,0
1290,1,false,false,false,false,0,0,0
1291,0,false,false,false,false,0,0,0
1292,1,false,false,false,false,0,0,0
1293,0,false,false,false,false,0,0,0
1294,1,false,false,false,false,0,0,0
1295,1,false,false,false,false,0,0,0
1296,1,false,false,false,false,0,0,0
1297,0,false,false,false,false,0,0,0
1298,1,false,false,false,false,0,0,0
1299,0,false,false,false,false,0,0,0
1300,1,false,false,false,false,0,0,0
1301,1,false,false,false,false,0,0,0
1302,1,false,false,false,false,0,0,0
1303,1,false,false,false,false,0,0,0
1304,1,false,false,false,false,0,0,0
1305,1,false,false,false,false,0,0,0
1306,1,false,false,false,false,0,0,0
1307,1,false,false,false,false,0,0,0
1308,1,false,false,false,false,0,0,0
1309,1,false,false,false,false,0,0,0
1310,1,false,false,false,false,0,0,0
1311,1,false,false,false,false,0,0,0
1312,1,false,false,false,false,0,0,0
1313,0,false,false,false,false,0,0,0
1314,0,false,false,false,false,0,0,0
1315,1,false,false,false,false,0,0,0
1316,1,false,false,false,false,0,0,0
1317,1,false,false,false,false,0,0,0
1318,1,false,false,false,false,0,0,0
1319,1,false,false,false,false,0,0,0
1320,1,false,false,false,false,0,0,0
1321,0,false,false,false,false,0,0,0
1322,0,false,false,false,false,0,0,0
1323,0,false,false,false,false,0,0,0
1324,1,false,false,false,false,0,0,0
1325,1,false,false,false,false,0,0,0
1326,1,false,false,false,false,0,0,0
1327,1,false,false,false,false,0,0,0
1328,0,false,false,false,false,0,0,0
1329,0,false,false,false,false,0,0,0
1330,1,false,false,false,false,0,0,0
1331,1,false,false,false,false,0,0,0
1332,1,false,false,false,false,0,0,0
1333,1,false,false,false,false,0,0,0
1334,1,false,false,false,false,0,0,0
1335,1,false,false,false,false,0,0,0
1336,1,false,false,false,false,0,0,0
1337,1,false,false,false,false,0,0,0
1338,0,false,false,false,false,0,0,0
1339,1,false,false,false,false,0,0,0
1340,1,false,false,false,false,0,0,0
1341,1,false,false,false,false,0,0,0
1342,1,false,false,false,false,0,0,0
1343,1,false,false,false,false,0,0,0
1344,1,false,false,false,false,0,0,0
1345,1,false,false,false,false,0,0,0
1346,0,false,false,false,false,0,0,0
1347,0,false,false,false,false,0,0,0
1348,0,false,false,false,false,0,0,0
1349,1,false,false,false,false,0,0,0
1350,1,false,false,false,false,0,0,0
1351,1,false,false,false,false,0,0,0
1352,1,false,false,false,false,0,0,0
1353,1,false,false,false,false,0,0,0
1354,1,false,false,false,false,0,0,0
1355,1,false,false,false,false,0,0,0
1356,1,false,false,false,false,0,0,0
1357,1,false,false,false,false,0,0,0
1358,1,false,false,false,false,0,0,0
1359,1,false,false,false,false,0,0,0
1360,1,false,false,false,false,0,0,0
1361,1,false,false,false,false,0,0,0
1362,1,false,false,false,false,0,0,0
1363,1,false,false,false,false,0,0,0
1364,1,false,false,false,false,0,0,0
1365,1,false,false,false,false,0,0,0
1366,1,false,false,false,false,0,0,0
1367,1,false,false,false,false,0,0,0
1368,1,false,false,false,false,0,0,0
1369,1,false,false,false,false,0,0,0
1370,1,false,false,false,false,0,0,0
1371,1,false,false,false,false,0,0,0
1372,1,false,false,false,false,0,0,0
1373,1,false,false,false,false,0,0,0
1374,1,false,false,false,false,0,0,0
1375,1,false,false,false,false,0,0,0
1376,1,false,false,false,false,0,0,0
1377,1,false,false,false,false,0,0,0
1378,0,false,false,false,false,0,0,0
1379,0,false,false,false,false,0,0,0
1380,1,false,false,false,false,0,0,0
1381,1,false,false,false,false,0,0,0
1382,1,false,false,false,false,0,0,0
1383,1,false,false,false,false,0,0,0
1384,1,false,false,false,false,0,0,0
1385,0,false,false,false,false,0,0,0
1386,1,false,false,false,false,0,0,0
1387,1,false,false,false,false,0,0,0
1388,1,false,false,false,false,0,0,0
1389,1,false,false,false,false,0,0,0
1390,1,false,false,false,false,0,0,0
1391,1,false,false,false,false,0,0,0
1392,1,false,false,false,false,0,0,0
1393,1,false,false,false,false,0,0,0
1394,0,false,false,false,false,0,0,0
1395,1,false,false,false,false,0,0,0
1396,1,false,false,false,false,0,0,0
1397,1,false,false,false,false,0,0,0
1398,1,false,false,false,false,0,0,0
1399,1,false,false,false,false,0,0,0
1400,0,false,false,false,false,0,0,0
1401,0,false,false,false,false,0,0,0
1402,1,false,false,false,false,0,0,0
1403,1,false,false,false,false,0,0,0
1404,1,false,false,false,false,0,0,0
1405,1,false,false,false,false,0,0,0
1406,1,false,false,false,false,0,0,0
1407,1,false,false,false,false,0,0,0
1408,1,false,false,false,false,0,0,0
1409,1,false,false,false,false,0,0,0
1410,1,false,false,false,false,0,0,0
1411,1,false,false,false,false,0,0,0
1412,1,false,false,false,false,0,0,0
1413,1,false,false,false,false,0,0,0
1414,1,false,false,false,false,0,0,0
1415,1,false,false,false,false,0,0,0
1416,1,false,false,false,false,0,0,0
1417,1,false,false,false,false,0,0,0
1418,1,false,false,false,false,0,0,0
1419,1,false,false,false,false,0,0,0
1420,1,false,false,false,false,0,0,0
1421,1,false,false,false,false,0,0,0
1422,1,false,false,false,false,0,0,0
1423,1,false,false,false,false,0,0,0
1424,1,false,false,false,false,0,0,0
1425,1,false,false,false,false,0,0,0
1426,1,false,false,false,false,0,0,0
1427,1,false,false,false,false,0,0,0
1428,1,false,false,false,false,0,0,0
1429,1,false,false,false,false,0,0,0
1430,1,false,false,false,false,0,0,0
1431,1,false,false,false,false,0,0,0
1432,1,false,false,false,false,0,0,0
1433,1,false,false,false,false,0,0,0
1434,1,false,false,false,false,0,0,0
1435,1,false,false,false,false,0,0,0
1436,0,false,false,false,false,0,0,0
1437,1,false,false,false,false,0,0,0
1438,1,false,false,false,false,0,0,0
1439,1,false,false,false,false,0,0,0
1440,0,false,false,false,false,0,0,0
1441,0,false,false,false,false,0,0,0
1442,1,false,false,false,false,0,0,0
1443,1,false,false,false,false,0,0,0
1444,1,false,false,false,false,0,0,0
1445,0,false,false,false,false,0,0,0
1446,1,false,false,false,false,0,0,0
1447,1,false,false,false,false,0,0,0
1448,0,false,false,false,false,0,0,0
1449,0,false,false,false,false,0,0,0
1450,1,false,false,false,false,0,0,0
1451,1,false,false,false,false,0,0,0
1452,1,false,false,false,false,0,0,0
1453,1,false,false,false,false,0,0,0
1454,1,false,false,false,false,0,0,0
1455,1,false,false,false,false,0,0,0
1456,0,false,false,false,false,0,0,0
