Index,0 [0x6][0x320],1 [0x3][0x328],2 [0x5][0x324],3 [0x5][0x326],4 [0x0][0x0],5 [0x0][0x8],6 [0x0][0x10],7 [0x0][0x18],8 [0x0][0x20],9 [0x0][0x28],10 [0x0][0x30],11 [0x0][0x38],12 [0x0][0x40],13 [0x0][0x48],14 [0x0][0x50],15 [0x0][0x58],16 [0x0][0x60],17 [0x0][0x68],18 [0x0][0x70],19 [0x0][0x78],20 [0x0][0x80],21 [0x0][0x88],22 [0x0][0x90],23 [0x0][0x98],24 [0x0][0xa0],25 [0x0][0xa8],26 [0x0][0xb0],27 [0x0][0xb8],28 [0x0][0xc0],29 [0x0][0xc8],30 [0x0][0xd0],31 [0x0][0xd8],32 [0x0][0xe0],33 [0x0][0xe8],34 [0x0][0xf0],35 [0x0][0xf8],36 [0x0][0x100],37 [0x0][0x108],38 [0x0][0x110],39 [0x0][0x118],40 [0x0][0x120],41 [0x0][0x128],42 [0x0][0x130],43 [0x0][0x138],44 [0x0][0x140],45 [0x0][0x148],46 [0x0][0x150],47 [0x0][0x158],48 [0x0][0x160],49 [0x0][0x168],50 [0x0][0x170],51 [0x0][0x178],52 [0x0][0x180],53 [0x0][0x188],54 [0x0][0x190],55 [0x0][0x198],56 [0x0][0x1a0],57 [0x0][0x1a8],58 [0x0][0x1b0],59 [0x0][0x1b8],60 [0x0][0x1c0],61 [0x0][0x1c8],62 [0x0][0x1d0],63 [0x0][0x1d8],64 [0x0][0x1e0],65 [0x0][0x1e8],66 [0x0][0x1f0],67 [0x0][0x1f8],68 [0x0][0x200],69 [0x0][0x208],70 [0x0][0x210],71 [0x0][0x218],72 [0x0][0x220],73 [0x0][0x228],74 [0x0][0x230],75 [0x0][0x238],76 [0x0][0x240],77 [0x0][0x248],78 [0x0][0x250],79 [0x0][0x258],80 [0x0][0x260],81 [0x0][0x268],82 [0x0][0x270],83 [0x0][0x278],84 [0x0][0x280],85 [0x0][0x288],86 [0x0][0x290],87 [0x0][0x298],88 [0x0][0x2a0],89 [0x0][0x2a8],90 [0x0][0x2b0],91 [0x0][0x2b8],92 [0x0][0x2c0],93 [0x0][0x2c8],94 [0x0][0x2d0],95 [0x0][0x2d8],96 [0x0][0x2e0],97 [0x0][0x2e8],98 [0x0][0x2f0],99 [0x0][0x2f8],100 [0x0][0x300],101 [0x0][0x308],102 [0x0][0x310],103 [0x0][0x318],104 [0x7][0x4],105 [0x7][0xc],106 [0x7][0x14],107 [0x7][0x1c],108 [0x7][0x24],109 [0x7][0x2c],110 [0x7][0x34],111 [0x7][0x3c],112 [0x7][0x44],113 [0x7][0x4c],114 [0x7][0x54],115 [0x7][0x5c],116 [0x7][0x64],117 [0x7][0x6c],118 [0x7][0x74],119 [0x7][0x7c],120 [0x7][0x84],121 [0x7][0x8c],122 [0x7][0x94],123 [0x7][0x9c],124 [0x7][0xa4],125 [0x7][0xac],126 [0x7][0xb4],127 [0x7][0xbc],128 [0x7][0xc4],129 [0x7][0xcc],130 [0x7][0xd4],131 [0x7][0xdc],132 [0x7][0xe4],133 [0x7][0xec],134 [0x7][0xf4],135 [0x7][0xfc],136 [0x7][0x104],137 [0x7][0x10c],138 [0x7][0x114],139 [0x7][0x11c],140 [0x7][0x124],141 [0x7][0x12c],142 [0x7][0x134],143 [0x7][0x13c],144 [0x7][0x144],145 [0x7][0x14c],146 [0x7][0x154],147 [0x7][0x15c],148 [0x7][0x164],149 [0x7][0x16c],150 [0x7][0x174],151 [0x7][0x17c],152 [0x7][0x184],153 [0x7][0x18c],154 [0x7][0x194],155 [0x7][0x19c],156 [0x7][0x1a4],157 [0x7][0x1ac],158 [0x7][0x1b4],159 [0x7][0x1bc],160 [0x7][0x1c4],161 [0x7][0x1cc],162 [0x7][0x1d4],163 [0x7][0x1dc],164 [0x7][0x1e4],165 [0x7][0x1ec],166 [0x7][0x1f4],167 [0x7][0x1fc],168 [0x7][0x204],169 [0x7][0x20c],170 [0x7][0x214],171 [0x7][0x21c],172 [0x7][0x224],173 [0x7][0x22c],174 [0x7][0x234],175 [0x7][0x23c],176 [0x7][0x244],177 [0x7][0x24c],178 [0x7][0x254],179 [0x7][0x25c],180 [0x7][0x264],181 [0x7][0x26c],182 [0x7][0x274],183 [0x7][0x27c],184 [0x7][0x284],185 [0x7][0x28c],186 [0x7][0x294],187 [0x7][0x29c],188 [0x7][0x2a4],189 [0x7][0x2ac],190 [0x7][0x2b4],191 [0x7][0x2bc],192 [0x7][0x2c4],193 [0x7][0x2cc],194 [0x7][0x2d4],195 [0x7][0x2dc],196 [0x7][0x2e4],197 [0x7][0x2ec],198 [0x7][0x2f4],199 [0x7][0x2fc],200 [0x7][0x304],201 [0x7][0x30c],202 [0x7][0x314],203 [0x7][0x31c]
91,65680,1,30,19,"INIT_POP_YEL_01","INIT_POP_YEL_02","INIT_POP_YEL_03","INIT_POP_YEL_04","INIT_POP_YEL_05","INIT_POP_YEL_06","INIT_POP_YEL_07","INIT_POP_YEL_08","INIT_POP_YEL_09","INIT_POP_YEL_10","INIT_POP_ADV_01","INIT_POP_ADV_02","INIT_POP_ADV_03","INIT_POP_ADV_04","INIT_POP_ADV_05","INIT_POP_ADV_06","INIT_POP_ADV_07","INIT_POP_ADV_08","INIT_POP_ADV_09","INIT_POP_ADV_10","INIT_POP_ADV_11","INIT_POP_ADV_12","INIT_POP_ADV_13","INIT_POP_ADV_14","INIT_POP_TAR_01","INIT_POP_TAR_02","INIT_POP_TAR_03","INIT_ENPC_GIL_01","INIT_ENPC_SLV_01","INIT_ENPC_SLV_02","INIT_ENPC_SLV_03","INIT_ENPC_SLV_04","INIT_ENPC_SLV_05","INIT_ENPC_SLV_06","INIT_POP_EOBJ_01","INIT_POP_EOBJ_02","INIT_POP_EOBJ_03","INIT_POP_EOBJ_04","INIT_POP_EOBJ_05","INIT_POP_EOBJ_06","BNPC_001","BNPC_002","BNPC_003","BNPC_004","INIT_P_POP_GIL_01","INIT_POP_TAR_ADD_01","INIT_POP_TAR_ADD_02","QIB_YELL_03","QIB_YELL_04","QIB_YELL_05","QIB_YELL_07","QIB_YELL_08","QIB_YELL_09","EVENT_ACTION_01","POP_RANGE_GUILD_MASTER_MOVE","BGM_LASTHALF","BEHAVIOR_CLAMOR","BEHAVIOR_CLAMOR_A","BEHAVIOR_CLAMOR_B","LCUT_ACTOR0","LCUT_ACTOR1","LCUT_ACTOR2","LCUT_POS0","LCUT_POS1","LCUT_POS2","LCUT_ACTION0","BEHAVIOR_CLAMOR_C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5041137,5041138,5041139,5041140,5041141,5041142,5041143,5041144,5041145,5041146,5041156,5041160,5041168,5041169,5041171,5041172,5041173,5041174,5041175,5041176,5041177,5041180,5041182,5041183,5041184,5041185,5041186,5040879,5040881,5040882,5040883,5040885,5040888,5040890,5041583,5041584,5041585,5041586,5041588,5041589,3399,3400,3401,3402,5041694,5041695,5041696,2322,2323,2324,2326,2333,2334,16,5048506,39,30469,30490,30491,1010200,1010224,1010225,5110371,5110372,5106386,918,30487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,65681,1,30,19,"INIT_POP_1ST_BOSS_01","INIT_POP_1ST_CNJ_01","INIT_POP_1ST_LNC_01","INIT_POP_2ST_LNC_01","INIT_POP_2ST_LNC_02","INIT_POP_2ST_DODO_01","INIT_POP_2ST_DODO_02","INIT_POP_2ST_DODO_03","INIT_POP_2ST_DODO_04","INIT_POP_3ST_LNC_01","INIT_POP_3ST_LNC_02","INIT_POP_3ST_DODO_01","INIT_POP_3ST_DODO_02","INIT_POP_3ST_DODO_03","INIT_POP_3ST_DODO_04","INIT_POP_4ST_LNC_01","INIT_POP_4ST_DODO_01","INIT_POP_4ST_DODO_02","INIT_POP_5ST_LNC_01","INIT_POP_5ST_LNC_02","INIT_POP_5ST_DODO_01","INIT_POP_5ST_DODO_02","INIT_POP_5ST_DODO_03","INIT_POP_5ST_DODO_04","INIT_P_POP_1ST_JACKE_01","BNPC_PERIMU","BNPC_VKEBBE","BEHAVIOR_LOOK_AROUND","LCUT_ACTOR0","LCUT_ACTOR1","LCUT_ACTOR2","LCUT_ACTOR3","LCUT_ACTOR4","LCUT_ACTOR5","LCUT_ACTOR6","LCUT_POS0","LCUT_POS1","LCUT_POS2","LCUT_POS3","LCUT_ACTION0","LCUT_ACTION1","LCUT_BGM1","LCUT_BGM2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5039764,5039765,5039766,5039758,5039759,5039760,5039761,5039762,5039763,5039767,5039768,5039769,5039770,5039773,5039776,5039787,5039788,5039789,5039792,5039793,5039794,5039795,5071259,5071260,5039796,5039790,5039791,30470,1010200,1010231,1010232,1010233,1010234,1010235,1010236,5351202,5110374,5122283,5351312,983,985,78,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,65682,1,30,24,"INIT_POP_1ST_01","INIT_POP_1ST_02","INIT_POP_1ST_03","INIT_POP_1ST_04","INIT_POP_1ST_05","INIT_POP_1ST_06","INIT_POP_1ST_07","INIT_POP_1ST_08","INIT_POP_2ST_01","INIT_POP_3ST_01","INIT_POP_3ST_02","INIT_P_POP_1ST_01","INIT_P_POP_1ST_02","INIT_NPC_MOVE_POINT_01","INIT_NPC_MOVE_POINT_02","STATUS_PARM_HIDDEN_FOR_BNPC","STATUS_PARM_HIDDEN_FOR_PLAYER","DEF_ACTION_TP_DAMAGE","LCUT_ACTOR0","LCUT_ACTOR1","LCUT_ACTOR2","LCUT_ACTOR3","LCUT_ACTOR4","LCUT_POS0","LCUT_POS1","LCUT_POS2","LCUT_ACTION0","LCUT_FACE0","LCUT_FACE1","LCUT_BGM1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5042744,5045543,5045551,5045556,5045558,5045559,5045561,5045562,5045696,5045697,5045705,5042741,5042742,5046389,5046388,1197,1240,3114,1010200,1010202,1010246,1010247,1010248,5110379,5110381,5110382,979,617,608,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,65684,1,30,29,"INIT_POP_1TEAM_DOL_01","INIT_POP_1TEAM_PGL_01","INIT_POP_1TEAM_PGL_02","INIT_POP_2TEAM_DOL_01","INIT_POP_2TEAM_PGL_01","INIT_POP_2TEAM_PGL_02","INIT_POP_3TEAM_BOS_01","INIT_POP_3TEAM_DOL_01","INIT_POP_4TEAM_PGL_01","INIT_POP_4TEAM_BOS_01","INIT_POP_4TEAM_DOL_01","INIT_P_POP_3TEAM_MAS_01","QIB_YELL_01","ER_RECT_01","ER_RECT_02","ER_RECT_03","INIT_ENPC_MERCHANT","LCUT_ACTOR0","LCUT_ACTOR1","LCUT_ACTOR2","LCUT_ACTOR3","LCUT_ACTOR4","LCUT_ACTOR5","LCUT_ACTOR6","LCUT_ACTOR7","LCUT_ACTOR8","LCUT_POS0","LCUT_POS1","LCUT_POS2","LCUT_POS3","LCUT_POS4","LCUT_POS5","LCUT_POS6","LCUT_ACTION0","LCUT_ACTION1","LCUT_FACE0","LCUT_BGM1","LCUT_BGM2","STATUS_PARM_HIDDEN_FOR_BNPC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5047099,5047100,5047101,5047777,5047778,5047779,5047780,5047781,5047783,5047784,5047785,5047794,2342,5105432,5105644,5106084,5053598,1010200,1010202,1010256,1010257,1010258,1010259,1010260,1010532,1010204,5109470,5110383,5047099,5047100,5047101,5053597,5053598,1014,808,607,78,86,1197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,65691,1,30,34,"INIT_POP_1TEAM_EXC_01","INIT_POP_1TEAM_EXC_02","INIT_POP_1TEAM_EXC_03","INIT_POP_1TEAM_CNJ_01","INIT_POP_1TEAM_ARC_01","INIT_POP_1TEAM_ARC_02","INIT_POP_1TEAM_ARC_03","INIT_POP_2TEAM_EXC_01","INIT_POP_2TEAM_EXC_02","INIT_POP_2TEAM_EXC_03","INIT_POP_2TEAM_CNJ_01","INIT_POP_2TEAM_ARC_01","INIT_POP_2TEAM_ARC_02","INIT_POP_2TEAM_ARC_03","INIT_POP_3TEAM_BOS_01","INIT_POP_3TEAM_GLA_01","INIT_POP_3TEAM_GLA_02","INIT_POP_3TEAM_GLA_03","INIT_POP_EX_DEV_01","INIT_POP_EX_DEV_02","INIT_POP_EX_DEV_03","INIT_POP_EX_GAR_01","INIT_POP_EX_GAR_02","INIT_POP_EX_GAR_03","INIT_POP_NOTAR_01","INIT_P_POP_NOTAR_01","INIT_POP_NOTAR_02","INIT_P_POP_NOTAR_02","INIT_POP_NOTAR_03","INIT_P_POP_NOTAR_03","INIT_POP_ACTOR_EXPLOSION","INIT_P_POP_1ST_JACKE_01","INIT_P_POP_1ST_PERIMU_01","INIT_P_POP_1ST_VKEBBE_01","INIT_NPC_MOVE_JACKE_01","INIT_NPC_MOVE_PERIMU_01","INIT_NPC_MOVE_VKEBBE_01","DEVICE_BNPC_BASE_TYPE","LOGMESSAGE_QIB_EXPLOSION_90","LOGMESSAGE_QIB_EXPLOSION_60","LOGMESSAGE_QIB_EXPLOSION_30","LOGMESSAGE_QIB_EXPLOSION_20","LOGMESSAGE_QIB_EXPLOSION_10","LOGMESSAGE_QIB_EXPLOSION_5","DEF_ACTION_EXPLOSION","EOBJ_QIB_1","EOBJ_QIB_2","ER_RECT_01","QIB_YELL_01","QIB_YELL_02","QIB_YELL_03","CUT_SCENE_01","CUT_SCENE_02","DEF_ACTION_EXPLOSION_TRIGGER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5072084,5072086,5072087,5072088,5072089,5072090,5072091,5072110,5072111,5072112,5072114,5072115,5072117,5072119,5072145,5072146,5072147,5072148,5072762,5072763,5072764,5072766,5072768,5072765,5072780,5072782,5072784,5072783,5072785,5072786,5110373,5073620,5073621,5073622,5073744,5073745,5073746,3470,3246,3247,3248,3249,3250,3251,3201,5071851,5071920,5110387,2343,2344,2345,688,689,3269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,65749,1,30,34,"INIT_ENPC_01","INIT_ENPC_02","INIT_POP_OBORO_01","INIT_POP_ONIBI_1_01","INIT_POP_ONIBI_1_02","INIT_POP_ONIBI_1_03","INIT_POP_ONIBI_1_04","INIT_POP_ONIBI_1_05","INIT_POP_ONIBI_1_06","INIT_POP_TOAD_01","INIT_POP_ONIBI_2_01","INIT_POP_ONIBI_2_02","INIT_POP_ONIBI_2_03","INIT_POP_ONIBI_2_04","INIT_POP_ONIBI_2_05","INIT_POP_ONIBI_2_06","INIT_POP_ONIBI_3_01","INIT_POP_ONIBI_3_02","INIT_POP_ONIBI_3_03","PC_ACTION_FUUMA","QIB_YELL_01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5032993,5032994,5032995,5032996,5032997,5032998,5032999,5033000,5033001,5033011,5033002,5033003,5033004,5033005,5033006,5033007,5033008,5033009,5033010,2265,2346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,65751,1,30,39,"INIT_POP_OBORO_01","INIT_POP_KARASU_1_01","INIT_POP_GENIN_2_01","INIT_POP_GENIN_2_02","INIT_POP_GENIN_2_03","INIT_POP_GENIN_2_04","INIT_POP_GENIN_2_05","INIT_POP_GENIN_2_06","INIT_POP_GENIN_3_01","INIT_POP_GENIN_3_02","INIT_POP_GENIN_3_03","INIT_POP_GENIN_3_04","INIT_POP_GENIN_3_05","INIT_POP_GENIN_3_06","INIT_POP_GENIN_3_07","INIT_POP_GENIN_3_08","INIT_POP_GENIN_3_09","INIT_POP_CHUNIN_4_01","POP_RANGE_DEPOP","EOBJ_MAKIBISHI","STATUS_MAKIBISHI_DAMAGE","DEF_ACTION_MAKIBISHI","LOC_ACTOR0","LOC_ACTOR1","LOC_POS_ACTOR0","LOC_MOTION0","LOC_MOTION1","LOC_MOTION2","LOC_BGM0","LOC_BGM1","BNPC_SHUKUCHI_TARGET_01","BNPC_SHUKUCHI_TARGET_02","BNPC_SHUKUCHI_TARGET_03","BNPC_SHUKUCHI_TARGET_04","BNPC_SHUKUCHI_TARGET_05","BNPC_SHUKUCHI_TARGET_06","BNPC_SHUKUCHI_TARGET_07","BNPC_SHUKUCHI_TARGET_08","BNPC_SHUKUCHI_TARGET_09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5045544,5045545,5045560,5045689,5045690,5045693,5045694,5045695,5045698,5045699,5045700,5045702,5045703,5045704,5045706,5045707,5045708,5045717,5045776,5143397,1221,3196,1010597,1010560,5375030,1063,617,1059,80,78,5045761,5142531,5142532,5142533,5142534,5142535,5142536,5142537,5142538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,65753,1,30,44,"BNPC_P1_GENIN_01","BNPC_P1_GENIN_02","BNPC_P1_GENIN_03","BNPC_P1_GENIN_04","BNPC_P1_GENIN_05","BNPC_P1_GENIN_06","BNPC_P1_GENIN_07","BNPC_P1_KOUMORI_01","BNPC_P1_KOUMORI_02","BNPC_P1_CHUNIN_01","BNPC_P1_CHUNIN_02","BNPC_P1_KARASU_01","BNPC_P2_OBORO_01","BNPC_P2_TSUBAME_01","ER_P2_START_RECT","BNPC_P3_CHUNIN_04","BNPC_P3_CHUNIN_05","PR_P3_MOVE_TARGET_KARASU_01","BNPC_P4_CHUNIN_06","BNPC_P4_CHUNIN_07","BNPC_P4_CHUNIN_08","PR_P4_MOVE_TARGET_KARASU_01","YELL_P2_KARASU_01","BGM_LASTHALF","EOBJ_MAKIBISHI","STATUS_MAKIBISHI_DAMAGE","DEF_ACTION_MAKIBISHI","LOC_ENPC_CHUNIN_01","LOC_ENPC_KARASU_01","LOC_ENPC_OBORO_01","LOC_ENPC_TSUBAME_01","LOC_ENPC_GENIN_01","LOC_ENPC_GENIN_02","LOC_MARKER_01","LOC_MARKER_02","LOC_ENPC_GEKKAI_01","LOC_MOTION0","LOC_BGM0","LOC_ENPC_KOUMORI_01","STATUS_STEALTH","LOC_ENPC_OBORO_02","LOC_ENPC_TSUBAME_02","BNPC_P1_KOUMORI_03","BNPC_P1_GENIN_08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5126277,5126278,5126282,5126283,5126286,5126289,5126291,5126325,5126327,5126369,5126370,5126373,5126473,5126474,5126241,5126481,5126482,5126526,5127359,5127360,5127361,5127368,2353,117,5326559,1221,3196,1010697,1010560,1010597,1010764,1010700,1010701,5375029,5372783,1010559,1056,130,1010561,1198,1010713,1010598,5405169,5405171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,65769,1,30,49,"INIT_POP_OBORO_01","INIT_POP_KARASU_1_01","INIT_POP_CHUNIN_1_01","INIT_POP_CHUNIN_1_02","INIT_POP_CHUNIN_1_03","INIT_POP_RANDOM_POP_2_01","INIT_POP_BAT_2_01","INIT_POP_RANDOM_POP_3_01","INIT_POP_BAT_3_01","INIT_POP_RANDOM_POP_3_02","INIT_POP_BAT_3_02","EOBJ_MAKIBISHI","STATUS_MAKIBISHI_DAMAGE","DEF_ACTION_MAKIBISHI","LOC_ACTOR0","LOC_ACTOR1","LOC_ACTOR2","LOC_POS_ACTOR0","CUT_SCENE_00","LOC_MOTION0","LOC_BGM0","M_BAT_POP_INTERVAL_1","M_BAT_POP_INTERVAL_2","M_BAT_POP_INTERVAL_3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5143462,5143463,5143464,5143473,5143474,5143520,5143522,5143525,5143526,5143529,5143530,5327263,1221,3196,1010598,1010597,1010560,5375031,691,936,114,12,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,65770,1,30,50,"BNPC_GEKKAI","BNPC_GEKKAI_BUNSHIN_01","BNPC_GEKKAI_BUNSHIN_02","BNPC_GEKKAI_BUNSHIN_03","BNPC_ZAKO_01","BNPC_ZAKO_02","BNPC_OBORO","BNPC_TSUBAME","BNPC_TOUMEI_RAITON_FOR_PLAYER_01","BNPC_TOUMEI_RAITON_FOR_PLAYER_02","BNPC_TOUMEI_RAITON_FOR_PLAYER_03","BNPC_TOUMEI_RAITON_FOR_FIXED_POINT","BNPC_RAITON_TARGET_01","BNPC_RAITON_TARGET_02","BNPC_RAITON_TARGET_03","BNPC_RAITON_TARGET_04","BNPC_RAITON_TARGET_05","BNPC_RAITON_TARGET_06","BNPC_RAITON_TARGET_07","BNPC_RAITON_TARGET_08","BNPC_RAITON_TARGET_09","BNPC_RAITON_TARGET_10","DEF_ACTION_RAITON_GT","DEF_ACTION_BUNSHIN","STATUS_FIRE_DOT","DEF_ACTION_KATON_GT","QIB_YELL_01","QIB_YELL_02","QIB_YELL_03","QIB_YELL_04","CUT_SCENE_00","CUT_SCENE_01","BNPC_SHUKUCHI_TARGET","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5032404,5112962,5112979,5112980,5112969,5112977,5112967,5112968,5112965,5114065,5114066,5112964,5113180,5113181,5113182,5113183,5113184,5113185,5113186,5118217,5118218,5118221,3203,3206,267,3205,2347,2348,2349,2350,692,693,5420138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,65624,1,30,50,"INIT_POP_ENEMY_ROAILLE","INIT_POP_ENEMY_CENTURION","INIT_POP_ENEMY_01_03","INIT_POP_ENEMY_01_04","INIT_POP_ENEMY_01_05","INIT_POP_ENEMY_01_06","INIT_POP_ENEMY_01_07","INIT_POP_ENEMY_01_08","INIT_POP_ENEMY_CLAW_01","INIT_POP_ENEMY_CLAW_02","INIT_POP_ENEMY_02_03","INIT_POP_ENEMY_02_04","INIT_POP_ENEMY_02_05","INIT_POP_ENEMY_02_06","INIT_POP_ENEMY_02_07","INIT_POP_ENEMY_02_08","INIT_POP_ENEMY_IRON_GIANT","INIT_POP_ENEMY_CONJURER","INIT_POP_ENEMY_03_03","INIT_POP_ENEMY_03_04","INIT_POP_ENEMY_03_05","INIT_POP_ENEMY_03_06","INIT_POP_ENEMY_04_01","INIT_POP_ENEMY_04_02","INIT_POP_ENEMY_04_03","INIT_POP_ENEMY_04_04","INIT_POP_ENEMY_MACHINE_01","INIT_POP_ENEMY_MACHINE_02","INIT_POP_ENEMY_MACHINE_03","INIT_POP_ENEMY_05_04","INIT_POP_ENEMY_05_05","INIT_POP_ENEMY_05_06","INIT_POP_ENEMY_05_07","INIT_POP_COMPANION_ILBERD","INIT_POP_COMPANION_YUYUHASE","INIT_POP_COMPANION_CRYSTAL_BRAVE_LAN","INIT_POP_COMPANION_CRYSTAL_BRAVE_ARC","INIT_POP_COMPANION_CRYSTAL_BRAVE_CON","INIT_POP_COMPANION_FUMETSU_GLA","INIT_POP_COMPANION_FUMETSU_PGL","INIT_POP_COMPANION_FUMETSU_THA","INIT_POP_COMPANION_YUGIRI","INIT_POP_COMPANION_DOMA_01","INIT_POP_COMPANION_DOMA_02","QIB_YELL_01","QIB_YELL_02","QIB_YELL_03","QIB_YELL_04","QIB_YELL_05","QIB_YELL_06","LOC_ACTOR0","LOC_ACTOR1","LOC_ACTOR2","LOC_ACTOR3","LOC_ACTOR4","LOC_ACTOR5","LOC_ACTOR6","LOC_ACTOR7","LOC_ACTOR10","LOC_ACTOR11","LOC_ACTOR12","LOC_ACTOR13","LOC_ACTOR14","LOC_ACTOR15","LOC_ACTOR16","LOC_POS_ACTOR0","LOC_POS_ACTOR1","LOC_POS_ACTOR2","ACTION_TIMELINE_EVENT_BASE_STAND_POSE4","ACTION_TIMELINE_EVENT_BASE_KNEE_SEACH","ACTION_TIMELINE_BATTLE_CORPSE","ACTION_TIMELINE_EVENT_BASE_GUARD_STAND","ACTION_TIMELINE_FACIAL_SPEWING","ACTION_TIMELINE_EVENT_BASE_BIND_GROUND_SIT","ACTION_TIMELINE_EVENT_BASE_KNEE_SUFFERING","ACTION_TIMELINE_EVENT_SALUTE_CRY","LOC_BGM0","LOC_BGM1","QIB_CHANNELING","DEF_ACTION_SEISHINHA","STATUS_PARAM_REGEN","DEF_ACTION_JUBAKU","EOBJ_JUBAKU","STATUS_PARAM_PARALYSIS","STATUS_DEATH_CLAW","STATUS_PARAM_DEATH_CLAW","LOC_ACTOR90","LOC_ACTOR91","LOC_ACTOR92","LOC_ACTOR93","LOC_ACTOR94","LOC_BGM2","DEF_ACTION_IRONCLAW","","","","","","","",5068285,5068286,5068287,5068288,5068290,5068291,5068292,5068293,5069486,5069487,5069490,5069491,5069492,5069493,5069494,5069495,5069501,5069503,5069505,5069506,5069507,5069508,5069512,5069513,5069514,5069515,5069521,5069522,5069523,5069524,5069525,5069526,5069527,5068294,5068295,5068296,5068297,5068298,5068299,5068300,5068301,5069516,5069517,5069518,2340,2341,2358,2359,2360,2361,1008191,1010582,1010589,1010590,1010545,1010547,1010591,1010592,1008191,1010546,1008181,1010582,1010593,1010594,1010595,5155969,5155974,5155976,1055,1014,73,808,617,979,936,1045,1,84,4,3197,859,3207,5346846,1230,609,1039,5357438,5357450,5357449,5357447,5357446,223,3086,0,0,0,0,0,0,0
