Index,0 [0x3][0x26],1 [0x19][0x27],2 [0x1a][0x27],3 [0x1b][0x27],4 [0x5][0x0],5 [0x5][0x2],6 [0x5][0x4],7 [0x5][0x6],8 [0x5][0x8],9 [0x5][0xa],10 [0x5][0xc],11 [0x5][0xe],12 [0x5][0x10],13 [0x5][0x12],14 [0x5][0x14],15 [0x5][0x16],16 [0x5][0x18],17 [0x5][0x1a],18 [0x5][0x1c],19 [0x5][0x1e],20 [0x5][0x20],21 [0x5][0x22],22 [0x5][0x24]
275,0,true,true,false,853,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,0,true,true,false,853,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,0,true,true,false,853,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,0,true,true,false,853,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,0,true,true,false,853,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,0,true,true,false,853,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,0,true,true,false,853,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,0,true,true,false,853,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,0,true,true,false,853,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,0,true,true,false,853,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,0,true,true,false,853,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,0,true,true,false,853,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,0,true,true,false,853,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,0,true,true,false,853,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,0,true,true,false,853,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,0,true,true,false,853,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,0,true,true,false,853,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,0,true,true,false,853,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,0,true,true,false,853,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,0,true,true,false,853,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,0,true,true,false,853,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,0,true,true,false,853,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,0,true,true,false,853,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,0,true,true,false,853,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,true,true,false,853,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,0,true,true,false,853,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,0,true,true,false,853,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,0,true,true,false,853,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,0,true,true,false,853,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,0,true,true,false,853,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,0,true,true,false,853,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,0,true,true,false,853,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,0,true,true,false,853,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,0,true,true,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,0,true,true,false,851,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
310,0,true,true,false,1013,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,0,true,true,false,1013,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,0,true,true,false,1013,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,0,true,true,false,1013,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,0,true,true,false,1013,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,0,true,true,false,1013,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,0,true,true,false,1013,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,0,true,true,false,1013,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,0,true,true,false,1013,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,0,true,true,false,1013,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,0,true,true,false,1013,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,0,true,true,false,1013,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,0,true,true,false,1013,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,0,true,true,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,0,true,true,false,1322,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,0,true,true,false,1322,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,0,true,true,false,1322,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,0,true,true,false,1322,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,0,true,true,false,1322,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,0,true,true,false,1322,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,0,true,true,false,1322,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,0,true,true,false,1326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,0,true,true,false,1326,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,0,true,true,false,846,49,280,15,0,0,0,0,0,0,49,280,15,0,0,0,0,0,0
334,0,true,true,false,846,49,281,15,0,0,0,0,0,0,49,281,15,0,0,0,0,0,0
335,0,true,true,false,846,49,282,15,0,0,0,0,0,0,49,282,15,0,0,0,0,0,0
336,0,true,true,false,846,49,283,15,0,0,0,0,0,0,49,283,15,0,0,0,0,0,0
337,0,true,true,false,846,49,284,15,0,0,0,0,0,0,49,284,15,0,0,0,0,0,0
338,0,true,true,false,846,49,285,15,0,0,0,0,0,0,49,285,15,0,0,0,0,0,0
339,0,true,true,false,846,49,286,15,0,0,0,0,0,0,49,286,15,0,0,0,0,0,0
340,0,true,true,false,846,49,287,15,0,0,0,0,0,0,49,287,15,0,0,0,0,0,0
341,0,true,true,false,844,48,288,1800,0,0,0,0,0,0,48,288,1800,0,0,0,0,0,0
342,0,true,true,false,844,48,289,1800,0,0,0,0,0,0,48,289,1800,0,0,0,0,0,0
343,0,true,true,false,844,48,290,1800,0,0,0,0,0,0,48,290,1800,0,0,0,0,0,0
344,0,true,true,false,844,48,291,1800,0,0,0,0,0,0,48,291,1800,0,0,0,0,0,0
345,0,true,true,false,844,48,292,1800,0,0,0,0,0,0,48,292,1800,0,0,0,0,0,0
346,0,true,true,false,844,48,293,1800,0,0,0,0,0,0,48,293,1800,0,0,0,0,0,0
347,0,true,true,false,844,48,294,1800,0,0,0,0,0,0,48,294,1800,0,0,0,0,0,0
348,0,true,true,false,844,48,295,1800,0,0,0,0,0,0,48,295,1800,0,0,0,0,0,0
349,0,true,true,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,0,true,true,false,1013,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,0,true,true,false,1322,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,0,true,true,false,1322,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,0,true,true,false,1322,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,0,true,true,false,1322,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,0,true,true,false,1322,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,0,true,true,false,853,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,0,true,true,false,853,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,0,true,true,false,853,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,0,true,true,false,853,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,0,true,true,false,853,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,0,true,true,false,853,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,0,true,true,false,852,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,0,true,true,false,852,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,0,true,true,false,1013,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,0,true,true,false,843,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,0,true,true,false,843,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,0,true,true,false,2120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,0,true,true,false,852,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,0,true,true,false,852,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,0,true,true,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,0,true,true,false,1769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,0,true,true,false,2136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,0,true,true,false,2136,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,0,true,true,false,2136,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,0,true,true,false,2136,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,0,true,true,false,2136,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,0,true,true,false,2136,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,0,true,true,false,2136,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,0,true,true,false,2136,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,0,true,true,false,2136,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,0,true,true,false,2136,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,0,true,true,false,2136,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,0,true,true,false,2136,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,0,true,true,false,2136,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,0,true,true,false,2136,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,0,true,true,false,2136,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,0,true,true,false,2136,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,0,true,true,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,0,true,true,false,846,49,296,10800,0,0,0,0,0,0,49,296,10800,0,0,0,0,0,0
390,0,true,true,false,846,49,297,10800,0,0,0,0,0,0,49,297,10800,0,0,0,0,0,0
391,0,true,true,false,844,48,144,1800,0,0,0,0,0,0,48,144,1800,0,0,0,0,0,0
392,0,true,true,false,844,48,123,1800,0,0,0,0,0,0,48,123,1800,0,0,0,0,0,0
393,0,true,true,false,844,48,157,1800,0,0,0,0,0,0,48,157,1800,0,0,0,0,0,0
394,0,true,true,false,844,48,76,1800,0,0,0,0,0,0,48,76,1800,0,0,0,0,0,0
395,0,true,true,false,845,48,83,1800,0,0,0,0,0,0,48,83,1800,0,0,0,0,0,0
396,0,true,true,false,844,48,93,1800,0,0,0,0,0,0,48,93,1800,0,0,0,0,0,0
397,0,true,true,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,0,true,true,false,1322,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0,true,true,false,1322,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,0,true,true,false,1322,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,0,true,true,false,1013,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,0,true,true,false,1013,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,0,true,true,false,1013,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,0,true,true,false,853,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,0,true,true,false,853,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,0,true,true,false,853,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,0,true,true,false,853,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,0,true,true,false,853,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,0,true,true,false,853,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,0,true,true,false,853,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,0,true,true,false,853,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,0,true,true,false,853,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,0,true,true,false,853,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,0,true,true,false,853,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,0,true,true,false,853,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,0,true,true,false,1322,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,0,true,true,false,1322,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,0,true,true,false,1322,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,0,true,true,false,1322,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,0,true,true,false,1322,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,0,true,true,false,1322,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,0,true,true,false,1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,0,true,true,false,2483,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,0,true,true,false,2483,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,0,true,true,false,2483,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,0,true,true,false,2483,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,0,true,true,false,2483,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,0,true,true,false,2483,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,0,true,true,false,2483,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,0,true,true,false,2633,96,5213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,0,true,true,false,2634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,0,true,true,false,1322,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,0,true,true,false,1322,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,0,true,true,false,1322,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,0,true,true,false,1322,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,0,true,true,false,1322,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,0,true,true,false,1322,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,0,true,true,false,853,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,0,true,true,false,853,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,0,true,true,false,853,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,0,true,true,false,853,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,0,true,true,false,853,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,0,true,true,false,853,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,0,true,true,false,853,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,0,true,true,false,853,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,0,true,true,false,853,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,0,true,true,false,853,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,0,true,true,false,853,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,0,true,true,false,853,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,0,true,true,false,853,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,0,true,true,false,853,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,0,true,true,false,853,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,0,true,true,false,853,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,0,true,true,false,853,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,0,true,true,false,853,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,0,true,true,false,1013,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,0,true,true,false,1013,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,0,true,true,false,2136,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,0,true,true,false,2136,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,0,true,true,false,2136,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,0,true,true,false,2136,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,0,true,true,false,2136,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,0,true,true,false,2136,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,0,true,true,false,2136,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,0,true,true,false,2645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,0,true,true,false,852,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,0,true,true,false,852,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,0,true,true,false,852,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,0,true,true,false,852,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,0,true,true,false,852,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,0,true,true,false,2894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,0,true,true,false,853,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,0,true,true,false,853,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,0,true,true,false,853,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,0,true,true,false,853,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,0,true,true,false,853,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,0,true,true,false,1013,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,0,true,true,false,853,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,0,true,true,false,853,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,0,true,true,false,853,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,0,true,true,false,853,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,0,true,true,false,853,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,0,true,true,false,853,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,0,true,true,false,853,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,0,true,true,false,1322,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,0,true,true,false,3237,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,0,true,true,false,3237,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,0,true,true,false,3237,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,0,true,true,false,3237,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,0,true,true,false,3237,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,0,true,true,false,3237,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,0,true,true,false,3237,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,0,true,true,false,3237,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,0,true,true,false,3240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,0,true,true,false,845,48,67,1800,0,0,0,0,0,0,48,67,1800,0,0,0,0,0,0
496,0,true,true,false,844,48,124,1800,0,0,0,0,0,0,48,124,1800,0,0,0,0,0,0
497,0,true,true,false,844,48,145,1800,0,0,0,0,0,0,48,145,1800,0,0,0,0,0,0
498,0,true,true,false,845,48,84,1800,0,0,0,0,0,0,48,84,1800,0,0,0,0,0,0
499,0,true,true,false,844,48,172,1800,0,0,0,0,0,0,48,172,1800,0,0,0,0,0,0
500,0,true,true,false,845,48,270,1800,0,0,0,0,0,0,48,270,1800,0,0,0,0,0,0
501,0,true,true,false,2136,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,0,true,true,false,2136,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,0,true,true,false,2136,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,0,true,true,false,2136,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,0,true,true,false,2136,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,0,true,true,false,2136,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,0,true,true,false,2136,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,0,true,true,false,2136,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,0,true,true,false,853,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,0,true,true,false,853,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,0,true,true,false,853,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,0,true,true,false,853,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,0,true,true,false,853,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,0,true,true,false,853,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,0,true,true,false,853,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,0,true,true,false,853,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,0,true,true,false,853,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,0,true,true,false,853,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,0,true,true,false,1322,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,0,true,true,false,1322,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,0,true,true,false,1322,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,0,true,true,false,1013,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,0,true,true,false,852,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,0,true,true,false,852,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,0,true,true,false,852,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,0,true,true,false,852,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,0,true,true,false,852,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,0,true,true,false,852,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,0,true,true,false,852,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,0,true,true,false,3292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,0,true,true,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,0,true,true,false,3357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,0,true,true,false,3357,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,0,true,true,false,3357,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,0,true,true,false,3357,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,0,true,true,false,3357,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,0,true,true,false,3357,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,0,true,true,false,3357,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,0,true,true,false,3357,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,0,true,true,false,3357,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,0,true,true,false,3357,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,0,true,true,false,3357,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,0,true,true,false,3357,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,0,true,true,false,3357,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,0,true,true,false,3357,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,0,true,true,false,3357,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,0,true,true,false,3357,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,0,true,true,false,3357,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,0,true,true,false,3357,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,0,true,true,false,3357,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,0,true,true,false,3357,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,0,true,true,false,3357,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,0,true,true,false,3357,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,0,true,true,false,3357,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,0,true,true,false,3357,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,0,true,true,false,3357,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
