Index,0 [0x9][0x0],1 [0x9][0x4],2 [0x9][0x8],3 [0x9][0xc],4 [0x9][0x10],5 [0x9][0x14],6 [0x9][0x18],7 [0x9][0x1c],8 [0x9][0x20],9 [0x9][0x24],10 [0x3][0x28],11 [0x19][0x2a],12 [0x3][0x29]
285,1.0,1.0,1.0,1.0,2.0,6.0,0.0,0.0,3.0,3.0,0,false,1
286,1.0,1.0,1.0,1.0,2.0,6.0,0.0,0.0,3.0,3.0,0,false,1
287,1.0,1.0,1.0,1.0,2.0,6.0,0.0,0.0,3.0,3.0,0,false,1
288,1.0,1.0,1.0,1.0,2.0,6.0,0.0,0.0,3.0,3.0,0,false,1
289,1.0,1.0,1.0,1.0,2.0,6.0,0.0,0.0,3.0,3.0,0,false,1
290,1.0,1.0,1.0,1.0,2.0,6.0,0.0,0.0,3.0,3.0,0,false,1
291,1.0,1.0,1.0,1.0,2.0,6.0,0.0,0.0,3.0,3.0,0,false,1
292,1.0,1.0,1.0,1.0,3.2,9.0,0.0,0.0,3.0,3.0,0,false,1
7001,0.44,0.48,0.3,1.0,2.0,6.0,1.2,1.2,0.01,3.0,1,true,1
7002,0.45,0.45,0.5,0.4,2.0,6.0,0.0,0.0,3.0,3.0,0,false,1
7003,1.7,2.7,1.4,1.0,2.0,6.0,1.1,1.1,0.01,3.0,1,true,1
7004,1.9,2.4,1.5,1.0,2.0,6.0,1.1,1.1,0.01,3.0,1,true,1
7005,1.2,1.8,1.4,1.0,2.0,6.0,1.1,1.1,0.01,3.0,1,true,1
7006,2.0,1.5,1.5,1.0,2.0,6.0,1.1,1.1,0.01,3.0,1,true,1
7101,1.0,1.0,0.6,0.6,2.0,6.0,1.5,1.5,0.01,3.0,1,true,1
8001,0.3,0.5,0.45,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8002,0.2,0.5,0.45,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8003,0.3,0.1,0.3,0.5,1.0,3.0,1.3,1.7,8.0,3.0,1,false,1
8004,0.4,0.5,0.45,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8005,0.3,0.5,0.4,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8006,0.3,0.5,0.45,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8007,0.3,0.5,0.35,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8008,0.3,0.5,0.35,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8009,0.1,0.5,0.2,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8010,0.3,0.5,0.2,0.5,1.0,3.0,0.9,1.3,8.0,3.0,1,false,1
8011,0.3,0.5,0.4,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8012,0.3,0.5,0.35,0.5,1.0,3.0,0.9,1.3,8.0,3.0,1,false,1
8013,0.3,0.5,0.4,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8014,0.3,0.5,0.45,0.5,1.0,3.0,1.3,1.7,8.0,3.0,1,false,1
8015,0.3,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8016,0.3,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8017,0.3,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8018,0.3,0.5,0.35,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8019,0.3,0.5,0.3,0.5,1.0,3.0,0.9,1.3,8.0,3.0,1,false,1
8020,0.3,0.5,0.45,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8021,0.3,0.5,0.45,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8022,0.3,0.5,0.35,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8023,0.3,0.5,0.3,0.5,1.0,3.0,0.2,0.6,1.0,1.0,1,false,1
8024,0.3,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8025,0.3,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8026,0.3,0.5,0.35,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8027,0.3,0.5,0.35,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8028,0.3,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8029,0.3,0.5,0.3,0.5,1.0,3.0,0.9,1.3,8.0,3.0,1,false,1
8030,0.3,0.5,0.35,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8031,0.3,0.5,0.35,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8032,0.3,0.5,0.4,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8033,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8034,0.3,0.5,0.45,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8035,0.3,0.5,0.4,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8036,0.3,0.5,0.45,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8037,0.3,0.5,0.45,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8038,0.3,0.5,0.35,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8039,0.3,0.5,0.35,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8040,0.3,0.5,0.35,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8041,0.2,0.5,0.45,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8042,0.3,0.5,0.45,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8043,0.3,0.5,0.3,0.5,1.0,3.0,0.9,1.3,8.0,3.0,1,false,1
8044,0.3,0.5,0.3,0.5,1.0,3.0,1.0,1.4,8.0,3.0,1,false,1
8045,0.3,0.5,0.3,0.5,1.0,3.0,0.9,1.3,8.0,3.0,1,false,1
8046,0.3,0.5,0.45,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8047,0.3,0.5,0.35,0.5,1.0,3.0,0.9,1.3,8.0,3.0,1,false,1
8048,0.3,0.5,0.4,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8049,0.3,0.5,0.4,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8050,0.2,0.5,0.45,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8051,0.3,0.5,0.45,0.5,1.0,3.0,0.9,1.3,8.0,3.0,1,false,1
8052,0.3,0.5,0.45,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8053,0.3,0.5,0.4,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8054,0.3,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8055,0.3,0.5,0.4,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8056,0.3,0.5,0.4,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8057,0.3,0.5,0.3,0.5,1.0,3.0,1.0,1.0,2.0,1.0,1,false,1
8058,0.3,0.5,0.4,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8059,0.3,0.5,0.4,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8060,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8061,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8062,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8063,0.2,0.5,0.45,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8064,0.3,0.5,0.45,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8065,0.3,0.5,0.45,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8066,0.3,0.5,0.45,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8067,0.3,0.5,0.45,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8068,0.3,0.5,0.35,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8069,0.3,0.5,0.35,0.5,1.0,3.0,0.9,1.3,8.0,3.0,1,false,1
8070,0.4,0.5,0.5,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8071,0.2,0.5,0.35,0.5,1.0,3.0,0.9,1.3,8.0,3.0,1,false,1
8072,0.3,0.5,0.4,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8073,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8074,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8075,0.3,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8076,0.3,0.5,0.35,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8077,0.3,0.5,0.45,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8078,0.1,0.5,0.25,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8079,0.3,0.5,0.45,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8080,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8081,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8082,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8083,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8084,0.3,0.5,0.4,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8085,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8086,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8087,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8088,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8089,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8090,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8091,0.2,0.5,0.3,0.5,1.0,3.0,0.5,0.8,1.0,1.0,1,false,1
8092,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8093,0.2,0.5,0.4,0.5,1.0,3.0,0.9,1.3,8.0,3.0,1,false,1
8094,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8095,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8096,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8097,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8098,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8099,0.2,0.5,0.3,0.5,1.0,3.0,1.3,1.3,8.0,3.0,1,false,1
8100,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8101,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8102,0.4,0.5,0.6,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8103,0.2,0.5,0.3,0.5,1.0,3.0,0.9,1.3,8.0,3.0,1,false,1
8104,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8105,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8106,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8107,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8108,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8109,0.2,0.5,0.15,0.5,1.0,3.0,0.9,1.3,8.0,3.0,1,false,1
8110,0.2,0.5,0.3,0.5,1.0,3.0,0.9,1.3,8.0,3.0,1,false,1
8111,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8112,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8113,0.2,0.5,0.3,0.5,1.0,3.0,0.1,0.1,1.0,1.0,1,false,1
8114,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8115,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8116,0.2,0.5,0.2,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8117,0.2,0.5,0.2,0.5,1.0,3.0,0.9,1.3,8.0,3.0,1,false,1
8118,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8119,0.2,0.5,0.3,0.5,1.0,3.0,0.9,1.3,8.0,3.0,1,false,1
8120,0.2,0.5,0.4,0.5,1.0,3.0,0.9,1.3,8.0,3.0,1,false,1
8121,0.2,0.5,0.5,0.5,1.0,3.0,1.3,1.7,8.0,3.0,1,false,1
8122,0.2,0.5,0.35,0.5,1.0,3.0,0.9,1.3,8.0,3.0,1,false,1
8123,2.0,0.5,3.0,0.5,1.0,3.0,0.2,0.3,1.0,1.0,1,false,1
8124,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8125,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8126,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8127,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8128,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8129,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8130,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8131,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8132,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8133,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8134,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8135,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8136,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8137,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8138,0.2,0.5,0.3,0.5,1.0,3.0,0.9,0.9,1.0,1.0,1,false,1
8139,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8140,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8141,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8142,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8143,0.2,0.5,0.3,0.5,1.0,3.0,0.0,0.0,3.0,3.0,0,false,1
8144,0.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,3.0,3.0,0,false,0
8145,0.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,3.0,3.0,0,false,0
8146,0.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,3.0,3.0,0,false,0
8147,0.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,3.0,3.0,0,false,0
8148,0.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,3.0,3.0,0,false,0
8149,0.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,3.0,3.0,0,false,0
8150,0.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,3.0,3.0,0,false,0
9001,1.0,1.0,1.0,1.0,2.0,5.0,0.0,0.0,3.0,3.0,0,false,1
9002,1.0,1.0,1.0,1.0,2.0,5.0,0.0,0.0,3.0,3.0,0,false,1
9003,1.0,1.0,1.0,1.0,2.0,5.0,0.0,0.0,3.0,3.0,0,false,1
9009,1.0,1.0,1.0,1.0,3.0,6.0,0.0,0.0,3.0,3.0,0,false,1
9993,1.0,1.0,1.0,1.0,2.0,7.0,0.0,0.0,3.0,3.0,0,false,1
9994,1.0,1.0,1.0,1.0,2.0,5.0,0.0,0.0,3.0,3.0,0,false,1
9995,1.0,1.0,1.0,1.0,2.0,5.0,0.0,0.0,3.0,3.0,0,true,1
9996,1.0,1.0,1.0,1.0,2.0,5.0,0.0,0.0,3.0,3.0,0,false,1
9997,1.1,2.4,1.6,2.0,3.2,8.0,0.0,0.0,3.0,3.0,0,false,1
9998,1.0,1.0,1.0,1.0,2.0,5.0,1.3,1.7,8.0,3.0,1,false,1
10001,1.1,2.4,1.6,2.0,3.2,9.0,0.0,0.0,3.0,3.0,0,false,1
10002,2.0,3.5,2.4,4.0,3.2,9.0,0.0,0.0,3.0,3.0,0,false,1
11001,1.0,2.0,1.5,1.5,2.5,5.5,0.0,0.0,3.0,3.0,0,false,1
11002,0.9,2.0,1.3,1.5,2.5,5.5,0.0,0.0,3.0,3.0,0,false,1
11003,0.6,1.0,0.8,0.8,2.5,5.5,0.0,0.0,3.0,3.0,0,false,1
11004,0.7,1.0,0.8,0.8,2.0,5.0,0.0,0.0,3.0,3.0,0,false,1
11005,0.5,0.9,0.7,0.7,2.0,5.0,0.7,1.1,8.0,3.0,1,true,1
11006,0.3,0.5,0.6,0.5,2.0,5.0,1.0,1.0,8.0,3.0,1,true,1
11007,1.0,1.5,1.2,1.3,2.0,5.0,0.0,0.0,3.0,3.0,0,false,1
11008,1.0,1.5,1.3,1.5,2.0,5.0,0.0,0.0,3.0,3.0,0,false,1
11009,1.9,3.4,2.4,2.5,2.0,5.0,0.0,0.0,3.0,3.0,1,false,2
11010,1.0,1.0,1.0,1.0,2.0,6.0,0.0,0.0,3.0,3.0,0,false,1
11011,1.0,1.0,1.0,1.0,2.0,6.0,0.0,0.0,3.0,3.0,0,false,1
11012,0.8,1.0,0.8,1.0,2.0,5.0,0.0,0.0,3.0,3.0,0,false,1
11013,0.3,1.0,0.6,1.0,2.0,5.0,0.0,0.0,3.0,3.0,0,false,1
11014,1.0,1.7,1.0,1.0,2.0,5.0,0.0,0.0,3.0,3.0,1,true,1
11015,0.5,1.5,1.0,1.0,2.0,5.0,0.0,0.0,3.0,3.0,0,false,1
11016,1.0,1.0,1.3,1.0,2.0,5.0,1.5,1.6,2.0,3.0,1,true,1
11017,1.0,1.0,1.4,2.0,2.0,5.0,0.0,0.0,3.0,3.0,0,false,1
11018,1.0,1.0,1.0,1.0,2.0,6.0,0.0,0.0,3.0,3.0,0,false,1
11019,1.0,1.0,1.0,1.0,2.0,6.0,0.0,0.0,3.0,3.0,0,false,1
11020,1.0,1.0,1.0,1.0,2.0,6.0,0.0,0.0,3.0,3.0,0,false,1
11021,3.0,4.0,1.0,1.0,2.0,6.0,0.0,0.0,3.0,3.0,0,false,2
11022,1.1,2.4,1.6,2.0,3.2,9.0,0.0,0.0,3.0,3.0,0,false,1
11023,1.0,1.0,1.0,1.0,2.0,6.0,0.0,0.0,3.0,3.0,0,false,1
11024,1.0,1.0,1.0,1.0,2.0,6.0,0.0,0.0,3.0,3.0,0,false,1
11025,1.0,1.0,1.0,1.0,2.0,6.0,0.0,0.0,3.0,3.0,0,false,1
20101,0.5,1.0,1.0,1.0,2.4,6.0,0.0,0.0,3.0,3.0,0,false,0
20104,0.5,1.0,0.5,0.5,1.3,6.0,0.0,0.0,3.0,3.0,0,false,0
20201,0.5,1.0,0.9,0.9,2.4,6.0,0.0,0.0,3.0,3.0,0,false,0
20204,0.5,1.0,0.5,0.5,1.3,6.0,0.0,0.0,3.0,3.0,0,false,0
20301,0.5,1.0,1.12,1.1,2.4,6.0,0.0,0.0,3.0,3.0,0,false,0
20401,0.5,1.0,1.05,1.0,2.4,6.0,0.0,0.0,3.0,3.0,0,false,0
20501,0.5,1.0,1.16,1.1,2.4,6.0,0.0,0.0,3.0,3.0,0,false,0
20504,0.5,1.0,0.5,0.5,1.3,6.0,0.0,0.0,3.0,3.0,0,false,0
20601,0.5,1.0,1.1,1.1,2.4,6.0,0.0,0.0,3.0,3.0,0,false,0
20604,0.5,1.0,0.5,0.5,1.3,6.0,0.0,0.0,3.0,3.0,0,false,0
20701,0.5,1.0,0.98,1.0,2.4,6.0,0.0,0.0,3.0,3.0,0,false,0
20801,0.5,1.0,0.93,0.9,2.4,6.0,0.0,0.0,3.0,3.0,0,false,0
20901,0.5,1.0,1.3,1.1,2.4,6.0,0.0,0.0,3.0,3.0,0,false,0
21001,0.5,1.0,1.2,1.1,2.4,6.0,0.0,0.0,3.0,3.0,0,false,0
21101,0.5,1.0,0.6,0.4,2.4,6.0,0.0,0.0,3.0,3.0,0,false,0
21201,0.5,1.0,0.6,0.4,2.4,6.0,0.0,0.0,3.0,3.0,0,false,0
21301,0.5,1.0,1.16,1.1,2.4,6.0,0.0,0.0,3.0,3.0,0,false,0
21401,0.5,1.0,0.9,0.8,2.4,6.0,0.0,0.0,3.0,3.0,0,false,0
29104,0.5,1.0,0.5,0.5,1.3,6.0,0.0,0.0,3.0,3.0,0,false,0
29204,0.5,1.0,0.5,0.5,1.3,6.0,0.0,0.0,3.0,3.0,0,false,0
