Index,0 [0x0][0x0],1 [0x2][0x14],2 [0x0][0x4],3 [0x2][0x15],4 [0x2][0x16],5 [0x2][0x17],6 [0x2][0x18],7 [0x2][0x19],8 [0x0][0x8],9 [0x0][0xc],10 [0x0][0x10],11 [0x6][0x58],12 [0x5][0x6c],13 [0x3][0x78],14 [0x3][0x79],15 [0x3][0x7a],16 [0x5][0x6e],17 [0x5][0x70],18 [0x9][0x28],19 [0x9][0x40],20 [0x9][0x2c],21 [0x9][0x44],22 [0x9][0x30],23 [0x9][0x48],24 [0x9][0x34],25 [0x9][0x4c],26 [0x9][0x38],27 [0x9][0x50],28 [0x9][0x3c],29 [0x9][0x54],30 [0x5][0x72],31 [0x0][0x1c],32 [0x0][0x20],33 [0x0][0x24],34 [0x3][0x7b],35 [0x3][0x7c],36 [0x19][0x83],37 [0x6][0x5c],38 [0x6][0x60],39 [0x6][0x64],40 [0x6][0x68],41 [0x2][0x82],42 [0x5][0x74],43 [0x3][0x7d],44 [0x3][0x7e],45 [0x3][0x7f],46 [0x3][0x80],47 [0x3][0x81],48 [0x5][0x76],49 [0x1a][0x83],50 [0x1b][0x83],51 [0x1c][0x83]
43,"Boreas",0,"Boreas",0,0,1,0,1,"Summon forth Boreas, the legendary steed favored of the primal Shiva. His breath is said to beget the winter's storms.","Legend states that the Lady of Frost, Shiva, birthed this magicked steed from a unicorn offered by her followers in sacrifice.","Nay is but a hoofbeat\naway from neigh!\n  - Uma Bugyo",818,2,0,45,15,0,0,1.0,0.9,1.05,1.0,0.6,0.6,0.9,0.85,1.1,1.1,1.08,0.82,264,"SE_Bt_Etc_UnicornWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_UnicornBye",20,10,true,0,1,0,0,29,4429,200,65,0,0,0,0,false,false,false
44,"parade chocobo",0,"parade chocobos",0,0,1,0,0,"Summon forth your parade chocobo who, by the looks of him, has not marched in many parades.","Originally purchased by the Adventurers' Guild for use in festival parades, this portly steed quickly wore out his welcome by devouring a moon's worth of fodder in a single turn of the sun. Unable to pay the price of upkeep, the guild\npassed the reigns to some-\none more “commendable.”"," I'll be at the parade with\nwhoever else I can drag along.\n  - Botulf",965,2,2,45,0,374,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,193,"SE_Bt_Etc_DebuCyokoboWhistle","SE_Bt_Etc_ChocoboWhistle_only","SE_Bt_Etc_DebuCyokoboBye",20,10,false,0,1,0,0,30,4430,2,100,0,0,0,0,false,false,false
45,"black chocobo",0,"black chocobos",0,0,1,0,0,"Summon de forth your black de chocobo. ","A purebred Ishgardian black chocobo, trained from birth by House Fortemps knight, Ser Haurchefant, and presented to you in a gesture of true friendship. The bird is slightly more muscular than you expected and exhibits the strange\nhabit of squatting\nwhen left to itself.","Black chocobos are all well and\ngood, but the true reward is the\nexoneration of your comrades.\n   - Haurchefant",966,2,1,45,15,374,0,1.0,0.9,1.05,1.0,0.6,0.6,0.9,0.85,1.1,1.1,1.08,0.82,62,"SE_Bt_Etc_ChocoboWhistle","SE_Bt_Etc_ChocoboWhistle_only","SE_Bt_Etc_ChocoboBye",20,20,true,65552,65552,131073,65537,40,4436,1,100,0,0,0,0,false,false,false
46,"adamantoise",0,"adamantoises",0,1,1,0,0,"Summon forth your adamantoise mount. He (?) is actually quite faster than he appears.","Native to the Near Eastern island of Thavnair, adamantoises were long thought to be impossible to domesticate. However, through the efforts of Ul'dahn zoologists, a handful of the colossal scalekin have been successfully trained to accept riders.","M-Me? Perfectly fine!\nS-Solid as an adamantoise!\n  - Cocobezi",987,2,0,45,15,0,0,0.5,0.45,0.52,0.5,0.3,0.3,0.45,0.42,0.55,0.55,0.54,0.41,121,"SE_Bt_Etc_AdamanWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_AdamanBye",5,3,true,0,1,0,0,31,4434,14,65,0,0,0,0,false,false,false
47,"Kirin",0,"Kirin",0,0,1,0,1,"Summon forth Kirin, Far Eastern king of the beasts.","Ask any man in Othard who rules the realm of beasts, and you will receive the same answer─Kirin. It is believed that the lion-like creature has walked the eastern lands for over a thousand years and\nwill only answer the\ncall of a hero it has\ndeemed worthy.","Even folk in the Far East\n'eard that tale, I reckon.\n  - Trachraet",958,2,0,45,15,0,0,1.0,0.9,1.05,1.0,0.6,0.6,0.9,0.85,1.1,1.1,1.08,0.82,121,"SE_Bt_Etc_KirinWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_KirinBye",20,10,true,0,1,0,0,32,4432,200,100,0,0,0,0,false,false,false
48,"logistics system",0,"logistics systems",0,0,1,0,0,"Call into battle your Allagan logistics system. For your safety and the safety of those around you, all weaponry has been disabled.","One of the automated system drones deployed by the Allagans to maintain and protect their strongholds. After being unearthed by the Sons of Saint Coinach, the mechanical sphere was modified by Nero tol Scaeva into a personal\ntransportation device.","Her report also mentions a\nviolent encounter with a\nsentry heavily augmented\nby Allagan technology...\n  - Rammbroes",1029,2,0,45,15,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,121,"SE_Bt_Etc_DaragabWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_DaragabBye",0,10,true,0,1,0,0,33,4433,3,100,12,4,0,9,true,true,false
49,"Fenrir",0,"Fenrir",0,0,1,0,1,"Summon forth a purebred Abalathian hoarhound named after its pack's legendary leader.","Following the rise of Ishgard, hoarhounds all but disappeared from the Coerthas highlands. However, the shift in climate caused by the Calamity has seen the legendary beasts descend from their mountain dens once more.","A good hound keeps\nhis maw shut.\n   - Latata",1026,2,0,45,15,0,0,0.5,0.45,0.52,0.5,0.3,0.3,0.45,0.42,0.55,0.55,0.54,0.41,121,"SE_Bt_Etc_FenrirWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_FenrirBye",20,10,true,0,1,0,0,34,4435,14,65,0,6,0,0,false,false,false
50,"Midgardsormr",0,"Midgardsormr",0,0,1,0,1,"Summon forth Midgardsormr, the slightly bigger one, but still not <i>the</i> big one.","Only after proving your bravery in the face of countless perils has the Father of Dragons found you to be a worthy heir to the light, and granted you a place upon his back.","Correct me if I'm wrong, but\nif Midgardsormr had roared,\nwouldn't we have heard it?\n   - Moenbryda",926,2,1,45,15,374,375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,319,"SE_Bt_Etc_DragoneWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_DragoneBye",20,10,true,0,1,0,0,35,4437,250,40,0,0,0,0,false,false,false
51,"",0,"",0,0,1,0,0,"","","",311,5,0,45,15,0,0,1.0,0.9,2.1,1.0,0.6,0.6,0.9,0.85,1.1,1.1,1.08,0.82,0,"","","",0,0,true,0,1,0,0,-1,0,0,100,0,0,0,0,false,false,false
52,"amber draught chocobo",0,"amber draught chocobos",0,1,1,0,0,"Summon forth your amber draught chocobo, a rare breed large and strong enough to bear two riders.","To Ishgardians, red represents true love and loyalty. To this wild chocobo from the Dravanian forelands, it meant capture at the hands of hunters who easily found a red chocobo sticking out like a sore thumb in the midst of all\nhis yellow brethren.","What about my forty\nacres and a chocobo?\n   - Imme",1,2,0,45,15,0,0,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,62,"SE_Bt_Etc_ChocoboWhistle","SE_Bt_Etc_ChocoboWhistle_only","SE_Bt_Etc_ChocoboBye",20,20,true,131099,131099,131099,131099,41,4444,1,100,0,0,1,0,false,false,false
53,"",0,"",0,0,0,0,0,"","","",0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","","",0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false
54,"griffin",0,"griffins",0,0,1,0,0,"Summon forth your griffin─half eagle, half lion, all business.","Fantastical winged beasts native to the unscalable peaks of Abalathia's Spine, griffins actually have a long history of serving as mounts. Indeed, before the city-state's fall, the Ala Mhigan army maintained a regiment of griffin-back\nsoldiers who would\nharry opposing forces.","“Spread your wings and soar”\n   - Highwind Skyways Slogan",992,2,1,45,70,374,375,1.0,0.95,1.1,1.05,0.6,0.6,0.95,0.85,1.3,1.1,1.25,0.82,319,"SE_Bt_Etc_GrifinWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_GrifinBye",20,20,true,0,0,0,0,37,4439,15,60,9,3,0,0,false,false,false
55,"manacutter",0,"manacutters",0,0,1,0,0,"Call into battle your manacutter, a single-rider airship constructed at the Garlond Ironworks.","Supervised (in spirit) by the ever-absent Cid, Biggs and Wedge (with a little bending over by Biggs) put their heads together to create this flight-ready miniature airship, powered by the realm's first corrupted crystal engine.","There are more of these\n“manacutters” to be had,\nyes?\n   - Aymeric",929,2,1,45,15,374,375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,319,"SE_Bt_Etc_HitorinoriWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_HitorinoriBye",0,10,true,0,0,0,0,38,4440,16,60,0,0,0,0,true,false,false
56,"war panther",0,"war panthers",0,0,1,0,0,"Summon forth your war panther─a silent killer trained to maim anyone and everything...excepting you, of course.","While more difficult to train than their cousins the coeurls, panthers bring their riders much more advantage on the field due to the beasts' inherent affinity to various magic. It is also believed that many dark knight battle techniques\nwere conceived by\nwatching panthers hunt.","I have seen you\nmove like a shadow.\n   - Daimbert",1184,2,0,45,15,0,0,1.0,0.9,1.05,1.0,0.6,0.6,0.9,0.85,1.1,1.1,1.1,0.82,121,"SE_Bt_Etc_CuahrWhistle","SE_Bt_Etc_ChocoboWhistle_only","SE_Bt_Etc_CuahrBye",20,10,true,0,1,0,0,39,4441,5,60,0,0,0,0,false,false,false
57,"",0,"",0,0,1,0,0,"","","",1,2,0,45,15,374,0,1.0,0.9,1.05,1.0,0.6,0.6,0.9,0.85,1.1,1.1,1.08,0.82,61,"SE_Bt_Etc_ChocoboWhistle","SE_Bt_Etc_ChocoboWhistle_only","SE_Bt_Etc_ChocoboBye",20,20,true,65552,65552,131073,65537,-1,0,0,100,0,0,0,0,false,false,false
58,"gobwalker",0,"gobwalkers",0,0,1,0,0,"Call into battle your gobwalker, a steam-powered war vehicle designed by the infamous Illuminati.","Originally designed to be a less-fickle replacement for pack raptors, the gobwalker was quickly reoutfitted into a tool of war after it took twenty goblins to chase down and topple a walker that had gone out of control and destroyed an entire workshop.","Ye would have more luck\nfindin'...well, a gobmachine\nbangplate on a tree!\n   - Papana",1011,2,1,45,0,374,375,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,319,"SE_Bt_Etc_GobrinTunkWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_GobrinTunkBye",0,10,true,0,0,0,0,42,4442,1,30,0,0,0,0,false,false,false
59,"Twintania",0,"Twintania",0,0,1,0,1,"Summon forth Twintania, an ancient wyvern who secretly dreams of freedom...and devouring you.","Bound to eternal thralldom via an Allagan neurolink, this ancient wyvern from the southern continent of Meracydia will remain a loyal servant as long as you possess its identification key.","There are wyverns.\nWyverns everywhere.\n   - Vath Drone",1249,2,1,45,15,374,375,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.85,0.8,0.8,0.8,319,"SE_Bt_Etc_TwinTaniaWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_TwinTaniaBye",20,20,true,0,0,0,0,43,4443,1,55,9,3,0,12,false,true,false
60,"",0,"",0,0,1,0,0,"","","",1011,2,0,45,15,0,0,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,319,"SE_Bt_Etc_GobrinTunkWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_GobrinTunkBye",0,10,true,0,0,0,0,-1,0,0,30,0,0,0,10,false,false,true
61,"",0,"",0,0,1,0,0,"","","",1011,2,0,45,15,0,0,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,319,"SE_Bt_Etc_GobrinTunkWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_GobrinTunkBye",0,10,true,0,0,0,0,-1,0,0,30,0,0,0,11,false,false,true
62,"witch's broom",0,"witch's brooms",0,0,1,0,0,"Summon forth your witch's broom. Here is to hoping it refrains from “flipp'ing you over, flip flip” while flying.","Once an ordinary household cleaning tool, relegated to such menial tasks as sweeping and...sweeping, this broom's life changed upon being enchanted by the ogre pumpkinhead. Now the skies are its dusty floors.","Are you going to introduce\nyourself to that broom or not?\n   - Matoya",1326,2,1,45,15,374,375,1.0,0.9,1.25,0.98,0.55,0.55,0.9,0.85,1.3,1.05,1.2,0.82,330,"SE_Bt_Etc_HoukiWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_HoukiBye",20,10,true,0,1,0,0,44,4445,18,100,0,0,0,0,true,false,false
63,"",0,"",0,0,1,0,0,"","","",1326,2,0,45,15,0,0,1.0,0.9,1.25,0.98,0.55,0.55,0.9,0.85,1.3,1.05,1.2,0.82,330,"SE_Bt_Etc_HoukiWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_HoukiBye",20,10,true,0,1,0,0,-1,0,0,100,0,0,0,13,true,false,false
64,"",0,"",0,0,1,0,0,"","","",0,0,0,45,15,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,"","","",10,10,true,0,0,0,0,-1,0,0,100,0,0,0,0,false,false,false
65,"",0,"",0,0,1,0,0,"","","",0,0,0,45,15,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,"","","",10,10,true,0,0,0,0,-1,0,0,100,0,0,0,0,false,false,false
66,"",0,"",0,0,1,0,0,"","","",0,0,0,45,15,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,"","","",10,10,true,0,0,0,0,-1,0,0,100,0,0,0,0,false,false,false
67,"",0,"",0,0,1,0,0,"","","",0,0,0,45,15,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,"","","",10,10,true,0,0,0,0,-1,0,0,100,0,0,0,0,false,false,false
68,"",0,"",0,0,1,0,0,"","","",0,0,0,45,15,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,"","","",10,10,true,0,0,0,0,-1,0,0,100,0,0,0,0,false,false,false
69,"",0,"",0,0,1,0,0,"","","",0,0,0,45,15,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,"","","",10,10,true,0,0,0,0,-1,0,0,100,0,0,0,0,false,false,false
70,"",0,"",0,0,1,0,0,"","","",0,0,0,45,15,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,"","","",10,10,true,0,0,0,0,-1,0,0,100,0,0,0,0,false,false,false
71,"",0,"",0,0,1,0,0,"","","",0,0,0,45,15,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,"","","",10,10,true,0,0,0,0,-1,0,0,100,0,0,0,0,false,false,false
72,"",0,"",0,0,1,0,0,"","","",0,0,0,45,15,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,"","","",10,10,true,0,0,0,0,-1,0,0,100,0,0,0,0,false,false,false
73,"",0,"",0,0,1,0,0,"","","",0,0,0,45,15,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,"","","",10,10,true,0,0,0,0,-1,0,0,100,0,0,0,0,false,false,false
74,"",0,"",0,0,1,0,0,"","","",0,0,0,45,15,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,"","","",10,10,true,0,0,0,0,-1,0,0,100,0,0,0,0,false,false,false
75,"",0,"",0,0,1,0,0,"","","",0,0,0,45,15,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,"","","",10,10,true,0,0,0,0,-1,0,0,100,0,0,0,0,false,false,false
76,"",0,"",0,0,1,0,0,"","","",0,0,0,45,15,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,"","","",10,10,true,0,0,0,0,-1,0,0,100,0,0,0,0,false,false,false
77,"",0,"",0,0,1,0,0,"","","",0,0,0,45,15,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,"","","",10,10,true,0,0,0,0,-1,0,0,100,0,0,0,0,false,false,false
78,"",0,"",0,0,1,0,0,"","","",0,0,0,45,15,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,"","","",10,10,true,0,0,0,0,-1,0,0,100,0,0,0,0,false,false,false
79,"",0,"",0,0,1,0,0,"","","",0,0,0,45,15,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,"","","",10,10,true,0,0,0,0,-1,0,0,100,0,0,0,0,false,false,false
80,"",0,"",0,0,1,0,0,"","","",0,0,0,45,15,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,"","","",10,10,true,0,0,0,0,-1,0,0,100,0,0,0,0,false,false,false
