Index,0 [0x6][0x0],1 [0x6][0x4],2 [0x3][0x20],3 [0x6][0x8],4 [0x5][0x18],5 [0x1][0x21],6 [0x6][0xc],7 [0x5][0x1a],8 [0x1][0x22],9 [0x6][0x10],10 [0x5][0x1c],11 [0x1][0x23],12 [0x6][0x14],13 [0x5][0x1e],14 [0x1][0x24]
917902,250,8,0,3858,1,false,0,0,false,0,0,false,0,0,false
917903,251,8,2,2476,1,false,2476,1,false,2476,1,false,0,0,false
917904,252,19,0,3623,1,false,0,0,false,0,0,false,0,0,false
917905,253,19,0,2817,1,false,0,0,false,0,0,false,0,0,false
917906,254,19,2,2802,1,false,2802,1,false,2802,1,false,0,0,false
917907,255,20,0,2504,1,false,0,0,false,0,0,false,0,0,false
917908,256,8,0,5074,1,false,0,0,false,0,0,false,0,0,false
917909,257,8,2,3180,1,false,3180,1,false,3180,1,false,0,0,false
917910,258,20,0,3887,1,false,0,0,false,0,0,false,0,0,false
917911,259,20,0,3883,1,false,0,0,false,0,0,false,0,0,false
917912,260,20,2,5059,3,false,0,0,false,0,0,false,0,0,false
917913,303,18,0,4702,1,false,0,0,false,0,0,false,0,0,false
917914,304,8,0,4686,1,false,0,0,false,0,0,false,0,0,false
917915,305,8,2,4701,3,false,0,0,false,0,0,false,0,0,false
917916,306,18,0,4663,1,false,0,0,false,0,0,false,0,0,false
917917,307,18,0,4724,1,false,0,0,false,0,0,false,0,0,false
917918,308,18,2,4719,3,false,0,0,false,0,0,false,0,0,false
917919,309,19,0,4757,5,false,0,0,false,0,0,false,0,0,false
917920,310,8,0,4646,1,false,0,0,false,0,0,false,0,0,false
917921,311,8,2,4747,3,false,0,0,false,0,0,false,0,0,false
917922,312,19,0,4757,5,false,0,0,false,0,0,false,0,0,false
917923,313,19,0,4671,1,false,0,0,false,0,0,false,0,0,false
917924,314,19,2,4733,3,false,0,0,false,0,0,false,0,0,false
917925,315,20,0,4713,1,false,0,0,false,0,0,false,0,0,false
917926,316,8,0,4655,1,false,0,0,false,0,0,false,0,0,false
917927,317,8,2,4703,3,false,0,0,false,0,0,false,0,0,false
917928,318,20,0,4694,1,false,0,0,false,0,0,false,0,0,false
917929,319,20,0,4750,1,false,0,0,false,0,0,false,0,0,false
917930,320,20,2,4727,3,false,0,0,false,0,0,false,0,0,false
917931,363,18,0,1971,1,false,0,0,false,0,0,false,0,0,false
917932,364,13,0,4580,3,false,0,0,false,0,0,false,0,0,false
917933,365,13,2,4579,5,false,0,0,false,0,0,false,0,0,false
917934,366,18,0,2169,1,false,0,0,false,0,0,false,0,0,false
917935,367,18,0,4582,3,false,0,0,false,0,0,false,0,0,false
917936,368,18,2,4583,5,false,0,0,false,0,0,false,0,0,false
917937,369,19,0,4553,3,false,0,0,false,0,0,false,0,0,false
917938,370,13,0,5486,3,false,0,0,false,0,0,false,0,0,false
917939,371,13,2,4567,5,false,0,0,false,0,0,false,0,0,false
917940,372,19,0,5479,3,false,0,0,false,0,0,false,0,0,false
917941,373,19,0,2174,1,false,0,0,false,0,0,false,0,0,false
917942,374,19,2,5517,5,false,0,0,false,0,0,false,0,0,false
917943,375,20,0,4587,3,false,0,0,false,0,0,false,0,0,false
917944,376,13,0,4569,3,false,0,0,false,0,0,false,0,0,false
917945,377,13,2,4606,5,false,0,0,false,0,0,false,0,0,false
917946,378,20,0,4586,3,false,0,0,false,0,0,false,0,0,false
917947,379,20,0,4584,3,false,0,0,false,0,0,false,0,0,false
917948,380,20,2,4604,5,false,0,0,false,0,0,false,0,0,false
917949,423,18,0,2805,1,false,0,0,false,0,0,false,0,0,false
917950,424,13,0,3399,1,false,0,0,false,0,0,false,0,0,false
917951,425,13,2,2779,1,false,2779,1,false,2779,1,false,0,0,false
917952,426,18,0,3144,1,false,0,0,false,0,0,false,0,0,false
917953,427,18,0,3140,1,false,0,0,false,0,0,false,0,0,false
917954,428,18,2,3397,1,false,3397,1,false,3397,1,false,0,0,false
917955,429,19,0,3421,1,false,0,0,false,0,0,false,0,0,false
917956,430,13,0,3162,1,false,0,0,false,0,0,false,0,0,false
917957,431,13,2,2816,1,false,2816,1,false,2816,1,false,0,0,false
917958,432,19,0,3172,1,false,0,0,false,0,0,false,0,0,false
917959,433,19,0,3413,1,false,0,0,false,0,0,false,0,0,false
917960,434,19,2,2814,1,false,2814,1,false,2814,1,false,0,0,false
917961,435,20,0,3456,1,false,0,0,false,0,0,false,0,0,false
917962,436,13,0,2852,1,false,0,0,false,0,0,false,0,0,false
917963,437,13,2,3187,1,false,3187,1,false,3187,1,false,0,0,false
917964,438,20,0,3201,1,false,0,0,false,0,0,false,0,0,false
917965,439,20,0,3185,1,false,0,0,false,0,0,false,0,0,false
917966,440,20,2,2854,1,false,2854,1,false,2854,1,false,0,0,false
917967,483,18,0,4143,1,false,0,0,false,0,0,false,0,0,false
917968,484,13,0,4465,1,false,0,0,false,0,0,false,0,0,false
917969,485,13,2,2078,1,false,2078,1,false,2078,1,false,0,0,false
917970,486,18,0,4343,1,false,0,0,false,0,0,false,0,0,false
917971,487,18,0,4337,1,false,0,0,false,0,0,false,0,0,false
917972,488,18,2,4232,1,false,4232,1,false,4232,1,false,0,0,false
917973,489,19,0,4485,1,false,0,0,false,0,0,false,0,0,false
917974,490,13,0,4247,1,false,0,0,false,0,0,false,0,0,false
917975,491,13,2,4147,1,false,4147,1,false,4147,1,false,0,0,false
917976,492,19,0,4361,1,false,0,0,false,0,0,false,0,0,false
917977,493,19,0,2125,1,false,0,0,false,0,0,false,0,0,false
917978,494,19,2,4237,1,false,4237,1,false,4237,1,false,0,0,false
917979,495,20,0,4369,1,false,0,0,false,0,0,false,0,0,false
917980,496,13,0,2876,1,false,0,0,false,0,0,false,0,0,false
917981,497,13,2,4363,1,false,4363,1,false,4363,1,false,0,0,false
917982,498,20,0,2453,1,false,0,0,false,0,0,false,0,0,false
917983,499,20,0,4508,1,false,0,0,false,0,0,false,0,0,false
917984,500,20,2,4371,1,false,4371,1,false,4371,1,false,0,0,false
917985,754,21,0,4870,3,false,0,0,false,0,0,false,0,0,false
917986,755,21,0,4869,3,false,0,0,false,0,0,false,0,0,false
917987,756,21,0,4776,3,false,0,0,false,0,0,false,0,0,false
917988,757,21,0,4871,3,false,0,0,false,0,0,false,0,0,false
917989,758,21,0,4872,3,false,0,0,false,0,0,false,0,0,false
917990,759,21,0,4876,3,false,0,0,false,0,0,false,0,0,false
917991,760,21,2,4873,3,false,0,0,false,0,0,false,0,0,false
917992,761,21,2,4874,3,false,0,0,false,0,0,false,0,0,false
917993,762,22,0,4877,3,false,0,0,false,0,0,false,0,0,false
917994,763,22,0,4879,3,false,0,0,false,0,0,false,0,0,false
917995,764,22,2,4878,3,false,0,0,false,0,0,false,0,0,false
917996,765,22,2,4874,3,false,0,0,false,0,0,false,0,0,false
917997,766,23,0,4881,3,false,0,0,false,0,0,false,0,0,false
917998,767,23,0,4884,3,false,0,0,false,0,0,false,0,0,false
917999,768,23,2,5460,3,false,0,0,false,0,0,false,0,0,false
918000,769,23,2,4880,3,false,0,0,false,0,0,false,0,0,false
918001,770,24,0,4948,3,false,0,0,false,0,0,false,0,0,false
918002,771,24,0,4958,3,false,0,0,false,0,0,false,0,0,false
918003,772,24,2,4943,3,false,0,0,false,0,0,false,0,0,false
918004,773,24,2,4945,3,false,0,0,false,0,0,false,0,0,false
918005,774,24,0,4964,3,false,0,0,false,0,0,false,0,0,false
918006,775,24,0,4967,3,false,0,0,false,0,0,false,0,0,false
918007,776,24,2,4959,3,false,0,0,false,0,0,false,0,0,false
918008,777,24,2,4961,3,false,0,0,false,0,0,false,0,0,false
918009,778,25,0,4896,3,false,0,0,false,0,0,false,0,0,false
918010,779,25,0,4895,3,false,0,0,false,0,0,false,0,0,false
918011,780,25,2,4892,3,false,0,0,false,0,0,false,0,0,false
918012,781,25,2,4894,3,false,0,0,false,0,0,false,0,0,false
918013,782,26,0,4976,3,false,0,0,false,0,0,false,0,0,false
918014,783,26,0,4986,3,false,0,0,false,0,0,false,0,0,false
918015,784,26,2,4981,3,false,0,0,false,0,0,false,0,0,false
918016,785,26,2,5544,3,false,0,0,false,0,0,false,0,0,false
918017,786,27,0,4988,3,false,0,0,false,0,0,false,0,0,false
918018,787,27,0,4997,3,false,0,0,false,0,0,false,0,0,false
918019,788,27,2,4937,3,false,0,0,false,0,0,false,0,0,false
918020,789,27,2,4984,3,false,0,0,false,0,0,false,0,0,false
918021,790,28,0,5004,3,false,0,0,false,0,0,false,0,0,false
918022,791,28,0,5006,3,false,0,0,false,0,0,false,0,0,false
918023,792,28,2,4989,3,false,0,0,false,0,0,false,0,0,false
918024,793,28,2,5003,3,false,0,0,false,0,0,false,0,0,false
918025,908,29,0,5366,3,false,0,0,false,0,0,false,0,0,false
918026,909,29,0,10604,1,false,0,0,false,0,0,false,0,0,false
918027,910,29,2,10610,1,false,10610,1,false,0,0,false,0,0,false
918028,911,29,0,5366,10,false,0,0,false,0,0,false,0,0,false
918029,912,29,0,10604,1,false,10604,1,false,10604,1,false,0,0,false
918030,913,29,5,10610,1,false,10610,1,false,0,0,false,0,0,false
918031,914,29,0,10611,1,false,0,0,false,0,0,false,0,0,false
918032,915,29,0,11911,1,false,0,0,false,0,0,false,0,0,false
918033,916,29,2,12011,1,false,12011,1,false,0,0,false,0,0,false
918034,917,29,0,10611,1,false,10611,1,false,10611,1,false,0,0,false
918035,918,29,0,11911,1,false,11911,1,false,11911,1,false,0,0,false
918036,919,29,5,12011,1,false,12011,1,false,0,0,false,0,0,false
918037,920,29,0,10636,1,false,0,0,false,0,0,false,0,0,false
918038,921,29,0,11936,1,false,0,0,false,0,0,false,0,0,false
918039,922,29,2,12581,5,false,0,0,false,0,0,false,0,0,false
918040,923,29,0,10636,1,false,10636,1,false,10636,1,false,0,0,false
918041,924,29,0,11936,1,false,11936,1,false,11936,1,false,0,0,false
918042,925,29,5,12581,5,false,0,0,false,0,0,false,0,0,false
918043,926,29,0,12015,1,false,0,0,false,0,0,false,0,0,false
918044,927,29,0,10613,1,false,0,0,false,0,0,false,0,0,false
918045,928,29,2,10799,1,false,10799,1,false,0,0,false,0,0,false
918046,929,29,0,12015,1,false,12015,1,false,12015,1,false,0,0,false
918047,930,29,0,10613,1,false,10613,1,false,10613,1,false,0,0,false
918048,931,29,5,10799,1,false,10799,1,false,0,0,false,0,0,false
918049,932,29,0,12583,3,false,0,0,false,0,0,false,0,0,false
918050,933,29,0,11929,1,false,0,0,false,0,0,false,0,0,false
918051,934,29,2,10608,1,false,10608,1,false,0,0,false,0,0,false
918052,935,29,0,12583,10,false,0,0,false,0,0,false,0,0,false
918053,936,29,0,11929,1,false,11929,1,false,11929,1,false,0,0,false
918054,937,29,5,10608,1,false,10608,1,false,0,0,false,0,0,false
918055,938,29,0,10775,1,false,0,0,false,0,0,false,0,0,false
918056,939,29,0,12006,1,false,0,0,false,0,0,false,0,0,false
918057,940,29,2,10810,1,false,10810,1,false,0,0,false,0,0,false
918058,941,29,0,10775,1,false,10775,1,false,10775,1,false,0,0,false
918059,942,29,0,12006,1,false,12006,1,false,12006,1,false,0,0,false
918060,943,29,5,10810,1,false,10810,1,false,0,0,false,0,0,false
918061,944,29,0,12563,3,false,0,0,false,0,0,false,0,0,false
918062,945,29,0,10671,1,false,0,0,false,0,0,false,0,0,false
918063,946,29,2,10860,1,false,10860,1,false,0,0,false,0,0,false
918064,947,29,0,12563,10,false,0,0,false,0,0,false,0,0,false
918065,948,29,0,10671,1,false,10671,1,false,10671,1,false,0,0,false
918066,949,29,5,10860,1,false,10860,1,false,0,0,false,0,0,false
918067,950,29,0,11990,1,false,0,0,false,0,0,false,0,0,false
918068,951,29,0,10833,1,false,0,0,false,0,0,false,0,0,false
918069,952,29,2,10742,1,false,10742,1,false,0,0,false,0,0,false
918070,953,29,0,11990,1,false,11990,1,false,11990,1,false,0,0,false
918071,954,29,0,10833,1,false,10833,1,false,10833,1,false,0,0,false
918072,955,29,5,10742,1,false,10742,1,false,0,0,false,0,0,false
918073,956,29,0,12027,1,false,0,0,false,0,0,false,0,0,false
918074,957,29,0,10897,1,false,0,0,false,0,0,false,0,0,false
918075,958,29,2,12565,5,false,0,0,false,0,0,false,0,0,false
918076,959,29,0,12027,1,false,12027,1,false,12027,1,false,0,0,false
918077,960,29,0,10897,1,false,10897,1,false,10897,1,false,0,0,false
918078,961,29,5,12565,5,false,0,0,false,0,0,false,0,0,false
918079,962,29,0,10731,1,false,0,0,false,0,0,false,0,0,false
918080,963,29,0,10821,1,false,0,0,false,0,0,false,0,0,false
918081,964,29,2,10961,1,false,10961,1,false,0,0,false,0,0,false
918082,965,29,0,10731,1,false,10731,1,false,10731,1,false,0,0,false
918083,966,29,0,10821,1,false,10821,1,false,10821,1,false,0,0,false
918084,967,29,5,10961,1,false,10961,1,false,0,0,false,0,0,false
918085,968,29,0,10586,1,false,0,0,false,0,0,false,0,0,false
918086,969,29,0,10592,1,false,0,0,false,0,0,false,0,0,false
918087,970,29,2,12518,5,false,0,0,false,0,0,false,0,0,false
918088,971,29,0,10586,1,false,10586,1,false,10586,1,false,0,0,false
918089,972,29,0,10592,1,false,10592,1,false,10592,1,false,0,0,false
918090,973,29,5,12518,5,false,0,0,false,0,0,false,0,0,false
918091,974,29,0,10623,1,false,0,0,false,0,0,false,0,0,false
918092,975,29,0,10617,1,false,0,0,false,0,0,false,0,0,false
918093,976,29,2,11943,1,false,11943,1,false,0,0,false,0,0,false
918094,977,29,0,10623,1,false,10623,1,false,10623,1,false,0,0,false
918095,978,29,0,10617,1,false,10617,1,false,10617,1,false,0,0,false
918096,979,29,5,11943,1,false,11943,1,false,0,0,false,0,0,false
918097,980,29,0,11888,1,false,0,0,false,0,0,false,0,0,false
918098,981,29,0,11872,1,false,0,0,false,0,0,false,0,0,false
918099,982,29,2,10630,1,false,10630,1,false,0,0,false,0,0,false
918100,983,29,0,11888,1,false,11888,1,false,11888,1,false,0,0,false
918101,984,29,0,11872,1,false,11872,1,false,11872,1,false,0,0,false
918102,985,29,5,10630,1,false,10630,1,false,0,0,false,0,0,false
918103,986,29,0,12525,3,false,0,0,false,0,0,false,0,0,false
918104,987,29,0,10601,1,false,0,0,false,0,0,false,0,0,false
918105,988,29,2,11877,1,false,11877,1,false,0,0,false,0,0,false
918106,989,29,0,12525,10,false,0,0,false,0,0,false,0,0,false
918107,990,29,0,10601,1,false,10601,1,false,10601,1,false,0,0,false
918108,991,29,5,11877,1,false,11877,1,false,0,0,false,0,0,false
918109,992,29,0,12526,3,false,0,0,false,0,0,false,0,0,false
918110,993,29,0,11906,1,false,0,0,false,0,0,false,0,0,false
918111,994,29,2,10626,1,false,10626,1,false,0,0,false,0,0,false
918112,995,29,0,12526,10,false,0,0,false,0,0,false,0,0,false
918113,996,29,0,11906,1,false,11906,1,false,11906,1,false,0,0,false
918114,997,29,5,10626,1,false,10626,1,false,0,0,false,0,0,false
918115,998,29,0,10733,1,false,0,0,false,0,0,false,0,0,false
918116,999,29,0,12528,3,false,0,0,false,0,0,false,0,0,false
918117,1000,29,2,10664,1,false,10664,1,false,0,0,false,0,0,false
918118,1001,29,0,10733,1,false,10733,1,false,10733,1,false,0,0,false
918119,1002,29,0,12528,10,false,0,0,false,0,0,false,0,0,false
918120,1003,29,5,10664,1,false,10664,1,false,0,0,false,0,0,false
918121,1004,29,0,10665,1,false,0,0,false,0,0,false,0,0,false
918122,1005,29,0,11895,1,false,0,0,false,0,0,false,0,0,false
918123,1006,29,2,11899,1,false,11899,1,false,0,0,false,0,0,false
918124,1007,29,0,10665,1,false,10665,1,false,10665,1,false,0,0,false
918125,1008,29,0,11895,1,false,11895,1,false,11895,1,false,0,0,false
918126,1009,29,5,11899,1,false,11899,1,false,0,0,false,0,0,false
918127,1010,29,0,12524,3,false,0,0,false,0,0,false,0,0,false
918128,1011,29,0,10714,1,false,0,0,false,0,0,false,0,0,false
918129,1012,29,2,10679,1,false,10679,1,false,0,0,false,0,0,false
918130,1013,29,0,12524,10,false,0,0,false,0,0,false,0,0,false
918131,1014,29,0,10714,1,false,10714,1,false,10714,1,false,0,0,false
918132,1015,29,5,10679,1,false,10679,1,false,0,0,false,0,0,false
918133,1016,29,0,10694,1,false,0,0,false,0,0,false,0,0,false
918134,1017,29,0,10841,1,false,0,0,false,0,0,false,0,0,false
918135,1018,29,2,10687,1,false,10687,1,false,0,0,false,0,0,false
918136,1019,29,0,10694,1,false,10694,1,false,10694,1,false,0,0,false
918137,1020,29,0,10841,1,false,10841,1,false,10841,1,false,0,0,false
918138,1021,29,5,10687,1,false,10687,1,false,0,0,false,0,0,false
918139,1022,29,0,10702,1,false,0,0,false,0,0,false,0,0,false
918140,1023,29,0,10752,1,false,0,0,false,0,0,false,0,0,false
918141,1024,29,2,12530,5,false,0,0,false,0,0,false,0,0,false
918142,1025,29,0,10702,1,false,10702,1,false,10702,1,false,0,0,false
918143,1026,29,0,10752,1,false,10752,1,false,10752,1,false,0,0,false
918144,1027,29,5,12530,5,false,0,0,false,0,0,false,0,0,false
918145,1028,29,0,12845,1,false,0,0,false,0,0,false,0,0,false
918146,1029,29,0,12866,1,false,0,0,false,0,0,false,0,0,false
918147,1030,29,2,12861,2,false,0,0,false,0,0,false,0,0,false
918148,1031,29,0,12845,3,false,0,0,false,0,0,false,0,0,false
918149,1032,29,0,12866,3,false,0,0,false,0,0,false,0,0,false
918150,1033,29,5,12861,2,false,0,0,false,0,0,false,0,0,false
918151,1034,29,0,12895,5,false,0,0,false,0,0,false,0,0,false
918152,1035,29,0,12850,1,false,0,0,false,0,0,false,0,0,false
918153,1036,29,2,12867,2,false,0,0,false,0,0,false,0,0,false
918154,1037,29,0,12895,15,false,0,0,false,0,0,false,0,0,false
918155,1038,29,0,12850,3,false,0,0,false,0,0,false,0,0,false
918156,1039,29,5,12867,2,false,0,0,false,0,0,false,0,0,false
918157,1040,29,0,12859,1,false,0,0,false,0,0,false,0,0,false
918158,1041,29,0,12863,1,false,0,0,false,0,0,false,0,0,false
918159,1042,29,2,12869,2,false,0,0,false,0,0,false,0,0,false
918160,1043,29,0,12859,3,false,0,0,false,0,0,false,0,0,false
918161,1044,29,0,12863,3,false,0,0,false,0,0,false,0,0,false
918162,1045,29,5,12869,2,false,0,0,false,0,0,false,0,0,false
918163,1046,29,0,12890,5,false,0,0,false,0,0,false,0,0,false
918164,1047,29,0,12843,1,false,0,0,false,0,0,false,0,0,false
918165,1048,29,2,12856,2,false,0,0,false,0,0,false,0,0,false
918166,1049,29,0,12890,10,false,0,0,false,0,0,false,0,0,false
918167,1050,29,0,12843,3,false,0,0,false,0,0,false,0,0,false
918168,1051,29,5,12856,2,false,0,0,false,0,0,false,0,0,false
918169,1052,29,0,12892,5,false,0,0,false,0,0,false,0,0,false
918170,1053,29,0,12864,1,false,0,0,false,0,0,false,0,0,false
918171,1054,29,2,12851,2,false,0,0,false,0,0,false,0,0,false
918172,1055,29,0,12892,15,false,0,0,false,0,0,false,0,0,false
918173,1056,29,0,12864,3,false,0,0,false,0,0,false,0,0,false
918174,1057,29,5,12851,2,false,0,0,false,0,0,false,0,0,false
918175,1058,29,0,12601,1,false,0,0,false,0,0,false,0,0,false
918176,1059,29,0,10652,1,false,0,0,false,0,0,false,0,0,false
918177,1060,29,2,5506,2,false,0,0,false,0,0,false,0,0,false
918178,1061,29,0,12601,3,false,0,0,false,0,0,false,0,0,false
918179,1062,29,0,10652,1,false,10652,1,false,10652,1,false,0,0,false
918180,1063,29,5,5506,2,false,0,0,false,0,0,false,0,0,false
918181,1064,29,0,10647,1,false,0,0,false,0,0,false,0,0,false
918182,1065,29,0,12616,1,false,0,0,false,0,0,false,0,0,false
918183,1066,29,2,12604,2,false,0,0,false,0,0,false,0,0,false
918184,1067,29,0,10647,1,false,10647,1,false,10647,1,false,0,0,false
918185,1068,29,0,12616,3,false,0,0,false,0,0,false,0,0,false
918186,1069,29,5,12604,2,false,0,0,false,0,0,false,0,0,false
918187,1070,29,0,5507,1,false,0,0,false,0,0,false,0,0,false
918188,1071,29,0,10654,1,false,0,0,false,0,0,false,0,0,false
918189,1072,29,2,12602,2,false,0,0,false,0,0,false,0,0,false
918190,1073,29,0,5507,3,false,0,0,false,0,0,false,0,0,false
918191,1074,29,0,10654,1,false,10654,1,false,10654,1,false,0,0,false
918192,1075,29,5,12602,2,false,0,0,false,0,0,false,0,0,false
918193,1076,29,0,12605,1,false,0,0,false,0,0,false,0,0,false
918194,1077,29,0,10637,1,false,0,0,false,0,0,false,0,0,false
918195,1078,29,2,12623,2,false,0,0,false,0,0,false,0,0,false
918196,1079,29,0,12605,3,false,0,0,false,0,0,false,0,0,false
918197,1080,29,0,10637,1,false,10637,1,false,10637,1,false,0,0,false
918198,1081,29,5,12623,2,false,0,0,false,0,0,false,0,0,false
918199,1082,29,0,12603,1,false,0,0,false,0,0,false,0,0,false
918200,1083,29,0,10651,1,false,0,0,false,0,0,false,0,0,false
918201,1084,29,2,12608,2,false,0,0,false,0,0,false,0,0,false
918202,1085,29,0,12603,3,false,0,0,false,0,0,false,0,0,false
918203,1086,29,0,10651,1,false,10651,1,false,10651,1,false,0,0,false
918204,1087,29,5,12608,2,false,0,0,false,0,0,false,0,0,false
918205,1088,29,0,12588,3,false,0,0,false,0,0,false,0,0,false
918206,1089,29,0,10817,1,false,0,0,false,0,0,false,0,0,false
918207,1090,29,2,11036,1,false,11036,1,false,0,0,false,0,0,false
918208,1091,29,0,12588,10,false,0,0,false,0,0,false,0,0,false
918209,1092,29,0,10817,1,false,10817,1,false,10817,1,false,0,0,false
918210,1093,29,5,11036,1,false,11036,1,false,0,0,false,0,0,false
918211,1094,29,0,10762,1,false,0,0,false,0,0,false,0,0,false
918212,1095,29,0,10951,1,false,0,0,false,0,0,false,0,0,false
918213,1096,29,2,11970,1,false,11970,1,false,0,0,false,0,0,false
918214,1097,29,0,10762,1,false,10762,1,false,10762,1,false,0,0,false
918215,1098,29,0,10951,1,false,10951,1,false,10951,1,false,0,0,false
918216,1099,29,5,11970,1,false,11970,1,false,0,0,false,0,0,false
918217,1100,29,0,10931,1,false,0,0,false,0,0,false,0,0,false
918218,1101,29,0,11957,1,false,0,0,false,0,0,false,0,0,false
918219,1102,29,2,10896,1,false,10896,1,false,0,0,false,0,0,false
918220,1103,29,0,10931,1,false,10931,1,false,10931,1,false,0,0,false
918221,1104,29,0,11957,1,false,11957,1,false,11957,1,false,0,0,false
918222,1105,29,5,10896,1,false,10896,1,false,0,0,false,0,0,false
918223,1106,29,0,10946,1,false,0,0,false,0,0,false,0,0,false
918224,1107,29,0,12596,3,false,0,0,false,0,0,false,0,0,false
918225,1108,29,2,10806,1,false,10806,1,false,0,0,false,0,0,false
918226,1109,29,0,10946,1,false,10946,1,false,10946,1,false,0,0,false
918227,1110,29,0,12596,10,false,0,0,false,0,0,false,0,0,false
918228,1111,29,5,10806,1,false,10806,1,false,0,0,false,0,0,false
918229,1112,29,0,12592,3,false,0,0,false,0,0,false,0,0,false
918230,1113,29,0,12005,1,false,0,0,false,0,0,false,0,0,false
918231,1114,29,2,10905,1,false,10905,1,false,0,0,false,0,0,false
918232,1115,29,0,12592,10,false,0,0,false,0,0,false,0,0,false
918233,1116,29,0,12005,1,false,12005,1,false,12005,1,false,0,0,false
918234,1117,29,5,10905,1,false,10905,1,false,0,0,false,0,0,false
918235,1118,29,0,11983,1,false,0,0,false,0,0,false,0,0,false
918236,1119,29,0,11048,1,false,0,0,false,0,0,false,0,0,false
918237,1120,29,2,10640,1,false,10640,1,false,0,0,false,0,0,false
918238,1121,29,0,11983,1,false,11983,1,false,11983,1,false,0,0,false
918239,1122,29,0,11048,1,false,11048,1,false,11048,1,false,0,0,false
918240,1123,29,5,10640,1,false,10640,1,false,0,0,false,0,0,false
918241,1124,29,0,10659,1,false,0,0,false,0,0,false,0,0,false
918242,1125,29,0,11891,1,false,0,0,false,0,0,false,0,0,false
918243,1126,29,2,12519,5,false,0,0,false,0,0,false,0,0,false
918244,1127,29,0,10659,1,false,10659,1,false,10659,1,false,0,0,false
918245,1128,29,0,11891,1,false,11891,1,false,11891,1,false,0,0,false
918246,1129,29,5,12519,5,false,0,0,false,0,0,false,0,0,false
918247,1130,29,0,10972,1,false,0,0,false,0,0,false,0,0,false
918248,1131,29,0,11008,1,false,0,0,false,0,0,false,0,0,false
918249,1132,29,2,10924,1,false,10924,1,false,0,0,false,0,0,false
918250,1133,29,0,10972,1,false,10972,1,false,10972,1,false,0,0,false
918251,1134,29,0,11008,1,false,11008,1,false,11008,1,false,0,0,false
918252,1135,29,5,10924,1,false,10924,1,false,0,0,false,0,0,false
918253,1136,29,0,12521,3,false,0,0,false,0,0,false,0,0,false
918254,1137,29,0,12018,1,false,0,0,false,0,0,false,0,0,false
918255,1138,29,2,10661,1,false,10661,1,false,0,0,false,0,0,false
918256,1139,29,0,12521,10,false,0,0,false,0,0,false,0,0,false
918257,1140,29,0,12018,1,false,12018,1,false,12018,1,false,0,0,false
918258,1141,29,5,10661,1,false,10661,1,false,0,0,false,0,0,false
918259,1142,29,0,11034,1,false,0,0,false,0,0,false,0,0,false
918260,1143,29,0,11894,1,false,0,0,false,0,0,false,0,0,false
918261,1144,29,2,10885,1,false,10885,1,false,0,0,false,0,0,false
918262,1145,29,0,11034,1,false,11034,1,false,11034,1,false,0,0,false
918263,1146,29,0,11894,1,false,11894,1,false,11894,1,false,0,0,false
918264,1147,29,5,10885,1,false,10885,1,false,0,0,false,0,0,false
918265,1208,30,0,12718,3,false,0,0,false,0,0,false,0,0,false
918266,1209,30,0,12722,2,false,0,0,false,0,0,false,0,0,false
918267,1210,30,2,12720,3,false,0,0,false,0,0,false,0,0,false
918268,1211,30,0,12718,6,false,0,0,false,0,0,false,0,0,false
918269,1212,30,0,12722,4,false,0,0,false,0,0,false,0,0,false
918270,1213,30,5,12720,6,false,0,0,false,0,0,false,0,0,false
918271,1214,30,0,12729,3,false,0,0,false,0,0,false,0,0,false
918272,1215,30,0,12740,2,false,0,0,false,0,0,false,0,0,false
918273,1216,30,2,12731,3,false,0,0,false,0,0,false,0,0,false
918274,1217,30,0,12729,6,false,0,0,false,0,0,false,0,0,false
918275,1218,30,0,12740,4,false,0,0,false,0,0,false,0,0,false
918276,1219,30,5,12731,6,false,0,0,false,0,0,false,0,0,false
918277,1220,30,0,12732,3,false,0,0,false,0,0,false,0,0,false
918278,1221,30,0,12734,2,false,0,0,false,0,0,false,0,0,false
918279,1222,30,2,12736,3,false,0,0,false,0,0,false,0,0,false
918280,1223,30,0,12732,6,false,0,0,false,0,0,false,0,0,false
918281,1224,30,0,12734,4,false,0,0,false,0,0,false,0,0,false
918282,1225,30,5,12736,6,false,0,0,false,0,0,false,0,0,false
918283,1226,30,0,12782,3,false,0,0,false,0,0,false,0,0,false
918284,1227,30,0,12789,2,false,0,0,false,0,0,false,0,0,false
918285,1228,30,2,12741,3,false,0,0,false,0,0,false,0,0,false
918286,1229,30,0,12782,6,false,0,0,false,0,0,false,0,0,false
918287,1230,30,0,12789,4,false,0,0,false,0,0,false,0,0,false
918288,1231,30,5,12741,6,false,0,0,false,0,0,false,0,0,false
918289,1232,30,0,12791,3,false,0,0,false,0,0,false,0,0,false
918290,1233,30,0,12818,2,false,0,0,false,0,0,false,0,0,false
918291,1234,30,2,12773,3,false,0,0,false,0,0,false,0,0,false
918292,1235,30,0,12791,6,false,0,0,false,0,0,false,0,0,false
918293,1236,30,0,12818,4,false,0,0,false,0,0,false,0,0,false
918294,1237,30,5,12773,6,false,0,0,false,0,0,false,0,0,false
