Index,0 [0x3][0x12],1 [0x3][0x13],2 [0x3][0x14],3 [0x3][0x15],4 [0x6][0x8],5 [0x4][0x10],6 [0x5][0xc],7 [0x3][0x16],8 [0x3][0x17],9 [0x7][0x0],10 [0x3][0x18],11 [0x3][0x19],12 [0x3][0x1a],13 [0x7][0x4],14 [0x5][0xe]
30403,0,0,1,0,0,0,256,0,1,0,0,0,0,0,0
30404,0,0,1,0,0,0,34,0,1,0,1,37,0,0,0
30405,0,0,1,0,0,0,1014,0,1,0,0,0,0,0,0
30406,0,0,1,0,0,0,811,0,1,0,0,0,0,0,0
30407,0,0,1,0,0,0,783,0,1,0,18,2,0,327680,0
30408,0,12,1,0,0,0,6,0,14,0,0,0,0,0,0
30409,0,12,1,0,0,0,6,0,14,0,0,0,0,0,0
30410,0,0,1,0,0,0,0,2,9,0,18,1,0,196608,0
30411,0,0,1,0,0,0,0,2,8,0,18,1,0,589824,0
30412,0,0,1,0,2949120,0,0,2,9,0,18,1,0,327680,0
30413,0,0,1,0,0,0,1014,0,1,0,0,0,0,0,0
30414,0,0,1,0,0,0,812,0,1,0,0,0,0,0,0
30415,0,0,1,0,0,0,811,0,1,0,0,0,0,0,0
30416,0,0,1,0,0,0,50,0,23,0,0,46,0,65536,0
30417,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30418,0,0,1,0,0,0,0,0,25,0,18,2,0,393216,0
30419,0,0,1,0,65536,0,2,0,23,0,0,17,17,720896,0
30420,0,10,1,0,1441792,24,10,0,14,0,0,46,0,65536,0
30421,0,0,1,0,0,0,873,0,1,0,0,0,0,0,0
30422,0,0,1,0,0,0,0,0,25,0,18,2,0,393216,0
30423,0,0,1,0,65536,3,3,0,18,0,18,1,0,655360,1
30424,0,0,1,0,0,0,3,0,23,0,23,1,0,262144,0
30425,0,0,1,0,0,0,0,0,25,0,18,2,0,393216,0
30426,0,0,1,0,0,0,0,0,25,0,18,2,0,393216,0
30427,0,0,1,0,5898240,0,0,2,9,0,18,1,0,1048576,0
30428,255,255,1,0,0,0,1,0,17,0,0,0,0,0,0
30429,0,1,1,0,0,0,1,0,17,0,0,0,0,0,0
30430,0,0,1,0,0,0,799,0,1,15,18,36,0,1722220544,0
30431,0,0,1,0,0,0,699,0,21,0,0,0,0,0,0
30432,0,0,1,0,0,0,953,0,21,0,0,0,0,0,0
30433,0,0,1,0,0,0,855,0,1,0,18,2,0,327680,0
30434,0,0,1,0,0,0,855,0,1,0,18,2,0,327680,0
30435,0,0,1,0,0,0,855,0,1,0,18,2,0,327680,0
30436,0,0,1,0,0,0,855,0,1,0,18,2,0,327680,0
30437,0,0,1,0,0,0,855,0,1,0,18,2,0,327680,0
30438,0,0,1,0,0,0,855,0,1,0,18,2,0,327680,0
30439,255,255,1,0,0,0,1,0,17,0,0,0,0,0,0
30440,0,0,1,0,0,0,3,0,23,0,0,46,3,65536,0
30441,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0
30442,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0
30443,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0
30444,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0
30445,0,0,1,0,0,0,0,2,9,0,18,0,0,0,0
30446,0,0,1,0,0,0,0,0,25,0,18,2,0,393216,0
30447,0,0,1,0,0,0,0,0,25,0,18,2,0,393216,0
30448,0,1,1,0,65536,0,1,0,27,0,0,17,15,786432,0
30449,0,1,1,0,65536,0,1,0,27,0,0,17,14,655360,0
30450,0,0,1,0,0,0,0,0,25,0,18,2,0,393216,0
30451,0,0,1,0,0,0,5,0,23,0,18,2,0,393216,0
30452,0,0,1,0,0,0,783,0,1,0,18,2,0,327680,0
30453,0,0,1,0,0,0,757,0,21,0,0,0,0,0,0
30454,0,0,1,0,0,0,985,0,1,0,0,0,0,0,0
30455,255,255,1,0,0,0,0,0,17,0,0,0,0,0,0
30456,0,0,1,0,0,0,736,0,2,0,0,0,0,0,0
30457,0,0,1,0,5898240,0,0,2,9,0,18,1,0,1048576,0
30458,0,0,1,0,0,0,961,0,2,0,0,0,0,0,0
30459,0,0,1,0,65536,3,3,0,18,0,18,1,0,196608,2605
30460,0,0,1,0,0,0,975,0,2,0,0,0,0,0,0
30461,0,0,1,0,65536,3,3,0,18,0,18,1,0,589824,2612
30462,0,0,1,0,0,0,787,0,1,0,18,2,0,983040,0
30463,0,0,1,0,65536,4,4,0,18,0,18,44,0,524288,1
30464,0,0,1,0,0,0,10,0,13,0,0,0,0,0,0
30465,0,0,1,0,0,0,925,0,1,0,0,0,0,0,0
30466,0,0,1,0,0,38,2,0,23,0,23,5,0,3932160,0
30467,0,0,1,0,0,0,15,0,23,0,0,46,0,65536,0
30468,0,0,1,0,0,0,50,0,23,0,0,46,0,65536,0
30469,0,0,1,0,0,0,827,0,1,0,0,0,0,0,0
30470,0,0,1,0,0,0,1022,0,2,0,0,0,0,0,0
30471,0,0,1,0,0,0,713,0,21,0,0,0,0,0,0
30472,11,184,1,0,0,0,2000,0,27,0,0,0,0,0,0
30473,11,184,1,0,0,0,2000,0,27,0,0,0,0,0,0
30474,11,184,1,0,0,0,2000,0,27,0,0,0,0,0,0
30475,0,0,1,0,0,0,766,0,2,0,0,0,0,0,0
30476,0,0,1,0,0,0,2,0,23,0,7,42,0,0,0
30477,0,0,1,0,0,0,2,0,23,0,7,42,0,0,0
30478,0,0,1,0,0,0,2,0,23,0,7,42,0,0,0
30479,0,1,1,0,65536,0,1,0,27,0,0,17,5,131072,0
30480,0,0,1,0,0,0,0,0,25,0,18,2,0,393216,0
30481,0,0,1,0,0,0,0,0,25,0,18,2,0,393216,0
30482,255,236,0,0,0,0,0,0,32,0,0,0,0,0,0
30483,0,6,0,0,0,0,2,0,14,0,0,0,0,0,0
30484,0,0,1,0,0,0,714,0,21,0,0,0,0,0,0
30485,0,0,1,0,0,0,0,2,8,0,18,0,0,0,0
30486,0,10,1,0,65535,0,65491,0,32,0,0,0,0,0,0
30487,0,0,1,0,0,0,2,0,23,0,0,46,0,0,0
30488,0,0,1,0,0,0,983,0,1,0,0,0,0,0,0
30489,0,0,1,0,0,0,80,0,3,0,0,0,0,0,0
30490,0,0,1,0,0,0,873,0,1,0,0,0,0,0,0
30491,0,0,1,0,0,0,876,0,1,0,0,0,0,0,0
30492,0,0,1,0,5898240,0,0,2,9,0,18,1,0,655360,0
30493,255,236,1,0,0,0,0,0,32,0,0,0,0,0,0
30494,255,226,1,0,0,0,45,0,32,0,0,0,0,0,0
30495,0,1,1,0,0,0,0,0,17,0,0,0,0,0,0
30496,0,0,1,0,0,0,3,0,18,0,18,1,0,327680,1
30497,0,0,1,0,0,0,915,0,1,0,0,0,0,0,0
30498,0,0,1,0,0,0,2,0,23,0,7,42,0,0,0
30499,255,255,1,0,0,0,0,0,17,0,0,0,0,0,0
30500,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0
30501,0,0,1,0,0,0,0,2,8,15,25,51,0,1834811392,0
30502,0,0,1,0,327680,0,3,0,18,0,0,0,0,0,2680
30503,0,0,1,0,0,0,784,0,1,0,0,0,0,0,0
30504,0,0,1,0,0,0,30,0,32,0,0,0,0,0,0
30505,0,0,1,0,0,0,3,0,18,0,18,1,0,327680,2682
30506,255,236,1,2,0,0,0,0,32,15,25,51,0,1834090496,2686
30507,255,255,1,0,5242880,0,0,0,17,0,18,1,0,786432,0
30508,0,1,1,0,5242880,0,0,0,17,0,18,1,0,786432,0
30509,0,0,1,0,0,0,3,0,18,0,0,0,0,0,1
30510,0,0,1,0,0,0,3,0,18,0,18,1,0,327680,2689
30511,0,60,1,0,0,0,0,0,32,0,0,0,0,0,0
30512,0,0,1,0,0,0,0,0,25,0,0,0,0,0,0
30513,0,0,1,0,0,0,0,0,9,0,23,3,0,1966080,0
30514,0,0,1,0,0,0,3,0,18,0,18,1,0,327680,2697
30515,0,30,1,0,0,0,0,0,32,0,0,0,0,0,0
30516,0,0,1,0,0,0,695,0,2,0,0,0,0,0,0
30517,0,60,1,0,0,0,0,0,32,0,0,0,0,0,0
30518,0,0,1,0,0,0,0,2,9,0,23,9,0,2949120,0
30519,0,0,1,0,0,0,0,2,9,0,23,7,0,2949120,0
30520,0,0,1,0,327680,0,3,0,18,0,0,0,0,0,2715
30521,0,0,1,0,327680,0,3,0,18,0,0,0,0,0,2716
30522,0,0,1,0,0,0,3,0,18,0,18,1,0,327680,1
30523,0,2,1,0,0,0,1,0,25,0,18,29,0,1835008,0
30524,0,0,1,0,5242880,0,3,0,18,0,18,1,0,196608,1
30525,0,0,1,0,0,0,713,0,2,0,0,0,0,0,0
30526,0,0,1,0,0,0,1,0,7,0,0,46,0,65536,0
30527,0,0,1,0,0,0,3,0,18,0,18,1,0,327680,2717
30528,0,0,1,0,0,0,3,0,18,0,18,1,0,327680,1
30529,0,0,1,0,65535,0,65446,0,32,0,0,0,0,0,0
30530,0,0,1,0,0,0,3,0,18,0,18,1,0,655360,2730
30531,0,0,1,0,0,0,0,0,25,0,0,0,0,0,0
30532,0,0,1,0,0,1,2,0,23,0,23,1,0,131072,0
30533,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0
30534,0,0,1,0,0,0,3,0,18,0,18,1,0,327680,2739
30535,0,0,1,0,0,0,0,2,9,0,23,3,0,1966080,0
30536,255,196,1,0,0,0,0,0,32,0,0,0,0,0,0
30537,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0
30538,0,46,1,0,86,0,11921,0,19,0,0,0,0,0,0
30539,0,0,1,0,0,0,3,0,18,0,18,1,0,327680,2756
30540,0,0,1,0,0,0,0,0,25,0,0,0,0,0,0
30541,0,0,1,0,0,0,1,0,17,0,0,0,0,0,0
30542,0,0,1,0,0,0,923,0,1,0,0,0,0,0,0
30543,0,30,1,0,0,0,0,0,32,0,0,0,0,0,0
30544,0,60,1,0,0,0,90,0,32,0,0,0,0,0,0
30545,0,10,1,0,86,0,17173,0,19,0,0,0,0,0,0
30546,0,10,1,0,86,0,17189,0,19,0,0,0,0,0,0
30547,0,0,1,0,0,0,3,0,18,0,18,1,0,327680,2699
30548,0,0,1,0,0,0,799,0,1,0,0,0,0,0,0
30549,0,0,1,0,0,0,0,2,9,0,23,3,0,2293760,0
30550,255,226,1,0,0,0,0,0,32,0,0,0,0,0,0
30551,255,246,1,0,0,0,0,0,32,0,0,0,0,0,0
30552,0,0,1,0,0,0,0,0,25,0,18,2,0,393216,0
30553,0,0,1,0,5898240,0,0,2,9,0,18,1,0,327680,0
30554,0,0,1,0,0,0,0,0,25,0,18,2,0,393216,0
30555,0,58,1,0,86,0,49059,0,19,0,0,0,0,0,0
30556,0,58,1,0,86,0,49065,0,19,0,0,0,0,0,0
30557,0,0,1,0,1310720,0,3,0,18,0,0,52,0,0,2807
30558,0,0,1,0,0,0,732,0,21,0,0,0,0,0,0
30559,0,0,1,0,0,0,719,0,21,0,0,0,0,0,0
30560,0,0,1,0,0,0,693,0,21,0,0,0,0,0,0
30561,0,0,1,0,0,0,718,0,21,0,0,0,0,0,0
30562,0,0,1,0,0,0,763,0,21,0,0,0,0,0,0
30563,0,0,1,0,327680,0,854,0,1,0,1,12,0,0,0
30564,0,0,1,0,0,0,763,0,21,0,0,0,0,0,0
30565,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0
30566,0,25,1,0,65535,0,65521,0,32,0,0,0,0,0,0
30567,0,0,1,0,0,0,3,0,18,0,18,1,0,327680,1
30568,0,0,1,0,0,0,704,0,26,0,0,0,0,0,0
30569,0,1,1,0,0,0,1,0,27,15,25,51,0,1842085888,0
30570,0,1,1,0,0,0,1,0,27,15,25,51,0,1869348864,0
30571,0,1,1,0,0,0,1,0,27,15,25,51,0,1869283328,0
30572,0,0,1,0,0,0,2,0,23,0,0,46,0,65536,0
30573,0,0,1,0,0,0,0,0,25,0,18,2,0,393216,0
30574,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0
30575,0,1,1,0,65536,2,0,0,25,15,25,51,0,1869807616,0
30576,0,1,1,0,65536,2,0,0,25,15,25,51,0,1869938688,0
30577,0,1,1,0,65536,2,0,0,25,15,25,51,0,1869873152,0
30578,0,0,1,0,0,0,0,0,24,0,0,0,0,0,0
30579,0,1,1,0,0,0,1,0,27,15,25,51,0,1914306560,0
30580,0,0,1,0,3276800,0,2,0,23,0,0,46,0,65536,0
30581,0,0,1,0,524288,20,2,0,23,0,0,46,0,65536,0
30582,0,0,1,0,0,0,785,0,1,0,0,0,0,0,0
30583,0,0,1,0,0,0,787,0,1,0,0,0,0,0,0
30584,0,0,1,0,0,0,808,0,1,0,0,0,0,0,0
30585,255,246,1,0,0,0,0,0,32,0,0,0,0,0,0
30586,0,10,1,0,0,0,0,0,32,0,0,0,0,0,0
30587,0,0,1,0,0,0,4201,0,1,0,0,0,0,0,0
30588,0,1,1,0,89,0,58847,0,19,0,0,0,0,0,0
30589,0,30,1,0,0,0,0,0,32,0,0,0,0,0,0
30590,0,0,1,0,65536,3,3,0,18,0,18,1,0,983040,1
30591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30595,0,0,1,0,0,0,818,0,1,0,0,0,0,0,0
30596,0,0,1,0,0,0,665,0,2,0,0,0,0,0,0
30597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30600,0,0,1,0,0,0,734,1,21,0,0,0,0,0,0
30601,0,0,1,0,0,0,785,0,1,0,0,0,0,0,0
30602,0,0,1,0,0,0,0,4,8,0,0,0,0,0,0
30603,0,0,1,0,0,0,0,4,8,0,0,0,0,0,0
30604,0,0,1,0,0,0,0,4,8,0,0,0,0,0,0
30605,0,0,1,0,0,0,0,2,8,0,15,21,0,65536,0
30606,0,0,1,0,65535,0,65535,0,17,0,0,0,0,0,0
30607,0,0,1,0,0,0,0,2,8,0,0,0,0,0,0
30608,0,0,1,0,0,0,4227,0,1,0,0,0,0,0,0
30609,0,0,1,0,0,0,0,2,9,0,18,0,0,0,0
30610,0,0,1,0,0,0,0,2,9,0,18,0,0,0,0
30611,0,0,1,0,0,0,0,2,9,0,18,0,0,0,0
30612,0,0,1,0,0,0,0,2,9,0,18,0,0,0,0
30613,0,8,1,0,0,0,5,0,14,0,0,0,0,0,0
30614,0,5,1,0,0,0,3,0,14,0,0,0,0,0,0
30615,0,0,1,0,0,0,816,0,1,0,0,0,0,0,0
30616,0,0,1,0,0,0,816,0,1,0,0,0,0,0,0
30617,0,0,1,0,0,0,710,1,21,0,0,0,0,0,0
30618,0,0,1,0,0,0,816,0,1,0,0,0,0,0,0
30619,0,0,1,0,0,0,1000,0,1,0,0,0,0,0,0
30620,0,0,1,0,65535,0,65535,0,17,0,0,0,0,0,0
30621,0,0,1,0,0,0,1052,0,1,0,0,0,0,0,0
30622,0,0,1,0,0,0,636,0,2,0,0,0,0,0,0
30623,0,0,1,0,0,0,803,0,1,0,0,0,0,0,0
30624,0,0,1,0,0,0,4227,0,1,0,0,0,0,0,0
30625,0,0,1,0,0,0,1002,0,2,0,0,0,0,0,0
30626,0,0,1,0,0,0,4206,0,1,0,0,0,0,0,0
30627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30628,0,0,1,0,0,0,0,4,8,0,0,0,0,0,0
30629,0,0,1,0,0,0,1009,0,1,0,0,0,0,0,0
30630,0,0,1,0,0,0,0,2,9,15,25,51,0,2055536640,0
30631,0,0,1,0,65535,0,65535,0,17,0,0,0,0,0,0
30632,0,0,1,0,65535,0,65535,0,17,0,0,0,0,0,0
30633,0,0,1,0,3276800,0,2,0,23,0,0,46,0,65536,0
30634,0,0,1,0,3276800,0,2,0,23,0,0,46,0,65536,0
30635,0,0,1,0,3276800,0,2,0,23,0,0,46,0,65536,0
30636,0,0,1,0,3276800,0,2,0,23,0,0,46,0,65536,0
30637,0,0,1,0,0,0,2,0,23,0,7,42,0,0,0
30638,0,0,1,0,0,0,2,0,23,0,0,46,0,0,0
30639,0,0,1,0,0,0,2,0,23,0,0,46,0,0,0
30640,0,0,1,0,0,0,2,0,23,0,0,46,0,0,0
30641,0,5,1,0,0,0,3,0,14,0,0,46,0,0,0
30642,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0
30643,0,15,1,0,0,0,10,0,14,0,0,46,0,0,0
30644,0,0,1,0,131072,0,2,0,23,0,23,7,0,5898240,0
30645,0,0,1,0,0,0,4,0,23,0,0,46,0,65536,0
30646,0,0,1,0,0,0,4,0,23,0,0,46,0,65536,0
30647,0,0,1,0,0,0,4,0,23,0,0,46,0,65536,0
30648,0,0,1,0,0,0,4,0,23,0,0,46,0,65536,0
30649,0,0,1,0,0,0,976,0,2,0,0,0,0,0,0
30650,0,0,1,0,0,0,0,0,30,0,0,46,0,0,0
30651,0,0,1,0,0,0,785,0,1,0,0,0,0,0,0
30652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30654,0,0,1,0,0,0,2,0,23,0,0,46,0,0,0
30655,0,0,1,0,0,0,2,0,23,0,0,46,0,0,0
30656,0,0,1,0,0,0,2,0,23,0,0,46,0,0,0
30657,0,0,1,0,0,0,2,0,23,0,0,46,0,0,0
30658,0,0,1,0,1966080,0,2,0,23,0,0,46,0,0,0
30659,0,0,1,0,0,0,2,0,23,0,0,46,0,0,0
30660,0,0,1,0,0,0,963,0,2,0,0,0,0,0,0
30661,0,70,1,0,90,0,61416,0,19,0,0,0,0,0,0
30662,0,0,1,0,5898240,0,0,2,9,0,18,1,0,655360,0
30663,0,0,1,0,0,0,0,2,9,0,23,3,0,2293760,0
30664,0,0,1,0,0,0,4226,0,2,0,0,0,0,0,0
30665,0,0,1,0,0,0,2,0,23,0,0,46,0,0,0
30666,0,0,1,0,0,0,2,0,23,0,0,46,0,0,0
30667,0,0,1,0,0,0,2,0,23,0,0,46,0,0,0
30668,0,0,1,0,0,0,767,2,2,0,18,1,0,327680,1
30669,0,0,1,0,0,0,0,0,24,0,0,0,0,0,0
30670,0,0,1,0,0,0,1050,0,2,0,0,0,0,0,0
30671,0,0,1,0,0,0,764,2,2,0,18,1,0,327680,0
30672,0,0,1,0,0,0,0,0,33,15,18,36,0,1893335040,0
30673,0,0,1,0,0,0,0,0,33,15,18,36,0,1916403712,0
30674,0,0,1,0,0,0,0,2,9,15,25,51,0,1946157056,0
30675,0,0,1,0,0,0,0,2,9,15,25,51,0,1977942016,0
30676,0,0,1,0,0,0,2,0,23,0,0,46,0,0,0
30677,0,0,1,0,0,0,2,0,23,0,0,46,0,0,0
30678,0,0,1,0,0,0,2,0,23,0,0,46,0,0,0
30679,0,30,1,0,0,0,0,0,32,0,0,0,0,0,0
30680,0,0,1,0,5898240,0,0,2,9,0,18,1,0,524288,0
30681,0,0,1,0,0,0,0,0,25,0,18,2,0,393216,0
30682,0,0,1,0,0,0,2,0,23,0,0,46,0,0,0
30683,0,0,1,0,65536,0,2,0,23,0,0,17,10,393216,0
30684,0,0,1,0,65536,0,2,0,23,0,0,17,17,720896,0
30685,0,0,1,0,65536,0,2,0,23,0,0,17,24,1179648,0
30686,0,0,1,0,65536,3,3,0,18,0,18,44,0,655360,1
30687,0,60,1,0,0,0,0,0,32,0,0,0,0,0,0
30688,0,0,1,0,1966080,0,2,0,23,0,0,46,0,65536,0
30689,0,0,1,0,0,0,2,0,23,0,7,42,0,0,0
30690,0,0,1,0,0,0,2,0,23,0,7,42,0,0,0
30691,0,0,1,0,0,0,5,0,16,0,0,0,0,0,0
30692,0,0,1,0,0,0,0,0,33,15,18,36,0,1902641152,0
30693,0,0,1,0,5898240,0,0,2,9,0,18,1,0,983040,0
30694,0,0,1,0,5898240,0,0,2,9,0,18,1,0,983040,0
30695,0,0,1,0,0,0,0,2,9,0,23,3,0,5898240,0
30696,0,0,1,0,65536,3,3,0,18,0,18,1,0,655360,2970
30697,0,0,1,0,65536,3,3,0,18,0,18,1,0,655360,2941
30698,0,0,1,0,65536,3,3,0,18,0,18,1,0,655360,2976
30699,0,0,1,0,0,0,2,0,23,0,0,46,0,0,0
30700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30701,0,0,1,0,0,0,2,0,23,0,0,46,0,65536,0
30702,0,0,1,0,0,0,2,0,23,0,0,46,0,65536,0
30703,0,0,1,0,0,0,2,0,23,0,0,46,0,65536,0
30704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30710,0,0,1,0,0,0,817,0,1,0,0,0,0,0,0
30711,255,236,1,0,0,0,0,0,32,0,0,0,0,0,0
30712,0,0,1,0,0,0,709,0,21,0,0,0,0,0,0
30713,0,0,1,0,0,0,724,0,21,0,0,0,0,0,0
30714,0,0,1,0,0,0,692,0,21,0,0,0,0,0,0
30715,0,0,1,0,65536,12,2,0,23,0,1,12,0,0,0
30716,0,0,1,0,0,0,724,0,21,0,0,0,0,0,0
30717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30718,0,0,1,0,0,0,713,0,21,0,0,0,0,0,0
