Index,0 [0x7][0xc],1 [0x0][0x8],2 [0x0][0x0],3 [0x0][0x4]
2095,24,"","parchemin stellaire","-"
2096,24,"","Contrats de chasse","-"
2097,24,"","Contrat d'élite","-"
2098,24,"","L'Arbre du jugement (brutal)","Arbre du jugement (brutal)"
2099,24,"","L'Arbre du jugement (extrême)","Arbre du jugement (extrême)"
2100,24,"","La Tour de Syrcus","Tour de Syrcus"
2101,24,"","Les Méandres de Bahamut (sadique)","Méandres de Bahamut (sadique)"
2102,24,"","La Plaine de Carteneau","Plaine de Carteneau"
2103,24,"","L'Île de Crèvecarène","Île de Crèvecarène"
2104,24,"","Front","-"
2105,24,"","bas niveau","-"
2106,24,"","expert","-"
2107,24,"","haut niveau","-"
2108,24,"","L'Abîme de Bahamut","Abîme de Bahamut"
2109,24,"","L'Amphithéâtre d'Akh Afah (brutal)","Amphithéâtre d'Akh Afah (brutal)"
2110,24,"","L'Amphithéâtre d'Akh Afah (extrême)","Amphithéâtre d'Akh Afah (extrême)"
2111,24,"","Manteneige","-"
2112,24,"","Le Col du dragon","Col du dragon"
2113,24,"","Quêtes de livraison","-"
2114,24,"","La Fontaine d'Urth","Fontaine d'Urth"
2115,24,"","Le Monde des Ténèbres","Monde des Ténèbres"
2116,24,"","Ruines frontalières","-"
2117,24,"","annexion","-"
2118,24,"","suppression","-"
2119,24,"","Le Gardien du lac","Gardien du lac"
2120,24,"","Revanche au vieux château","-"
2121,24,"","Ascien","-"
2122,24,"","néant","le néant"
2123,24,"","La Grande bibliothèque de Gubal","Grande bibliothèque de Gubal"
2124,24,"","Nalloncques","-"
2125,24,"","La Voûte","Voûte"
2126,24,"","Le Continuum fractal","Continuum fractal"
2127,24,"","Le Vigile du crépuscule","Vigile du crépuscule"
2128,24,"","Sohm Al","-"
2129,24,"","Le Laboratoire de magismologie","Laboratoire de magismologie"
2130,24,"","L'Aire","Aire"
2131,24,"","Thok ast Thok (brutal)","-"
2132,24,"","Thok ast Thok (extrême)","-"
2133,24,"","L'Immensité bleue (brutal)","Immensité bleue (brutal)"
2134,24,"","L'Immensité bleue (extrême)","Immensité bleue (extrême)"
2135,24,"","le Rocher des tréfonds","Rocher des tréfonds"
2136,24,"","invasion","-"
2137,24,"","Alexander","-"
2138,24,"","Alexander (sadique)","-"
2139,24,"","Gordias","-"
2140,24,"","La Chrysalide (normal)","Chrysalide (normal)"
2141,24,"","Le Siège de la sainte Cité d'Ishgard (normal)","Siège de la sainte Cité d'Ishgard (normal)"
2142,24,"","Le Réacteur de singularité (normal)","Réacteur de singularité (normal)"
2200,49,"Mount","【Montures】","Montures."
2201,50,"ClassJob[1-33]","【Classes et jobs】","Classes et jobs."
2202,51,"PlaceName[20-37,39-59,61-65,67-67,94-94,107-107,123-123,129-129,140-140,154-154,184-184,206-206,216-216,218-218,223-223,237-237,239-239,271-271,290-290,300-300,313-313,323-323,325-325,331-331,337-337,350-350,357-361,386-386,388-388,392-392,406-406,411-411,425-427,440-440,459-459,462-462,477-477,497-498,694-694,1301-1305,1334-1334,1363-1363,1374-1374,1390-1390,1399-1399,1406-1410,1484-1484,1500-1500,2000-2002,2018-2018,2025-2025,2042-2042,2046-2046,2081-2082,2100-2101,2116-2116,2123-2123,2131-2131,2200-2200,2204-2204,2300-2301]","【Lieux】","Lieux."
2203,52,"Race","【Races】","Races."
2204,53,"Tribe","【Ethnies】","Ethnies."
2205,54,"GuardianDeity[1-12]","【Divinités protectrices】","Divinites protectrices."
2206,55,"GeneralAction[1-10,12-22]","【Actions générales】","Actions generales."
2207,56,"Action[9-191,197-208,210-222,224-228,231-239,241-244,252-252,260-260,276-279,281-281,283-297,299-300,2135-2135,2240-2252,2254-2272,2864-2890,3359-3362,3487-3487,3538-3587,3590-3643,4072-4087,4095-4097,4100-4100,4102-4106,4179-4179,4238-4248,4262-4262,4401-4406,4560-4560]","【Actions des disciples de la guerre et de la magie】","Actions des disciples de la guerre et de la magie."
2208,57,"CraftAction[100001-100010,100020-100020,100033-100033,100036-100036,100039-100039,100050-100050,100063-100063,100066-100066,100069-100069,100083-100083,100095-100095,100098-100098,100108-100108,100120-100120,100128-100128,100136-100137,100145-100145,100153-100153,100161-100161,100169-100169,100177-100187]","【Actions des disciples de la main】","Actions des disciples de la main."
2209,58,"BuddyAction","【Actions des compagnons】","Actions des compagnons."
2210,59,"PetAction[1-35,37-39]","【Actions des familiers】","Actions des familiers."
2211,60,"Weather[col-1,1-11,14-17,19-20,22-23,25-25,29-29,35-36,40-40,49-51]","【Météo】","Meteo."
2212,61,"MainCommand[col-4,1-36,41-42,44-44,56-62,64-99]","【Divers】","Divers."
2213,62,"TextCommand[col-8,col-5,100-211,213-321,323-699]","【Commandes texte】","Commandes texte."
2214,63,"Action[1558-1609]","【Actions JcJ】","Actions JcJ."
2215,64,"Pet[col-1,1-9]","【Familiers】","Familiers."
2216,65,"Companion[noun,1-67,71-174]","【Mascottes】","Mascottes."
3000,25,"@","【Gold Saucer】","Gold Saucer."
3001,25,"","course de chocobos","-"
3002,25,"","chocobo de course","-"
3003,25,"","jeune chocobo","-"
3004,25,"","chocobo à la retraite","-"
3005,25,"","accouplement","-"
3006,25,"","cote","-"
3007,25,"","niveau du pedigree","-"
3008,25,"","course aléatoire","-"
3009,25,"","Route de Sagolii","-"
3010,25,"","Sentes tranquilles","-"
3011,25,"","Triple Triade","-"
3012,25,"","carte de Triple Triade","-"
3013,25,"","famille","-"
3014,25,"","rareté","-"
3015,25,"","duel","-"
3016,25,"","compétition","-"
3017,25,"","tournoi","-"
3018,25,"","points du tournoi","-"
3019,25,"","règles spéciales","-"
3020,25,"","règles locales","-"
3021,25,"","règles initiales","-"
3022,25,"","règles du tournoi","-"
3023,25,"","Toutes sur table","-"
3024,25,"","Trois sur table","-"
3025,25,"","Identique","-"
3026,25,"","Mort subite","-"
3027,25,"","Plus","-"
3028,25,"","Aléatoire","-"
3029,25,"","Ordre","-"
3030,25,"","Chaos","-"
3031,25,"","Inversion","-"
3032,25,"","Tueur d'as","-"
3033,25,"","Bonus","-"
3034,25,"","Malus","-"
3035,25,"","Échange","-"
3036,25,"","Roulette","-"
3037,25,"","jeu","-"
3038,25,"","Règle souhaitée : ","-"
3039,25,"","JACTA","-"
3040,25,"","Cactpot","-"
3041,25,"","Méga Cactpot","-"
3042,25,"","Mini Cactpot","-"
3043,25,"","numéros gagnants","numéro gagnant"
