Index,0 [0x3][0x4],1 [0x5][0x0],2 [0x3][0x5],3 [0x3][0x6],4 [0x5][0x2],5 [0x3][0x7]
907,3,9995,1,11,3526,1
908,3,9995,4,1,3350,1
909,3,144,1,2,3505,1
910,3,156,1,22,3002,1
911,3,101,1,2,3143,1
912,3,196,2,1,3506,1
913,3,177,2,1,3178,1
914,3,176,3,1,3507,1
915,3,49,4,1,3508,1
916,3,148,3,1,3509,1
917,3,226,1,1,3510,1
918,3,55,3,1,3511,1
919,3,173,1,5,3512,1
920,3,16,1,1,3052,99
921,3,25,1,1,3053,99
922,3,43,1,1,3015,99
923,3,80,1,1,3054,99
924,3,141,1,1,3180,99
925,3,227,1,1,3513,1
926,3,228,1,1,3514,1
927,3,47,3,1,3515,1
928,3,156,1,23,3002,1
929,3,229,1,1,3516,1
930,3,230,1,1,3517,1
931,3,156,1,24,3002,1
932,3,132,1,2,3172,1
933,3,132,1,3,3172,1
934,3,132,1,4,3172,1
935,3,231,1,1,3518,1
936,3,232,1,1,3002,1
937,3,232,2,1,3002,1
938,5,0,0,1,3505,1
939,5,0,0,1,3505,1
940,5,0,0,1,3505,1
941,3,159,1,2,3338,1
942,3,233,1,1,3519,1
943,3,233,2,1,3520,1
944,3,233,3,1,3521,1
945,3,234,1,1,3522,1
946,3,234,2,1,3523,1
947,3,159,2,1,3002,2
948,3,235,1,1,3527,1
949,3,11,2,1,3528,1
950,3,34,3,1,3529,1
951,3,35,3,1,3007,1
952,3,64,4,1,3530,1
953,3,118,2,1,3531,1
954,3,146,3,1,3532,1
955,3,236,1,1,3533,1
956,3,237,1,1,3534,1
957,3,238,1,1,3535,1
958,3,168,2,1,3536,2
959,3,70,2,2,3486,1
960,3,156,1,25,3002,1
961,4,7110,0,1,3002,1
962,3,240,1,1,3537,1
963,3,241,1,1,3538,1
964,3,242,1,1,3539,1
965,3,192,2,1,3401,1
966,2,1,1,1,3073,1
967,2,1008,1,3,3120,1
968,3,53,1,2,3080,1
969,3,126,1,2,3166,1
970,3,61,1,2,3126,2
971,3,125,1,2,3165,1
972,3,140,1,3,3179,1
973,3,9009,1,1,3002,1
974,3,64,5,1,3463,3
975,3,243,1,1,3540,1
976,3,244,1,1,3901,1
977,3,245,1,1,3542,1
978,2,1007,6,1,3543,1
979,3,1,4,1,3544,2
980,3,99,2,1,3545,2
981,3,130,1,2,3170,1
982,3,172,2,1,3547,1
983,3,239,1,1,3548,1
984,3,246,1,1,3549,1
985,3,247,1,1,3550,1
986,3,248,1,1,3551,1
987,3,23,2,1,3552,1
988,3,8117,1,1,3553,1
989,3,8118,1,1,3419,1
990,3,8119,1,1,3104,1
991,3,8120,1,1,3554,1
992,3,236,2,1,3555,1
993,1,0,1,1,3002,103
994,3,63,1,5,3107,1
995,3,63,1,6,3107,1
996,3,64,6,1,3463,3
997,3,249,1,1,3558,1
998,3,250,1,1,3559,1
999,3,251,1,1,3200,1
1000,3,252,1,1,3200,1
1001,3,253,1,1,3200,1
1002,3,254,1,1,3200,1
1003,3,255,1,1,3200,1
1004,3,127,1,2,3167,1
1005,3,70,1,5,3131,1
1006,3,153,1,7,3002,1
1007,3,156,1,26,3002,1
1008,3,156,1,27,3002,1
1009,3,156,1,28,3002,1
1010,3,256,1,1,3002,1
1011,3,257,1,1,3546,1
1012,3,233,4,1,3519,1
1013,3,55,1,14,3031,1
1014,3,87,1,7,3100,1
1015,3,156,1,29,3002,1
1016,3,8121,1,1,3556,1
1017,3,8122,1,1,3556,1
1018,3,88,1,1,3075,2
1019,3,226,1,2,3510,1
1020,3,226,1,3,3510,1
1021,3,105,5,1,3563,2
1022,3,28,2,6,3045,99
1023,3,28,2,7,3045,99
1024,1,0,1,1,3002,104
1025,3,156,1,30,3002,1
1026,3,71,1,2,3562,1
1027,3,7101,1,1,3002,1
1028,3,7101,2,1,3002,1
1029,3,105,1,1,3560,1
1030,3,230,1,2,3517,1
1031,1,0,1,1,3002,105
1032,3,55,2,2,3031,1
1033,3,9,1,5,3024,1
1034,3,5,2,2,3087,1
1035,3,9,1,4,3024,1
1036,3,27,1,3,3025,1
1037,3,41,1,5,3013,1
1038,3,44,1,4,3018,1
1039,3,45,1,4,3019,1
1040,3,49,3,2,3494,1
1041,3,58,3,1,3081,1
1042,3,60,4,1,3125,1
1043,3,64,3,2,3463,1
1044,3,64,4,2,3530,1
1045,3,84,3,2,3485,1
1046,3,88,1,2,3075,1
1047,3,103,2,1,3145,1
1048,3,119,1,2,3159,1
1049,3,119,1,3,3159,1
1050,3,119,2,2,3159,1
1051,3,119,3,1,3159,1
1052,3,140,1,4,3179,1
1053,3,142,1,2,3181,1
1054,3,145,3,1,3184,2
1055,3,176,3,2,3507,1
1056,3,181,1,2,3377,1
1057,3,215,2,2,3487,1
1058,3,234,2,2,3523,1
1059,3,258,1,1,3557,1
1060,3,259,1,1,3566,1
1061,3,260,1,1,3567,1
1062,3,261,1,1,3568,1
1063,3,261,2,1,3568,1
1064,3,262,1,1,3569,1
1065,3,263,1,1,3002,1
1066,2,1023,1,1,3597,1
1067,2,1024,1,1,3911,1
1068,3,8129,1,2,3449,1
1069,3,8138,1,1,3449,1
1070,3,281,1,1,3002,1
1071,3,283,1,1,3583,1
1072,3,5,2,3,3087,1
1073,3,24,1,3,3002,1
1074,3,12,1,3,3197,1
1075,3,89,1,1,3349,1
1076,3,55,2,3,3031,1
1077,3,8127,1,1,3231,1
1078,3,87,1,8,3100,1
1079,3,87,1,9,3100,1
1080,3,172,2,2,3547,1
1081,3,187,1,2,3396,1
1082,3,189,1,2,3398,1
1083,3,219,1,2,3472,1
1084,3,240,1,2,3537,1
1085,3,244,1,2,3901,2
1086,3,244,1,3,3901,3
1087,3,244,1,4,3901,1
1088,3,247,1,2,3550,1
1089,2,2,2,1,3598,1
1090,1,501,1,1,3002,12
1091,3,199,4,1,3002,1
1092,3,161,1,2,3353,1
1093,3,161,2,1,3353,1
1094,3,172,1,4,3374,1
1095,3,264,1,1,3586,1
1096,3,265,1,1,3002,1
1097,3,265,1,2,3002,1
1098,3,12,2,1,3197,1
1099,3,141,3,1,3600,1
1100,2,1021,2,1,3577,1
1101,2,1001,6,1,3565,2
1102,1,0,1,1,3002,106
1103,1,0,1,1,3002,107
1104,1,0,1,1,3002,108
1105,3,266,1,1,3002,1
1106,3,267,1,1,3570,1
1107,3,278,1,1,3194,1
1108,3,278,1,2,3194,1
1109,3,278,1,3,3194,1
1110,3,278,1,4,3194,1
1111,3,278,1,5,3194,1
1112,3,278,1,6,3194,1
1113,3,278,1,7,3194,1
1114,3,278,1,8,3194,1
1115,3,278,1,9,3194,1
1116,3,278,1,10,3194,1
1117,3,278,1,11,3194,1
1118,3,278,1,12,3194,1
1119,3,278,1,13,3194,1
1120,3,278,1,14,3194,1
1121,3,278,1,15,3194,1
1122,3,278,1,16,3194,1
1123,3,278,2,1,3194,1
1124,3,278,2,2,3194,1
1125,3,278,2,3,3194,1
1126,3,278,2,4,3194,1
1127,3,278,2,5,3194,1
1128,3,278,2,6,3194,1
1129,3,278,2,7,3194,1
1130,3,278,2,8,3194,1
1131,3,278,2,9,3194,1
1132,3,278,2,10,3194,1
1133,3,278,2,11,3194,1
1134,3,278,2,12,3194,1
1135,3,278,2,13,3194,1
1136,3,278,2,14,3194,1
1137,3,278,2,15,3194,1
1138,3,278,2,16,3194,1
1139,3,278,3,1,3194,1
1140,3,278,3,2,3194,1
1141,3,278,3,3,3194,1
1142,3,278,3,4,3194,1
1143,3,278,3,5,3194,1
1144,3,278,3,6,3194,1
1145,3,278,3,7,3194,1
1146,3,278,3,8,3194,1
1147,3,278,3,9,3194,1
1148,3,278,3,10,3194,1
1149,3,278,3,11,3194,1
1150,3,278,3,12,3194,1
1151,3,278,3,13,3194,1
1152,3,278,3,14,3194,1
1153,3,278,3,15,3194,1
1154,3,278,3,16,3194,1
1155,3,138,1,2,3177,1
1156,3,141,1,3,3180,1
1157,3,146,3,2,3532,1
1158,3,215,2,3,3487,1
1159,3,236,1,2,3533,1
1160,3,267,1,2,3570,1
1161,3,234,3,1,3564,1
1162,3,8004,2,1,3207,1
1163,3,8123,1,1,3331,1
1164,3,8124,1,1,3575,1
1165,3,8125,1,1,3419,1
1166,3,8126,1,1,3231,1
1167,3,8128,1,1,3419,1
1168,3,8129,1,1,3449,1
1169,3,8130,1,1,3451,1
1170,3,8131,1,1,3451,1
1171,3,8132,1,1,3245,1
1172,3,8133,1,1,3244,1
1173,3,8134,1,1,3213,1
1174,3,8135,1,1,3244,1
1175,3,8136,1,1,3481,1
1176,3,8137,1,1,3419,1
1177,5,0,0,1,3080,1
1178,5,0,0,1,3542,1
1179,5,0,0,1,3538,1
1180,5,0,0,1,3540,1
1181,3,118,2,2,3531,1
1182,3,12,1,4,3197,1
1183,3,12,2,2,3197,1
1184,3,17,3,2,3029,1
1185,3,63,1,7,3107,1
1186,3,63,3,1,3107,1
1187,3,66,1,2,3129,1
1188,3,234,2,3,3523,1
1189,3,234,2,4,3523,1
1190,3,239,1,2,3548,1
1191,3,239,1,3,3548,1
1192,3,268,1,1,3002,1
1193,3,269,1,1,3002,1
1194,3,270,1,1,3002,1
1195,3,93,1,6,3079,1
1196,3,271,1,2,3002,1
1197,3,271,1,3,3002,1
1198,3,271,1,4,3002,1
1199,3,271,1,5,3002,1
1200,3,271,1,6,3002,1
1201,3,271,1,7,3002,1
1202,3,271,1,8,3002,1
1203,3,271,1,9,3002,1
1204,3,271,1,10,3002,1
1205,3,272,1,1,3002,1
1206,3,272,1,2,3002,1
1207,3,272,1,3,3002,1
1208,3,273,1,1,3002,1
1209,3,273,1,2,3002,1
1210,3,49,4,2,3508,1
1211,3,89,1,2,3349,1
1212,3,8076,1,2,3435,1
1213,3,8086,1,2,3449,1
1214,3,236,1,3,3533,1
1215,3,237,1,2,3534,1
1216,3,183,2,3,3381,1
1217,3,118,2,3,3158,1
1218,3,17,4,4,3492,1
1219,3,54,5,2,3525,1
1220,3,233,1,2,3519,1
1221,3,49,4,3,3508,1
1222,3,267,1,3,3570,1
1223,3,34,3,2,3529,1
1224,3,5,2,4,3087,1
1225,3,238,1,2,3535,1
1226,3,177,2,2,3178,1
1227,3,233,2,2,3520,1
1228,3,22,5,1,3095,1
1229,3,189,1,3,3398,1
1230,3,8068,1,2,3412,1
1231,3,282,1,1,3582,1
1232,3,275,1,1,3002,1
1233,3,276,1,1,3578,1
1234,3,277,1,1,3579,1
1235,3,12,3,1,3197,1
1236,3,12,1,5,3197,1
1237,3,91,1,2,3083,1
1238,3,60,2,3,3125,1
1239,3,257,2,1,3546,1
1240,3,279,1,1,3490,1
1241,2,1024,1,1,3911,200
1242,2,1025,1,1,3573,200
1243,2,1025,4,1,3574,200
1244,3,271,1,11,3002,1
1245,3,271,1,12,3002,1
1246,3,271,1,1,3002,1
1247,4,9191,0,1,3002,1
1248,4,9193,0,1,3002,1
1249,3,60,2,4,3576,1
1250,2,1025,1,1,3002,1
1251,3,60,1,1,3125,110
1252,3,63,1,1,3107,110
1253,3,63,1,2,3107,110
1254,3,63,1,3,3107,110
1255,3,63,1,4,3107,110
1256,3,63,2,1,3107,110
1257,3,63,3,1,3107,110
1258,3,163,1,1,3107,110
1259,3,163,1,2,3107,110
1260,3,163,1,3,3107,110
1261,3,163,1,4,3107,110
1262,3,163,2,1,3107,110
1263,3,239,1,2,3548,110
1264,3,228,1,2,3514,1
1265,1,0,1,1,3002,1
1266,3,274,1,1,3002,1
1267,3,274,1,2,3002,1
1268,3,274,1,3,3002,1
1269,3,234,4,1,3002,1
1270,3,280,1,1,3581,1
1271,3,282,2,1,3582,1
1272,3,284,1,1,3584,1
1273,3,285,1,1,3585,1
1274,3,11,3,1,3002,1
1275,3,70,3,1,3002,1
1276,3,71,3,1,3002,1
1277,3,63,1,8,3107,1
1278,3,163,1,5,3107,1
1279,3,241,1,2,3538,1
1280,3,101,1,3,3143,1
1281,3,37,2,1,3009,1
1282,3,273,1,3,3002,1
1283,1,101,1,1,3572,1
1284,4,9421,0,1,3002,1
1285,4,9596,0,1,3002,1
1286,4,9597,0,1,3002,1
1287,4,9598,0,1,3002,1
1288,0,0,0,1,3002,1
1289,0,0,0,1,3002,1
1290,4,9449,0,1,3002,1
1291,4,9569,0,1,3002,1
1292,4,9406,0,1,3002,1
1293,3,42,5,1,3002,1
1294,3,42,5,2,3002,1
1295,3,89,1,3,3349,1
1296,3,141,1,4,3180,1
1297,3,176,4,1,3002,1
1298,3,286,1,1,3002,1
1299,3,286,1,2,3002,1
1300,3,287,1,1,3002,1
1301,2,1009,10,1,3002,1
1302,3,235,1,1,3002,1
1303,3,288,1,1,3002,1
1304,3,58,4,1,3002,1
1305,3,69,1,2,3130,1
1306,3,234,1,2,3522,1
1307,3,234,1,3,3522,1
1308,3,26,1,6,3002,1
1309,3,26,1,7,3002,1
1310,3,39,5,1,3002,1
1311,3,55,1,15,3002,1
1312,3,65,3,1,3002,1
1313,3,243,1,2,3540,1
1314,3,265,1,3,3002,1
1315,3,289,1,1,3002,1
1316,3,290,1,1,3002,1
1317,3,291,1,1,3002,1
1318,3,8139,1,1,3002,1
1319,3,8140,1,1,3002,1
1320,3,8141,1,1,3002,1
1321,3,8142,1,1,3002,1
1322,3,8143,1,1,3002,1
1323,3,53,1,3,3080,1
1324,3,10,1,5,3037,1
1325,3,22,1,3,3095,1
1326,3,292,1,1,3607,1
1327,3,103,2,2,3145,1
1328,0,0,0,1,3002,1
1329,0,0,0,1,3002,1
1330,0,0,0,1,3002,1
1331,0,0,0,1,3002,1
1332,0,0,0,1,3002,1
1333,0,0,0,1,3002,1
1334,0,0,0,1,3002,1
1335,0,0,0,1,3002,1
1336,0,0,0,1,3002,1
1337,0,0,0,1,3002,1
1338,0,0,0,1,3002,1
1339,0,0,0,1,3002,1
1340,0,0,0,1,3002,1
1341,0,0,0,1,3002,1
1342,0,0,0,1,3002,1
1343,0,0,0,1,3002,1
1344,0,0,0,1,3002,1
1345,0,0,0,1,3002,1
1346,0,0,0,1,3002,1
1347,0,0,0,1,3002,1
1348,0,0,0,1,3002,1
1349,0,0,0,1,3002,1
1350,0,0,0,1,3002,1
1351,0,0,0,1,3002,1
1352,0,0,0,1,3002,1
1353,0,0,0,1,3002,1
1354,0,0,0,1,3002,1
1355,0,0,0,1,3002,1
1356,0,0,0,1,3002,1
1357,0,0,0,1,3002,1
1358,0,0,0,1,3002,1
1359,0,0,0,1,3002,1
1360,0,0,0,1,3002,1
1361,0,0,0,1,3002,1
1362,0,0,0,1,3002,1
1363,0,0,0,1,3002,1
1364,0,0,0,1,3002,1
1365,0,0,0,1,3002,1
1366,0,0,0,1,3002,1
1367,0,0,0,1,3002,1
1368,0,0,0,1,3002,1
1369,0,0,0,1,3002,1
1370,0,0,0,1,3002,1
1371,0,0,0,1,3002,1
1372,0,0,0,1,3002,1
1373,0,0,0,1,3002,1
1374,0,0,0,1,3002,1
1375,0,0,0,1,3002,1
1376,0,0,0,1,3002,1
1377,0,0,0,1,3002,1
1378,0,0,0,1,3002,1
1379,0,0,0,1,3002,1
1380,0,0,0,1,3002,1
1381,0,0,0,1,3002,1
1382,0,0,0,1,3002,1
1383,0,0,0,1,3002,1
1384,0,0,0,1,3002,1
1385,0,0,0,1,3002,1
1386,0,0,0,1,3002,1
1387,0,0,0,1,3002,1
1388,0,0,0,1,3002,1
1389,0,0,0,1,3002,1
1390,0,0,0,1,3002,1
1391,0,0,0,1,3002,1
1392,0,0,0,1,3002,1
1393,0,0,0,1,3002,1
1394,0,0,0,1,3002,1
1395,0,0,0,1,3002,1
1396,0,0,0,1,3002,1
1397,0,0,0,1,3002,1
1398,0,0,0,1,3002,1
1399,0,0,0,1,3002,1
1400,0,0,0,1,3002,1
