Index,0 [0x19][0x14],1 [0x3][0x10],2 [0x3][0x11],3 [0x5][0x4],4 [0x5][0x6],5 [0x6][0x0],6 [0x5][0x8],7 [0x3][0x12],8 [0x3][0x13],9 [0x5][0xa],10 [0x5][0xc],11 [0x5][0xe]
503,false,19,55,1,60,221760,0,72,0,312,0,430
504,false,19,55,1,60,221760,0,72,0,312,0,431
505,false,19,54,1,60,221760,0,72,0,291,0,432
506,false,0,1,1,0,0,0,0,0,0,0,0
507,false,0,1,1,0,0,0,0,0,0,0,0
508,false,0,1,1,0,0,0,0,0,0,0,0
509,false,0,1,1,0,0,0,0,0,0,0,0
510,false,0,1,1,0,0,0,0,0,0,0,0
511,false,0,1,1,0,0,0,0,0,0,0,0
512,false,0,1,1,0,0,0,0,0,0,0,0
513,false,0,1,1,0,0,0,0,0,0,0,0
514,false,0,1,1,0,0,0,0,0,0,0,0
515,false,0,1,1,0,0,0,0,0,0,0,0
516,false,0,1,1,0,0,0,0,0,0,0,0
517,false,0,1,1,0,0,0,0,0,0,0,0
518,false,0,1,1,0,0,0,0,0,0,0,0
519,false,0,1,1,0,0,0,0,0,0,0,0
520,false,0,1,1,0,0,0,0,0,0,0,0
521,false,0,1,1,0,0,0,0,0,0,0,0
522,false,0,1,1,0,0,0,0,0,0,0,0
523,false,0,1,1,0,0,0,0,0,0,0,0
524,false,0,1,1,0,0,0,0,0,0,0,0
525,false,0,1,1,0,0,0,0,0,0,0,0
526,false,0,1,1,0,0,0,0,0,0,0,0
527,false,0,1,1,0,0,0,0,0,0,0,0
528,false,0,1,1,0,0,0,0,0,0,0,0
529,false,0,1,1,0,0,0,0,0,0,0,0
530,false,0,1,1,0,0,0,0,0,0,0,0
531,false,0,1,1,0,0,0,0,0,0,0,0
532,false,0,1,1,0,0,0,0,0,0,0,0
533,false,0,1,1,0,0,0,0,0,0,0,0
534,false,0,1,1,0,0,0,0,0,0,0,0
535,false,0,1,1,0,0,0,0,0,0,0,0
536,false,0,1,1,0,0,0,0,0,0,0,0
537,false,0,1,1,0,0,0,0,0,0,0,0
538,false,0,1,1,0,0,0,0,0,0,0,0
539,false,0,1,1,0,0,0,0,0,0,0,0
540,false,0,1,1,0,0,0,0,0,0,0,0
541,false,0,1,1,0,0,0,0,0,0,0,0
542,false,0,1,1,0,0,0,0,0,0,0,0
543,false,0,1,1,0,0,0,0,0,0,0,0
544,false,0,1,1,0,0,0,0,0,0,0,0
545,false,0,1,1,0,0,0,0,0,0,0,0
546,false,0,1,1,0,0,0,0,0,0,0,0
547,false,0,1,1,0,0,0,0,0,0,0,0
548,false,0,1,1,0,0,0,0,0,0,0,0
549,false,0,1,1,0,0,0,0,0,0,0,0
550,false,0,1,1,0,0,0,0,0,0,0,0
