Index,0 [0x0][0x0],1 [0x2][0x14],2 [0x0][0x4],3 [0x2][0x15],4 [0x2][0x16],5 [0x2][0x17],6 [0x2][0x18],7 [0x2][0x19],8 [0x0][0x8],9 [0x0][0xc],10 [0x0][0x10],11 [0x5][0x24],12 [0x3][0x30],13 [0x3][0x31],14 [0x3][0x32],15 [0x3][0x33],16 [0x3][0x34],17 [0x3][0x35],18 [0x3][0x36],19 [0x3][0x37],20 [0x3][0x38],21 [0x19][0x40],22 [0x1a][0x40],23 [0x1b][0x40],24 [0x1c][0x40],25 [0x5][0x26],26 [0x1d][0x40],27 [0x1e][0x40],28 [0x5][0x28],29 [0x5][0x2a],30 [0x1f][0x40],31 [0x3][0x39],32 [0x3][0x3a],33 [0x5][0x2c],34 [0x3][0x3b],35 [0x3][0x3c],36 [0x3][0x3d],37 [0x20][0x40],38 [0x19][0x41],39 [0x1a][0x41],40 [0x1b][0x41],41 [0x1c][0x41],42 [0x3][0x3e],43 [0x5][0x2e],44 [0x3][0x3f],45 [0x0][0x1c],46 [0x0][0x20]
49,"wind-up goblin",0,"wind-up goblins",0,0,1,0,0,"Summon your wind-up goblin minion. Even this automaton's gobbiebag is bigger than yours.","Designed to resemble goblin hero Brayflox Alltalks, you cannot help but wonder at the symbol carved into the sole of its left foot─the mark of the dreaded Illuminati.","Illuminati brainfruit\nis frontmost!\n  - Illuminati Member",467,100,10,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4543,207,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
50,"wind-up sylph",0,"wind-up sylphs",0,0,1,0,0,"Summon your wind-up sylph minion. If it could speak, it would be in the third person.","Unlike most species in which the female bears the offspring, only sylph males are capable of reproduction, and they do so via the single flower found upon their heads. After the flower is fertilized, it will eventually fall off,\ngiving rise to a child\nknown as a podling.","Helping sylphs with their\nproblems is a jolly fine\nway to make friends.\n  - Path Companion",468,100,30,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4549,208,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
51,"wind-up cursor",0,"wind-up cursors",0,0,1,0,0,"Summon your wind-up cursor minion. Modeled after the ivory glove of Oschon, the Wanderer, does this clockwork hand follow you...or guide you?","If we are to believe the slurred ravings of a self-proclaimed goblin theologian deep in his cups, this seemingly inconspicuous white glove is actually the “Hand of Fate” by which all of us are controlled from a dimension beyond the\naether.","I trust ye had enough\nfingers to help ye through\nthe tallyin'.\n  - Yulgi Honalgi",469,100,20,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4544,220,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
52,"wind-up airship",0,"wind-up airships",0,0,1,0,0,"Summon your wind-up airship minion. A fully operational model of the legendary vessel, the <i>Invincible</i>.","Despite it being the first, and most ambitious undertaking by Highwind Skyways founder Tatanora, the <i>Invincible</i> actually never took flight─its ten-year construction period plagued by accidents, material shortages, sabotage, and\noutright incompetence.","Up in the sky, look! It's a\nbird─ No, it's an airship─\nNo! It's the inspector!\n  - Nashu Mhakaracca",470,100,30,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4545,222,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
53,"wind-up Qiqirn",0,"wind-up Qiqirn",0,0,1,0,0,"Summon your wind-up Qiqirn minion. As adorable as the real thing, without the ratty odor.","Once upon a time, there was not a man, woman, or child in all of Limsa Lominsa who did not know the name Zazaroon, mummer extraordinaire. However, a taste for spiced rum, a failed marriage, and several run-ins with the Barracudas\nsaw the Qiqirn fall from\nthe limelight into oblivion.","The Qiqirn are a nuisance\nat the best of times.\n  - Roseline",471,90,30,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4546,205,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
54,"black chocobo chick",0,"black chocobo chicks",0,0,1,1,0,"Summon your black chocobo chick minion. Rumors about her being able to fly are completely unfounded...or <i>are</i> they?","This poor chocobo chick was as yellow as an ear of millioncorn before one day being doused in black ink by a random passerby bedecked in silver accessories. Try as the chocobokeeps might, none were able to remove the taint, and thus\nthe realm's first black\nchocobo was born.","There is no finer feel\nthan that of a chocobo\nbetween your legs.\n  - L'dhakya",505,100,30,0,30,0,2,0,8,3,true,true,false,true,0,false,true,4548,1,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
55,"wind-up Dalamud",0,"wind-up Dalamuds",0,0,1,0,0,"Summon your wind-up Dalamud minion. Do not attempt to pry open under any circumstances.","After Dalamud's fall, a wealthy Ul'dahn noble commissioned a famous troupe of musicians to write a dirge for the heroes of Carteneau and play it across Eorzea so that the deeds of the fallen would not be forgotten. This wind-up\nmodel of the red moon has\nnaught to do with the dirge.","The lifeblood spilled in\nDalamud's name shall be\nblessed upon His return.\n  - Foxe",472,100,30,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4547,250,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
56,"minute mindflayer",0,"minute mindflayers",0,0,1,0,0,"Summon your minute mindflayer minion. Delights folk with its cuteness even as it fills them with an inexplicable sense of dread.","Similar to voidsent dullahan, mindflayers also lack a corporeal form and must possess a host to be able to exert force on our realm. Whereas the dullahan, however, are limited to the possession of inorganic objects such as steel,\nmindflayers tend to prefer\nthe dead as their vessels. ","It has a grisly penchant\nfor sucking out the brains\nof men.\n  - Frandelont Raimdelle",578,100,30,0,0,0,2,0,8,49,true,false,false,true,0,false,true,4561,49,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
57,"tight-beaked parrot",0,"tight-beaked parrots",0,0,1,0,0,"Summon your tight-beaked parrot minion. For best results, summon while wearing an eyepatch.","After witnessing the horrors experienced by his former master, Captain Madison, this once-outspoken oppo has gone silent, opening its beak only when offered a handful of sardines.","Parley! Parley!\nParley! Squaaawk!\n  - Loose-beaked Parrot",579,55,30,0,0,0,2,2,8,50,true,true,false,true,0,false,true,4562,50,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
58,"wind-up Amalj'aa",0,"wind-up Amalj'aa",0,0,1,0,0,"Summon your wind-up Amalj'aa minion. What is burnt may never burn, but rises again, harder and stronger.","Amalj'aa blacksmith Narujj Boh of the Brotherhood of Ash began dabbling in clockwork after rescuing the mammet minion of an adventurer slain near his forges. This particular sample is the product of moons of meticulous calculations\nmade to reproduce the\ntelltale Amalj'aa tail sway.","My people are the\nAmalj'aa, proud and\nstrong.\n  - Loonh Gah",580,100,30,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4554,213,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
59,"wind-up Ixal",0,"wind-up Ixal",0,0,1,0,0,"Summon your wind-up Ixal minion. He believes he can fly. He believes he can touch the sky. Unfortunately he cannot.","Using a mammet obtained from the Goldsmiths' Guild by the ever-resourceful Tataramu, members of the Ehcatl Nine have succeeded in creating an automaton of their own...who also happens to be as grounded as their brethren.","I heard a Wood Wailer\ntelling Mummy that an\nIxal teared his face off.\n  - Gridanian Child",581,100,30,0,30,0,1,0,8,0,false,false,false,false,0,false,true,4574,214,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
60,"wind-up kobold",0,"wind-up kobolds",0,0,1,0,0,"Summon your wind-up kobold minion. With you, she will koboldly go where no kobold has gone before.","Another of 789th Order Acolyte Ba Go's masterpieces, this cuddly kobold miniature in fact houses several onzes of highly flammable firesand, designed to ignite when outward pressure is applied...such as with a tender hug.","Honestly, I will never\nunderstand the kobolds'\nsense of aesthetics.\n  - R'ashaht",699,100,30,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4563,215,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
61,"wind-up Sahagin",0,"wind-up Sahagin",0,0,1,0,0,"Summon your wind-up Sahagin minion. He's got a trident and he's not afraid to use it.","Ever the loving clutchfather, Novv had this toy crafted, complete with sharpened trident, for his infant spawnlings. When wound up, it displays various thrusts and parries to prepare the spawn for battle with their enemies.","A Sssahagin does not flail\nand sssplash about so─\nhe rolls with the waves.\n  - Clutchfather Novv",700,100,30,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4564,216,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
62,"wind-up brickman",0,"wind-up brickmen",0,0,1,0,0,"Summon your wind-up brickman minion. The brickman gets up and looks over as if it wants to join the party!","One unexpected side effect of the Calamity has been the significant increase in aetherial rifts appearing throughout the realm. As a result, strange creatures not of this world have been popping in and out of existence without warning─\none of those being the\nbizarre brickman.","Can ye smell it?\n'Tis the scent o' profit,\nmy friend!\n  - Beefy Businessman",577,100,30,0,0,0,2,0,8,51,true,false,false,true,0,false,true,4555,51,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
63,"wind-up Shantotto",0,"wind-up Shantottos",0,0,1,1,0,"Summon your wind-up Shantotto minion. But remember:\nIf you fail to treat her right,\nshe will set your pants alight.","If it looks like a Lalafell, rhymes like a Lalafell, and alliterates like a Lalafell, then it is probably a Lalafell...except when it is a wind-up Shantotto. Then it is not a Lalafell.","Your judgment is quite\nwise─you may yet stave\noff an untimely demise.\n  - Shantotto",527,100,20,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4556,218,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
64,"wind-up Edvya",0,"wind-up Edvyas",0,0,1,1,0,"Summon your wind-up Edvya minion. Sometimes moonlights as a miller girl, much to her father the sultan's chagrin.","Forty years after the founding of the Thorne Dynasty, sultan Baldric Thorne was blessed by the gods with a single daughter, Edvya, whom he loved fiercely. The history surrounding the two, now known as the “Legend of the Lost Lady”\ngave rise to the festival\nof Little Ladies' Day.","Did Princess Edvya\nconcern herself with glory\nand riches? I think not!\n  - Gossiping Girl",584,100,30,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4557,219,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
65,"wind-up sun",0,"wind-up suns",0,0,1,0,0,"Summon your wind-up sun minion. May the sun never go down on you.  /poke to adjust elevation.","Designed to provide light for road repairmen toiling during the small hours of the night, wind-up suns have become all the talk amongst Ul'dahn mesdames ever since it was discovered the extra light worked wonders at hiding unsightly\nblemishes and wrinkles.","We find the pages of our\nmemories are blank, as if\nbleached by the sun.\n  - Kan-E-Senna",585,100,0,0,0,0,3,0,8,0,false,false,false,false,0,false,false,4565,500,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
66,"plush cushion",0,"plush cushions",0,0,1,0,0,"Summon your plush cushion minion. Ever ready to shield your buttocks from the hardest of places.","Preferring to take a more hands-on approach with his latest project, Redolent Rose of the Weavers' Guild personally researched the resilience and contour of over four score buttocks in order to create a cushion so light and fluffy, even\nthe clouds would darken\nwith envy.","Bumbling one spends all\nday sleeping on paper-\nstack pillow, yes?\n  - Olmxio",586,100,30,0,0,0,3,0,8,0,false,false,false,false,0,false,false,4566,501,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
67,"Minion of Light",0,"Minions of Light",0,0,1,0,0,"Summon your Minion of Light and make true the prophecy: “When Darkness veils the world, three Minions of Light shall come.”","Ancient records show that almost every Astral Era has had its own Warriors of Light─brave souls who appeared before forthcoming disasters to unite the people of that time...only to disappear once again as catastrophe rained down\nfrom the heavens.","Next you'll be telling me\nyou're one of the Warriors\nof Light.\n  - Mother Miounne",0,100,0,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4558,223,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
68,"Minion of Light",0,"Minions of Light",0,0,1,0,0,"","Ancient records show that almost every Astral Era has had its own Warriors of Light─brave souls who appeared before forthcoming disasters to unite the people of that time...only to disappear once again as catastrophe rained down\nfrom the heavens.","Next you'll be telling me\nyou're one of the Warriors\nof Light.\n  - Mother Miounne",587,100,10,0,70,0,1,0,8,0,false,false,false,false,0,false,true,0,223,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
69,"Minion of Light",0,"Minions of Light",0,0,1,0,0,"","Ancient records show that almost every Astral Era has had its own Warriors of Light─brave souls who appeared before forthcoming disasters to unite the people of that time...only to disappear once again as catastrophe rained down\nfrom the heavens.","Next you'll be telling me\nyou're one of the Warriors\nof Light.\n  - Mother Miounne",623,100,10,0,70,0,1,0,8,0,false,false,false,false,0,false,true,0,223,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
70,"Minion of Light",0,"Minions of Light",0,0,1,0,0,"","Ancient records show that almost every Astral Era has had its own Warriors of Light─brave souls who appeared before forthcoming disasters to unite the people of that time...only to disappear once again as catastrophe rained down\nfrom the heavens.","Next you'll be telling me\nyou're one of the Warriors\nof Light.\n  - Mother Miounne",624,100,10,0,70,0,1,0,8,0,false,false,false,false,0,false,true,0,223,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
71,"wind-up leader",0,"wind-up leaders",0,0,1,0,0,"Summon your wind-up leader minion, who will follow you unquestioningly─for coin and country; for serenity, purity, sanctity─till sea swallows all.","Originally crafted to promote the Grand Companies of Eorzea, these clockwork dolls are often rewarded to company members for exceptional service. There are three models of wind-up leaders, one to represent\neach of the three heads of\nLimsa Lominsa, Gridania,\nand Ul'dah.","The leaders of Eorzea had\nlost their way─I merely\nhelped them find it again.\n  - Minfilia",0,100,0,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4559,224,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
72,"wind-up Merlwyb",0,"wind-up Merlwybs",0,0,1,1,0,"","Originally crafted to promote the Grand Companies of Eorzea, these clockwork dolls are often rewarded to company members for exceptional service. There are three models of wind-up leaders, one to represent\neach of the three heads of\nLimsa Lominsa, Gridania,\nand Ul'dah.","The leaders of Eorzea had\nlost their way─I merely\nhelped them find it again.\n  - Minfilia",626,100,10,0,0,0,1,0,8,0,false,false,false,false,0,false,true,0,224,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
73,"wind-up Kan-E",0,"wind-up Kan-Es",0,0,1,1,0,"","Originally crafted to promote the Grand Companies of Eorzea, these clockwork dolls are often rewarded to company members for exceptional service. There are three models of wind-up leaders, one to represent\neach of the three heads of\nLimsa Lominsa, Gridania,\nand Ul'dah.","The leaders of Eorzea had\nlost their way─I merely\nhelped them find it again.\n  - Minfilia",627,100,10,0,0,0,1,0,8,0,false,false,false,false,0,false,true,0,224,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
74,"wind-up Raubahn",0,"wind-up Raubahns",0,0,1,0,0,"","Originally crafted to promote the Grand Companies of Eorzea, these clockwork dolls are often rewarded to company members for exceptional service. There are three models of wind-up leaders, one to represent\neach of the three heads of\nLimsa Lominsa, Gridania,\nand Ul'dah.","The leaders of Eorzea had\nlost their way─I merely\nhelped them find it again.\n  - Minfilia",625,100,10,0,0,0,1,0,8,0,false,false,false,false,0,false,true,0,224,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
75,"princely hatchling",0,"princely hatchlings",0,0,1,0,0,"Summon the princely hatchling minion, the chocobo who would be king.","A thoroughbred descended from the legendary Veillantif, this noble bird of Ishgard seeks a rider who will not sully his family's name.","I had a feeling you'd be\nriding up on your golden\nchocobo.\n  - Path Companion",634,100,30,0,30,0,2,0,8,3,true,true,false,true,0,false,true,4560,1,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
76,"wind-up Odin",0,"wind-up Odins",0,0,1,0,0,"Summon your wind-up Odin minion. Guaranteed not to wipe out your entire party in one fell stroke.","Many have pondered why a Dark Divinity with roots in northern mythology would wield a blade with a decidedly Far Eastern name. A popular theory is that Odin acquired the blade upon slaying an Auri warrior who was the first ever\nto notch his thereto-\nfore unsullied plate.","If Odin is truly come to\nthe Shroud, time is not on\nour side.\n  - Lewin",683,90,10,0,0,0,2,0,8,0,false,false,false,false,0,false,true,4568,230,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
77,"wind-up Warrior of Light",0,"wind-up Warriors of Light",0,0,1,0,0,"Summon your wind-up Warrior of Light minion.\n“Wheresoever thou goest, so too shall Light follow.”\n─Ancient benediction","The brilliant blue suit of armor worn by the wind-up Warrior of Light is based upon ancient Allagan designs rediscovered in recent years by adventurers returned from the Crystal Tower.","There will be no Warriors\nof Light to save you this\ntime.\n  - Gaius van Baelsar",684,80,10,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4567,239,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
78,"wind-up Bahamut",0,"wind-up Bahamuts",0,0,1,0,0,"Summon your wind-up Bahamut minion. This mysterious being emerged from within a broken wind-up Dalamud, and is nigh inseparable from its former prison.","Despite strict orders from the Goldsmiths' Guild to <i>never</i> open up the Dalamud minion under any circumstances, someone decided to unleash their inner Pandora and release the terrors hidden within─a wind-up Bahamut...which\nno one from the guild\nrecalls creating!","Bahamut can't live on \ngood wishes and a smile,\nso why should I?\n  - Flame Private",685,100,10,0,0,0,2,0,8,0,true,false,false,false,118,false,true,4569,250,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
79,"wind-up moogle",0,"wind-up moogles",0,0,1,0,0,"Summon your wind-up moogle minion. With its button nose and fluffy pom, this clockwork moogle will make you the envy of all your friends.","A creation born of 90% love and 10% jealousy (or was that 90% jealousy and 10% love?), this clockwork masterpiece was conceived after the moogles of the Black Shroud began noticing all the adventurers with their new shiny minions,\nand decided they were\nnot about to be left out.","What the moogles lack in\ngrace, they amply make\nup for in wit.\n  - Jehantel",688,100,10,0,0,0,1,4,8,0,false,false,false,false,0,false,true,4572,233,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
80,"baby opo-opo",0,"baby opo-opos",0,0,1,0,0,"Summon your baby opo-opo minion. The only thing it loves more than you is a juicy sprite apple.","A daring rescue from the clutches of the goblin hero Brayflox's minions is the only thing separating this opo-opo from a life of swinging free from tree to tree through the lush jungles of the Longstop...and forever trudging in the wake of the\nbrave adventurer who\n“saved” him.","These beans are covered\nin opo-opo droppings!\n  - MunTuy Cellarkeep",686,60,30,0,0,0,2,1,8,52,true,true,false,false,0,false,true,4570,52,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
81,"magic broom",0,"magic brooms",0,0,1,0,0,"Summon your magic broom minion. For safety reasons, do not fall asleep while it is at work.","While you may not hear many of the realm's mages admit it, magicking a household broom to become a self-propelled sweeping servitor (albeit one which does very little actual cleaning) is far more complicated than it sounds,\nrequiring no fewer than\nseven cants of binding.","A lancer who fears to\nattack is naught but a\nman holding a pole.\n  - Ywain",687,100,10,0,0,80,2,0,5,0,false,false,false,false,0,false,true,4571,234,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
82,"wind-up succubus",0,"wind-up succubi",0,0,1,1,0,"Summon your wind-up succubus minion. 100% anatomically correct. Handle with tender loving care.","One of countless clockwork servitors discovered in the home of a Gridanian goldsmith recently hanged for the crime of ritual summoning. It is believed while crafting the automatons, he became increasingly obsessed with the void,\nuntil the darkness bid\nhim do the unthinkable.","That succubus will drain\nyou to a lifeless husk!\n  - Cocobygo",748,80,10,0,0,0,1,3,8,0,false,false,false,false,0,false,true,4575,230,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
83,"zu hatchling",0,"zu hatchlings",0,0,1,0,0,"Summon your zu hatchling. This newborn zu has yet to exhibit aggressive or territorial behavior, but when it gets bigger...","While native to the scorching deserts of the Near East, the zu will migrate to a cooler Eorzea after hatching its fledglings in the spring. Since the Calamity, however, there have been an increasing number of\ncases where the giant\ncloudkin remain in\nEorzea year-round.","These birds move slow,\nbut they've a nasty peck!\n  - Jacke",682,100,30,0,0,0,2,0,8,54,true,false,false,true,0,false,true,4573,54,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
84,"wind-up Nanamo",0,"wind-up Nanamos",0,0,1,1,0,"Summon your wind-up Nanamo minion. She vehemently refuses to sit upon any shoulder but Raubahn's...and yours.","This clockwork doll is a reproduction of a model first crafted in the year of the Calamity to celebrate the tenth anniversary of Nanamo Ul Namo's ascendance to the Ul'dahn throne. Seventeenth in her line, the sultana was crowned when\nshe had seen but five\nsummers. ","Take me, Raubahn... I am\nyour sultana... <snore>\n   - Slumbering Lalafell",751,80,10,0,0,0,1,1,8,0,false,false,false,false,0,false,true,4599,266,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
85,"wind-up Gilgamesh",0,"wind-up Gilgameshes",0,0,1,0,0,"Summon your Gilgamesh minion. Several arms appear to be missing, but that does not seem to otherwise hinder basic functionality.","The masterwork of one of Eorzea's finest goldsmiths, this wind-up automaton, designed to resemble a close acquaintance of the smith's son, was pieced together using parts left over from other projects─his only regret being that he was\nunable to incorporate\nhip-gyrating functionality.","For Gilgamesh... It is\nembiggening time!\n  - Gilgamesh",756,100,10,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4576,236,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
86,"Onion Prince",0,"Onion Princes",0,1,1,0,0,"Summon your Onion Prince minion. He would die 4 U. Or possibly cry 4 U. Or most likely make U cry. 4 U.","After learning his parents married not for love, but for duty, the Onion Prince vowed he would never walk in the footsteps of his parents, and to this day promises his baseborn sweetheart, the Leek Maid, that they will run away and be wed.","Aw, bloody hells! Who's\ncutting onions back\nthere!?\n  - Buscarron",742,100,30,0,0,0,2,0,8,42,true,true,false,true,0,false,true,4577,42,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
87,"Eggplant Knight",0,"Eggplant Knights",0,1,1,0,0,"Summon your Eggplant Knight minion. His childhood dream to become a wizard was frowned upon by his overbearing father.","House Eggplant has faithfully served the royal line of Tomato kings for eighteen generations, never once betraying the throne...until, that is, the knight of the nineteenth generation laid eyes on the fair Mandragora Queen.","If you eat too many of\nthis vegetable, you will\nturn into one.\n  - Common Wives' Tale",743,100,30,0,0,0,2,0,8,42,true,true,false,true,0,false,true,4578,42,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
88,"Garlic Jester",0,"Garlic Jesters",0,0,1,0,0,"Summon your Garlic Jester minion. Every breath you take will act as a reminder that your pungent pal is right behind you.","The son of a traveling mummer who performed under the name Garlic Star, the jester swore he would never follow in the footsteps of his father. However, after being deemed too malodorous to serve in the royal guard, he swallowed\nhis pride and fell back on\nthe only trade he knew.","And this irresistible\naroma... Mmmmmmmmm...\n  - Ingham",744,100,30,0,0,0,2,0,8,42,true,true,false,true,0,false,true,4579,42,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
89,"Tomato King",0,"Tomato Kings",0,0,1,0,1,"Summon your Tomato King minion. Has issued a royal decree for the public defenestration of any and all who mistakenly claim the king is a vegetable.","After the flames of the Calamity rendered Lord Tomato a king without a kingdom, the ruby red regent packed up his seeds and set out on a journey to find a new land to rule. He currently roams the realm recruiting any taproot,\ntuber, or corm who\nwill follow his standard. ","It is apparently a rogue,\noutcast from its kin, a\nstranger in a strange land.\n  - Tomaj",745,100,30,0,0,0,2,0,8,42,true,true,false,true,0,false,true,4580,42,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
90,"Mandragora Queen",0,"Mandragora Queens",0,0,1,1,0,"Though wed to the Tomato King in a move to strengthen the bond of houses Tomato and Mandragora, the queen longs to steal away with her one true love─the Eggplant Knight. What will become of this forbidden romance!? Summon the Mandragora Queen minion today and find out!","Destined to a life with a man she did not love, nary a night passed when the Mandragora Queen did not dream of throwing herself into the sea's eternal embrace...until, that is, she laid eyes on the noble Eggplant Knight.","I want to be waist-deep\nin little white mandragora\nlimbs!\n  - Yellowjacket",746,100,30,0,0,0,2,0,8,42,true,true,false,true,0,false,true,4581,42,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
91,"wind-up Y'shtola",0,"wind-up Y'shtolas",0,0,1,1,0,"Summon your wind-up Y'shtola. If we are to take her word for it, the Circle of Knowing Archon has seen but twenty-three summers.","Nearly half of the coin provided to the Goldsmiths' Guild for the crafting of this wind-up doll bearing the likeness of Scion of the Seventh Dawn Y'shtola was paid to Atelier Fen-Yll for hand-sewn leather boots matching those worn by\nthe enigmatic Archon.","Gods forfend...\n   - Y'shtola",750,100,10,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4600,262,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
92,"wind-up onion knight",0,"wind-up onion knights",0,0,1,0,0,"Summon your magic wind-up onion knight minion. An accurate representation of the soldiers who once made up the greater portion of the Allagan Imperial Army.","If Sons of Saint Coinach anthropogeographer Rammbroes is to be believed, towards the end of their civilization, the Allagans began using automatons such as this to fight their wars (which had been deemed inhumane, yet\nultimately necessary to\nspread imperial peace).","By the Onion!\n  - Bloezoeng",749,100,10,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4582,240,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
93,"treasure box",0,"treasure boxes",0,0,1,0,0,"Summon your treasure box minion. It is unknown what manner of spirit possesses this tiny treasure chest, but the fact that it will not hesitate to nip at the fingers of any who try and pry it open is painfully evident.","Originally used by an Eorzean Alliance paymaster to store Allied Seals...until the box began eating them. She sold the box in hopes of recouping some of her losses (skimming off adventurer rewards to cover the rest...until she was\ncaught and sentenced\nto a public flogging).","A pirate don't abandon\n'is treasures!\n  - Ahtzapfyn",747,50,5,10,0,0,2,0,8,56,true,true,false,false,0,false,true,4583,56,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
94,"tiny tapir",0,"tiny tapirs",0,0,1,0,0,"Summon your tiny tapir minion. Natives of the New World claim that tapirs grow by devouring the dreams of their unsuspecting owners. And now you know what to expect.","Before it was realized that the tapirs were, in fact, consuming the dreams of their owners, several hundred were sold to Ul'dahn nobles seeking a better night's sleep. Surprisingly, there were few complaints\nfrom buyers, even after\nlearning the truth.","Our dreams are\nwhat sustain us.\n  - Gundobald",754,80,30,0,0,0,2,0,8,57,true,true,false,true,0,false,true,4584,57,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
95,"Nana bear",0,"Nana bears",0,0,1,0,0,"Summon your bear cub minion. Pundits claim bears to be the deadliest beasts in the realm─obviously having never stared into <i>this</i> cute cub's nebulous eyes.","The Nana bear's origins can be traced back to Ul'dahn princess Nanakko who, on her eighth nameday, asked her father for a bear. Despite a realm-wide search, no bears were found, and so the Goldsmiths' Guild was commissioned to craft\none from a drawing found\nin an ancient bestiary.","There isn't enough honey\nin all the Yard to satisfy\nthat sweet-toothed sellary.\n  - Honey Yard Hivekeep",752,100,20,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4585,238,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
96,"miniature minecart",0,"miniature minecarts",0,0,1,0,0,"Summon your miniature minecart minion. Best when ridden in abandoned mines and temples of doom.","Despite adamant claims by Amajina & Sons Mineral Concern that their donation of over five score carts to the orphans of Stonesthrow was a simple act of charity, opponents of the guild insist it was a scheme to recruit inexpensive\nchild labor for Thanalan's\nmyriad mines.","Mines mine!\nMines all miiiiiiiiine!\n  - Biggy the Spriggan",753,100,10,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4586,241,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
97,"nutkin",0,"nutkins",0,0,1,0,0,"Summon your nutkin minion. That nutkins are infamous for being shy and timid creatures shows that this brave beastkin comes complete with a pair of iron acorns on him.","Inspired by the words of Millith Ironheart, this daring squirrel longs to travel the realm in search of the legendary golden acorn, and hopes that trailing in your shadow will ensure that he isn't eaten before he discovers the mother lode.","I had no idea squirrels\ncould bite so hard!\n  - Arold",755,100,10,0,0,30,2,1,8,59,true,true,false,true,0,false,true,4587,59,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
