Index,0 [0x0][0x0],1 [0x6][0x4],2 [0x3][0xe],3 [0x3][0xf],4 [0x6][0x8],5 [0x19][0x10],6 [0x5][0xc]
204,"かつてグリダニアでは、猛毒を持つこのエイが棲む池に犯罪容疑者を入れ、神の審判を仰ぐという儀式が存在した",7695,80,3,154,true,0
205,"紅茶川のヌシ。不用意に川で泳いだ者の動脈を咬みきり、その出血で川の水を紅茶色に染め上げたことがある",7696,70,2,132,true,0
206,"大ぶりなダークバスすら駆逐する、闘争心の強いフェアリーバス。地元漁師からは「妖精の女王」と呼ばれる",7697,80,3,135,true,0
207,"手づかみ漁界の生ける伝説、近衛騎士ロロマヤ氏をして、「あのヌルヌルに勝る者なし」と言わしめた存在",7698,75,3,141,true,0
208,"産卵期を終えても、死ぬことなく生き残ったブルーサーモン。長寿の象徴として、グリダニアで珍重されている",7699,80,2,154,true,0
209,"運命のイタズラにより、正面から見ると人の顔のように見える模様が入ったカープ。正直、不気味で気持ち悪い",7700,80,2,148,true,0
210,"長年、釣られることなく生き残った堀ブナ。フナ釣りマイスター、ギャリッジョ氏も釣るのを諦めたという",7701,70,2,133,true,0
211,"その昔、荒野を渡ってやってきた怪魚。どこかにあるマッドスキッパーたちの聖地を求めて、旅しているらしい",7702,80,3,145,true,0
212,"軟体を獲得したホネザリガニ。異様に甲殻が柔らかく、かかったと思ってもスルリと口吻から針が抜けてしまう",7703,75,3,141,true,0
213,"人骨を好んで摂取するおぞましい存在。ここまでの大きさに成長するために要した犠牲を考えると実に恐ろしい",7704,80,3,145,true,0
214,"「切り裂き魔」の異名で知られる老マッカチン。エフトに捕食された際、腹を鋏で切り裂いて、出てきたことがある",7705,70,2,148,true,0
215,"破格のサイズに成長したマッドクラブ。突然、泥岩が動き出すさまは、まさにゴーレムが生まれたようである",7706,75,3,140,true,0
216,"太古の昔より生き続けている古代タコ。メガシャークの永遠の好敵手であり、両者が出会うと死闘が始まる",7707,70,0,129,true,0
217,"美食家である豪商ロロリト氏が、莫大な懸賞金をかけ求めていた大物カープ。しかし、魚を食い飽きたらしく、懸賞金は取り下げられた",7708,70,2,133,true,0
218,"ニーム川のヌシとして君臨する大型パーチ。小さなミノーには見向きもせず、悠然と泳ぐ姿が目撃されている",7709,70,2,134,true,0
219,"超大型のシードラゴン。その名は、友である女海賊のため、海賊船を牽引したとされる伝説の海竜に由来する",7710,75,0,135,true,0
220,"海底の岩盤に強固に付着している巨大オイスター。釣り上げるためには、岩盤ごと引き抜くしかないと噂される",7711,80,0,140,true,0
221,"舫い綱を切り裂き、幾多の船を漂流させた迷惑者。モラビー造船廠の造船師が、駆除しようと躍起になっている",7712,75,0,135,true,0
222,"嵐を招くとされる雨乞魚の王。記録的な豪雨をもたらした嵐の夜、湖面を跳ねる巨大魚の姿が目撃されたという",7713,70,3,132,true,0
223,"突然変異により、鏡面のように輝く鱗を手に入れた銅魚。眩い反射光で、他の魚を遠ざけ、エサを独占している",7714,70,3,140,true,0
224,"ルガディン族の酔漢のような顔を持つ怪魚。光届かぬ地底湖に棲息しているが、稀に地下水脈を通じて泉に顔を出す",7902,80,3,135,true,0
225,"異常に硬い甲殻を持つヘルメットクラブ。落下してきたダラガブ片を跳ね返し、生き延びたという噂がある",7903,80,0,135,true,0
226,"熱水を好むトラウト。ある調理師が、丸茹でにしようとしたが煮てもまったく死ななかったため、放流したという",7904,80,2,139,true,0
227,"大型で牙が鋭いクァールフィッシュ。魔獣クァールを凌ぐ、獰猛さで知られる「トラマ」の名で呼ばれている",7905,80,3,139,true,0
228,"釣り上げられる度に、漁師の指を鋏で切断し、逃げおおせてきた。そのお陰で、竿を握れなくなった者も少なくない",7906,80,0,140,true,0
229,"死んだ魚ではなく、生きている魚を補食する獰猛なリバークラブ。泉に放流される観賞魚を食べまくり、肥え太った",7907,80,2,152,true,0
230,"大蛇と見紛うほど大きく育ったイール。常に小さなイールを数匹連れ泳ぎ、釣られそうになると生贄として差し出す",7908,80,2,153,true,0
231,"大型のビアナックブリーム。東方では、巨大なこの魚を縁起物として扱い、釣れたときには権力者に献上するという",7909,80,1,137,true,0
232,"仲間を押しのけ魚群の中で絶妙な位置を取ることで、大量のエサを確保する。エサのためなら手段を選ばない汚い魚",7910,80,1,140,true,0
233,"水を飲みに来たアマルジャ軍の魔装ドレイクに噛みつき、川に引きずり込んで殺害。その頭骨を手に入れた怪魚",7911,80,2,146,true,0
234,"川の上を飛んで渡ろうとするシルフ族に対し、驚異的な跳躍力で体当たりをかます巨大魚。その理由は定かではない",7912,80,2,152,true,0
235,"鳥の攻撃を避け、生き延びてきた魚。今では魚体が大きく重くなったため、どんな鳥でも持ち上げられなくなった",7913,80,3,153,true,0
236,"幾度となく針に掛かったが、その度に糸を切って生き延びてきた。その口吻には、勲章のようにルアーと針が並ぶ",7914,80,2,153,true,0
237,"その巨大な魚影を見て、サメと間違える者が続出。なお、ゲゲルジュ氏は、驚きのあまり失禁したことがある",7915,80,1,137,true,0
238,"異様に鮮やかな緑色をした大型イール。伝説の魔物「トンベリ」を丸呑みにしたため、緑色になったという噂がある",7916,80,2,139,true,0
239,"海賊王「霧髭」が、隠し財宝を守らせるために解き放ったと噂される大蛸。皮膜を展開して、悠然と泳ぐ姿は圧巻",7917,80,1,339,true,0
240,"ひときわ強く輝くイール。夕方になると床に入ろうとする日神「アーゼマ」の元を訪れ、残光を分けてもらうらしい",7918,80,2,145,true,0
241,"槍のように長い口吻を持つ奇妙な魚。この形状は、小さな石の間に隠れた獲物を吸い出すため、発達したものらしい",7919,80,2,341,true,0
242,"体内エーテルを用いて斑紋を発光させる技を身につけた魚。幻想的な光で小生物を誘引し、捕食してしまう",7920,80,2,148,true,0
243,"降海することなく川に留まることで、ライバルがいない環境でエサを独占し、肥え太った魚。滅多な事では動かない",7921,80,3,153,true,0
244,"ゴブリン族の釣師たちが、狙い続けている大型パーチ。幾人もの釣師の自信を粉々に砕き、引退に追い込んできた",7922,80,2,153,true,0
245,"肉食の両生類。外敵に襲われた際に、微毒を有する粘液を出す。その匂いは、ミコッテ族にとってたまらないらしい",7923,80,2,340,true,0
246,"超大型のバルーンフィッシュ。あまりの大きさに、かつてエオルゼアを震撼させた巨大ボムの名が付けられた",7924,80,0,137,true,0
247,"環境の塩分濃度にこだわりがあり、潮の満ち引きに応じて移動する。そのため、特定の時間帯しか滝壺に現れない",7925,80,2,137,true,0
248,"ハンマーヘッドとしては珍しく、群れずに生きる一匹狼的存在。時化た海を悠然と泳ぎ、逃げ惑う魚を補食する",7926,80,1,138,true,0
249,"湖底にある温水の噴出口周辺で、ヌクヌクと育ったトラウト。一日の大半を動かず過ごすため、釣るのは難しい",7927,80,3,139,true,0
250,"アマルジャ族の銛を、ことごとくかわして生き残ってきた巨大魚。魚体左側に、銛によってえぐられた大きな傷を持つ",7928,80,2,146,true,0
251,"金属のように頑丈な鱗を持つ、長命な個体。非常に狡猾で、決して息継ぎを見られないようにしている",7929,80,3,146,true,0
252,"砂海の底に潜む未確認生物。目撃したウ族の狩人の証言によれば、4つに裂ける口を持つ、獰猛な怪物らしい",7930,80,4,146,true,0
253,"大型のデューンマンタ。ウ族の伝承では、かつて魔道士が、競争のために作った魔法の絨毯の成れの果てとされる",7931,80,4,146,true,0
254,"長命なシーマ。その名は竜退治に挑む前に、シーマ相手に槍投げの特訓をしたという聖ダナフェンの物語に由来する",7932,80,2,155,true,0
255,"妖しく輝くランプマリモ。魔獣「ロンジュール」に喰われ、死した人々の亡霊が宿った結果、巨大化したと噂される",7933,80,3,155,true,0
256,"モルボルに喰われたが、消化されることなく生き残り、排出された個体。消化液の影響で、奇妙な美しさを得た",7934,80,3,148,true,0
257,"ハウケタ御用邸に潜む妖異が、戯れに血を浴びせた結果、巨大化した魚。雷鳴に反応して、狂ったように暴れ始める",7935,80,2,148,true,0
258,"雷神「ラムウ」に対し、シルフ族が捧げた供物。ラムウは、これを食すことなく、命を吹き込んで解き放ったという",7936,80,3,153,true,0
259,"雷を喰うと噂される魚。外地ラノシアで、雨は降れども、ほとんど雷雨にならないのは、この魚のせいだという",7937,80,2,180,true,0
260,"素早く飛び回る羽虫をも、水鉄砲で撃ち落とす射手魚。川で溺死した名銃術士が、生まれ変わった姿だと噂される",7938,80,3,137,true,0
261,"求愛行動に長けた蟹界の色男。繊毛が生えた鋏脚を、踊り子のように巧みに動かし、雌を魅了し、雄に威嚇する",7939,80,2,137,true,0
262,"磨き上げた銀の鏡のように、美しい鱗を持つ個体。捕食しようとする者の姿を写し出し、たちまち幻惑してしまう",7940,80,3,137,true,0
263,"かつてメルウィブ提督が、新大陸に至る安全な西方航路を発見した際に、道筋を示したと伝えられる巨大モラモラ",7941,80,1,138,true,0
264,"所有者が次々に不幸な最期を遂げたことで、放流された観賞魚。なお、最後の主も放流時に、川に落ち死んでいる",7942,80,3,145,true,0
265,"壮絶な共食いに勝利して成長した大型ガー。今では魚のみならず、水辺に足を踏み入れた魔物すら襲うようになった",7943,80,3,147,true,0
266,"朝日を受けて美しく輝くことで知られる魚。早朝訓練に精を出す、ある騎士いわく、とてもイイ魚とのこと",7944,80,2,155,true,0
267,"満天の星空のように輝く斑紋を持つ、美しい魚。星神「ニメーヤ」から加護を受け、長命を授かったと噂される",7945,80,2,155,true,0
268,"偉大なるスメルトの母。1000を超える我が子を、漁師に釣り上げられ、氷を溶かすほど激しく復讐に燃えている",7946,80,3,155,true,0
269,"地元漁師の間で、半ば伝説となっている魚。警戒心が強く姿を見せないため、魚影を見ただけで幸運とさえいわれる",7947,80,2,154,true,0
270,"悠久の時を生き抜き、巨体を獲得したノーチラス。その殻を酒杯にしようと、幾多の海賊たちが挑み、断念してきた",7948,80,0,138,true,0
271,"雲海の食物連鎖の頂点に立つ存在。太陽を背にして急降下し、獲物に覆い被さる狩りの技は、美しくすらある",7949,80,5,155,true,0
272,"滅多に近海には現れない幻の古代魚。イカやタコなどの頭足類を狙う、ハンターとしても知られる存在",7950,80,1,138,true,0
273,"大型の節足動物。非常に少食で数年単位でエサを食べない。これは水中のエーテルを、直接摂取しているためらしい",7951,80,3,156,true,0
274,"鮮やか過ぎる鱗を持つゆえに、生き残るために慎重さを身に着けた金魚。オオモリナマズが近くにいる限り、決して動かない",8752,80,3,137,true,0
275,"大型の年老いたマーリン。熟練の一本釣り漁師と、3日間に渡る死闘を演じた末に、海に引きずり込んで勝利したらしい",8753,80,1,137,true,0
276,"リトルサラオスの突然変異種と思われる伝説の怪魚。第七霊災後の潮流変動に伴い、ロータノ海へと南下してきた",8754,90,1,137,true,0
277,"シーラカンスの近縁種。雲で月が隠れる日の夜間しか浅瀬に来ないため、目撃例が少なく、既に滅んだと考えられていた",8755,80,0,138,true,0
278,"スピア状の殻を持つオウムガイの古代種。黒渦団の軍艦の船底に刺さっている個体が発見され、絶滅していないことが判明した",8756,85,1,138,true,0
279,"サハギン族の手首を噛み切るほど獰猛な怪魚。先祖の生まれ変わりとして、サハギン族が供物を与え続けた結果、巨大化した",8757,80,1,138,true,0
280,"超大振りのインフェルノスネイル。ザナラーンに生息する個体は、アマルジャ族がすぐ食べてしまうため、大きく育たない",8758,80,3,156,true,0
281,"濃いエーテルが立ちこめる「妖霧」になると、活発に動き出す怪魚。異界ヴォイドから来た魚だという噂もある",8759,80,3,156,true,0
282,"他のボクシングプレコを寄せ付けず、産卵場所を死守し続ける女王。伝説の女拳闘士、コーネリアの名で呼ばれる",8760,80,2,154,true,0
283,"縄張りを守るためなら、同族のアサシンベタさえ丸呑みにする程の獰猛な個体。東方の暗殺者の名を冠する",8761,80,3,156,true,0
284,"優に100歳を超えると思われる大型のモリナバルウ。長寿の秘訣は、エサを厳選して選り好みをすることらしい",8762,80,2,156,true,0
285,"突然変異により生まれた白いナマズ。人すら呑み込むほどの巨体を誇り、縄張りを巡ってジャノと激しく対立する",8763,85,3,156,true,0
286,"とある海賊船の竜骨を折り、略奪品ごと沈めたと噂される巨大魚。そのお宝を求めて、数多くの遭難者が出たらしい",8764,80,1,140,true,0
287,"凶暴な巨大スッポン。洞窟内には逃亡奴隷のヘカトンケイレス族が隠れ住んでいるが、その指すら食いちぎるという",8765,80,3,140,true,0
288,"雨が降ると水辺に這い出し、尾を鞭代わりに打って獲物を昏倒させ、血を飲み干す。そして、雨が上がると泉に帰るという",8766,80,2,140,true,0
289,"ある冒険者が、青燐泉にサベネアの霊薬を落としてしまった。それ以来、輝きを帯びた魚が現れるようになったという",8767,80,3,147,true,0
290,"歯が脱落せず伸び続けるため、歯車状の顎を持つに至った奇妙な砂海魚。霧が晴れると、活発に狩りを行う",8768,85,4,146,true,0
291,"慎重かつ狡猾なパイクで、常に闇に紛れることで生き延びてきた。ランプマリモが発する僅かな灯りさえ、嫌うという",8769,80,2,155,true,0
292,"降雪する寒い日には身動きせず、凍死体のように川底に沈む。晴れたときに僅かに動くだけなので、代謝が少なく長寿を誇る",8770,80,2,155,true,0
293,"巨大なラムフォリンクス。雪雲と共に移動し、吹雪に紛れて獲物を狙う。言葉ならざる精神波で同族を支配するらしい",8771,80,5,155,true,0
294,"マハールさえ食す、雲海の帝王。博物学者マルセットによると、雲海魚の仲間ではなく甲鱗綱の魔物の一種らしい",8772,85,5,155,true,0
295,"その幻覚性キノコを食べた男は「俺が武器を修理しに行ったら、白い妖精さんが仁王立ちしていたんだ」と語った",8773,80,3,152,true,0
296,"圧倒的な巨体を誇るタキタロ。猪狩りにきた猟師が、その魚影を目撃して以来、地元民の間で伝説として語られてきた",8774,80,3,153,true,0
297,"ウルズの恵みの「真のヌシ」の座を、オオタキタロと争うと噂される幻の巨大魚。ヒレのひと掻きで、波を起こすという",8775,85,3,153,true,0
298,"貪欲に魚を補食し、血のように紅い鱗を持つに至った巨大アロワナ。あまりに目立つため、狩りは霧中で行うようだ",8776,80,3,156,true,0
299,"非常に大型なシャル貝の一種。「人喰い貝」であるという誤解から、一時期乱獲されたことがあるらしい",10123,80,1,137,true,0
300,"霊災後に寒冷化したクルザス西部高地に適応した、スメルトの変種。鋭い口吻で、薄氷程度は砕いてしまう",12713,120,3,397,true,0
301,"雲海に棲息する珊瑚に似た生物。その色合いと、驚くほどの軽さから、地元民から「雲の骨」とも呼ばれている",12714,120,5,397,true,0
302,"戦神ハルオーネに由来する名を持つ、美しい巻貝。エサを捕食する姿は、戦神の名に相応しい獰猛さを誇る",12715,120,3,397,true,0
303,"雲海を縦横無尽に飛び回る、浮行性の芋虫。筒状の身体に、風属性のエーテルを取り込んで、軽やかに風に乗る",12716,120,5,397,true,0
304,"北アバラシア山脈の高山地帯を原産とするが、霊災後の寒冷化で棲息圏を広げた。身が引き締まっていて美味",12718,125,3,397,true,0
305,"上下の貝殻を、牙のように噛み合わせることで、分厚い氷すら噛み砕く。指を挟まれたら、ただでは済まない",12719,125,3,397,true,0
306,"全身に鋭い棘を有する不気味な生物。氷上に放置すると、棘を巧みに動かして、氷に穴を空けて逃れるという",12720,125,3,397,true,0
307,"赤褐色の魚体を持つナマズの一種。胸びれと背びれに、鋭い棘があるため、釣り上げる際には注意が必要だ",12721,125,2,398,true,0
308,"長く発達した鋏で、器用にイシガイの殻をこじ開けて捕食する。殻に引っ付いた貝柱まで、綺麗に食べるという",12722,125,2,398,true,0
309,"花弁のような青い飛膜で、風属性のエーテルを捉えて飛ぶ軟体生物。しかし、美しさと裏腹に、強烈な悪臭を放つ",12723,120,6,400,true,0
310,"冷気をまとう核状生物。アイススプライトの幼体とする説と、生物ではないエーテル結晶と考える説が存在する",12724,120,5,397,true,0
311,"妖異オーガの角に例えられる巻貝。寒冷化によって多くが死滅し、かろうじて温泉が湧く場所で生き残っている",12725,139,2,397,true,0
312,"魔力を利用し、自己発熱する能力を持つ不可思議な淡水魚。第七霊災後の寒冷化をものともせず、生き残っている",12726,125,3,397,true,0
313,"高熱を発する髭を持つナマズの仲間。低水温になれた魚に熱した髭を接触させ、熱ショックを与えてから捕食する",12727,125,2,397,true,0
314,"バヌバヌ語で「貧弱」と呼ばれる淡水魚。丸々とした体型が好まれるバヌバヌ族では、侮蔑表現にも用いられる",12728,130,3,401,true,0
315,"三度折れ曲がった口で、捉えた魚は決して逃さない。完全な魚食性で、ピピラ・ピラの唯一の天敵とされる",12729,130,2,398,true,0
316,"牡牛に似た声で鳴く蛙。泳がせ釣りの餌として有用だが、バヌバヌ族にとっては蛙そのものが大変なご馳走となる",12730,136,3,399,true,0
317,"バヌバヌ族の伝承にて、千切れた雲から産まれたとされる淡水魚。生きている時は半透明だが、死ぬと徐々に白くなる",12731,130,2,400,true,0
318,"浮島の岸壁に付着する軟体生物。大口で飛んでくる生物を丸呑みする。その名は、バヌバヌ語で「強欲」の意",12732,130,6,401,true,0
319,"まるで石のような貝。小降りで身は少ないが食用も可能で、地元の猟師の中にはスープの出汁に使う者もいる",12733,136,3,398,true,0
320,"雲海を漂う卵状の生物。身体の大部分をガス嚢が占め、その浮力で浮いているらしいが、生態には未知の部分が多い",12734,133,6,401,true,0
321,"空飛ぶキノコといった風体の雲海魚。ハルペイアが好んで食すとされ、数十羽単位で狩りをする姿が見られることも",12735,130,6,401,true,0
322,"雲海の青空を思わせる、鮮やかな青色が印象的な珊瑚。バヌバヌ族は、古来からこれを顔料の材料として用いてきた",12736,133,6,401,true,0
323,"寒冷な水域で育つことで、身が締まり、脂がのるため非常に美味。イシュガルドの貴族たちが、好んで食すという",12737,130,3,397,true,0
324,"陸封されたノーチラスの近縁種と考えられている。甲殻内の隔壁に魔力を溜め込み、これを熱源にして棲息する",12738,133,3,397,true,0
325,"こぼれ落ちそうな大きな目玉を持つ金魚。空から飛来する天敵を警戒するため、目が巨大化したものと思われる",12739,133,2,401,true,0
326,"コイに似ているが、背びれが短く、体も大きくて細長い。ひたすらに水草を食すことから、ソウギョの名で呼ばれる",12740,130,2,398,true,0
327,"獰猛さで知られるピピラの原種。渡河しようとしたチョコボを集団で襲い、ものの数分で骨に変えたとの逸話も",12741,145,2,398,true,0
328,"身体を逆さにして泳ぐ、風変わりな淡水魚。奇妙な模様と合わせることで、捕食者の目をくらませるという",12742,133,3,400,true,0
329,"同族の個体同士で、口付けを繰り返す奇妙な魚。ただし、これは親愛の情を示すものではなく、威嚇行動らしい",12743,133,2,400,true,0
330,"近年、発見された雲海魚。アインハルト家の騎兵たちが、教皇の「宝冠（ミトラ）」に見立て、そう呼び始めた",12744,133,6,401,true,0
331,"高熱に耐える外殻をもつ生物。溶岩の熱源を利用しているらしいが、それ以外についての詳細は判明していない",12745,133,7,398,true,0
332,"グレイシャーコアの近縁種と目される生物。バヌバヌ族の間では、雷雲の素と呼ばれており、照明源として利用されている",12746,133,6,401,true,0
333,"知識と河川の神サリャクが、伝令として使っていたと伝えられる魚。ワンダラースカルピンの近縁種のようだ",12747,133,3,398,true,0
334,"強力な牙で水面にはった氷を割り砕き、氷上を渡る動物を捕食する。ポーラベアーと死闘を演じたという目撃証言も",12748,136,3,397,true,0
335,"頭部に巨大な肉瘤を持つ淡水魚。でっぷりとした姿が、バヌバヌ族を彷彿とさせるため、そう呼ばれる",12749,136,2,401,true,0
336,"鮮やかな橙色の模様と、優雅な尾びれが特徴。グナース族は、この魚を武神ラーヴァナの使徒と考えているらしい",12750,136,3,398,true,0
337,"肺呼吸する魚。仮に水が干上がったとしても、仮死状態となることで、数年単位で生き延びることができるらしい",12751,180,3,402,true,0
338,"獰猛さで知られる淡水魚。クァールフィッシュの近縁種で、近東原産の猛獣「トラ」に似た縞模様を有する",12752,136,3,399,true,0
339,"妖精に例えられる小さな雲海生物。ただし、バヌバヌ族の美学には反するらしく、醜さの象徴と考えられているようだ",12753,130,6,401,true,0
340,"硬いラーヴァワームを赤熱した鋏で捌いて食す、溶岩の料理人。その甲殻は硬く、まるでアダマン製の甲冑のよう",12754,136,7,398,true,0
341,"炎獄を翔る伝説の妖馬「アイトーン」の子どもと伝えられる溶岩生物。表面がガラス化した鉱物で覆われている",12755,136,7,398,true,0
342,"木を食べるため、木造船に張り付いては船底に大穴を空けてしまう。かつてシャーレアンでは、多くの川船を沈められた",12756,136,2,399,true,0
343,"水陸両生の昆虫。水中、陸上、どちらでも生きれるものの、そのどちらでも食物連鎖を下支えする役割を担う",12757,130,2,399,true,0
344,"ランプマリモの近縁種。モーグリ族の間では、死ぬと頭上のポンポンが外れ、雲海を漂うという噂があるとかないとか",12758,136,3,400,true,0
345,"外見は珊瑚のようだが、実は結晶状の小生物の集合体である。鉱物を溶かして養分とする点は、コブランに似ている",12759,136,7,398,true,0
346,"高高度に適応したスプリットクラウドの一種。雲の中にいる捕食者から逃れるため、雲上を飛び跳ねるように移動する",12760,136,6,400,true,0
347,"高地ドラヴァニアに棲息する大型のバス。引きが強いため、釣りを好む地元猟師の間で、愛されて止まない存在である",12761,139,2,398,true,0
348,"寒冷地に適応した珍しい淡水フグ。イシュガルドでは、蓄財の象徴と考えられ、貴族層に観賞魚として人気がある",12762,136,3,397,true,0
349,"普段は湖底に潜み、雪が降るような低水温になると、動きが鈍くなった魚を狙うために動き出すという",12763,136,3,397,true,0
350,"ドラゴンの幼体の骨を被っていると伝えられているが、多くの場合は、ドラゴンフライの頭骨を利用しているに過ぎない",12764,136,2,398,true,0
351,"吹雪になると活発に摂食行動をとる。雷神魚と同一種ではないかとの疑惑がある。別名「吹雪を呼ぶ者」",12765,136,2,397,true,0
352,"グレイシャーコアを捕食する浮クラゲ。そのためか、吹雪が晴れる吉兆と考えられ、クルザスの人々から歓迎されている",12766,136,5,397,true,0
353,"陽光に輝く菱形の鱗が特徴の古代魚。昆虫を捕食するためか、グナース族はこの魚を忌み嫌っているらしい",12767,139,3,398,true,0
354,"アストロノータスのアルビノ。長いヒレと、真っ白な体が特徴。自然界では目立つため、すぐに捕食されてしまい、希少種となっている。",12768,139,3,400,true,0
355,"「人喰い魚」の異名を持つ、凶暴な巨大ナマズ。実際に人を食べることはないが、水場の魚を平らげるほど貪欲",12769,136,2,398,true,0
356,"正体不明の珍妙な浮タコ。どことなくゴブリン族のマスクを思わせる風貌から、冒険者の間で愛称が付けられた",12770,139,6,400,true,0
357,"浮島の岸壁に付着するイソギンチャクのような生物。その風貌は、伝説の妖異「メデューサ」の頭部を思わせる",12771,139,6,400,true,0
358,"耐熱性に優れた鱗を持つ、溶岩性巻貝。生息域は違えど、スケーリーフットとの類似性が指摘されている",12772,139,7,398,true,0
359,"目は存在しているが退化しているらしく、光に反応することはない。その醜悪な姿は、ヴォイドの妖異を連想させる",12773,139,8,402,true,0
360,"どことなく愛嬌のある顔をした両生類。サラマンダーの一種ではないかと考えられているが、真相は定かではない",12774,150,3,402,true,0
361,"アラガントームストーンの解析結果によると、装甲材への転用を念頭に、甲殻の硬度強化を施された品種らしい",12775,139,8,402,true,0
362,"金魚を超える輝きを誇る魔泉魚。息をのむほど美しいが、飼育するには魔泉の水槽が必要で、極めて難しい",12776,139,8,402,true,0
363,"光に反応せずに、巧みに狩りをする魚。どうやら独特な器官により、エーテル濃度を感知しているようだ",12777,139,2,402,true,0
364,"強烈な毒性を有する魔泉に適応した、小型の魚。毒々しい色合いをしており、とても食べられそうにはない",12778,139,8,402,true,0
365,"グラスパーチに似ているが、必ずしも身体が透明になる訳ではない。個体差が非常に激しいのが特徴といえる",12779,145,2,402,true,0
366,"その名の通り香りがよい魚。シャーレアン人が好んで食していたが、ゴブリン族が持ち込んだ外来種に脅かされている",12780,136,2,399,true,0
367,"胸鰭が大きく上から見ると蝶のように見える古代魚。かつてシャーレアンでは、庭園の池で観賞魚として飼育されていた",12781,142,3,399,true,0
368,"頭部にタテガミのような器官を有する古代魚。丸いポンポンを愛するモーグリ族にとっては、不格好この上ないらしい",12782,142,3,400,true,0
369,"枯葉のような外見を持つ魚。流れる葉に紛れて小魚に接近し、素早い動きで捕食する狩りの名人でもある",12783,142,3,399,true,0
370,"帆船の帆のような大きなヒレで、風属性のエーテルを受けて高高度を飛行する雲海魚。その姿は、勇壮の一語に尽きる",12784,139,6,400,true,0
371,"より大型の雲海魚に乗り、大空を渡る雲海魚。その代わりに、宿主の背に付着する害虫などを食すようだ",12785,142,6,401,true,0
372,"エーテルラウス同様に、ほとんどエサを食べることはない。マグマに流れる火や土のエーテルを摂取しているようだ",12786,142,7,398,true,0
373,"高熱に適応した亀。火山の噴火時に打ち上げられた個体が、隕石のように降り注いできたという伝説もある",12787,142,7,398,true,0
374,"無数の触手を伸ばして、周囲の虫を補食する謎めいた物質。その表面は妙になまめかしく、人の肌に似ている",12788,142,8,402,true,0
375,"普段は浮島の岸壁に張り付いているが、雲海魚を見つけると飛び出し、頭部の飛膜で巧みに滑空飛行し戻ってくる",12789,142,6,400,true,0
376,"桃色の二枚貝。シャーレアンでは幸運の象徴と考えられ、難関の魔法大学に挑む受験生たちが貝殻を携えたという",12790,142,2,399,true,0
377,"高水圧で水を噴射して、水辺に来たドラゴン族の肉体を切り裂き、流れ出た血液をすする、実に恐ろしい生態を持つ",12791,145,3,402,true,0
378,"一部の釣りモグたちの間で、絶大な人気を誇る魚。どうやら、その卵が彼らにとっては非常に美味らしい",12792,145,3,400,true,0
379,"有毒だが、美味ゆえに乱獲された歴史を持つ幻の雲海魚。体内のガス嚢を風船のように膨らませて浮行する",12793,145,6,400,true,0
380,"スカイフェアリー・セレネの近縁種で、こちらは体色が赤い。色味の違いは、捕食しているエサの違いが要因と思われる",12794,145,5,400,true,0
381,"浮島に付着する珊瑚。モーグリ族のゲージュツカは、これを砕いて赤い絵の具を作り、絵飾り石を描くという",12795,145,6,400,true,0
382,"触手を操り、貝類を捕食する淡水性のタコ。稀に雪上を這って移動することがあるが、イエティに捕食されることも",12796,145,3,397,true,0
383,"枝葉のような飛膜を用いて、ヒラヒラと雲海を舞う。時折、慌て者のモーグリ族がドラゴンと見間違え大騒ぎをする",12797,145,6,400,true,0
384,"風属性のエーテルを操り、トルネド級の竜巻を生み出しては、それに乗り飛来する。これ以上、特に言うことはない",12798,180,6,401,true,0
385,"大きなガス嚢を持つ浮クラゲ。一説では、これを見たイクサル族が気球の原理を発明したとも言われている",12799,145,5,397,true,0
386,"高温を耐え抜くために、金属質の鱗で覆われた溶岩魚。その姿は、まるで岩のようで化石と間違えられることも多い",12800,145,7,398,true,0
387,"ヒレを手足のように用いてうごめく不気味な魚。その姿は、どことなく魚人種族ロプケンに似ているが……",12801,145,8,402,true,0
388,"川辺の生態系の最上位に君臨する、獰猛なる捕食者。ただし、それはドラゴン族を除いた場合の話である",12802,145,2,398,true,0
389,"ドラゴン族のエサとして、魔科学によって品種改良された魚。異常に繁殖能力が豊富で、栄養価も高いようだ",12803,180,3,402,true,0
390,"科学者集団「青の手」が品種改良を加えたゴブリンパーチ。非常に泥臭くて不味いが、ゴブリン族的には美味らしい",12804,145,2,399,true,0
391,"目にも止まらぬ素早さで飛行する雲海魚。ドラゴン族の幼体は、この雲海魚を相手に狩りの腕を磨くようだ",12805,145,6,400,true,0
392,"アジス・ラーの周辺空域で、独自の進化を遂げた雲海魚。刺激を加えると、体中に生えた棘から、毒液を噴霧する",12806,148,6,402,true,0
393,"腐魚の原種と思われる魚。透明なゼリー状の外套膜を生成し、魔泉に含まれる毒素から身を守っているらしい",12807,145,8,402,true,0
394,"外見状はボンゴラに似ているが、その表面は不気味に柔らかい。浮行原理さえ判明していない正体不明の存在",12808,150,6,402,true,0
395,"温かい水を好む魚。イシュガルドの貴婦人の間では、肌の角質を食べてくれる「治療師魚」として知られている",12809,145,3,397,true,0
396,"浮島から浮島へと渡る飛海老。一対の鋏で雲海魚を捉えては、浮島へと運び、鮮やかに捌いて内臓を食す",12810,145,6,401,true,0
397,"腹部の吸盤とヒレを使い、岩場を登る奇妙な魚。そして、岩場から飛び出して、飛行する虫を捕らえた後、着水する",12811,145,3,402,true,0
