Index,0 [0x0][0x0],1 [0x0][0x4],2 [0x5][0x2c],3 [0x5][0x2e],4 [0x5][0x30],5 [0x2][0x35],6 [0x3][0x32],7 [0x3][0x33],8 [0x7][0x8],9 [0x19][0x36],10 [0x3][0x34],11 [0x6][0xc],12 [0x6][0x10],13 [0x6][0x14],14 [0x6][0x18],15 [0x6][0x1c],16 [0x6][0x20],17 [0x6][0x24],18 [0x6][0x28]
100135,"Präzise Veredelung","Die Qualität wird erhöht, dafür sinkt die Belastbarkeit.\nEffizienz: 100 %\nErfolgswahrscheinlichkeit: 70 %\n<color #FF7B1A>Nur einsetzbar, wenn der Materialzustand mindestens „Gut“ ist.</color>\nZusatzeffekt: + 1 Status „Innere Ruhe“ (max. 11).",240,247,1875,15,16,53,0,false,18,100128,100129,100130,100131,100132,100133,100134,100135
100136,"Motorisches Gedächtnis","Die Arbeit schreitet um etwa ein Drittel des Gesamt-Fortschritts fort, dafür sinkt die Belastbarkeit.\nErfolgswahrscheinlichkeit: 100 %\n<color #FF7B1A>Nur beim ersten Arbeitsschritt einsetzbar.</color>",239,246,1876,15,33,54,0,false,6,100136,100136,100136,100136,100136,100136,100136,100136
100137,"Innovative Veredelung","<color #FF7B1A>Spezialistenkommando</color>\nDie Qualität wird erhöht, dafür sinkt die Belastbarkeit.\nEffizienz: 100 %\nErfolgswahrscheinlichkeit: 40 %\nZusatzeffekt: Innovation",240,247,1526,8,9,56,67632,true,8,100137,100138,100139,100140,100141,100142,100143,100144
100138,"Innovative Veredelung","<color #FF7B1A>Spezialistenkommando</color>\nDie Qualität wird erhöht, dafür sinkt die Belastbarkeit.\nEffizienz: 100 %\nErfolgswahrscheinlichkeit: 40 %\nZusatzeffekt: Innovation",240,247,1576,9,10,56,67632,true,8,100137,100138,100139,100140,100141,100142,100143,100144
100139,"Innovative Veredelung","<color #FF7B1A>Spezialistenkommando</color>\nDie Qualität wird erhöht, dafür sinkt die Belastbarkeit.\nEffizienz: 100 %\nErfolgswahrscheinlichkeit: 40 %\nZusatzeffekt: Innovation",240,247,1627,10,11,56,67632,true,8,100137,100138,100139,100140,100141,100142,100143,100144
100140,"Innovative Veredelung","<color #FF7B1A>Spezialistenkommando</color>\nDie Qualität wird erhöht, dafür sinkt die Belastbarkeit.\nEffizienz: 100 %\nErfolgswahrscheinlichkeit: 40 %\nZusatzeffekt: Innovation",240,247,1678,11,12,56,67632,true,8,100137,100138,100139,100140,100141,100142,100143,100144
100141,"Innovative Veredelung","<color #FF7B1A>Spezialistenkommando</color>\nDie Qualität wird erhöht, dafür sinkt die Belastbarkeit.\nEffizienz: 100 %\nErfolgswahrscheinlichkeit: 40 %\nZusatzeffekt: Innovation",240,247,1726,12,13,56,67632,true,8,100137,100138,100139,100140,100141,100142,100143,100144
100142,"Innovative Veredelung","<color #FF7B1A>Spezialistenkommando</color>\nDie Qualität wird erhöht, dafür sinkt die Belastbarkeit.\nEffizienz: 100 %\nErfolgswahrscheinlichkeit: 40 %\nZusatzeffekt: Innovation",240,247,1776,13,14,56,67632,true,8,100137,100138,100139,100140,100141,100142,100143,100144
100143,"Innovative Veredelung","<color #FF7B1A>Spezialistenkommando</color>\nDie Qualität wird erhöht, dafür sinkt die Belastbarkeit.\nEffizienz: 100 %\nErfolgswahrscheinlichkeit: 40 %\nZusatzeffekt: Innovation",240,247,1827,14,15,56,67632,true,8,100137,100138,100139,100140,100141,100142,100143,100144
100144,"Innovative Veredelung","<color #FF7B1A>Spezialistenkommando</color>\nDie Qualität wird erhöht, dafür sinkt die Belastbarkeit.\nEffizienz: 100 %\nErfolgswahrscheinlichkeit: 40 %\nZusatzeffekt: Innovation",240,247,1877,15,16,56,67632,true,8,100137,100138,100139,100140,100141,100142,100143,100144
100145,"Byregots Wunder","<color #FF7B1A>Spezialistenkommando</color>\nDie Qualität wird erhöht.\nEffizienz: 100 % (+ pro Status „Innere Ruhe“ weitere\n10%). Danach wird der Stapel der Status „Innere Ruhe“ halbiert.\nErfolgswahrscheinlichkeit: 70%",240,247,1527,8,9,58,67632,true,16,100145,100146,100147,100148,100149,100150,100151,100152
100146,"Byregots Wunder","<color #FF7B1A>Spezialistenkommando</color>\nDie Qualität wird erhöht, dafür sinkt die Belastbarkeit.\nEffizienz: 100 % (+ pro Status „Innere Ruhe“ weitere\n10%). Danach wird der Stapel der Status „Innere Ruhe“ halbiert.\nErfolgswahrscheinlichkeit: 70%",240,247,1577,9,10,58,67632,true,16,100145,100146,100147,100148,100149,100150,100151,100152
100147,"Byregots Wunder","<color #FF7B1A>Spezialistenkommando</color>\nDie Qualität wird erhöht, dafür sinkt die Belastbarkeit.\nEffizienz: 100 % (+ pro Status „Innere Ruhe“ weitere\n10%). Danach wird der Stapel der Status „Innere Ruhe“ halbiert.\nErfolgswahrscheinlichkeit: 70%",240,247,1628,10,11,58,67632,true,16,100145,100146,100147,100148,100149,100150,100151,100152
100148,"Byregots Wunder","<color #FF7B1A>Spezialistenkommando</color>\nDie Qualität wird erhöht, dafür sinkt die Belastbarkeit.\nEffizienz: 100 % (+ pro Status „Innere Ruhe“ weitere\n10%). Danach wird der Stapel der Status „Innere Ruhe“ halbiert.\nErfolgswahrscheinlichkeit: 70%",240,247,1679,11,12,58,67632,true,16,100145,100146,100147,100148,100149,100150,100151,100152
100149,"Byregots Wunder","<color #FF7B1A>Spezialistenkommando</color>\nDie Qualität wird erhöht, dafür sinkt die Belastbarkeit.\nEffizienz: 100 % (+ pro Status „Innere Ruhe“ weitere\n10%). Danach wird der Stapel der Status „Innere Ruhe“ halbiert.\nErfolgswahrscheinlichkeit: 70%",240,247,1727,12,13,58,67632,true,16,100145,100146,100147,100148,100149,100150,100151,100152
100150,"Byregots Wunder","<color #FF7B1A>Spezialistenkommando</color>\nDie Qualität wird erhöht, dafür sinkt die Belastbarkeit.\nEffizienz: 100 % (+ pro Status „Innere Ruhe“ weitere\n10%). Danach wird der Stapel der Status „Innere Ruhe“ halbiert.\nErfolgswahrscheinlichkeit: 70%",240,247,1777,13,14,58,67632,true,16,100145,100146,100147,100148,100149,100150,100151,100152
100151,"Byregots Wunder","<color #FF7B1A>Spezialistenkommando</color>\nDie Qualität wird erhöht, dafür sinkt die Belastbarkeit.\nEffizienz: 100 % (+ pro Status „Innere Ruhe“ weitere\n10%). Danach wird der Stapel der Status „Innere Ruhe“ halbiert.\nErfolgswahrscheinlichkeit: 70%",240,247,1828,14,15,58,67632,true,16,100145,100146,100147,100148,100149,100150,100151,100152
100152,"Byregots Wunder","<color #FF7B1A>Spezialistenkommando</color>\nDie Qualität wird erhöht, dafür sinkt die Belastbarkeit.\nEffizienz: 100 % (+ pro Status „Innere Ruhe“ weitere\n10%). Danach wird der Stapel der Status „Innere Ruhe“ halbiert.\nErfolgswahrscheinlichkeit: 70%",240,247,1878,15,16,58,67632,true,16,100145,100146,100147,100148,100149,100150,100151,100152
100153,"Nymeias Rad","<color #FF7B1A>Spezialistenkommando</color>\nEntsprechend der Stapelzahl von „Trällern“ wird ein Teil der Belastbarkeit des Materials wiederhergestellt und „Trällern“ beendet.\nErfolgswahrscheinlichkeit: 100%",242,249,1531,8,9,57,67632,true,18,100153,100154,100155,100156,100157,100158,100159,100160
100154,"Nymeias Rad","<color #FF7B1A>Spezialistenkommando</color>\nEntsprechend der Stapelzahl von „Trällern“ wird ein Teil der Belastbarkeit des Materials wiederhergestellt und „Trällern“ beendet.\nErfolgswahrscheinlichkeit: 100%",242,249,1581,9,10,57,67632,true,18,100153,100154,100155,100156,100157,100158,100159,100160
100155,"Nymeias Rad","<color #FF7B1A>Spezialistenkommando</color>\nEntsprechend der Stapelzahl von „Trällern“ wird ein Teil der Belastbarkeit des Materials wiederhergestellt und „Trällern“ beendet.\nErfolgswahrscheinlichkeit: 100%",242,249,1632,10,11,57,67632,true,18,100153,100154,100155,100156,100157,100158,100159,100160
100156,"Nymeias Rad","<color #FF7B1A>Spezialistenkommando</color>\nEntsprechend der Stapelzahl von „Trällern“ wird ein Teil der Belastbarkeit des Materials wiederhergestellt und „Trällern“ beendet.\nErfolgswahrscheinlichkeit: 100%",242,249,1683,11,12,57,67632,true,18,100153,100154,100155,100156,100157,100158,100159,100160
100157,"Nymeias Rad","<color #FF7B1A>Spezialistenkommando</color>\nEntsprechend der Stapelzahl von „Trällern“ wird ein Teil der Belastbarkeit des Materials wiederhergestellt und „Trällern“ beendet.\nErfolgswahrscheinlichkeit: 100%",242,249,1731,12,13,57,67632,true,18,100153,100154,100155,100156,100157,100158,100159,100160
100158,"Nymeias Rad","<color #FF7B1A>Spezialistenkommando</color>\nEntsprechend der Stapelzahl von „Trällern“ wird ein Teil der Belastbarkeit des Materials wiederhergestellt und „Trällern“ beendet.\nErfolgswahrscheinlichkeit: 100%",242,249,1781,13,14,57,67632,true,18,100153,100154,100155,100156,100157,100158,100159,100160
100159,"Nymeias Rad","<color #FF7B1A>Spezialistenkommando</color>\nEntsprechend der Stapelzahl von „Trällern“ wird ein Teil der Belastbarkeit des Materials wiederhergestellt und „Trällern“ beendet.\nErfolgswahrscheinlichkeit: 100%",242,249,1832,14,15,57,67632,true,18,100153,100154,100155,100156,100157,100158,100159,100160
100160,"Nymeias Rad","<color #FF7B1A>Spezialistenkommando</color>\nEntsprechend der Stapelzahl von „Trällern“ wird ein Teil der Belastbarkeit des Materials wiederhergestellt und „Trällern“ beendet.\nErfolgswahrscheinlichkeit: 100%",242,249,1882,15,16,57,67632,true,18,100153,100154,100155,100156,100157,100158,100159,100160
100161,"Geübte Hand","<color #FF7B1A>Spezialistenkommando</color>\nSowohl Fortschritt als auch Qualität werden beträchtlich erhöht.\nEffizienz: 150 %\nErfolgswahrscheinlichkeit: 80%\n<color #FF7B1A>Nur einsetzbar, wenn Stapelzahl von „Innere Ruhe“ und „Trällern“ gleich ist.</color>",239,246,1532,8,9,59,67632,true,32,100161,100162,100163,100164,100165,100166,100167,100168
100162,"Geübte Hand","<color #FF7B1A>Spezialistenkommando</color>\nSowohl Fortschritt als auch Qualität werden beträchtlich erhöht.\nEffizienz: 150 %\nErfolgswahrscheinlichkeit: 80%\n<color #FF7B1A>Nur einsetzbar, wenn Stapelzahl von „Innere Ruhe“ und „Trällern“ gleich ist.</color>",239,246,1582,9,10,59,67632,true,32,100161,100162,100163,100164,100165,100166,100167,100168
100163,"Geübte Hand","<color #FF7B1A>Spezialistenkommando</color>\nSowohl Fortschritt als auch Qualität werden beträchtlich erhöht.\nEffizienz: 150 %\nErfolgswahrscheinlichkeit: 80%\n<color #FF7B1A>Nur einsetzbar, wenn Stapelzahl von „Innere Ruhe“ und „Trällern“ gleich ist.</color>",239,246,1633,10,11,59,67632,true,32,100161,100162,100163,100164,100165,100166,100167,100168
100164,"Geübte Hand","<color #FF7B1A>Spezialistenkommando</color>\nSowohl Fortschritt als auch Qualität werden beträchtlich erhöht.\nEffizienz: 150 %\nErfolgswahrscheinlichkeit: 80%\n<color #FF7B1A>Nur einsetzbar, wenn Stapelzahl von „Innere Ruhe“ und „Trällern“ gleich ist.</color>",239,246,1684,11,12,59,67632,true,32,100161,100162,100163,100164,100165,100166,100167,100168
100165,"Geübte Hand","<color #FF7B1A>Spezialistenkommando</color>\nSowohl Fortschritt als auch Qualität werden beträchtlich erhöht.\nEffizienz: 150 %\nErfolgswahrscheinlichkeit: 80%\n<color #FF7B1A>Nur einsetzbar, wenn Stapelzahl von „Innere Ruhe“ und „Trällern“ gleich ist.</color>",239,246,1732,12,13,59,67632,true,32,100161,100162,100163,100164,100165,100166,100167,100168
100166,"Geübte Hand","<color #FF7B1A>Spezialistenkommando</color>\nSowohl Fortschritt als auch Qualität werden beträchtlich erhöht.\nEffizienz: 150 %\nErfolgswahrscheinlichkeit: 80%\n<color #FF7B1A>Nur einsetzbar, wenn Stapelzahl von „Innere Ruhe“ und „Trällern“ gleich ist.</color>",239,246,1782,13,14,59,67632,true,32,100161,100162,100163,100164,100165,100166,100167,100168
100167,"Geübte Hand","<color #FF7B1A>Spezialistenkommando</color>\nSowohl Fortschritt als auch Qualität werden beträchtlich erhöht.\nEffizienz: 150 %\nErfolgswahrscheinlichkeit: 80%\n<color #FF7B1A>Nur einsetzbar, wenn Stapelzahl von „Innere Ruhe“ und „Trällern“ gleich ist.</color>",239,246,1833,14,15,59,67632,true,32,100161,100162,100163,100164,100165,100166,100167,100168
100168,"Geübte Hand","<color #FF7B1A>Spezialistenkommando</color>\nSowohl Fortschritt als auch Qualität werden beträchtlich erhöht.\nEffizienz: 150 %\nErfolgswahrscheinlichkeit: 80%\n<color #FF7B1A>Nur einsetzbar, wenn Stapelzahl von „Innere Ruhe“ und „Trällern“ gleich ist.</color>",239,246,1883,15,16,59,67632,true,32,100161,100162,100163,100164,100165,100166,100167,100168
100169,"Zufriedenheit","<color #FF7B1A>Spezialistenkommando</color>\nVerbraucht einen Status „Trällern“, um 15 HP wiederherzustellen.\nErfolgswahrscheinlichkeit: 100%\n<color #FF7B1A>Nur einsetzbar, wenn Stapelzahl von „Trällern“ ein Vielfaches von 3 ist.</color>",242,249,1530,8,9,55,67632,true,0,100169,100170,100171,100172,100173,100174,100175,100176
100170,"Zufriedenheit","<color #FF7B1A>Spezialistenkommando</color>\nVerbraucht einen Status „Trällern“, um 15 HP wiederherzustellen.\nErfolgswahrscheinlichkeit: 100%\n<color #FF7B1A>Nur einsetzbar, wenn Stapelzahl von „Trällern“ ein Vielfaches von 3 ist.</color>",242,249,1580,9,10,55,67632,true,0,100169,100170,100171,100172,100173,100174,100175,100176
100171,"Zufriedenheit","<color #FF7B1A>Spezialistenkommando</color>\nVerbraucht einen Status „Trällern“, um 15 HP wiederherzustellen.\nErfolgswahrscheinlichkeit: 100%\n<color #FF7B1A>Nur einsetzbar, wenn Stapelzahl von „Trällern“ ein Vielfaches von 3 ist.</color>",242,249,1631,10,11,55,67632,true,0,100169,100170,100171,100172,100173,100174,100175,100176
100172,"Zufriedenheit","<color #FF7B1A>Spezialistenkommando</color>\nVerbraucht einen Status „Trällern“, um 15 HP wiederherzustellen.\nErfolgswahrscheinlichkeit: 100%\n<color #FF7B1A>Nur einsetzbar, wenn Stapelzahl von „Trällern“ ein Vielfaches von 3 ist.</color>",242,249,1682,11,12,55,67632,true,0,100169,100170,100171,100172,100173,100174,100175,100176
100173,"Zufriedenheit","<color #FF7B1A>Spezialistenkommando</color>\nVerbraucht einen Status „Trällern“, um 15 HP wiederherzustellen.\nErfolgswahrscheinlichkeit: 100%\n<color #FF7B1A>Nur einsetzbar, wenn Stapelzahl von „Trällern“ ein Vielfaches von 3 ist.</color>",242,249,1730,12,13,55,67632,true,0,100169,100170,100171,100172,100173,100174,100175,100176
100174,"Zufriedenheit","<color #FF7B1A>Spezialistenkommando</color>\nVerbraucht einen Status „Trällern“, um 15 HP wiederherzustellen.\nErfolgswahrscheinlichkeit: 100%\n<color #FF7B1A>Nur einsetzbar, wenn Stapelzahl von „Trällern“ ein Vielfaches von 3 ist.</color>",242,249,1780,13,14,55,67632,true,0,100169,100170,100171,100172,100173,100174,100175,100176
100175,"Zufriedenheit","<color #FF7B1A>Spezialistenkommando</color>\nVerbraucht einen Status „Trällern“, um 15 HP wiederherzustellen.\nErfolgswahrscheinlichkeit: 100%\n<color #FF7B1A>Nur einsetzbar, wenn Stapelzahl von „Trällern“ ein Vielfaches von 3 ist.</color>",242,249,1831,14,15,55,67632,true,0,100169,100170,100171,100172,100173,100174,100175,100176
100176,"Zufriedenheit","<color #FF7B1A>Spezialistenkommando</color>\nVerbraucht einen Status „Trällern“, um 15 HP wiederherzustellen.\nErfolgswahrscheinlichkeit: 100%\n<color #FF7B1A>Nur einsetzbar, wenn Stapelzahl von „Trällern“ ein Vielfaches von 3 ist.</color>",242,249,1881,15,16,55,67632,true,0,100169,100170,100171,100172,100173,100174,100175,100176
100177,"Letzter Schliff","",241,248,1529,-1,33,1,0,false,0,100177,100177,100177,100177,100177,100177,100177,100177
100178,"Kunst des Kundigen","„Makellose Bearbeitung“ verbraucht keine HP und die Belastbarkeit sinkt nicht. Dauer des Effekts abhängig vom zu erreichenden Fortschritt.\n<color #FF7B1A>Nur beim ersten Arbeitsschritt einsetzbar.</color>",242,249,1677,11,33,54,0,false,20,100178,100178,100178,100178,100178,100178,100178,100178
100179,"Seele des Zimmerers","<color #FF7B1A>Spezialistenkommando</color>\nFür 7 Arbeitsschritte erhöhte Chance auf Materialzustand „Gut“. Verbraucht eine Zimmerer-Abhandlung.",4655,4656,1533,8,9,60,67632,true,45,100179,100180,100181,100182,100183,100184,100185,100186
100180,"Seele des Grobschmieds","<color #FF7B1A>Spezialistenkommando</color>\nFür 7 Arbeitsschritte erhöhte Chance auf Materialzustand „Gut“. Verbraucht eine Grobschmied-Abhandlung.",4655,4656,1533,9,10,60,67632,true,45,100179,100180,100181,100182,100183,100184,100185,100186
100181,"Seele des Plattners","<color #FF7B1A>Spezialistenkommando</color>\nFür 7 Arbeitsschritte erhöhte Chance auf Materialzustand „Gut“. Verbraucht eine Plattner-Abhandlung.",4655,4656,1533,10,11,60,67632,true,45,100179,100180,100181,100182,100183,100184,100185,100186
100182,"Seele des Goldschmieds","<color #FF7B1A>Spezialistenkommando</color>\nFür 7 Arbeitsschritte erhöhte Chance auf Materialzustand „Gut“. Verbraucht eine Goldschmied-Abhandlung.",4655,4656,1533,11,12,60,67632,true,45,100179,100180,100181,100182,100183,100184,100185,100186
100183,"Seele des Gerbers","<color #FF7B1A>Spezialistenkommando</color>\nFür 7 Arbeitsschritte erhöhte Chance auf Materialzustand „Gut“. Verbraucht eine Gerber-Abhandlung.",4655,4656,1533,12,13,60,67632,true,45,100179,100180,100181,100182,100183,100184,100185,100186
100184,"Seele des Webers","<color #FF7B1A>Spezialistenkommando</color>\nFür 7 Arbeitsschritte erhöhte Chance auf Materialzustand „Gut“. Verbraucht eine Weber-Abhandlung.",4655,4656,1533,13,14,60,67632,true,45,100179,100180,100181,100182,100183,100184,100185,100186
100185,"Seele des Alchemisten","<color #FF7B1A>Spezialistenkommando</color>\nFür 7 Arbeitsschritte erhöhte Chance auf Materialzustand „Gut“. Verbraucht eine Alchemisten-Abhandlung.",4655,4656,1533,14,15,60,67632,true,45,100179,100180,100181,100182,100183,100184,100185,100186
100186,"Seele des Gourmets","<color #FF7B1A>Spezialistenkommando</color>\nFür 7 Arbeitsschritte erhöhte Chance auf Materialzustand „Gut“. Verbraucht eine Gourmet-Abhandlung.",4655,4656,1533,15,16,60,67632,true,45,100179,100180,100181,100182,100183,100184,100185,100186
100187,"Trällern","<color #FF7B1A>Spezialistenkommando</color>\nGewährt einen Stapel von 11 „Trällern“. Für jeden Arbeitsschritt bei Materialzustand „Gut“ oder höher wird je ein „Trällern“ verbraucht. Ist die Stapelzahl ein Vielfaches von 3, sind einige Bearbeitungs-Kommandos effektiver, bei Verbrauch des letzten Status schreitet die Arbeit beträchtlich voran.",242,249,1528,8,9,55,67632,true,36,100187,100188,100189,100190,100191,100192,100193,100194
100188,"Trällern","<color #FF7B1A>Spezialistenkommando</color>\nGewährt einen Stapel von 11 „Trällern“. Für jeden Arbeitsschritt bei Materialzustand „Gut“ oder höher wird je ein „Trällern“ verbraucht. Ist die Stapelzahl ein Vielfaches von 3, sind einige Bearbeitungs-Kommandos effektiver, bei Verbrauch des letzten Status schreitet die Arbeit beträchtlich voran.",242,249,1578,9,10,55,67632,true,36,100187,100188,100189,100190,100191,100192,100193,100194
100189,"Trällern","<color #FF7B1A>Spezialistenkommando</color>\nGewährt einen Stapel von 11 „Trällern“. Für jeden Arbeitsschritt bei Materialzustand „Gut“ oder höher wird je ein „Trällern“ verbraucht. Ist die Stapelzahl ein Vielfaches von 3, sind einige Bearbeitungs-Kommandos effektiver, bei Verbrauch des letzten Status schreitet die Arbeit beträchtlich voran.",242,249,1629,10,11,55,67632,true,36,100187,100188,100189,100190,100191,100192,100193,100194
100190,"Trällern","<color #FF7B1A>Spezialistenkommando</color>\nGewährt einen Stapel von 11 „Trällern“. Für jeden Arbeitsschritt bei Materialzustand „Gut“ oder höher wird je ein „Trällern“ verbraucht. Ist die Stapelzahl ein Vielfaches von 3, sind einige Bearbeitungs-Kommandos effektiver, bei Verbrauch des letzten Status schreitet die Arbeit beträchtlich voran.",242,249,1680,11,12,55,67632,true,36,100187,100188,100189,100190,100191,100192,100193,100194
100191,"Trällern","<color #FF7B1A>Spezialistenkommando</color>\nGewährt einen Stapel von 11 „Trällern“. Für jeden Arbeitsschritt bei Materialzustand „Gut“ oder höher wird je ein „Trällern“ verbraucht. Ist die Stapelzahl ein Vielfaches von 3, sind einige Bearbeitungs-Kommandos effektiver, bei Verbrauch des letzten Status schreitet die Arbeit beträchtlich voran.",242,249,1778,12,13,55,67632,true,36,100187,100188,100189,100190,100191,100192,100193,100194
100192,"Trällern","<color #FF7B1A>Spezialistenkommando</color>\nGewährt einen Stapel von 11 „Trällern“. Für jeden Arbeitsschritt bei Materialzustand „Gut“ oder höher wird je ein „Trällern“ verbraucht. Ist die Stapelzahl ein Vielfaches von 3, sind einige Bearbeitungs-Kommandos effektiver, bei Verbrauch des letzten Status schreitet die Arbeit beträchtlich voran.",242,249,1728,13,14,55,67632,true,36,100187,100188,100189,100190,100191,100192,100193,100194
100193,"Trällern","<color #FF7B1A>Spezialistenkommando</color>\nGewährt einen Stapel von 11 „Trällern“. Für jeden Arbeitsschritt bei Materialzustand „Gut“ oder höher wird je ein „Trällern“ verbraucht. Ist die Stapelzahl ein Vielfaches von 3, sind einige Bearbeitungs-Kommandos effektiver, bei Verbrauch des letzten Status schreitet die Arbeit beträchtlich voran.",242,249,1829,14,15,55,67632,true,36,100187,100188,100189,100190,100191,100192,100193,100194
100194,"Trällern","<color #FF7B1A>Spezialistenkommando</color>\nGewährt einen Stapel von 11 „Trällern“. Für jeden Arbeitsschritt bei Materialzustand „Gut“ oder höher wird je ein „Trällern“ verbraucht. Ist die Stapelzahl ein Vielfaches von 3, sind einige Bearbeitungs-Kommandos effektiver, bei Verbrauch des letzten Status schreitet die Arbeit beträchtlich voran.",242,249,1879,15,16,55,67632,true,36,100187,100188,100189,100190,100191,100192,100193,100194
100195,"","",0,0,1,-1,0,1,0,false,0,0,0,0,0,0,0,0,0
100196,"","",0,0,1,-1,0,1,0,false,0,0,0,0,0,0,0,0,0
100197,"","",0,0,1,-1,0,1,0,false,0,0,0,0,0,0,0,0,0
100198,"","",0,0,1,-1,0,1,0,false,0,0,0,0,0,0,0,0,0
100199,"","",0,0,1,-1,0,1,0,false,0,0,0,0,0,0,0,0,0
100200,"","",0,0,1,-1,0,1,0,false,0,0,0,0,0,0,0,0,0
