Index,0 [0x7][0xc],1 [0x0][0x8],2 [0x0][0x0],3 [0x0][0x4]
1901,23,"","蛮神","バンシン"
1902,23,"","イフリート","-"
1903,23,"","タイタン","-"
1904,23,"","ガルーダ","-"
1905,23,"","バハムート","-"
1906,23,"","モグル・モグXII世","モグルモグジュウニセイ"
1907,23,"","蛮族","バンゾク"
1908,23,"","アマルジャ","-"
1909,23,"","シルフ","-"
1910,23,"","イクサル","-"
1911,23,"","コボルド","-"
1912,23,"","サハギン","-"
1913,23,"","リヴァイアサン","-"
1914,23,"","ラムウ","-"
1915,23,"","シヴァ","-"
1916,23,"","アレキサンダー","-"
1917,23,"","ラーヴァナ","-"
1918,23,"","ビスマルク","-"
2000,24,"@","【コンテンツ】","コンテンツ."
2001,24,"","コンテンツ","-"
2002,24,"","クエスト","-"
2003,24,"","メインクエスト","-"
2004,24,"","サブクエスト","-"
2005,24,"","クラスクエスト","-"
2006,24,"","ジョブクエスト","-"
2007,24,"","グランドカンパニークエスト","-"
2008,24,"","FATE","フェイト"
2009,24,"","ギルドリーヴ","-"
2010,24,"","リーヴ","-"
2011,24,"","傭兵稼業","ヨウヘイカギョウ"
2012,24,"","採集稼業","サイシュウカギョウ"
2013,24,"","製作稼業","セイサクカギョウ"
2015,24,"","グランドカンパニーリーヴ","-"
2017,24,"","リーヴリンク","-"
2018,24,"","リーヴの受注権","リーヴノジュチュウケン"
2019,24,"","リーヴの難易度","リーヴノナンイド"
2020,24,"","ギルドオーダー","-"
2021,24,"","ダンジョン","-"
2022,24,"","討伐戦","トウバツセン"
2023,24,"","討滅戦","トウメツセン"
2024,24,"","強襲戦","キョウシュウセン"
2025,24,"","レイド","-"
2026,24,"","コロセウム","-"
2027,24,"","トトラクの千獄","トトラクノセンゴク"
2028,24,"","タムタラの墓所","タムタラノボショ"
2029,24,"","カッパーベル銅山","カッパーベルドウザン"
2030,24,"","サスタシャ浸食洞","サスタシャシンショクドウ"
2031,24,"","オーラムヴェイル","-"
2032,24,"","ハウケタ御用邸","ハウケタゴヨウテイ"
2033,24,"","ハラタリ修練所","ハラタリシュウレンジョ"
2034,24,"","ブレイフロクスの野営地","ブレイフロクスノヤエイチ"
2035,24,"","カルン埋没寺院","カルンマイボツジイン"
2036,24,"","ワンダラーパレス","-"
2037,24,"","ストーンヴィジル","-"
2038,24,"","カッターズクライ","-"
2039,24,"","ゼーメル要塞","ゼーメルヨウサイ"
2040,24,"","古城アムダプール","コジョウアムダプール"
2041,24,"","カストルム・メリディアヌム","-"
2042,24,"","魔導城プラエトリウム","マドウジョウプラエトリウム"
2043,24,"","集団戦訓練をくぐり抜けろ！","シュウダンセンクンレンヲクグリヌケロ!"
2044,24,"","彷徨う死霊を討て！","サマヨウシリョウヲウテ!"
2045,24,"","全関門を突破し、最深部の敵を討て！","ゼンカンモンヲトッパシサイシンブノテキヲウテ!"
2046,24,"","ギルガメを捕獲せよ！","ギルガメヲホカクセヨ!"
2047,24,"","有毒妖花を駆除せよ！","ユウドクヨウカヲクジョセヨ!"
2048,24,"","無法者「似我蜂団」を撃滅せよ！","ムホウモノジガホウダンヲゲキメツセヨ!"
2049,24,"","夢幻のブラキシオを討て！","ムゲンノブラキシオヲウテ!"
2050,24,"","爆弾魔ゴブリン軍団を撃滅せよ！","バクダンマゴブリングンダンヲゲキメツセヨ!"
2051,24,"","汚染源モルボルを討て！","オセンゲンモルボルヲウテ!"
2052,24,"","坑道に現れた妖異ブソを討て！","コウドウニアラワレタヨウイブソヲウテ!"
2053,24,"","無敵の眷属を従えし、大型妖異を討て！","ムテキノケンゾクヲシタガエシオオガタヨウイヲウテ!"
2054,24,"","ボムを率いる「ボムクイーン」を討て！","ボムヲヒキイルボムクイーンヲウテ!"
2055,24,"","不気味な陣形を組む妖異をせん滅せよ！","ブキミナジンケイヲクムヨウイヲセンメツセヨ!"
2056,24,"","三つ巴の巨人族を制し、遺物を守れ！","ミツドモエノキョジンゾクヲセイシイブツヲマモレ!"
2057,24,"","イフリート討伐戦","イフリートトウバツセン"
2058,24,"","タイタン討伐戦","タイタントウバツセン"
2059,24,"","ガルーダ討伐戦","ガルーダトウバツセン"
2060,24,"","真イフリート討滅戦","シンイフリートトウメツセン"
2061,24,"","真タイタン討滅戦","シンタイタントウメツセン"
2062,24,"","真ガルーダ討滅戦","シンガルーダトウメツセン"
2063,24,"","リットアティン強襲戦","リットアティンキョウシュウセン"
2064,24,"","大迷宮バハムート","ダイメイキュウバハムート"
2065,24,"","ウルヴズジェイル","-"
2066,24,"","極イフリート討滅戦","ゴクイフリートトウメツセン"
2067,24,"","極タイタン討滅戦","ゴクタイタントウメツセン"
2068,24,"","極ガルーダ討滅戦","ゴクガルーダトウメツセン"
2069,24,"","善王モグル・モグXII世討滅戦","ゼンオウモグルモグジュウニセイトウメツセン"
2070,24,"","アルテマウェポン破壊作戦","アルテマウェポンハカイサクセン"
2071,24,"","クリスタルタワー","-"
2072,24,"","邂逅編","カイコウヘン"
2073,24,"","古代の民の迷宮","コダイノタミノメイキュウ"
2074,24,"","ディサイファー","-"
2075,24,"","ハードモード","-"
2076,24,"","コンテンツルーレット","-"
2077,24,"","侵攻編","シンコウヘン"
2078,24,"","シリウス大灯台","シリウスダイトウダイ"
2079,24,"","極王モグル・モグXII世討滅戦","ゴクオウモグルモグジュウニセイトウメツセン"
2080,24,"","真リヴァイアサン討滅戦","シンリヴァイアサントウメツセン"
2081,24,"","極リヴァイアサン討滅戦","ゴクリヴァイアサントウメツセン"
2082,24,"","ドルムキマイラ討伐戦","ドルムキマイラトウバツセン"
2083,24,"","ハイドラ討伐戦","ハイドラトウバツセン"
2084,24,"","ギルガメッシュ討伐戦","ギルガメッシュトウバツセン"
2085,24,"","PvP","-"
2086,24,"","蛮族クエスト","バンゾククエスト"
2087,24,"","蛮族デイリークエスト","バンゾクデイリークエスト"
2088,24,"","蛮族ストーリークエスト","バンゾクストーリークエスト"
2089,24,"","サブストーリークエスト","-"
2090,24,"","トレジャーハント","-"
2091,24,"","クロニクルクエスト","-"
2092,24,"","シーズナルイベント","-"
2093,24,"","古アムダプール市街","コアムダプールシガイ"
2094,24,"","黄道十二文書","コウドウジュウニモンジョ"
2095,24,"","スフィアスクロール","-"
2096,24,"","モブハント","-"
2097,24,"","リスキーモブ","-"
2098,24,"","真ラムウ討滅戦","シンラムウトウメツセン"
2099,24,"","極ラムウ討滅戦","ゴクラムウトウメツセン"
2100,24,"","シルクスの塔","シルクスノトウ"
2101,24,"","大迷宮バハムート零式","ダイメイキュウバハムートレイシキ"
2102,24,"","カルテノー平原","カルテノーヘイゲン"
2103,24,"","ハルブレーカー・アイル","ハルブレーカーアイル"
2104,24,"","フロントライン","-"
2105,24,"","ローレベル","-"
2106,24,"","エキスパート","-"
2107,24,"","ハイレベル","-"
2108,24,"","真成編","シンセイヘン"
2109,24,"","真シヴァ討滅戦","シンシヴァトウメツセン"
2110,24,"","極シヴァ討滅戦","ゴクシヴァトウメツセン"
2111,24,"","スノークローク大氷壁","スノークロークダイヒョウヘキ"
2112,24,"","アマジナ杯闘技会決勝戦","アマジナハイトウギカイケッショウセン"
2113,24,"","納品クエスト","ノウヒンクエスト"
2114,24,"","闘神オーディン討滅戦","トウシンオーディントウメツセン"
2115,24,"","闇の世界","ヤミノセカイ"
2116,24,"","外縁遺跡群","ガイエンイセキグン"
2117,24,"","制圧戦","セイアツセン"
2118,24,"","殲滅戦","センメツセン"
2119,24,"","黙約の塔","モクヤクノトウ"
2120,24,"","真ギルガメッシュ討滅戦","シンギルガメッシュトウメツセン"
2121,24,"","アシエン","-"
2122,24,"","ヴォイド","-"
2123,24,"","グブラ幻想図書館","グブラゲンソウトショカン"
2124,24,"","ネバーリープ","-"
2125,24,"","イシュガルド教皇庁","イシュガルドキョウコウチョウ"
2126,24,"","フラクタル・コンティニアム","-"
2127,24,"","ダスクヴィジル","-"
2128,24,"","ソーム・アル","-"
2129,24,"","魔科学研究所","マカガクケンキュウジョ"
2130,24,"","ドラゴンズエアリー","-"
2131,24,"","真ラーヴァナ討滅戦","シンラーヴァナトウメツセン"
2132,24,"","極ラーヴァナ討滅戦","ゴクラーヴァナトウメツセン"
2133,24,"","真ビスマルク討滅戦","シンビスマルクトウメツセン"
2134,24,"","極ビスマルク討滅戦","ゴクビスマルクトウメツセン"
2135,24,"","シールロック","-"
2136,24,"","争奪戦","ソウダツセン"
2137,24,"","機工城アレキサンダー","キコウジョウアレキサンダー"
2138,24,"","機工城アレキサンダー零式","キコウジョウアレキサンダーレイシキ"
2139,24,"","起動編","キドウヘン"
2140,24,"","アシエン・ナプリアレス討伐戦","アシエンナプリアレストウバツセン"
2141,24,"","皇都イシュガルド防衛戦","コウトイシュガルドボウエイセン"
2142,24,"","ナイツ・オブ・ラウンド討滅戦","ナイツオブラウンドトウメツセン"
2200,49,"Mount","【マウント】","マウント."
2201,50,"ClassJob[1-33]","【クラス&ジョブ】","クラス&ジョブ."
2202,51,"PlaceName[20-37,39-59,61-65,67-67,94-94,107-107,123-123,129-129,140-140,154-154,184-184,206-206,216-216,218-218,223-223,237-237,239-239,271-271,290-290,300-300,313-313,323-323,325-325,331-331,337-337,350-350,357-361,386-386,388-388,392-392,406-406,411-411,425-427,440-440,459-459,462-462,477-477,497-498,694-694,1301-1305,1334-1334,1363-1363,1374-1374,1390-1390,1399-1399,1406-1410,1484-1484,1500-1500,2000-2002,2018-2018,2025-2025,2042-2042,2046-2046,2081-2082,2100-2101,2116-2116,2123-2123,2131-2131,2200-2200,2204-2204,2300-2301]","【地名】","チメイ."
2203,52,"Race","【民族】","ミンゾク."
2204,53,"Tribe","【部族】","ブゾク."
2205,54,"GuardianDeity[1-12]","【守護神】","シュゴシン."
2206,55,"GeneralAction[1-10,12-22]","【ジェネラルアクション】","ジェネラルアクション."
2207,56,"Action[9-191,197-208,210-222,224-228,231-239,241-244,252-252,260-260,276-279,281-281,283-297,299-300,2135-2135,2240-2252,2254-2272,2864-2890,3359-3362,3487-3487,3538-3587,3590-3643,4072-4087,4095-4097,4100-4100,4102-4106,4179-4179,4238-4248,4262-4262,4401-4406,4560-4560]","【アクション】","アクション."
2208,57,"CraftAction[100001-100010,100020-100020,100033-100033,100036-100036,100039-100039,100050-100050,100063-100063,100066-100066,100069-100069,100083-100083,100095-100095,100098-100098,100108-100108,100120-100120,100128-100128,100136-100137,100145-100145,100153-100153,100161-100161,100169-100169,100177-100187]","【製作アクション】","セイサクアクション."
2209,58,"BuddyAction","【バディアクション】","バディアクション."
2210,59,"PetAction[1-35,37-39]","【ペットアクション】","ペットアクション."
2211,60,"Weather[col-1,1-11,14-17,19-20,22-23,25-25,29-29,35-36,40-40,49-51]","【天候】","テンコウ."
2212,61,"MainCommand[col-4,1-36,41-42,44-44,56-62,64-99]","【メインコマンド】","メインコマンド."
2213,62,"TextCommand[col-8,col-5,100-211,213-321,323-699]","【テキストコマンド】","テキストコマンド."
2214,63,"Action[1558-1609]","【PvPアクション】","pvpアクション."
2215,64,"Pet[col-1,1-9]","【ペット】","ペット."
2216,65,"Companion[noun,1-67,71-174]","【ミニオン】","ミニオン."
3000,25,"@","【ゴールドソーサー】","ゴールドソーサー."
3001,25,"","チョコボレース","-"
3002,25,"","競走羽","キョウソウバ"
3003,25,"","新羽チョコボ","シンバチョコボ"
3004,25,"","引退チョコボ","インタイチョコボ"
3005,25,"","カップリング","-"
3006,25,"","総合力","ソウゴウリョク"
3007,25,"","血統レベル","ケットウレベル"
3008,25,"","コースルーレット","-"
3009,25,"","サゴリーロード","-"
3010,25,"","トランキルパス","-"
3011,25,"","トリプルトライアド","-"
3012,25,"","カード","-"
3013,25,"","カードタイプ","-"
3014,25,"","レアリティ","-"
3015,25,"","対戦","タイセン"
3016,25,"","大会","タイカイ"
3017,25,"","トーナメント","-"
3018,25,"","勝ち点","カチテン"
3019,25,"","特殊ルール","トクシュルール"
3020,25,"","流行ルール","リュウコウルール"
3021,25,"","対戦ルール","タイセンルール"
3022,25,"","大会ルール","タイカイルール"
3023,25,"","オールオープン","-"
3024,25,"","スリーオープン","-"
3025,25,"","セイム","-"
3026,25,"","サドンデス","-"
3027,25,"","プラス","-"
3028,25,"","ランダムハンド","-"
3029,25,"","オーダー","-"
3030,25,"","カオス","-"
3031,25,"","リバース","-"
3032,25,"","エースキラー","-"
3033,25,"","タイプアセンド","-"
3034,25,"","タイプディセンド","-"
3035,25,"","スワップ","-"
3036,25,"","ルーレット","-"
3037,25,"","デッキ","-"
3038,25,"","希望ルール：","キボウルール:"
3039,25,"","GATE","ゲイト"
3040,25,"","くじテンダー","クジテンダー"
3041,25,"","ジャンボ・くじテンダー","ジャンボ・クジテンダー"
3042,25,"","ミニ・くじテンダー","ミニ・クジテンダー"
3043,25,"","当選番号","トウセンバンゴウ"
