Index,0 [0x6][0xc],1 [0x3][0x24],2 [0x5][0x20],3 [0x5][0x22],4 [0x6][0x10],5 [0x6][0x14],6 [0x6][0x18],7 [0x0][0x0],8 [0x0][0x4],9 [0x0][0x8],10 [0x6][0x1c],11 [0x19][0x25]
2162745,4879628,58,500,759,45,81615,81115,"Nalds Besinnung","Wer auf Wohlstand im Diesseits hofft, muss sich gut mit Nald stellen. Gebete werden die durch den Nebel der weltlichen Verblendung vom Weg abgekommene Seele erretten. ","Nald gebietet über das Diesseits. Er soll seinen Anhängern zu Reichtum verhelfen, doch viele Kaufleute begnügen sich mittlerweile damit, Talismane in der Minerva-Kapelle in Ul'dah zu erstehen.",81453,false
2162746,4879629,22,500,759,45,81616,81116,"Zahar'ak","Der Wüstenwind ist geduldiger als jede Armee und besiegt sogar Stein. Davon zeugt ein säulenartig geschliffener Felsen, von dessen Spitze man den Feind bei klarem Himmel vortrefflich im Blick hat.","In der Sprache der Amalj'aa bedeutet Zahar'ak „Unbeugsamkeit“. Für die Echsen ist die Region Zanr'ak durch Ifrits Flammen geheiligtes Land. Deshalb versuchen sie, die Ul'dahner von dort fernzuhalten.",81453,false
2162747,4879630,22,1200,1659,45,81617,81117,"Byregots Schlag","Ein Minenarbeiter klagte mir sein Leid, dass ihm bei der Gluthitze oft die Zunge aus dem Hals hinge, doch die allagischen Ruinen und die darin verborgenen Schätze wären die Mühe wert.","Mit der Maschine lässt die Amajina Bergbau AG in der Wüste nach allagischen Ruinen graben. Dafür, dass sie nach dem göttlichen Erbauer benannt ist, erweist sie sich ganz schön anfällig gegen Überhitzung.",81453,false
2162748,4879631,22,1200,1659,45,81618,81118,"Versunkener Tempel von Qarn","Die Struktur dieser lange Zeit vergessenen heiligen Stätte erkennt man Gerüchten zufolge am besten, wenn man den schiefen Turm erklimmt und sie von seinem Dach aus betrachtet.","Eine belah'dische Ruine, die der Sonnengöttin Azeyma geweiht ist. Mehrere Herrscher brauchte es, um diese prachtvolle Anlage, die ein Zeichen unerschütterlichen Glaubens ist, zu vollenden.",81453,false
2162749,4879632,30,500,759,45,81619,81119,"Minotauren-Malm","Der Soldat vertrat vehement die Meinung, bei Gluthitze dürfe man sich nicht schonen, sondern man müsse sich voller Entschlossenheit zusammenreißen und umso härter trainieren.","Um das Monopol der Ostaldenard-Handelsgesellschaft zu brechen, gründeten kleinere Händler die 77 Karawanen. Dieser Handelsposten dient ihnen als Basis für ihre riskanten Geschäfte in der Sagolii-Wüste.",81453,false
2162750,4879633,31,500,759,46,81620,81120,"Östlicher Wachturm","Der größte Feind des Wächters ist die Müdigkeit. Um sie zu vertreiben, haben die Soldaten am Wachturm einen Trick: Auf die Spitze des Fahnenmasts stellen und zackig salutieren! Garantiert nichts für schwache Nerven.","Die Garlear benötigen Unmengen an Erdseim für ihre Kampfmaschinen. Dieser wird in Castrum Meridianum gefördert. Seitdem ist die Lage in der Region gespannt, wie dieser eorzäische Wachturm beweist.",81453,false
2162751,4879634,22,1800,459,46,81621,81121,"Erdseim-Leitung","Die Wartung der Fallgitter ist beschwerlich. An wolkenlosen Tagen hat man von oben einen überwältigenden Ausblick, doch wer vor lauter Staunen nicht aufpasst und runterfällt, sieht nur noch Radieschen von unten.","Weit vor dem Einzug von Maschinen in Eorzea sicherte sich die Amajina Bergbau AG wohlweislich die Förderrechte für Erdseim. Ironischerweise waren bis zum Krieg gegen Garlemald ausgerechnet die Garlear ihr größter Abnehmer.",81453,false
2162752,4879635,22,1200,1659,46,81622,81122,"Blauer Dunst","Der blaue Dunst kann einem ganz schön aufs Gemüt schlagen. Wenn sich der Nebel lichtet, erklimmen die Arbeiter daher gerne eine hohe Stelle und blicken von dort auf die Schlucht hinab.","Das nördliche Thanalan verfügt mit über die größten Erdseim-Reserven in ganz Eorzea, die jedoch im Vergleich zu den Vorkommen auf Ilsabard geradezu kümmerlich wirken. Beim Abbau des Rohstoffs tritt bläulicher Nebel hervor, der der Region ihren Namen gab. ",81453,false
2162753,4879636,22,800,1159,46,81623,81123,"Raubahns Trutz","Die Patrouillen an diesem Ort wissen sich bei dichtem Nebel zu helfen. Denn Dalamuds Klauen sind selbst dann nicht zu übersehen und erleichtern die Orientierung.","Als die Garlear am Ende der Sechsten Ära des Lichts in der Hoffnung auf Erdseim ins nördliche Thanalan einfielen, bissen sie sich am Widerstand der Legion der Unsterblichen die Zähne aus, die hier unter Raubahns Kommando kämpfte.",81453,false
2162754,4879637,22,1800,459,46,81624,81124,"Verlassene Amajina-Mithrilmine","Der Abenteurer wurde von üblen Gesellen gefangen genommen, doch bei Nebel gelang ihm die Flucht über eine umgestürzte Säule.","Die Mine der Amajina-Bergbau AG wurde vor etwa 20 Jahren geschlossen, nachdem man sie im großen Mithrilrausch restlos ausgebeutet hatte. Heute dient sie dem Kult der „Jünger Dalamuds“ als Unterschlupf.",81453,false
2162755,4879638,22,1700,1759,63,81651,81151,"Der Schwertrücken","Die Justierungsarbeiten müssen bis Sonnenuntergang beendet sein, deswegen haben die hier beschäftigten Astrologen keine Gelegenheit, die unvergessliche Aussicht zu genießen.","Der Kirche zufolge trieb Halone ein Schwert in das Hochland von Coerthas, um Himmel und Erde zu verbinden: der Berg Schwertrücken. Seit Dalamuds Absturz ist seine Klingenform kaum noch zu erkennen.",81454,false
2162756,4879639,22,1800,459,63,81652,81152,"Observatorium","Mein Gesprächspartner erzählte, wie er um eine Haaresbreite dem Tod entkam, als er stolperte und in die Tiefe stürzte, doch wie durch ein Wunder nicht auf dem Boden aufschlug. An jenem Tag soll es sehr neblig gewesen sein.","Im Observatorium für Ätherische und Astrologische Phänomene verfolgen die Astrologen Ishgards mit dem leistungsstärksten Teleskop Eorzeas den Lauf der Gestirne, um die Pläne der Drachen vorherzusagen.",81454,false
2162757,4879640,22,800,1159,63,81653,81153,"Skelett des Drachen","Ein Ritter, den ich am Skelett traf, sagte mir, dass auch an schneereichen Wintertagen sein Herz von feuriger Glut erfüllt ist, wenn er an den Moment zurückdenkt, als die Haubitze seines Vetters den Drachen niederstreckte.","Die gut erhaltenen Überreste eines Drachen geben Zeugnis von der Feuerkraft der Drachenhaubitzen an der Weißenfels-Front. Aus der Entfernung scheint es, als schlummere der Drache inmitten der Wolken.",81454,false
2162758,4879641,22,500,759,63,81654,81154,"Ishgard","Ishgard sieht schweren Zeiten entgegen - doch beim Anblick der stolzen Festung vor dem eisblauen Himmel erneuern die Ritter der Morgenwache tief in ihrem Herzen den Eid, den sie auf ihr heiliges Reich leisteten.","Von Mauern und magischen Barrieren umgeben, trotzen die Ritter Ishgards der eisigen Kälte und den Angriffen der Drachen. Ishgard ist außerdem Sitz des Papstes, der in einem ansehnlichen Palast residiert.",81454,false
2162759,4879642,22,1700,1759,63,81655,81155,"Rothbruch","Der Wachsoldat ließ mich nur für einen Moment auf die Zinne, doch er wollte mir den Blick auf das von den letzten Sonnenstrahlen berührte Rothbruch nicht verwehren.","Am Fuße des Schwertrückens erstrecken sich rote Felswände, aus denen man einst rotschimmernde Steine brach. Nach der Katastrophe verformte sich der Fels unter dem Einfluss dunkler Materie auf bizarre Weise.",81454,false
2162760,4879643,22,1800,459,63,81656,81156,"Halone-Signum","Ein Ritter sprach ehrfürchtig von seiner ersten Pilgerfahrt zum Heiligen Stein. Vielleicht lag es an der erhabenen Aura, vielleicht an dem strengen Schneetreiben, aber er fühlte sich, als würde die Göttin des Krieges selbst auf ihn herunterblicken.","Man kommt, um einen Stein zu sehen, doch wenn man geht, hat man Ehrfurcht und Demut gelernt. Die Gläubigen von Ishgard verehren diesen Stein, der das Signum der Kriegsgöttin Halone trägt, als Heiligtum.",81454,false
2162761,4879644,22,800,1159,63,81657,81157,"Schneekleid","Der Forscher erzählte, wie er am Westrand stand und voll tiefer Trauer an jene dachte, die im Westen zurückgelassen wurden. Seine Tränen, die selbst im Sonnenlicht gefroren, werden nicht so schnell wieder auftauen.","Die massive Eiswand blockiert den Landweg ins südliche Coerthas. Sie entstand, als sich Coerthas vor fünf Jahren durch die ätherischen Verwerfungen der Siebten Katastrophe schlagartig abkühlte.",81454,false
2162762,4879645,22,1200,1659,63,81658,81158,"Camp Drachenkopf","Der Schnee erschwert die Arbeit der Wachleute Ishgards, aber er verwandelt die Umgebung in eine zauberhaft ruhige Märchenlandschaft. Wer die Abgeschiedenheit sucht, findet sie höher als das höchste Feuer.","Von dieser Burg aus kämpfen Ritter des Hauses Fortemps verbissen gegen Drachen, Häretiker und aus Osten eindringende Ixal. Ein wie ein Drachenkopf geformter Fels gibt dem Lager seinen Namen.",81454,false
2162763,4879646,22,500,759,63,81659,81159,"Stählerne Wacht","In einer Stallung riet man mir, dass, wenn ich einen Blick auf die Stählerne Wacht zu werfen beabsichtigte, ich dem schmalsten Pfad folgen sollte.","Die Stählerne Wacht bildete zusammen mit drei weiteren Wachtürmen eine Verteidigungslinie entlang des Wolkenmeers, bis der gelbe Drache Svara und seine Horden sie in eine Ruine verwandelten. Heute bestehen nur noch einzelne Teile.",81454,false
2162764,4879647,22,1200,1659,67,81701,81201,"Castrum Centri","Ein Deserteur berichtete mir, dass sich in dem Militärlager ein moderner Landeplatz befinden soll. In unheimlichem Licht sah er gerne zu, wie die Frachtschiffe landeten und starteten.","Das garleische Militärlager wurde aus Überresten von Castrum Novum errichtet, das Nael van Darnus kurz vor der Siebten Katastrophe als ersten Stützpunkt in Eorzea erbaut hatte. Nun überwacht hier die XIV. Legion den Abbau von Rohstoffen und deren Abtransport mit dem Phantomzug.",81455,false
2162765,4879648,22,1800,459,67,81702,81202,"Kristallturm","Eine bizarre Landschaft: sogar die Bäume wurden in Kristalle verwandelt. Der Turm selbst ragt wie eine aus Diamant geschliffene Lanze in den Himmel.","Der Kristallturm erschien durch die große Katastrophe wie aus dem Nichts. Sankt Coinach-Forscher fanden heraus, dass die Allager ihn erbaut hatten, um Sonnenenergie zu speichern. Auch als Turm von Syrcus bekannt.",81455,false
2162766,4879649,22,1200,1659,67,81703,81203,"Früher Frost","Die Kristallisierung verfärbte einen Teil der Oberfläche in ein schimmerndes Blau. Ein Abenteurer führte mich auf einen ausgewucherten Kristall, der mir einen guten Blick auf die Umgebung bot.","Der beiderseits fatale Zusammenprall der Agrius mit Midgardsormr hatte eine großflächige Kristallisierung des Äthers zur Folge. Sogar das Gras knirscht unter den Füßen derjenigen, die den Pass überschreiten, so als schreite man über ewigen Frost.",81455,false
2162767,4879650,50,1700,1759,67,81704,81204,"Hüter des Sees","Die Ufer des Sees sind tückisch ... Wer die Agrius in Ruhe betrachten möchte, tut gut daran, sich in einem Baum niederzulassen.","Wie eine bizarre Skulptur ragt das Wrack des garleischen Luftschlachtschiffs Agrius aus dem Silbertränensee, umschlungen von den Überresten des einstigen Hüters des Sees, dem Drachen Midgardsormr.",81455,false
2162768,5927558,22,0,0,0,81751,81251,"Falkenhorst","Von den Höhen des westlichen Hochlands von Coerthas blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Falkenhorst geht auf eine einsame Ansammlung simpler Baracken in den Bergen von West-Coerthas zurück, die sich zu einem blühenden Dorf entwickelte - bis die Katastrophe hereinbrach und der brutale Winter seinen Blutzoll forderte. Seinen Namen hat es von den Falknern, die hier ihre schneeweißen Zöglinge aufsteigen und nach Drachen Ausschau halten lassen.",81454,false
2162769,5927559,22,0,0,0,81752,81252,"Camp Zweistrom","Von den Höhen des westlichen Hochlands von Coerthas blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Dieser verlassene Ishgardische Außenposten befand sich in strategisch wichtiger Lage dort, wo der Schnellenstrom und der Coerthas zusammenfließen. Von seiner einstigen Bedeutung zeugen heute die Überreste des Ätheryten, der durch die Katastrophe vom Netz getrennt wurde.",81454,false
2162770,5927560,22,0,0,0,81753,81253,"Träumender Drache","Von den Höhen des westlichen Hochlands von Coerthas blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Was aussieht wie eine gigantische Felsinsel in den eisigen Wassern des Aschenpfuhls soll einst ein quicklebendiger Drache gewesen sein, dort durch Wirken der Kurie in eine magische Starre gezwungen, bis Asche seinen Körper bedeckte und seine Glieder sich in Stein wandelten.",81454,false
2162771,5927561,22,0,0,0,81754,81254,"Abendrot-Wacht","Von den Höhen des westlichen Hochlands von Coerthas blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Die Katastrophe hat der einst mächtigen Bastion übel mitgespielt. Vor vielen Generationen hielten Yuhelmeric und seine furchtlosen Ritter hier die herannahende Drachenbrut in Schach, doch seit die Mauern geborsten und der Frost eingekehrt ist, haben sich die scheußlichsten Kreaturen dort niedergelassen.",81454,false
2162772,5927562,22,0,0,0,81755,81255,"Gorgagne-Höfe","Von den Höhen des westlichen Hochlands von Coerthas blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Gorgagne war ein stolzer Ritter und Bannerherr des Hauses Durendaire, bis eines Tages der älteste Sohn und Erbe des Hauses, dessen Obacht Gorgange oblag, verschwand und nie wieder gesehen wurde. Aus Sühne wählte der in Ungnade gefallene Ritter die Verbannung, tauschte sein Schwert gegen einen Pflugscharen und beendete sein Leben als einfacher Bauer.",81454,false
2162773,5959933,22,0,0,0,81756,81256,"Tannenhöhe","Von den Höhen des westlichen Hochlands von Coerthas blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Früher war Tannenhöhe eine lebendige Siedlung, die den Holzfällern, die in den Bergen des westlichen Coerthas ihrer Arbeit nachgingen, als Basis diente, doch als Eis und Schnee kamen, zogen sich die Bewohner zurück und kamen nicht wieder.",81454,false
2162774,5959936,22,0,0,0,81757,81257,"Knochenfeld","Von den Höhen des westlichen Hochlands von Coerthas blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","An Lagerfeuern erzählt man sich Geschichten, nach denen Yetis hier die Überreste ihrer Opfer verscharren und gelegentlich Knochen wie sprießende Pflanzen aus dem Erdreich hervorbrechen, doch wurde das angebliche Phänomen nie wissenschaftlich untersucht.",81454,false
2162775,5927563,22,0,0,0,81801,81301,"Loth ast Gnath","Von den Höhen des Dravanischen Vorlands blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Die Nestbauten der Gnath, geformt aus Lehm und Speichel, sind erstaunlich stabil und bieten Schutz vor der harschen Witterung des Dravanischen Vorlands. Der Rauch, der aus den schlotartigen Hügeln steigt, ist ein Räucherharz, das aus unbekannten Gründen geeignet ist, die Drachen fernzuhalten.",81456,false
2162776,5927564,22,0,0,0,81802,81302,"Kleiner Annex","Von den Höhen des Dravanischen Vorlands blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Die Ruinen einer ehemals stolzen Stadt. Die offizielle Doktrin der Kurie sagt, dass hier eine Siedlung der Häretiker stand und von Halone in einem Akt göttlicher Einmischung dem Erdboden gleichgemacht wurde. Unabhängige Historiker bestreiten diese Darstellung.",81456,false
2162777,5927565,22,0,0,0,81803,81303,"Trinär-Annex","Von den Höhen des Dravanischen Vorlands blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Drei Türme von einer Bauart, die es sowohl Drachen als auch Elezen gestattet, sie zu bewohnen. Diese architektonische Besonderheit würde die Deutung der Kurie stützen, nach der ketzerische Hexen die Türme erbauten, um dort mit ihren verbündeten Drachen zu hausen.",81456,false
2162778,5927566,22,0,0,0,81804,81304,"Hundertfacher Schrei","Von den Höhen des Dravanischen Vorlands blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Der reißende Fluss hat große Teile der alten Ruinen am Fuße des Sohm Al mit sich gerissen. Dort hausen nun Ungeheuer, die sich von kleineren Lebewesen in den Wassern ernähren, und Drachen, die sich von den Ungeheuern ernähren.",81456,false
2162779,5927567,58,0,0,0,81805,81305,"Halo","Von den Höhen des Dravanischen Vorlands betete ich für das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Dieser uralte Altar befindet sich in den feurigen Tiefen von Mourn. Von den zwei Statuen eines Mädchens und eines Drachen, die ihn einst einrahmten, ist nur die letztere erhalten. Wer einen Blick nach oben riskiert, erkennt die Unterseite des schwebenden Gipfels von Sohm Al.",81456,false
2162780,5959938,22,0,0,0,81806,81306,"Fiederhag","Von den Höhen des Dravanischen Vorlands blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Fallensteller und Jäger, die es auf wilde Chocobos abgesehen hatten, gründeten diese Waldsiedlung, die durch das Blätterwerk der majestätischen Siebenhimmelbäume vor den Blicken der Drachen geschützt ist.",81456,false
2162781,5959940,22,0,0,0,81807,81307,"Sohm Al","Von den Höhen des Dravanischen Vorlands blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Der höchste der vielen eindrucksvollen Gipfel von Abalathias Rückgrat und der höchste Ort Eorzeas. Für die Drachen ist er heiliger Boden und die letzte Ruhestätte, wenn sie sich auf die letzte Reise begeben. Der schwebende Gipfel ist nicht aus Stein, sondern purem Kristall, und ein unvergesslicher Anblick.",81456,false
2162782,5927570,22,0,0,0,81815,81315,"Moglingen","Von den Gipfeln der Wallenden Nebel blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Das Dorf der Mogrys ist ausgerechnet auf Sohm Al gelegen, dem höchsten Berg Eorzeas und Herz des Herrschaftsgebiets der Drachen. Welche Absprache die Mogrys mit Hraesvelgr getroffen haben, um hier in Frieden leben zu können, bleibt ihr Geheimnis.",81456,false
2162783,5927571,22,0,0,0,81816,81316,"Nest des Drachen","Von den Gipfeln der Wallenden Nebel blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Heimtückische Ätherstürme toben in Nidhoggs Höhle und halten all diejenigen fern, die es wagen sollten, den großen Drachen in seinem Schlaf zu stören - ein Schlaf, der mal ein Jahr, mal ein Jahrhundert dauern kann.",81456,false
2162784,5927572,22,0,0,0,81817,81317,"Tharl Oom Khash","Von den Gipfeln der Wallenden Nebel blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Der Name dieses uralten Gebildes bedeutet „Kristall der Reue“ in der Sprache der Drachen, und es ist tatsächlich zur Hälfte von Kristallen verschlungen. Aufgrund der immensen Kristallisation wird gemutmaßt, dass ein gigantisches Geschöpf mit einer ätherischen Präsenz, die den sieben großen Drachen gleichkommt, hier sein Leben ausgehaucht hat.",81456,false
2162785,5927573,22,0,0,0,81818,81318,"Kreidetempel","Von den Gipfeln der Wallenden Nebel blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Diese Festung liegt in Hraesvelgrs Domäne und wird auf Geheiß des Drachen von den Mogrys bewacht, die ihr Zuhause in den Wallenden Nebeln haben. Obwohl die Zeit - eintausend Jahre - ihren Tribut gefordert hat, erstrahlt der Tempel noch immer in Ehrfurcht gebietendem Glanz.",81456,false
2162786,5927574,58,0,0,0,81819,81319,"Der Verirrte Grundherr","Von Gipfeln der Wallenden Nebel betete ich für das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Dieser Koloss erhebt sich auf einer Insel gleich neben Grünwarte. Den Namen erhielt er von den Mogrys, die glaubten, dass die Statue den „König der Bodenbewohner“ darstellt. Doch niemand weiß, ob die Statue ein bloßes Kunstwerk ist oder eine tatsächliche Person abbildet.",81456,false
2162787,5959944,22,0,0,0,81820,81320,"Haus der Blätter","Von den Gipfeln der Wallenden Nebel blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Die eintausend Jahre alten Ruinen eines Turms, der vor dem Krieg von Drachen und Ishgardern errichtet wurde. Selbst jetzt, da er in Trümmern liegt, lassen sich noch die Buchstaben seiner Wandinschriften erkennen. Die Mogry gaben diesem Ort seinen Namen, denn die Inschriften, die sie nicht entziffern konnten, erinnerten sie an die Blätter eines Briefes.",81456,false
2162788,5959946,22,0,0,0,81821,81321,"Drachen-Korridor","Von den Gipfeln der Wallenden Nebel blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Der Drachen-Korridor war einst ein Zugang zum Himmel - ein geschäftiger Ort, an dem Reisende auf abgerichteten Wyvern in die Lüfte stiegen und landeten. Dieser Tage landen hier nur noch Diener Nidhoggs.",81456,false
2162789,5927575,22,0,0,0,81851,81351,"Camp Wolkenwipfel","Von den Höhen des Wolkenmeeres blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Ein Außenposten, der mit den Rosenkavalleristen des Hauses Haillenarte bemannt ist, die unablässig Ausschau nach Angreifern aus Dravania halten. Der ganze Stolz des Postens ist die <i>Protektor</i>, ein gewaltiges Luftschiff, das den Ishgardern einen erheblichen Vorteil im Luftkampf verschaffen könnte, wenn es nur vollständig einsatzfähig wäre.",81457,false
2162790,5927576,13,0,0,0,81852,81352,"Das Genist","In den Höhen des Wolkenmeeres erlaubte ich mir einen Augenblick der Müdigkeit. Und was ich beim Aufwachen erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Große Wandervögel nisten hier während ihres Zugs vom Nahen Osten nach Eorzea und zurück. Jungvögel, die in den tückischen Winden des Wolkenmeeres flügge werden, meistern den Rest der Wegstrecke ohne Probleme.",81457,false
2162791,5927577,22,0,0,0,81853,81353,"Voor Sian Siran","Von den Höhen des Wolkenmeeres blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Eine Wasserquelle, genährt von der Feuchtigkeit der Luft und mannshohen Wasserkristallen. Der Ritter, der sie zuerst erblickte, teilte seine wundersame Entdeckung mit einem Barden, der die Erscheinung in einer umgehend komponierten Ballade mit dem legendären Paradies von Voor Sian Siran verglich.",81457,false
2162792,5927578,22,0,0,0,81854,81354,"Mok Oogl","Von den Höhen des Wolkenmeeres blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Der Name der Insel bedeutet in der Sprache der Vanu Vanu so viel wie „Klang der Höhe“. Das mit einem Mogry-Symbol versehene Monument ist ein Rätsel, haben die flatternden Kreaturen doch nie diese Insel bewohnt.",81457,false
2162793,5927579,22,0,0,0,81855,81355,"Haus der Gefallenen Feder","Von den Höhen des Wolkenmeeres blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Eine der heiligsten Stätten der Vanu Vanu. Hier soll eine einzelne Feder des Primae Bismarck vom Himmel gefallen und den Boden berührt haben. Der Älteste des aggressiven Stamms der Vundo hat diesen Ort zu seinem Sitz gemacht und herrscht von hier aus mit eiserner Kralle.",81457,false
2162794,5959948,22,0,0,0,81856,81356,"Ok' Vundo Vana","Von den Höhen des Wolkenmeeres blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Grob übersetzt „hohes Dorf der Vundo“ - und tatsächlich ist dieses Dorf Heimat des aggressiven Stamms der Vundo. Diese Vanu Vanu glauben, dass die Stimmen derer, die den höchsten Punkt im Himmel bewohnen, vom Herrscher der Wolken, Bismarck, erhört werden.",81457,false
2162795,5959950,22,0,0,0,81857,81357,"Hengrs Schmelztiegel","Von den Höhen des Wolkenmeeres blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Die merkwürdig geformte Insel am östlichen Rand des Wolkenmeers ist nach der Hexe Hengr benannt, einer coerthischen Märchengestalt, und soll ihrem Kessel ähnlich sehen. In letzter Zeit haben sich hier die sehr territorialen Tokotokos niedergelassen, die ihr neues Revier erbittert verteidigen.",81457,false
2162796,5927586,22,0,0,0,81808,81308,"Arkhitekton","Von den Höhen des Dravanischen Hinterlands blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Einst bauten die Sharlayaner Ätheryten in dieser Werkstatt, doch nun wird sie von den berüchtigten Goblins der Indigohand bewohnt, die die technischen Hinterlassenschaften für ihre diabolischen Pläne missbrauchen.",81456,false
2162797,5927587,22,0,0,0,81809,81309,"Akademie-Viertel","Von den Höhen des Dravanischen Hinterlands blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Diese verlassene Siedlung der Sharlayaner erstreckt sich am Westufer des Flusses Thaliak. Sie beherbergt das Sankt Mocianne-Arboretum und war ein Zentrum für Bildung und Wissenschaft. Sie geht zurück auf die Städte des Lernens, die in längst vergangenen Zeiten existierten.",81456,false
2162798,5927588,22,0,0,0,81810,81310,"Zenotaph","Von den Höhen des Dravanischen Hinterlands blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Ein steil emporragender Monolith, der in Erinnerung an die großen Denker einstiger Tage errichtet wurde, deren Theorien Eorzea maßgeblich geprägt haben. Zusammen mit dem Sharlayaner Motto „Wissen suchet nicht den Geist“ sind die Namen zahlloser Gelehrter in den Stein gemeißelt.",81456,false
2162799,5927589,22,0,0,0,81811,81311,"Kippender Krug","Von den Höhen des Dravanischen Hinterlands blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Der Ort, an dem zahlreiche Schmelzwasserläufe aus Abalathias Rückgrat hervortreten, die Hänge hinablaufen und schließlich zum mächtigen Thaliak-Fluss zusammenfließen. Der Name leitet sich von dem Krug des Gottes Thaliak ab, aus dem sich der Fluss der Weisheit ergoss.",81456,false
