Index,0 [0x5][0x8],1 [0x3][0x12],2 [0x3][0x13],3 [0x3][0x14],4 [0x9][0x0],5 [0x5][0xa],6 [0x5][0xc],7 [0x5][0xe],8 [0x5][0x10],9 [0x3][0x15],10 [0x6][0x4],11 [0x3][0x16],12 [0x19][0x17],13 [0x1a][0x17],14 [0x1b][0x17]
1031,0,0,0,0,1.0,0,210,532,0,0,0,0,false,true,true
1032,0,0,0,0,1.0,0,211,533,0,0,0,0,false,true,true
1033,0,4,0,0,1.0,0,49,386,0,0,0,0,true,true,true
1034,0,4,0,0,1.0,0,50,387,0,0,0,0,true,true,true
1035,0,4,0,0,1.0,0,51,388,0,0,0,0,true,true,true
1036,0,4,0,0,1.0,0,52,389,0,0,0,0,true,true,true
1037,0,4,0,0,2.0,98,0,0,0,0,0,0,true,true,true
1038,0,4,0,0,1.5,279,0,0,0,0,0,0,true,true,true
1039,0,4,0,0,1.0,355,0,0,0,0,0,0,true,true,true
1040,0,4,0,0,4.0,270,0,0,0,0,0,0,true,true,true
1041,0,4,0,0,1.2,31,0,0,0,0,0,0,true,true,true
1042,0,4,0,0,1.0,34,0,0,3253,0,0,0,true,true,true
1043,0,4,0,0,1.0,360,0,0,0,0,0,0,true,true,true
1044,0,4,0,0,1.0,362,0,0,0,0,0,0,true,true,true
1045,0,4,0,0,1.0,179,0,0,0,0,0,0,true,true,true
1046,0,4,0,0,1.0,180,0,0,0,0,0,0,true,true,true
1047,0,4,0,0,1.0,136,0,0,0,0,0,0,true,true,true
1048,0,4,0,0,1.2,152,0,0,0,0,0,0,true,true,true
1049,0,4,0,0,1.0,356,0,0,0,0,0,0,true,true,true
1050,0,4,0,0,1.0,156,0,0,0,0,0,0,true,true,true
1051,0,4,0,0,1.5,65,0,0,0,0,0,0,true,true,true
1052,0,4,0,6,1.5,198,0,0,3287,0,0,0,true,true,true
1053,0,4,0,6,2.5,201,0,0,3288,0,0,0,true,true,true
1054,0,4,0,0,1.5,202,0,0,0,0,0,0,true,true,true
1055,0,4,0,0,1.5,203,0,0,0,0,0,0,true,true,true
1056,0,4,0,0,1.5,204,0,0,0,0,0,0,true,true,true
1057,0,4,0,0,1.5,205,0,0,0,0,0,0,true,true,true
1058,0,4,0,0,1.5,206,0,0,0,0,0,0,true,true,true
1059,0,4,0,0,1.2,75,0,0,0,0,0,0,true,true,true
1060,875,5,0,0,1.0,0,217,41,0,0,0,0,true,true,true
1061,0,4,0,0,2.0,265,0,0,0,0,0,0,true,true,true
1062,0,4,0,0,2.0,264,0,0,0,0,0,0,true,true,true
1063,0,4,0,0,2.0,56,0,0,0,0,0,0,true,true,true
1064,0,4,0,0,2.5,392,0,0,0,0,0,0,true,true,true
1065,0,4,0,0,1.2,164,0,0,0,0,0,0,true,true,true
1066,0,4,0,0,0.8,164,0,0,0,0,0,0,true,true,true
1067,0,4,0,0,1.0,0,49,588,0,0,0,0,true,true,true
1068,0,4,0,0,1.0,0,282,588,0,0,0,0,true,true,true
1069,0,4,0,0,1.0,0,283,588,0,0,0,0,true,true,true
1070,0,4,0,0,2.0,50,0,0,0,0,0,0,true,true,true
1071,0,4,0,0,2.4,51,0,0,0,0,0,0,true,true,true
1072,0,4,0,0,1.0,356,0,0,0,0,0,0,true,true,true
1073,0,4,0,0,1.5,39,0,0,0,0,0,0,true,true,true
1074,0,4,0,0,1.0,292,0,0,0,0,0,0,true,true,true
1075,0,4,0,0,1.5,17,0,416,0,0,0,0,true,true,true
1076,0,0,0,0,1.0,6,0,591,0,0,0,0,true,true,true
1077,0,0,0,0,1.0,0,181,85,0,0,0,0,true,true,true
1078,0,4,0,0,1.0,0,194,386,0,0,0,0,true,true,true
1079,0,4,0,0,1.0,0,195,387,0,0,0,0,true,true,true
1080,0,4,0,0,1.0,0,195,388,0,0,0,0,true,true,true
1081,0,4,0,0,1.0,0,194,389,0,0,0,0,true,true,true
1082,0,0,0,0,1.0,0,258,554,0,0,0,0,true,true,true
1083,0,0,0,0,1.0,0,255,551,0,0,0,0,true,true,true
1084,0,0,0,0,1.0,0,256,552,0,0,0,0,true,true,true
1085,0,0,0,0,1.0,0,257,553,0,0,0,0,true,true,true
1086,0,8,0,0,1.5,5,0,314,0,0,0,0,true,true,true
1087,0,4,0,0,1.5,164,0,0,0,0,0,0,true,true,true
1088,0,4,0,0,1.2,6,0,319,0,0,0,0,true,true,true
1089,0,4,0,0,1.1,0,13,373,0,0,0,0,true,true,true
1090,0,4,0,0,1.1,0,299,374,0,0,0,0,true,true,true
1091,0,4,0,0,1.1,0,15,374,0,0,0,0,true,true,true
1092,0,4,0,0,1.5,17,0,416,0,0,0,0,true,true,true
1093,0,4,0,0,2.0,101,0,0,0,0,0,0,true,true,true
1094,0,4,0,0,1.2,7,0,326,0,0,0,0,true,true,true
1095,0,7,1,0,1.2,3,0,303,0,0,0,0,true,true,true
1096,0,4,0,0,1.5,181,0,0,0,0,0,0,true,true,true
1097,0,4,0,0,1.1,0,67,405,0,0,0,0,true,true,true
1098,0,4,0,0,1.1,0,299,405,0,0,0,0,true,true,true
1099,0,4,0,0,1.0,0,67,405,0,0,0,0,true,true,true
1100,0,4,0,0,1.0,0,67,643,0,0,0,0,true,true,true
1101,0,4,0,0,2.0,25,0,0,0,0,0,0,true,true,true
1102,0,4,0,0,1.5,160,0,0,0,0,0,0,true,true,true
1103,0,4,0,0,1.5,198,0,0,0,0,0,0,true,true,true
1104,0,4,0,0,1.1,0,22,412,0,0,0,0,true,true,true
1105,0,4,0,0,1.0,0,2,389,0,0,0,0,true,true,true
1106,0,4,0,0,1.2,44,0,0,0,0,0,0,true,true,true
1107,0,4,0,0,1.2,32,0,0,0,0,0,0,true,true,true
1108,0,4,0,0,1.0,104,0,0,0,0,0,0,true,true,true
1109,0,4,0,0,1.0,34,0,0,0,0,0,0,true,true,true
1110,0,4,0,0,1.0,0,124,376,0,0,0,0,true,true,true
1111,0,4,0,0,1.1,0,155,493,0,0,0,0,true,true,true
1112,0,4,0,0,1.2,183,0,0,0,0,0,0,true,true,true
1113,0,4,0,0,1.2,184,0,0,0,0,0,0,true,true,true
1114,0,4,0,0,1.0,0,217,542,0,0,0,0,true,true,true
1115,0,4,0,0,1.0,0,214,540,0,0,0,0,true,true,true
1116,0,0,0,0,1.0,0,238,4,0,0,0,0,true,true,true
1117,0,0,0,0,1.0,0,222,20,0,0,0,0,true,true,true
1118,0,0,0,0,1.0,0,250,12,0,0,0,0,true,true,true
1119,0,4,0,0,1.0,0,49,386,0,0,0,0,true,true,true
1120,0,4,0,0,1.0,0,2,387,0,0,0,0,true,true,true
1121,0,4,0,0,2.5,57,0,0,0,0,0,0,true,true,true
1122,0,4,0,0,1.2,136,0,0,0,0,0,0,true,true,true
1123,0,4,0,0,1.5,198,0,0,0,0,0,0,true,true,true
1124,0,0,0,0,1.0,480,0,0,0,0,0,0,true,true,false
1125,0,0,0,0,1.0,480,0,0,0,0,0,0,true,true,false
1126,0,4,0,0,1.0,145,0,0,0,0,0,0,true,true,true
1127,0,4,0,0,1.0,292,0,0,0,0,0,0,true,true,true
1128,0,4,0,0,1.3,19,0,431,0,0,0,0,true,true,true
1129,0,4,0,0,1.5,133,0,0,0,0,0,0,true,true,true
1130,0,4,0,0,1.0,381,0,0,0,0,0,0,true,true,true
1131,0,0,0,0,1.0,0,213,42,0,0,0,0,true,true,true
1132,0,0,0,0,1.0,0,215,26,0,0,0,0,true,true,true
1133,0,0,0,0,1.0,0,217,42,0,0,0,0,true,true,true
1134,0,0,0,0,1.0,0,219,537,0,0,0,0,true,true,true
1135,0,0,0,0,1.0,0,221,56,0,0,0,0,true,true,true
1136,0,0,0,0,1.0,0,223,42,0,0,0,0,true,true,true
1137,0,0,0,0,1.0,0,225,26,0,0,0,0,true,true,true
1138,0,0,0,0,1.0,0,227,56,0,0,0,0,true,true,true
1139,0,0,0,0,1.0,0,249,537,0,0,0,0,true,true,true
1140,0,0,0,0,1.0,0,251,42,0,0,0,0,true,true,true
1141,0,0,0,0,1.0,0,245,26,0,0,0,0,true,true,true
1142,0,0,0,0,1.0,0,247,537,0,0,0,0,true,true,true
1143,0,0,0,0,1.0,0,231,537,0,0,0,0,true,true,true
1144,0,0,0,0,1.0,0,235,56,0,0,0,0,true,true,true
1145,0,0,0,0,1.0,0,241,537,0,0,0,0,true,true,true
1146,0,0,0,0,1.0,0,243,26,0,0,0,0,true,true,true
1147,0,0,0,0,1.0,0,237,26,0,0,0,0,true,true,true
1148,0,0,0,0,1.0,0,239,56,0,0,0,0,true,true,true
1149,0,0,0,0,1.0,0,149,95,0,0,0,0,true,true,true
1150,0,0,0,0,1.0,0,214,97,0,0,0,0,true,true,true
1151,0,0,0,0,1.0,0,221,97,0,0,0,0,true,true,true
1152,0,0,0,0,1.0,0,237,70,0,0,0,0,true,true,true
1153,0,0,0,0,1.0,0,213,70,0,0,0,0,true,true,true
1154,0,0,0,0,1.0,0,237,4,0,0,0,0,true,true,true
1155,0,0,0,0,1.0,0,231,4,0,0,0,0,true,true,true
1156,0,0,0,0,1.0,0,251,86,0,0,0,0,true,true,true
1157,0,0,0,0,1.0,0,217,86,0,0,0,0,true,true,true
1158,0,0,0,0,1.0,0,219,86,0,0,0,0,true,true,true
1159,0,0,0,0,1.0,0,241,86,0,0,0,0,true,true,true
1160,0,0,0,0,1.0,0,249,87,0,0,0,0,true,true,true
1161,0,0,0,0,1.0,0,245,535,0,0,0,0,true,true,true
1162,0,0,0,0,1.0,0,217,535,0,0,0,0,true,true,true
1163,0,0,0,0,1.0,0,219,534,0,0,0,0,true,true,true
1164,0,0,0,0,1.0,0,213,539,0,0,0,0,true,true,true
1165,0,0,0,0,1.0,0,216,44,0,0,0,0,true,true,true
1166,0,0,0,0,1.0,0,218,26,0,0,0,0,true,true,true
1167,0,0,0,0,1.0,0,220,58,0,0,0,0,true,true,true
1168,0,0,0,0,1.0,0,222,44,0,0,0,0,true,true,true
1169,0,0,0,0,1.0,0,224,58,0,0,0,0,true,true,true
1170,0,0,0,0,1.0,0,226,539,0,0,0,0,true,true,true
1171,0,0,0,0,1.0,0,228,26,0,0,0,0,true,true,true
1172,0,0,0,0,1.0,0,250,44,0,0,0,0,true,true,true
1173,0,0,0,0,1.0,0,252,58,0,0,0,0,true,true,true
1174,0,0,0,0,1.0,0,246,539,0,0,0,0,true,true,true
1175,0,0,0,0,1.0,0,248,26,0,0,0,0,true,true,true
1176,0,0,0,0,1.0,0,232,44,0,0,0,0,true,true,true
1177,0,0,0,0,1.0,0,236,539,0,0,0,0,true,true,true
1178,0,0,0,0,1.0,0,242,26,0,0,0,0,true,true,true
1179,0,0,0,0,1.0,0,244,539,0,0,0,0,true,true,true
1180,0,0,0,0,1.0,0,238,44,0,0,0,0,true,true,true
1181,0,0,0,0,1.0,0,240,26,0,0,0,0,true,true,true
1182,0,0,0,0,1.0,0,213,95,0,0,0,0,true,true,true
1183,0,0,0,0,1.0,0,215,95,0,0,0,0,true,true,true
1184,0,0,0,0,1.0,0,222,95,0,0,0,0,true,true,true
1185,0,0,0,0,1.0,0,224,95,0,0,0,0,true,true,true
1186,0,0,0,0,1.0,0,236,95,0,0,0,0,true,true,true
1187,0,0,0,0,1.0,0,214,97,0,0,0,0,true,true,true
1188,0,0,0,0,1.0,0,130,97,0,0,0,0,true,true,true
1189,0,0,0,0,1.0,0,236,97,0,0,0,0,true,true,true
1190,0,0,0,0,1.0,0,238,70,0,0,0,0,true,true,true
1191,0,0,0,0,1.0,0,240,70,0,0,0,0,true,true,true
1192,0,0,0,0,1.0,0,213,70,0,0,0,0,true,true,true
1193,0,0,0,0,1.0,0,216,70,0,0,0,0,true,true,true
1194,0,0,0,0,1.0,0,232,70,0,0,0,0,true,true,true
1195,0,0,0,0,1.0,0,238,4,0,0,0,0,true,true,true
1196,0,0,0,0,1.0,0,240,4,0,0,0,0,true,true,true
1197,0,0,0,0,1.0,0,232,4,0,0,0,0,true,true,true
1198,0,0,0,0,1.0,0,250,86,0,0,0,0,true,true,true
1199,0,0,0,0,1.0,0,252,86,0,0,0,0,true,true,true
1200,0,0,0,0,1.0,0,218,86,0,0,0,0,true,true,true
1201,0,0,0,0,1.0,0,220,86,0,0,0,0,true,true,true
1202,0,0,0,0,1.0,0,241,86,0,0,0,0,true,true,true
1203,0,0,0,0,1.0,0,244,86,0,0,0,0,true,true,true
1204,0,0,0,0,1.0,0,250,87,0,0,0,0,true,true,true
1205,0,0,0,0,1.0,0,252,87,0,0,0,0,true,true,true
1206,0,0,0,0,1.0,0,250,535,0,0,0,0,true,true,true
1207,0,0,0,0,1.0,0,252,535,0,0,0,0,true,true,true
1208,0,0,0,0,1.0,0,218,535,0,0,0,0,true,true,true
1209,0,0,0,0,1.0,0,220,534,0,0,0,0,true,true,true
1210,0,0,0,0,1.0,0,213,54,0,0,0,0,true,true,true
1211,0,0,0,0,1.0,0,215,54,0,0,0,0,true,true,true
1212,0,0,0,0,1.0,0,213,68,0,0,0,0,true,true,true
1213,0,0,0,0,1.0,0,215,68,0,0,0,0,true,true,true
1214,0,0,0,0,1.0,0,213,36,0,0,0,0,true,true,true
1215,0,0,0,0,1.0,0,215,36,0,0,0,0,true,true,true
1216,0,0,0,0,1.0,0,213,116,0,0,0,0,true,true,true
1217,0,0,0,0,1.0,0,215,116,0,0,0,0,true,true,true
1218,0,0,0,0,1.0,0,213,123,0,0,0,0,true,true,true
1219,0,0,0,0,1.0,0,215,123,0,0,0,0,true,true,true
1220,0,0,0,0,1.0,0,213,135,0,0,0,0,true,true,true
1221,0,0,0,0,1.0,0,215,135,0,0,0,0,true,true,true
1222,0,4,0,0,1.0,138,0,0,0,0,0,0,true,true,true
1223,0,4,0,0,3.0,148,0,0,3144,0,0,0,true,true,true
1224,30146,4,0,0,3.0,160,0,0,3316,0,0,0,true,true,true
1225,0,4,0,0,5.0,280,0,0,3302,0,0,0,true,true,true
1226,0,4,0,0,1.0,0,49,550,0,0,0,0,true,true,true
1227,0,4,0,0,1.0,0,2,549,0,0,0,0,true,true,true
1228,0,4,0,0,1.0,0,214,548,0,0,0,0,true,true,true
1229,0,8,0,0,2.0,5,0,313,3320,0,0,0,true,true,true
1230,0,4,0,0,3.0,160,0,0,3316,0,0,0,true,true,true
1231,0,4,0,0,2.0,14,0,360,3314,0,0,0,true,true,true
1232,0,4,0,0,3.0,173,0,0,3280,0,0,0,true,true,true
1233,0,4,0,0,3.0,148,0,0,3144,0,0,0,true,true,true
1234,0,4,0,0,5.0,49,0,0,3267,0,0,0,true,true,true
1235,0,4,0,0,2.0,6,0,319,3319,0,0,0,true,true,true
1236,0,4,0,0,10.0,79,0,0,3313,0,0,0,true,true,true
1237,0,4,0,0,3.0,356,0,0,3312,0,0,0,true,true,true
1238,0,7,1,0,1.2,3,0,303,0,0,852099,0,true,true,true
1239,0,4,0,0,1.5,63,0,0,0,0,851999,0,true,true,true
1240,0,4,0,0,1.0,0,213,542,0,0,852092,0,true,true,true
1241,0,4,0,0,1.0,0,225,543,0,0,852090,0,true,true,true
1242,0,4,0,0,1.0,0,217,540,0,0,852091,0,true,true,true
1243,0,4,0,0,1.0,0,261,541,0,0,852084,0,true,true,true
1244,0,7,1,0,1.2,3,0,302,0,0,852097,0,true,true,true
1245,0,4,0,0,1.0,0,225,563,0,0,852081,0,true,true,true
1246,0,4,0,0,1.0,0,269,561,0,0,852082,0,true,true,true
1247,0,0,0,0,1.0,0,176,70,0,0,0,0,true,true,true
1248,0,0,0,0,1.0,0,177,70,0,0,0,0,true,true,true
1249,0,0,0,0,1.0,0,183,70,0,0,0,0,true,true,true
1250,0,4,0,0,0.9,0,249,540,0,0,0,0,true,true,true
1251,0,4,0,0,0.9,0,214,542,0,0,0,0,true,true,true
1252,0,4,0,0,0.9,0,241,178,0,0,0,0,true,true,true
1253,0,4,0,0,0.9,0,213,543,0,0,0,0,true,true,true
1254,0,4,0,0,0.9,0,217,541,0,0,0,0,true,true,true
1255,0,4,0,0,0.9,0,250,544,0,0,0,0,true,true,true
1256,0,0,0,0,1.0,0,182,85,0,0,0,0,true,true,true
1257,0,5,0,0,1.5,173,0,0,0,0,0,0,true,true,true
1258,0,4,0,0,0.5,126,0,0,0,0,0,0,true,true,true
1259,0,4,0,0,1.0,359,0,0,0,0,0,0,true,true,true
1260,0,4,0,0,1.0,0,238,547,0,0,0,0,true,true,true
1261,0,4,0,0,1.0,0,232,547,0,0,0,0,true,true,true
1262,0,4,0,0,2.0,264,0,0,0,0,0,0,true,true,true
1263,0,4,0,0,2.0,268,0,0,0,0,0,0,true,true,true
1264,0,4,0,0,1.0,0,58,395,0,0,0,0,true,true,true
1265,0,4,0,0,1.2,156,0,0,0,0,0,0,true,true,true
1266,0,4,0,0,2.0,82,0,0,0,0,0,0,true,true,true
1267,0,4,0,0,3.0,126,0,0,3273,0,0,0,true,true,true
1268,0,4,0,0,4.0,142,0,0,3254,0,0,0,true,true,true
1269,0,4,0,0,4.0,355,0,0,3260,0,0,0,true,true,true
1270,0,11,0,0,1.5,12,0,357,0,0,0,0,true,true,true
1271,0,4,0,0,2.0,76,0,0,3271,0,0,0,true,true,true
1272,0,4,0,0,1.0,0,219,44,0,0,0,0,true,true,true
1273,0,4,0,0,2.0,14,0,360,3314,0,0,0,true,true,true
1274,0,4,0,0,2.0,14,0,360,3314,0,0,0,true,true,true
1275,0,4,0,0,3.0,127,0,0,3273,0,0,0,true,true,true
1276,0,4,0,0,6.0,110,0,0,3317,0,0,0,true,true,true
1277,0,4,0,0,2.25,193,0,0,3285,0,0,0,true,true,true
1278,0,7,1,0,1.5,3,0,300,3325,0,0,0,true,true,true
1279,0,4,0,0,1.5,0,81,462,0,0,0,0,true,true,true
1280,0,4,0,0,4.0,267,0,0,3315,0,0,0,true,true,true
1281,0,4,0,0,2.0,185,0,0,3282,0,0,0,true,true,true
1282,0,4,0,0,1.5,183,0,0,0,0,0,0,true,true,true
1283,0,4,0,0,1.5,184,0,0,0,0,0,0,true,true,true
1284,0,4,0,0,1.0,0,259,546,0,0,0,0,true,true,true
1285,0,4,0,0,1.0,0,260,546,0,0,0,0,true,true,true
1286,0,7,1,0,1.5,3,0,303,3325,0,0,0,true,true,true
1287,0,4,0,0,2.0,242,0,0,3258,0,0,0,true,true,true
1288,0,4,0,0,3.0,233,0,0,0,0,0,0,true,true,true
1289,0,0,0,0,1.0,0,213,105,0,0,0,0,true,true,true
1290,0,0,0,0,1.0,0,213,106,0,0,0,0,true,true,true
1291,0,0,0,0,1.0,0,213,111,0,0,0,0,true,true,true
1292,0,0,0,0,1.0,488,0,0,0,2,0,0,true,false,false
1293,0,4,0,0,1.0,488,0,0,0,2,0,0,true,false,false
1294,0,0,0,0,1.0,0,214,107,0,0,0,0,true,true,true
1295,0,0,0,0,1.0,0,238,4,0,0,0,0,true,true,true
1296,0,0,0,0,1.0,0,253,114,0,0,0,0,true,true,true
1297,0,0,0,0,1.0,0,254,114,0,0,0,0,true,true,true
1298,0,0,0,0,1.0,0,253,125,0,0,0,0,true,true,true
1299,0,0,0,0,1.0,0,254,125,0,0,0,0,true,true,true
1300,0,0,0,0,1.0,0,253,134,0,0,0,0,true,true,true
1301,0,0,0,0,1.0,0,254,134,0,0,0,0,true,true,true
1302,0,0,0,0,1.0,0,238,5,0,0,0,0,true,true,true
1303,0,0,0,0,1.0,0,238,69,0,0,0,0,true,true,true
1304,0,4,0,0,1.0,0,54,639,0,0,0,0,true,true,true
1305,0,4,0,0,1.0,0,54,640,0,0,0,0,true,true,true
1306,0,4,0,0,1.0,138,0,0,0,0,0,0,true,true,true
1307,0,0,0,0,1.0,14,0,576,0,0,852096,0,true,true,true
1308,0,0,0,0,1.0,488,0,0,0,2,0,0,true,false,false
1309,0,0,0,0,1.0,488,0,0,0,2,0,0,true,false,false
1310,0,4,0,0,1.0,14,0,360,0,0,0,0,true,true,true
1311,0,0,0,0,1.0,0,217,127,0,0,0,0,true,true,true
1312,0,0,0,0,1.0,0,250,108,0,0,852094,0,true,true,true
1313,0,0,0,0,1.0,0,214,107,0,0,0,0,true,true,true
1314,0,0,0,0,1.0,0,213,126,0,0,0,0,true,true,true
1315,0,0,0,0,1.0,0,249,128,0,0,0,0,true,true,true
1316,0,0,0,0,1.0,0,250,128,0,0,0,0,true,true,true
1317,0,0,0,0,1.0,0,241,123,0,0,0,0,true,true,true
1318,0,4,0,0,1.0,0,282,386,0,0,0,0,true,true,true
1319,0,4,0,0,1.0,0,50,387,0,0,0,0,true,true,true
1320,0,5,0,0,1.0,0,49,386,0,0,0,0,true,true,true
1321,0,5,0,0,1.0,0,282,387,0,0,0,0,true,true,true
1322,0,4,0,0,1.0,0,50,387,0,0,0,0,true,true,true
1323,0,5,0,0,1.0,0,282,387,0,0,0,0,true,true,true
1324,0,4,0,0,1.0,0,271,571,0,0,0,0,false,true,true
1325,0,0,0,0,1.0,492,0,0,0,2,0,0,true,false,false
1326,0,0,0,0,1.0,488,0,0,0,2,0,0,true,false,false
1327,0,0,0,0,1.0,493,0,0,0,2,0,0,true,false,false
1328,0,0,0,0,1.0,498,0,0,0,2,0,0,true,false,false
1329,0,0,0,0,1.0,496,0,0,0,2,0,0,true,false,false
1330,0,0,0,0,1.0,492,0,0,0,2,0,0,true,false,false
1331,0,0,0,0,1.0,497,0,0,0,2,0,0,true,false,false
1332,0,0,0,0,1.0,494,0,0,0,2,0,0,true,false,false
1333,0,0,0,0,1.0,495,0,0,0,2,0,0,true,false,false
1334,0,4,0,6,1.5,240,0,0,3258,0,0,0,true,true,true
1335,0,0,0,0,1.0,0,213,42,0,0,0,0,false,true,true
1336,0,0,0,0,1.0,0,249,42,0,0,0,0,false,true,true
1337,0,4,0,0,0.9,0,213,540,0,0,0,0,false,true,true
1338,0,4,0,0,1.0,0,249,544,0,0,0,0,false,true,true
1339,0,4,0,0,1.0,0,225,543,0,0,0,0,false,true,true
1340,0,4,0,0,1.0,0,261,541,0,0,0,0,false,true,true
1341,0,4,0,0,1.0,0,213,70,0,0,0,0,true,true,true
1342,0,0,0,0,1.0,0,298,552,0,0,852685,0,true,true,true
1343,0,0,0,0,1.0,0,250,108,0,0,852095,0,true,true,true
1344,0,0,0,0,1.0,0,213,111,0,0,0,0,true,true,true
1345,0,4,0,0,1.5,63,0,0,0,0,0,0,true,true,true
1346,0,4,0,0,1.0,0,81,462,0,0,0,0,true,true,true
1347,0,4,0,0,1.0,0,82,463,0,0,0,0,true,true,true
1348,0,4,0,0,2.0,56,0,0,0,0,0,0,true,true,true
1349,0,4,0,0,1.0,59,0,0,0,0,0,0,true,true,true
1350,0,4,0,0,1.0,20,0,0,0,0,0,0,true,true,true
1351,0,4,0,0,1.2,75,0,0,0,0,0,0,true,true,true
1352,0,4,0,0,1.0,80,0,0,0,0,0,0,true,true,true
1353,0,4,0,0,2.0,37,0,0,0,0,0,0,true,true,true
1354,0,4,0,0,2.0,131,0,0,0,0,0,0,true,true,true
1355,0,4,0,0,0.5,35,0,0,0,0,0,0,true,true,true
1356,0,4,0,0,1.5,204,0,0,0,0,0,0,true,true,true
1357,0,4,0,0,1.5,29,0,0,0,0,0,0,true,true,true
1358,0,4,0,0,1.0,384,0,0,0,0,0,0,true,true,true
1359,0,4,0,0,2.0,48,0,0,0,0,0,0,true,true,true
1360,0,4,0,0,2.0,49,0,0,0,0,0,0,true,true,true
1361,0,4,0,0,1.0,20,0,0,0,0,0,0,true,true,true
1362,0,4,0,0,2.0,98,0,0,0,0,0,0,true,true,true
1363,0,4,0,0,1.5,159,0,0,0,0,0,0,true,true,true
1364,0,4,0,0,2.0,50,0,0,0,0,0,0,true,true,true
1365,0,4,0,0,1.5,29,0,0,0,0,0,0,true,true,true
1366,0,4,0,0,1.5,17,0,416,0,0,0,0,true,true,true
1367,0,4,0,0,1.0,59,0,0,0,0,0,0,true,true,true
1368,0,4,0,0,1.0,79,0,0,0,0,0,0,true,true,true
1369,0,4,0,0,4.0,35,0,0,0,0,0,0,true,true,true
1370,0,4,0,0,2.0,28,0,0,0,0,0,0,true,true,true
1371,0,4,0,0,5.0,149,0,0,0,0,0,0,true,true,true
1372,0,4,0,0,1.8,280,0,0,0,0,0,0,true,true,true
1373,0,0,0,0,1.0,0,256,552,0,0,590458,0,true,true,true
1374,0,0,0,0,1.0,0,256,552,0,0,590459,0,true,true,true
1375,0,0,0,0,1.0,0,256,552,0,0,590460,0,true,true,true
1376,0,0,0,0,1.0,0,256,552,0,0,590461,0,true,true,true
1377,0,0,0,0,1.0,0,256,552,0,0,590462,0,true,true,true
1378,0,0,0,0,1.0,0,270,112,0,0,0,0,true,true,true
1379,0,4,0,0,1.0,0,214,569,0,0,0,0,true,true,true
1380,0,4,0,0,1.0,0,272,542,0,0,0,0,true,true,true
1381,0,4,0,0,1.0,0,273,541,0,0,0,0,true,true,true
1382,0,4,0,0,1.0,0,274,540,0,0,0,0,true,true,true
1383,0,4,0,0,1.0,0,275,544,0,0,0,0,true,true,true
1384,0,4,0,0,1.0,0,249,572,0,0,0,0,true,true,true
1385,0,4,0,0,1.0,0,249,573,0,0,0,0,true,true,true
1386,0,4,0,0,1.0,0,249,574,0,0,0,0,true,true,true
1387,0,4,0,0,1.0,0,213,397,0,0,0,0,true,true,true
1388,0,4,0,0,1.0,0,81,464,0,0,0,0,true,true,true
1389,0,0,0,0,1.0,0,237,5,0,0,0,0,true,true,true
1390,0,4,0,0,1.0,0,268,560,0,0,852069,0,true,true,true
1391,30146,4,0,0,1.5,160,0,0,0,0,0,0,true,true,true
1392,0,4,0,0,1.0,0,10,376,0,0,0,0,true,true,true
1393,0,4,0,0,1.0,34,0,0,0,0,0,0,true,true,true
1394,0,4,0,0,1.2,283,0,0,0,0,0,0,true,true,true
1395,0,4,0,0,1.5,176,0,0,0,0,0,0,true,true,true
1396,0,4,0,0,2.0,109,0,0,0,0,0,0,true,true,true
1397,0,4,0,0,1.0,384,0,0,0,0,0,0,true,true,true
1398,0,11,0,0,1.0,12,0,357,0,0,0,0,true,true,true
1399,0,4,0,0,2.0,264,0,0,0,0,0,0,true,true,true
1400,0,4,0,0,2.0,100,0,0,0,0,0,0,true,true,true
1401,0,4,0,0,1.5,133,0,0,0,0,0,0,true,true,true
1402,0,4,0,0,1.0,364,0,0,0,0,0,0,true,true,true
1403,0,11,0,0,1.3,12,0,355,0,0,0,0,true,true,true
1404,0,4,0,0,3.0,297,0,0,3318,0,0,0,true,true,true
1405,0,4,0,0,1.0,491,0,0,0,2,0,0,true,false,false
1406,30146,4,0,0,1.2,283,0,0,0,0,0,0,true,true,true
1407,30146,4,0,0,1.6,148,0,0,0,0,0,0,true,true,true
1408,30146,4,0,0,1.0,138,0,0,0,0,0,0,true,true,true
1409,0,4,0,0,1.0,79,0,0,0,0,0,0,true,true,true
1410,0,4,0,0,1.5,121,0,422,0,0,852350,0,true,true,true
1411,0,4,0,0,1.0,374,0,0,0,0,0,0,true,true,true
1412,0,4,0,0,1.0,235,0,0,0,0,0,0,true,true,true
1413,0,4,0,0,0.6,157,0,0,0,0,0,0,true,true,true
1414,0,4,0,0,1.6,137,0,0,0,0,0,0,true,true,true
1415,0,4,0,0,2.0,100,0,0,0,0,0,0,true,true,true
1416,0,4,0,0,1.0,384,0,0,0,0,0,0,true,true,true
1417,0,0,0,0,1.0,0,249,87,0,0,0,0,true,true,true
1418,0,0,0,0,1.0,0,232,4,0,0,0,0,true,true,true
1419,0,5,0,0,2.5,65,0,0,0,0,0,0,true,true,true
1420,30146,5,0,0,1.0,138,0,0,0,0,0,0,true,true,true
1421,0,4,0,0,3.0,110,0,0,0,0,0,0,true,true,true
1422,0,0,0,0,1.0,0,291,97,0,0,0,0,true,true,true
1423,0,0,0,0,1.0,0,132,95,0,0,0,0,true,true,true
