Index,0 [0x0][0x0],1 [0x2][0x14],2 [0x0][0x4],3 [0x2][0x15],4 [0x2][0x16],5 [0x2][0x17],6 [0x2][0x18],7 [0x2][0x19],8 [0x0][0x8],9 [0x0][0xc],10 [0x0][0x10],11 [0x5][0x24],12 [0x3][0x30],13 [0x3][0x31],14 [0x3][0x32],15 [0x3][0x33],16 [0x3][0x34],17 [0x3][0x35],18 [0x3][0x36],19 [0x3][0x37],20 [0x3][0x38],21 [0x19][0x40],22 [0x1a][0x40],23 [0x1b][0x40],24 [0x1c][0x40],25 [0x5][0x26],26 [0x1d][0x40],27 [0x1e][0x40],28 [0x5][0x28],29 [0x5][0x2a],30 [0x1f][0x40],31 [0x3][0x39],32 [0x3][0x3a],33 [0x5][0x2c],34 [0x3][0x3b],35 [0x3][0x3c],36 [0x3][0x3d],37 [0x20][0x40],38 [0x19][0x41],39 [0x1a][0x41],40 [0x1b][0x41],41 [0x1c][0x41],42 [0x3][0x3e],43 [0x5][0x2e],44 [0x3][0x3f],45 [0x0][0x1c],46 [0x0][0x20]
49,"Gobelin articulé",0,"Gobelins articulés",0,0,1,0,0,"Vous appelez votre mascotte Gobelin articulé. Ce gobelin miniature vous suivra partout. Malheureusement, il ne peut pas agrandir votre sac.","Une poupée façonnée sur le modèle de Brayflox, la nouvelle coqueluche du monde gobelin, sans doute en l'honneur de ses exploits. Pourtant, vous y apercevez le sceau de la Main indigo, les ennemis jurés de cette dernière...","Fromage...?",467,100,10,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4543,207,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
50,"Sylphe nain",0,"Sylphes nains",0,0,1,0,0,"Vous appelez votre mascotte Sylphe nain. \nCet adorable Sylphe en modèle réduit \nEnchantera vos journées avec ses poésies.","Ce délicat pantin créé sur le modèle des créatures sylvestres a été confectionné avec le plus grand soin, en utilisant de la soie sylphe et un enchantement sylphe. Son apparence est basée sur celle de l'Inspiré venant de naître. ","Flap flap",468,100,30,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4549,208,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
51,"curseur flottant",0,"curseurs flottants",0,0,1,0,0,"Vous appelez votre mascotte curseur flottant. Attention, il faudra résister à la tentation de pointer ce doigt sur chaque personne que vous voudrez questionner.","Un doigt inspiré d'une ancienne divinité. D'après les élucubrations d'un théologue gobelin ivre, nous serions actuellement dans le “14e monde”, et cet index au gant blanc serait en fait “celui qui contrôlait tout dans le 1er monde”. ","Bip bip!",469,100,20,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4544,220,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
52,"aéronef mécanique",0,"aéronefs mécaniques",0,1,1,0,0,"Vous appelez votre mascotte aéronef mécanique. Une réplique au 1/1000e du légendaire aéronef “l'Invincible”.","Le modèle de cette maquette serait l'Invincible de Tatanora, fondateur des Vols Hautvent. Cet aéronef conçu sur le modèle d'un immense bateau aurait été un échec cuisant pour ce constructeur, étant incapable de quitter le sol.","Tk-tk-tk-tk",470,100,30,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4545,222,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
53,"Qiqirn mécanique",0,"Qiqirns mécaniques",0,0,1,0,0,"Vous appelez votre mascotte Qiqirn mécanique. Aussi mignon qu'un vrai, l'odeur en moins!","Zazaroon, un célèbre artiste de rue qiqirn, aurait inspiré ce pantin. Criblé de dettes, le saltimbanque symbole de son époque dut autoriser la guilde des couturiers à commercialiser cette poupée à son image.","“Clic clic, clic clic!”",471,90,30,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4546,205,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
54,"bébé chocobo noir",0,"bébés chocobos noirs",0,0,1,0,0,"Vous appelez votre mascotte bébé chocobo noir. Cet adorable poussin vous suivra partout en trottinant sur un rythme de mambo.","Ce poussin jaune amateur de mambo a été un beau jour peint en noir par un barde errant aux nombreux bijoux. L'homme souhaitait l'offrir en cadeau à ses compagnons les plus fidèles.","Gn-kweeeh!",505,100,30,0,30,0,2,0,8,3,true,true,false,true,0,false,true,4548,1,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
55,"Dalamud mécanique",0,"Dalamud mécaniques",0,0,1,0,0,"Vous appelez votre mascotte Dalamud mécanique. Ce satellite miniature vous suivra partout. Livré sans dragon destructeur.","Un satellite miniature inspiré de l'astre Dalamud. Un compositeur mélomane aurait jadis tenté d'arrêter la chute de l'astre... En souvenir de son dévouement, la guilde des orfèvres a confectionné ce pantin. Nul ne sait ce qu'il renferme.","Fwiiiiiih",472,100,30,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4547,250,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
56,"gentil flagelleur",0,"gentils flagelleurs",0,0,1,0,0,"Vous appelez votre mascotte gentil flagelleur. Ce jeune flagelleur s'est attaché aux êtres humains à force de bons traitements, même s'il inspire toujours la terreur.","Cette créature trouvée par un servant a pu être apprivoisée avec le temps. D'après un spécialiste en entités, c'est un bébé flagelleur. Ces créatures utilisent les cadavres pour se matérialiser dans notre monde et manipuler les \nesprits. ","Jbwo jbwoh",578,100,30,0,0,0,2,0,8,49,true,false,false,true,0,false,true,4561,49,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
57,"perroquet taciturne",0,"perroquets taciturnes",0,0,1,0,0,"Vous appelez votre mascotte perroquet taciturne. Ce perroquet a été élevé par le capitaine Madison, mais heureusement, il a appris à fermer son propre bec.","Cet ancien perroquet et son maître seraient morts si Léviathan ne les avait pas épargnés. Grâce à lui, ils réapparurent à Sastasha sous forme de monstres. L'animal est cependant moins bavard sans capitaine à flagorner.","Capitaine! Mon capitaine!",579,55,30,0,0,0,2,2,8,50,true,true,false,true,0,false,true,4562,50,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
58,"Amalj'aa mécanique",0,"Amalj'aa mécaniques",0,1,1,0,0,"Vous appelez votre mascotte Amalj'aa mécanique. Inspirée d'un homme-lézard, cette mascotte est. L'honneur des guerriers amalj'aa, elle perpétue.","Narujj Boh, forgeron de la Ligue des cendres, a créé ce pantin en observant ceux qui vous suivent. Même s'il a été conçu comme un simple jouet, il respecte l'esprit des guerriers de ses frères amalj'aa.","Pour notre honneur!",580,100,30,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4554,213,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
59,"Ixal mécanique",0,"Ixali mécaniques",0,1,1,0,0,"Vous appelez votre mascotte Ixal mécanique. Celui-ci est une reproduction fidèle des féroces hommes-bêtes du Natalan et suivra celui-là ou celle-là partout.","Cet automate a été créé par les Planeurs d'Ehcatl pour étudier les technologies humaines. Inspiré d'un pantin de la guilde des orfèvres fourni par Tataramu, celui-ci semble à la fois vicieux et agité. Inhabituel pour un pantin...","Celui-ci est prêt!",581,100,30,0,30,0,1,0,8,0,false,false,false,false,0,false,true,4574,214,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
60,"poupée kobolde",0,"poupées kobold",0,0,1,1,0,"Vous appelez votre mascotte poupée kobolde. Une mascotte inspirée des habitants du monde souterrain, oui!","Ba Go du 789e ordre aurait conçu cette adorable poupée piégée pour endormir la méfiance de ses ennemis. Un marchand l'aurait ensuite mise en vente sans autorisation, et sans prendre la peine de la désamorcer...","Shhh...",699,100,30,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4563,215,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
61,"pantin sahuagin",0,"pantins sahuagins",0,0,1,0,0,"Vous appelez votre mascotte pantin sahuagin. Une mascotte inspirée des hommes-poissons. Attention, il ne sait pas nager.","Un pantin inspiré des hommes-bêtes aquatiques. Les enfants aînés de la fratrie de Novv l'auraient créé pour leurs benjamins. Le souci du détail est poussé jusqu'au trident qu'il tient en main. Hélas, cet alevin ne sait pas nager.","Fsssh!",700,100,30,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4564,216,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
62,"Siman mécanique",0,"Simans mécaniques",0,0,1,0,0,"Vous appelez votre mascotte Siman mécanique. Bizarre! Le Siman se lève et regarde l'équipe comme s'il voulait en faire partie!","Une créature de roche découverte lors d'une enquête sur de curieux golems apparus soudainement. Vous l'avez recueilli parce qu'il vous regardait comme s'il voulait faire partie de votre équipe, et vous l'avez surnommé “Siman”.","“Siman frapper méchants!”",577,100,30,0,0,0,2,0,8,51,true,false,false,true,0,false,true,4555,51,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
63,"poupée Shantotto",0,"poupées Shantotto",0,0,1,1,0,"Vous appelez votre mascotte poupée Shantotto. Celle-ci semble particulièrement hautaine et mégalomane.","Une mascotte hautaine confiée par le “démon noir”. Elle semble renfermer un pouvoir magique si grand qu'on la croirait vivante et autonome. Apparemment, elle ensorcellerait toute personne qui tenterait de la jeter. ","Ohohohoho!",527,100,20,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4556,218,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
64,"mini princesse Edvya",0,"minis princesses Edvya",0,0,1,1,0,"Vous appelez votre mascotte mini princesse Edvya. Une mascotte inspirée de la princesse fugueuse.","Une mascotte à l'effigie d'Edvya, jeune princesse de la civilisation Thorne au fort caractère. Cette poupée a été réalisée pour la concours de la fête des demoiselles. Comme Edvya, elle rêve de voir le vaste monde."," ...    ",584,100,30,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4557,219,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
65,"soleil mécanique",0,"soleils mécaniques",0,0,1,0,0,"Vous appelez votre mascotte soleil mécanique. Une mascotte brillante en forme d'astre solaire. L'emote “toucher” permet de changer sa hauteur.","Ce luminaire monte ou descend avec l'emote “toucher”. La guilde d'orfèvrerie l'a mis au point sur commande d'une grande dame d'Ul'dah désireuse d'être toujours bien éclairée pour cacher l'emprise du temps sur sa peau.","Dzzzz dzzzz",585,100,0,0,0,0,3,0,8,0,false,false,false,false,0,false,false,4565,500,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
66,"coussin moelleux",0,"coussins moelleux",0,0,1,0,0,"Vous appelez votre mascotte coussin moelleux. Un coussin extrêmement confortable, qui n'attend qu'une chose, c'est de recevoir un arrière-train d'aventurier fatigué.","Un coussin de luxe fabriqué par la guilde des couturiers, qui aurait été mis au point par maître Redolent Rose lui-même, éminent spécialiste des desiderata des postérieurs las. Le niveau de confort serait inimaginable.","Fwah fwah",586,100,30,0,0,0,3,0,8,0,false,false,false,false,0,false,false,4566,501,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
67,"héros de la Lumière",0,"héros de la Lumière",0,0,1,0,0,"Vous appelez votre mascotte héros de la Lumière. Un héros de jadis dont le destin prophétique est de sauver le monde des ténèbres.","Un pantin inspiré des fameux Guerriers de la Lumière mythiques. D'après la légende, ils firent leur apparition pour sauver le monde enseveli dans les ténèbres avant de s'éclipser. Que la lumière guide vos pas..."," ...    ",0,100,0,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4558,223,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
68,"héros de la Lumière",0,"héros de la Lumière",0,0,1,0,0,"","Un pantin inspiré des fameux Guerriers de la Lumière mythiques. D'après la légende, ils firent leur apparition pour sauver le monde enseveli dans les ténèbres avant de s'éclipser. Que la lumière guide vos pas..."," ...    ",587,100,10,0,70,0,1,0,8,0,false,false,false,false,0,false,true,0,223,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
69,"héros de la Lumière",0,"héros de la Lumière",0,0,1,0,0,"","Un pantin inspiré des fameux Guerriers de la Lumière mythiques. D'après la légende, ils firent leur apparition pour sauver le monde enseveli dans les ténèbres avant de s'éclipser. Que la lumière guide vos pas..."," ...    ",623,100,10,0,70,0,1,0,8,0,false,false,false,false,0,false,true,0,223,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
70,"héros de la Lumière",0,"héros de la Lumière",0,0,1,0,0,"","Un pantin inspiré des fameux Guerriers de la Lumière mythiques. D'après la légende, ils firent leur apparition pour sauver le monde enseveli dans les ténèbres avant de s'éclipser. Que la lumière guide vos pas..."," ...    ",624,100,10,0,70,0,1,0,8,0,false,false,false,false,0,false,true,0,223,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
71,"dirigeant miniature",0,"dirigeants miniatures",0,0,1,0,0,"Vous appelez votre mascotte dirigeant miniature. Un automate sur le modèle du dirigeant d'une grande compagnie.","Une poupée à l'effigie d'un des 3 dirigeants des grandes compagnies, créée à des fins promotionnelles. Cette création est distribuée aux unités s'étant particulièrement distinguées pour leur armée."," ...    ",0,100,0,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4559,224,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
72,"Merlwyb miniature",0,"Merlwyb miniatures",0,0,1,1,0,"","Une poupée à l'effigie d'un des 3 dirigeants des grandes compagnies, créée à des fins promotionnelles. Cette création est distribuée aux unités s'étant particulièrement distinguées pour leur armée."," ...    ",626,100,10,0,0,0,1,0,8,0,false,false,false,false,0,false,true,0,224,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
73,"Kan-E miniature",0,"Kan-E miniatures",0,0,1,1,0,"","Une poupée à l'effigie d'un des 3 dirigeants des grandes compagnies, créée à des fins promotionnelles. Cette création est distribuée aux unités s'étant particulièrement distinguées pour leur armée."," ...    ",627,100,10,0,0,0,1,0,8,0,false,false,false,false,0,false,true,0,224,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
74,"Raubahn miniature",0,"Raubahn miniatures",0,0,1,0,0,"","Une poupée à l'effigie d'un des 3 dirigeants des grandes compagnies, créée à des fins promotionnelles. Cette création est distribuée aux unités s'étant particulièrement distinguées pour leur armée."," ...    ",625,100,10,0,0,0,1,0,8,0,false,false,false,false,0,false,true,0,224,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
75,"prince bébé chocobo",0,"princes bébés chocobos",0,0,1,0,0,"Vous appelez votre mascotte prince bébé chocobo. Un prince chocobo qui trottine à bonne allure.","Un prince chocobo qui trottine à bonne allure. Ce chocobo serait un descendant direct de Brigliadoro, le célèbre chocobo ishgardais. Cette haute lignée lui vaut de chercher un cavalier d'exception, digne d'être porté par lui.","Kwé, kwéééé!",634,100,30,0,30,0,2,0,8,3,true,true,false,true,0,false,true,4560,1,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
76,"Odin mécanique",0,"Odin mécanique",0,1,1,0,0,"Vous appelez votre mascotte Odin mécanique. Une mascotte inspirée du Chevalier des ombres. Son épée est cependant en bois...","Une représentation du Chevalier des ombres sur son fidèle destrier Sleipnir et armé de sa célèbre épée Zantetsuken capable de trancher le plus dur des métaux. Il semblerait cependant que l'épée de cette version soit en bois.","Que vos âmes nourrissent ma lame!",683,90,10,0,0,0,2,0,8,0,false,false,false,false,0,false,true,4568,230,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
77,"guerrier de la Lumière",0,"guerrier de la Lumière",0,0,1,0,0,"Vous appelez votre mascotte guerrier de la Lumière. Un guerrier légendaire qui se bat pour sauver les cristaux.","Un pantin à l'effigie d'un Guerrier de la Lumière légendaire vêtu d'une armure bleue. Il semblerait que la guilde des orfèvres, qui a fabriqué cet objet, se soit inspirée d'une armure allagoise antique trouvée dans la Tour de Cristal."," ...    ",684,80,10,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4567,239,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
78,"bébé Bahamut",0,"bébés Bahamut",0,0,1,0,0,"Vous appelez votre mascotte bébé Bahamut. Un dragon miniature sorti tout droit d'un Dalamud mécanique fracturé.","Une curieuse créature sortie d'un Dalamud mécanique fracturé. La guilde des orfèvres, qui a fabriqué le Dalamud mécanique, affirme n'avoir rien à voir avec la présence de ce qui ressemble à un dragon.","Grooooh!",685,100,10,0,0,0,2,0,8,0,true,false,false,false,118,false,true,4569,250,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
79,"poupée mog",0,"poupées mogs",0,0,1,1,0,"Vous appelez votre mascotte poupée mog. Une mascotte inspirée de la charmante créature amicale. Il adore la danse, kupo!","Jaloux des pantins des aventuriers, les Mogs auraient cédé à l'envie d'avoir eux aussi leur mascotte. Ces Mogs miniatures aiment la musique comme leurs créateurs et forment spontanément des rondes lorsqu'ils se rassemblent.","Kupo kupo!",688,100,10,0,0,0,1,4,8,0,false,false,false,false,0,false,true,4572,233,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
80,"bébé opo-opo",0,"bébés opo-opo",0,0,1,0,0,"Vous appelez votre mascotte bébé opo-opo. Un jeune simien friand de pommes de Sombrelinceul.","Ce jeune simien aurait découvert du fromage alors qu'il s'est glissé dans le Bivouac de Brayflox à la recherche de nourriture. Mais l'odeur forte du mets fermenté l'aurait fait s'évanouir. Vous l'avez sauvé et il vous en est reconnaissant.","Ou-hou-ha-ha-ha!",686,60,30,0,0,0,2,1,8,52,true,true,false,false,0,false,true,4570,52,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
81,"balai enchanté",0,"balais enchantés",0,0,1,0,0,"Vous appelez votre mascotte balai enchanté. Avant, arrière, et un coup d'balai enchanté!\nVoici la formule d'un bien étrange sort:\n“macf/ etxet ednammoC”\nMais peut-être est-ce une simple farce?","Un balai enchanté qui bouge tout seul, sans être guère efficace pour le ménage avec ses mouvements aléatoires. Un objet de cette forme est, dit-on, très difficile à enchanter. Celui-ci semble avoir un penchant pour les farces...","Fwit, fwit",687,100,10,0,0,80,2,0,5,0,false,false,false,false,0,false,true,4571,234,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
82,"poupée succube",0,"poupées succubes",0,0,1,1,0,"Vous appelez votre mascotte poupée succube. Cette poupée semble tout droit venue du monde du néant. Prenez garde à ne pas la laisser vous prendre votre âme...","Cette poupée appartenait à un certain orfèvre qui aurait tenté d'invoquer une entité. Après avoir fabriqué cette poupée, il serait passé à la vitesse supérieure en essayant d'invoquer réellement une de ces créatures.","Sacrifice... humain!",748,80,10,0,0,0,1,3,8,0,false,false,false,false,0,false,true,4575,230,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
83,"poussin zu",0,"poussins zus",0,0,1,0,0,"Vous appelez votre mascotte poussin zu. Ce petit zu est encore trop jeune pour être agressif.","Les zus sont à l'origine des oiseaux migrateurs qui avaient pour habitude d'élever leurs petits dans les terres du Proche-Orient, mais depuis la catastrophe du septième fléau, il n'est pas rare de les voir pondre leurs œufs un peu partout\nen Éorzéa.","K.O.! K.O.!",682,100,30,0,0,0,2,0,8,54,true,false,false,true,0,false,true,4573,54,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
84,"Nanamo miniature",0,"Nanamo miniatures",0,0,1,1,0,"Vous appelez votre mascotte Nanamo miniature. Cette poupée à l'air altier ressemble à s'y méprendre à la sultane d'Ul'dah.","Ce pantin à l'effigie de la 17e sultane d'Ul'dah a été fabriqué par la guilde des orfèvres pour commémorer le dixième anniversaire de l'accès au trône de la jeune monarque, alors seulement âgée de quinze ans.","Notre véritable trésor, c'est vous!",751,80,10,0,0,0,1,1,8,0,false,false,false,false,0,false,true,4599,266,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
85,"pantin Gilgamesh",0,"pantins Gilgamesh",0,0,1,0,0,"Vous appelez votre mascotte pantin Gilgamesh. Le grand, le fantasque, l'inénarrable Gilgamesh est en miniature! Gardez quand même un œil sur vos armes...","Ce pantin aurait été fabriqué avec des pièces en trop par un certain orfèvre d'exception qui venait de réparer son propre automate. Il l'a façonné à l'image d'un ami de son fils. Peut-être espère-t-il qu'il veillera sur le fils en question...","Je suis le fantasque, l'inénarrable Gilgamesh!",756,100,10,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4576,236,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
86,"Prince oignon",0,"Princes oignons",0,0,1,0,0,"Vous appelez votre mascotte Prince oignon. Le Prince oignon, du gang des légumes, est devenu inoffensif! Il vous fera quand même pleurer si vous l'épluchez...","Apprenant qu'il était le fruit, ou plutôt le légume, d'un mariage stratégique, le Prince sombra un temps vers le côté obscur. Mais l'amour de ses parents le remit dans le droit chemin, et il est fier de porter le pollen du Roi tomate... \nParaît-il.","●×▼...!",742,100,30,0,0,0,2,0,8,42,true,true,false,true,0,false,true,4577,42,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
87,"Chevalier aubergine",0,"Chevaliers aubergines",0,0,1,0,0,"Vous appelez votre mascotte Chevalier aubergine. Le Chevalier aubergine, du gang des légumes, est devenu inoffensif! Il a même l'air appétissant...","Apprenant que son ancêtre était frère de terreau du 18e aïeul du Roi tomate, le Chevalier ambitionna un temps d'aider à créer le royaume des mandragores. Il est aujourd'hui entraîneur du prince, avec toute la confiance du roi... \nParaît-il.","◎◎×△□!!",743,100,30,0,0,0,2,0,8,42,true,true,false,true,0,false,true,4578,42,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
88,"Baron ail",0,"Barons aux",0,0,1,0,0,"Vous appelez votre mascotte Baron ail. Le Baron ail, du gang des légumes, est devenu inoffensif! Il sent assez fort, cela dit...","Fou du gang des légumes, il a été sauvé par le Chevalier aubergine alors qu'on allait le jeter en pot-au-feu. Il rêvait de se faire lui aussi adouber, mais à cause de son odeur, il a dû se contenter d'être Fou... Paraît-il.","××◎～!",744,100,30,0,0,0,2,0,8,42,true,true,false,true,0,false,true,4579,42,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
89,"Roi tomate",0,"Rois tomates",0,0,1,0,0,"Vous appelez votre mascotte Roi tomate. Le Roi tomate, du gang des légumes, est devenu inoffensif! Ne le laissez pas trop au soleil, il est déjà bien assez rouge...","Ayant levé une armée pour créer le royaume des mandragores, le Roi vit sa révolte noyée dans le sang, ou plutôt le jus (de tomate). Sa couleur rouge vif et l'acidité de sa chair sont le fruit d'années de répression légumière... \nParaît-il.","■＄◎×△□◎◎... ♪",745,100,30,0,0,0,2,0,8,42,true,true,false,true,0,false,true,4580,42,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
90,"Reine mandragore",0,"Reines mandragores",0,0,1,1,0,"Vous appelez votre mascotte Reine mandragore. La Reine mandragore, du gang des légumes, est devenue inoffensive! Et puis, elle est mignonne avec cette jolie fleur sur la tête.","Cette beauté a épousé un peu à contrecœur le roi Tomate pour le bien du royaume des mandragores. Mais après l'avoir vu se battre contre les humains, des sentiments réels sont nés, permettant de faire fleurir de nouveaux liens... \nParaît-il.","×□♪◎×◎... ",746,100,30,0,0,0,2,0,8,42,true,true,false,true,0,false,true,4581,42,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
91,"Y'shtola miniature",0,"Y'shtola miniatures",0,0,1,1,0,"Vous appelez votre mascotte Y'shtola miniature. Ce pantin reproduit les traits de l'érudite des Héritiers avec une telle perfection que son regard dénote une certaine intelligence.","C'est Tataru, la trésorière des Héritiers de la Septième Aube, qui a eu l'idée de commander cette poupée représentant Y'shtola, et dont les bottes ont été réalisées avec minutie par l'atelier Fen-Yll.","Le savoirrr est la clef de la réussite.",750,100,10,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4600,262,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
92,"poupée chevalier oignon",0,"poupées chevaliers oignons",0,0,1,1,0,"Vous appelez votre mascotte poupée chevalier oignon. Cette adorable poupée est à l'effigie du chevalier oignon des temps anciens. Son épée a l'air très tranchante pour un jouet...","Une poupée découverte dans la Tour de Cristal. D'après Rammbroes, ce serait un jouet inspiré de la garde des chevaliers oignon. Il est écrit “Luneth” sous son pied, mais on ignore si c'est son nom ou celui du propriétaire...","32 coups!",749,100,10,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4582,240,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
93,"coffre au trésor mécanique",0,"coffres au trésor mécaniques",0,0,1,0,0,"Vous appelez votre mascotte coffre au trésor mécanique. Un étrange coffre pourvu de dents comme on en trouve dans les donjons, paraît-il. Attention où vous mettez les doigts...","Une entité ressemblant comme deux gouttes d'eau à un coffre, retrouvée dans la réserve d'une grande compagnie. Ayant dévoré tous les insignes de ladite réserve, elle a été vendue pour l'exemple. Visiblement, elle \nregrette.","Tchomp... (désolé)",747,50,5,10,0,0,2,0,8,56,true,true,false,false,0,false,true,4583,56,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
94,"petit tapir",0,"petits tapirs",0,0,1,0,0,"Vous appelez votre mascotte petit tapir. Ce joli petit tapir se nourrirait soi-disant de rêves...","Cet animal venu d'Orient dévorerait les rêves, à ce qu'on raconte. Un marchand uldien l'avait vendu en pack avec un pyjama sous le nom “kit bonne nuit”. Le produit avait eu tant de succès que les prix ont depuis flambé...","Slurp slurp",754,80,30,0,0,0,2,0,8,57,true,true,false,true,0,false,true,4584,57,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
95,"ourson de Nanakko",0,"oursons de Nanakko",0,1,1,0,0,"Vous appelez votre mascotte ourson de Nanakko. Cette poupée est une reproduction tout à fait inoffensive et adorable d'un petit ours.","L'ourson de Nanakko a été créé il y a 80 ans à Ul'dah, afin d'être offert à la princesse du même nom pour ses 8 ans. Elle avait lourdement insisté pour voir des ours et c'est la seule solution que ses parents avaient trouvée pour la faire taire.\nC'est le cadeau dont tous\nles enfants rêvent.","Grouh... ouh ouh... Graouuuh!",752,100,20,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4585,238,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
96,"wagonnet mécanique",0,"wagonnets mécaniques",0,0,1,0,0,"Vous appelez votre mascotte wagonnet mécanique. Ce petit wagonnet est le jouet préféré de tous les enfants d'Éorzéa.","Ce wagonnet a été conçu par Amajina et Fils pour montrer aux jeunes enfants d'Éorzéa à quel point le travail de mineur est fantastique. Bien des garnements chérissent ce jouet éducatif comme un trésor...","Klang klong...",753,100,10,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4586,241,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
97,"écureuil grignoteur",0,"écureuils grignoteurs",0,1,1,0,0,"Vous appelez votre mascotte écureuil grignoteur. Ce petit rongeur protège jalousement son délicieux gland.","L'exploratrice Millith Ironheart a rencontré cet écureuil par hasard au cours d'un voyage dans l'île de Vylbrand. Il rêve de découvrir le gland d'or caché quelque part dans le monde, et espère voyager avec un grand aventurier...","Squiiiik!",755,100,10,0,0,30,2,1,8,59,true,true,false,true,0,false,true,4587,59,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
98,"Minfilia miniature",0,"Minfilia miniatures",0,0,1,1,0,"Vous appelez votre mascotte Minfilia miniature. Cette poupée ressemble comme deux gouttes d'eau au chef des Héritiers de la Septième Aube.","Cette poupée magique créée par la guilde des aventuriers pour célébrer la renaissance d'Éorzéa s'inspire de la ravissante leader des Héritiers de la Septième Aube. Pour une fois, c'est vous qui la menez par le bout du nez...","Allô? Ici Minfilia!",797,100,10,0,0,0,1,0,8,0,false,false,false,false,0,false,true,4588,260,true,0,10,100,100,100,3,false,false,false,false,false,0,0,20,"",""
