Index,0 [0x0][0x0],1 [0x0][0x4],2 [0x5][0x8],3 [0x3][0xc],4 [0x3][0xd],5 [0x3][0xe],6 [0x3][0xf],7 [0x19][0x14],8 [0x1a][0x14],9 [0x1b][0x14],10 [0x1c][0x14],11 [0x1d][0x14],12 [0x1e][0x14],13 [0x1f][0x14],14 [0x20][0x14],15 [0x3][0x10],16 [0x3][0x11],17 [0x19][0x15],18 [0x5][0xa],19 [0x1a][0x15],20 [0x1b][0x15],21 [0x3][0x12],22 [0x3][0x13]
176,"Glace ombrale","L'équilibre éthéré de votre esprit s'incline vers l'ombral. Les sorts de feu sont moins puissants mais consomment moins de PM. Les PM se régénèrent plus rapidement.",10466,0,1,16,143,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
177,"Glace ombrale II","L'équilibre éthéré de votre esprit s'incline vers l'ombral. Les sorts de feu sont moins puissants mais consomment moins de PM. Les PM se régénèrent plus rapidement.",10467,0,1,16,144,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
178,"Glace ombrale III","L'équilibre éthéré de votre esprit s'incline vers l'ombral. Les sorts de feu sont moins puissants mais consomment moins de PM, et leur temps de lancement est divisé par deux. Les PM se régénèrent plus rapidement.",10468,0,1,16,145,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
179,"Bactérie","Des dégâts périodiques sont subis.",10504,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
180,"Miasmes","Des dégâts périodiques sont subis.",10506,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
181,"Maladie","La vitesse de déplacement et les effets curatifs sur soi sont réduits.\n* Pas d'effet sur la vitesse de déplacement en zone JcJ",15014,0,2,17,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,4
182,"Virus","La force et la dextérité sont réduites.",10510,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
183,"Virus de l'esprit","L'intelligence et l'esprit sont réduits.",10511,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
184,"Transfusion","Des PV sont récupérés périodiquement.",10508,0,1,16,0,false,false,false,false,false,false,false,false,5,0,false,0,false,false,0,0
185,"Œil pour œil","Les dégâts infligés par les assaillants ont une chance d'être réduits à chaque attaque physique qu'ils portent.",10512,0,1,16,0,false,false,false,false,false,false,false,false,30,0,false,0,false,false,0,0
186,"Œil pour œil","Les dégâts infligés sont réduits.",10513,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
187,"Stimulation","Les dégâts et les soins sont augmentés de 40%. Immunisé contre les effets Étourdissement, Sommeil, Entrave, Pesanteur, Paralysie et Maladie.",10509,0,1,16,0,false,false,false,false,false,false,false,false,30,0,false,0,false,false,0,0
188,"Extra Miasmes","Des dégâts périodiques sont subis.",10507,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
189,"Extra Bactérie","Des dégâts périodiques sont subis.",10505,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
190,"Éruption ténébreuse","Crée un voile d'ombre magique qui inflige des dégâts aux ennemis.",10514,0,1,16,0,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
191,"Infection","Les PV récupérés avec la magie curative sont réduits.",15531,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
192,"Encouragement","L'attaque physique et la puissance magique sont augmentées.",12679,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
193,"Lenteur","La vitesse des attaques automatiques est réduite, et le temps de recharge des sorts et des techniques d'arme est allongé.",15009,0,2,13,0,false,false,false,false,false,false,false,true,50,0,false,0,false,false,0,0
194,"Mur protecteur","Les dégâts reçus sont réduits.",16401,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
195,"Garde puissante","Les dégâts reçus sont réduits.",16401,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
196,"Dernier bastion","Les dégâts reçus sont réduits.",16401,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
197,"Pointes de feu","Une barrière protectrice de feu blesse les attaquants.",15508,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
198,"Pointes de glace","Une barrière protectrice de glace blesse les attaquants. Ils subissent parfois l'effet Lenteur.",15501,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
199,"Pointes de foudre","Une barrière protectrice de foudre blesse les attaquants. Ils subissent parfois l'effet Étourdissement.",15502,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
200,"Vulnérabilité physique augmentée","Les dégâts physiques reçus sont augmentés.",17101,4,2,17,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
201,"Étourdissement","Toute action est impossible.",15004,0,2,3,0,true,false,true,false,false,false,true,true,100,0,false,0,false,false,0,0
202,"Vulnérabilité augmentée","Les dégâts reçus sont augmentés.",17101,8,2,17,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
203,"Accumulation","L'attaque de la prochaine technique d'arme est augmentée.",15507,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
204,"EndoFeu","Les attaques automatiques infligent également des dégâts de feu.",15509,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
205,"EndoGlace","Les attaques automatiques infligent également des dégâts de glace.",15510,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
206,"EndoVent","Les attaques automatiques infligent également des dégâts de vent.",15511,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
207,"EndoPierre","Les attaques automatiques infligent également des dégâts de pierre.",15512,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
208,"EndoFoudre","Les attaques automatiques infligent également des dégâts de foudre.",15513,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
209,"EndoEau","Les attaques automatiques infligent également des dégâts d'eau.",15514,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
210,"Glas","Mort certaine lorsque le compteur atteint zéro.",15503,0,2,9,0,false,false,false,false,false,false,false,false,200,0,false,0,false,false,0,0
211,"Couteau aiguisé","L'attaque d'Entaille latérale est augmentée.",15515,0,1,16,0,false,false,false,false,false,false,true,true,100,0,false,0,false,false,0,0
212,"Vision véritable","La véritable forme est révélée et les PV maximums sont réduits.",15076,0,2,17,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
213,"Tranquillisation","Tout mouvement est impossible.",16301,0,2,17,0,true,false,true,false,false,false,false,false,0,0,false,0,false,false,0,0
214,"Énervement","L'attaque et la puissance magique sont augmentées.",16302,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
215,"Malus de dégâts","Les dégâts infligés sont réduits.",15520,0,2,17,0,false,false,false,false,false,false,true,true,50,0,false,0,false,false,0,0
216,"Paralysie","Une paralysie empêche parfois d'effectuer des actions.",15006,0,2,5,0,false,false,false,false,false,false,false,false,100,0,false,0,false,false,0,0
217,"Forestier","Les arbres matures et la végétation sont indiqués sur la boussole.",11051,0,1,16,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
218,"Récolte améliorée","Les chances d'obtenir un objet en récoltant sont augmentées.",16002,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
219,"Récolte abondante","Le nombre d'objets obtenus en récoltant est augmenté.",16003,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
220,"Récolte de qualité","Les chances d'obtenir un objet HQ en récoltant sont augmentées. Aucune influence pour les objets n'ayant pas de version HQ, ou si le récolteur ne peut pas obtenir de HQ.",16004,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
221,"Science des végétaux","Capable de repérer des arbres matures et de la végétation intacts.",11057,0,1,16,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
222,"Science des minéraux","Capable de repérer des filons de minerai et des carrières intacts.",11007,0,1,16,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
223,"Grâce de Byregot","Votre affinité avec l'élément foudre lors des récoltes est augmentée.",11054,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
224,"Grâce de Nophica","Votre affinité avec l'élément terre lors des récoltes est augmentée.",11055,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
225,"Prospecteur","Les filons de minerai et les carrières sont indiqués sur la boussole.",11001,0,1,16,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
226,"Hâte","La vitesse des attaques automatiques est augmentée, et le temps de recharge des sorts et des techniques d'arme est réduit.",15008,0,1,16,0,false,false,false,false,false,false,true,true,1,0,false,0,false,false,0,0
227,"Séduction","Toute volonté est perdue, et les mouvements deviennent erratiques.",15552,0,2,17,129,false,false,true,true,false,true,false,false,100,0,false,0,false,false,0,0
228,"Grâce de Menphina","Votre affinité avec l'élément glace lors des récoltes est augmentée.",11004,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
229,"Grâce de Nald'thal","Votre affinité avec l'élément feu lors des récoltes est augmentée.",11005,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
230,"Grâce de Llymlaen","Votre affinité avec l'élément vent lors des récoltes est augmentée.",11056,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
231,"Grâce de Thaliak","Votre affinité avec l'élément eau lors des récoltes est augmentée.",11006,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
232,"Préparation","Capable de comprendre les conditions pour récolter les objets de haute qualité.",16005,0,1,16,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
233,"Dendrologie","Capable de repérer l'arbre mature ou la végétation le plus proche dans les environs.",11052,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
234,"Géologie","Capable de repérer le filon de minerai ou la carrière le plus proche dans les environs.",11002,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
235,"Brûlure du vent","Des dégâts périodiques de vent sont subis.",15526,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
236,"Choco-bec","Des dégâts périodiques sont subis.",15522,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
237,"Choco-récup","Des PV sont récupérés périodiquement.",12626,0,1,16,0,false,false,false,false,false,false,false,false,5,0,false,0,false,false,0,0
238,"Choco-ardeur","La puissance de la magie curative est augmentée.",15058,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
239,"L'Écho","Les PV maximums et les dégâts infligés sont augmentés.",16207,0,1,16,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
240,"Pesanteur","La vitesse de déplacement est réduite.",15002,0,2,4,0,false,false,false,false,false,false,false,false,100,1,false,0,false,false,0,0
241,"Bénédiction de la Lumière","Bénéficie de la bénédiction du Cristal-mère.",15548,0,1,16,0,false,false,false,false,false,false,true,true,100,0,true,0,false,false,0,0
242,"Dendrologie II","L'arbre mature ou la végétation de grade le plus élevé dans les environs est indiqué sur la boussole.",11053,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
243,"Géologie II","Le filon de minerai ou la carrière de grade le plus élevé dans les environs est indiqué sur la boussole.",11003,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
244,"Fracture","Des dégâts périodiques sont subis.",10264,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
245,"Sanction","Bénéficie de l'effet de la sanction d'une grande compagnie.",16206,0,1,16,0,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
246,"Démolition","Des dégâts périodiques sont subis.",10218,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
247,"Pluie mortelle","L'esquive est réduite.",12609,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
248,"Cercle du destin","Des dégâts périodiques sont subis.",10158,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
249,"Flèche enflammée","Des dégâts périodiques de feu sont infligés aux ennemis présents dans la zone d'effet.",10363,0,1,16,0,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
250,"Brûlure","Des dégâts périodiques de feu sont subis.",15524,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
251,"Calme intérieur","Le contrôle augmente chaque fois qu'une action de type ouvrage réussit.",17321,11,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
252,"Parcimonie","La baisse de solidité est réduite de moitié.",11701,0,1,16,0,false,false,false,false,false,false,true,false,0,0,true,0,false,false,0,0
253,"Main sûre","Le taux de réussite des actions est augmenté de 20%.",11551,0,1,16,0,false,false,false,false,false,false,true,false,0,0,true,0,false,false,0,0
254,"Grands progrès","La réussite des actions augmentant la qualité est doublée.",16105,0,1,16,0,false,false,false,false,false,false,true,false,0,0,true,0,false,false,0,0
255,"Ingéniosité","Le niveau de la recette est légèrement diminué.",11552,0,1,16,0,false,false,false,false,false,false,true,false,0,0,true,0,false,false,0,0
256,"Ingéniosité II","Le niveau de la recette est diminué.",11553,0,1,16,0,false,false,false,false,false,false,true,false,0,0,true,0,false,false,0,0
257,"Parcimonie II","La baisse de solidité est réduite de moitié.",11702,0,1,16,0,false,false,false,false,false,false,true,false,0,0,true,0,false,false,0,0
258,"Manipulation","La solidité est restaurée de 10 points après chaque tour.",11651,0,1,16,0,false,false,false,false,false,false,true,false,0,0,true,0,false,false,0,0
259,"Innovation","Le contrôle est augmenté de 50%.",11652,0,1,16,0,false,false,false,false,false,false,true,false,0,0,true,0,false,false,0,0
260,"Récupération","90% de chances de récupérer les matériaux si la synthèse échoue.",11851,0,1,16,0,false,false,false,false,false,false,true,false,0,0,true,0,false,false,0,0
261,"Zone de confort","8 PS sont récupérés après chaque tour.",11801,0,1,16,0,false,false,false,false,false,false,true,false,0,0,true,0,false,false,0,0
262,"Main sûre II","Le taux de réussite des actions est augmenté de 30%.",11852,0,1,16,0,false,false,false,false,false,false,true,false,0,0,true,0,false,false,0,0
263,"Bonus de dégâts","Les dégâts physiques infligés sont augmentés.",15519,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
264,"Blessure physique","Une blessure infligée par une arme tranchante saigne, et des dégâts périodiques sont subis.",15521,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
265,"Perforation","Une blessure infligée par une arme perforante saigne, et des dégâts périodiques sont subis.",15522,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
266,"Concussion","Une blessure infligée par une arme contondante saigne, et des dégâts périodiques sont subis.",15523,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
267,"Brûlure","Des dégâts périodiques de feu sont subis.",15524,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
268,"Gelure","Des dégâts périodiques de glace sont subis.",15525,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
269,"Brûlure du vent","Des dégâts périodiques de vent sont subis.",15526,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
270,"Emboué","Des dégâts périodiques de terre sont subis.",15527,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
271,"Électrocution","Des dégâts périodiques de foudre sont subis.",15528,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
272,"Œdème","Des dégâts périodiques d'eau sont subis.",15529,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
273,"Saignant","Des dégâts périodiques neutres sont subis.",15530,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
274,"Rétablissement","Des PV sont récupérés périodiquement.",12626,0,1,16,0,false,false,false,false,false,false,false,false,5,0,false,0,false,false,0,0
275,"Poison","Des dégâts périodiques de poison sont subis.",17001,4,2,1,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
276,"Voix de la valeur","Des PV sont récupérés périodiquement.",15549,0,1,16,0,false,false,false,false,false,false,false,true,5,0,true,0,false,false,0,0
277,"Voix de la ténacité","Les dégâts reçus sont réduits.",15550,0,1,16,0,false,false,false,false,false,false,false,true,0,0,true,0,false,false,0,0
278,"Marche implacable","",15551,0,1,16,0,false,false,false,false,false,false,false,true,0,0,true,0,false,false,0,0
279,"Recouvrement","Des PV sont récupérés périodiquement.",12626,0,1,16,0,false,false,false,false,false,false,true,true,5,0,false,0,false,false,0,0
280,"Entrave","Tout déplacement est impossible.",15003,0,2,12,124,true,false,false,false,false,false,true,true,100,0,false,0,false,false,0,0
281,"Malus de dégâts physiques","Les dégâts physiques infligés sont réduits.",15051,0,2,17,0,false,false,false,false,false,false,true,true,50,0,false,0,false,false,0,0
282,"Anormalité magique","Les dégâts magiques infligés et l'effet des sorts curatifs lancés sont réduits.",15055,0,2,17,0,false,false,false,false,false,false,true,true,50,0,false,0,false,false,0,0
283,"Œdème","Des dégâts périodiques d'eau sont subis.",15529,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
284,"Brûlure","Des dégâts périodiques de feu sont subis.",15524,0,2,17,0,false,false,false,false,false,false,true,true,10,0,false,0,false,false,0,0
285,"Gelure","Des dégâts périodiques de glace sont subis.",15525,0,2,17,0,false,false,false,false,false,false,true,true,10,0,false,0,false,false,0,0
286,"Brûlure du vent","Des dégâts périodiques de vent sont subis.",15526,0,2,17,0,false,false,false,false,false,false,true,true,10,0,false,0,false,false,0,0
287,"Emboué","Des dégâts périodiques de terre sont subis.",15527,0,2,17,0,false,false,false,false,false,false,true,true,10,0,false,0,false,false,0,0
288,"Électrocution","Des dégâts périodiques de foudre sont subis.",15528,0,2,17,0,false,false,false,false,false,false,true,true,10,0,false,0,false,false,0,0
289,"Œdème","Des dégâts périodiques d'eau sont subis.",15529,0,2,17,0,false,false,false,false,false,false,true,true,10,0,false,0,false,false,0,0
290,"Bonus de dégâts","Les dégâts infligés sont augmentés.",15519,0,1,16,0,false,false,false,false,false,false,true,true,1,0,false,0,false,false,0,0
291,"Cent poings","La vitesse des attaques automatiques est augmentée, et le temps de recharge des sorts et des techniques d'arme est réduit.",15008,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
292,"Attache","Toute action est impossible.",15534,0,2,3,0,true,false,true,false,false,false,true,true,100,0,false,0,false,false,2,0
293,"Bonus de vivacité","Le temps de lancement et de recharge des techniques d'arme est réduit.",15553,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
294,"Bonus de célérité","Le temps de lancement et de recharge des sorts est réduit.",15554,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
295,"Eau bilieuse","De la boue sulfureuse colle à votre peau, causant une perte progressive de PV.",15533,0,2,1,0,false,false,false,false,false,false,true,true,50,0,false,0,false,false,0,0
296,"Hystérie","Incapable d'agir de sa propre volonté.",15552,0,2,17,0,true,false,true,false,false,false,false,false,100,0,false,0,false,false,0,0
297,"Réconfort","Insensible à un certain montant de dégâts.",12801,0,1,16,0,false,false,false,false,false,false,false,false,30,0,false,0,false,false,0,0
298,"Dogme de survie","Crée une aura bénéfique à l'endroit visé, qui réduit les dégâts reçus.",12802,0,1,16,0,false,false,false,false,false,false,false,false,0,0,true,0,false,false,0,0
299,"Dogme de survie","Les dégâts reçus sont réduits.",12803,0,1,16,0,false,false,false,false,false,false,false,true,0,0,false,0,false,false,0,0
300,"Bonus de dégâts","Les dégâts physiques et magiques infligés sont augmentés.",17061,8,1,16,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
301,"Coups critiques","Tous les coups portés sont critiques.",15555,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
302,"Poumons bilieux","Les effluves bilieux se sont amassés dans les poumons.",17021,5,2,1,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
303,"Bardanes","Des bardanes sont accrochées à la chair.",17041,9,2,1,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
304,"Flux d'éther","De l'éther est emmagasiné.",10501,3,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
305,"Malédiction du dragon","Hypnotisé par les yeux du dragon.",12626,0,1,16,0,false,false,false,false,false,false,true,true,5,0,true,0,false,false,0,0
306,"Dragon intérieur","Contrôle les yeux du dragon.",12626,0,1,16,0,false,false,false,false,false,false,true,true,5,0,true,0,false,false,0,0
307,"Voix de la valeur","Les équipiers alentour récupèrent périodiquement des PV. Les dégâts infligés sont réduits.",15549,0,1,16,0,false,false,false,false,false,false,true,true,1,0,true,0,false,false,0,0
308,"Voix de la ténacité","Les dégâts reçus par les équipiers alentour sont réduits. Ceux infligés par soi sont également réduits.",15550,0,1,16,0,false,false,false,false,false,false,true,true,1,0,true,0,false,false,0,0
309,"Marche implacable","La fréquence d'exécution des actions des équipiers alentour est augmentée. Les dégâts infligés par soi sont réduits.",15551,0,1,16,0,false,false,false,false,false,false,true,true,1,0,true,0,false,false,0,0
310,"Pelotonnement","Les dégâts reçus sont réduits.",10526,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
311,"Barrière terrestre","Les dégâts reçus sont réduits.",12701,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
312,"Fureur tellurique","Des dégâts magiques de terre sont infligés aux ennemis alentour.",12702,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
313,"Bouclier radiant","Des dégâts sont infligés chaque fois que des attaques physiques sont subies.",12711,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
314,"Flammes de l'enfer","Des dégâts périodiques de feu sont subis.",12712,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
315,"Murmure de l'aurore","Des PV sont récupérés périodiquement.",12826,0,1,16,0,false,false,false,false,false,false,false,false,5,0,false,0,false,false,0,0
316,"Alliance féerique","La défense magique est augmentée.",12827,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
317,"Illumination féerique","La puissance de la magie curative est augmentée.",12828,0,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
318,"Lueur féerique","La célérité est augmentée.",12836,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
319,"Lumière féerique","La vivacité est augmentée.",12837,0,1,16,0,false,false,false,false,false,false,false,false,1,0,false,0,false,false,0,0
320,"Saignant","Des dégâts périodiques neutres sont subis.",15530,0,2,17,0,false,false,false,false,false,false,true,true,10,0,false,0,false,false,0,0
321,"Gungnir","La magie de la lance Gungnir est libérée.",15530,0,1,16,0,false,false,false,false,false,false,false,true,0,0,false,0,false,false,0,0
322,"Voile cristallin","Les dégâts infligés par Œil sur moi sont considérablement réduits.",15556,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
323,"Immunité réduite","Les effets curatifs reçus sont réduits. Peut être soigné avec Guérison.",15557,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
324,"Ire de la forêt","La colère de l'esprit doyen provoque des dégâts périodiques.",15530,0,2,17,0,false,false,false,false,false,false,true,true,10,0,false,0,false,false,0,0
325,"Invulnérable","Aucun dégât n'est subi.",15024,0,1,16,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
326,"Charge électrique","Les effets des actions de foudre sont augmentés.",15513,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
327,"Charge glacée","Les effets des actions de glace sont augmentés.",15510,0,1,16,0,false,false,false,false,false,false,true,true,0,0,true,0,false,false,0,0
328,"Cœur de la montagne","La puissance de la terre protège contre les dégâts reçus.",15024,0,1,16,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
329,"Récupération robotique","Les parties désassemblées sont utilisées pour se réparer et récupérer des PV.",17061,4,1,16,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
330,"Hâte","La vitesse des attaques automatiques est augmentée, et le temps de recharge des sorts et des techniques d'arme est réduit.",15008,0,1,16,0,false,false,false,false,false,false,true,true,1,0,false,0,false,false,0,0
331,"Vulnérabilité magique diminuée","Les dégâts magiques reçus sont réduits.",15056,0,1,16,0,false,false,false,false,false,false,true,true,1,0,false,0,false,false,0,0
332,"Bonus de dégâts","Les dégâts infligés sont augmentés.",15519,0,1,16,0,false,false,false,false,false,false,true,true,1,0,false,0,false,false,0,0
333,"Pourriture allagoise","Contaminé par une pestilence ancienne. Des dégâts importants vont être subis, et les personnes alentour seront contaminées.",15538,0,2,17,0,false,false,false,false,false,false,false,false,200,0,false,0,false,false,0,0
334,"Anticorps allagois","Immunisé contre la Pourriture allagoise.",15539,0,2,17,0,false,false,false,false,false,false,false,false,200,0,true,0,false,false,0,0
335,"Courants de feu","La chair brûle et des dégâts périodiques sont subis.",15524,0,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
336,"Séquence AB1","La résistance au contondant est augmentée.",15535,0,1,16,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
337,"Séquence AP1","La résistance au perforant est augmentée.",15536,0,1,16,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
338,"Séquence AS1","La résistance au tranchant est augmentée.",15537,0,1,16,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
339,"Saignant","Des dégâts périodiques neutres sont subis.",17121,8,2,17,0,false,false,false,false,false,false,false,false,10,0,false,0,false,false,0,0
340,"Champ physique","Les dégâts physiques reçus sont réduits.",10401,0,1,16,0,false,false,false,false,false,false,true,true,1,0,false,0,false,false,0,0
341,"Champ éthéré","Les dégâts magiques reçus sont réduits.",10401,0,1,16,0,false,false,false,false,false,false,true,true,1,0,false,0,false,false,0,0
342,"Réplique","Riposte aux attaques magiques.",15542,0,1,16,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
343,"Saignant","Des dégâts périodiques neutres sont subis.",15530,0,2,17,0,false,false,false,false,false,false,true,true,10,0,false,0,false,false,0,0
344,"Neurolien","Les dégâts infligés et la puissance curative des sorts de soin sont réduits.",15545,0,2,17,0,false,false,false,false,false,false,true,true,50,0,false,0,false,false,0,0
345,"Recharge","Les dégâts infligés sont augmentés. Bénéficie de l'effet Hâte.",17061,0,1,16,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
346,"Chair fondue","La vitesse à laquelle Tempête de feu consume la chair est augmentée.",17081,8,1,16,0,false,false,false,false,false,false,false,false,0,0,false,0,false,false,0,0
347,"Vérole","Contaminé par une pestilence ancienne. Les PV maximums sont réduits.",15544,0,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
348,"Dissémination","Les dégâts physiques reçus sont augmentés.",17101,4,2,17,0,false,false,false,false,false,false,false,false,50,0,false,0,false,false,0,0
349,"Écailles d'acier","Les dégâts physiques infligés sont augmentés.",17061,8,1,16,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
350,"Vulnérabilité diminuée","Les dégâts reçus sont réduits.",15021,0,1,16,0,false,false,false,false,false,false,true,true,1,0,false,0,false,false,0,0
351,"Rancune","La rancœur engendrée par la perte de ses semblables augmente la puissance de certaines attaques.",17141,5,1,16,0,false,false,false,false,false,false,true,true,0,0,false,0,false,false,0,0
