Index,0 [0x0][0x0],1 [0x0][0x4],2 [0x5][0x2c],3 [0x5][0x2e],4 [0x5][0x30],5 [0x2][0x35],6 [0x3][0x32],7 [0x3][0x33],8 [0x7][0x8],9 [0x19][0x36],10 [0x3][0x34],11 [0x6][0xc],12 [0x6][0x10],13 [0x6][0x14],14 [0x6][0x18],15 [0x6][0x1c],16 [0x6][0x20],17 [0x6][0x24],18 [0x6][0x28]
100147,"Byregot's Miracle","<color #FF7B1A>Specialist Action</color>\n\nIncreases quality. Inner Quiet stack is halved upon use.\n<color?>Efficiency:</color> 100% plus 10% for each bonus to control granted by <color #FF7B1A>Inner Quiet</color>\n<color?>Success Rate:</color> 70%",240,247,1628,10,11,58,67632,true,16,100145,100146,100147,100148,100149,100150,100151,100152
100148,"Byregot's Miracle","<color #FF7B1A>Specialist Action</color>\n\nIncreases quality. Inner Quiet stack is halved upon use.\n<color?>Efficiency:</color> 100% plus 10% for each bonus to control granted by <color #FF7B1A>Inner Quiet</color>\n<color?>Success Rate:</color> 70%",240,247,1679,11,12,58,67632,true,16,100145,100146,100147,100148,100149,100150,100151,100152
100149,"Byregot's Miracle","<color #FF7B1A>Specialist Action</color>\n\nIncreases quality. Inner Quiet stack is halved upon use.\n<color?>Efficiency:</color> 100% plus 10% for each bonus to control granted by <color #FF7B1A>Inner Quiet</color>\n<color?>Success Rate:</color> 70%",240,247,1727,12,13,58,67632,true,16,100145,100146,100147,100148,100149,100150,100151,100152
100150,"Byregot's Miracle","<color #FF7B1A>Specialist Action</color>\n\nIncreases quality. Inner Quiet stack is halved upon use.\n<color?>Efficiency:</color> 100% plus 10% for each bonus to control granted by <color #FF7B1A>Inner Quiet</color>\n<color?>Success Rate:</color> 70%",240,247,1777,13,14,58,67632,true,16,100145,100146,100147,100148,100149,100150,100151,100152
100151,"Byregot's Miracle","<color #FF7B1A>Specialist Action</color>\n\nIncreases quality. Inner Quiet stack is halved upon use.\n<color?>Efficiency:</color> 100% plus 10% for each bonus to control granted by <color #FF7B1A>Inner Quiet</color>\n<color?>Success Rate:</color> 70%",240,247,1828,14,15,58,67632,true,16,100145,100146,100147,100148,100149,100150,100151,100152
100152,"Byregot's Miracle","<color #FF7B1A>Specialist Action</color>\n\nIncreases quality. Inner Quiet stack is halved upon use.\n<color?>Efficiency:</color> 100% plus 10% for each bonus to control granted by <color #FF7B1A>Inner Quiet</color>\n<color?>Success Rate:</color> 70%",240,247,1878,15,16,58,67632,true,16,100145,100146,100147,100148,100149,100150,100151,100152
100153,"Nymeia's Wheel","<color #FF7B1A>Specialist Action</color>\n\nRestores item durability. Amount determined by current <color #FF7B1A>Whistle</color> stack. Whistle effect ends upon use.\n<color?>Success Rate:</color> 100%",242,249,1531,8,9,57,67632,true,18,100153,100154,100155,100156,100157,100158,100159,100160
100154,"Nymeia's Wheel","<color #FF7B1A>Specialist Action</color>\n\nRestores item durability. Amount determined by current <color #FF7B1A>Whistle</color> stack. Whistle effect ends upon use.\n<color?>Success Rate:</color> 100%",242,249,1581,9,10,57,67632,true,18,100153,100154,100155,100156,100157,100158,100159,100160
100155,"Nymeia's Wheel","<color #FF7B1A>Specialist Action</color>\n\nRestores item durability. Amount determined by current <color #FF7B1A>Whistle</color> stack. Whistle effect ends upon use.\n<color?>Success Rate:</color> 100%",242,249,1632,10,11,57,67632,true,18,100153,100154,100155,100156,100157,100158,100159,100160
100156,"Nymeia's Wheel","<color #FF7B1A>Specialist Action</color>\n\nRestores item durability. Amount determined by current <color #FF7B1A>Whistle</color> stack. Whistle effect ends upon use.\n<color?>Success Rate:</color> 100%",242,249,1683,11,12,57,67632,true,18,100153,100154,100155,100156,100157,100158,100159,100160
100157,"Nymeia's Wheel","<color #FF7B1A>Specialist Action</color>\n\nRestores item durability. Amount determined by current <color #FF7B1A>Whistle</color> stack. Whistle effect ends upon use.\n<color?>Success Rate:</color> 100%",242,249,1731,12,13,57,67632,true,18,100153,100154,100155,100156,100157,100158,100159,100160
100158,"Nymeia's Wheel","<color #FF7B1A>Specialist Action</color>\n\nRestores item durability. Amount determined by current <color #FF7B1A>Whistle</color> stack. Whistle effect ends upon use.\n<color?>Success Rate:</color> 100%",242,249,1781,13,14,57,67632,true,18,100153,100154,100155,100156,100157,100158,100159,100160
100159,"Nymeia's Wheel","<color #FF7B1A>Specialist Action</color>\n\nRestores item durability. Amount determined by current <color #FF7B1A>Whistle</color> stack. Whistle effect ends upon use.\n<color?>Success Rate:</color> 100%",242,249,1832,14,15,57,67632,true,18,100153,100154,100155,100156,100157,100158,100159,100160
100160,"Nymeia's Wheel","<color #FF7B1A>Specialist Action</color>\n\nRestores item durability. Amount determined by current <color #FF7B1A>Whistle</color> stack. Whistle effect ends upon use.\n<color?>Success Rate:</color> 100%",242,249,1882,15,16,57,67632,true,18,100153,100154,100155,100156,100157,100158,100159,100160
100161,"Trained Hand","<color #FF7B1A>Specialist Action</color>\n\nSignificantly increases both progress and quality.\n<color?>Efficiency:</color> 150%\n<color?>Success Rate:</color> 80%\n\nAvailable only when <color #FF7B1A>Inner Quiet</color> and <color #FF7B1A>Whistle</color> stack sizes are identical.",239,246,1532,8,9,59,67632,true,32,100161,100162,100163,100164,100165,100166,100167,100168
100162,"Trained Hand","<color #FF7B1A>Specialist Action</color>\n\nSignificantly increases both progress and quality.\n<color?>Efficiency:</color> 150%\n<color?>Success Rate:</color> 80%\n\nAvailable only when <color #FF7B1A>Inner Quiet</color> and <color #FF7B1A>Whistle</color> stack sizes are identical.",239,246,1582,9,10,59,67632,true,32,100161,100162,100163,100164,100165,100166,100167,100168
100163,"Trained Hand","<color #FF7B1A>Specialist Action</color>\n\nSignificantly increases both progress and quality.\n<color?>Efficiency:</color> 150%\n<color?>Success Rate:</color> 80%\n\nAvailable only when <color #FF7B1A>Inner Quiet</color> and <color #FF7B1A>Whistle</color> stack sizes are identical.",239,246,1633,10,11,59,67632,true,32,100161,100162,100163,100164,100165,100166,100167,100168
100164,"Trained Hand","<color #FF7B1A>Specialist Action</color>\n\nSignificantly increases both progress and quality.\n<color?>Efficiency:</color> 150%\n<color?>Success Rate:</color> 80%\n\nAvailable only when <color #FF7B1A>Inner Quiet</color> and <color #FF7B1A>Whistle</color> stack sizes are identical.",239,246,1684,11,12,59,67632,true,32,100161,100162,100163,100164,100165,100166,100167,100168
100165,"Trained Hand","<color #FF7B1A>Specialist Action</color>\n\nSignificantly increases both progress and quality.\n<color?>Efficiency:</color> 150%\n<color?>Success Rate:</color> 80%\n\nAvailable only when <color #FF7B1A>Inner Quiet</color> and <color #FF7B1A>Whistle</color> stack sizes are identical.",239,246,1732,12,13,59,67632,true,32,100161,100162,100163,100164,100165,100166,100167,100168
100166,"Trained Hand","<color #FF7B1A>Specialist Action</color>\n\nSignificantly increases both progress and quality.\n<color?>Efficiency:</color> 150%\n<color?>Success Rate:</color> 80%\n\nAvailable only when <color #FF7B1A>Inner Quiet</color> and <color #FF7B1A>Whistle</color> stack sizes are identical.",239,246,1782,13,14,59,67632,true,32,100161,100162,100163,100164,100165,100166,100167,100168
100167,"Trained Hand","<color #FF7B1A>Specialist Action</color>\n\nSignificantly increases both progress and quality.\n<color?>Efficiency:</color> 150%\n<color?>Success Rate:</color> 80%\n\nAvailable only when <color #FF7B1A>Inner Quiet</color> and <color #FF7B1A>Whistle</color> stack sizes are identical.",239,246,1833,14,15,59,67632,true,32,100161,100162,100163,100164,100165,100166,100167,100168
100168,"Trained Hand","<color #FF7B1A>Specialist Action</color>\n\nSignificantly increases both progress and quality.\n<color?>Efficiency:</color> 150%\n<color?>Success Rate:</color> 80%\n\nAvailable only when <color #FF7B1A>Inner Quiet</color> and <color #FF7B1A>Whistle</color> stack sizes are identical.",239,246,1883,15,16,59,67632,true,32,100161,100162,100163,100164,100165,100166,100167,100168
100169,"Satisfaction","<color #FF7B1A>Specialist Action</color>\n\nUses one <color #FF7B1A>Whistle</color> to restore 15 CP.\n<color?>Success Rate:</color> 100%\n\nAvailable only when the <color #FF7B1A>Whistle</color> stack size is a multiple of three.",242,249,1530,8,9,55,67632,true,0,100169,100170,100171,100172,100173,100174,100175,100176
100170,"Satisfaction","<color #FF7B1A>Specialist Action</color>\n\nUses one <color #FF7B1A>Whistle</color> to restore 15 CP.\n<color?>Success Rate:</color> 100%\n\nAvailable only when the <color #FF7B1A>Whistle</color> stack size is a multiple of three.",242,249,1580,9,10,55,67632,true,0,100169,100170,100171,100172,100173,100174,100175,100176
100171,"Satisfaction","<color #FF7B1A>Specialist Action</color>\n\nUses one <color #FF7B1A>Whistle</color> to restore 15 CP.\n<color?>Success Rate:</color> 100%\n\nAvailable only when the <color #FF7B1A>Whistle</color> stack size is a multiple of three.",242,249,1631,10,11,55,67632,true,0,100169,100170,100171,100172,100173,100174,100175,100176
100172,"Satisfaction","<color #FF7B1A>Specialist Action</color>\n\nUses one <color #FF7B1A>Whistle</color> to restore 15 CP.\n<color?>Success Rate:</color> 100%\n\nAvailable only when the <color #FF7B1A>Whistle</color> stack size is a multiple of three.",242,249,1682,11,12,55,67632,true,0,100169,100170,100171,100172,100173,100174,100175,100176
100173,"Satisfaction","<color #FF7B1A>Specialist Action</color>\n\nUses one <color #FF7B1A>Whistle</color> to restore 15 CP.\n<color?>Success Rate:</color> 100%\n\nAvailable only when the <color #FF7B1A>Whistle</color> stack size is a multiple of three.",242,249,1730,12,13,55,67632,true,0,100169,100170,100171,100172,100173,100174,100175,100176
100174,"Satisfaction","<color #FF7B1A>Specialist Action</color>\n\nUses one <color #FF7B1A>Whistle</color> to restore 15 CP.\n<color?>Success Rate:</color> 100%\n\nAvailable only when the <color #FF7B1A>Whistle</color> stack size is a multiple of three.",242,249,1780,13,14,55,67632,true,0,100169,100170,100171,100172,100173,100174,100175,100176
100175,"Satisfaction","<color #FF7B1A>Specialist Action</color>\n\nUses one <color #FF7B1A>Whistle</color> to restore 15 CP.\n<color?>Success Rate:</color> 100%\n\nAvailable only when the <color #FF7B1A>Whistle</color> stack size is a multiple of three.",242,249,1831,14,15,55,67632,true,0,100169,100170,100171,100172,100173,100174,100175,100176
100176,"Satisfaction","<color #FF7B1A>Specialist Action</color>\n\nUses one <color #FF7B1A>Whistle</color> to restore 15 CP.\n<color?>Success Rate:</color> 100%\n\nAvailable only when the <color #FF7B1A>Whistle</color> stack size is a multiple of three.",242,249,1881,15,16,55,67632,true,0,100169,100170,100171,100172,100173,100174,100175,100176
100177,"Finishing Touches","",241,248,1529,-1,33,1,0,false,0,100177,100177,100177,100177,100177,100177,100177,100177
100178,"Maker's Mark","Reduces Flawless Synthesis CP cost and durability loss to 0. Effect duration determined by recipe difficulty.\nAvailable only on the first step.",242,249,1677,11,33,54,0,false,20,100178,100178,100178,100178,100178,100178,100178,100178
100179,"Heart of the Carpenter","<color #FF7B1A>Specialist Action</color>\n\nFor the next seven steps, increases chances of material condition becoming <color #FF7B1A>good</color>.\nA <color #FF7B1A>woodworking delineation</color> is used upon execution.",4655,4656,1533,8,9,60,67632,true,45,100179,100180,100181,100182,100183,100184,100185,100186
100180,"Heart of the Blacksmith","<color #FF7B1A>Specialist Action</color>\n\nFor the next seven steps, increases chances of material condition becoming <color #FF7B1A>good</color>.\nA <color #FF7B1A>blacksmithing delineation</color> is used upon execution.",4655,4656,1533,9,10,60,67632,true,45,100179,100180,100181,100182,100183,100184,100185,100186
100181,"Heart of the Armorer","<color #FF7B1A>Specialist Action</color>\n\nFor the next seven steps, increases chances of material condition becoming <color #FF7B1A>good</color>.\nAn <color #FF7B1A>armoring delineation</color> is used upon execution.",4655,4656,1533,10,11,60,67632,true,45,100179,100180,100181,100182,100183,100184,100185,100186
100182,"Heart of the Goldsmith","<color #FF7B1A>Specialist Action</color>\n\nFor the next seven steps, increases chances of material condition becoming <color #FF7B1A>good</color>.\nA <color #FF7B1A>goldsmithing delineation</color> is used upon execution.",4655,4656,1533,11,12,60,67632,true,45,100179,100180,100181,100182,100183,100184,100185,100186
100183,"Heart of the Leatherworker","<color #FF7B1A>Specialist Action</color>\n\nFor the next seven steps, increases chances of material condition becoming <color #FF7B1A>good</color>.\nA <color #FF7B1A>leatherworking delineation</color> is used upon execution.",4655,4656,1533,12,13,60,67632,true,45,100179,100180,100181,100182,100183,100184,100185,100186
100184,"Heart of the Weaver","<color #FF7B1A>Specialist Action</color>\n\nFor the next seven steps, increases chances of material condition becoming <color #FF7B1A>good</color>.\nA <color #FF7B1A>weaving delineation</color> is used upon execution.",4655,4656,1533,13,14,60,67632,true,45,100179,100180,100181,100182,100183,100184,100185,100186
100185,"Heart of the Alchemist","<color #FF7B1A>Specialist Action</color>\n\nFor the next seven steps, increases chances of material condition becoming <color #FF7B1A>good</color>.\nAn <color #FF7B1A>alchemy delineation</color> is used upon execution.",4655,4656,1533,14,15,60,67632,true,45,100179,100180,100181,100182,100183,100184,100185,100186
100186,"Heart of the Culinarian","<color #FF7B1A>Specialist Action</color>\n\nFor the next seven steps, increases chances of material condition becoming <color #FF7B1A>good</color>.\nA <color #FF7B1A>cooking delineation</color> is used upon execution.",4655,4656,1533,15,16,60,67632,true,45,100179,100180,100181,100182,100183,100184,100185,100186
100187,"Whistle While You Work","<color #FF7B1A>Specialist Action</color>\n\nGrants a <color #FF7B1A>Whistle</color> stack of 11. One <color #FF7B1A>Whistle</color> used for each step that material condition is <color #FF7B1A>Good</color> or <color #FF7B1A>Excellent</color>. Increases the effectiveness of certain crafting actions when the stack size is a multiple of three. Progress increases significantly when stack size reaches 0 and effect wears off.",242,249,1528,8,9,55,67632,true,36,100187,100188,100189,100190,100191,100192,100193,100194
100188,"Whistle While You Work","<color #FF7B1A>Specialist Action</color>\n\nGrants a <color #FF7B1A>Whistle</color> stack of 11. One <color #FF7B1A>Whistle</color> used for each step that material condition is <color #FF7B1A>Good</color> or <color #FF7B1A>Excellent</color>. Increases the effectiveness of certain crafting actions when the stack size is a multiple of three. Progress increases significantly when stack size reaches 0 and effect wears off.",242,249,1578,9,10,55,67632,true,36,100187,100188,100189,100190,100191,100192,100193,100194
100189,"Whistle While You Work","<color #FF7B1A>Specialist Action</color>\n\nGrants a <color #FF7B1A>Whistle</color> stack of 11. One <color #FF7B1A>Whistle</color> used for each step that material condition is <color #FF7B1A>Good</color> or <color #FF7B1A>Excellent</color>. Increases the effectiveness of certain crafting actions when the stack size is a multiple of three. Progress increases significantly when stack size reaches 0 and effect wears off.",242,249,1629,10,11,55,67632,true,36,100187,100188,100189,100190,100191,100192,100193,100194
100190,"Whistle While You Work","<color #FF7B1A>Specialist Action</color>\n\nGrants a <color #FF7B1A>Whistle</color> stack of 11. One <color #FF7B1A>Whistle</color> used for each step that material condition is <color #FF7B1A>Good</color> or <color #FF7B1A>Excellent</color>. Increases the effectiveness of certain crafting actions when the stack size is a multiple of three. Progress increases significantly when stack size reaches 0 and effect wears off.",242,249,1680,11,12,55,67632,true,36,100187,100188,100189,100190,100191,100192,100193,100194
100191,"Whistle While You Work","<color #FF7B1A>Specialist Action</color>\n\nGrants a <color #FF7B1A>Whistle</color> stack of 11. One <color #FF7B1A>Whistle</color> used for each step that material condition is <color #FF7B1A>Good</color> or <color #FF7B1A>Excellent</color>. Increases the effectiveness of certain crafting actions when the stack size is a multiple of three. Progress increases significantly when stack size reaches 0 and effect wears off.",242,249,1778,12,13,55,67632,true,36,100187,100188,100189,100190,100191,100192,100193,100194
100192,"Whistle While You Work","<color #FF7B1A>Specialist Action</color>\n\nGrants a <color #FF7B1A>Whistle</color> stack of 11. One <color #FF7B1A>Whistle</color> used for each step that material condition is <color #FF7B1A>Good</color> or <color #FF7B1A>Excellent</color>. Increases the effectiveness of certain crafting actions when the stack size is a multiple of three. Progress increases significantly when stack size reaches 0 and effect wears off.",242,249,1728,13,14,55,67632,true,36,100187,100188,100189,100190,100191,100192,100193,100194
100193,"Whistle While You Work","<color #FF7B1A>Specialist Action</color>\n\nGrants a <color #FF7B1A>Whistle</color> stack of 11. One <color #FF7B1A>Whistle</color> used for each step that material condition is <color #FF7B1A>Good</color> or <color #FF7B1A>Excellent</color>. Increases the effectiveness of certain crafting actions when the stack size is a multiple of three. Progress increases significantly when stack size reaches 0 and effect wears off.",242,249,1829,14,15,55,67632,true,36,100187,100188,100189,100190,100191,100192,100193,100194
100194,"Whistle While You Work","<color #FF7B1A>Specialist Action</color>\n\nGrants a <color #FF7B1A>Whistle</color> stack of 11. One <color #FF7B1A>Whistle</color> used for each step that material condition is <color #FF7B1A>Good</color> or <color #FF7B1A>Excellent</color>. Increases the effectiveness of certain crafting actions when the stack size is a multiple of three. Progress increases significantly when stack size reaches 0 and effect wears off.",242,249,1879,15,16,55,67632,true,36,100187,100188,100189,100190,100191,100192,100193,100194
100195,"","",0,0,1,-1,0,1,0,false,0,0,0,0,0,0,0,0,0
100196,"","",0,0,1,-1,0,1,0,false,0,0,0,0,0,0,0,0,0
100197,"","",0,0,1,-1,0,1,0,false,0,0,0,0,0,0,0,0,0
100198,"","",0,0,1,-1,0,1,0,false,0,0,0,0,0,0,0,0,0
100199,"","",0,0,1,-1,0,1,0,false,0,0,0,0,0,0,0,0,0
100200,"","",0,0,1,-1,0,1,0,false,0,0,0,0,0,0,0,0,0
