Index,0 [0x1][0x0],1 [0x1][0x1],2 [0x1][0x2],3 [0x1][0x3],4 [0x1][0x4],5 [0x1][0x5],6 [0x1][0x6],7 [0x1][0x7],8 [0x1][0x8],9 [0x1][0x9],10 [0x1][0xa],11 [0x1][0xb],12 [0x1][0xc],13 [0x1][0xd],14 [0x1][0xe],15 [0x1][0xf],16 [0x1][0x10],17 [0x1][0x11],18 [0x1][0x12],19 [0x1][0x13],20 [0x1][0x14],21 [0x1][0x15],22 [0x1][0x16],23 [0x1][0x17],24 [0x1][0x18],25 [0x1][0x19],26 [0x1][0x1a],27 [0x1][0x1b],28 [0x1][0x1c],29 [0x1][0x1d],30 [0x1][0x1e],31 [0x1][0x1f],32 [0x1][0x20],33 [0x1][0x21],34 [0x1][0x22],35 [0x1][0x23],36 [0x1][0x24],37 [0x1][0x25],38 [0x1][0x26],39 [0x1][0x27],40 [0x1][0x28],41 [0x1][0x29],42 [0x1][0x2a],43 [0x1][0x2b],44 [0x1][0x2c],45 [0x1][0x2d],46 [0x1][0x2e],47 [0x1][0x2f],48 [0x1][0x30],49 [0x1][0x31],50 [0x1][0x32],51 [0x1][0x33],52 [0x1][0x34],53 [0x1][0x35],54 [0x1][0x36],55 [0x1][0x37],56 [0x1][0x38],57 [0x1][0x39],58 [0x1][0x3a],59 [0x1][0x3b],60 [0x1][0x3c],61 [0x1][0x3d],62 [0x1][0x3e],63 [0x1][0x3f],64 [0x1][0x40],65 [0x1][0x41],66 [0x1][0x42],67 [0x1][0x43],68 [0x1][0x44],69 [0x1][0x45],70 [0x1][0x46],71 [0x1][0x47],72 [0x1][0x48],73 [0x1][0x49],74 [0x1][0x4a],75 [0x1][0x4b],76 [0x1][0x4c],77 [0x1][0x4d],78 [0x1][0x4e],79 [0x1][0x4f]
75,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,false,false,false,false,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
76,true,true,false,true,true,false,false,false,false,false,true,true,true,false,true,true,true,true,true,true,false,false,true,true,false,false,true,false,true,true,true,false,false,false,false,false,false,false,true,true,true,true,false,false,false,false,false,true,true,false,false,true,false,false,false,false,true,false,true,false,false,true,false,false,false,false,true,true,true,true,false,true,true,true,true,true,true,true,true,true
77,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,true,true,true,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,true,false,false,true,true,false,false,false,false,false,true,true,false,false,true,false,false,false,true,false,false,true,false,true,true,false,false,false,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true
78,true,true,false,true,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,true,true,false,false,true,false,true,false,true,false,false,true,false,true,true,false,false,true,false,true,true,false,false,false,true,true,true,true,true,true,true,true,true
79,true,true,false,true,false,false,false,false,true,true,false,true,false,false,false,true,true,true,true,false,true,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,true,true,false,false,true,false,true,false,true,false,false,true,false,true,true,false,false,true,true,true,true,false,false,false,true,true,true,true,true,true,true,true,true
80,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,false,false,true,false,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
81,true,true,false,true,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,true,true,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,true,true,false,false,true,false,false,false,true,false,false,true,false,true,true,false,false,true,false,true,true,false,false,false,true,true,true,true,true,true,true,true,true
82,true,true,false,true,true,true,true,false,true,false,true,false,true,false,false,true,true,true,true,false,true,false,false,false,false,false,true,false,true,false,false,false,false,false,false,true,false,false,false,true,true,false,false,false,false,false,false,true,true,false,false,true,false,false,false,true,false,false,true,true,true,true,false,false,true,false,true,true,false,true,false,true,true,true,true,true,true,true,true,true
83,true,true,false,true,false,false,false,false,true,false,false,true,true,false,false,true,true,true,true,false,true,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,true,true,false,false,false,false,false,false,true,false,false,true,false,true,true,false,false,true,false,true,true,false,false,false,true,true,true,true,true,true,true,true,true
84,true,true,false,true,false,false,false,false,true,false,false,false,true,false,false,true,true,true,true,false,true,false,false,true,true,true,true,false,true,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,true,true,false,false,true,false,false,false,true,false,false,true,false,true,true,false,false,true,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true
85,true,true,false,true,false,false,false,false,false,true,false,true,true,false,false,true,true,true,true,false,true,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,true,false,true,true,false,false,false,false,false,false,true,true,false,false,true,false,true,false,true,false,false,true,false,true,true,true,false,true,true,true,true,false,false,false,true,true,true,true,true,true,true,true,true
86,true,true,false,true,true,false,false,false,false,true,true,true,false,false,false,true,true,true,false,false,true,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,true,false,true,true,true,false,false,false,false,false,false,true,true,false,true,false,false,false,false,false,false,true,false,true,true,false,false,true,false,true,true,false,true,false,true,true,true,true,true,true,true,true,true
87,true,true,false,true,true,false,false,false,false,true,true,true,false,false,false,true,true,true,false,false,true,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,false,false,true,true,false,true,false,false,false,false,false,false,true,true,true,true,false,false,true,false,true,true,false,true,false,true,true,true,true,true,true,true,true,true
88,true,true,false,true,true,false,false,false,false,true,true,true,true,false,true,true,true,true,false,false,true,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,true,true,true,true,true,false,false,false,false,false,true,true,true,false,true,false,false,false,false,false,false,true,false,true,true,false,false,true,false,true,true,false,true,false,true,true,true,true,true,true,true,true,true
89,true,true,false,true,true,false,false,false,false,true,true,false,true,false,true,true,true,true,false,false,true,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,true,true,true,true,true,false,false,false,false,false,true,true,true,false,true,false,true,false,true,false,false,true,false,true,true,true,false,true,true,true,true,false,true,false,true,true,true,true,true,true,true,true,true
90,true,true,false,true,true,false,false,false,false,true,true,false,true,false,true,true,true,true,false,false,true,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,true,true,true,true,true,false,false,false,false,false,true,true,true,false,true,false,true,false,true,false,false,true,false,true,true,true,false,true,true,true,true,false,true,false,true,true,true,true,true,true,true,true,true
91,true,true,true,true,true,false,false,false,true,true,true,true,true,false,true,true,true,true,true,true,true,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,true,true,true,false,true,false,true,false,true,false,false,true,false,true,true,true,false,true,true,true,true,false,true,false,true,true,true,true,true,true,true,true,true
92,true,true,true,true,true,false,false,false,true,true,true,true,true,false,true,true,true,true,true,true,true,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,false,true,true,false,false,false,true,true,true,false,false,false,false,true,false,true,false,true,true,true,false,false,true,false,true,true,true,true,true,true,true,true,true
93,true,true,true,true,true,false,false,false,true,true,true,true,true,false,true,true,true,true,true,true,true,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,false,true,true,false,false,false,true,true,true,false,false,false,false,true,true,true,false,true,true,true,false,false,true,false,true,true,true,true,true,true,true,true,true
94,true,true,true,true,true,false,false,false,true,true,true,true,true,false,true,true,true,true,true,true,true,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,true,false,true,true,false,false,false,true,true,true,false,false,false,false,true,true,true,false,true,true,true,false,false,true,false,true,true,true,true,true,true,true,true,true
95,true,true,true,true,true,false,false,false,true,true,true,true,true,false,true,true,true,true,true,true,true,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,false,true,true,false,false,false,true,true,true,false,false,true,false,true,true,true,false,true,true,true,false,false,true,false,true,true,true,true,true,true,true,true,true
96,true,true,true,true,true,false,false,false,true,true,true,true,true,false,true,true,true,true,true,true,true,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,false,false,true,false,false,false,true,true,true,false,false,false,false,true,true,true,false,true,true,true,false,false,true,false,true,true,true,true,true,true,true,true,true
97,true,true,true,true,true,false,false,false,true,true,true,true,true,false,true,true,true,true,true,true,true,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,false,true,true,false,false,false,true,true,true,false,false,false,false,true,true,true,false,true,true,true,false,false,true,false,true,true,true,true,true,true,true,true,true
98,true,true,false,true,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,true,true,true,true,true,true,true,true
99,true,true,false,true,true,false,false,false,true,true,true,true,false,false,false,true,true,true,true,true,true,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,true,true,true,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,true,false,false,true,false,false,false,false,true,false,true,true,true,true,true,true,true,true,true
100,true,true,false,true,true,false,false,false,true,true,true,true,false,true,false,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,false,true,true,true,false,true,false,true,true,true,false,false,true,true,true,true,true,true,false,false,false,true,true,true,true,true,true,true,true,true,true,true
101,true,true,false,true,true,false,false,false,true,true,true,true,false,true,false,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,true,false,true,true,true,false,true,false,true,true,true,false,false,true,true,true,true,true,true,false,false,false,true,true,true,true,true,true,true,true,true,true,true
102,true,true,true,true,true,false,false,false,true,true,true,true,false,false,false,true,true,true,true,true,true,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,false,true,true,false,false,false,true,true,true,false,false,false,false,true,false,true,false,true,true,true,false,false,true,false,true,true,true,true,true,true,true,true,true
103,true,true,true,true,true,false,false,false,true,true,true,true,false,false,false,true,true,true,true,true,true,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,false,true,true,false,false,false,true,true,true,false,false,false,false,true,true,true,false,true,true,true,false,false,true,false,true,true,true,true,true,true,true,true,true
104,true,true,true,true,true,false,false,false,true,true,true,true,false,false,false,true,true,true,true,true,true,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,false,true,true,false,false,false,true,true,true,false,false,false,false,true,true,true,false,true,true,true,false,false,true,false,true,true,true,true,true,true,true,true,true
105,true,true,true,true,true,false,false,false,true,true,true,true,false,false,false,true,true,true,true,true,true,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,false,true,true,false,false,false,true,true,true,false,false,false,false,true,true,true,false,true,true,true,false,false,true,false,true,true,true,true,true,true,true,true,true
106,true,true,true,true,true,false,false,false,true,true,true,true,false,false,false,true,true,true,true,true,true,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,false,false,true,false,false,false,true,true,true,false,false,false,false,true,true,true,false,true,true,true,false,false,true,false,true,true,true,true,true,true,true,true,true
107,true,true,true,true,true,false,false,false,true,true,true,true,false,false,false,true,true,true,true,true,true,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,false,true,true,false,false,false,true,true,true,false,false,false,false,true,true,true,false,true,true,true,false,false,true,false,true,true,true,true,true,true,true,true,true
108,true,true,true,true,true,false,false,false,true,true,true,true,false,false,false,true,true,true,true,true,true,true,false,false,true,true,true,false,true,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,false,true,true,true,false,false,true,false,true,false,true,true,false,true,true,true,true,true,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true
109,true,true,true,true,true,false,false,false,true,true,true,true,false,false,false,true,true,true,true,true,true,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,false,true,true,false,false,false,true,false,true,false,false,true,false,true,false,true,false,true,true,true,false,false,true,false,true,true,true,true,true,true,true,true,true
110,true,true,true,true,true,false,false,false,true,true,true,true,false,false,false,true,true,true,true,true,true,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,false,true,true,false,false,false,true,false,true,false,false,true,false,true,true,true,false,true,true,true,false,false,true,false,true,true,true,true,true,true,true,true,true
111,true,true,true,true,true,false,false,false,true,true,true,true,false,false,false,true,true,true,true,true,true,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,false,true,true,false,false,false,true,false,true,false,false,true,false,true,true,true,false,true,true,true,false,false,true,false,true,true,true,true,true,true,true,true,true
112,true,true,true,true,true,false,false,false,true,true,true,true,false,false,false,true,true,true,true,true,true,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,false,true,true,false,false,false,true,false,true,false,false,true,false,true,true,true,false,true,true,true,false,false,true,false,true,true,true,true,true,true,true,true,true
113,true,true,true,true,true,false,false,false,true,true,true,true,false,false,false,true,true,true,true,true,true,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,false,true,true,false,false,false,true,false,true,false,false,true,false,true,true,true,false,true,true,true,false,false,true,false,true,true,true,true,true,true,true,true,true
114,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,false,true,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true
115,true,true,true,true,true,false,false,false,true,true,true,true,false,false,false,true,true,true,true,true,true,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,false,true,true,false,false,false,true,false,true,false,false,true,false,true,false,true,false,true,true,true,false,false,true,false,true,true,true,true,true,true,true,true,true
116,true,true,true,true,true,false,false,false,true,true,true,true,false,false,false,true,true,true,true,true,true,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,false,true,true,false,false,false,true,false,true,false,false,true,false,true,false,true,false,true,true,true,false,false,true,false,true,true,true,true,true,true,true,true,true
117,true,true,true,true,true,false,false,false,true,true,true,true,false,false,false,true,true,true,true,true,true,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,false,true,true,false,false,false,true,false,true,false,false,true,false,true,false,true,false,true,true,true,false,false,true,false,true,true,true,true,true,true,true,true,true
118,true,true,true,true,true,false,false,false,true,true,true,true,false,false,false,true,true,true,true,true,true,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,false,true,true,false,false,false,true,false,true,false,false,true,false,true,false,true,false,true,true,true,false,false,true,false,true,true,true,true,true,true,true,true,true
119,true,true,true,true,true,false,false,false,true,true,true,true,false,false,false,true,true,true,true,true,true,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,false,true,true,false,false,false,true,false,true,false,false,true,false,true,false,true,false,true,true,true,false,false,true,false,true,true,true,true,true,true,true,true,true
120,true,true,true,true,true,false,false,false,true,true,true,true,false,false,false,true,true,true,true,true,true,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,false,true,true,false,false,false,true,false,true,false,false,true,false,true,false,true,false,true,true,true,false,false,true,false,true,true,true,true,true,true,true,true,true
121,true,true,false,true,true,false,false,false,false,true,true,true,false,false,false,true,true,true,true,true,true,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,true,true,true,true,true,false,false,false,false,false,false,true,true,false,false,false,true,false,true,false,false,true,false,true,true,true,false,true,false,true,false,false,true,false,true,true,true,true,true,true,true,true,true
122,true,true,false,true,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,false,true,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,true,true,true,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,true,true,true,false,false,true,false,true,false,false,false,false,true,true,true,true,true,true,true,true,true
123,true,true,false,true,true,false,false,false,false,false,true,true,false,false,false,true,true,true,true,true,true,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,true,true,true,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true,false,false,false,true,false,true,false,false,true,false,true,true,true,true,true,true,true,true,true
124,true,true,false,true,true,false,false,false,false,false,true,true,false,false,false,true,true,true,true,true,true,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,true,true,true,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true,false,false,false,true,false,true,false,false,true,false,true,true,true,true,true,true,true,true,true
125,true,true,false,true,true,false,false,false,false,false,true,true,false,false,false,true,true,true,true,true,true,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,true,true,true,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true,false,false,false,true,false,true,false,false,true,false,true,true,true,true,true,true,true,true,true
126,true,true,false,true,true,false,false,false,false,false,true,true,false,false,false,true,true,true,true,true,true,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,true,true,true,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true,false,false,false,true,false,true,false,false,true,false,true,true,true,true,true,true,true,true,true
127,true,true,false,true,true,false,false,false,false,false,true,true,false,false,false,true,true,true,true,true,true,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,true,true,true,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true,false,false,false,true,false,true,false,false,true,false,true,true,true,true,true,true,true,true,true
128,true,true,false,true,true,false,false,false,false,false,true,true,false,false,false,true,true,true,true,true,true,true,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,true,true,true,true,true,false,false,false,false,false,false,false,true,false,false,false,true,false,true,true,false,true,false,true,false,true,false,true,false,true,false,false,true,false,true,true,true,true,true,true,true,true,true
129,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,false,false,true,true,false,false,true,true,true,true,true,true,true,true,false,true,true,true,false,true,false,true,true,true,true,true,true,true,true,true,true,true,true
130,true,true,false,true,true,false,false,false,false,false,true,true,false,false,false,true,true,true,true,true,true,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,true,true,true,true,false,false,false,false,false,false,false,true,false,false,false,true,false,true,false,false,true,false,true,false,true,false,true,false,true,false,false,true,false,true,true,true,true,true,true,true,true,true
131,true,true,false,true,true,false,false,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,false,false,false,false,true,true,true,true,true,true,true,false,false,false,false,false,true,true,false,false,true,true,true,true,true,true,true,true,false,true,true,true,false,true,false,true,true,true,true,true,true,true,true,true,true,true,true
132,true,true,false,true,false,false,false,false,false,false,false,false,false,false,false,true,true,true,false,false,true,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,true,true,false,false,true,false,false,false,false,false,false,true,false,true,true,false,false,true,false,true,true,false,false,false,true,true,true,true,true,true,true,true,true
133,true,true,false,true,false,false,true,false,false,false,false,true,true,false,true,true,true,true,true,false,true,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,true,true,false,false,true,false,false,false,true,false,false,true,false,true,true,false,false,true,false,true,true,false,false,false,true,true,true,true,true,true,true,true,true
134,true,true,false,true,true,false,false,false,true,true,true,true,true,false,true,true,true,true,true,true,true,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,true,true,true,false,true,false,true,false,true,false,false,true,true,true,true,true,false,true,true,true,true,false,true,false,true,true,true,true,true,true,true,true,true
135,true,true,false,true,true,false,true,false,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,false,false,true,false,true,false,false,false,false,false,true,false,false,false,true,true,true,true,true,false,false,false,false,true,true,true,false,true,false,true,false,true,true,false,true,true,true,true,true,false,true,true,true,true,false,true,false,true,true,true,true,true,true,true,true,true
136,true,true,false,true,true,false,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,false,true,false,true,false,false,false,false,false,true,false,false,true,true,true,true,true,true,false,false,false,false,true,true,true,false,true,false,true,false,true,true,false,true,true,true,true,true,false,true,true,true,true,false,true,false,true,true,true,true,true,true,true,true,true
137,true,true,false,true,false,false,false,false,false,true,false,true,true,false,true,true,true,true,true,true,true,false,false,true,true,false,true,false,true,false,false,false,false,false,false,false,false,true,true,true,false,false,true,false,false,false,false,true,true,false,true,true,false,false,false,false,true,true,true,false,false,true,false,true,true,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true
138,true,true,false,true,false,false,false,false,false,true,false,true,false,false,false,true,true,true,true,true,true,false,false,true,true,false,true,false,true,false,false,false,false,false,false,false,false,true,true,true,false,false,true,false,false,false,false,false,true,false,true,false,false,false,false,false,true,true,true,false,false,true,false,true,true,false,true,false,false,false,true,true,true,true,true,true,true,true,true,true
139,true,true,false,true,false,false,false,false,false,true,false,true,false,false,false,true,true,true,true,true,true,false,false,true,true,false,true,false,true,false,false,false,false,false,false,false,false,true,true,true,false,false,true,false,false,false,false,false,true,false,true,false,false,false,false,false,true,true,true,false,false,true,false,true,true,false,true,false,false,false,true,true,true,true,true,true,true,true,true,true
140,true,true,false,true,false,false,false,false,false,true,false,true,false,false,false,true,true,true,true,true,true,false,false,true,true,false,true,false,true,false,false,false,false,false,false,false,false,false,true,true,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,true,true,true,false,false,false,false,true,true,false,true,false,false,false,true,true,true,true,true,true,true,true,true,true
141,true,true,false,true,false,false,false,false,false,true,false,true,false,false,false,true,true,true,true,true,true,false,false,true,true,false,true,false,true,false,false,false,false,false,false,false,false,true,true,true,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,true,true,true,false,false,false,false,true,true,false,true,false,false,false,true,true,true,true,true,true,true,true,true,true
142,true,true,false,true,false,false,false,false,false,true,false,true,false,false,false,true,true,true,true,true,true,false,false,true,true,false,true,false,true,false,false,false,false,false,false,false,false,true,true,true,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,true,true,true,false,false,false,false,true,true,false,true,false,false,false,true,true,true,true,true,true,true,true,true,true
143,true,true,false,true,true,false,false,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,true,true,true,true,true,false,false,false,false,false,false,true,true,false,false,false,true,false,true,false,false,true,false,true,true,true,false,true,true,true,false,false,true,false,true,true,true,true,true,true,true,true,true
144,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true,true,true,true,false,false,true,false,false,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true
145,true,true,false,true,true,false,false,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,false,true,false,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,true,true,true,false,false,true,false,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true
146,true,true,false,true,false,false,false,false,false,true,false,true,true,false,true,true,true,true,true,true,true,true,false,true,true,false,true,false,true,false,false,false,false,false,false,false,false,true,true,true,true,false,true,false,false,false,false,false,true,false,true,false,false,true,false,true,true,true,true,true,false,true,true,true,true,true,true,false,false,false,true,true,true,true,true,true,true,true,true,true
147,true,true,false,true,false,false,false,false,false,true,false,true,true,false,true,true,true,true,true,true,true,true,false,true,true,false,true,false,true,false,false,false,false,false,false,false,false,true,true,true,true,false,true,false,false,false,false,false,true,false,true,false,false,true,false,true,true,true,true,false,true,true,true,true,true,true,true,false,false,false,true,true,true,true,true,true,true,true,true,true
148,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
149,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true,true,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
150,true,true,true,true,true,false,false,false,false,true,true,true,true,false,true,true,true,true,true,false,true,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,true,true,true,true,false,false,false,false,true,false,false,true,true,false,false,false,false,false,true,false,false,true,false,true,true,false,false,true,true,true,false,false,true,false,true,true,true,true,true,true,true,true,true
151,true,true,false,true,true,false,false,false,false,false,false,false,false,false,false,true,true,true,false,false,true,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,true,true,true,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,true,true,false,false,true,false,false,false,false,true,false,true,true,true,true,true,true,true,true,true
152,true,true,true,true,true,false,false,false,false,true,true,true,true,false,true,true,true,true,true,false,true,true,false,false,false,false,true,false,true,false,true,false,false,false,false,false,true,false,true,true,true,false,false,false,false,true,false,false,true,true,false,false,false,false,false,true,false,false,true,false,true,true,false,false,true,true,true,false,false,true,false,true,true,true,true,true,true,true,true,true
153,true,true,false,true,true,false,false,false,false,false,false,false,false,false,false,true,true,true,false,false,true,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,true,true,true,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,true,true,false,false,true,false,false,false,false,true,false,true,true,true,true,true,true,true,true,true
154,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,false,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,false,false,false,true,true,true,false,true,false,true,true,true,false,false,true,false,true,true,true,false,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true
