#,Radius,Height,VFXScale,FloatHeight,FloatDown,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,FloatUp,Unknown8,LoopFlySE,MotionBlendType
358,4.8,1,1,3,3,200,500,66,91,66,91,0,0,0,1,1,False
359,3.6,2.6,1,6,10,200,500,100,100,100,100,70,70,0,1,2,False
360,1,1,1,3,3,200,500,118,118,118,118,0,0,0,1,1,False
361,5.88,5.3,5,3,3,200,500,118,118,118,118,0,0,0,1,1,False
362,1.5,1,1,3,3,200,500,100,100,100,100,0,0,0,0,1,False
363,1,1,1,1,3,200,500,100,100,100,100,60,60,0,1,1,False
364,4.5,1,1,3,3,200,500,66,300,66,300,0,0,90,1,1,False
365,1.2,2,2,3,3,200,500,66,100,66,100,0,0,0,1,2,False
366,2.1,2.2,6,3,3,200,500,71,100,71,100,0,0,150,0,1,False
367,6,5,5,3,3,200,600,67,67,66,100,0,0,0,1,1,True
368,1.7,1,1,3,3,200,500,100,143,100,143,0,0,0,1,1,False
369,4.5,1,1,3,3,200,500,167,167,167,167,0,0,0,1,1,False
370,3.8,1,1,3,3,200,500,100,100,100,100,0,0,0,0,1,False
371,4,1,1,3,3,200,500,100,100,100,100,0,0,0,0,1,False
372,3.5,3.8,3.8,3,3,200,600,66,100,66,100,0,0,0,0,2,False
373,3.5,3,2,3,3,200,600,100,100,100,100,0,0,0,1,1,False
374,2,1,1,3,3,200,500,100,100,100,100,160,160,90,1,1,False
375,4,2.7,2.5,3,3,200,500,80,80,80,80,0,0,0,1,2,False
376,22,25,10,3,3,200,500,100,100,100,100,0,0,0,1,2,False
377,2,3.2,3,3,3,200,600,66,133,66,133,0,0,0,0,2,False
378,3.2,3.2,3,3,3,200,600,100,100,100,100,0,0,0,1,2,False
379,4.8,1,1,3,3,200,600,100,100,100,100,250,250,280,1,1,False
380,3,1.7,1,0.033,3,200,600,100,100,100,100,10,10,0,1,2,False
381,1,1,1,3,3,200,600,66,300,66,300,0,0,0,0,1,False
382,2.4,3,3,3,3,200,600,71,71,71,71,0,0,0,1,1,False
383,2.7,1.8,1,3,3,200,600,66,100,66,100,0,0,0,0,2,False
384,2.7,1.8,1.8,3,3,200,600,66,100,66,100,0,0,0,1,2,False
385,2.2,1.6,1,3,3,200,600,100,100,100,100,0,0,0,0,2,False
386,2.5,1.8,2.5,3,3,200,600,66,100,66,100,0,0,0,1,2,False
387,2.5,2,1.5,3,3,200,600,66,100,66,100,0,0,0,1,2,False
388,5,5,5,3,3,200,600,111,111,111,111,0,0,0,0,2,False
389,5,4.5,4,3,3,200,600,70,70,100,100,0,0,0,1,1,False
390,1,1,1,3,3,200,600,66,100,66,100,0,0,0,0,2,False
391,13.5,11.5,1,3,3,200,500,66,300,66,300,0,0,0,0,1,False
392,1.9,2,2.3,3,3,200,600,67,120,67,120,0,0,0,1,1,False
393,0.7,1,1,3,3,200,500,66,300,66,300,0,0,0,0,1,False
394,1.2,1,1,3,3,300,900,100,100,100,100,200,200,240,1,1,False
395,1.8,2.9,3,3,3,200,600,100,250,100,100,0,0,0,0,2,False
396,4.8,2.3,2,3,3,200,600,100,100,100,100,0,0,0,1,2,False
397,6,5,8,3,3,200,500,125,125,125,125,0,0,0,1,2,False
398,1.3,1,1,3,3,200,500,66,300,66,300,0,0,80,1,1,False
399,1,1,1,3,3,200,500,100,100,100,100,0,0,0,0,1,False
400,1.1,1,1,3,3,200,500,66,300,66,300,0,0,80,1,1,False
401,0.8,1,1,3,3,200,500,66,300,66,300,0,0,70,1,1,False
402,0.9,1,1,3,3,200,500,66,300,66,300,0,0,70,1,1,False
403,0.8,1.1,1.2,3,3,200,600,100,100,100,100,0,0,0,0,2,False
404,0.8,1.1,1.2,3,3,200,600,66,100,66,100,0,0,0,0,2,False
405,0.3,0.5,0.4,3,3,200,600,66,100,66,100,0,0,0,0,1,False
406,0.65,1.1,1.2,3,3,200,600,100,100,100,100,0,0,0,0,1,False
407,6,5.5,4.5,3,3,600,1200,100,100,100,100,0,0,0,1,2,False
408,0.7,0.8,0.8,3,3,200,600,100,100,100,100,0,0,0,0,2,False
409,1.5,0.9,0.9,3,3,200,600,66,300,90,100,0,0,0,0,1,False
410,4,3.7,2,3,3,200,600,100,100,100,100,0,0,0,1,1,False
411,3.2,1,1,3,3,200,500,66,100,66,100,0,0,0,0,1,False
412,2,1,1,3,3,200,500,100,100,100,100,0,0,0,0,1,False
413,6.2,1,1,3,3,200,500,83,83,83,83,0,0,0,0,2,False
414,1,1,1,3,3,300,900,66,300,66,300,0,0,100,1,1,False
415,3.5,3,3,3,3,200,500,66,100,66,100,0,0,0,1,2,False
416,1.7,3,3,3,3,200,600,67,100,67,100,0,0,0,1,2,False
417,2.4,1,1,3,3,200,600,100,120,100,120,0,0,0,1,1,False
418,6,10,5,3,3,200,600,67,67,67,67,0,0,0,1,2,False
419,3,3.3,1,3,3,200,600,100,100,100,100,0,0,0,1,1,False
420,7,5,4,3,3,200,600,100,100,100,100,0,0,0,1,2,False
421,3.5,4,2,3,3,200,600,100,100,100,100,0,0,0,1,1,False
422,2,2.4,2.4,3,3,200,600,100,100,100,100,0,0,0,0,1,False
423,1.2,1,1,3,3,200,600,100,100,100,100,0,0,0,1,1,False
424,0.5,1,1,3,3,200,600,90,120,90,120,0,0,0,0,1,False
425,1,2,1,3,3,200,600,100,100,100,100,0,0,0,0,1,False
426,13.8,5,1,3,3,200,600,100,100,100,100,0,0,0,0,1,False
427,2.3,1,1,3,3,200,600,90,200,100,200,0,0,0,1,2,False
428,2,1,1,3,3,200,600,100,100,100,100,0,0,0,0,1,False
429,0,3.8,3.8,3,3,200,600,100,100,100,100,0,0,0,1,2,False
430,0,3,2,3,3,200,600,100,100,100,100,0,0,0,1,1,False
431,0.8,1,1,3,3,200,500,100,100,100,100,0,0,80,1,1,False
432,2,1.4,1.4,3,3,200,300,100,100,100,100,0,0,0,0,2,False
433,1.8,2,2,3,3,200,600,100,100,80,100,0,0,0,1,1,False
434,1,1.1,1.1,3,3,200,500,66,300,66,300,0,0,0,0,1,False
435,2.1,1,1,3,3,200,500,66,300,66,300,0,0,165,1,1,False
436,4,5.5,4.5,3,3,300,900,100,100,100,100,0,0,100,1,1,False
437,0.5,0.8,0.2,3,3,200,500,100,100,100,100,0,0,70,1,1,False
438,1.8,1.8,1.8,3,3,300,1200,100,200,100,200,0,0,75,1,1,False
439,0.25,0.5,0.5,3,3,106,300,85,180,85,200,0,0,80,1,1,False
440,2.6,3,4,3,3,300,900,90,114,90,267,0,0,120,1,1,False
441,40,24,26,3,3,200,600,100,100,100,100,0,0,0,1,2,False
442,0.2,1,1,3,3,200,600,66,300,66,300,0,0,0,0,1,False
443,0.2,1,1,3,3,200,600,66,300,66,300,0,0,0,0,1,False
444,0.5,1.1,1,3,3,200,600,100,100,100,100,0,0,0,0,1,False
445,6.5,5,5,3,3,200,600,100,100,100,100,0,0,0,1,2,False
446,5,6,8,3,3,200,750,100,100,100,120,0,0,0,1,2,False
447,0.2,0.3,0.3,3,3,200,600,100,100,100,100,0,0,0,0,1,False
448,2.5,2.2,1,3,3,200,500,100,100,100,100,0,0,0,1,1,False
449,0.7,0.8,1.7,3,3,200,500,100,100,100,100,0,0,80,1,1,False
450,1.2,1.1,1,3,3,200,600,100,100,100,100,110,110,110,1,1,False
451,1,1,1,3,3,200,600,100,100,100,100,0,0,0,1,1,False
452,1,1.7,2,3,3,200,500,66,300,90,170,0,0,70,1,1,False
453,1,1,1,3,3,200,600,80,100,80,100,0,0,0,1,1,False
454,4.3,4.5,5,3,3,200,600,100,100,100,100,0,0,0,1,2,False
455,2.5,1,1,3,3,200,900,90,200,90,200,0,0,100,1,1,False
456,0.5,0.5,0.8,3,3,150,150,67,100,80,100,0,0,0,1,2,False
457,1.8,2.2,2,3,3,200,600,100,100,100,100,0,0,260,1,1,False
458,4.5,6,1,3,3,200,600,100,100,100,100,0,0,0,1,1,False
459,1,1.2,1.2,3,3,200,600,100,100,100,100,0,0,0,1,2,False
460,2.1,2,4,3,3,200,500,71,100,71,100,0,0,0,0,1,False
461,1,1.3,1.3,3,3,200,500,66,100,66,100,0,0,0,0,1,False
462,0.9,1.2,1.2,3,3,200,600,100,100,100,100,0,0,0,1,2,False
463,1,0.8,1,3,3,200,600,100,100,100,100,0,0,0,1,2,False
464,2.5,2,2,3,3,200,600,66,100,66,83,0,0,0,0,1,False
465,0.7,1,1,3,3,200,600,100,100,100,100,0,0,0,0,1,False
466,1,0.8,1,3,3,200,600,100,100,100,100,0,0,70,1,1,False
467,1.8,1.5,1,12,3,200,600,100,100,100,100,180,180,200,1,1,False
468,1.5,4,3,3,3,200,600,100,100,100,100,0,0,60,1,1,False
469,0.8,1,1,3,3,200,600,100,100,100,100,0,0,90,1,1,False
470,0.8,1,1,3,3,200,600,100,100,100,100,0,0,90,1,1,False
471,3,2.4,2.4,3,3,200,600,100,100,100,100,0,0,0,0,2,False
472,1,1,1,3,3,200,600,100,100,100,100,0,0,0,1,1,False
473,1,1,1,3,3,200,600,100,100,100,100,0,0,0,1,1,False
474,1,1,1,3,3,200,600,100,100,100,100,0,0,0,1,1,False
475,0.3,0.5,1,3,3,200,600,100,100,100,100,0,0,0,1,1,False
476,1,1.2,1,3,3,200,600,100,100,100,100,0,0,0,1,1,False
477,0.8,1.1,1.2,3,3,200,600,100,100,100,100,0,0,0,1,1,False
478,0.2,1,1,3,3,100,300,100,100,100,100,0,0,0,1,1,False
479,0.8,1,1,3,3,170,400,100,150,80,130,0,0,130,1,1,False
480,1.7,1.7,4,3,3,200,200,100,100,100,130,0,0,0,1,1,False
481,3.6,2.2,3,3,3,200,600,100,100,100,100,0,0,0,1,1,False
482,2.5,1,1,3,3,200,600,100,100,100,100,0,0,0,1,1,False
483,4.2,5,8,3,3,200,1133,100,100,100,100,0,0,0,1,2,False
484,0.5,1,1,3,3,160,600,100,100,100,100,0,0,0,1,1,False
485,1,1,1,3,3,200,600,100,100,100,100,0,0,0,1,1,False
486,23,1,1,3,3,200,600,100,100,100,100,0,0,0,1,1,False
487,1.3,1.1,1.1,3,3,200,600,100,100,100,100,0,0,0,1,2,False
488,0.8,1,1,3,3,200,220,90,120,90,140,0,0,0,1,1,False
489,3.5,4.5,5,3,3,350,900,70,120,80,120,0,0,0,1,2,False
490,0.9,1,1,3,3,126,600,100,100,100,100,0,0,0,0,1,False
491,4.5,5.5,5.5,3,3,200,500,70,100,100,130,0,0,0,1,2,False
492,5,5,5,3,3,200,300,100,100,100,150,0,0,0,1,2,False
493,2,2.7,5,3,3,200,600,100,100,100,130,0,0,0,1,1,False
494,0.3,1,1,3,3,200,600,66,100,66,100,0,0,0,0,1,False
495,0.3,1,1,3,3,200,600,66,100,66,100,0,0,0,0,1,False
496,4.2,4,6,3,3,200,600,100,100,100,100,0,0,0,1,1,False
497,4.2,3,6,3,3,350,1200,80,150,80,150,0,0,160,1,1,False
498,3,1,1,3,3,200,600,100,100,100,100,0,0,60,1,1,False
499,2.1,1,1,3,3,200,600,100,100,100,100,0,0,0,1,2,False
500,0.6,1,1,3,3,200,600,66,100,66,100,0,0,0,0,1,False
501,10,9,12,3,3,200,900,100,100,100,100,0,0,0,1,2,False
502,3,2.5,2,3,3,280,900,66,120,66,300,0,0,140,1,1,False
503,1.5,1,1,3,3,200,600,100,100,100,100,0,0,0,1,1,False
504,1.2,1,1,3,3,200,600,100,100,100,100,0,0,0,1,1,False
505,0.3,1,1,3,3,200,600,100,100,100,100,0,0,0,0,1,False
506,0.4,1,1,3,3,200,600,100,100,100,100,0,0,0,1,1,False
507,2.1,2.2,6,3,3,200,500,71,100,71,100,0,0,150,0,1,False
508,0.4,1,1,3,3,200,200,100,100,100,100,0,0,0,0,1,False
509,0.4,1,1,3,3,200,200,100,100,100,130,0,0,0,0,1,False
510,0.4,1,1,3,3,200,200,100,100,100,130,0,0,0,0,1,False
511,1,1,1,3,3,200,900,66,300,90,170,0,0,70,1,1,False
512,0.8,0.5,1,3,3,300,900,66,300,66,300,0,0,60,1,1,False
513,1,1,1,3,3,200,600,100,100,100,100,0,0,0,1,2,False
514,1,1,1,3,3,200,600,100,100,100,100,0,0,0,1,2,False
515,4,4.6,5,3,3,200,600,100,100,100,100,0,0,0,1,2,False
516,1,1,1,3,3,200,600,100,100,100,100,0,0,0,1,1,False
517,5,1,1,3,3,200,600,100,100,100,100,0,0,0,1,1,False
518,1.8,2,1,3,3,200,600,66,300,66,300,0,0,60,1,1,False
519,9.5,7,7,3,3,300,900,66,300,66,300,0,0,20,1,1,False
520,4.5,3.5,4,3,3,320,900,66,300,66,300,0,0,90,1,1,False
521,1.5,2,1,3,3,300,900,100,100,100,100,0,0,5,1,1,False
522,0,1,1,3,3,200,600,100,100,100,100,0,0,0,1,1,False
523,2,1.4,1,3,3,200,600,100,100,100,100,0,0,0,1,2,False
524,1.2,1.2,1,3,3,200,600,100,100,100,100,0,0,0,1,1,False
525,4.8,1,1,3,3,200,600,100,100,100,100,0,0,0,1,1,False
526,0,1,1,3,3,200,600,100,100,100,100,0,0,0,1,1,False
527,3.4,3.5,3.5,3,3,200,600,100,100,100,100,0,0,0,1,2,False
528,2,1.4,2,3,3,200,600,80,130,80,130,0,0,0,1,2,False
529,2.5,1.5,1,3,3,200,600,100,100,100,100,0,0,0,1,2,False
530,8,7,1,3,3,200,600,100,100,100,100,0,0,0,1,2,False
531,2,1.6,3,3,3,200,600,100,100,100,100,0,0,0,1,2,False
532,2,2,3,3,3,200,600,100,100,100,100,0,0,0,1,2,False
533,2.4,3,1.5,3,3,300,900,100,100,100,100,0,0,100,1,1,False
534,0,1,1,3,3,200,600,100,100,100,100,0,0,0,0,1,False
535,1,3,1,3,3,200,600,100,100,100,100,0,0,0,1,1,False
536,24,11.5,1,3,3,200,600,100,100,100,100,0,0,60,1,1,False
537,1.42,1.2,1.3,3,3,200,600,100,100,100,100,0,0,0,1,2,False
538,2,1.7,2,3,3,200,600,100,100,100,100,0,0,0,1,1,False
539,1,1,1,3,3,200,600,100,100,100,100,0,0,0,1,2,False
540,2,1.3,1.4,3,3,200,600,100,100,100,100,0,0,0,1,2,False
541,7,5,8,3,3,200,600,100,100,83,100,0,0,0,1,2,False
542,1.14,1,1,3,3,200,450,66,100,66,111,0,0,0,0,1,False
543,0.7,1,1,3,3,200,600,100,100,100,100,0,0,0,1,1,False
544,8,7,1,3,3,200,600,100,100,100,100,0,0,0,1,2,False
545,1,1,1,3,3,200,600,100,100,100,100,0,0,0,1,1,False
546,1,1,1,3,3,200,600,100,100,100,100,0,0,0,1,2,False
547,3.4,3,1,3,3,300,900,100,100,100,100,0,0,40,1,1,False
548,1,1,1,3,3,200,600,100,100,100,100,0,0,0,1,1,False
549,2,1.7,1,3,3,100,500,66,300,66,300,0,0,0,0,2,False
550,1.7,1.9,1,3,3,200,500,100,125,100,125,0,0,0,1,2,False
551,4,3.5,1,3,3,200,600,100,100,100,100,0,0,0,1,2,False
552,8,4,1,3,3,200,600,100,100,100,100,0,0,0,1,2,False
553,1.8,1.4,1,3,3,200,600,100,100,100,100,0,0,0,1,2,False
554,7.5,5,1,3,3,200,600,100,100,100,100,0,0,0,1,2,False
555,2.1,1,1,3,3,320,900,66,300,66,300,0,0,240,1,1,False
556,1,1,1,3,3,200,600,100,100,100,100,0,0,0,1,1,False
557,1,1.2,1.2,0.7,3,200,500,100,100,100,100,70,70,0,1,2,False
558,2,1.9,1.5,3,3,154,154,80,120,80,120,0,0,0,1,1,False
559,2.2,1.2,1.2,3,3,200,600,100,100,100,100,0,0,0,1,1,False
560,6,5,1,3,3,200,600,100,100,100,100,0,0,0,1,2,False
561,1.111,1.3,1.7,3,3,130,130,100,100,100,100,0,0,0,1,2,False
562,4.44,1.3,1.7,3,3,200,600,100,100,100,100,0,0,0,1,2,False
563,5,5,1,3,3,200,600,100,100,100,100,0,0,0,1,2,False
564,1,1,1,3,3,200,600,80,130,80,130,0,0,0,1,2,False
565,20,8,1,3,3,200,600,100,100,100,100,0,0,0,1,1,False
566,3.8,1,1,3,3,250,900,66,300,66,300,0,0,130,1,1,False
567,0,1,1,3,3,200,600,100,100,100,100,0,0,0,1,1,False
568,1.42,1,1,3,3,200,600,100,100,100,100,0,0,0,1,2,False
569,1.1,0.8,0.5,3,3,200,600,100,100,90,130,0,0,0,1,1,False
570,2.2,1,1,3,3,200,600,80,130,90,130,0,0,0,1,2,False
571,1.4,1.6,1.6,3,3,200,600,80,130,90,130,0,0,0,1,1,False
572,1,0.8,1,3,3,200,600,100,100,100,100,0,0,0,1,1,False
573,9.5,7,10,3,3,600,600,66,100,83,83,0,0,0,1,1,False
574,1,1,0.5,3,3,200,600,66,100,66,100,0,0,0,0,1,False
575,0.8,1,1,3,3,200,500,100,100,100,100,0,0,65,1,1,False
576,1.8,1.6,1,3,3,200,600,100,100,100,100,0,0,0,1,2,False
577,1.1,1.3,1,3,3,200,600,100,100,100,100,0,0,0,1,1,False
578,4,1,1,3,3,200,600,100,100,100,100,0,0,0,1,1,False
579,2.2,2.2,3,3,3,200,600,100,100,100,100,0,0,0,1,1,False
580,0.9,1,1,3,3,200,600,66,100,66,83,40,80,90,1,1,False
581,3.8,1.8,1,3,3,200,600,100,100,100,100,0,0,0,1,1,False
582,0,1,1,3,3,200,600,100,100,100,100,0,0,0,1,1,False
583,0,1,1,3,3,200,600,100,100,100,100,0,0,0,1,1,False
584,2.2,1,1,3,3,200,500,100,100,100,100,0,0,110,1,1,False
585,21.33,13,1,3,3,200,600,100,100,100,100,0,0,0,1,1,False
586,2,1.35,1.4,3,3,160,600,80,130,90,120,0,0,0,1,1,False
587,3.5,3.5,1,3,3,200,600,100,100,100,100,0,0,0,1,2,False
588,1,0.9,1.5,3,3,200,400,80,130,90,130,0,0,0,1,2,False
589,2,1.3,0.4,3,3,200,600,80,130,100,100,0,0,0,1,2,False
590,1.1,0.8,1,3,3,200,600,100,100,100,100,0,0,0,1,1,False
591,1.5,1.15,1,3,3,200,600,100,100,100,100,0,0,0,1,2,False
592,1,1,0.35,3,3,200,600,100,100,100,100,0,0,60,1,1,False
593,1.45,1.3,1.9,3,3,320,1500,80,300,80,300,0,0,70,1,1,False
594,2,2.15,1.7,3,3,250,900,80,160,80,130,0,0,95,1,1,False
595,2.5,2.5,3.5,3,3,250,900,70,120,80,120,0,0,120,1,1,False
596,4.5,3.5,5,3,3,300,900,100,140,100,130,0,0,60,1,1,False
597,8,1,1,3,3,200,500,100,100,100,100,0,0,0,1,2,False
598,12,7,10,3,3,200,900,70,100,100,120,0,0,0,1,2,False
599,6.8,3.5,7,3,3,500,500,66,100,71,125,0,0,0,1,1,False
600,1.1,1.3,1,3,3,200,600,100,100,100,100,0,0,0,1,1,False
601,1,1,1,3,3,200,600,66,100,66,83,0,0,0,0,1,False
602,20,27,60,3,3,200,600,100,100,100,100,0,0,0,1,1,False
603,3,1.5,2,1.7,3,200,500,100,100,100,100,250,250,0,1,1,False
604,1,1.1,2,3,3,200,600,100,100,100,100,0,0,0,1,1,False
605,3,1,1,3,3,200,600,80,130,80,130,0,0,120,1,1,False
606,4,3.5,3,3,3,200,500,66,143,66,143,0,0,0,0,2,False
607,0.6,1,1,3,3,320,900,100,100,100,100,0,0,60,1,1,False
608,5.5,3,6,3,3,333,800,100,100,100,100,0,0,80,1,1,False
609,3.2,4,6,3,3,320,1500,100,150,100,100,0,0,100,1,1,False
610,0.8,0.47,0.2,3,3,320,500,80,130,80,130,0,0,60,1,1,False
611,25,4,1,3,3,200,500,100,100,100,100,0,0,0,1,1,False
612,1,8,1,3,3,200,500,100,100,100,100,0,0,0,1,1,False
613,1,8,1,3,3,200,500,100,100,100,100,0,0,0,1,1,False
614,2.4,1.7,1,3,3,200,440,80,100,80,146,0,0,0,1,2,False
615,6.5,3.7,6,3,3,200,200,100,150,100,180,0,0,0,1,1,False
616,11.76,8,1,3,3,200,500,100,100,100,100,0,0,0,1,1,False
617,2.8,2,3,3,3,200,900,100,100,100,100,0,0,0,1,1,False
618,7,6.3,6,3,3,200,500,100,100,100,100,0,0,0,1,2,False
619,1.5,1,1,3,3,240,900,66,130,66,130,0,0,160,1,1,False
620,1,1,1,3,3,200,500,100,100,100,100,0,0,0,1,0,False
621,6,6.2,6,3,3,600,600,66,100,83,83,0,0,0,1,1,False
622,18.5,1,1,3,3,200,500,100,100,100,100,0,0,0,1,0,False
623,1.45,1.1,0.4,3,3,320,900,66,120,66,300,0,0,55,1,1,False
624,0.5,0.6,1,3,3,200,500,66,300,66,300,0,0,0,0,0,False
625,8.5,5.8,17,3,3,200,950,100,100,90,100,0,0,0,1,1,False
626,0.8,0.9,2,3,3,100,600,66,300,100,150,0,0,0,0,2,False
627,0.8,1,1,3,3,200,600,100,100,100,150,0,0,0,0,1,False
628,1.1,1,1,3,3,200,500,100,100,100,100,0,0,0,1,1,False
629,2.9,1.3,1,3,3,200,500,100,100,100,100,0,0,0,1,2,False
630,1,1.3,2.7,3,3,200,900,100,100,100,140,0,0,0,1,0,False
631,8,6,1,3,3,200,500,100,100,100,100,0,0,0,1,1,False
632,3,2.8,5.5,3,3,200,900,80,130,80,130,0,0,0,1,1,False
633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
634,1,1,1,3,3,200,500,100,100,100,100,0,0,0,1,1,False
635,12,12,1,3,3,200,500,100,100,100,100,0,0,0,1,1,False
636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
637,0.6,0.6,0.5,3,3,320,900,100,100,100,100,0,0,0,1,1,False
638,1,17,1,3,3,200,500,100,100,100,100,0,0,0,1,1,False
639,1.9,1.8,0.9,3,3,200,500,100,100,100,100,0,0,0,1,2,False
640,1.18,0.98,0.8,3,3,200,500,100,100,100,100,0,0,0,1,2,False
641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
642,0.8,0.4,1,3,3,200,600,100,100,100,100,0,0,20,1,1,False
643,2.7,0.82,1,6,3,200,500,100,100,100,100,110,110,100,1,1,False
644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
645,1,0.9,1,3,3,200,350,66,300,66,120,0,0,0,0,2,False
646,0.6,0.25,1,3,3,200,500,100,100,100,100,0,0,0,1,2,False
647,2,2.1,1,3,3,200,500,100,100,100,100,0,0,0,1,1,False
648,8.5,5.8,17,3,3,200,500,100,100,100,100,0,0,0,1,1,False
649,28,5,1,3,3,200,500,100,100,100,100,0,0,0,1,1,False
650,1.5,1.2,1.1,3,3,200,600,100,100,100,100,0,0,0,1,1,False
651,3.2,1.3,1,3,3,200,600,100,100,100,100,0,0,40,1,1,False
652,1.5,1.8,0.9,3,3,200,600,100,100,100,100,0,0,30,1,1,False
653,1,1,1,3,3,200,600,66,200,66,167,0,0,0,0,1,False
654,3.5,1.5,4,3,3,320,900,66,100,66,100,0,0,90,1,1,False
655,1,1,1,3,3,200,600,66,100,66,83,0,0,0,0,1,False
656,1.5,1,1,3,3,200,600,100,100,100,100,0,0,0,1,1,False
657,10,3.9,1,3,3,200,500,100,100,100,100,0,0,0,1,1,False
658,3,5.7,1,3,3,200,500,100,100,100,100,0,0,0,1,1,False
659,1,10,1,3,3,200,500,100,100,100,100,0,0,0,1,1,False
660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
661,1,0.98,0.8,3,3,200,500,66,300,66,300,0,0,0,1,1,False
662,20,24,45.5,3,3,200,600,100,100,100,100,0,0,0,1,1,False
663,4,3,5,3,3,200,600,100,100,100,100,0,0,0,1,1,False
664,8,5.4,1,3,3,200,900,80,120,80,120,0,0,0,1,2,False
665,10,5.3,9,3,3,200,2200,100,100,100,300,0,0,0,1,2,False
666,2.8,2.6,5,3,3,200,600,100,100,100,100,0,0,0,1,1,False
667,2.86,1.7,2.2,3,3,200,600,100,100,100,100,0,0,0,1,2,False
668,11.4,7.6,1,3,3,200,500,100,100,100,100,0,0,0,1,1,True
669,6,3.3,3.6,3,3,200,900,100,100,100,100,0,0,0,1,2,False
670,1.8,1.5,1.3,3,3,200,600,100,130,100,130,0,0,55,1,1,False
671,1.4,1,1,3,3,320,900,100,100,100,100,0,0,80,1,1,False
672,4,3,5,3,3,200,500,100,100,100,100,0,0,40,0,1,False
673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
674,6,6.4,6,3,3,200,600,100,100,100,100,0,0,0,1,1,False
675,0.2,0.3,0.5,8,3,100,300,100,100,100,100,150,210,0,1,1,False
676,5.83,3.9,1,3,3,200,900,100,100,100,100,0,0,0,1,1,False
677,57.69,4,1,3,3,200,500,100,100,100,100,0,0,0,1,1,False
678,2,1.2,1.6,3,3,200,900,100,100,100,100,0,0,0,1,2,False
679,1,3.3,1,3,3,320,900,100,100,100,100,0,0,40,1,1,False
680,1.8,1.1,1.8,3,3,280,800,100,110,100,110,0,0,240,1,1,False
681,1,1,1,3,3,200,900,100,100,100,100,0,0,0,1,1,False
682,1.2,1.08,1,3,3,320,900,100,100,100,100,0,0,80,1,1,False
683,1.39,1,1.1,3,3,200,210,100,100,100,100,0,0,0,0,2,False
684,2.5,1.2,1,3,3,200,900,100,100,100,100,0,0,0,1,2,False
685,5.2,2.7,1,3,3,320,900,100,100,100,100,0,0,50,1,1,False
686,1.9,1.6,1,3,3,320,900,66,300,66,300,0,0,90,1,1,False
687,5,4.3,1,3,3,320,900,100,100,100,100,0,0,50,1,1,False
688,8.4,3.3,6.9,3,3,400,1700,100,115,100,126,0,0,50,1,1,False
689,2,2.1,1,3,3,200,500,100,100,100,100,0,0,0,1,1,False
690,5,5.15,6.7,3,3,200,500,143,143,143,143,0,0,0,1,2,False
691,10,6,1,3,3,200,500,118,118,118,118,0,0,0,0,2,False
692,18,6.5,19,3,3,200,900,100,100,100,100,0,0,0,1,2,False
693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
694,1,0.56,0.45,3,3,320,900,66,100,66,100,0,0,50,1,1,False
695,1,0.44,1,3,3,200,600,100,100,100,100,0,0,0,1,1,False
696,4,3.2,7,3,3,240,1000,66,300,66,300,0,0,66,1,1,False
697,2.2,1,1,3,3,320,900,66,300,66,300,0,0,40,1,1,False
698,4,6,5.2,3,3,320,900,66,300,66,300,0,0,50,1,1,False
699,17,8,1,3,3,200,900,100,100,100,100,0,0,0,1,1,False
700,1.237,1,1,3,3,200,900,100,100,100,100,0,0,0,1,2,False
701,1,0.55,0.6,3,3,200,900,100,100,100,100,0,0,0,1,1,False
702,2,1.7,0.85,3,3,200,240,100,100,100,120,0,0,0,1,1,False
703,3.8,2.55,2.1,3,3,200,900,66,100,66,100,0,0,0,1,2,False
704,15,15.1,12,3,3,200,900,100,100,100,100,0,0,0,1,2,False
705,16,11.5,1,3,3,200,900,100,100,100,100,0,0,0,1,2,False
706,1,0.9,1,3,3,200,900,100,100,100,100,0,0,0,1,2,False
707,3.8,2.4,3,3,3,200,900,80,100,80,100,0,0,0,1,2,False
708,1,1,1,3,3,200,600,66,100,66,83,0,0,0,0,1,False
709,2.35,1.6,3.6,3,3,200,600,66,100,75,100,0,0,0,1,2,False
710,16,7,1,3,3,200,900,100,100,100,100,0,0,0,1,2,False
711,2.23,1.19,1,0.7,3,200,500,66,100,66,100,70,70,0,1,2,False
712,2.5,1.35,2.1,3,3,200,600,90,120,90,120,0,0,0,1,2,False
713,35,16,1,3,3,200,900,100,100,100,100,0,0,0,1,1,False
714,1.8,0.8,1,3,3,200,900,100,100,100,100,0,0,0,1,2,False
715,10,4.8,0.7,3,3,200,900,100,100,100,100,0,0,0,1,2,False
716,1.5,0.9,1.65,3,3,320,900,66,300,66,300,0,0,200,1,1,False
717,1,0.35,2.4,3,3,200,900,100,100,100,100,0,0,0,0,1,False
