#,ChapterName,ChapterPart,Transient,Quest,Unknown0,QuestRedoUISmall,QuestRedoUILarge,QuestRedoUIWide,UITab,Category,Unknown1
63,Gladiator,Gladiator,"Die ruhmreiche Gladia­toren­gilde von Ul'dah hat schon so manchen Champion des Kolosseums  hervorgebracht, der überhäuft mit Gil und Gloria, von den Bürgern der Stadt wie ein Gott verehrt wurde. Die Reise auf diesem ehrenvollen wie steinigen Pfad beginnt für die Abenteurerin bei Gildenmeisterin Mylla, von der sie die Insignien der Zunft erhält: Schwert und Schild. Als ein mysteriöser Mann mit einem legendären Schwert auftaucht, nimmt ein spannendes Abenteuer seinen Anfang, das in die dunkelsten Winkel Ul'dahs führt.",65801,0,114757,114157,114457,4,21,1
64,Marodeur,Marodeur,"„Die Axt ist für den Seefahrer das, was für den Poeten die Harfe ist: Werkzeug und Muse gleichermaßen“, so heißt es bei der Gilde der Marodeure von Limsa Lominsa. Der bärbeißige Gildenmeister Wyrnzoen nimmt die Abenteurerin unter seine Fittiche und bringt ihr bei, wie man mit der Axt Arien der Zerstörung komponiert. Auf das Hilfegesuch eines jungen Mannes hin, begibt sich die Abenteurerin auf eine schicksalhafte Monsterjagd.",65855,0,114758,114158,114458,4,22,1
65,Druide,Druide,"Diejenigen, die die Stimmen der Gebieter des Waldes vernehmen können, praktizieren eine animistische Magie, die sich der Kräfte der sie umgebenden Natur bedient. In der Druidengilde haben sich die naturverbundenen Heiler vereinigt, um ihr Wissen zu mehren und an andere weiterzugeben. Die Abenteurerin wurde von E-Sumi-Yan als Mitglied der Druidengilde willkommen geheißen und gemeinsam mit einer talentierten, aber störrischen Jung-Druidin beginnt sie ihre Reise auf dem Pfad der Druiden.",65977,0,114759,114159,114459,6,23,1
66,Hermetiker,Hermetiker,"Einst war die Magie der Hermetiker nur einer kleinen Gruppe von Eingeschworenen vorbehalten, doch mit der Eröffnung der Gilde der Hermetiker in der Hafenstadt Limsa Lominsa änderte sich dies. Die stellvertretende Gildenmeisterin Thubyrgeim hat in Abwesenheit des Gildenmeisters der Abenteurerin eine erfahrene Ausbilderin zugewiesen. Unter ihrer Führung widmet sie sich nun dem Studium elementarer Fragen der hermetischen Magie.",65997,0,114760,114160,114460,5,24,1
67,Faustkämpfer,Faustkämpfer,"Die heutige Tradition des Faustkampfes nahm ihren Anfang mit den waffenlosen Wettstreiten im Kolosseum. Diese Wettstreite zogen Faustkämpfer aus aller Herren Länder an und mit ihnen eine Vielzahl von Kampfstilen. Aus dem Wirrwarr all dieser Stile erhob sich eine Faustkämpferin von außer­ge­wöhn­licher Stärke und enormem Talent. Die Abenteurerin entschließt sich unter der Anleitung von Hamon der Götterfaust, dem Gildenmeister der Faustkämpfer, in die Fußstapfen Cornelias zu treten. ",66103,0,114761,114161,114461,5,25,1
68,Pikenier,Pikenier,"Pikeniere existierten schon vor der Gründung Gridanias, doch erst mit der Eröffnung der Pikeniergilde durch den legendären Anführer des Klageregiments, Mistalle, gewann diese Zunft an großer Popularität. Unter der Anleitung von Ywain, dem Gildenmeister höchst­persön­lich, stellt sich die Abenteurerin ihrer ersten Heraus­forde­rung: Im Angesicht eines Unruhestifters die tiefere Bedeutung von Mut verinnerlichen, so wie sie einst der Gründervater der Pikeniersgilde lehrte.",65975,0,114762,114162,114462,5,26,1
69,Schurke,Schurke,"Hinter den Klostertüren der artigen Schwestern von Edelweiß in Limsa Lominsa verbirgt sich in Wahrheit eine weitverzweigte und mächtige Untergrundorganisation: die Schurkengilde. Ihre Mitglieder beschützen die Stadt im Verborgenen und als die Abenteurerin sich den Schurken anschließt, wird sie vom Gildenmeister Jack in der Kunst der Schatten unterwiesen. Ihre erste Mission führt sie dabei nach La Noscea, wo einige Regelbrecher zur Ordnung gerufen werden müssen.",65691,0,114763,114163,114463,5,27,1
70,Waldläufer,Waldläufer,"Ob mit dem Langbogen der Elezen oder dem Kurzbogen miqo'tischer Jäger - die Waldläufer verstehen sich darauf, Feinde aus der Distanz unter Beschuss zu nehmen. Die Kunst des Bogenschießens lernt man am besten von den Meistern der Wald­läufer­gilde, die in Gridania ihren Sitz hat. Und so beschließt die Abenteurerin bei der Gildenmeisterin Luciane in die Lehre zu gehen. Ihre erste Aufgabe führt sie dabei in die Tiefen des Finsterwaldes, wo einige Gesetzlose ihr Unwesen treiben ...",65612,0,114764,114164,114464,5,28,1
71,Thaumaturg,Thaumaturg,"Die Priester des Nald'thal-Ordens haben über Jahrhunderte die rituellen Techniken der Thaumaturgie bewahrt und verfeinert. Zu diesem Zweck wurde schließlich auch die Thaumaturgengilde im Arr­za­neth-Os­sari­um in Ul'dah angesiedelt. Bruder Cocobuki, der älteste und wohl auch der weiseste der fünf Meister der Thaumaturgengilde übernimmt die Unterweisung der Abenteurerin persönlich. Und kaum hat die angehende Thaumaturgin ihr Training begonnen, steckt sie auch schon inmitten eines neuen Abenteuers.",65889,0,114765,114165,114465,5,29,1
72,Paladin - Kapitel 1,Kapitel 1,"Zum ersten Mal in ihrer Geschichte teilt die Palastwache von Ul'dah die Kampftechniken ihrer Paladine mit Außenstehenden. Doch es gibt einen Verräter, der die Ehre der königlichen Leibwächter besudelt hat. Jenlyns, Gardehauptmann der Palastwache, fordert dich auf, die Rüstung der Paladine mit Stolz zu tragen und deine Ausbildung fortzusetzen, damit du eines Tages dabei helfen kannst, den Verräter zur Strecke zu bringen.",66596,0,114772,114172,114472,4,21,2
73,Paladin - Kapitel 2,Kapitel 2,"Die Eidklinge bleibt verschollen, und auch der Aufenthaltsort des ehemaligen Hauptmanns Solkzagyl ist weiterhin unbekannt, doch du wurdest beauftragt, beide zu finden. Die Spur führt dich in die entlegensten Winkel von Dravania, wo du hoffst, Constaint, den einstigen Schüler von Solkzagyl, aufzuspüren.",67573,0,114773,114173,114473,4,21,3
74,Paladin - Kapitel 3,Kapitel 3,"Du hast dich als Paladin der höchsten Ordnung bewiesen und hast die Ehre erhalten, am angesehenen Sultan-Turnier teilzunehmen. Die Sultana selbst hat diesen Wettkampf der besten Schwertkämpfer wieder ins Leben gerufen, nachdem er seit Generationen nicht mehr abgehalten wurde. Nimm Schwert und Schild, und messe dich mit den besten Kriegern der bekannten Welt.",68111,0,114774,114174,114474,4,21,4
75,Paladin - Kapitel 4,Kapitel 4,"Nach deiner Rückkehr aus der ersten Splitter­welt stattest du Jenlyns einen Besuch ab und erfährst, dass die Paladine sich zusammen mit der Gladia­toren­gilde eifrig für den Schutz der Ul'dahner einsetzen. Doch Gildenmeisterin Mylla bläst Trübsal, und der Grund dafür ist äußerst unerwartet.",68746,0,114775,114175,114475,4,21,5
76,Krieger - Kapitel 1,Kapitel 1,"Der verloren geglaubte Weg des Kriegers wird in einem Dorf hoch im Norden von Abalathias Rückgrat fortgeführt. Doch die Krieger drohen auszusterben und Wissbegierige Klamm verlässt die Berge, um einen würdigen Nachfolger für das Wissen seiner Leute zu finden. Nachdem er dich an der Sonnenküste hat kämpfen sehen, scheint seine Suche beendet zu sein.",66590,0,114776,114176,114476,4,22,2
77,Krieger - Kapitel 2,Kapitel 2,"Wissbegierige Klamm fällt es immer schwerer, die in ihm wohnende Urkraft unter Kontrolle zu halten, und beginnt sich, vor seinem eigenen Zorn zu fürchten. Sein Bruder Gebrochener Berg bittet dich, ein Vorbild für alle Zweifler zu sein und ihnen zu zeigen, wie die Urkraft zu bändigen ist.",66137,0,114777,114177,114477,4,22,3
78,Krieger - Kapitel 3,Kapitel 3,"Wissbegierige Klamm und Gebrochener Berg haben den Ruf des Kriegers wieder­her­gestellt und ihr Wissen mit den Truppen des Mahlstroms geteilt. Sie wurden sogar zu einem Kampf in der Wolfshöhle eingeladen, wo Wissbegierige Klamm auf einen höchst unerwarteten, ihm ebenbürtigen Gegner trifft.",68440,0,114778,114178,114478,4,22,4
79,Krieger - Kapitel 4,Kapitel 4,"Zurück von deinen Abenteuern im ersten Splitter, triffst du am Verborgenen Wasserfall auf keinen anderen als Wissbegierige Klamm. Seine Fortschritte könnten besser sein, sagt er, und kennt auch den Grund dafür: die Liebe. Weil seine Gefühle ihn vom Training abhalten, bricht er zur Azim-Steppe auf, um seine Angebetete zu treffen - doch die trifft kurz darauf in La Noscea ein.",68748,0,114779,114179,114479,4,22,5
80,Dunkelritter - Kapitel 1,Kapitel 1,"Die Schwachen beschützen, die Schuldigen bestrafen - das ist der Weg des Dunkelritters, dem furchtlosen Vollstrecker seiner eigenen Gerechtigkeit. Auch Fray dachte so, doch ihre Kräfte ließen sie im entscheidenden Urteilskampf im Stich. So hat man es gesehen, doch nun steht sie vor dir, bereit, dich in den dunklen Techniken zu unterweisen.",67594,0,114780,114180,114480,4,31,1
81,Dunkelritter - Kapitel 2,Kapitel 2,"Tempelritter verwickeln dich in eine Aus­einander­set­zung, bei der du auf einen weiteren Dunkelritter triffst: der wütende Sidurgu, in Begleitung eines Mädchens, nach dessen Leben die Tempelritter trachten. Warum sollten sie einem Kind Leid zufügen wollen? Die Antwort liegt in den düsteren Kapiteln des Drachenkriegs.",67600,0,114781,114181,114481,4,31,2
82,Dunkelritter - Kapitel 3,Kapitel 3,"Nach Ende des Drachenkriegs erfährt Ishgard eine Zeit der Blüte, woran du selbst­verständ­lich auch deinen Anteil hattest. Doch nicht alles ist gut: Dein Seelenkristall ist entzweigebrochen, und eine Hälfte befindet sich in Besitz eines Jungen namens Myste.",68455,0,114782,114182,114482,4,31,3
83,Dunkelritter - Kapitel 4,Kapitel 4,"Du bist zurück in der Ursprungs­welt und besuchst Ishgard, wo du im Vergessenen Ritter doch tatsächlich auf Sidurgu und Rielle triffst. Nachdem du von deinen Abenteuern berichtet hast, sagt Sidurgu, dass er einen anonymen Brief für dich hat. Woher kommt das Schreiben und wo wird es dich hinführen?",68757,0,114783,114183,114483,4,31,4
84,Revolver­klinge - Kapitel 1,Kapitel 1,"Die Revolver­klingen können ihren Ursprung bis zur Leibgarde von Königin Gunnhildr zu­rück­ver­fol­gen und geben ihre Kampftechniken seit Generationen weiter. Doch nun sind Radovan und seine Mitstreiter die letzten in dieser langen Linie und wollen ihr Wissen an dich weitergeben. Du hilfst den letzten Revolver­klingen, sich als Leibwächter nützlich zu machen, und eignest dir dabei ihre beeindruckenden Techniken an.",68802,0,114784,114184,114484,4,32,1
85,Revolver­klinge - Kapitel 2,Kapitel 2,"Nach deinem Aufenthalt in der Splitter­welt schaust du in Geisterzoll vorbei, wo du Radovan und Sophie wiedersiehst. Als du von deinen Abenteuern berichtest und Thancred erwähnst, stutzt Radovan: Nur einer kann Thancred dieses Wissen vermittelt haben, und Radovan will ihn unbedingt finden.",68761,0,114785,114185,114485,4,32,2
86,Weißmagier - Kapitel 1,Kapitel 1,"Nur ein Padjal darf die Riten der Weißmagie vollziehen, welche das Gleichgewicht im Wald der Einkehr bewahren. Doch der berühmte Weißmagier A-Towa-Cant scheint dich als Nachfolger auserkoren zu haben und hat dich mit einem entsprechenden Kristall bedacht. Unter der Führung von Raya-O-Senna beginnst du einen neuen Weg.",66620,0,114786,114186,114486,6,23,2
87,Weißmagier - Kapitel 2,Kapitel 2,"Die Gebieter des Waldes sind in großer Sorge, denn sie wissen um eine Gefahr, die bald das ganze Land verunreinigen wird, wenn sie nicht an ihrem Ursprung aufgehalten wird. Die Padjal dürfen den Wald nicht verlassen, also fällt es dir anheim, die Säuberung vorzunehmen.",67261,0,114787,114187,114487,6,23,3
88,Weißmagier - Kapitel 3,Kapitel 3,"Im Auftrag der Gebieter des Waldes und der Saatseherin Raya-O-Senna reist du zusammen mit E-Sumi-Yan nach Osten, in das Grenzgebiet zwischen Gridania und Gyr Abania. Das Schicksal führt euch zu einem sonderbaren Mädchen und seiner Mutter. Was bezwecken die Gebieter wohl mit diesem Zusammentreffen?",67954,0,114788,114188,114488,6,23,4
89,Weißmagier - Kapitel 4,Kapitel 4,"Nach den turbulenten Ereignissen im Splitter sehnst du dich nach der Ruhe von Gridania. Du triffst Raya-O-Senna, die dir von Alaqa und ihrem Weg der Sühne für vergangene Missetaten erzählt. Sie bittet dich, in der Grotte der Versunkenen Gedanken nach Alaqa zu sehen, und dort angekommen bist du überrascht, wie groß sie geworden ist und wie tief ihre Verbindung zu den anderen Magiern geworden ist.",68751,0,114789,114189,114489,6,23,5
90,Gelehrter - Kapitel 1,Kapitel 1,"Alka Zolka erforscht fieberhaft die Militärtaktiken der alten Stadt Nym, die in der Fünften Ära des Lichts ihre Blütezeit erlebte. Mit deiner Hilfe gelangt er an verschiedene Relikte, die ihn das gewünschte Wissen vermitteln. Für dich springt auch etwas heraus: die Kunst der Gelehrten und ein leuchtender neuer Begleiter.",66638,0,114790,114190,114490,6,33,1
91,Gelehrter - Kapitel 2,Kapitel 2,"Vor eintausendfünfhundert Jahren wurden viele Bewohner von Nym im Palast des Wanderers auf magische Weise eingeschlossen, zusammen mit einer schrecklichen Krankheit, die sie in Tomberrys verwandelte. Jetzt grassiert diese Krankheit erneut, und Surito Carito bittet dich und Alka Zolka, sie aufzuhalten.",67212,0,114791,114191,114491,6,33,2
92,Gelehrter - Kapitel 3,Kapitel 3,"Surito Caritos Forschungen waren erfolgreich und er glaubt, einen Weg gefunden zu haben, die Krankheit einzudämmen. Doch eine Assistentin, Setoto, ist spurlos verschwunden. Wieder einmal wendet der Gelehrte sich an dich und Alka Zolka, damit ihr das Schlimmste verhindert.",68463,0,114792,114192,114492,6,33,3
93,Gelehrter - Kapitel 4,Kapitel 4,"Die Abenteuer in der Splitter­welt sind fürs Erste vorüber, und du sehnst dich nach dem natürlichen Blau des ul'dhischen Himmels. In der Gilde der Marodeure begegnest du Alka Zolka, der dich zu einer Trainingseinheit mit Surito Carito im oberen La Noscea einlädt. Als die Gelehrten hören, wie es Lamitt in der ersten Splitter­welt gelang, die Steinseuche einzudämmen, nehmen sie es von Neuem auf sich, etwas gegen die Tomberry-Krankheit zu tun.",68754,0,114793,114193,114493,6,33,4
94,Astrologe - Kapitel 1,Kapitel 1,"Die Astrologie, also das Lesen der Sterne, stammt aus dem fernen Land Sharlayan. Die Verbindung mit dem Himmelsäther erlaubte es, neue Heilzauber zu entwickeln, und eine neue Form der Magie entstand. Die junge Astrologin Leveva erklärt sich bereit, dich im Gebrauch des Sternenglobus zu unterweisen.",67555,0,114794,114194,114494,6,34,1
95,Astrologe - Kapitel 2,Kapitel 2,"Den Astrologen werden in Ishgard viele Hindernisse in den Weg gelegt, doch Leveva und Jannequinard lassen sich nicht unterkriegen. Sie sind zuversichtlich, mit deiner Hilfe die Kurie vom Nutzen ihrer Magie überzeugen zu können.",67561,0,114795,114195,114495,6,34,2
96,Astrologe - Kapitel 3,Kapitel 3,"Als du deiner alten Mentorin Leveva im Observatorium einen Besuch abstattest, erscheint ein unerwarteter Gast in Gestalt von Kyokuho, einem Geomanten aus dem Fernen Osten. Er wünscht einen Austausch des Wissens, um sowohl die Astrologie als auch die Geomantik zu neuen Erkenntnissen zu bringen.",67949,0,114796,114196,114496,6,34,3
97,Astrologe - Kapitel 4,Kapitel 4,"Die erste Splitter­welt hat die Nacht wieder. Zurück im Ursprung besuchst du die Kurie und sprichst mit Jannequinard, der dir berichtet, dass Leveva nieder­ge­schlagen scheint. Du triffst auch auf Kyokuho, der zu wissen glaubt, was Leveva bedrückt, und schnell einen Vorschlag unterbreitet, wie ihr zu helfen ist.",68758,0,114797,114197,114497,6,34,4
98,Mönch - Kapitel 1,Kapitel 1,"Professor Erik, Koryphäe auf dem Gebiet der Militärgeschichte, besteht darauf, von Ungeheuern geplagte Schlachtfelder zu untersuchen, und die Faust­kämpfer­gilde bittet dich, ihm Geleitschutz zu geben. Während der Exkursion begegnet ihr Widargelt, der spürt, wie die dem Land innewohnende Kraft eine deiner Chakren geöffnet hat. Er weist dich an, diese Kraft zu meistern und zu einem Mönch zu werden.",66602,0,114798,114198,114498,5,25,2
99,Mönch - Kapitel 2,Kapitel 2,"Widargelt hat eingesehen, auf welchem Irrweg er sich befand, und nimmt sich nun vor, Rhalgrs Faust, seinen Mönchsorden, wieder­auf­zu­bauen. Er hat sogar schon eine Gruppe Schüler um sich geschart. Doch eine verfeindete Sekte tritt auf den Plan und wird dem Meistermönch alles abverlangen.",67567,0,114799,114199,114499,5,25,3
100,Mönch - Kapitel 3,Kapitel 3,"Du entwickelst dich zu einem absoluten Vorzeigemönch. Inspiriert von deinen Fortschritten, beschließt Widargelt, nach Gyr Abania zurückzukehren, um dort seinen Mönchsorden ins Leben zu rufen. Doch die Ver­gangen­heit von Ala Mhigo wirft ihren Schatten bis in die Gegenwart: Der angebliche Nachfolger von König Theoderic greift nach der Herrschaft über den geschwächten Stadt­staat.",67966,0,114800,114200,114500,5,25,4
101,Mönch - Kapitel 4,Kapitel 4,"Mit der Gefahr einer Achten Katastrophe gebannt, kehrst du nach Ul'dah zurück, wo du gleich wieder auf Professor Erik triffst. Er wurde neulich von einem Soldaten des Widerstands gefragt, wo Widargelt sich aufhalte. Voller Sorge machst du dich auf die Suche nach dem befreundeten Meistermönch.",68747,0,114801,114201,114501,5,25,5
102,Dragoon - Kapitel 1,Kapitel 1,"Seit der Drachenkrieg tobt, wird Generation für Generation eine tapfere Seele auserwählt, als Azur-Drachenreiter die Soldaten Ishgards in den Kampf gegen die Horde zu führen. Doch diesmal bestimmt die Kurie einen zweiten: dich.",66608,0,114802,114202,114502,5,26,2
103,Dragoon - Kapitel 2,Kapitel 2,"Alberic erbittet deine Hilfe bei der Jagd auf Drachen, welche die Grenze zu Ishgard überquert haben. Nachdem ihr kurzen Prozess mit den Eindringlingen gemacht habt, erscheint Alberic in Begleitung einer weiteren Dragoon, die sich als Heustienne vorstellt. Dein Können mit dem Speer hat sie so beeindruckt, dass die einstige Unterrichterin dich nun als Schülerin begleiten möchte.",67231,0,114803,114203,114503,5,26,3
104,Dragoon - Kapitel 3,Kapitel 3,"Nidhogg ist besiegt und seine Horde auf der Flucht, doch die Wunden des Krieges sind noch nicht verheilt. Ein Brief von Heustienne erreicht Alberic. Die Dragoon, deren Blut mit dem der Drachen gemischt ist, ersucht deine Hilfe. Als du ihrem Ruf folgst, erfährst du, dass nicht sie deine Hilfe benötigt, sondern ihr Drachenfreund Orn Khai.",68450,0,114804,114204,114504,5,26,4
105,Dragoon - Kapitel 4,Kapitel 4,"Die Bewohner des ersten Splitters sind gerettet, und du erlaubst dir, in die kalten Lande um Ishgard zurückzukehren. Im Observatorium von Coerthas beeindruckst du Alberic und Orn Khai mit Geschichten aus der Splitter­welt. Andreias Schicksal erinnert sie an Nidhogg, der ebenfalls von Erinnerungen an eine vergangene Welt getrieben war. Orn Khai wird neugierig und beschließt, mehr über den gefürchteten Drachen in Erfahrung zu bringen.",68749,0,114805,114205,114505,5,26,5
106,Ninja - Kapitel 1,Kapitel 1,"Jack, der sich beeindruckt zeigt von deiner Arbeit in der Schurkengilde, nimmt dich mit nach Weinhafen, wo er sich um eine Gruppe Störenfriede kümmern möchte. Die Sache nimmt einen unerwarteten Verlauf, an dessen Ende ein Verbrecher aus dem Fernen Osten der Gerechtigkeit übergeben wird. Doch nicht, bevor du lernst, als Ninja durch die Gassen zu schleichen.",65770,0,114806,114206,114506,5,27,2
107,Ninja - Kapitel 2,Kapitel 2,"Oboro hat sich entschlossen, mehr über die eorzäische Kultur zu lernen, vor Ort. Doch Jack klopft an die Tür und berichtet von einem fernöstlich gekleideten Räuber, der Unruhe in La Noscea stiftet, und angeblich in den Künsten des Ninjutsu geübt sein soll.",67224,0,114807,114207,114507,5,27,3
108,Ninja - Kapitel 3,Kapitel 3,"In Anbetracht der Tatsache, dass Oboro zu Hause kein warmes Willkommen erwartet, wird er sich noch länger in Eorzea aufhalten. Gut, dass Jack wieder seine Hilfe benötigt. Als Domaner verkleidete Seeleute haben eine eigentlich wenig beachtenswerte Schriftrolle gestohlen. Als ihr zusammen der Sache auf den Grund geht, stoßt ihr auf ein schreckliches Geheimnis.",68488,0,114808,114208,114508,5,27,4
109,Ninja - Kapitel 4,Kapitel 4,"Deine Abenteuer in die Splitter­welt haben ein Ende gefunden, doch zu Hause erwartet dich schon das nächste. Oboro hat einen Plan aufgestellt, wie er der zweiten Hälfte der Mudra-Schriftrolle habhaft werden kann, die derzeit Karasu, Freund und Rivale von Oboro, in Händen hält. Natürlich spielst du in dem Plan eine wichtige Rolle.",68755,0,114809,114209,114509,5,27,5
110,Samurai - Kapitel 1,Kapitel 1,"Dich erreicht Kunde, dass ein betagter Reisender aus dem Fernen Osten einen Kämpfer nach dem anderen im Kolosseum besiegt und nach neuen Gegnern sucht. Diese Heraus­forde­rung nimmst du gerne an, doch das Können des Schwertkämpfers bringt sogar dich in Verlegenheit. Als du dennoch obsiegst, zeigt sich der alte Mann so beeindruckt, dass er dir anbietet, dir die Techniken der Samurai beizubringen.",68101,0,114810,114210,114510,5,35,1
111,Samurai - Kapitel 2,Kapitel 2,"Musosai hat das Zeitliche gesegnet, doch sein Erbe lebt in dir fort. So kommt es, dass sich ein Mitglied der Sekiseigumi, einer Art Polizei von Kugane, an dich wendet. Ein einstiger Schüler von Musosai, ein herrenloser Schwertkämpfer namens Ugetsu, stiftet Unruhe in Hingashi und schart Tag für Tag mehr Anhänger um sich. Du beschließt, der Sekiseigumi zu helfen.",68106,0,114811,114211,114511,5,35,2
112,Samurai - Kapitel 3,Kapitel 3,"Es ist Ruhe im ersten Splitter eingekehrt, also kehrst du in den Ursprung zurück. Makoto plant eine Reise nach Eorzea, um das Grab von Meister Musosai zu besuchen und ihm von deinem Sieg über Ugetsu zu berichten. Natürlich begleitest du sie auf dieser ehrbaren Reise.",68759,0,114812,114212,114512,5,35,3
113,Barde - Kapitel 1,Kapitel 1,"Jehantel, der Götterbogen, war ein un­ver­gleich­li­cher Barde und Bogenschütze, der seine Mitstreiter mit seinen Liedern zu motivieren wusste. Viele wollen sein Können mit Sehne und Pfeil erlernen, doch er interessiert sich nur dafür, sein Wissen über Metrik und Reim weiterzugeben. Du kannst dich glücklich schätzen, dass er dich unter seine Fittiche genommen hat.",66626,0,114813,114213,114513,5,28,2
114,Barde - Kapitel 2,Kapitel 2,"Jehantel ist überzeugt davon, dass seine Arbeit die Effizienz von Barden im Kampf verbessert. Auch wenn manche anders denken, möchte Sanson, Hauptmann der Bruderschaft der Morgenviper, den Nutzen von Bardenliedern im Kampf endgültig unter Beweis stellen.",67254,0,114814,114214,114514,5,28,3
115,Barde - Kapitel 3,Kapitel 3,"Zu Jehantels Freude hat Sanson die offizielle Erlaubnis bekommen, eine Bardeneinheit aufzustellen. Deren erste Mission ist von großer Wichtigkeit: ein Buch zu finden, das schreckliche Geheimnisse über den Purpurlaubkrieg hütet.",68430,0,114815,114215,114515,5,28,4
116,Barde - Kapitel 4,Kapitel 4,"Du wendest dem ersten Splitter den Rücken zu und besuchst Jehantel und Sanson, um ihnen ein Lied von deinen Abenteuern vorzusingen. Während deiner Abwesenheit hat die Bardeneinheit in der Ghimlyt-Finsternis gekämpft, aber Mühe gehabt, sich dort zu behaupten. Jehantel glaubt, dass du die Moral mit einer Aufführung wieder heben könntest.",68750,0,114816,114216,114516,5,28,5
117,Maschinist - Kapitel 1,Kapitel 1,"Seit ihrer Gründung hat die Himmelsstahl-Werkstätte immer wieder hocheffektive Waffen für die Jagd auf Drachen entworfen und hergestellt. Doch viele Ingenieure sehen die Zukunft ihrer Werkstätte im Maschinenbau, welche Aspekte der Ätherologie berücksichtigt. Leider sehen konservative Kräfte in Ishgard die Sache anders.",67240,0,114817,114217,114517,5,36,1
118,Maschinist - Kapitel 2,Kapitel 2,"Der Maschinenbau hat sich in einem ritterlichen Kampf zwischen den Häusern bewährt. Doch ein unglücklicher Umstand, der Joye dazu zwingt, ihren Posten aufzugeben, wirft unerwartet Sand ins Getriebe.",67248,0,114818,114218,114518,5,36,2
119,Maschinist - Kapitel 3,Kapitel 3,"Die Himmelsstahl-Werkstätte fährt einen Erfolg nach dem anderen ein und hat sogar Veri Selen besiegt. In Ishgard bricht ein Zeitalter des Maschinenbaus an. Hilda will nun auch die Stadtwache mit Waffen und Expertise der Maschinisten ausstatten. Stephanivien hat alle Hände voll zu tun und bittet dich, bei der Ausbildung auszuhelfen.",68445,0,114819,114219,114519,5,36,3
120,Maschinist - Kapitel 4,Kapitel 4,"Das unnatürliche Licht in der ersten Splitter­welt ist erloschen, also kehrst du für einen Besuch nach Ishgard zurück. Kaum angekommen, bittet Stephanivien dich, nach Joye zu sehen, die sich in letzter Zeit immer wieder aus unbekannten Gründen davonstiehlt.",68756,0,114820,114220,114520,5,36,4
121,Tänzer - Kapitel 1,Kapitel 1,"Eine Gruppe Tänzer aus Radz-at-Han ist in Limsa Lominsa eingetroffen und begeistert das Publikum mit ungewöhnlichen Darbietungen. Du lernst Tanzmeisterin Nashmeira kennen, die Anführerin des Ensembles Falsiam. Im Gegenzug dafür, dass du der Gruppe bei ihrer Tour durch Eorzea hilfst, wird sie dich im Kriegstanz unterrichten, einer uralten Kampfkunst der Nomaden des Nahen Ostens.",68790,0,114821,114221,114521,5,37,1
122,Tänzer - Kapitel 2,Kapitel 2,"Die Gefahr für die erste Splitter­welt ist gebannt und du kehrst in den Ursprung zurück, um Nashmeira in Limsa Lominsa einen Besuch abzustatten. Sie hat Neuigkeiten für dich und Ranaa, doch Ranaa reagiert mit unerwarteter Bestürzung.",68762,0,114822,114222,114522,5,37,2
123,Schwarzmagier - Kapitel 1,Kapitel 1,"Ququruka Tataruka, ein Gefangener der Marasaja-Strafanstalt, hat der Thaumaturgengilde eine prophetische Nachricht für dich übermittelt. Das Nichtsportal droht sich zu öffnen und nur der Träger von Shatottos Edelstein kann dieses Unheil aufhalten. Es liegt an dir, die Kräfte dieses Edelsteins zu entfesseln und die Welt zu retten.",66614,0,114823,114223,114523,5,29,2
124,Schwarzmagier - Kapitel 2,Kapitel 2,"Ququruka ist fort, aber seine Schülerin Lalai ist auf einen Hinweis gestoßen, wo dieser zwei lang verloren geglaubte Grimoires, die Bücher von Nald und Thal, hinterlassen hat. Die Jagd auf die Folianten und die in ihnen enthaltenen Geheimnisse der schwarzen Magie beginnt.",67219,0,114824,114224,114524,5,29,3
125,Schwarzmagier - Kapitel 3,Kapitel 3,"Lalai erlernt mithilfe der zwei Grimoires einen lang verschollenen Zauberspruch, der unbedingt in dem Sanktuarium von Nalds Besinnung gesprochen werden muss. Du begleitest sie, um den Zauber zu wirken, doch das Ergebnis ist nicht, was Lalai erwartet hat.",68128,0,114825,114225,114525,5,29,4
126,Schwarzmagier - Kapitel 4,Kapitel 4,"Die erste Splitter­welt ist zur Ruhe gekommen und du kehrst in den Ursprung zurück. In Ul'dah triffst du dich mit Lalai, die ihr Vorhaben, ihr gesamtes Wissen über die schwarze Magie niederzuschreiben, beendet hat. Doch der Nald'thal-Orden weigert sich, dieses gefährliche Wissen in seine Archive aufzunehmen.",68752,0,114826,114226,114526,5,29,5
127,Beschwörer - Kapitel 1,Kapitel 1,"Das Sankt Coinach-Forschungslager benötigt die Hilfe eines Hermetikers, der bereits Erfahrungen mit dem Primae Ifrit gemacht hat. Aus diesem Grund schickt Thubyrgeim dich zu den Apkallu-Fällen, wo Y'mhitra eine außer­ge­wöhn­liche Entdeckung mit dir teilt: alte allagische Texte über Zauberkundige, die sich Beschwörer nennen.",66632,0,114827,114227,114527,5,24,2
128,Beschwörer - Kapitel 2,Kapitel 2,"Du hast mit eigenen Augen gesehen, wie Tristan in den Flammen verschwand, doch es gibt Berichte, dass er während Überfällen in den Wüsten von Thanalan gesichtet wurde. Zusammen mit Y'mhitra gehst du der Sache auf den Grund, voller Sorge, dass der Wahnsinnige wirklich zurück sein könnte.",67641,0,114828,114228,114528,5,24,3
