#,Singular,Plural,Adjective,PossessivePronoun,StartsWithVowel,Unknown0,Pronoun,Article,Model,Priority,Enemy,Icon,Order,HP,SkillAngle,Unknown1,Scale,InactiveIdle0,InactiveIdle1,InactiveBattle,InactiveWandering,Behavior,Special,Unknown10,Unknown11,WanderingWait,Unknown2,Cost,Unknown3,SkillCost,Unknown4,MinionRace,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Battle,Roulette,IdleAnimation
132,Tataru-Puppe,Tataru-Puppe,3,1,0,1,1,0,892,262,0,4526,9010,440,360,626,100,5,5,0,0,1,0,0,0,8,0,10,12,20,2,3,False,True,False,True,False,False,True,True
133,Cid-Puppe,Cid-Puppe,3,1,0,1,1,0,891,263,0,4527,9011,500,360,634,100,10,5,0,0,1,0,0,0,8,0,30,35,20,2,3,False,True,False,True,False,False,True,True
134,Kleinhorn,Kleinhörner,4,2,0,1,2,0,890,43,0,4528,3006,415,360,624,100,10,0,0,0,2,0,0,0,8,0,10,18,30,1,1,True,False,True,False,True,False,True,True
135,Aufzieh-Gundo,Aufzieh-Gundo,3,1,0,1,0,0,889,87,0,4557,7010,420,0,620,100,10,0,0,0,1,0,0,0,8,0,10,9,20,1,3,False,True,True,False,False,False,True,True
136,Mini-Atomos,Mini-Atomos,3,1,0,1,0,0,894,69,0,4529,1044,460,360,632,100,10,0,0,0,2,0,0,0,8,0,25,22,20,1,2,True,False,False,False,False,False,True,True
137,Eulette,Euletten,3,1,0,1,1,0,893,70,0,4530,5003,540,0,620,100,0,0,0,0,2,2,0,0,8,0,25,43,20,1,1,True,False,False,False,True,False,True,True
138,hässlich[a] Entlein,hässlich[a] Entlein,4,1,0,1,2,0,899,71,0,4531,5004,480,30,601,90,20,0,0,0,2,0,0,0,8,0,20,1,20,1,1,True,False,True,False,True,False,True,True
139,Geira-Kätzchen,Geira-Kätzchen,4,1,0,1,2,0,988,72,0,4532,1045,490,30,606,100,10,5,0,0,2,2,0,0,8,0,15,6,30,2,1,True,False,False,False,True,False,True,True
140,Aufzieh-Schubkarre,Aufzieh-Schubkarren,3,1,0,1,1,0,896,0,0,4533,11506,395,360,626,100,10,0,0,0,1,0,0,0,8,0,10,12,20,1,4,False,False,False,False,False,False,True,True
141,Rotpanda-Stofftier,Rotpanda-Stofftiere,4,2,0,1,2,0,895,73,0,4534,3007,405,0,620,70,10,0,0,0,2,1,0,0,8,0,25,34,30,1,1,True,False,False,False,True,False,True,True
142,Seite[p] 63,Seiten[p] 63,3,1,0,1,1,0,900,74,0,4535,1046,415,120,605,100,10,0,0,0,2,0,0,0,8,0,10,1,20,1,2,True,False,False,False,False,False,True,True
143,Eisenzwerg,Eisenzwerge,4,2,0,1,0,0,898,243,0,4536,1047,360,0,620,100,10,0,0,0,1,0,0,0,8,0,10,9,20,1,2,False,True,False,True,False,False,True,True
144,Greifen-Küken,Greifen-Küken,4,1,0,1,2,0,897,75,0,4537,1048,310,360,632,90,10,5,0,0,2,0,0,0,8,0,15,22,20,2,2,True,False,False,False,True,False,True,True
145,Eisherz-Puppe,Eisherz-Puppen,3,1,0,1,1,0,1165,269,0,4538,9020,400,30,611,100,5,10,0,0,1,0,0,0,8,0,25,19,30,2,3,False,True,False,True,False,False,True,True
146,Gestahl-Schoßhund,Gestahl-Schoßhunde,4,1,0,1,0,0,1166,76,0,4539,3008,320,0,620,100,1,10,0,0,2,0,0,0,8,0,10,21,20,1,1,True,False,True,False,True,True,True,True
147,Dampf-Stampfer,Dampf-Stampfer,4,2,0,1,0,0,1164,0,0,4540,2004,330,0,620,100,10,0,0,0,2,0,0,0,8,0,15,32,30,1,4,False,False,False,False,False,False,True,True
148,blaublütig[a] Behemoth,blaublütig[a] Behemoth,3,1,0,1,0,0,1162,5,0,4541,1002,400,0,620,100,10,0,0,0,2,0,0,0,8,90,15,9,20,1,2,True,False,True,False,True,False,True,True
149,Begleitmodul,Begleitmodule,4,2,0,1,2,0,1163,77,0,4542,11006,630,360,600,100,3,8,0,0,2,0,0,0,8,0,30,6,30,1,4,True,False,False,True,False,False,True,True
150,Yugiri-Puppe,Yugiri-Puppen,3,1,0,1,1,0,1167,271,0,4543,9021,335,360,617,100,10,0,0,0,1,0,0,0,8,0,15,11,20,1,3,False,True,False,True,False,False,True,True
151,Peridot-Karfunkel,Peridot-Karfunkel,4,2,0,1,2,0,1168,245,0,4544,10010,430,120,609,80,10,0,0,0,1,0,0,0,8,0,20,38,20,1,1,False,True,False,True,False,False,True,True
152,Heliodor-Karfunkel,Heliodor-Karfunkel,4,2,0,1,2,0,1068,245,0,4545,10011,610,0,620,80,10,0,0,0,1,0,0,0,8,0,15,10,20,1,1,False,True,False,True,False,False,True,True
153,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
154,Goldrausch-Karre,Goldrausch-Karren,3,1,0,1,1,0,1212,0,0,4547,11505,445,0,620,100,10,0,0,0,1,0,0,0,8,0,15,39,20,1,4,False,False,False,False,False,False,True,True
155,Primog-Kapelle,Primog-Kapellen,3,1,0,1,1,0,991,233,0,4523,12,460,360,617,50,30,0,0,0,1,4,0,0,8,0,15,11,20,1,3,False,True,False,False,False,False,True,True
156,Gnath-Puppe,Gnath-Puppen,3,1,0,1,1,0,1169,277,0,4570,7009,480,360,626,100,10,0,0,0,1,0,0,0,8,0,20,12,20,1,3,False,True,False,True,False,False,True,True
157,Paissa-Fratz,Paissa-Fratzen,2,1,0,1,0,0,1170,273,0,4558,1049,620,0,620,100,10,0,0,0,2,0,0,0,8,0,25,46,20,1,2,True,False,False,True,False,False,True,True
158,Indigohand-Puppe,Indigohand-Puppen,3,1,0,1,1,0,1171,207,0,4559,7001,390,360,624,90,10,0,0,0,1,0,0,0,8,0,10,18,30,1,3,False,True,False,True,False,False,True,True
159,Kürbis-Butler,Kürbis-Butler,4,2,0,1,0,0,1172,42,0,4548,1025,420,30,613,100,10,0,0,0,2,0,0,0,8,0,15,13,20,1,1,True,False,True,False,True,False,True,True
160,Aufzieh-Echidna,Aufzieh-Echidnas,3,1,0,1,1,0,1322,275,0,4560,2102,410,0,620,100,10,0,0,0,1,0,0,0,8,0,20,45,60,1,2,False,True,False,True,False,False,True,True
161,Relm-Puppe,Relm-Puppen,3,1,0,1,1,0,1176,276,0,4561,12061,415,0,620,100,10,0,0,0,1,0,0,0,8,0,10,10,20,1,3,False,True,False,True,False,False,True,True
162,Jagdfalke,Jagdfalken,8,1,0,1,0,0,1173,78,0,4562,5005,520,30,604,100,10,0,0,0,2,2,0,0,8,0,20,13,20,1,1,True,False,False,False,False,False,True,True
163,Stumpfauge,Stumpfaugen,4,1,0,1,2,0,1174,79,0,4563,1050,420,30,613,100,10,0,0,0,2,1,0,0,8,0,15,19,30,1,2,True,False,False,False,False,False,True,True
164,Pinguinprinz,Pinguinprinzen,1,1,0,1,0,0,1175,80,0,4564,5006,415,360,634,100,10,0,0,0,2,0,0,0,8,130,10,36,30,1,1,True,False,False,False,False,False,True,True
165,Uhrwerk-Twintania,Uhrwerk-Twintanias,3,1,0,1,0,0,1319,81,0,4565,2001,380,360,618,100,10,0,0,0,1,0,0,0,8,0,25,12,20,1,2,False,True,False,True,False,False,True,True
166,Korpokkur-Pflänzchen,Korpokkur-Pflänzchen,4,1,0,1,2,0,1320,82,0,4566,1051,440,120,605,100,10,0,0,0,2,0,0,0,8,0,15,20,20,1,1,True,False,False,False,False,False,True,True
167,Firion-Puppe,Firion-Puppen,3,0,0,1,1,0,1321,239,0,4549,12021,600,120,605,100,10,0,0,0,1,0,0,0,8,0,25,4,20,1,3,False,True,False,True,False,False,True,True
168,Mini-Ifrit,Mini-Ifrits,3,1,0,1,0,0,1318,83,0,4567,8001,380,120,610,100,10,0,0,0,1,0,0,0,8,0,20,1,20,1,2,False,True,False,False,False,False,True,True
169,Mini-Garuda,Mini-Garudas,3,1,0,1,1,0,1330,83,0,4572,8002,495,360,619,90,10,0,0,0,1,2,0,0,8,0,20,26,20,1,2,False,True,False,True,False,False,True,True
170,Mini-Titan,Mini-Titane,4,2,0,1,0,0,1331,83,0,4573,8003,380,30,613,100,10,0,0,0,1,0,0,0,8,0,15,19,30,1,2,False,True,False,True,False,False,True,True
171,Mini-Leviathan,Mini-Leviathan,4,2,0,1,0,0,1332,83,0,4574,8004,455,0,620,100,10,0,0,0,1,0,0,0,8,0,30,32,40,1,2,False,True,False,True,False,False,True,True
172,Aufzieh-Zundo-Krieger,Aufzieh-Zundo-Krieger,4,2,0,1,0,0,1423,87,0,4569,7010,630,360,617,100,10,0,0,0,1,0,0,0,8,0,25,11,20,1,3,False,True,False,True,False,False,True,True
173,Haurchefant-Puppe,Haurchefant-Puppen,3,1,0,1,1,0,1334,272,0,4568,9022,530,0,620,100,10,2,0,0,1,0,0,0,8,0,30,10,20,1,3,False,True,False,True,False,False,True,True
174,Nero-Puppe,Nero-Puppen,3,1,0,1,1,0,1335,278,0,4575,9023,420,0,620,100,10,0,0,0,1,0,0,0,8,0,20,49,30,1,3,False,True,False,True,False,False,True,True
175,Vath-Puppe,Vath-Puppen,3,1,0,1,1,0,1343,277,0,4571,7008,430,0,620,100,10,0,0,0,1,0,0,0,8,0,15,17,20,1,3,False,True,False,True,False,False,True,True
176,Fäustchen,Fäustchen,4,1,0,1,2,0,1458,236,0,4576,2003,390,30,604,100,10,0,0,0,1,0,0,0,8,0,30,1,60,1,2,False,True,False,True,False,False,True,True
177,neu[a] Y'shtola-Puppe,neu[a] Y'shtola-Puppen,3,1,0,1,1,0,1333,262,0,4596,9001,480,360,632,100,10,0,0,0,1,0,0,0,8,0,25,22,20,1,3,False,True,False,True,False,False,True,True
178,Calco-Puppe,Calco-Puppen,3,1,0,1,1,0,1461,270,0,4577,1052,370,360,618,100,0,10,0,0,1,4,0,0,8,0,10,51,20,2,2,False,True,False,True,False,False,True,True
179,Brina-Puppe,Brina-Puppen,3,1,0,1,1,0,1462,270,0,4578,1053,410,360,617,100,0,10,0,0,1,4,0,0,8,0,15,50,20,2,2,False,True,False,True,False,False,True,True
180,Morpho,Morphos,4,1,0,1,0,0,1459,304,0,4579,1054,470,120,602,80,20,0,0,0,2,3,0,0,8,0,20,20,30,1,1,False,False,False,False,False,False,True,True
181,Poro Roggo,Poro Roggos,4,1,0,1,0,0,1466,305,0,4580,1055,420,30,640,100,10,0,0,0,2,0,0,0,8,0,20,38,20,1,1,True,False,True,False,True,False,True,True
182,Aufzieh-Edward,Aufzieh-Edwards,4,1,0,1,0,0,1484,306,0,4581,12042,400,360,619,100,10,0,0,0,1,0,0,0,8,0,15,12,20,1,3,False,True,False,True,False,False,True,True
183,Fenrir-Welpe,Fenrir-Welpen,8,1,0,1,0,0,1467,307,0,4582,1056,380,360,617,100,10,0,0,0,2,0,0,0,8,0,15,11,20,1,2,True,False,True,False,True,False,True,True
184,Drachenjung[a],Drachenjung[a],3,0,0,1,2,0,1463,308,0,4597,7011,510,30,601,100,10,0,0,0,1,2,0,0,8,0,30,1,20,1,1,False,True,False,True,True,False,True,True
185,Mini-Ramuh,Mini-Ramuh,3,1,0,1,0,0,1544,83,0,4598,8005,515,30,603,90,10,0,0,0,1,0,0,0,8,0,25,1,30,1,2,False,True,False,True,False,False,True,True
186,Mini-Shiva,Mini-Shiva,3,1,0,1,1,0,1545,83,0,4599,8006,420,30,611,90,10,0,0,0,1,0,0,0,8,0,10,19,30,1,2,False,True,False,True,False,False,True,True
187,Ferkelchen,Ferkelchen,3,1,0,1,2,0,1465,311,0,4600,12902,375,360,623,100,2,0,0,30,2,0,0,0,8,0,10,29,20,1,1,True,False,False,True,True,False,True,True
188,magisch[a] Eimer,magisch[a] Eimer,4,2,0,1,0,0,1464,0,0,4601,11509,530,360,624,100,5,1,0,0,1,0,0,0,8,0,15,18,30,1,4,False,False,False,True,False,False,True,True
189,Tentakel,Tentakel,4,2,0,1,2,0,1469,313,0,4602,1057,480,30,640,100,10,0,0,0,2,0,0,0,8,0,25,38,20,1,2,True,False,False,True,False,False,True,True
190,Brachiosaurus-Baby,Brachiosaurus-Babys,4,1,0,1,2,0,1470,314,0,4603,1058,490,30,613,100,10,0,0,0,1,0,0,0,8,0,30,23,20,1,3,False,True,False,True,False,False,True,True
191,Aufzieh-Cheerleaderin,Aufzieh-Cheerleaderinnen,3,1,0,1,1,0,1468,315,0,4604,10013,440,360,617,100,0,10,0,0,2,6,0,0,8,0,15,11,20,1,3,False,True,False,True,False,True,True,True
192,Krile-Puppe,Krile-Puppen,3,1,0,1,1,0,1336,262,0,4605,9012,390,360,626,100,10,0,0,0,1,0,0,0,8,0,10,12,20,1,3,False,True,False,True,False,False,True,True
193,Aymeric-Puppe,Aymeric-Puppen,3,1,0,1,1,0,1547,317,0,4606,9024,465,0,620,100,10,0,0,0,1,0,0,0,8,0,30,34,30,1,3,False,True,False,True,False,False,True,True
194,Pegasus-Fohlen,Pegasus-Fohlen,4,1,0,1,2,0,1650,318,0,4613,1059,500,360,624,100,10,0,0,0,2,0,0,0,8,0,25,18,30,1,1,True,False,True,False,True,False,True,True
195,Mini-Calofisteri,Mini-Calofisteri,3,1,0,1,1,0,1546,319,0,4607,2103,440,0,620,100,10,0,0,0,1,0,0,0,8,0,25,10,20,1,2,False,True,True,False,False,False,True,True
196,Sasquatch-Stofftier,Sasquatch-Stofftiere,4,2,0,1,2,0,1386,320,0,4608,1060,420,0,620,100,10,0,0,0,1,0,0,0,8,0,15,37,20,1,2,False,True,False,True,False,False,True,True
197,Zwergkaninchen,Zwergkaninchen,4,1,0,1,2,0,1387,321,0,4609,3009,450,360,634,100,10,0,0,0,2,0,0,0,8,0,20,36,30,1,1,True,False,True,False,True,False,True,True
198,Hektokulinchen,Hektokulinchen,4,1,0,1,2,0,1385,322,0,4610,1061,450,120,608,100,10,0,0,0,2,0,0,0,8,0,10,19,30,1,2,True,False,True,False,True,False,True,True
199,Daoisten-Mogry,Daoisten-Mogrys,4,1,0,1,0,0,1548,233,0,4611,13,410,120,614,100,10,0,0,0,1,4,0,0,8,0,10,38,20,1,3,False,True,False,True,False,False,True,False
200,Jibanyan,Jibanyans,3,1,0,0,0,1,1390,324,0,4584,13003,620,30,606,100,10,0,0,0,2,0,0,0,8,0,25,1,20,1,2,True,False,True,False,True,False,True,False
201,Komasan,Komasans,3,1,0,0,0,1,1391,324,0,4586,13004,520,360,634,100,10,0,0,0,2,0,0,0,8,0,20,35,20,1,2,True,False,True,False,True,False,True,False
202,Whisper,Whispers,3,1,0,0,0,1,1392,324,0,4592,13005,420,30,621,100,10,0,0,0,2,0,0,0,8,0,15,14,20,1,2,True,False,False,True,False,False,True,False
203,Glazia,Glazias,3,1,0,0,1,1,1393,324,0,4594,13006,360,360,617,100,10,0,0,0,2,0,0,0,8,90,10,11,30,1,2,True,False,True,False,True,False,True,False
204,Kyubi,Kyubis,3,1,0,0,0,1,1394,324,0,4591,13007,630,120,610,100,10,0,0,0,2,0,0,0,8,0,25,1,20,1,2,True,False,True,False,True,False,True,False
205,Komajiro,Komajiros,3,1,0,0,0,1,1395,324,0,4587,13008,510,120,633,100,10,0,0,0,2,0,0,0,8,0,15,20,20,1,2,True,False,True,False,True,False,True,False
206,Möter,Möter,4,1,0,0,0,1,1396,324,0,4595,13009,530,120,627,100,10,0,0,0,2,0,0,0,8,0,15,1,20,1,2,True,False,False,True,True,False,True,False
207,Noko,Nokos,3,1,0,0,2,1,1397,324,0,4588,13010,650,360,615,100,10,0,0,0,2,0,0,0,8,0,20,27,30,1,2,True,False,True,False,True,False,True,False
208,Viptor,Viptors,3,1,0,0,0,1,1398,324,0,4590,13011,630,120,605,100,10,0,0,0,2,0,0,0,8,0,30,1,20,1,2,True,False,True,False,True,False,True,False
209,Shogunyan,Shogunyans,3,1,0,0,0,1,1399,324,0,4583,13012,650,30,604,100,10,0,0,0,2,0,0,0,8,0,20,4,20,1,2,True,False,False,True,True,False,True,False
210,Hovernyan,Hovernyans,3,1,0,0,0,1,1400,324,0,4585,13013,365,30,606,100,10,0,0,0,2,0,0,0,8,0,10,1,30,1,2,True,False,True,False,True,False,True,False
211,Robonyan[p] F-Type,Robonyans[p] F-Type,3,1,0,0,0,1,1401,324,0,4593,13014,400,360,600,100,10,0,0,0,2,0,0,0,8,0,10,5,30,1,2,True,False,True,False,True,False,True,False
212,Usapyon,Usapyons,3,1,0,0,0,1,1402,324,0,4589,13015,550,30,612,100,10,0,0,0,2,0,0,0,8,0,15,1,20,1,2,True,False,False,True,True,False,True,False
213,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
214,Namingway-Puppe,Namingway-Puppen,3,1,0,1,1,0,1614,325,0,4614,12043,450,360,623,100,0,10,0,0,2,0,0,0,8,0,20,29,20,1,3,True,False,False,False,True,False,True,True
215,Mini-Alexander,Mini-Alexander,4,1,0,1,0,0,1618,326,0,4615,2006,600,360,626,100,10,0,0,0,2,0,0,0,8,0,25,12,20,1,2,False,False,False,False,False,False,True,True
216,Frischling,Frischlinge,4,2,0,1,0,0,1615,327,0,4616,1062,450,360,617,100,10,0,0,0,2,0,0,0,8,0,30,11,20,1,1,True,False,False,False,True,False,True,True
217,neu[a] Thancred-Puppe,neu[a] Thancred-Puppen,3,1,0,1,1,0,1616,262,0,4617,9003,420,120,608,100,10,0,0,0,1,0,0,0,8,0,15,19,30,1,3,False,True,False,True,False,False,True,True
218,neu[a] Alisaie-Puppe,neu[a] Alisaie-Puppen,3,1,0,1,1,0,1617,262,0,4618,9009,390,0,620,100,10,0,0,0,1,0,0,0,8,0,10,9,20,1,3,False,True,False,True,False,False,True,True
219,Edda-Puppe,Edda-Puppen,3,1,0,1,1,0,1626,330,0,4619,9025,420,30,604,100,10,0,0,0,1,0,0,0,8,0,25,14,20,1,2,False,True,False,False,False,False,True,True
220,Yuna-Puppe,Yuna-Puppen,3,1,0,1,1,0,1611,331,0,4620,12101,500,360,615,100,10,0,0,0,1,0,0,0,8,0,30,27,30,1,3,False,True,False,True,False,False,True,True
221,Rikku-Puppe,Rikku-Puppen,3,1,0,1,1,0,1612,331,0,4621,12102,420,360,634,100,10,0,0,0,1,0,0,0,8,0,15,35,25,1,3,False,True,False,True,False,False,True,True
222,Lulu-Puppe,Lulu-Puppen,3,1,0,1,1,0,1613,331,0,4622,12103,430,120,616,100,10,0,0,0,1,0,0,0,8,0,20,1,20,1,3,False,True,False,True,False,False,True,True
223,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
224,Moenbryda-Puppe,Moenbryda-Puppen,3,1,0,1,1,0,1651,262,0,4624,9013,400,0,620,100,10,0,0,0,1,0,0,0,8,0,10,32,30,1,3,False,True,False,True,False,False,True,True
225,Circus-Auge,Circus-Augen,4,1,0,1,2,0,1769,30,0,4625,1024,430,120,605,100,30,0,0,0,2,0,0,0,8,0,15,28,20,1,2,True,False,False,True,True,False,True,True
226,Bulldoggenwelpe,Bulldoggenwelpen,8,1,0,1,0,0,1690,88,0,4626,1063,420,360,632,100,30,0,0,0,2,0,0,0,8,0,10,22,20,1,1,True,False,True,False,True,False,True,True
227,Liebesengel,Liebesengel,4,2,0,1,0,0,1691,335,0,4627,10014,450,0,620,100,30,0,0,0,1,0,0,0,8,0,15,39,20,1,3,False,True,True,False,False,False,True,True
228,Estinien-Puppe,Estinien-Puppen,3,1,0,1,1,0,1693,336,233,4628,9026,380,0,631,100,30,0,0,0,1,0,0,0,8,0,10,40,30,1,3,False,True,False,True,False,True,True,True
229,Hraesvelgr-Stofftier,Hraesvelgr-Stofftiere,4,2,0,1,2,0,1694,269,0,4629,9505,500,360,623,100,30,0,0,0,1,0,0,0,8,0,25,29,20,1,2,False,True,True,False,False,False,True,True
230,Gigi,Gigi,3,1,0,0,0,1,1695,268,0,4630,10005,445,0,620,100,30,0,0,0,1,0,0,0,8,0,20,31,30,1,3,False,True,False,True,False,False,True,True
231,Anima,Anima,3,1,0,1,1,0,1697,338,0,4631,10015,480,360,618,100,30,0,0,0,2,0,0,0,8,0,25,11,20,1,3,True,False,True,False,True,False,True,True
232,Aufzieh-Scathach,Aufzieh-Scathach,3,1,0,1,1,0,1782,339,0,4632,2104,420,120,609,100,30,0,0,0,1,0,0,0,8,0,10,38,20,2,2,False,True,False,True,False,False,True,True
233,Nidhogg-Stofftier,Nidhogg-Stofftiere,4,2,0,1,2,0,1783,340,228,4633,9506,450,120,616,100,30,0,0,0,1,0,0,0,8,0,30,1,20,1,2,False,True,False,True,False,False,True,True
234,Höllenhundwelpe,Höllenhundwelpen,8,1,0,1,0,0,1791,89,0,4634,1064,420,0,620,100,30,0,0,0,2,0,0,0,8,0,15,43,20,1,1,True,False,True,False,True,False,True,True
235,Aufzieh-Ohl Deeh,Aufzieh-Ohl Deeh,4,1,0,1,0,0,1856,308,0,4636,7012,450,360,634,100,10,0,0,0,1,2,0,0,8,0,20,35,30,1,1,False,True,False,True,True,False,True,True
236,portabl[a] Studiomond,portabl[a] Studiomonde,4,2,0,1,0,0,1855,0,0,4637,11502,500,360,617,100,0,0,0,0,3,8,0,0,8,0,30,11,20,1,4,False,False,False,False,False,False,True,True
237,schiffbrüchig[a] Chocobo-Küken,schiffbrüchig[a] Chocobo-Küken,4,1,0,1,2,0,1696,3,0,4638,9,580,30,604,100,30,0,0,0,2,0,0,0,8,0,25,4,20,1,1,True,False,True,False,True,False,True,True
238,Bartz-Puppe,Bartz-Puppen,3,1,0,1,1,0,1692,279,0,4639,12051,450,360,619,100,30,0,0,0,2,0,0,0,8,0,30,5,30,2,3,False,True,False,True,False,False,True,True
239,Rotmagier-Puppe,Rotmagier-Puppen,3,1,0,1,1,0,1698,223,0,4640,12011,445,360,624,100,30,0,0,0,1,0,0,0,8,0,20,18,30,1,3,False,True,False,True,False,False,True,True
240,Feenhundwelpe,Feenhundwelpen,8,1,0,1,0,0,1859,89,0,4635,1065,440,0,620,100,30,0,0,0,2,0,0,0,8,0,20,34,30,1,1,True,False,True,False,True,False,True,True
241,obskur[a] Otter,obskur[a] Otter,4,2,0,1,0,0,1786,280,0,4641,4003,500,120,631,100,30,0,0,0,2,0,0,0,8,0,20,23,30,1,1,True,False,True,False,True,False,True,True
242,Fuchswelpe,Fuchswelpen,8,1,0,1,0,0,1784,281,0,4642,3010,500,360,615,100,10,0,0,0,2,0,0,0,8,0,25,27,30,2,1,True,False,True,False,True,False,True,True
243,Tora-jiro,Tora-jiro,3,1,0,0,0,1,1785,13,0,4643,3011,440,120,608,100,10,0,0,0,2,0,0,0,8,90,20,19,30,1,1,True,False,True,False,True,False,True,True
244,winzig[a] Tatsunoko,winzig[a] Tatsunoko,3,1,0,1,0,0,1787,282,0,4644,1066,300,0,620,100,10,0,0,0,2,0,0,0,8,0,10,49,30,1,1,True,False,True,False,True,False,True,True
245,Igelbomber,Igelbomber,4,2,0,1,0,0,1790,284,0,4645,1067,470,360,626,100,10,0,0,0,2,0,0,0,8,90,10,12,20,1,2,True,False,True,False,False,False,True,True
246,Bom Boko,Bom Bokos,4,1,0,1,0,0,1788,281,0,4646,3012,450,0,620,100,10,0,0,0,2,0,0,0,8,0,20,10,20,2,1,True,False,True,False,True,False,True,True
247,Straßenspatz,Straßenspatzen,6,1,0,1,0,0,1789,285,0,4647,5007,450,30,607,100,10,0,0,0,2,3,0,0,8,0,10,14,20,1,1,True,False,True,False,True,False,True,True
248,Lyse-Puppe,Lyse-Puppen,3,1,0,1,1,0,1824,262,0,4648,9004,500,30,606,100,10,10,0,0,1,0,0,0,8,0,25,1,20,1,3,False,True,False,True,False,False,True,True
249,neu[a] Yugiri-Puppe,neu[a] Yugiri-Puppen,3,1,0,1,1,0,1825,271,0,4649,9021,310,120,631,100,10,0,0,0,1,0,0,0,8,0,30,20,20,1,3,False,True,False,True,False,False,True,True
250,Gosetsu-Puppe,Gosetsu-Puppen,3,1,0,1,1,0,1826,271,0,4650,9027,320,30,604,100,10,0,0,0,1,0,0,0,8,0,15,4,20,2,3,False,True,False,True,False,False,True,True
251,Yotsuyu-Puppe,Yotsuyu-Puppen,3,1,0,1,1,0,1827,287,0,4651,9028,290,360,634,100,10,0,0,0,1,0,0,0,8,0,10,35,30,1,3,False,True,False,True,False,False,True,True
252,Aufzieh-Grynewaht,Aufzieh-Grynewahts,3,1,0,1,0,0,1828,289,0,4652,9035,590,30,604,100,10,10,0,0,1,0,0,0,8,0,30,38,20,1,2,False,True,False,True,False,False,True,True
253,Aufzieh-Namazuo,Aufzieh-Namazuos,4,1,0,1,0,0,1830,290,0,4653,6002,510,120,605,100,10,0,0,0,2,0,0,0,8,0,25,28,20,1,3,False,True,True,False,False,False,True,True
254,Ivon Coeurlfaust-Puppe,Ivon Coeurlfaust-Puppen,3,1,0,1,1,0,1831,291,0,4654,1068,390,0,620,100,10,0,0,0,2,0,0,0,8,0,20,42,20,1,2,False,True,True,False,False,False,True,True
255,Aufzieh-Chimära,Aufzieh-Chimären,3,1,0,1,1,0,1832,292,0,4655,10016,510,120,622,100,10,0,0,0,1,0,0,0,8,0,25,26,20,1,2,False,True,False,True,False,False,True,True
256,Aufzieh-Fleischfresser,Aufzieh-Fleischfresser,4,2,0,1,0,0,1833,206,0,4656,6001,480,0,620,100,10,0,0,0,1,0,0,0,8,0,25,37,20,1,3,False,True,False,True,False,False,True,True
257,A-Rächer[p] der XII. Legion,A-Rächer[p] der XII. Legion,4,2,0,1,0,0,1834,320,0,4657,11007,360,0,620,100,10,0,0,0,1,0,0,0,8,0,15,15,20,1,3,False,True,False,True,False,False,True,True
258,Ghido,Ghidos,3,1,0,1,0,0,1895,293,259,4658,4004,330,0,620,100,10,0,0,0,2,0,0,0,8,0,10,43,20,1,1,True,False,True,False,True,False,True,True
259,Aufzieh-Exdeath,Aufzieh-Exdeaths,4,1,0,1,0,0,1896,294,258,4659,2007,440,0,620,100,10,0,0,0,1,0,0,0,8,0,25,41,20,1,2,False,True,False,True,False,False,True,True
260,Khloe-Puppe,Khloe-Puppen,3,1,0,1,1,0,1897,295,0,4660,9031,520,360,625,100,10,0,0,0,1,0,0,0,8,0,15,25,20,1,3,False,True,False,True,False,False,True,True
261,Susano-Puppe,Susano-Puppen,3,1,0,1,1,0,1898,83,0,4661,8010,400,30,640,100,10,0,0,0,1,0,0,0,8,0,20,38,20,1,2,False,True,False,True,False,False,True,True
262,Lakshmi-Puppe,Lakshmi-Puppen,3,1,0,1,1,0,1899,83,0,4662,8011,320,360,615,100,10,0,0,0,1,0,0,0,8,0,10,27,30,1,2,False,True,False,True,False,False,True,True
263,Aufzieh-Bismarck,Aufzieh-Bismarcks,4,1,0,1,0,0,1968,83,0,4663,8008,550,0,620,100,10,0,0,0,1,0,0,0,8,0,15,34,30,1,2,False,True,False,True,False,False,True,True
264,Hien-Puppe,Hien-Puppen,3,1,0,1,1,0,1978,271,0,4664,9029,520,360,617,100,10,0,0,0,1,0,0,0,8,0,25,11,30,2,3,False,True,False,True,False,False,True,True
265,Mini-Ravana,Mini-Ravana,3,1,0,1,0,0,1979,83,0,4665,8009,550,120,605,100,10,0,0,0,1,0,0,0,8,0,25,38,30,2,2,False,True,False,True,False,False,True,True
266,Kojin-Puppe,Kojin-Puppen,3,1,0,1,1,0,1980,209,0,4666,7013,430,360,615,100,10,0,0,0,1,0,0,0,8,0,15,27,30,1,3,False,True,False,True,False,False,True,True
267,Mameshiba,Mameshiba,3,1,0,0,0,1,1981,341,0,4667,3013,500,30,601,100,10,0,0,0,2,0,0,0,8,0,20,4,20,1,1,True,False,True,False,True,False,True,True
