#,Item,Order,Category,SubCategory
1152,42081,24173,12,190
1153,42082,24154,12,190
1154,42083,24168,12,190
1155,42084,24158,12,190
1156,42085,24179,12,190
1157,42086,24164,12,190
1158,42087,24174,12,190
1159,42088,24185,12,190
1160,42089,24201,12,190
1161,42090,24211,12,190
1162,42091,24221,12,190
1163,42092,24231,12,190
1164,42093,24241,12,190
1165,42094,24202,12,190
1166,42095,24212,12,190
1167,42096,24222,12,190
1168,42097,24232,12,190
1169,42098,24242,12,190
1170,42099,24203,12,190
1171,42100,24213,12,190
1172,42101,24223,12,190
1173,42102,24233,12,190
1174,42103,24243,12,190
1175,42104,24205,12,190
1176,42105,24215,12,190
1177,42106,24225,12,190
1178,42107,24235,12,190
1179,42108,24245,12,190
1180,42109,24204,12,190
1181,42110,24214,12,190
1182,42111,24224,12,190
1183,42112,24234,12,190
1184,42113,24244,12,190
1185,42114,24207,12,190
1186,42115,24217,12,190
1187,42116,24227,12,190
1188,42117,24237,12,190
1189,42118,24247,12,190
1190,42119,24206,12,190
1191,42120,24216,12,190
1192,42121,24226,12,190
1193,42122,24236,12,190
1194,42123,24246,12,190
1195,42124,24251,12,190
1196,42125,24252,12,190
1197,42126,24254,12,190
1198,42127,24257,12,190
1199,42128,24256,12,190
1200,42129,24261,12,190
1201,42130,24262,12,190
1202,42131,24264,12,190
1203,42132,24267,12,190
1204,42133,24266,12,190
1205,42134,24271,12,190
1206,42135,24272,12,190
1207,42136,24274,12,190
1208,42137,24277,12,190
1209,42138,24276,12,190
1210,42139,24281,12,190
1211,42140,24282,12,190
1212,42141,24284,12,190
1213,42142,24287,12,190
1214,42143,24286,12,190
1215,42221,24301,12,191
1216,42222,24310,12,191
1217,42223,24302,12,191
1218,42224,24307,12,191
1219,42225,24316,12,191
1220,42226,24326,12,191
1221,42227,24321,12,191
1222,42228,24322,12,191
1223,42229,24327,12,191
1224,42230,24313,12,191
1225,42231,24303,12,191
1226,42232,24317,12,191
1227,42233,24328,12,191
1228,42234,24311,12,191
1229,42235,24323,12,191
1230,42236,24304,12,191
1231,42237,24318,12,191
1232,42238,24308,12,191
1233,42239,24329,12,191
1234,42240,24314,12,191
1235,42241,24324,12,191
1236,42242,24335,12,191
1237,42243,24351,12,191
1238,42244,24361,12,191
1239,42245,24371,12,191
1240,42246,24381,12,191
1241,42247,24391,12,191
1242,42248,24352,12,191
1243,42249,24362,12,191
1244,42250,24372,12,191
1245,42251,24382,12,191
1246,42252,24392,12,191
1247,42253,24353,12,191
1248,42254,24363,12,191
1249,42255,24373,12,191
1250,42256,24383,12,191
1251,42257,24393,12,191
1252,42258,24355,12,191
1253,42259,24365,12,191
1254,42260,24375,12,191
1255,42261,24385,12,191
1256,42262,24395,12,191
1257,42263,24354,12,191
1258,42264,24364,12,191
1259,42265,24374,12,191
1260,42266,24384,12,191
1261,42267,24394,12,191
1262,42268,24357,12,191
1263,42269,24367,12,191
1264,42270,24377,12,191
1265,42271,24387,12,191
1266,42272,24397,12,191
1267,42273,24356,12,191
1268,42274,24366,12,191
1269,42275,24376,12,191
1270,42276,24386,12,191
1271,42277,24396,12,191
1272,42278,24401,12,191
1273,42279,24402,12,191
1274,42280,24404,12,191
1275,42281,24407,12,191
1276,42282,24406,12,191
1277,42283,24411,12,191
1278,42284,24412,12,191
1279,42285,24414,12,191
1280,42286,24417,12,191
1281,42287,24416,12,191
1282,42288,24421,12,191
1283,42289,24422,12,191
1284,42290,24424,12,191
1285,42291,24427,12,191
1286,42292,24426,12,191
1287,42293,24431,12,191
1288,42294,24432,12,191
1289,42295,24434,12,191
1290,42296,24437,12,191
1291,42297,24436,12,191
1292,42375,24451,12,192
1293,42376,24460,12,192
1294,42377,24452,12,192
1295,42378,24457,12,192
1296,42379,24466,12,192
1297,42380,24476,12,192
1298,42381,24471,12,192
1299,42382,24472,12,192
1300,42383,24477,12,192
1301,42384,24463,12,192
1302,42385,24453,12,192
1303,42386,24467,12,192
1304,42387,24478,12,192
1305,42388,24461,12,192
1306,42389,24473,12,192
1307,42390,24454,12,192
1308,42391,24468,12,192
1309,42392,24458,12,192
1310,42393,24479,12,192
1311,42394,24464,12,192
1312,42395,24474,12,192
1313,42396,24485,12,192
1314,42397,24501,12,192
1315,42398,24511,12,192
1316,42399,24521,12,192
1317,42400,24531,12,192
1318,42401,24541,12,192
1319,42402,24502,12,192
1320,42403,24512,12,192
1321,42404,24522,12,192
1322,42405,24532,12,192
1323,42406,24542,12,192
1324,42407,24503,12,192
1325,42408,24513,12,192
1326,42409,24523,12,192
1327,42410,24533,12,192
1328,42411,24543,12,192
1329,42412,24505,12,192
1330,42413,24515,12,192
1331,42414,24525,12,192
1332,42415,24535,12,192
1333,42416,24545,12,192
1334,42417,24504,12,192
1335,42418,24514,12,192
1336,42419,24524,12,192
1337,42420,24534,12,192
1338,42421,24544,12,192
1339,42422,24507,12,192
1340,42423,24517,12,192
1341,42424,24527,12,192
1342,42425,24537,12,192
1343,42426,24547,12,192
1344,42427,24506,12,192
1345,42428,24516,12,192
1346,42429,24526,12,192
1347,42430,24536,12,192
1348,42431,24546,12,192
1349,42432,24551,12,192
1350,42433,24552,12,192
1351,42434,24554,12,192
1352,42435,24557,12,192
1353,42436,24556,12,192
1354,42437,24561,12,192
1355,42438,24562,12,192
1356,42439,24564,12,192
1357,42440,24567,12,192
1358,42441,24566,12,192
1359,42442,24571,12,192
1360,42443,24572,12,192
1361,42444,24574,12,192
1362,42445,24577,12,192
1363,42446,24576,12,192
1364,42447,24581,12,192
1365,42448,24582,12,192
1366,42449,24584,12,192
1367,42450,24587,12,192
1368,42451,24586,12,192
1369,42529,24701,12,193
1370,42530,24702,12,193
1371,42531,24704,12,193
1372,42532,24707,12,193
1373,42533,24706,12,193
1374,42534,24711,12,193
1375,42535,24712,12,193
1376,42536,24714,12,193
1377,42537,24717,12,193
1378,42538,24716,12,193
1379,42539,24721,12,193
1380,42540,24722,12,193
1381,42541,24724,12,193
1382,42542,24727,12,193
1383,42543,24726,12,193
1384,42544,24731,12,193
1385,42545,24732,12,193
1386,42546,24734,12,193
1387,42547,24737,12,193
1388,42548,24736,12,193
1389,42549,24851,12,194
1390,42550,24852,12,194
1391,42551,24854,12,194
1392,42552,24857,12,194
1393,42553,24856,12,194
1394,42554,24861,12,194
1395,42555,24862,12,194
1396,42556,24864,12,194
1397,42557,24867,12,194
1398,42558,24866,12,194
1399,42559,24871,12,194
1400,42560,24872,12,194
1401,42561,24874,12,194
1402,42562,24877,12,194
1403,42563,24876,12,194
1404,42564,24881,12,194
1405,42565,24882,12,194
1406,42566,24884,12,194
1407,42567,24887,12,194
1408,42568,24886,12,194
1409,44550,24951,12,195
1410,44551,24961,12,195
1411,44552,24971,12,195
1412,44553,24981,12,195
1413,44554,24991,12,195
1414,44555,24952,12,195
1415,44556,24962,12,195
1416,44557,24972,12,195
1417,44558,24982,12,195
1418,44559,24992,12,195
1419,44560,24953,12,195
1420,44561,24963,12,195
1421,44562,24973,12,195
1422,44563,24983,12,195
1423,44564,24993,12,195
1424,44565,24955,12,195
1425,44566,24965,12,195
1426,44567,24975,12,195
1427,44568,24985,12,195
1428,44569,24995,12,195
1429,44570,24954,12,195
1430,44571,24964,12,195
1431,44572,24974,12,195
1432,44573,24984,12,195
1433,44574,24994,12,195
1434,44575,24957,12,195
1435,44576,24967,12,195
1436,44577,24977,12,195
1437,44578,24987,12,195
1438,44579,24997,12,195
1439,44580,24956,12,195
1440,44581,24966,12,195
1441,44582,24976,12,195
1442,44583,24986,12,195
1443,44584,24996,12,195
1444,44585,25001,12,195
1445,44586,25002,12,195
1446,44587,25004,12,195
1447,44588,25007,12,195
1448,44589,25006,12,195
1449,44590,25011,12,195
1450,44591,25012,12,195
1451,44592,25014,12,195
1452,44593,25017,12,195
1453,44594,25016,12,195
1454,44595,25021,12,195
1455,44596,25022,12,195
1456,44597,25024,12,195
1457,44598,25027,12,195
1458,44599,25026,12,195
1459,44600,25031,12,195
1460,44601,25032,12,195
1461,44602,25034,12,195
1462,44603,25037,12,195
1463,44604,25036,12,195
1464,46344,25101,12,196
1465,46345,25111,12,196
1466,46346,25121,12,196
1467,46347,25131,12,196
1468,46348,25141,12,196
1469,46349,25102,12,196
1470,46350,25112,12,196
1471,46351,25122,12,196
1472,46352,25132,12,196
1473,46353,25142,12,196
1474,46354,25103,12,196
1475,46355,25113,12,196
1476,46356,25123,12,196
1477,46357,25133,12,196
1478,46358,25143,12,196
1479,46359,25105,12,196
1480,46360,25115,12,196
1481,46361,25125,12,196
1482,46362,25135,12,196
1483,46363,25145,12,196
1484,46364,25104,12,196
1485,46365,25114,12,196
1486,46366,25124,12,196
1487,46367,25134,12,196
1488,46368,25144,12,196
1489,46369,25107,12,196
1490,46370,25117,12,196
1491,46371,25127,12,196
1492,46372,25137,12,196
1493,46373,25147,12,196
1494,46374,25106,12,196
1495,46375,25116,12,196
1496,46376,25126,12,196
1497,46377,25136,12,196
1498,46378,25146,12,196
1499,46379,25151,12,196
1500,46380,25152,12,196
1501,46381,25154,12,196
1502,46382,25157,12,196
1503,46383,25156,12,196
1504,46384,25161,12,196
1505,46385,25162,12,196
1506,46386,25164,12,196
1507,46387,25167,12,196
1508,46388,25166,12,196
1509,46389,25171,12,196
1510,46390,25172,12,196
1511,46391,25174,12,196
1512,46392,25177,12,196
1513,46393,25176,12,196
1514,46394,25181,12,196
1515,46395,25182,12,196
1516,46396,25184,12,196
1517,46397,25187,12,196
1518,46398,25186,12,196
1519,47108,25251,12,197
1520,47109,25261,12,197
1521,47110,25271,12,197
1522,47111,25281,12,197
1523,47112,25291,12,197
1524,47113,25252,12,197
1525,47114,25262,12,197
1526,47115,25272,12,197
1527,47116,25282,12,197
1528,47117,25292,12,197
1529,47118,25253,12,197
1530,47119,25263,12,197
1531,47120,25273,12,197
1532,47121,25283,12,197
1533,47122,25293,12,197
1534,47123,25255,12,197
1535,47124,25265,12,197
1536,47125,25275,12,197
1537,47126,25285,12,197
1538,47127,25295,12,197
1539,47128,25254,12,197
1540,47129,25264,12,197
1541,47130,25274,12,197
1542,47131,25284,12,197
1543,47132,25294,12,197
1544,47133,25257,12,197
1545,47134,25267,12,197
1546,47135,25277,12,197
1547,47136,25287,12,197
1548,47137,25297,12,197
1549,47138,25256,12,197
1550,47139,25266,12,197
1551,47140,25276,12,197
1552,47141,25286,12,197
1553,47142,25296,12,197
1554,47143,25301,12,197
1555,47144,25302,12,197
1556,47145,25304,12,197
1557,47146,25307,12,197
1558,47147,25306,12,197
1559,47148,25311,12,197
1560,47149,25312,12,197
1561,47150,25314,12,197
1562,47151,25317,12,197
1563,47152,25316,12,197
1564,47153,25321,12,197
1565,47154,25322,12,197
1566,47155,25324,12,197
1567,47156,25327,12,197
1568,47157,25326,12,197
1569,47158,25331,12,197
1570,47159,25332,12,197
1571,47160,25334,12,197
1572,47161,25337,12,197
1573,47162,25336,12,197
1574,49372,25401,12,198
1575,49373,25411,12,198
1576,49374,25421,12,198
1577,49375,25431,12,198
1578,49376,25441,12,198
1579,49377,25402,12,198
1580,49378,25412,12,198
1581,49379,25422,12,198
1582,49380,25432,12,198
1583,49381,25442,12,198
1584,49382,25403,12,198
1585,49383,25413,12,198
1586,49384,25423,12,198
1587,49385,25433,12,198
1588,49386,25443,12,198
1589,49387,25405,12,198
1590,49388,25415,12,198
1591,49389,25425,12,198
1592,49390,25435,12,198
1593,49391,25445,12,198
1594,49392,25404,12,198
1595,49393,25414,12,198
1596,49394,25424,12,198
1597,49395,25434,12,198
1598,49396,25444,12,198
1599,49397,25407,12,198
1600,49398,25417,12,198
1601,49399,25427,12,198
1602,49400,25437,12,198
1603,49401,25447,12,198
1604,49402,25406,12,198
1605,49403,25416,12,198
1606,49404,25426,12,198
1607,49405,25436,12,198
1608,49406,25446,12,198
1609,49407,25451,12,198
1610,49408,25452,12,198
1611,49409,25454,12,198
1612,49410,25457,12,198
1613,49411,25456,12,198
1614,49412,25461,12,198
1615,49413,25462,12,198
1616,49414,25464,12,198
1617,49415,25467,12,198
1618,49416,25466,12,198
1619,49417,25471,12,198
1620,49418,25472,12,198
1621,49419,25474,12,198
1622,49420,25477,12,198
1623,49421,25476,12,198
1624,49422,25481,12,198
1625,49423,25482,12,198
1626,49424,25484,12,198
1627,49425,25487,12,198
1628,49426,25486,12,198
1629,50915,25551,12,199
1630,50916,25561,12,199
1631,50917,25571,12,199
1632,50918,25581,12,199
1633,50919,25591,12,199
1634,50920,25552,12,199
1635,50921,25562,12,199
1636,50922,25572,12,199
1637,50923,25582,12,199
1638,50924,25592,12,199
1639,50925,25553,12,199
1640,50926,25563,12,199
1641,50927,25573,12,199
1642,50928,25583,12,199
1643,50929,25593,12,199
1644,50930,25555,12,199
1645,50931,25565,12,199
1646,50932,25575,12,199
1647,50933,25585,12,199
1648,50934,25595,12,199
1649,50935,25554,12,199
1650,50936,25564,12,199
1651,50937,25574,12,199
1652,50938,25584,12,199
1653,50939,25594,12,199
1654,50940,25557,12,199
1655,50941,25567,12,199
1656,50942,25577,12,199
1657,50943,25587,12,199
1658,50944,25597,12,199
1659,50945,25556,12,199
1660,50946,25566,12,199
1661,50947,25576,12,199
1662,50948,25586,12,199
1663,50949,25596,12,199
1664,50950,25601,12,199
1665,50951,25602,12,199
1666,50952,25604,12,199
1667,50953,25607,12,199
1668,50954,25606,12,199
1669,50955,25611,12,199
1670,50956,25612,12,199
1671,50957,25614,12,199
1672,50958,25617,12,199
1673,50959,25616,12,199
1674,50960,25621,12,199
1675,50961,25622,12,199
1676,50962,25624,12,199
1677,50963,25627,12,199
1678,50964,25626,12,199
1679,50965,25631,12,199
1680,50966,25632,12,199
1681,50967,25634,12,199
1682,50968,25637,12,199
1683,50969,25636,12,199
1684,6049,206,1,1
1685,6050,207,1,1
1686,6051,208,1,1
1687,6052,209,1,1
1688,6053,210,1,1
1689,6054,406,1,3
1690,6055,407,1,3
1691,6056,408,1,3
1692,6057,409,1,3
1693,6058,410,1,3
1694,6059,2006,1,2
1695,6060,2007,1,2
1696,6061,2008,1,2
1697,6062,2009,1,2
1698,6063,2010,1,2
1699,6064,1406,1,4
1700,6065,1407,1,4
1701,6066,1408,1,4
1702,6067,1409,1,4
1703,6068,1410,1,4
1704,6069,3206,1,5
1705,6070,3207,1,5
1706,6071,3208,1,5
1707,6072,3209,1,5
1708,6073,3210,1,5
1709,6074,5206,1,7
1710,6075,5207,1,7
1711,6076,5208,1,7
1712,6077,5209,1,7
1713,6078,5210,1,7
1714,6079,4206,1,8
1715,6080,4207,1,8
1716,6081,4208,1,8
1717,6082,4209,1,8
1718,6083,4210,1,8
1719,6084,4406,1,9
1720,6085,4407,1,9
1721,6086,4408,1,9
1722,6087,4409,1,9
1723,6088,4410,1,9
1724,6089,5406,1,10
1725,6090,5407,1,10
1726,6091,5408,1,10
1727,6092,5409,1,10
1728,6093,5410,1,10
1729,7360,213,1,1
1730,7361,214,1,1
1731,7362,215,1,1
1732,7363,216,1,1
1733,7364,217,1,1
1734,7366,2013,1,2
1735,7367,2014,1,2
1736,7368,2015,1,2
1737,7369,2016,1,2
1738,7370,2017,1,2
1739,7372,413,1,3
1740,7373,414,1,3
1741,7374,415,1,3
1742,7375,416,1,3
1743,7376,417,1,3
1744,7378,1413,1,4
1745,7379,1414,1,4
1746,7380,1415,1,4
1747,7381,1416,1,4
1748,7382,1417,1,4
1749,7384,3213,1,5
1750,7385,3214,1,5
1751,7386,3215,1,5
1752,7387,3216,1,5
1753,7388,3217,1,5
1754,7390,5213,1,7
1755,7391,5214,1,7
1756,7392,5215,1,7
1757,7393,5216,1,7
1758,7394,5217,1,7
1759,7396,4213,1,8
1760,7397,4214,1,8
1761,7398,4215,1,8
1762,7399,4216,1,8
1763,7400,4217,1,8
1764,7402,4413,1,9
1765,7403,4414,1,9
1766,7404,4415,1,9
1767,7405,4416,1,9
1768,7406,4417,1,9
1769,7408,5413,1,10
1770,7409,5414,1,10
1771,7410,5415,1,10
1772,7411,5416,1,10
1773,7412,5417,1,10
1774,7434,212,1,1
1775,7435,211,1,1
1776,7436,2011,1,2
1777,7437,411,1,3
1778,7438,1411,1,4
1779,7439,3211,1,5
1780,7440,5211,1,7
1781,7441,4211,1,8
1782,7442,4411,1,9
1783,7443,5411,1,10
1784,7953,2606,1,6
1785,7954,2607,1,6
1786,7955,2609,1,6
1787,7956,2608,1,6
1788,7957,2610,1,6
1789,8391,218,1,1
1790,8392,219,1,1
1791,8393,220,1,1
1792,8394,221,1,1
1793,8395,222,1,1
1794,8396,2018,1,2
1795,8397,2019,1,2
1796,8398,2020,1,2
1797,8399,2021,1,2
1798,8400,2022,1,2
1799,8401,418,1,3
1800,8402,419,1,3
1801,8403,420,1,3
1802,8404,421,1,3
1803,8405,422,1,3
1804,8406,1418,1,4
1805,8407,1419,1,4
1806,8408,1420,1,4
1807,8409,1421,1,4
1808,8410,1422,1,4
1809,8411,3218,1,5
1810,8412,3219,1,5
1811,8413,3220,1,5
1812,8414,3221,1,5
1813,8415,3222,1,5
1814,8416,5218,1,7
1815,8417,5219,1,7
1816,8418,5220,1,7
1817,8419,5221,1,7
1818,8420,5222,1,7
1819,8421,4218,1,8
1820,8422,4219,1,8
1821,8423,4220,1,8
1822,8424,4221,1,8
1823,8425,4222,1,8
1824,8426,4418,1,9
1825,8427,4419,1,9
1826,8428,4420,1,9
1827,8429,4421,1,9
1828,8430,4422,1,9
1829,8431,5418,1,10
1830,8432,5419,1,10
1831,8433,5420,1,10
1832,8434,5421,1,10
1833,8435,5422,1,10
1834,8436,7002,1,131
1835,8437,7202,1,132
1836,8438,7402,1,133
1837,8439,7602,1,134
1838,8440,7802,1,135
1839,8441,8002,1,136
1840,8442,8202,1,137
1841,8443,8402,1,138
1842,8444,9002,1,139
1843,8445,9202,1,140
1844,8446,9402,1,141
1845,9093,225,1,1
1846,9094,226,1,1
1847,9095,227,1,1
1848,9096,228,1,1
1849,9097,229,1,1
1850,9099,2025,1,2
1851,9100,2026,1,2
1852,9101,2027,1,2
1853,9102,2028,1,2
1854,9103,2029,1,2
1855,9105,425,1,3
1856,9106,426,1,3
1857,9107,427,1,3
1858,9108,428,1,3
1859,9109,429,1,3
1860,9111,1425,1,4
1861,9112,1426,1,4
1862,9113,1427,1,4
1863,9114,1428,1,4
1864,9115,1429,1,4
1865,9117,3225,1,5
1866,9118,3226,1,5
1867,9119,3227,1,5
1868,9120,3228,1,5
1869,9121,3229,1,5
1870,9123,5225,1,7
1871,9124,5226,1,7
1872,9125,5227,1,7
1873,9126,5228,1,7
1874,9127,5229,1,7
1875,9129,4225,1,8
1876,9130,4226,1,8
1877,9131,4227,1,8
1878,9132,4228,1,8
1879,9133,4229,1,8
1880,9135,4425,1,9
1881,9136,4426,1,9
1882,9137,4427,1,9
1883,9138,4428,1,9
1884,9139,4429,1,9
1885,9141,5425,1,10
1886,9142,5426,1,10
1887,9143,5427,1,10
1888,9144,5428,1,10
1889,9145,5429,1,10
1890,9147,2625,1,6
1891,9148,2626,1,6
1892,9149,2627,1,6
1893,9150,2628,1,6
1894,9151,2629,1,6
1895,9173,224,1,1
1896,9174,223,1,1
1897,9175,2023,1,2
1898,9176,423,1,3
1899,9177,1423,1,4
1900,9178,3223,1,5
1901,9179,2623,1,6
1902,9180,5223,1,7
1903,9181,4223,1,8
1904,9182,4423,1,9
1905,9183,5423,1,10
1906,9245,2611,1,6
1907,9257,2618,1,6
1908,9258,2619,1,6
1909,9259,2621,1,6
1910,9260,2620,1,6
1911,9261,2622,1,6
1912,9262,2613,1,6
1913,9263,2614,1,6
1914,9264,2615,1,6
1915,9265,2616,1,6
1916,9266,2617,1,6
1917,10132,7003,1,131
1918,10133,7203,1,132
1919,10134,7403,1,133
1920,10135,7603,1,134
1921,10136,7803,1,135
1922,10137,8003,1,136
1923,10138,8203,1,137
1924,10139,8403,1,138
1925,10140,9003,1,139
1926,10141,9203,1,140
1927,10142,9403,1,141
1928,10417,611,1,175
1929,10418,623,1,175
1930,10479,3411,1,174
1931,10480,3423,1,174
1932,10541,5611,1,176
1933,10542,5623,1,176
1934,11765,230,1,1
1935,11766,2030,1,2
1936,11767,430,1,3
1937,11768,1430,1,4
1938,11769,3230,1,5
1939,11770,2630,1,6
1940,11771,630,1,175
1941,11772,3430,1,174
1942,11773,5230,1,7
1943,11774,4230,1,8
1944,11775,4430,1,9
1945,11776,5430,1,10
1946,11777,5630,1,176
1947,11778,231,1,1
1948,11779,232,1,1
1949,11780,233,1,1
1950,11781,234,1,1
1951,11782,235,1,1
1952,11783,236,1,1
1953,11784,2032,1,2
1954,11785,2033,1,2
1955,11786,2034,1,2
1956,11787,2035,1,2
1957,11788,2036,1,2
1958,11789,432,1,3
1959,11790,433,1,3
1960,11791,434,1,3
1961,11792,435,1,3
1962,11793,436,1,3
1963,11794,1432,1,4
1964,11795,1433,1,4
1965,11796,1434,1,4
1966,11797,1435,1,4
1967,11798,1436,1,4
1968,11799,3232,1,5
1969,11800,3233,1,5
1970,11801,3234,1,5
1971,11802,3235,1,5
1972,11803,3236,1,5
1973,11804,2632,1,6
1974,11805,2633,1,6
1975,11806,2634,1,6
1976,11807,2635,1,6
1977,11808,2636,1,6
1978,11809,632,1,175
1979,11810,633,1,175
1980,11811,634,1,175
1981,11812,635,1,175
1982,11813,636,1,175
1983,11814,3432,1,174
1984,11815,3433,1,174
1985,11816,3434,1,174
1986,11817,3435,1,174
1987,11818,3436,1,174
1988,11819,5232,1,7
1989,11820,5233,1,7
1990,11821,5234,1,7
1991,11822,5235,1,7
1992,11823,5236,1,7
1993,11824,4232,1,8
1994,11825,4233,1,8
1995,11826,4234,1,8
1996,11827,4235,1,8
1997,11828,4236,1,8
1998,11829,4432,1,9
1999,11830,4433,1,9
2000,11831,4434,1,9
2001,11832,4435,1,9
2002,11833,4436,1,9
2003,11834,5432,1,10
2004,11835,5433,1,10
2005,11836,5434,1,10
2006,11837,5435,1,10
2007,11838,5436,1,10
2008,11839,5632,1,176
2009,11840,5633,1,176
2010,11841,5634,1,176
2011,11842,5635,1,176
2012,11843,5636,1,176
2013,12476,613,1,175
2014,12477,614,1,175
2015,12478,615,1,175
2016,12479,616,1,175
2017,12480,617,1,175
2018,12482,625,1,175
2019,12483,626,1,175
2020,12484,627,1,175
2021,12485,628,1,175
2022,12486,629,1,175
2023,12488,3413,1,174
2024,12489,3414,1,174
2025,12490,3415,1,174
2026,12491,3416,1,174
2027,12492,3417,1,174
2028,12494,3425,1,174
2029,12495,3426,1,174
2030,12496,3427,1,174
2031,12497,3428,1,174
2032,12498,3429,1,174
2033,12500,5613,1,176
2034,12501,5614,1,176
2035,12502,5615,1,176
2036,12503,5616,1,176
2037,12504,5617,1,176
2038,12506,5625,1,176
2039,12507,5626,1,176
2040,12508,5627,1,176
2041,12509,5628,1,176
2042,12510,5629,1,176
2043,14984,7004,1,131
2044,14985,7005,1,131
2045,14986,7006,1,131
2046,14987,7007,1,131
2047,14988,7008,1,131
2048,14989,7204,1,132
2049,14990,7205,1,132
2050,14991,7206,1,132
2051,14992,7207,1,132
2052,14993,7208,1,132
2053,14994,7404,1,133
2054,14995,7405,1,133
2055,14996,7406,1,133
2056,14997,7407,1,133
2057,14998,7408,1,133
2058,14999,7604,1,134
2059,15000,7605,1,134
2060,15001,7606,1,134
2061,15002,7607,1,134
2062,15003,7608,1,134
2063,15004,7804,1,135
2064,15005,7805,1,135
2065,15006,7806,1,135
2066,15007,7807,1,135
2067,15008,7808,1,135
2068,15009,8004,1,136
2069,15010,8005,1,136
2070,15011,8006,1,136
2071,15012,8007,1,136
2072,15013,8008,1,136
2073,15014,8204,1,137
2074,15015,8205,1,137
2075,15016,8206,1,137
2076,15017,8207,1,137
2077,15018,8208,1,137
2078,15019,8404,1,138
2079,15020,8405,1,138
2080,15021,8406,1,138
2081,15022,8407,1,138
2082,15023,8408,1,138
2083,15024,9004,1,139
2084,15025,9005,1,139
2085,15026,9006,1,139
2086,15027,9007,1,139
2087,15028,9008,1,139
2088,15029,9204,1,140
2089,15030,9205,1,140
2090,15031,9206,1,140
2091,15032,9207,1,140
2092,15033,9208,1,140
2093,15034,9404,1,141
2094,15035,9405,1,141
2095,15036,9406,1,141
2096,15037,9407,1,141
2097,15038,9408,1,141
2098,15039,7016,1,131
2099,15040,7017,1,131
2100,15041,7018,1,131
2101,15042,7019,1,131
2102,15043,7020,1,131
2103,15044,7216,1,132
2104,15045,7217,1,132
2105,15046,7218,1,132
2106,15047,7219,1,132
2107,15048,7220,1,132
2108,15049,7416,1,133
2109,15050,7417,1,133
2110,15051,7418,1,133
2111,15052,7419,1,133
2112,15053,7420,1,133
2113,15054,7616,1,134
2114,15055,7617,1,134
2115,15056,7618,1,134
2116,15057,7619,1,134
2117,15058,7620,1,134
2118,15059,7816,1,135
2119,15060,7817,1,135
2120,15061,7818,1,135
2121,15062,7819,1,135
2122,15063,7820,1,135
2123,15064,8016,1,136
2124,15065,8017,1,136
2125,15066,8018,1,136
2126,15067,8019,1,136
2127,15068,8020,1,136
2128,15069,8216,1,137
2129,15070,8217,1,137
2130,15071,8218,1,137
2131,15072,8219,1,137
2132,15073,8220,1,137
2133,15074,8416,1,138
2134,15075,8417,1,138
2135,15076,8418,1,138
2136,15077,8419,1,138
2137,15078,8420,1,138
2138,15079,9016,1,139
2139,15080,9017,1,139
2140,15081,9018,1,139
2141,15082,9019,1,139
2142,15083,9020,1,139
2143,15084,9216,1,140
2144,15085,9217,1,140
2145,15086,9218,1,140
2146,15087,9219,1,140
2147,15088,9220,1,140
2148,15089,9416,1,141
2149,15090,9417,1,141
2150,15091,9418,1,141
2151,15092,9419,1,141
2152,15093,9420,1,141
2153,15654,7009,1,131
2154,15655,7209,1,132
2155,15656,7409,1,133
2156,15657,7609,1,134
2157,15658,7809,1,135
2158,15659,8009,1,136
2159,15660,8209,1,137
2160,15661,8409,1,138
2161,15662,9009,1,139
2162,15663,9209,1,140
2163,15664,9409,1,141
2164,15665,7010,1,131
2165,15666,7011,1,131
2166,15667,7012,1,131
2167,15668,7013,1,131
2168,15669,7014,1,131
2169,15670,7210,1,132
2170,15671,7211,1,132
2171,15672,7212,1,132
2172,15673,7213,1,132
2173,15674,7214,1,132
2174,15675,7410,1,133
2175,15676,7411,1,133
2176,15677,7412,1,133
2177,15678,7413,1,133
2178,15679,7414,1,133
2179,15680,7610,1,134
2180,15681,7611,1,134
2181,15682,7612,1,134
2182,15683,7613,1,134
2183,15684,7614,1,134
2184,15685,7810,1,135
2185,15686,7811,1,135
2186,15687,7812,1,135
2187,15688,7813,1,135
2188,15689,7814,1,135
2189,15690,8010,1,136
2190,15691,8011,1,136
2191,15692,8012,1,136
2192,15693,8013,1,136
2193,15694,8014,1,136
2194,15695,8210,1,137
2195,15696,8211,1,137
2196,15697,8212,1,137
2197,15698,8213,1,137
2198,15699,8214,1,137
2199,15700,8410,1,138
2200,15701,8411,1,138
2201,15702,8412,1,138
2202,15703,8413,1,138
2203,15704,8414,1,138
2204,15705,9010,1,139
2205,15706,9011,1,139
2206,15707,9012,1,139
2207,15708,9013,1,139
2208,15709,9014,1,139
2209,15710,9210,1,140
2210,15711,9211,1,140
2211,15712,9212,1,140
2212,15713,9213,1,140
2213,15714,9214,1,140
2214,15715,9410,1,141
2215,15716,9411,1,141
2216,15717,9412,1,141
2217,15718,9413,1,141
2218,15719,9414,1,141
2219,15873,7015,1,131
2220,15874,7215,1,132
2221,15875,7415,1,133
2222,15876,7615,1,134
2223,15877,7815,1,135
2224,15878,8015,1,136
2225,15879,8215,1,137
2226,15880,8415,1,138
2227,15881,9015,1,139
2228,15882,9215,1,140
2229,17742,239,1,1
2230,17743,240,1,1
2231,17744,241,1,1
2232,17745,242,1,1
