#,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Item1,Item2,PopRange0,PopRange1,PopRange2,Unknown5,Unknown6,Unknown7,Unknown8,Image,PlaceName,Unknown9,Objective1,Objective2,Objective3,RequiredAmount1,RequiredAmount2,Unknown10,Unknown11,Unknown12,Unknown13
30,Expedition Maulkorb,"Die dichten Ätherströme des Diadems ziehen hochgefährliche Kreaturen an, die zu einer ernsten Bedrohung für die Sicherheit des Expeditionspersonals geworden sind. Schlagkräftigen Aben­teurer­gruppen, welche die Ungeheuer beseitigen, winken großzügige Belohnungen. Das Haus Haillenarte hat Duftfallen aufgestellt, die angezündet werden müssen, um die unerwünschten Kreaturen anzulocken.

Außerdem warten in der näheren Umgebung weitere Aufgaben darauf, von engagierten Aben­teurer­gruppen erledigt zu werden.

※ Fülle den Bewertungsbalken durch das Abschließen von FATEs und anderen Aktionen!",Hier Kontrollzentrale Haillenarte. Die Expedition zur Ungeheuerbeseitigung wurde erfolgreich abgeschlossen. Ich wiederhole: Expedition abgeschlossen.,Das Haus dankt der Besatzung des Luftschiffs für die geleisteten Dienste. Die Belohnung wurde an euren Koordinaten abgeworfen.,"Es steht euch frei, eure Expedition des gesamten Diadems auf eigene Faust fortzusetzen. Benutzt die Ätherfissuren und das Portal, wie es euch beliebt. Viel Erfolg!",0,0,6710320,6710306,6710291,0,0,0,6887960,111101,0,0,79,84,71,3,3,3,0,0,0
31,Expedition Artenschutz,"Von den Schwebenden Inseln aus wurden auf dem Diadem seltene Geschöpfe der Urzeit gesichtet. Einige davon sind durch die gewaltigen Einflüsse der Elemente zu einzigartigen Ausprägungen ihrer Spezies mutiert. Zum Zwecke der wissenschaftlichen Unter­such­ung bittet das Haus Haillenarte mutige Aben­teurer­gruppen darum, Proben dieser grotesken Lebewesen zu besorgen. Dazu müssen spezielle Duftfallen angezündet werden, welche die gewünschten Kreaturen anlocken.

Außerdem warten in der näheren Umgebung weitere Aufgaben darauf, von engagierten Aben­teurer­gruppen erledigt zu werden.

※ Fülle den Bewertungsbalken durch das Abschließen von FATEs und anderen Aktionen!",Hier Kontrollzentrale Haillenarte. Die Expedition zur Probengewinnung wurde erfolgreich abgeschlossen. Ich wiederhole: Expedition abgeschlossen.,Das Haus dankt der Besatzung des Luftschiffs für die geleisteten Dienste. Die Belohnung wurde an euren Koordinaten abgeworfen.,"Es steht euch frei, eure Expedition des gesamten Diadems auf eigene Faust fortzusetzen. Benutzt die Ätherfissuren und das Portal, wie es euch beliebt. Viel Erfolg!",2002064,2002062,6710303,6710333,6710324,0,0,0,6710323,111101,0,0,28,33,36,3,3,1,0,0,0
32,Expedition Blütenduft,"Zur Herstellung der unentbehrlichen Duftfallen, mit denen bestimmte auf dem Diadem ansässige Kreaturen angelockt werden können, benötigen die Wissenschaftler des Hauses Haillenarte seltene Duftstoffe. Aben­teurer­gruppen, die sich auf dem Diadem befinden, werden gebeten, sich an den designierten Ort zu begeben, die angewiesenen Ungeheuer zu besiegen und die benötigten Duftstoffe zu entnehmen.

Außerdem warten in der näheren Umgebung weitere Aufgaben darauf, von engagierten Aben­teurer­gruppen erledigt zu werden.

※ Fülle den Bewertungsbalken durch das Abschließen von FATEs und anderen Aktionen!",Hier Kontrollzentrale Haillenarte. Die Expedition zur Duftstoffgewinnung wurde erfolgreich abgeschlossen. Ich wiederhole: Expedition abgeschlossen.,Das Haus dankt der Besatzung des Luftschiffs für die geleisteten Dienste. Die Belohnung wurde an euren Koordinaten abgeworfen.,"Es steht euch frei, eure Expedition des gesamten Diadems auf eigene Faust fortzusetzen. Benutzt die Ätherfissuren und das Portal, wie es euch beliebt. Viel Erfolg!",2002059,2002060,6710337,6782944,6710324,0,0,0,6710323,111101,0,0,48,49,50,3,3,1,0,0,0
33,Expedition Wundereiersuche,"Auf dem Diadem wurden Ur-Eier entdeckt, die für die Erforschung vorzeitlicher Lebewesen von großer Bedeutung sind. Die Ur-Eier selbst sind beinah unmöglich aufzuspüren, aber sogenannte Dottermäuse, die sich von den Ur-Eiern ernähren, dienen als verlässliche Hinweise auf das Vorhandensein der zoologischen Schätze. Aben­teurer­gruppen werden gebeten, während der Jagd auf Monster nach Dottermäusen Ausschau zu halten, und nach erfolgter Sichtung sich so schnell wie möglich zu den Dottermäusen zu begeben, sie zu beseitigen, das Ur-Ei einzusammeln und am vereinbarten Sammelpunkt abzuliefern.

Außerdem warten in der näheren Umgebung weitere Aufgaben darauf, von engagierten Aben­teurer­gruppen erledigt zu werden.

※ Fülle den Bewertungsbalken durch das Abschließen von FATEs und anderen Aktionen!",Hier Kontrollzentrale Haillenarte. Die Expedition zur Sicherstellung des Ur-Eies wurde erfolgreich abgeschlossen. Ich wiederhole: Expedition abgeschlossen.,Das Haus dankt der Besatzung des Luftschiffs für die geleisteten Dienste. Die Belohnung wurde an euren Koordinaten abgeworfen.,"Es steht euch frei, eure Expedition des gesamten Diadems auf eigene Faust fortzusetzen. Benutzt die Ätherfissuren und das Portal, wie es euch beliebt. Viel Erfolg!",0,0,6710294,6710329,6710329,0,0,6798623,6798622,111101,0,0,43,44,47,3,3,2,0,0,5
34,Expedition Wundereiersuche,"Auf dem Diadem wurden Ur-Eier entdeckt, die für die Erforschung vorzeitlicher Lebewesen von großer Bedeutung sind. Die Ur-Eier selbst sind beinah unmöglich aufzuspüren, aber sogenannte Dottermäuse, die sich von den Ur-Eiern ernähren, dienen als verlässliche Hinweise auf das Vorhandensein der zoologischen Schätze. Aben­teurer­gruppen werden gebeten, während der Jagd auf Monster nach Dottermäusen Ausschau zu halten, und nach erfolgter Sichtung sich so schnell wie möglich zu den Dottermäusen zu begeben, sie zu beseitigen, das Ur-Ei einzusammeln und am vereinbarten Sammelpunkt abzuliefern.

Außerdem warten in der näheren Umgebung weitere Aufgaben darauf, von engagierten Aben­teurer­gruppen erledigt zu werden.

※ Fülle den Bewertungsbalken durch das Abschließen von FATEs und anderen Aktionen!",Hier Kontrollzentrale Haillenarte. Die Expedition zur Sicherstellung des Ur-Eies wurde erfolgreich abgeschlossen. Ich wiederhole: Expedition abgeschlossen.,Das Haus dankt der Besatzung des Luftschiffs für die geleisteten Dienste. Die Belohnung wurde an euren Koordinaten abgeworfen.,"Es steht euch frei, eure Expedition des gesamten Diadems auf eigene Faust fortzusetzen. Benutzt die Ätherfissuren und das Portal, wie es euch beliebt. Viel Erfolg!",0,0,6710332,6710311,6710311,0,0,6798619,6798618,111101,0,0,39,45,47,3,3,2,0,0,5
35,Expedition Winterschlaf,"Die Wissenschaftler des Hauses Haillenarte haben ein Debilitans genanntes Mittel entwickelt, um die gefährlichen Kreaturen des Diadems zu schwächen. Da die Möglichkeit besteht, dass die Ungeheuer eine Toleranz gegen das Mittel aufbauen, muss es immer wieder auf seine Wirksamkeit geprüft werden. Die Wissenschaftler bitten Aben­teurer­gruppen, das Mittel frei nach ihrem Ermessen einzusetzen und die so behandelten Ungeheuer auf ihre Kampfkraft zu testen - bis zu ihrem bitteren Ende.

Außerdem warten in der näheren Umgebung weitere Aufgaben darauf, von engagierten Aben­teurer­gruppen erledigt zu werden.

※ Fülle den Bewertungsbalken durch das Abschließen von FATEs und anderen Aktionen!",Hier Kontrollzentrale Haillenarte. Die Expedition zur Erprobung des Schwächungsmittels wurde erfolgreich abgeschlossen. Ich wiederhole: Expedition abgeschlossen.,Das Haus dankt der Besatzung des Luftschiffs für die geleisteten Dienste. Die Belohnung wurde an euren Koordinaten abgeworfen.,"Es steht euch frei, eure Expedition des gesamten Diadems auf eigene Faust fortzusetzen. Benutzt die Ätherfissuren und das Portal, wie es euch beliebt. Viel Erfolg!",2002061,0,6710324,6710302,6710289,0,0,0,6887959,111101,2745,0,51,55,60,1,3,3,0,0,0
36,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Expedition Kristallklar,"Die heftigen Umwälzungen, denen die Elementar­kräfte des Diadems unterliegen, lassen immer mehr Äther kristallisieren. Die aufgeladenen Kristalle stellen vielseitige und wertvolle Ressourcen dar. Das Haus Haillenarte bietet allen Aben­teurer­gruppen eine Belohnung an, welche überladene Elementarkristalle einsammeln und bei dem Piloten des Luftschiffs *Bounty* abliefern.

Außerdem warten in der näheren Umgebung weitere Aufgaben darauf, von engagierten Aben­teurer­gruppen erledigt zu werden.

※ Fülle den Bewertungsbalken durch das Abschließen von FATEs und anderen Aktionen!",Hier Kontrollzentrale Haillenarte. Die Expedition zur Kristallsammlung wurde erfolgreich abgeschlossen. Ich wiederhole: Expedition abgeschlossen.,Das Haus dankt der Besatzung des Luftschiffs für die geleisteten Dienste. Die Belohnung wurde an euren Koordinaten abgeworfen.,"Es steht euch frei, eure Expedition des gesamten Diadems auf eigene Faust fortzusetzen. Benutzt die Ätherfissuren und das Portal, wie es euch beliebt. Viel Erfolg!",2002044,2002041,6798630,6798638,6710324,0,0,0,6710323,111101,0,0,16,24,25,4,4,1,0,0,0
38,Expedition Maulkorb,"Die dichten Ätherströme des Diadems ziehen hochgefährliche Kreaturen an, die zu einer ernsten Bedrohung für die Sicherheit des Expeditionspersonals geworden sind. Schlagkräftigen Aben­teurer­gruppen, welche die Ungeheuer beseitigen, winken großzügige Belohnungen. Das Haus Haillenarte hat Duftfallen aufgestellt, die angezündet werden müssen, um die unerwünschten Kreaturen anzulocken.

Außerdem warten in der näheren Umgebung weitere Aufgaben darauf, von engagierten Aben­teurer­gruppen erledigt zu werden.

※ Fülle den Bewertungsbalken durch das Abschließen von FATEs und anderen Aktionen!",Hier Kontrollzentrale Haillenarte. Die Expedition zur Ungeheuerbeseitigung wurde erfolgreich abgeschlossen. Ich wiederhole: Expedition abgeschlossen.,Das Haus dankt der Besatzung des Luftschiffs für die geleisteten Dienste. Die Belohnung wurde an euren Koordinaten abgeworfen.,"Es steht euch frei, eure Expedition des gesamten Diadems auf eigene Faust fortzusetzen. Benutzt die Ätherfissuren und das Portal, wie es euch beliebt. Viel Erfolg!",0,0,6710310,6710299,6710289,0,0,0,6887959,111101,0,0,64,96,90,3,3,3,0,0,0
39,Expedition Maulkorb,"Die dichten Ätherströme des Diadems ziehen hochgefährliche Kreaturen an, die zu einer ernsten Bedrohung für die Sicherheit des Expeditionspersonals geworden sind. Schlagkräftigen Aben­teurer­gruppen, welche die Ungeheuer beseitigen, winken großzügige Belohnungen. Das Haus Haillenarte hat Duftfallen aufgestellt, die angezündet werden müssen, um die unerwünschten Kreaturen anzulocken.

Außerdem warten in der näheren Umgebung weitere Aufgaben darauf, von engagierten Aben­teurer­gruppen erledigt zu werden.

※ Fülle den Bewertungsbalken durch das Abschließen von FATEs und anderen Aktionen!",Hier Kontrollzentrale Haillenarte. Die Expedition zur Ungeheuerbeseitigung wurde trotz der Komplikationen erfolgreich abgeschlossen. Ich wiederhole: Expedition abgeschlossen.,Das Haus dankt der Besatzung des Luftschiffs für die geleisteten Dienste. Die Belohnung wurde an euren Koordinaten abgeworfen.,"Es steht euch frei, eure Expedition des gesamten Diadems auf eigene Faust fortzusetzen. Benutzt die Ätherfissuren und das Portal, wie es euch beliebt. Viel Erfolg!",0,0,6710286,6710325,6710325,0,0,0,6887974,111101,0,0,62,89,91,3,3,3,0,0,0
40,Expedition Maulkorb,"Die dichten Ätherströme des Diadems ziehen hochgefährliche Kreaturen an, die zu einer ernsten Bedrohung für die Sicherheit des Expeditionspersonals geworden sind. Schlagkräftigen Aben­teurer­gruppen, welche die Ungeheuer beseitigen, winken großzügige Belohnungen. Das Haus Haillenarte hat Duftfallen aufgestellt, die angezündet werden müssen, um die unerwünschten Kreaturen anzulocken.

Außerdem warten in der näheren Umgebung weitere Aufgaben darauf, von engagierten Aben­teurer­gruppen erledigt zu werden.

※ Fülle den Bewertungsbalken durch das Abschließen von FATEs und anderen Aktionen!",Hier Kontrollzentrale Haillenarte. Die Expedition zur Ungeheuerbeseitigung wurde erfolgreich abgeschlossen. Ich wiederhole: Expedition abgeschlossen.,Das Haus dankt der Besatzung des Luftschiffs für die geleisteten Dienste. Die Belohnung wurde an euren Koordinaten abgeworfen.,"Es steht euch frei, eure Expedition des gesamten Diadems auf eigene Faust fortzusetzen. Benutzt die Ätherfissuren und das Portal, wie es euch beliebt. Viel Erfolg!",0,0,6710340,6710314,6788805,0,0,0,6887984,111101,0,0,75,83,71,3,3,2,0,0,0
41,Expedition Artenschutz,"Von den Schwebenden Inseln aus wurden auf dem Diadem seltene Geschöpfe der Urzeit gesichtet. Einige davon sind durch die gewaltigen Einflüsse der Elemente zu einzigartigen Ausprägungen ihrer Spezies mutiert. Zum Zwecke der wissenschaftlichen Unter­such­ung bittet das Haus Haillenarte mutige Aben­teurer­gruppen darum, Proben dieser grotesken Lebewesen zu besorgen. Dazu müssen spezielle Duftfallen angezündet werden, welche die gewünschten Kreaturen anlocken.

Außerdem warten in der näheren Umgebung weitere Aufgaben darauf, von engagierten Aben­teurer­gruppen erledigt zu werden.

※ Fülle den Bewertungsbalken durch das Abschließen von FATEs und anderen Aktionen!",Hier Kontrollzentrale Haillenarte. Die Expedition zur Probengewinnung wurde erfolgreich abgeschlossen. Ich wiederhole: Expedition abgeschlossen.,Das Haus dankt der Besatzung des Luftschiffs für die geleisteten Dienste. Die Belohnung wurde an euren Koordinaten abgeworfen.,"Es steht euch frei, eure Expedition des gesamten Diadems auf eigene Faust fortzusetzen. Benutzt die Ätherfissuren und das Portal, wie es euch beliebt. Viel Erfolg!",2002064,2002062,6710329,6710295,6710324,0,0,0,6710323,111101,0,0,31,33,36,3,3,1,0,0,0
42,Expedition Blütenduft,"Zur Herstellung der unentbehrlichen Duftfallen, mit denen bestimmte auf dem Diadem ansässige Kreaturen angelockt werden können, benötigen die Wissenschaftler des Hauses Haillenarte seltene Duftstoffe. Aben­teurer­gruppen, die sich auf dem Diadem befinden, werden gebeten, sich an den designierten Ort zu begeben, die angewiesenen Ungeheuer zu besiegen und die benötigten Duftstoffe zu entnehmen.

Außerdem warten in der näheren Umgebung weitere Aufgaben darauf, von engagierten Aben­teurer­gruppen erledigt zu werden.

※ Fülle den Bewertungsbalken durch das Abschließen von FATEs und anderen Aktionen!",Hier Kontrollzentrale Haillenarte. Die Expedition zur Duftstoffgewinnung wurde erfolgreich abgeschlossen. Ich wiederhole: Expedition abgeschlossen.,Das Haus dankt der Besatzung des Luftschiffs für die geleisteten Dienste. Die Belohnung wurde an euren Koordinaten abgeworfen.,"Es steht euch frei, eure Expedition des gesamten Diadems auf eigene Faust fortzusetzen. Benutzt die Ätherfissuren und das Portal, wie es euch beliebt. Viel Erfolg!",2002059,2002060,6710336,6710317,6710324,0,0,0,6710323,111101,0,0,48,49,50,3,3,1,0,0,0
43,Expedition Wundereiersuche,"Auf dem Diadem wurden Ur-Eier entdeckt, die für die Erforschung vorzeitlicher Lebewesen von großer Bedeutung sind. Die Ur-Eier selbst sind beinah unmöglich aufzuspüren, aber sogenannte Dottermäuse, die sich von den Ur-Eiern ernähren, dienen als verlässliche Hinweise auf das Vorhandensein der zoologischen Schätze. Aben­teurer­gruppen werden gebeten, während der Jagd auf Monster nach Dottermäusen Ausschau zu halten, und nach erfolgter Sichtung sich so schnell wie möglich zu den Dottermäusen zu begeben, sie zu beseitigen, das Ur-Ei einzusammeln und am vereinbarten Sammelpunkt abzuliefern.

Außerdem warten in der näheren Umgebung weitere Aufgaben darauf, von engagierten Aben­teurer­gruppen erledigt zu werden.

※ Fülle den Bewertungsbalken durch das Abschließen von FATEs und anderen Aktionen!",Hier Kontrollzentrale Haillenarte. Die Expedition zur Sicherstellung des Ur-Eies wurde erfolgreich abgeschlossen. Ich wiederhole: Expedition abgeschlossen.,Das Haus dankt der Besatzung des Luftschiffs für die geleisteten Dienste. Die Belohnung wurde an euren Koordinaten abgeworfen.,"Es steht euch frei, eure Expedition des gesamten Diadems auf eigene Faust fortzusetzen. Benutzt die Ätherfissuren und das Portal, wie es euch beliebt. Viel Erfolg!",0,0,6710328,6710321,6710321,0,0,6798621,6798620,111101,0,0,38,46,47,3,3,2,0,0,5
44,Expedition Wundereiersuche,"Auf dem Diadem wurden Ur-Eier entdeckt, die für die Erforschung vorzeitlicher Lebewesen von großer Bedeutung sind. Die Ur-Eier selbst sind beinah unmöglich aufzuspüren, aber sogenannte Dottermäuse, die sich von den Ur-Eiern ernähren, dienen als verlässliche Hinweise auf das Vorhandensein der zoologischen Schätze. Aben­teurer­gruppen werden gebeten, während der Jagd auf Monster nach Dottermäusen Ausschau zu halten, und nach erfolgter Sichtung sich so schnell wie möglich zu den Dottermäusen zu begeben, sie zu beseitigen, das Ur-Ei einzusammeln und am vereinbarten Sammelpunkt abzuliefern.

Außerdem warten in der näheren Umgebung weitere Aufgaben darauf, von engagierten Aben­teurer­gruppen erledigt zu werden.

※ Fülle den Bewertungsbalken durch das Abschließen von FATEs und anderen Aktionen!",Hier Kontrollzentrale Haillenarte. Die Expedition zur Sicherstellung des Ur-Eies wurde erfolgreich abgeschlossen. Ich wiederhole: Expedition abgeschlossen.,Das Haus dankt der Besatzung des Luftschiffs für die geleisteten Dienste. Die Belohnung wurde an euren Koordinaten abgeworfen.,"Es steht euch frei, eure Expedition des gesamten Diadems auf eigene Faust fortzusetzen. Benutzt die Ätherfissuren und das Portal, wie es euch beliebt. Viel Erfolg!",0,0,6710311,6710337,6710337,0,0,6798627,6798626,111101,0,0,40,45,47,3,3,2,0,0,5
45,Expedition Winterschlaf,"Die Wissenschaftler des Hauses Haillenarte haben ein Debilitans genanntes Mittel entwickelt, um die gefährlichen Kreaturen des Diadems zu schwächen. Da die Möglichkeit besteht, dass die Ungeheuer eine Toleranz gegen das Mittel aufbauen, muss es immer wieder auf seine Wirksamkeit geprüft werden. Die Wissenschaftler bitten Aben­teurer­gruppen, das Mittel frei nach ihrem Ermessen einzusetzen und die so behandelten Ungeheuer auf ihre Kampfkraft zu testen - bis zu ihrem bitteren Ende.

Außerdem warten in der näheren Umgebung weitere Aufgaben darauf, von engagierten Aben­teurer­gruppen erledigt zu werden.

※ Fülle den Bewertungsbalken durch das Abschließen von FATEs und anderen Aktionen!",Hier Kontrollzentrale Haillenarte. Die Expedition zur Erprobung des Schwächungsmittels wurde erfolgreich abgeschlossen. Ich wiederhole: Expedition abgeschlossen.,Das Haus dankt der Besatzung des Luftschiffs für die geleisteten Dienste. Die Belohnung wurde an euren Koordinaten abgeworfen.,"Es steht euch frei, eure Expedition des gesamten Diadems auf eigene Faust fortzusetzen. Benutzt die Ätherfissuren und das Portal, wie es euch beliebt. Viel Erfolg!",2002061,0,6710324,6782944,6710341,0,0,0,6887979,111101,2745,0,51,52,59,1,3,3,0,0,0
46,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Expedition Kristallklar,"Die heftigen Umwälzungen, denen die Elementar­kräfte des Diadems unterliegen, lassen immer mehr Äther kristallisieren. Die aufgeladenen Kristalle stellen vielseitige und wertvolle Ressourcen dar. Das Haus Haillenarte bietet allen Aben­teurer­gruppen eine Belohnung an, welche überladene Elementarkristalle einsammeln und bei dem Piloten des Luftschiffs *Bounty* abliefern.

Außerdem warten in der näheren Umgebung weitere Aufgaben darauf, von engagierten Aben­teurer­gruppen erledigt zu werden.

※ Fülle den Bewertungsbalken durch das Abschließen von FATEs und anderen Aktionen!",Hier Kontrollzentrale Haillenarte. Die Expedition zur Kristallsammlung wurde erfolgreich abgeschlossen. Ich wiederhole: Expedition abgeschlossen.,Das Haus dankt der Besatzung des Luftschiffs für die geleisteten Dienste. Die Belohnung wurde an euren Koordinaten abgeworfen.,"Es steht euch frei, eure Expedition des gesamten Diadems auf eigene Faust fortzusetzen. Benutzt die Ätherfissuren und das Portal, wie es euch beliebt. Viel Erfolg!",2002043,2002046,6798653,6798657,6710324,0,0,0,6710323,111101,0,0,15,23,25,4,4,1,0,0,0
48,Expedition Maulkorb,"Die dichten Ätherströme des Diadems ziehen hochgefährliche Kreaturen an, die zu einer ernsten Bedrohung für die Sicherheit des Expeditionspersonals geworden sind. Schlagkräftigen Aben­teurer­gruppen, welche die Ungeheuer beseitigen, winken großzügige Belohnungen. Das Haus Haillenarte hat Duftfallen aufgestellt, die angezündet werden müssen, um die unerwünschten Kreaturen anzulocken.

Außerdem warten in der näheren Umgebung weitere Aufgaben darauf, von engagierten Aben­teurer­gruppen erledigt zu werden.

※ Fülle den Bewertungsbalken durch das Abschließen von FATEs und anderen Aktionen!",Hier Kontrollzentrale Haillenarte. Die Expedition zur Ungeheuerbeseitigung wurde erfolgreich abgeschlossen. Ich wiederhole: Expedition abgeschlossen.,Das Haus dankt der Besatzung des Luftschiffs für die geleisteten Dienste. Die Belohnung wurde an euren Koordinaten abgeworfen.,"Es steht euch frei, eure Expedition des gesamten Diadems auf eigene Faust fortzusetzen. Benutzt die Ätherfissuren und das Portal, wie es euch beliebt. Viel Erfolg!",0,0,6710295,6788805,6710317,0,0,0,6887971,111101,0,0,78,65,92,3,3,3,0,0,0
49,Expedition Maulkorb,"Die dichten Ätherströme des Diadems ziehen hochgefährliche Kreaturen an, die zu einer ernsten Bedrohung für die Sicherheit des Expeditionspersonals geworden sind. Schlagkräftigen Aben­teurer­gruppen, welche die Ungeheuer beseitigen, winken großzügige Belohnungen. Das Haus Haillenarte hat Duftfallen aufgestellt, die angezündet werden müssen, um die unerwünschten Kreaturen anzulocken.

Außerdem warten in der näheren Umgebung weitere Aufgaben darauf, von engagierten Aben­teurer­gruppen erledigt zu werden.

※ Fülle den Bewertungsbalken durch das Abschließen von FATEs und anderen Aktionen!",Hier Kontrollzentrale Haillenarte. Die Expedition zur Ungeheuerbeseitigung wurde trotz der Komplikationen erfolgreich abgeschlossen. Ich wiederhole: Expedition abgeschlossen.,Das Haus dankt der Besatzung des Luftschiffs für die geleisteten Dienste. Die Belohnung wurde an euren Koordinaten abgeworfen.,"Es steht euch frei, eure Expedition des gesamten Diadems auf eigene Faust fortzusetzen. Benutzt die Ätherfissuren und das Portal, wie es euch beliebt. Viel Erfolg!",0,0,6710291,6710345,6710345,0,0,0,6887983,111101,0,0,81,87,90,3,3,2,0,0,0
50,Expedition Maulkorb,"Die dichten Ätherströme des Diadems ziehen hochgefährliche Kreaturen an, die zu einer ernsten Bedrohung für die Sicherheit des Expeditionspersonals geworden sind. Schlagkräftigen Aben­teurer­gruppen, welche die Ungeheuer beseitigen, winken großzügige Belohnungen. Das Haus Haillenarte hat Duftfallen aufgestellt, die angezündet werden müssen, um die unerwünschten Kreaturen anzulocken.

Außerdem warten in der näheren Umgebung weitere Aufgaben darauf, von engagierten Aben­teurer­gruppen erledigt zu werden.

※ Fülle den Bewertungsbalken durch das Abschließen von FATEs und anderen Aktionen!",Hier Kontrollzentrale Haillenarte. Die Expedition zur Ungeheuerbeseitigung wurde erfolgreich abgeschlossen. Ich wiederhole: Expedition abgeschlossen.,Das Haus dankt der Besatzung des Luftschiffs für die geleisteten Dienste. Die Belohnung wurde an euren Koordinaten abgeworfen.,"Es steht euch frei, eure Expedition des gesamten Diadems auf eigene Faust fortzusetzen. Benutzt die Ätherfissuren und das Portal, wie es euch beliebt. Viel Erfolg!",0,0,6710286,6710325,6710310,0,0,0,6887968,111101,0,0,62,89,71,3,3,2,0,0,0
51,Expedition Artenschutz,"Von den Schwebenden Inseln aus wurden auf dem Diadem seltene Geschöpfe der Urzeit gesichtet. Einige davon sind durch die gewaltigen Einflüsse der Elemente zu einzigartigen Ausprägungen ihrer Spezies mutiert. Zum Zwecke der wissenschaftlichen Unter­such­ung bittet das Haus Haillenarte mutige Aben­teurer­gruppen darum, Proben dieser grotesken Lebewesen zu besorgen. Dazu müssen spezielle Duftfallen angezündet werden, welche die gewünschten Kreaturen anlocken.

Außerdem warten in der näheren Umgebung weitere Aufgaben darauf, von engagierten Aben­teurer­gruppen erledigt zu werden.

※ Fülle den Bewertungsbalken durch das Abschließen von FATEs und anderen Aktionen!",Hier Kontrollzentrale Haillenarte. Die Expedition zur Probengewinnung wurde erfolgreich abgeschlossen. Ich wiederhole: Expedition abgeschlossen.,Das Haus dankt der Besatzung des Luftschiffs für die geleisteten Dienste. Die Belohnung wurde an euren Koordinaten abgeworfen.,"Es steht euch frei, eure Expedition des gesamten Diadems auf eigene Faust fortzusetzen. Benutzt die Ätherfissuren und das Portal, wie es euch beliebt. Viel Erfolg!",2002064,2002062,6710294,6710314,6710324,0,0,0,6710323,111101,0,0,31,33,36,3,3,1,0,0,0
52,Expedition Blütenduft,"Zur Herstellung der unentbehrlichen Duftfallen, mit denen bestimmte auf dem Diadem ansässige Kreaturen angelockt werden können, benötigen die Wissenschaftler des Hauses Haillenarte seltene Duftstoffe. Aben­teurer­gruppen, die sich auf dem Diadem befinden, werden gebeten, sich an den designierten Ort zu begeben, die angewiesenen Ungeheuer zu besiegen und die benötigten Duftstoffe zu entnehmen.

Außerdem warten in der näheren Umgebung weitere Aufgaben darauf, von engagierten Aben­teurer­gruppen erledigt zu werden.

※ Fülle den Bewertungsbalken durch das Abschließen von FATEs und anderen Aktionen!",Hier Kontrollzentrale Haillenarte. Die Expedition zur Duftstoffgewinnung wurde erfolgreich abgeschlossen. Ich wiederhole: Expedition abgeschlossen.,Das Haus dankt der Besatzung des Luftschiffs für die geleisteten Dienste. Die Belohnung wurde an euren Koordinaten abgeworfen.,"Es steht euch frei, eure Expedition des gesamten Diadems auf eigene Faust fortzusetzen. Benutzt die Ätherfissuren und das Portal, wie es euch beliebt. Viel Erfolg!",2002059,2002060,6710341,6782944,6710324,0,0,0,6710323,111101,0,0,48,49,50,3,3,1,0,0,0
53,Expedition Wundereiersuche,"Auf dem Diadem wurden Ur-Eier entdeckt, die für die Erforschung vorzeitlicher Lebewesen von großer Bedeutung sind. Die Ur-Eier selbst sind beinah unmöglich aufzuspüren, aber sogenannte Dottermäuse, die sich von den Ur-Eiern ernähren, dienen als verlässliche Hinweise auf das Vorhandensein der zoologischen Schätze. Aben­teurer­gruppen werden gebeten, während der Jagd auf Monster nach Dottermäusen Ausschau zu halten, und nach erfolgter Sichtung sich so schnell wie möglich zu den Dottermäusen zu begeben, sie zu beseitigen, das Ur-Ei einzusammeln und am vereinbarten Sammelpunkt abzuliefern.

Außerdem warten in der näheren Umgebung weitere Aufgaben darauf, von engagierten Aben­teurer­gruppen erledigt zu werden.

※ Fülle den Bewertungsbalken durch das Abschließen von FATEs und anderen Aktionen!",Hier Kontrollzentrale Haillenarte. Die Expedition zur Sicherstellung des Ur-Eies wurde erfolgreich abgeschlossen. Ich wiederhole: Expedition abgeschlossen.,Das Haus dankt der Besatzung des Luftschiffs für die geleisteten Dienste. Die Belohnung wurde an euren Koordinaten abgeworfen.,"Es steht euch frei, eure Expedition des gesamten Diadems auf eigene Faust fortzusetzen. Benutzt die Ätherfissuren und das Portal, wie es euch beliebt. Viel Erfolg!",0,0,6710299,6710337,6710337,0,0,6798625,6798624,111101,0,0,38,45,47,3,3,2,0,0,5
