#,Singular,Plural,Description,Name,Adjective,PossessivePronoun,StartsWithVowel,Unknown_70_4,Pronoun,Article,Model,Icon,Unknown_70_8,Style
158,Halbrahmenbrille[p] - Silber,Halbrahmenbrillen[p] - Silber,Silbernes Gesichtsaccessoire,Halbrahmenbrille - Silber,3,1,0,1,1,0,136586,200158,0,13
159,Halbrahmenbrille[p] - Gold,Halbrahmenbrillen[p] - Gold,Goldenes Gesichtsaccessoire,Halbrahmenbrille - Gold,3,1,0,1,1,0,202122,200159,0,13
160,Halbrahmenbrille[p] - Schwarz,Halbrahmenbrillen[p] - Schwarz,Schwarzes Gesichtsaccessoire,Halbrahmenbrille - Schwarz,3,1,0,1,1,0,267658,200160,0,13
161,Halbrahmenbrille[p] - Weiß,Halbrahmenbrillen[p] - Weiß,Weißes Gesichtsaccessoire,Halbrahmenbrille - Weiß,3,1,0,1,1,0,333194,200161,0,13
162,Halbrahmenbrille[p] - Grau,Halbrahmenbrillen[p] - Grau,Graues Gesichtsaccessoire,Halbrahmenbrille - Grau,3,1,0,1,1,0,398730,200162,0,13
163,Halbrahmenbrille[p] - Rot,Halbrahmenbrillen[p] - Rot,Rotes Gesichtsaccessoire,Halbrahmenbrille - Rot,3,1,0,1,1,0,464266,200163,0,13
164,Halbrahmenbrille[p] - Blau,Halbrahmenbrillen[p] - Blau,Blaues Gesichtsaccessoire,Halbrahmenbrille - Blau,3,1,0,1,1,0,529802,200164,0,13
165,Halbrahmenbrille[p] - Grün,Halbrahmenbrillen[p] - Grün,Grünes Gesichtsaccessoire,Halbrahmenbrille - Grün,3,1,0,1,1,0,595338,200165,0,13
166,Halbrahmenbrille[p] - Messing,Halbrahmenbrillen[p] - Messing,Messingfarbenes Gesichtsaccessoire,Halbrahmenbrille - Messing,3,1,0,1,1,0,660874,200166,0,13
167,Halbrahmenbrille[p] - Violett,Halbrahmenbrillen[p] - Violett,Violettes Gesichtsaccessoire,Halbrahmenbrille - Violett,3,1,0,1,1,0,726410,200167,0,13
168,Halbrahmenbrille[p] - Braun,Halbrahmenbrillen[p] - Braun,Braunes Gesichtsaccessoire,Halbrahmenbrille - Braun,3,1,0,1,1,0,791946,200168,0,13
169,oval[a] Lesebrille,oval[a] Lesebrillen,Ungefärbtes Gesichtsaccessoire,Ovale Lesebrille,3,1,0,1,1,0,71051,200169,0,14
170,oval[a] Lesebrille[p] - Silber,oval[a] Lesebrillen[p] - Silber,Silbernes Gesichtsaccessoire,Ovale Lesebrille - Silber,3,1,0,1,1,0,136587,200170,0,14
171,oval[a] Lesebrille[p] - Gold,oval[a] Lesebrillen[p] - Gold,Goldenes Gesichtsaccessoire,Ovale Lesebrille - Gold,3,1,0,1,1,0,202123,200171,0,14
172,oval[a] Lesebrille[p] - Schwarz,oval[a] Lesebrillen[p] - Schwarz,Schwarzes Gesichtsaccessoire,Ovale Lesebrille - Schwarz,3,1,0,1,1,0,267659,200172,0,14
173,oval[a] Lesebrille[p] - Weiß,oval[a] Lesebrillen[p] - Weiß,Weißes Gesichtsaccessoire,Ovale Lesebrille - Weiß,3,1,0,1,1,0,333195,200173,0,14
174,oval[a] Lesebrille[p] - Grau,oval[a] Lesebrillen[p] - Grau,Graues Gesichtsaccessoire,Ovale Lesebrille - Grau,3,1,0,1,1,0,398731,200174,0,14
175,oval[a] Lesebrille[p] - Rot,oval[a] Lesebrillen[p] - Rot,Rotes Gesichtsaccessoire,Ovale Lesebrille - Rot,3,1,0,1,1,0,464267,200175,0,14
176,oval[a] Lesebrille[p] - Blau,oval[a] Lesebrillen[p] - Blau,Blaues Gesichtsaccessoire,Ovale Lesebrille - Blau,3,1,0,1,1,0,529803,200176,0,14
177,oval[a] Lesebrille[p] - Grün,oval[a] Lesebrillen[p] - Grün,Grünes Gesichtsaccessoire,Ovale Lesebrille - Grün,3,1,0,1,1,0,595339,200177,0,14
178,oval[a] Lesebrille[p] - Messing,oval[a] Lesebrillen[p] - Messing,Messingfarbenes Gesichtsaccessoire,Ovale Lesebrille - Messing,3,1,0,1,1,0,660875,200178,0,14
179,oval[a] Lesebrille[p] - Violett,oval[a] Lesebrillen[p] - Violett,Violettes Gesichtsaccessoire,Ovale Lesebrille - Violett,3,1,0,1,1,0,726411,200179,0,14
180,oval[a] Lesebrille[p] - Braun,oval[a] Lesebrillen[p] - Braun,Braunes Gesichtsaccessoire,Ovale Lesebrille - Braun,3,1,0,1,1,0,791947,200180,0,14
181,elegant[a] rahmenlos[a] Brille,elegant[a] rahmenlos[a] Brillen,Ungefärbtes Gesichtsaccessoire,Elegante rahmenlose Brille,3,1,0,1,1,0,71052,200181,0,15
182,elegant[a] rahmenlos[a] Brille[p] - Silber,elegant[a] rahmenlos[a] Brillen[p] - Silber,Silbernes Gesichtsaccessoire,Elegante rahmenlose Brille - Silber,3,1,0,1,1,0,136588,200182,0,15
183,elegant[a] rahmenlos[a] Brille[p] - Gold,elegant[a] rahmenlos[a] Brillen[p] - Gold,Goldenes Gesichtsaccessoire,Elegante rahmenlose Brille - Gold,3,1,0,1,1,0,202124,200183,0,15
184,elegant[a] rahmenlos[a] Brille[p] - Schwarz,elegant[a] rahmenlos[a] Brillen[p] - Schwarz,Schwarzes Gesichtsaccessoire,Elegante rahmenlose Brille - Schwarz,3,1,0,1,1,0,267660,200184,0,15
185,elegant[a] rahmenlos[a] Brille[p] - Weiß,elegant[a] rahmenlos[a] Brillen[p] - Weiß,Weißes Gesichtsaccessoire,Elegante rahmenlose Brille - Weiß,3,1,0,1,1,0,333196,200185,0,15
186,elegant[a] rahmenlos[a] Brille[p] - Grau,elegant[a] rahmenlos[a] Brillen[p] - Grau,Graues Gesichtsaccessoire,Elegante rahmenlose Brille - Grau,3,1,0,1,1,0,398732,200186,0,15
187,elegant[a] rahmenlos[a] Brille[p] - Rot,elegant[a] rahmenlos[a] Brillen[p] - Rot,Rotes Gesichtsaccessoire,Elegante rahmenlose Brille - Rot,3,1,0,1,1,0,464268,200187,0,15
188,elegant[a] rahmenlos[a] Brille[p] - Blau,elegant[a] rahmenlos[a] Brillen[p] - Blau,Blaues Gesichtsaccessoire,Elegante rahmenlose Brille - Blau,3,1,0,1,1,0,529804,200188,0,15
189,elegant[a] rahmenlos[a] Brille[p] - Grün,elegant[a] rahmenlos[a] Brillen[p] - Grün,Grünes Gesichtsaccessoire,Elegante rahmenlose Brille - Grün,3,1,0,1,1,0,595340,200189,0,15
190,elegant[a] rahmenlos[a] Brille[p] - Messing,elegant[a] rahmenlos[a] Brillen[p] - Messing,Messingfarbenes Gesichtsaccessoire,Elegante rahmenlose Brille - Messing,3,1,0,1,1,0,660876,200190,0,15
191,elegant[a] rahmenlos[a] Brille[p] - Violett,elegant[a] rahmenlos[a] Brillen[p] - Violett,Violettes Gesichtsaccessoire,Elegante rahmenlose Brille - Violett,3,1,0,1,1,0,726412,200191,0,15
192,elegant[a] rahmenlos[a] Brille[p] - Braun,elegant[a] rahmenlos[a] Brillen[p] - Braun,Braunes Gesichtsaccessoire,Elegante rahmenlose Brille - Braun,3,1,0,1,1,0,791948,200192,0,15
193,Katzenaugenbrille,Katzenaugenbrillen,Ungefärbtes Gesichtsaccessoire,Katzenaugenbrille,3,1,0,1,1,0,71053,200193,0,16
194,Katzenaugenbrille[p] - Silber,Katzenaugenbrillen[p] - Silber,Silbernes Gesichtsaccessoire,Katzenaugenbrille - Silber,3,1,0,1,1,0,136589,200194,0,16
195,Katzenaugenbrille[p] - Gold,Katzenaugenbrillen[p] - Gold,Goldenes Gesichtsaccessoire,Katzenaugenbrille - Gold,3,1,0,1,1,0,202125,200195,0,16
196,Katzenaugenbrille[p] - Schwarz,Katzenaugenbrillen[p] - Schwarz,Schwarzes Gesichtsaccessoire,Katzenaugenbrille - Schwarz,3,1,0,1,1,0,267661,200196,0,16
197,Katzenaugenbrille[p] - Weiß,Katzenaugenbrillen[p] - Weiß,Weißes Gesichtsaccessoire,Katzenaugenbrille - Weiß,3,1,0,1,1,0,333197,200197,0,16
198,Katzenaugenbrille[p] - Grau,Katzenaugenbrillen[p] - Grau,Graues Gesichtsaccessoire,Katzenaugenbrille - Grau,3,1,0,1,1,0,398733,200198,0,16
199,Katzenaugenbrille[p] - Rot,Katzenaugenbrillen[p] - Rot,Rotes Gesichtsaccessoire,Katzenaugenbrille - Rot,3,1,0,1,1,0,464269,200199,0,16
200,Katzenaugenbrille[p] - Blau,Katzenaugenbrillen[p] - Blau,Blaues Gesichtsaccessoire,Katzenaugenbrille - Blau,3,1,0,1,1,0,529805,200200,0,16
201,Katzenaugenbrille[p] - Grün,Katzenaugenbrillen[p] - Grün,Grünes Gesichtsaccessoire,Katzenaugenbrille - Grün,3,1,0,1,1,0,595341,200201,0,16
202,Katzenaugenbrille[p] - Messing,Katzenaugenbrillen[p] - Messing,Messingfarbenes Gesichtsaccessoire,Katzenaugenbrille - Messing,3,1,0,1,1,0,660877,200202,0,16
203,Katzenaugenbrille[p] - Violett,Katzenaugenbrillen[p] - Violett,Violettes Gesichtsaccessoire,Katzenaugenbrille - Violett,3,1,0,1,1,0,726413,200203,0,16
204,Katzenaugenbrille[p] - Braun,Katzenaugenbrillen[p] - Braun,Braunes Gesichtsaccessoire,Katzenaugenbrille - Braun,3,1,0,1,1,0,791949,200204,0,16
205,dünnrandig[a] Brille,dünnrandig[a] Brillen,Ungefärbtes Gesichtsaccessoire,Dünnrandige Brille,3,1,0,1,1,0,71054,200205,0,17
206,dünnrandig[a] Brille[p] - Silber,dünnrandig[a] Brillen[p] - Silber,Silbernes Gesichtsaccessoire,Dünnrandige Brille - Silber,3,1,0,1,1,0,136590,200206,0,17
207,dünnrandig[a] Brille[p] - Gold,dünnrandig[a] Brillen[p] - Gold,Goldenes Gesichtsaccessoire,Dünnrandige Brille - Gold,3,1,0,1,1,0,202126,200207,0,17
208,dünnrandig[a] Brille[p] - Schwarz,dünnrandig[a] Brillen[p] - Schwarz,Schwarzes Gesichtsaccessoire,Dünnrandige Brille - Schwarz,3,1,0,1,1,0,267662,200208,0,17
209,dünnrandig[a] Brille[p] - Weiß,dünnrandig[a] Brillen[p] - Weiß,Weißes Gesichtsaccessoire,Dünnrandige Brille - Weiß,3,1,0,1,1,0,333198,200209,0,17
210,dünnrandig[a] Brille[p] - Grau,dünnrandig[a] Brillen[p] - Grau,Graues Gesichtsaccessoire,Dünnrandige Brille - Grau,3,1,0,1,1,0,398734,200210,0,17
211,dünnrandig[a] Brille[p] - Rot,dünnrandig[a] Brillen[p] - Rot,Rotes Gesichtsaccessoire,Dünnrandige Brille - Rot,3,1,0,1,1,0,464270,200211,0,17
212,dünnrandig[a] Brille[p] - Blau,dünnrandig[a] Brillen[p] - Blau,Blaues Gesichtsaccessoire,Dünnrandige Brille - Blau,3,1,0,1,1,0,529806,200212,0,17
213,dünnrandig[a] Brille[p] - Grün,dünnrandig[a] Brillen[p] - Grün,Grünes Gesichtsaccessoire,Dünnrandige Brille - Grün,3,1,0,1,1,0,595342,200213,0,17
214,dünnrandig[a] Brille[p] - Messing,dünnrandig[a] Brillen[p] - Messing,Messingfarbenes Gesichtsaccessoire,Dünnrandige Brille - Messing,3,1,0,1,1,0,660878,200214,0,17
215,dünnrandig[a] Brille[p] - Violett,dünnrandig[a] Brillen[p] - Violett,Violettes Gesichtsaccessoire,Dünnrandige Brille - Violett,3,1,0,1,1,0,726414,200215,0,17
216,dünnrandig[a] Brille[p] - Braun,dünnrandig[a] Brillen[p] - Braun,Braunes Gesichtsaccessoire,Dünnrandige Brille - Braun,3,1,0,1,1,0,791950,200216,0,17
217,getönt[a] Sicherheitsbrille,getönt[a] Sicherheitsbrillen,Ungefärbtes Gesichtsaccessoire,Getönte Sicherheitsbrille,3,1,0,1,1,0,71055,200217,0,18
218,getönt[a] Sicherheitsbrille[p] - Silber,getönt[a] Sicherheitsbrillen[p] - Silber,Silbernes Gesichtsaccessoire,Getönte Sicherheitsbrille - Silber,3,1,0,1,1,0,136591,200218,0,18
219,getönt[a] Sicherheitsbrille[p] - Gold,getönt[a] Sicherheitsbrillen[p] - Gold,Goldenes Gesichtsaccessoire,Getönte Sicherheitsbrille - Gold,3,1,0,1,1,0,202127,200219,0,18
220,getönt[a] Sicherheitsbrille[p] - Schwarz,getönt[a] Sicherheitsbrillen[p] - Schwarz,Schwarzes Gesichtsaccessoire,Getönte Sicherheitsbrille - Schwarz,3,1,0,1,1,0,267663,200220,0,18
221,getönt[a] Sicherheitsbrille[p] - Weiß,getönt[a] Sicherheitsbrillen[p] - Weiß,Weißes Gesichtsaccessoire,Getönte Sicherheitsbrille - Weiß,3,1,0,1,1,0,333199,200221,0,18
222,getönt[a] Sicherheitsbrille[p] - Grau,getönt[a] Sicherheitsbrillen[p] - Grau,Graues Gesichtsaccessoire,Getönte Sicherheitsbrille - Grau,3,1,0,1,1,0,398735,200222,0,18
223,getönt[a] Sicherheitsbrille[p] - Rot,getönt[a] Sicherheitsbrillen[p] - Rot,Rotes Gesichtsaccessoire,Getönte Sicherheitsbrille - Rot,3,1,0,1,1,0,464271,200223,0,18
224,getönt[a] Sicherheitsbrille[p] - Blau,getönt[a] Sicherheitsbrillen[p] - Blau,Blaues Gesichtsaccessoire,Getönte Sicherheitsbrille - Blau,3,1,0,1,1,0,529807,200224,0,18
225,getönt[a] Sicherheitsbrille[p] - Grün,getönt[a] Sicherheitsbrillen[p] - Grün,Grünes Gesichtsaccessoire,Getönte Sicherheitsbrille - Grün,3,1,0,1,1,0,595343,200225,0,18
226,getönt[a] Sicherheitsbrille[p] - Messing,getönt[a] Sicherheitsbrillen[p] - Messing,Messingfarbenes Gesichtsaccessoire,Getönte Sicherheitsbrille - Messing,3,1,0,1,1,0,660879,200226,0,18
227,getönt[a] Sicherheitsbrille[p] - Violett,getönt[a] Sicherheitsbrillen[p] - Violett,Violettes Gesichtsaccessoire,Getönte Sicherheitsbrille - Violett,3,1,0,1,1,0,726415,200227,0,18
228,getönt[a] Sicherheitsbrille[p] - Braun,getönt[a] Sicherheitsbrillen[p] - Braun,Braunes Gesichtsaccessoire,Getönte Sicherheitsbrille - Braun,3,1,0,1,1,0,791951,200228,0,18
229,Augenklappe[p] (links),Augenklappen[p] (links),Ungefärbtes Gesichtsaccessoire,Augenklappe (links),3,1,0,1,1,0,71056,200229,0,19
230,Augenklappe[p] (links) - Silber,Augenklappen[p] (links) - Silber,Silbernes Gesichtsaccessoire,Augenklappe (links) - Silber,3,1,0,1,1,0,136592,200230,0,19
231,Augenklappe[p] (links) - Gold,Augenklappen[p] (links) - Gold,Goldenes Gesichtsaccessoire,Augenklappe (links) - Gold,3,1,0,1,1,0,202128,200231,0,19
232,Augenklappe[p] (links) - Schwarz,Augenklappen[p] (links) - Schwarz,Schwarzes Gesichtsaccessoire,Augenklappe (links) - Schwarz,3,1,0,1,1,0,267664,200232,0,19
233,Augenklappe[p] (links) - Weiß,Augenklappen[p] (links) - Weiß,Weißes Gesichtsaccessoire,Augenklappe (links) - Weiß,3,1,0,1,1,0,333200,200233,0,19
234,Augenklappe[p] (links) - Grau,Augenklappen[p] (links) - Grau,Graues Gesichtsaccessoire,Augenklappe (links) - Grau,3,1,0,1,1,0,398736,200234,0,19
235,Augenklappe[p] (links) - Rot,Augenklappen[p] (links) - Rot,Rotes Gesichtsaccessoire,Augenklappe (links) - Rot,3,1,0,1,1,0,464272,200235,0,19
236,Augenklappe[p] (links) - Blau,Augenklappen[p] (links) - Blau,Blaues Gesichtsaccessoire,Augenklappe (links) - Blau,3,1,0,1,1,0,529808,200236,0,19
237,Augenklappe[p] (links) - Grün,Augenklappen[p] (links) - Grün,Grünes Gesichtsaccessoire,Augenklappe (links) - Grün,3,1,0,1,1,0,595344,200237,0,19
238,Augenklappe[p] (links) - Messing,Augenklappen[p] (links) - Messing,Messingfarbenes Gesichtsaccessoire,Augenklappe (links) - Messing,3,1,0,1,1,0,660880,200238,0,19
239,Augenklappe[p] (links) - Violett,Augenklappen[p] (links) - Violett,Violettes Gesichtsaccessoire,Augenklappe (links) - Violett,3,1,0,1,1,0,726416,200239,0,19
240,Augenklappe[p] (links) - Braun,Augenklappen[p] (links) - Braun,Braunes Gesichtsaccessoire,Augenklappe (links) - Braun,3,1,0,1,1,0,791952,200240,0,19
241,Augenklappe[p] (rechts),Augenklappen[p] (rechts),Ungefärbtes Gesichtsaccessoire,Augenklappe (rechts),3,1,0,1,1,0,71057,200241,0,20
242,Augenklappe[p] (rechts) - Silber,Augenklappen[p] (rechts) - Silber,Silbernes Gesichtsaccessoire,Augenklappe (rechts) - Silber,3,1,0,1,1,0,136593,200242,0,20
243,Augenklappe[p] (rechts) - Gold,Augenklappen[p] (rechts) - Gold,Goldenes Gesichtsaccessoire,Augenklappe (rechts) - Gold,3,1,0,1,1,0,202129,200243,0,20
244,Augenklappe[p] (rechts) - Schwarz,Augenklappen[p] (rechts) - Schwarz,Schwarzes Gesichtsaccessoire,Augenklappe (rechts) - Schwarz,3,1,0,1,1,0,267665,200244,0,20
245,Augenklappe[p] (rechts) - Weiß,Augenklappen[p] (rechts) - Weiß,Weißes Gesichtsaccessoire,Augenklappe (rechts) - Weiß,3,1,0,1,1,0,333201,200245,0,20
246,Augenklappe[p] (rechts) - Grau,Augenklappen[p] (rechts) - Grau,Graues Gesichtsaccessoire,Augenklappe (rechts) - Grau,3,1,0,1,1,0,398737,200246,0,20
247,Augenklappe[p] (rechts) - Rot,Augenklappen[p] (rechts) - Rot,Rotes Gesichtsaccessoire,Augenklappe (rechts) - Rot,3,1,0,1,1,0,464273,200247,0,20
248,Augenklappe[p] (rechts) - Blau,Augenklappen[p] (rechts) - Blau,Blaues Gesichtsaccessoire,Augenklappe (rechts) - Blau,3,1,0,1,1,0,529809,200248,0,20
249,Augenklappe[p] (rechts) - Grün,Augenklappen[p] (rechts) - Grün,Grünes Gesichtsaccessoire,Augenklappe (rechts) - Grün,3,1,0,1,1,0,595345,200249,0,20
250,Augenklappe[p] (rechts) - Messing,Augenklappen[p] (rechts) - Messing,Messingfarbenes Gesichtsaccessoire,Augenklappe (rechts) - Messing,3,1,0,1,1,0,660881,200250,0,20
251,Augenklappe[p] (rechts) - Violett,Augenklappen[p] (rechts) - Violett,Violettes Gesichtsaccessoire,Augenklappe (rechts) - Violett,3,1,0,1,1,0,726417,200251,0,20
252,Augenklappe[p] (rechts) - Braun,Augenklappen[p] (rechts) - Braun,Braunes Gesichtsaccessoire,Augenklappe (rechts) - Braun,3,1,0,1,1,0,791953,200252,0,20
253,metallisch[a] Augenklappe[p] (links),metallisch[a] Augenklappen[p] (links),Ungefärbtes Gesichtsaccessoire,Metallische Augenklappe (links),3,1,0,1,1,0,71058,200253,0,21
254,metallisch[a] Augenklappe[p] (links) - Silber,metallisch[a] Augenklappen[p] (links) - Silber,Silbernes Gesichtsaccessoire,Metallische Augenklappe (links) - Silber,3,1,0,1,1,0,136594,200254,0,21
255,metallisch[a] Augenklappe[p] (links) - Gold,metallisch[a] Augenklappen[p] (links) - Gold,Goldenes Gesichtsaccessoire,Metallische Augenklappe (links) - Gold,3,1,0,1,1,0,202130,200255,0,21
256,metallisch[a] Augenklappe[p] (links) - Schwarz,metallisch[a] Augenklappen[p] (links) - Schwarz,Schwarzes Gesichtsaccessoire,Metallische Augenklappe (links) - Schwarz,3,1,0,1,1,0,267666,200256,0,21
257,metallisch[a] Augenklappe[p] (links) - Weiß,metallisch[a] Augenklappen[p] (links) - Weiß,Weißes Gesichtsaccessoire,Metallische Augenklappe (links) - Weiß,3,1,0,1,1,0,333202,200257,0,21
258,metallisch[a] Augenklappe[p] (links) - Grau,metallisch[a] Augenklappen[p] (links) - Grau,Graues Gesichtsaccessoire,Metallische Augenklappe (links) - Grau,3,1,0,1,1,0,398738,200258,0,21
259,metallisch[a] Augenklappe[p] (links) - Rot,metallisch[a] Augenklappen[p] (links) - Rot,Rotes Gesichtsaccessoire,Metallische Augenklappe (links) - Rot,3,1,0,1,1,0,464274,200259,0,21
260,metallisch[a] Augenklappe[p] (links) - Blau,metallisch[a] Augenklappen[p] (links) - Blau,Blaues Gesichtsaccessoire,Metallische Augenklappe (links) - Blau,3,1,0,1,1,0,529810,200260,0,21
261,metallisch[a] Augenklappe[p] (links) - Grün,metallisch[a] Augenklappen[p] (links) - Grün,Grünes Gesichtsaccessoire,Metallische Augenklappe (links) - Grün,3,1,0,1,1,0,595346,200261,0,21
262,metallisch[a] Augenklappe[p] (links) - Messing,metallisch[a] Augenklappen[p] (links) - Messing,Messingfarbenes Gesichtsaccessoire,Metallische Augenklappe (links) - Messing,3,1,0,1,1,0,660882,200262,0,21
263,metallisch[a] Augenklappe[p] (links) - Violett,metallisch[a] Augenklappen[p] (links) - Violett,Violettes Gesichtsaccessoire,Metallische Augenklappe (links) - Violett,3,1,0,1,1,0,726418,200263,0,21
264,metallisch[a] Augenklappe[p] (links) - Braun,metallisch[a] Augenklappen[p] (links) - Braun,Braunes Gesichtsaccessoire,Metallische Augenklappe (links) - Braun,3,1,0,1,1,0,791954,200264,0,21
265,metallisch[a] Augenklappe[p] (rechts),metallisch[a] Augenklappen[p] (rechts),Ungefärbtes Gesichtsaccessoire,Metallische Augenklappe (rechts),3,1,0,1,1,0,71059,200265,0,22
266,metallisch[a] Augenklappe[p] (rechts) - Silber,metallisch[a] Augenklappen[p] (rechts) - Silber,Silbernes Gesichtsaccessoire,Metallische Augenklappe (rechts) - Silber,3,1,0,1,1,0,136595,200266,0,22
267,metallisch[a] Augenklappe[p] (rechts) - Gold,metallisch[a] Augenklappen[p] (rechts) - Gold,Goldenes Gesichtsaccessoire,Metallische Augenklappe (rechts) - Gold,3,1,0,1,1,0,202131,200267,0,22
268,metallisch[a] Augenklappe[p] (rechts) - Schwarz,metallisch[a] Augenklappen[p] (rechts) - Schwarz,Schwarzes Gesichtsaccessoire,Metallische Augenklappe (rechts) - Schwarz,3,1,0,1,1,0,267667,200268,0,22
269,metallisch[a] Augenklappe[p] (rechts) - Weiß,metallisch[a] Augenklappen[p] (rechts) - Weiß,Weißes Gesichtsaccessoire,Metallische Augenklappe (rechts) - Weiß,3,1,0,1,1,0,333203,200269,0,22
270,metallisch[a] Augenklappe[p] (rechts) - Grau,metallisch[a] Augenklappen[p] (rechts) - Grau,Graues Gesichtsaccessoire,Metallische Augenklappe (rechts) - Grau,3,1,0,1,1,0,398739,200270,0,22
271,metallisch[a] Augenklappe[p] (rechts) - Rot,metallisch[a] Augenklappen[p] (rechts) - Rot,Rotes Gesichtsaccessoire,Metallische Augenklappe (rechts) - Rot,3,1,0,1,1,0,464275,200271,0,22
272,metallisch[a] Augenklappe[p] (rechts) - Blau,metallisch[a] Augenklappen[p] (rechts) - Blau,Blaues Gesichtsaccessoire,Metallische Augenklappe (rechts) - Blau,3,1,0,1,1,0,529811,200272,0,22
273,metallisch[a] Augenklappe[p] (rechts) - Grün,metallisch[a] Augenklappen[p] (rechts) - Grün,Grünes Gesichtsaccessoire,Metallische Augenklappe (rechts) - Grün,3,1,0,1,1,0,595347,200273,0,22
274,metallisch[a] Augenklappe[p] (rechts) - Messing,metallisch[a] Augenklappen[p] (rechts) - Messing,Messingfarbenes Gesichtsaccessoire,Metallische Augenklappe (rechts) - Messing,3,1,0,1,1,0,660883,200274,0,22
275,metallisch[a] Augenklappe[p] (rechts) - Violett,metallisch[a] Augenklappen[p] (rechts) - Violett,Violettes Gesichtsaccessoire,Metallische Augenklappe (rechts) - Violett,3,1,0,1,1,0,726419,200275,0,22
276,metallisch[a] Augenklappe[p] (rechts) - Braun,metallisch[a] Augenklappen[p] (rechts) - Braun,Braunes Gesichtsaccessoire,Metallische Augenklappe (rechts) - Braun,3,1,0,1,1,0,791955,200276,0,22
277,Coeurl-Brille,Coeurl-Brillen,Ungefärbtes Gesichtsaccessoire,Coeurl-Brille,3,1,0,1,1,0,71060,200277,0,23
278,Coeurl-Brille[p] - Silber,Coeurl-Brillen[p] - Silber,Silbernes Gesichtsaccessoire,Coeurl-Brille - Silber,3,1,0,1,1,0,136596,200278,0,23
279,Coeurl-Brille[p] - Gold,Coeurl-Brillen[p] - Gold,Goldenes Gesichtsaccessoire,Coeurl-Brille - Gold,3,1,0,1,1,0,202132,200279,0,23
280,Coeurl-Brille[p] - Schwarz,Coeurl-Brillen[p] - Schwarz,Schwarzes Gesichtsaccessoire,Coeurl-Brille - Schwarz,3,1,0,1,1,0,267668,200280,0,23
281,Coeurl-Brille[p] - Weiß,Coeurl-Brillen[p] - Weiß,Weißes Gesichtsaccessoire,Coeurl-Brille - Weiß,3,1,0,1,1,0,333204,200281,0,23
282,Coeurl-Brille[p] - Grau,Coeurl-Brillen[p] - Grau,Graues Gesichtsaccessoire,Coeurl-Brille - Grau,3,1,0,1,1,0,398740,200282,0,23
283,Coeurl-Brille[p] - Rot,Coeurl-Brillen[p] - Rot,Rotes Gesichtsaccessoire,Coeurl-Brille - Rot,3,1,0,1,1,0,464276,200283,0,23
284,Coeurl-Brille[p] - Blau,Coeurl-Brillen[p] - Blau,Blaues Gesichtsaccessoire,Coeurl-Brille - Blau,3,1,0,1,1,0,529812,200284,0,23
285,Coeurl-Brille[p] - Grün,Coeurl-Brillen[p] - Grün,Grünes Gesichtsaccessoire,Coeurl-Brille - Grün,3,1,0,1,1,0,595348,200285,0,23
286,Coeurl-Brille[p] - Messing,Coeurl-Brillen[p] - Messing,Messingfarbenes Gesichtsaccessoire,Coeurl-Brille - Messing,3,1,0,1,1,0,660884,200286,0,23
287,Coeurl-Brille[p] - Violett,Coeurl-Brillen[p] - Violett,Violettes Gesichtsaccessoire,Coeurl-Brille - Violett,3,1,0,1,1,0,726420,200287,0,23
288,Coeurl-Brille[p] - Braun,Coeurl-Brillen[p] - Braun,Braunes Gesichtsaccessoire,Coeurl-Brille - Braun,3,1,0,1,1,0,791956,200288,0,23
289,Lesebrille,Lesebrillen,Ungefärbtes Gesichtsaccessoire,Lesebrille,3,1,0,1,1,0,71061,200289,0,24
290,Lesebrille[p] - Silber,Lesebrillen[p] - Silber,Silbernes Gesichtsaccessoire,Lesebrille - Silber,3,1,0,1,1,0,136597,200290,0,24
291,Lesebrille[p] - Gold,Lesebrillen[p] - Gold,Goldenes Gesichtsaccessoire,Lesebrille - Gold,3,1,0,1,1,0,202133,200291,0,24
292,Lesebrille[p] - Schwarz,Lesebrillen[p] - Schwarz,Schwarzes Gesichtsaccessoire,Lesebrille - Schwarz,3,1,0,1,1,0,267669,200292,0,24
293,Lesebrille[p] - Weiß,Lesebrillen[p] - Weiß,Weißes Gesichtsaccessoire,Lesebrille - Weiß,3,1,0,1,1,0,333205,200293,0,24
294,Lesebrille[p] - Grau,Lesebrillen[p] - Grau,Graues Gesichtsaccessoire,Lesebrille - Grau,3,1,0,1,1,0,398741,200294,0,24
295,Lesebrille[p] - Rot,Lesebrillen[p] - Rot,Rotes Gesichtsaccessoire,Lesebrille - Rot,3,1,0,1,1,0,464277,200295,0,24
296,Lesebrille[p] - Blau,Lesebrillen[p] - Blau,Blaues Gesichtsaccessoire,Lesebrille - Blau,3,1,0,1,1,0,529813,200296,0,24
297,Lesebrille[p] - Grün,Lesebrillen[p] - Grün,Grünes Gesichtsaccessoire,Lesebrille - Grün,3,1,0,1,1,0,595349,200297,0,24
298,Lesebrille[p] - Messing,Lesebrillen[p] - Messing,Messingfarbenes Gesichtsaccessoire,Lesebrille - Messing,3,1,0,1,1,0,660885,200298,0,24
299,Lesebrille[p] - Violett,Lesebrillen[p] - Violett,Violettes Gesichtsaccessoire,Lesebrille - Violett,3,1,0,1,1,0,726421,200299,0,24
300,Lesebrille[p] - Braun,Lesebrillen[p] - Braun,Braunes Gesichtsaccessoire,Lesebrille - Braun,3,1,0,1,1,0,791957,200300,0,24
