#,Name,Description,QuestRequirement,CRP,BSM,ARM,GSM,LTW,WVR,ALC,CUL,AnimationStart,AnimationEnd,Icon,RequiredStatus,ClassJobCategory,ClassJobLevel,Cost,ClassJob,Specialist
100136,Motorisches Gedächtnis,"Die Arbeit schreitet um etwa ein Drittel des Gesamt-Fortschritts fort, dafür sinkt die Belastbarkeit (Maximum: 1000).
Erfolgswahrscheinlichkeit: 100 %
Nur beim **ersten Arbeitsschritt** einsetzbar.",0,100136,100136,100136,100136,100136,100136,100136,100136,239,246,786,0,0,1,0,-1,False
100137,Innovative Veredelung,"**Spezialistenkommando**
Die Qualität wird erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 100
Erfolgswahrscheinlichkeit: 40 %
Zusatzeffekt: **Innovation**",0,100137,100138,100139,100140,100141,100142,100143,100144,240,247,786,0,0,1,0,-1,False
100138,Innovative Veredelung,"**Spezialistenkommando**
Die Qualität wird erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 100
Erfolgswahrscheinlichkeit: 40 %
Zusatzeffekt: **Innovation**",0,100137,100138,100139,100140,100141,100142,100143,100144,240,247,786,0,0,1,0,-1,False
100139,Innovative Veredelung,"**Spezialistenkommando**
Die Qualität wird erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 100
Erfolgswahrscheinlichkeit: 40 %
Zusatzeffekt: **Innovation**",0,100137,100138,100139,100140,100141,100142,100143,100144,240,247,786,0,0,1,0,-1,False
100140,Innovative Veredelung,"**Spezialistenkommando**
Die Qualität wird erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 100
Erfolgswahrscheinlichkeit: 40 %
Zusatzeffekt: **Innovation**",0,100137,100138,100139,100140,100141,100142,100143,100144,240,247,786,0,0,1,0,-1,False
100141,Innovative Veredelung,"**Spezialistenkommando**
Die Qualität wird erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 100
Erfolgswahrscheinlichkeit: 40 %
Zusatzeffekt: **Innovation**",0,100137,100138,100139,100140,100141,100142,100143,100144,240,247,786,0,0,1,0,-1,False
100142,Innovative Veredelung,"**Spezialistenkommando**
Die Qualität wird erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 100
Erfolgswahrscheinlichkeit: 40 %
Zusatzeffekt: **Innovation**",0,100137,100138,100139,100140,100141,100142,100143,100144,240,247,786,0,0,1,0,-1,False
100143,Innovative Veredelung,"**Spezialistenkommando**
Die Qualität wird erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 100
Erfolgswahrscheinlichkeit: 40 %
Zusatzeffekt: **Innovation**",0,100137,100138,100139,100140,100141,100142,100143,100144,240,247,786,0,0,1,0,-1,False
100144,Innovative Veredelung,"**Spezialistenkommando**
Die Qualität wird erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 100
Erfolgswahrscheinlichkeit: 40 %
Zusatzeffekt: **Innovation**",0,100137,100138,100139,100140,100141,100142,100143,100144,240,247,786,0,0,1,0,-1,False
100145,Byregots Wunder,"**Spezialistenkommando**
Die Qualität wird erhöht.
Effizienz: 100 (+ pro Status **Innere Ruhe** weitere
15). Danach wird der Stapel der Status Innere Ruhe halbiert.
Erfolgswahrscheinlichkeit: 70 %",0,100145,100146,100147,100148,100149,100150,100151,100152,240,247,786,0,0,1,0,-1,False
100146,Byregots Wunder,"**Spezialistenkommando**
Die Qualität wird erhöht.
Effizienz: 100 (+ pro Status **Innere Ruhe** weitere
15). Danach wird der Stapel der Status Innere Ruhe halbiert.
Erfolgswahrscheinlichkeit: 70 %",0,100145,100146,100147,100148,100149,100150,100151,100152,240,247,786,0,0,1,0,-1,False
100147,Byregots Wunder,"**Spezialistenkommando**
Die Qualität wird erhöht.
Effizienz: 100 (+ pro Status **Innere Ruhe** weitere
15). Danach wird der Stapel der Status Innere Ruhe halbiert.
Erfolgswahrscheinlichkeit: 70 %",0,100145,100146,100147,100148,100149,100150,100151,100152,240,247,786,0,0,1,0,-1,False
100148,Byregots Wunder,"**Spezialistenkommando**
Die Qualität wird erhöht.
Effizienz: 100 (+ pro Status **Innere Ruhe** weitere
15). Danach wird der Stapel der Status Innere Ruhe halbiert.
Erfolgswahrscheinlichkeit: 70 %",0,100145,100146,100147,100148,100149,100150,100151,100152,240,247,786,0,0,1,0,-1,False
100149,Byregots Wunder,"**Spezialistenkommando**
Die Qualität wird erhöht.
Effizienz: 100 (+ pro Status **Innere Ruhe** weitere
15). Danach wird der Stapel der Status Innere Ruhe halbiert.
Erfolgswahrscheinlichkeit: 70 %",0,100145,100146,100147,100148,100149,100150,100151,100152,240,247,786,0,0,1,0,-1,False
100150,Byregots Wunder,"**Spezialistenkommando**
Die Qualität wird erhöht.
Effizienz: 100 (+ pro Status **Innere Ruhe** weitere
15). Danach wird der Stapel der Status Innere Ruhe halbiert.
Erfolgswahrscheinlichkeit: 70 %",0,100145,100146,100147,100148,100149,100150,100151,100152,240,247,786,0,0,1,0,-1,False
100151,Byregots Wunder,"**Spezialistenkommando**
Die Qualität wird erhöht.
Effizienz: 100 (+ pro Status **Innere Ruhe** weitere
15). Danach wird der Stapel der Status Innere Ruhe halbiert.
Erfolgswahrscheinlichkeit: 70 %",0,100145,100146,100147,100148,100149,100150,100151,100152,240,247,786,0,0,1,0,-1,False
100152,Byregots Wunder,"**Spezialistenkommando**
Die Qualität wird erhöht.
Effizienz: 100 (+ pro Status **Innere Ruhe** weitere
15). Danach wird der Stapel der Status Innere Ruhe halbiert.
Erfolgswahrscheinlichkeit: 70 %",0,100145,100146,100147,100148,100149,100150,100151,100152,240,247,786,0,0,1,0,-1,False
100153,Nymeias Rad,"**Spezialistenkommando**
Entsprechend der Stapelzahl von **Trällern** wird ein Teil der Belastbarkeit des Materials wieder­her­gestellt und Trällern beendet.
Erfolgswahrscheinlichkeit: 100 %",0,100153,100154,100155,100156,100157,100158,100159,100160,242,249,786,0,0,1,0,-1,False
100154,Nymeias Rad,"**Spezialistenkommando**
Entsprechend der Stapelzahl von **Trällern** wird ein Teil der Belastbarkeit des Materials wieder­her­gestellt und Trällern beendet.
Erfolgswahrscheinlichkeit: 100 %",0,100153,100154,100155,100156,100157,100158,100159,100160,242,249,786,0,0,1,0,-1,False
100155,Nymeias Rad,"**Spezialistenkommando**
Entsprechend der Stapelzahl von **Trällern** wird ein Teil der Belastbarkeit des Materials wieder­her­gestellt und Trällern beendet.
Erfolgswahrscheinlichkeit: 100 %",0,100153,100154,100155,100156,100157,100158,100159,100160,242,249,786,0,0,1,0,-1,False
100156,Nymeias Rad,"**Spezialistenkommando**
Entsprechend der Stapelzahl von **Trällern** wird ein Teil der Belastbarkeit des Materials wieder­her­gestellt und Trällern beendet.
Erfolgswahrscheinlichkeit: 100 %",0,100153,100154,100155,100156,100157,100158,100159,100160,242,249,786,0,0,1,0,-1,False
100157,Nymeias Rad,"**Spezialistenkommando**
Entsprechend der Stapelzahl von **Trällern** wird ein Teil der Belastbarkeit des Materials wieder­her­gestellt und Trällern beendet.
Erfolgswahrscheinlichkeit: 100 %",0,100153,100154,100155,100156,100157,100158,100159,100160,242,249,786,0,0,1,0,-1,False
100158,Nymeias Rad,"**Spezialistenkommando**
Entsprechend der Stapelzahl von **Trällern** wird ein Teil der Belastbarkeit des Materials wieder­her­gestellt und Trällern beendet.
Erfolgswahrscheinlichkeit: 100 %",0,100153,100154,100155,100156,100157,100158,100159,100160,242,249,786,0,0,1,0,-1,False
100159,Nymeias Rad,"**Spezialistenkommando**
Entsprechend der Stapelzahl von **Trällern** wird ein Teil der Belastbarkeit des Materials wieder­her­gestellt und Trällern beendet.
Erfolgswahrscheinlichkeit: 100 %",0,100153,100154,100155,100156,100157,100158,100159,100160,242,249,786,0,0,1,0,-1,False
100160,Nymeias Rad,"**Spezialistenkommando**
Entsprechend der Stapelzahl von **Trällern** wird ein Teil der Belastbarkeit des Materials wieder­her­gestellt und Trällern beendet.
Erfolgswahrscheinlichkeit: 100 %",0,100153,100154,100155,100156,100157,100158,100159,100160,242,249,786,0,0,1,0,-1,False
100161,Geübte Hand,"**Spezialistenkommando**
Sowohl Fortschritt als auch Qualität werden beträchtlich erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 150
Erfolgswahrscheinlichkeit: 100 %
Nur einsetzbar, wenn die Stapelzahlen von **Innere Ruhe** **und** **Trällern** **gleich** sind.",0,100161,100162,100163,100164,100165,100166,100167,100168,239,246,786,0,0,1,0,-1,False
100162,Geübte Hand,"**Spezialistenkommando**
Sowohl Fortschritt als auch Qualität werden beträchtlich erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 150
Erfolgswahrscheinlichkeit: 100 %
Nur einsetzbar, wenn die Stapelzahlen von **Innere Ruhe** **und** **Trällern** **gleich** sind.",0,100161,100162,100163,100164,100165,100166,100167,100168,239,246,786,0,0,1,0,-1,False
100163,Geübte Hand,"**Spezialistenkommando**
Sowohl Fortschritt als auch Qualität werden beträchtlich erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 150
Erfolgswahrscheinlichkeit: 100 %
Nur einsetzbar, wenn die Stapelzahlen von **Innere Ruhe** **und** **Trällern** **gleich** sind.",0,100161,100162,100163,100164,100165,100166,100167,100168,239,246,786,0,0,1,0,-1,False
100164,Geübte Hand,"**Spezialistenkommando**
Sowohl Fortschritt als auch Qualität werden beträchtlich erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 150
Erfolgswahrscheinlichkeit: 100 %
Nur einsetzbar, wenn die Stapelzahlen von **Innere Ruhe** **und** **Trällern** **gleich** sind.",0,100161,100162,100163,100164,100165,100166,100167,100168,239,246,786,0,0,1,0,-1,False
100165,Geübte Hand,"**Spezialistenkommando**
Sowohl Fortschritt als auch Qualität werden beträchtlich erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 150
Erfolgswahrscheinlichkeit: 100 %
Nur einsetzbar, wenn die Stapelzahlen von **Innere Ruhe** **und** **Trällern** **gleich** sind.",0,100161,100162,100163,100164,100165,100166,100167,100168,239,246,786,0,0,1,0,-1,False
100166,Geübte Hand,"**Spezialistenkommando**
Sowohl Fortschritt als auch Qualität werden beträchtlich erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 150
Erfolgswahrscheinlichkeit: 100 %
Nur einsetzbar, wenn die Stapelzahlen von **Innere Ruhe** **und** **Trällern** **gleich** sind.",0,100161,100162,100163,100164,100165,100166,100167,100168,239,246,786,0,0,1,0,-1,False
100167,Geübte Hand,"**Spezialistenkommando**
Sowohl Fortschritt als auch Qualität werden beträchtlich erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 150
Erfolgswahrscheinlichkeit: 100 %
Nur einsetzbar, wenn die Stapelzahlen von **Innere Ruhe** **und** **Trällern** **gleich** sind.",0,100161,100162,100163,100164,100165,100166,100167,100168,239,246,786,0,0,1,0,-1,False
100168,Geübte Hand,"**Spezialistenkommando**
Sowohl Fortschritt als auch Qualität werden beträchtlich erhöht, dafür sinkt die Belastbarkeit.
Effizienz: 150
Erfolgswahrscheinlichkeit: 100 %
Nur einsetzbar, wenn die Stapelzahlen von **Innere Ruhe** **und** **Trällern** **gleich** sind.",0,100161,100162,100163,100164,100165,100166,100167,100168,239,246,786,0,0,1,0,-1,False
100169,Zufriedenheit,"**Spezialistenkommando**
Verbraucht einen Status **Trällern**, um 15 HP wie­der­her­zu­stel­len.
Erfolgswahrscheinlichkeit: 100 %
Nur einsetzbar, wenn die Stapelzahl von **Trällern** ein **Vielfaches von 3** ist.",0,100169,100170,100171,100172,100173,100174,100175,100176,242,249,786,0,0,1,0,-1,False
100170,Zufriedenheit,"**Spezialistenkommando**
Verbraucht einen Status **Trällern**, um 15 HP wie­der­her­zu­stel­len.
Erfolgswahrscheinlichkeit: 100 %
Nur einsetzbar, wenn die Stapelzahl von **Trällern** ein **Vielfaches von 3** ist.",0,100169,100170,100171,100172,100173,100174,100175,100176,242,249,786,0,0,1,0,-1,False
100171,Zufriedenheit,"**Spezialistenkommando**
Verbraucht einen Status **Trällern**, um 15 HP wie­der­her­zu­stel­len.
Erfolgswahrscheinlichkeit: 100 %
Nur einsetzbar, wenn die Stapelzahl von **Trällern** ein **Vielfaches von 3** ist.",0,100169,100170,100171,100172,100173,100174,100175,100176,242,249,786,0,0,1,0,-1,False
100172,Zufriedenheit,"**Spezialistenkommando**
Verbraucht einen Status **Trällern**, um 15 HP wie­der­her­zu­stel­len.
Erfolgswahrscheinlichkeit: 100 %
Nur einsetzbar, wenn die Stapelzahl von **Trällern** ein **Vielfaches von 3** ist.",0,100169,100170,100171,100172,100173,100174,100175,100176,242,249,786,0,0,1,0,-1,False
100173,Zufriedenheit,"**Spezialistenkommando**
Verbraucht einen Status **Trällern**, um 15 HP wie­der­her­zu­stel­len.
Erfolgswahrscheinlichkeit: 100 %
Nur einsetzbar, wenn die Stapelzahl von **Trällern** ein **Vielfaches von 3** ist.",0,100169,100170,100171,100172,100173,100174,100175,100176,242,249,786,0,0,1,0,-1,False
100174,Zufriedenheit,"**Spezialistenkommando**
Verbraucht einen Status **Trällern**, um 15 HP wie­der­her­zu­stel­len.
Erfolgswahrscheinlichkeit: 100 %
Nur einsetzbar, wenn die Stapelzahl von **Trällern** ein **Vielfaches von 3** ist.",0,100169,100170,100171,100172,100173,100174,100175,100176,242,249,786,0,0,1,0,-1,False
100175,Zufriedenheit,"**Spezialistenkommando**
Verbraucht einen Status **Trällern**, um 15 HP wie­der­her­zu­stel­len.
Erfolgswahrscheinlichkeit: 100 %
Nur einsetzbar, wenn die Stapelzahl von **Trällern** ein **Vielfaches von 3** ist.",0,100169,100170,100171,100172,100173,100174,100175,100176,242,249,786,0,0,1,0,-1,False
100176,Zufriedenheit,"**Spezialistenkommando**
Verbraucht einen Status **Trällern**, um 15 HP wie­der­her­zu­stel­len.
Erfolgswahrscheinlichkeit: 100 %
Nur einsetzbar, wenn die Stapelzahl von **Trällern** ein **Vielfaches von 3** ist.",0,100169,100170,100171,100172,100173,100174,100175,100176,242,249,786,0,0,1,0,-1,False
100177,Letzter Schliff,,0,100177,100177,100177,100177,100177,100177,100177,100177,241,248,786,0,33,1,0,-1,False
100178,Kunst des Kundigen,"**Makellose Bearbeitung** verbraucht keine HP und die Belastbarkeit sinkt nicht. Dauer des Effekts abhängig vom Schwie­rig­keits­grad des Rezepts (Maximum: 25 Arbeits­schritte).
Nur beim **ersten Arbeitsschritt** einsetzbar.",0,100178,100178,100178,100178,100178,100178,100178,100178,242,249,786,0,0,1,0,-1,False
100179,Seele des Zimmerers,"**Spezialistenkommando**
Für 7 Arbeits­schritte erhöhte Chance auf Materialzustand **Gut**. Verbraucht eine **Zimmerer-Abhandlung**.
Kann bis zu **5 Mal** pro Synthese ausgeführt werden.",0,100179,100180,100181,100182,100183,100184,100185,100186,4655,4656,786,879,0,1,0,-1,False
100180,Seele des Grobschmieds,"**Spezialistenkommando**
Für 7 Arbeits­schritte erhöhte Chance auf Materialzustand **Gut**. Verbraucht eine **Grobschmied-Abhandlung**.
Kann bis zu **5 Mal** pro Synthese ausgeführt werden.",0,100179,100180,100181,100182,100183,100184,100185,100186,4655,4656,786,879,0,1,0,-1,False
100181,Seele des Plattners,"**Spezialistenkommando**
Für 7 Arbeits­schritte erhöhte Chance auf Materialzustand **Gut**. Verbraucht eine **Plattner-Abhandlung**.
Kann bis zu **5 Mal** pro Synthese ausgeführt werden.",0,100179,100180,100181,100182,100183,100184,100185,100186,4655,4656,786,879,0,1,0,-1,False
100182,Seele des Goldschmieds,"**Spezialistenkommando**
Für 7 Arbeits­schritte erhöhte Chance auf Materialzustand **Gut**. Verbraucht eine **Goldschmied-Abhandlung**.
Kann bis zu **5 Mal** pro Synthese ausgeführt werden.",0,100179,100180,100181,100182,100183,100184,100185,100186,4655,4656,786,879,0,1,0,-1,False
100183,Seele des Gerbers,"**Spezialistenkommando**
Für 7 Arbeits­schritte erhöhte Chance auf Materialzustand **Gut**. Verbraucht eine **Gerber-Abhandlung**.
Kann bis zu **5 Mal** pro Synthese ausgeführt werden.",0,100179,100180,100181,100182,100183,100184,100185,100186,4655,4656,786,879,0,1,0,-1,False
100184,Seele des Webers,"**Spezialistenkommando**
Für 7 Arbeits­schritte erhöhte Chance auf Materialzustand **Gut**. Verbraucht eine **Weber-Abhandlung**.
Kann bis zu **5 Mal** pro Synthese ausgeführt werden.",0,100179,100180,100181,100182,100183,100184,100185,100186,4655,4656,786,879,0,1,0,-1,False
100185,Seele des Alchemisten,"**Spezialistenkommando**
Für 7 Arbeits­schritte erhöhte Chance auf Materialzustand **Gut**. Verbraucht eine **Alchemisten-Abhandlung**.
Kann bis zu **5 Mal** pro Synthese ausgeführt werden.",0,100179,100180,100181,100182,100183,100184,100185,100186,4655,4656,786,879,0,1,0,-1,False
100186,Seele des Gourmets,"**Spezialistenkommando**
Für 7 Arbeits­schritte erhöhte Chance auf Materialzustand **Gut**. Verbraucht eine **Gourmet-Abhandlung**.
Kann bis zu **5 Mal** pro Synthese ausgeführt werden.",0,100179,100180,100181,100182,100183,100184,100185,100186,4655,4656,786,879,0,1,0,-1,False
100187,Trällern,"**Spezialistenkommando**
Gewährt einen Stapel von 11 **Trällern**. Für jeden Arbeitsschritt bei Materialzustand **Gut** oder höher wird je ein „Trällern“ verbraucht. Ist die Stapelzahl ein Vielfaches von 3, sind einige **Bearbeitungs**-Kommandos effektiver, bei Verbrauch des letzten Status wird **Letzter Schliff** ausgeführt, wodurch die Belastbarkeit sinkt und die Arbeit beträchtlich voranschreitet.
Effizienz von Letzter Schliff: 200
Erfolgswahrscheinlichkeit: 50 %",0,100187,100188,100189,100190,100191,100192,100193,100194,242,249,786,880,0,1,0,-1,False
100188,Trällern,"**Spezialistenkommando**
Gewährt einen Stapel von 11 **Trällern**. Für jeden Arbeitsschritt bei Materialzustand **Gut** oder höher wird je ein „Trällern“ verbraucht. Ist die Stapelzahl ein Vielfaches von 3, sind einige **Bearbeitungs**-Kommandos effektiver, bei Verbrauch des letzten Status wird **Letzter Schliff** ausgeführt, wodurch die Belastbarkeit sinkt und die Arbeit beträchtlich voranschreitet.
Effizienz von Letzter Schliff: 200
Erfolgswahrscheinlichkeit: 50 %",0,100187,100188,100189,100190,100191,100192,100193,100194,242,249,786,880,0,1,0,-1,False
100189,Trällern,"**Spezialistenkommando**
Gewährt einen Stapel von 11 **Trällern**. Für jeden Arbeitsschritt bei Materialzustand **Gut** oder höher wird je ein „Trällern“ verbraucht. Ist die Stapelzahl ein Vielfaches von 3, sind einige **Bearbeitungs**-Kommandos effektiver, bei Verbrauch des letzten Status wird **Letzter Schliff** ausgeführt, wodurch die Belastbarkeit sinkt und die Arbeit beträchtlich voranschreitet.
Effizienz von Letzter Schliff: 200
Erfolgswahrscheinlichkeit: 50 %",0,100187,100188,100189,100190,100191,100192,100193,100194,242,249,786,880,0,1,0,-1,False
100190,Trällern,"**Spezialistenkommando**
Gewährt einen Stapel von 11 **Trällern**. Für jeden Arbeitsschritt bei Materialzustand **Gut** oder höher wird je ein „Trällern“ verbraucht. Ist die Stapelzahl ein Vielfaches von 3, sind einige **Bearbeitungs**-Kommandos effektiver, bei Verbrauch des letzten Status wird **Letzter Schliff** ausgeführt, wodurch die Belastbarkeit sinkt und die Arbeit beträchtlich voranschreitet.
Effizienz von Letzter Schliff: 200
Erfolgswahrscheinlichkeit: 50 %",0,100187,100188,100189,100190,100191,100192,100193,100194,242,249,786,880,0,1,0,-1,False
100191,Trällern,"**Spezialistenkommando**
Gewährt einen Stapel von 11 **Trällern**. Für jeden Arbeitsschritt bei Materialzustand **Gut** oder höher wird je ein „Trällern“ verbraucht. Ist die Stapelzahl ein Vielfaches von 3, sind einige **Bearbeitungs**-Kommandos effektiver, bei Verbrauch des letzten Status wird **Letzter Schliff** ausgeführt, wodurch die Belastbarkeit sinkt und die Arbeit beträchtlich voranschreitet.
Effizienz von Letzter Schliff: 200
Erfolgswahrscheinlichkeit: 50 %",0,100187,100188,100189,100190,100191,100192,100193,100194,242,249,786,880,0,1,0,-1,False
100192,Trällern,"**Spezialistenkommando**
Gewährt einen Stapel von 11 **Trällern**. Für jeden Arbeitsschritt bei Materialzustand **Gut** oder höher wird je ein „Trällern“ verbraucht. Ist die Stapelzahl ein Vielfaches von 3, sind einige **Bearbeitungs**-Kommandos effektiver, bei Verbrauch des letzten Status wird **Letzter Schliff** ausgeführt, wodurch die Belastbarkeit sinkt und die Arbeit beträchtlich voranschreitet.
Effizienz von Letzter Schliff: 200
Erfolgswahrscheinlichkeit: 50 %",0,100187,100188,100189,100190,100191,100192,100193,100194,242,249,786,880,0,1,0,-1,False
100193,Trällern,"**Spezialistenkommando**
Gewährt einen Stapel von 11 **Trällern**. Für jeden Arbeitsschritt bei Materialzustand **Gut** oder höher wird je ein „Trällern“ verbraucht. Ist die Stapelzahl ein Vielfaches von 3, sind einige **Bearbeitungs**-Kommandos effektiver, bei Verbrauch des letzten Status wird **Letzter Schliff** ausgeführt, wodurch die Belastbarkeit sinkt und die Arbeit beträchtlich voranschreitet.
Effizienz von Letzter Schliff: 200
Erfolgswahrscheinlichkeit: 50 %",0,100187,100188,100189,100190,100191,100192,100193,100194,242,249,786,880,0,1,0,-1,False
100194,Trällern,"**Spezialistenkommando**
Gewährt einen Stapel von 11 **Trällern**. Für jeden Arbeitsschritt bei Materialzustand **Gut** oder höher wird je ein „Trällern“ verbraucht. Ist die Stapelzahl ein Vielfaches von 3, sind einige **Bearbeitungs**-Kommandos effektiver, bei Verbrauch des letzten Status wird **Letzter Schliff** ausgeführt, wodurch die Belastbarkeit sinkt und die Arbeit beträchtlich voranschreitet.
Effizienz von Letzter Schliff: 200
Erfolgswahrscheinlichkeit: 50 %",0,100187,100188,100189,100190,100191,100192,100193,100194,242,249,786,880,0,1,0,-1,False
100195,Hastige Veredelung II,"Die Qualität wird erhöht.
Effizienz: 100
Erfolgswahrscheinlichkeit: 60 %",0,100195,100196,100197,100198,100199,100200,100201,100202,241,248,786,0,0,1,0,-1,False
100196,Hastige Veredelung II,"Die Qualität wird erhöht.
Effizienz: 100
Erfolgswahrscheinlichkeit: 60 %",0,100195,100196,100197,100198,100199,100200,100201,100202,241,248,786,0,0,1,0,-1,False
100197,Hastige Veredelung II,"Die Qualität wird erhöht.
Effizienz: 100
Erfolgswahrscheinlichkeit: 60 %",0,100195,100196,100197,100198,100199,100200,100201,100202,241,248,786,0,0,1,0,-1,False
100198,Hastige Veredelung II,"Die Qualität wird erhöht.
Effizienz: 100
Erfolgswahrscheinlichkeit: 60 %",0,100195,100196,100197,100198,100199,100200,100201,100202,241,248,786,0,0,1,0,-1,False
100199,Hastige Veredelung II,"Die Qualität wird erhöht.
Effizienz: 100
Erfolgswahrscheinlichkeit: 60 %",0,100195,100196,100197,100198,100199,100200,100201,100202,241,248,786,0,0,1,0,-1,False
100200,Hastige Veredelung II,"Die Qualität wird erhöht.
Effizienz: 100
Erfolgswahrscheinlichkeit: 60 %",0,100195,100196,100197,100198,100199,100200,100201,100202,241,248,786,0,0,1,0,-1,False
100201,Hastige Veredelung II,"Die Qualität wird erhöht.
Effizienz: 100
Erfolgswahrscheinlichkeit: 60 %",0,100195,100196,100197,100198,100199,100200,100201,100202,241,248,786,0,0,1,0,-1,False
100202,Hastige Veredelung II,"Die Qualität wird erhöht.
Effizienz: 100
Erfolgswahrscheinlichkeit: 60 %",0,100195,100196,100197,100198,100199,100200,100201,100202,241,248,786,0,0,1,0,-1,False
100203,Sorgfältige Bearbeitung,"Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 180
Erfolgswahrscheinlichkeit: 100 %",0,100203,100204,100205,100206,100207,100208,100209,100210,240,247,1986,0,9,62,7,8,False
100204,Sorgfältige Bearbeitung,"Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 180
Erfolgswahrscheinlichkeit: 100 %",0,100203,100204,100205,100206,100207,100208,100209,100210,240,247,1986,0,10,62,7,9,False
100205,Sorgfältige Bearbeitung,"Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 180
Erfolgswahrscheinlichkeit: 100 %",0,100203,100204,100205,100206,100207,100208,100209,100210,240,247,1986,0,11,62,7,10,False
100206,Sorgfältige Bearbeitung,"Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 180
Erfolgswahrscheinlichkeit: 100 %",0,100203,100204,100205,100206,100207,100208,100209,100210,240,247,1986,0,12,62,7,11,False
100207,Sorgfältige Bearbeitung,"Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 180
Erfolgswahrscheinlichkeit: 100 %",0,100203,100204,100205,100206,100207,100208,100209,100210,240,247,1986,0,13,62,7,12,False
100208,Sorgfältige Bearbeitung,"Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 180
Erfolgswahrscheinlichkeit: 100 %",0,100203,100204,100205,100206,100207,100208,100209,100210,240,247,1986,0,14,62,7,13,False
100209,Sorgfältige Bearbeitung,"Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 180
Erfolgswahrscheinlichkeit: 100 %",0,100203,100204,100205,100206,100207,100208,100209,100210,240,247,1986,0,15,62,7,14,False
100210,Sorgfältige Bearbeitung,"Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 180
Erfolgswahrscheinlichkeit: 100 %",0,100203,100204,100205,100206,100207,100208,100209,100210,240,247,1986,0,16,62,7,15,False
100211,Schnelle Bearbeitung II,"Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 300
Erfolgswahrscheinlichkeit: 60 %",0,100211,100212,100213,100214,100215,100216,100217,100218,241,248,786,0,0,1,0,-1,False
100212,Schnelle Bearbeitung II,"Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 300
Erfolgswahrscheinlichkeit: 60 %",0,100211,100212,100213,100214,100215,100216,100217,100218,241,248,786,0,0,1,0,-1,False
100213,Schnelle Bearbeitung II,"Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 300
Erfolgswahrscheinlichkeit: 60 %",0,100211,100212,100213,100214,100215,100216,100217,100218,241,248,786,0,0,1,0,-1,False
100214,Schnelle Bearbeitung II,"Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 300
Erfolgswahrscheinlichkeit: 60 %",0,100211,100212,100213,100214,100215,100216,100217,100218,241,248,786,0,0,1,0,-1,False
100215,Schnelle Bearbeitung II,"Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 300
Erfolgswahrscheinlichkeit: 60 %",0,100211,100212,100213,100214,100215,100216,100217,100218,241,248,786,0,0,1,0,-1,False
100216,Schnelle Bearbeitung II,"Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 300
Erfolgswahrscheinlichkeit: 60 %",0,100211,100212,100213,100214,100215,100216,100217,100218,241,248,786,0,0,1,0,-1,False
100217,Schnelle Bearbeitung II,"Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 300
Erfolgswahrscheinlichkeit: 60 %",0,100211,100212,100213,100214,100215,100216,100217,100218,241,248,786,0,0,1,0,-1,False
100218,Schnelle Bearbeitung II,"Die Arbeit schreitet fort, dafür sinkt die Belastbarkeit.
Effizienz: 300
Erfolgswahrscheinlichkeit: 60 %",0,100211,100212,100213,100214,100215,100216,100217,100218,241,248,786,0,0,1,0,-1,False
