#,Objective,Unknown0,Unknown1,Unknown2,EObj,Unknown3,Unknown4,Type,Unknown5,Range,Unknown6
80,Juwelfliegen anlocken und besiegen,Hier Kommandozentrale Haillenarte. An das eingetroffene Luftschiff: Willkommen auf dem Diadem!,"Das Haus Haillenarte bittet die Besatzung des Luftschiffs, bei der Sicherung der Inseln zu assistieren. Zündet am angegebenen Ort eine Duftfalle und beseitigt die erscheinenden Ungeheuer!","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!",0,0,0,4,8,0,-1
81,Alterslose Sankchinnis anlocken und besiegen,Hier Kommandozentrale Haillenarte. An das eingetroffene Luftschiff: Willkommen auf dem Diadem!,"Das Haus Haillenarte bittet die Besatzung des Luftschiffs, bei der Sicherung der Inseln zu assistieren. Zündet am angegebenen Ort eine Duftfalle und beseitigt die erscheinenden Ungeheuer!","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!",0,0,0,4,8,0,-1
82,Ameisenfalken anlocken und besiegen,Hier Kommandozentrale Haillenarte. Wir bestätigen den Abschluss der ersten Etappe der Expedition.,"Beseitigt nun hochgefährliche Kreaturen, um die Inseln zu sichern! Zündet dazu am angegebenen Ort eine Duftfalle und erlegt die erscheinenden Ungeheuer!","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!",0,0,0,4,6,0,-1
83,Killerameisen anlocken und besiegen,Hier Kommandozentrale Haillenarte. Wir bestätigen den Abschluss der ersten Etappe der Expedition.,"Beseitigt nun hochgefährliche Kreaturen, um die Inseln zu sichern! Zündet dazu am angegebenen Ort eine Duftfalle und erlegt die erscheinenden Ungeheuer!","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!",0,0,0,4,5,0,-1
84,Gefleckte Hakulaqs anlocken und besiegen,Hier Kommandozentrale Haillenarte. Wir bestätigen den Abschluss der ersten Etappe der Expedition.,"Beseitigt nun hochgefährliche Kreaturen, um die Inseln zu sichern! Zündet dazu am angegebenen Ort eine Duftfalle und erlegt die erscheinenden Ungeheuer!","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!",0,0,0,4,5,0,-1
85,Wolkennöcken anlocken und besiegen,Hier Kommandozentrale Haillenarte. Wir bestätigen den Abschluss der ersten Etappe der Expedition.,"Beseitigt nun hochgefährliche Kreaturen, um die Inseln zu sichern! Zündet dazu am angegebenen Ort eine Duftfalle und erlegt die erscheinenden Ungeheuer!","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!",0,0,0,4,5,0,-1
86,Triceratops anlocken und besiegen,Hier Kommandozentrale Haillenarte. Wir bestätigen den Abschluss der ersten Etappe der Expedition.,"Beseitigt nun hochgefährliche Kreaturen, um die Inseln zu sichern! Zündet dazu am angegebenen Ort eine Duftfalle und erlegt die erscheinenden Ungeheuer!","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!",0,0,0,4,5,0,-1
87,Brachiosaurus-Kälber anlocken und besiegen,Hier Kommandozentrale Haillenarte. Wir bestätigen den Abschluss der ersten Etappe der Expedition.,"Beseitigt nun hochgefährliche Kreaturen, um die Inseln zu sichern! Zündet dazu am angegebenen Ort eine Duftfalle und erlegt die erscheinenden Ungeheuer!","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!",0,0,0,4,2,0,-1
88,Lunantishees anlocken und besiegen,Hier Kommandozentrale Haillenarte. Wir bestätigen den Abschluss der ersten Etappe der Expedition.,"Beseitigt nun hochgefährliche Kreaturen, um die Inseln zu sichern! Zündet dazu am angegebenen Ort eine Duftfalle und erlegt die erscheinenden Ungeheuer!","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!",0,0,0,4,5,0,-1
89,Zeuglodons anlocken und besiegen,Hier Kommandozentrale Haillenarte. Wir bestätigen den Abschluss der ersten Etappe der Expedition.,"Beseitigt nun hochgefährliche Kreaturen, um die Inseln zu sichern! Zündet dazu am angegebenen Ort eine Duftfalle und erlegt die erscheinenden Ungeheuer!","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!",0,0,0,4,5,0,-1
90,Östliche Sanuwa besiegen,Hier Kommandozentrale Haillenarte. Der Blutgeruch hat eine noch stärkere Kreatur angelockt!,"Das Ungeheuer muss umgehend beseitigt werden, um andere Einsätze nicht zu gefährden!",,0,0,0,7,1,0,-1
91,Celphie besiegen,Hier Kommandozentrale Haillenarte. Der Blutgeruch hat eine noch stärkere Kreatur angelockt!,"Das Ungeheuer muss umgehend beseitigt werden, um andere Einsätze nicht zu gefährden!",,0,0,0,7,1,0,-1
92,Diplocaulen anlocken und besiegen,Hier Kommandozentrale Haillenarte. Wir bestätigen den Abschluss der zweiten Etappe der Expedition.,"Beseitigt weitere Ziele, um die Expedition abzuschließen. Zündet dazu eine Duftfalle an der angewiesenen Stelle.",Aber seid gewarnt: Die Kreaturen sind hochgefährlich. Konzentriert euch voll auf diese Aufgabe!,0,0,0,8,3,0,-1
93,Alterslose Meliade besiegen,Hier Kommandozentrale Haillenarte. Der Blutgeruch hat eine noch stärkere Kreatur angelockt!,"Das Ungeheuer muss umgehend beseitigt werden, um andere Einsätze nicht zu gefährden!",,0,0,0,7,1,0,-1
94,Pteranodon besiegen,Hier Kommandozentrale Haillenarte. Der Blutgeruch hat eine noch stärkere Kreatur angelockt!,"Das Ungeheuer muss umgehend beseitigt werden, um andere Einsätze nicht zu gefährden!",,0,0,0,7,1,0,-1
95,Diadem-Marids anlocken und besiegen,Hier Kommandozentrale Haillenarte. An das eingetroffene Luftschiff: Willkommen auf dem Diadem!,"Das Haus Haillenarte bittet die Besatzung des Luftschiffs, bei der Sicherung der Inseln zu assistieren. Zündet am angegebenen Ort eine Duftfalle und beseitigt die erscheinenden Ungeheuer!","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!",0,0,0,4,6,0,-1
96,Coelophysis anlocken und besiegen,Hier Kommandozentrale Haillenarte. Wir bestätigen den Abschluss der ersten Etappe der Expedition.,"Beseitigt nun hochgefährliche Kreaturen, um die Inseln zu sichern! Zündet dazu am angegebenen Ort eine Duftfalle und erlegt die erscheinenden Ungeheuer!","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!",0,0,0,4,6,0,-1
97,誘引香の罠で「コエロフィシス」を誘き寄せて討伐,"こちらアインハルト管制……
探索任務の第二段階完了を確認した。","次の標的を討伐すれば、任務は完了だ。
次の目標地点で「誘引香の罠」を使い、標的を誘き寄せて倒せ。",また、任務の過程では、「活動評価」を指針として、周辺の探索も進めてもらいたい。,0,0,0,4,6,0,-1
98,誘引香の罠で「エイジレス・ダイアマイト」を誘き寄せて討伐,"こちらアインハルト管制……
探索任務の第二段階完了を確認した。","次の標的を討伐すれば、任務は完了だ。
次の目標地点で「誘引香の罠」を使い、標的を誘き寄せて倒せ。",また、任務の過程では、「活動評価」を指針として、周辺の探索も進めてもらいたい。,0,0,0,4,6,0,-1
99,誘引香の罠で「アントホーク」を誘き寄せて討伐,"こちらアインハルト管制……
探索任務の第二段階完了を確認した。","次の標的を討伐すれば、任務は完了だ。
次の目標地点で「誘引香の罠」を使い、標的を誘き寄せて倒せ。",また、任務の過程では、「活動評価」を指針として、周辺の探索も進めてもらいたい。,0,0,0,4,6,0,-1
100,,,,,0,0,0,0,0,0,-1
