#,Singular,Plural,Name,Adjective,PossessivePronoun,StartsWithVowel,Unknown0,Pronoun,Article,Unknown1,Quest,Icon,Action,StackSize,Category,CastTime,CastTimeline,Timeline
2000871,Kobold-Priester-Helm,Kobold-Priester-Helme,Kobold-Priester-Helm,4,2,0,1,0,0,False,66401,21002,1,1,1,3,0,0
2000872,Phiole[p] boshafter Tränen,Phiolen[p] boshafter Tränen,Boshafte Tränen,3,1,0,1,1,0,False,0,20662,1,99,1,3,0,0
2000873,Bomber-Ringfinger,Bomber-Ringfinger,Bomber-Ringfinger,4,2,0,1,0,0,False,0,22623,0,99,1,3,0,0
2000874,Glutpyroxen,Glutpyroxene,Glutpyroxen,4,2,0,1,0,0,False,0,21468,0,99,1,3,0,0
2000875,Flakon[p] Drakonspeichel,Flakons[p ]Drakonspeichel,Drakonspeichel,4,1,0,1,0,0,False,0,20641,0,99,1,3,0,0
2000876,Weißwolf-Fell,Weißwolf-Felle,Weißwolf-Fell,4,2,0,1,2,0,False,0,22018,0,99,1,3,0,0
2000877,Napalm-Finger,Napalm-Finger,Napalm-Finger,4,2,0,1,0,0,False,0,22623,1,99,1,3,0,0
2000878,Stück[p] Lammfleisch,Stücke[p] Lammfleisch,Lammfleisch,4,2,0,1,2,0,False,0,25153,1,99,1,3,0,0
2000879,Bodenprobe,Bodenproben,Bodenprobe,3,1,0,1,1,0,False,0,21464,0,99,1,3,0,0
2000880,Hippogryphen-Schenkel,Hippogryphen-Schenkel,Hippogryphen-Schenkel,4,2,0,1,0,0,False,0,25152,1,99,1,3,0,0
2000881,Stück[p] Smei-Fleisch,Stücke[p] Smei-Fleisch,Smei-Fleisch,4,2,0,1,2,0,False,0,25153,1,99,1,3,0,0
2000882,Eis-Exergon-Essenz,Eis-Exergon-Essenzen,Eis-Exergon-Essenz,3,1,0,1,1,0,False,0,21266,1,99,1,3,0,0
2000883,zerfetzt[a] Pergamentstück,zerfetzt[a] Pergamentstücke,Zerfetztes Pergamentstück,4,2,0,1,2,0,False,65996,25906,1,3,1,3,0,0
2000884,neu[a] Grimoire,neu[a] Grimoires,Neues Grimoire,3,1,0,1,2,0,False,65996,26002,1,1,1,3,0,0
2000885,Befehlsliste,Befehlslisten,Befehlsliste,3,1,0,1,1,0,False,65997,25918,1,1,1,3,0,0
2000886,frisch[a] Hering,frisch[a] Heringe,Frischer Hering,4,2,0,1,0,0,False,65997,29010,1,1,1,3,0,0
2000887,Aalpastete[p] nach Art des Hauses,Aalpasteten[p] nach Art des Hauses,Aalpastete nach Art des Hauses,3,1,0,1,1,0,False,65997,24305,1,1,1,3,0,0
2000888,schwer[a] Gilbörse,schwer[a] Gilbörsen,Schwere Gilbörse,3,1,0,1,1,0,False,65997,26001,1,1,1,3,0,0
2000889,seltsam[a] Lederbeutel,seltsam[a] Lederbeutel,Seltsamer Lederbeutel,4,2,0,1,0,0,False,65997,25919,1,1,1,3,0,0
2000890,alt[a] Pareo,alt[a] Pareos,Alter Pareo,4,1,0,1,0,0,False,65997,23301,1,1,1,3,0,0
2000891,Flasche[p] Qualitätswein,Flaschen[p] Qualitätswein,Qualitätswein,3,1,0,1,1,0,False,65997,25057,1,1,1,3,0,0
2000892,winzig[a] Stab,winzig[a] Stäbe,Winziger Stab,4,2,0,1,0,0,False,66252,32404,1,1,1,3,0,0
2000893,Baustein,Bausteine,Baustein,4,2,0,1,0,0,False,0,22615,0,99,1,0,0,0
2000894,hochwertig[a] Baustein,hochwertig[a] Bausteine,Hochwertiger Baustein,4,2,0,1,0,0,False,0,22615,0,99,1,0,0,0
2000895,Eisblock,Eisblöcke,Eisblock,4,2,0,1,0,0,False,0,29001,0,99,1,0,0,0
2000896,Coerthas-Kalkstein,Coerthas-Kalksteine,Coerthas-Kalkstein,4,2,0,1,0,0,False,0,22615,0,99,1,0,0,0
2000897,Blaumithrilerz-Klumpen,Blaumithrilerz-Klumpen,Blaumithrilerz,4,1,0,1,0,0,False,0,21208,0,99,1,0,0,0
2000898,rein[a] Blaumithrilerz-Klumpen,rein[a] Blaumithrilerz-Klumpen,Reines Blaumithrilerz,4,1,0,1,0,0,False,0,21208,0,99,1,0,0,0
2000899,Eisplatte,Eisplatten,Eisplatte,3,1,0,1,1,0,False,0,20003,0,99,1,0,0,0
2000900,hart[a] Eisplatte,hart[a] Eisplatten,Harte Eisplatte,3,1,0,1,1,0,False,0,20015,0,99,1,0,0,0
2000901,Markasit-Klumpen,Markasit-Klumpen,Markasit-Klumpen,3,1,0,1,0,0,False,0,21216,0,99,1,0,0,0
2000902,Reparaturstein,Reparatursteine,Reparaturstein,4,2,0,1,0,0,False,0,22615,0,99,1,0,0,0
2000903,Coerthas-Frostbrocken,Coerthas-Frostbrocken,Coerthas-Frostbrocken,4,1,0,1,0,0,False,0,21203,0,99,1,0,0,0
2000904,Coerthas-Permafrostbrocken,Coerthas-Permafrostbrocken,Coerthas-Permafrostbrocken,4,1,0,1,0,0,False,0,21203,0,99,1,0,0,0
2000905,Stück[p] einer garleischen Luftschiffaußenwand,Stücke[p] einer garleischen Luftschiffaußenwand,Garleische Luftschiffaußenwand,4,2,0,1,2,0,False,0,20953,0,99,1,0,0,0
2000906,Stück[p] eines garleischen Luftschiffhitzeschilds,Stücke[p] eines garleischen Luftschiffhitzeschilds,Garleisches Luftschiffhitzeschild,4,2,0,1,2,0,False,0,20960,0,99,1,0,0,0
2000907,wuchernd[a] Kristall,wuchernd[a] Kristalle,Wuchernder Kristall,4,2,0,1,0,0,False,0,20015,0,99,1,0,0,0
2000908,verkratzt[a] allagisch[a] Runenstein,verkratzt[a] allagisch[a] Runensteine,Verkratzter allagischer Runenstein,4,2,0,1,0,0,False,0,21300,0,99,1,0,0,0
2000909,kristallisiert[a] Wurzel,kristallisiert[a] Wurzeln,Kristallisierte Wurzel,3,1,0,1,1,0,False,0,20015,0,99,1,0,0,0
2000910,kristallisiert[a] Baumstamm,kristallisiert[a] Baumstämme,Kristallisierter Baumstamm,4,2,0,1,0,0,False,0,20009,0,99,1,0,0,0
2000911,Bund[p] Winter-Frauenminze,Bunde[p] Winter-Frauenminze,Winter-Frauenminze,4,2,0,1,2,0,False,0,25016,0,99,1,0,0,0
2000912,Bund[p] junger Winter-Frauenminze,Bunde[p] junger Winter-Frauenminze,Junge Winter-Frauenminze,4,2,0,1,2,0,False,0,25016,0,99,1,0,0,0
2000913,gerad[a] Eichen-Holzscheit,gerad[a] Eichen-Holzscheite,Gerades Eichen-Holzscheit,4,2,0,1,2,0,False,0,22401,0,99,1,0,0,0
2000914,Büschel[p] Kurzgras,Büschel[p] Kurzgras,Kurzgras,4,2,0,1,2,0,False,0,25010,0,99,1,0,0,0
2000915,Treibholz-Ast,Treibholz-Äste,Treibholz-Ast,4,2,0,1,0,0,False,0,22416,0,99,1,0,0,0
2000916,Treibholz-Baumstamm,Treibholz-Baumstämme,Treibholz-Baumstamm,4,2,0,1,0,0,False,0,22401,0,99,1,0,0,0
2000917,gefleckt[a] Bockkäfer,gefleckt[a] Bockkäfer,Gefleckter Bockkäfer,4,2,0,1,0,0,False,0,27002,0,99,1,0,0,0
2000918,löchrig[a] Borkenstück,löchrig[a] Borkenstücke,Löchriges Borkenstück,4,2,0,1,2,0,False,0,22418,0,99,1,0,0,0
2000919,gerad[a] Ast,gerad[a] Äste,Gerader Ast,4,2,0,1,0,0,False,0,22416,0,99,1,0,0,0
2000920,Hochland-Teakholzscheit,Hochland-Teakholzscheite,Hochland-Teakholzscheit,4,2,0,1,2,0,False,0,22403,0,99,1,0,0,0
2000921,zerfurcht[a] Borkenstück,zerfurcht[a] Borkenstücke,Zerfurchtes Borkenstück,4,2,0,1,2,0,False,0,22418,0,99,1,0,0,0
2000922,markiert[a] Borkenstück,markiert[a] Borkenstücke,Markiertes Borkenstück,4,2,0,1,2,0,False,0,22418,0,99,1,0,0,0
2000923,Reliktfragment,Reliktfragmente,Reliktfragment,4,2,0,1,2,0,False,0,21457,0,99,1,0,0,0
2000924,verfärbt[a] allagisch[a] Runenstein,verfärbt[a] allagisch[a] Runensteine,Verfärbter allagischer Runenstein,4,2,0,1,0,0,False,0,21300,0,99,1,0,0,0
2000925,Baugerüst-Holzscheit,Baugerüst-Holzscheite,Baugerüst-Holzscheit,4,2,0,1,2,0,False,0,22403,0,99,1,0,0,0
2000926,Büschel[p] kristallisierten Grases,Büschel[p] kristallisierten Grases,Kristallisiertes Gras,4,2,0,1,2,0,False,0,20015,0,99,1,0,0,0
2000927,teilkristallisiert[a] Wurzel,teilkristallisiert[a] Wurzeln,Teilkristallisierte Wurzel,3,1,0,1,1,0,False,0,22416,0,99,1,0,0,0
2000928,teilkristallisiert[a] Baumstamm,teilkristallisiert[a] Baumstämme,Teilkristallisierter Baumstamm,4,2,0,1,0,0,False,0,22410,0,99,1,0,0,0
2000929,gezackt[a] Pfeilspitze,gezackt[a] Pfeilspitzen,Gezackte Pfeilspitze,3,1,0,1,1,0,False,66398,27241,1,3,1,3,0,0
2000930,Golem-Seelenstein,Golem-Seelensteine,Golem-Seelenstein,4,2,0,1,0,0,False,66510,21202,1,1,1,3,0,0
2000931,verstärkt[a] Topf,verstärkt[a] Töpfe,Verstärkter Topf,4,2,0,1,0,0,False,0,22603,1,1,1,3,0,0
2000932,denaturiert[a] Kristall,denaturiert[a] Kristalle,Denaturierter Kristall,4,2,0,1,0,0,False,66510,20649,1,1,1,3,0,0
2000933,Drachenknochen,Drachenknochen,Drachenknochen,4,1,0,1,0,0,False,66481,22202,1,1,1,3,0,0
2000934,Dalamud-Fragment,Dalamud-Fragmente,Dalamud-Fragment,4,2,0,1,2,0,False,66530,25919,1,1,1,3,0,0
2000935,Rhalgr-Talisman,Rhalgr-Talismane,Rhalgr-Talisman,4,2,0,1,0,0,False,66292,26151,1,1,1,3,0,0
2000936,Jobkristall,Jobkristalle,Antiker Jobkristall,4,2,0,1,0,0,False,0,20601,1,1,1,3,0,0
2000937,mystisch[a] Edelstein,mystisch[a] Edelsteine,Mystischer Edelstein,4,2,0,1,0,0,False,0,20601,1,1,1,3,0,0
2000938,mystisch[a] Edelstein,mystisch[a] Edelsteine,Mystischer Edelstein,4,2,0,1,0,0,False,66615,26008,1,1,1,3,0,0
2000939,Paar[p] neue Weißmagier-Handschuhe,Paar[p] neue Weißmagier-Handschuhe,Neue Weißmagier-Handschuhe,4,1,0,1,2,0,False,66618,21611,1,1,1,3,0,0
2000940,neu[a] Weißmagier-Kniebundhose,neu[a] Weißmagier-Kniebundhosen,Neue Weißmagier-Kniebundhose,3,1,0,1,1,0,False,66618,21611,1,1,1,3,0,0
2000941,Paar[p] neue Weißmagier-Stiefel,Paar[p] neue Weißmagier-Stiefel,Neue Weißmagier-Stiefel,3,1,0,1,2,0,False,66618,21611,1,1,1,3,0,0
2000942,neu[a] Weißmagier-Stirnreif,neu[a] Weißmagier-Stirnreife,Neuer Weißmagier-Stirnreif,3,1,0,1,0,0,False,66618,21611,1,1,1,3,0,0
2000943,neu[a] Weißmagier-Robe,neu[a] Weißmagier-Roben,Neue Weißmagier-Robe,3,1,0,1,1,0,False,66618,21611,1,1,1,3,0,0
2000944,Urne[p] mit A-Towa-Cants Asche,Urnen[p] mit A-Towa-Cants Asche,A-Towa-Cants Asche,3,1,0,1,1,0,False,66619,25055,1,1,1,3,0,0
2000945,Drachenaugen-Rosarium,Drachenaugen-Rosarien,Drachenaugen-Rosarium,4,1,0,1,2,0,False,66476,21002,1,1,1,3,0,0
2000946,Bacchus-Blatt,Bacchus-Blätter,Bacchus-Blatt,4,2,0,1,2,0,False,66386,25016,1,1,1,3,0,0
2000947,Kristallturm-Modell,Kristallturm-Modelle,Kristallturm-Modell,4,2,0,1,2,0,False,66531,21002,1,1,1,3,0,0
2000948,Urne[p] mit Untoten-Asche,Urnen[p] mit Untoten-Asche,Untoten-Asche,3,1,0,1,1,0,False,66591,22210,1,1,1,3,0,0
2000949,suspekt[a] Kristall,suspekt[a] Kristalle,Suspekter Kristall,4,2,0,1,0,0,False,0,20601,1,1,1,3,0,0
2000950,Flakon[p] Rosenparfüm,Flakons[p] Rosenparfüm,Rosenparfüm,4,1,0,1,0,0,False,66505,20644,1,1,1,3,0,0
2000951,Äthermessgerät,Äthermessgeräte,Äthermessgerät,4,2,0,1,2,0,False,66597,21003,1,1,1,3,0,0
2000952,Strauß[p] Nymeia-Lilien,Sträuße[p] Nymeia-Lilien,Nymeia-Lilien,2,2,0,1,0,0,False,66624,22627,1,1,1,3,0,0
2000953,Strauß[p] Nymeia-Lilien,Sträuße[p] Nymeia-Lilien,Nymeia-Lilien,2,2,0,1,0,0,False,66626,22627,1,1,1,3,0,0
2000954,Flasche[p] mit Nichtsgesandten-Blut,Flaschen[p] mit Nichtsgesandten-Blut,Nichtsgesandten-Blut,3,1,0,1,1,0,False,66609,22601,1,1,1,3,0,0
2000955,Flasche[p] mit Ixal-Blut,Flaschen[p] mit Ixal-Blut,Ixal-Blut,3,1,0,1,1,0,False,66613,22601,1,1,1,3,0,0
2000956,Flasche[p] mit Kobold-Blut,Flaschen[p] mit Kobold-Blut,Kobold-Blut,3,1,0,1,1,0,False,66613,22601,1,1,1,3,0,0
2000957,Phiole[p] Spektralblut,Phiolen[p] Spektralblut,Spektralblut,3,1,0,1,1,0,False,66613,22601,1,1,1,3,0,0
2000958,Flasche[p] mit Marcettes Medizin,Flaschen[p] mit Marcettes Medizin,Marcettes Medizin,3,1,0,1,1,0,False,66343,20645,306,1,1,3,0,0
2000959,Flasche[p] Hornissentinktur,Flaschen[p] Hornissentinkturen,Hornissentinktur,3,1,0,1,1,0,False,66351,24403,306,1,1,3,0,0
2000960,Tonkrug,Tonkrüge,Tonkrug,2,2,0,1,0,0,False,66397,22614,306,1,1,3,0,0
2000961,Flasche[p] dunklen Apfelessigs,Flaschen[p] dunklen Apfelessigs,Dunkler Apfelessig,3,1,0,1,1,0,False,66463,25452,306,1,1,3,0,0
2000962,Pfefferbombe,Pfefferbomben,Pfefferbombe,3,1,0,1,1,0,False,66530,25919,306,1,1,3,0,0
2000963,Flasche[p] Weihwasser,Flaschen[p] Weihwasser,Weihwasser,3,1,0,1,1,0,False,66545,22614,306,1,1,3,0,0
2000964,unvollendet[a] Gelehrten-Gewand,unvollendet[a] Gelehrten-Gewänder,Unvollendetes Gelehrten-Gewand,4,2,0,1,2,0,False,0,20601,1,1,1,3,0,0
2000965,abgetrennt[a] Bindestein,abgetrennt[a] Bindesteine,Abgetrennter Bindestein,3,2,0,1,0,0,False,66545,21452,1,1,1,3,0,0
2000966,Noraxias Leichnam,Noraxias Leichname,Noraxias Leichnam,4,2,0,0,0,1,False,66414,26024,1,1,1,3,0,0
2000967,Weiler-Report,Weiler-Reporte,Weiler-Report,4,2,0,1,0,0,False,66680,26153,1,1,1,3,0,0
2000968,Dämmerfledermaus-Flügel,Dämmerfledermaus-Flügel,Dämmerfledermaus-Flügel,4,2,0,1,0,0,False,66681,21955,1,5,1,3,0,0
2000969,Brief[p] an Wiltswys,Briefe[p] an Wiltswys,Brief an Wiltswys,4,2,0,1,0,0,False,66682,25918,1,1,1,3,0,0
2000970,Phiole[p] Pelikangift,Phiolen[p] Pelikangift,Pelikangift,3,1,0,1,1,0,False,66684,20626,1,3,1,3,0,0
2000971,Flasche[p] Tiefland-Weißwein,Flaschen[p] Tiefland-Weißwein,Tiefland-Weißwein,3,1,0,1,1,0,False,66685,25057,1,2,1,3,0,0
2000972,Frühlingsstern,Frühlingssterne,Frühlingsstern,4,2,0,1,0,0,False,66686,25008,1,1,1,3,0,0
2000973,stumpf[a] Jagdmesser,stumpf[a] Jagdmesser,Stumpfes Jagdmesser,4,2,0,1,2,0,False,66318,30362,1,1,1,3,0,0
2000974,Karte[p] von Zanr'ak,Karten[p] von Zanr'ak,Karte von Zanr'ak,3,1,0,1,1,0,False,66318,26151,1,1,1,3,0,0
2000975,Fläschchen[p] Wunderwasser,Fläschchen[p] Wunderwasser,Wunderwasser,4,1,0,1,2,0,False,66287,22606,1,1,1,3,0,0
2000976,Flasche[p] mit Flockentonikum,Flaschen[p] mit Flockentonikum,Flockentonikum,3,1,0,1,1,0,False,66493,22606,1,1,1,3,0,0
2000977,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000978,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000979,zerfallend[a] Nekrolog-Seite,zerfallend[a] Nekrolog-Seiten,Zerfallende Nekrolog-Seite,3,1,0,1,1,0,False,0,26151,0,99,1,3,0,0
2000980,Schnappmaulfilet,Schnappmaulfilets,Schnappmaulfilet,4,1,0,1,2,0,False,0,25153,1,99,1,3,0,0
2000981,angesengt[a] Nekrolog-Seite,angesengt[a] Nekrolog-Seiten,Angesengte Nekrolog-Seite,3,1,0,1,1,0,False,0,26151,0,99,1,3,0,0
2000982,verschmutzt[a] Nekrolog-Seite,verschmutzt[a] Nekrolog-Seiten,Verschmutzte Nekrolog-Seite,3,1,0,1,1,0,False,0,26151,0,99,1,3,0,0
2000983,angenagt[a] Nekrolog-Seite,angenagt[a] Nekrolog-Seiten,Angenagte Nekrolog-Seite,3,1,0,1,1,0,False,0,26151,0,99,1,3,0,0
2000984,Olm-Steak,Olm-Steaks,Olm-Steak,4,1,0,1,2,0,False,66463,24352,1,1,1,3,0,0
2000985,klein[a] Schlüssel,klein[a] Schlüssel,Kleiner Schlüssel,4,2,0,1,0,0,False,0,25904,1,99,1,0,0,0
2000986,Steintafel,Steintafeln,Steintafel,3,1,0,1,1,0,False,0,21470,1,99,1,0,0,0
2000987,Schuldschein,Schuldscheine,Schuldschein,4,2,0,1,0,0,False,66241,25906,1,1,1,3,0,0
2000988,abgenutzt[a] Bravura,abgenutzt[a] Bravura,Abgenutzte Bravura,3,1,0,1,1,0,False,66655,21003,1,1,1,3,0,0
2000989,abgenutzt[a] Curtana,abgenutzt[a] Curtana,Abgenutztes Curtana,3,1,0,1,2,0,False,66656,21003,1,1,1,3,0,0
2000990,Paar[p] abgenutzte Sphairai,Paar[p] abgenutzte Sphairai,Abgenutzte Sphairai,2,1,0,1,2,0,False,66657,21003,1,1,1,3,0,0
2000991,abgenutzt[a] Gae Bolg,abgenutzt[a] Gae Bolg,Abgenutzter Gae Bolg,3,1,0,1,0,0,False,66658,21003,1,1,1,3,0,0
2000992,abgenutzt[a] Sternenstaub,abgenutzt[a] Sternenstaub,Abgenutzter Sternenstaub,3,1,0,1,0,0,False,66659,21003,1,1,1,3,0,0
2000993,abgenutzt[a] Thyrus,abgenutzt[a] Thyrus,Abgenutzter Thyrus,3,1,0,1,0,0,False,66660,21003,1,1,1,3,0,0
2000994,abgenutzt[a] Artemis-Bogen,abgenutzt[a] Artemis-Bögen,Abgenutzter Artemis-Bogen,3,1,0,1,0,0,False,66661,21003,1,1,1,3,0,0
2000995,abgenutzt[a] Oeil Vert,abgenutzt[a] Oeil Vert,Abgenutztes Oeil Vert,3,1,0,1,2,0,False,66662,21003,1,1,1,3,0,0
2000996,abgenutzt[a] Omnilex,abgenutzt[a] Omnilex,Abgenutztes Omnilex,3,1,0,1,2,0,False,66663,21003,1,1,1,3,0,0
2000997,Handvoll[p] Korund-Schleifsand,Handvoll[p] Korund-Schleifsand,Korund-Schleifsand,3,1,0,1,1,0,False,66655,21204,1,1,1,3,0,0
2000998,Handvoll[p] Korund-Schleifsand,Handvoll[p] Korund-Schleifsand,Korund-Schleifsand,3,1,0,1,1,0,False,66656,21204,1,1,1,3,0,0
2000999,Handvoll[p] Korund-Schleifsand,Handvoll[p] Korund-Schleifsand,Korund-Schleifsand,3,1,0,1,1,0,False,66657,21204,1,1,1,3,0,0
2001000,Handvoll[p] Korund-Schleifsand,Handvoll[p] Korund-Schleifsand,Korund-Schleifsand,3,1,0,1,1,0,False,66658,21204,1,1,1,3,0,0
2001001,Handvoll[p] Korund-Schleifsand,Handvoll[p] Korund-Schleifsand,Korund-Schleifsand,3,1,0,1,1,0,False,66659,21204,1,1,1,3,0,0
2001002,Handvoll[p] Korund-Schleifsand,Handvoll[p] Korund-Schleifsand,Korund-Schleifsand,3,1,0,1,1,0,False,66660,21204,1,1,1,3,0,0
2001003,Handvoll[p] Korund-Schleifsand,Handvoll[p] Korund-Schleifsand,Korund-Schleifsand,3,1,0,1,1,0,False,66661,21204,1,1,1,3,0,0
2001004,Handvoll[p] Korund-Schleifsand,Handvoll[p] Korund-Schleifsand,Korund-Schleifsand,3,1,0,1,1,0,False,66662,21204,1,1,1,3,0,0
2001005,Handvoll[p] Korund-Schleifsand,Handvoll[p] Korund-Schleifsand,Korund-Schleifsand,3,1,0,1,1,0,False,66663,21204,1,1,1,3,0,0
2001006,Amdapor-Glyphe,Amdapor-Glyphen,Amdapor-Glyphe,3,1,0,1,1,0,False,66655,26201,1,1,1,3,0,0
2001007,Amdapor-Glyphe,Amdapor-Glyphen,Amdapor-Glyphe,3,1,0,1,1,0,False,66656,26201,1,1,1,3,0,0
2001008,Amdapor-Glyphe,Amdapor-Glyphen,Amdapor-Glyphe,3,1,0,1,1,0,False,66657,26201,1,1,1,3,0,0
2001009,Amdapor-Glyphe,Amdapor-Glyphen,Amdapor-Glyphe,3,1,0,1,1,0,False,66658,26201,1,1,1,3,0,0
2001010,Amdapor-Glyphe,Amdapor-Glyphen,Amdapor-Glyphe,3,1,0,1,1,0,False,66659,26201,1,1,1,3,0,0
2001011,Amdapor-Glyphe,Amdapor-Glyphen,Amdapor-Glyphe,3,1,0,1,1,0,False,66660,26201,1,1,1,3,0,0
2001012,Amdapor-Glyphe,Amdapor-Glyphen,Amdapor-Glyphe,3,1,0,1,1,0,False,66661,26201,1,1,1,3,0,0
2001013,Amdapor-Glyphe,Amdapor-Glyphen,Amdapor-Glyphe,3,1,0,1,1,0,False,66662,26201,1,1,1,3,0,0
2001014,Amdapor-Glyphe,Amdapor-Glyphen,Amdapor-Glyphe,3,1,0,1,1,0,False,66663,26201,1,1,1,3,0,0
2001015,Kopie[p] von „Der Krieger in mir“,Kopien[p] von „Der Krieger in mir“,Der Krieger in mir,3,1,0,1,1,0,False,66655,26002,1,1,1,3,0,0
2001016,Kopie[p] von „Das Lied von Tristram“,Kopien[p] von „Das Lied von Tristram“,Das Lied von Tristram,3,1,0,1,1,0,False,66656,26002,1,1,1,3,0,0
2001017,Kopie[p] von „Im Ring mit der Coeurlfaust“,Kopien[p] von „Im Ring mit der Coeurlfaust“,Im Ring mit der Coeurlfaust,3,1,0,1,1,0,False,66657,26002,1,1,1,3,0,0
2001018,Kopie[p] von „Das Buch von Reinette“,Kopien[p] von „Das Buch von Reinette“,Das Buch von Reinette,3,1,0,1,1,0,False,66658,26002,1,1,1,3,0,0
2001019,Kopie[p] von „Der lindgrüne Teich“,Kopien[p] von „Der lindgrüne Teich“,Der lindgrüne Teich,3,1,0,1,1,0,False,66659,26002,1,1,1,3,0,0
2001020,Kopie[p] von „Interview mit dem Padjal“,Kopien[p] von „Interview mit dem Padjal“,Interview mit dem Padjal,3,1,0,1,1,0,False,66660,26002,1,1,1,3,0,0
2001021,Kopie[p] von „Bogen der Götter“,Kopien[p] von „Bogen der Götter“,Bogen der Götter,3,1,0,1,1,0,False,66661,26002,1,1,1,3,0,0
2001022,Kopie[p] von „Unter dem Schleier“,Kopien[p] von „Unter dem Schleier“,Unter dem Schleier,3,1,0,1,1,0,False,66662,26002,1,1,1,3,0,0
2001023,Kopie[p] von „Krieg der Magi“,Kopien[p] von „Krieg der Magi“,Krieg der Magi,3,1,0,1,1,0,False,66663,26002,1,1,1,3,0,0
2001024,Handvoll[p] glühend heißer Asche,Handvoll[p] glühend heißer Asche,Glühend heiße Asche,3,1,0,1,1,0,False,66655,25911,1,1,1,3,0,0
2001025,Handvoll[p] glühend heißer Asche,Handvoll[p] glühend heißer Asche,Glühend heiße Asche,3,1,0,1,1,0,False,66656,25911,1,1,1,3,0,0
2001026,Handvoll[p] glühend heißer Asche,Handvoll[p] glühend heißer Asche,Glühend heiße Asche,3,1,0,1,1,0,False,66657,25911,1,1,1,3,0,0
2001027,Handvoll[p] glühend heißer Asche,Handvoll[p] glühend heißer Asche,Glühend heiße Asche,3,1,0,1,1,0,False,66658,25911,1,1,1,3,0,0
2001028,Handvoll[p] glühend heißer Asche,Handvoll[p] glühend heiße Asche,Glühend heiße Asche,3,1,0,1,1,0,False,66659,25911,1,1,1,3,0,0
2001029,Handvoll[p] glühend heißer Asche,Handvoll[p] glühend heißer Asche,Glühend heiße Asche,3,1,0,1,1,0,False,66660,25911,1,1,1,3,0,0
2001030,Handvoll[p] glühend heißer Asche,Handvoll[p] glühend heißer Asche,Glühend heiße Asche,3,1,0,1,1,0,False,66661,25911,1,1,1,3,0,0
2001031,Handvoll[p] glühend heißer Asche,Handvoll[p] glühend heißer Asche,Glühend heiße Asche,3,1,0,1,1,0,False,66662,25911,1,1,1,3,0,0
2001032,Handvoll[p] glühend heißer Asche,Handvoll[p] glühend heißer Asche,Glühend heiße Asche,3,1,0,1,1,0,False,66663,25911,1,1,1,3,0,0
2001033,heulend[a] Sturm,heulend[a] Stürme,Heulender Sturm,4,2,0,1,0,0,False,66655,25901,1,1,1,3,0,0
2001034,heulend[a] Sturm,heulend[a] Stürme,Heulender Sturm,4,2,0,1,0,0,False,66656,25901,1,1,1,3,0,0
2001035,heulend[a] Sturm,heulend[a] Stürme,Heulender Sturm,4,2,0,1,0,0,False,66657,25901,1,1,1,3,0,0
2001036,heulend[a] Sturm,heulend[a] Stürme,Heulender Sturm,4,2,0,1,0,0,False,66658,25901,1,1,1,3,0,0
2001037,heulend[a] Sturm,heulend[a] Stürme,Heulender Sturm,4,2,0,1,0,0,False,66659,25901,1,1,1,3,0,0
2001038,heulend[a] Sturm,heulend[a] Stürme,Heulender Sturm,4,2,0,1,0,0,False,66660,25901,1,1,1,3,0,0
2001039,heulend[a] Sturm,heulend[a] Stürme,Heulender Sturm,4,2,0,1,0,0,False,66661,25901,1,1,1,3,0,0
2001040,heulend[a] Sturm,heulend[a] Stürme,Heulender Sturm,4,2,0,1,0,0,False,66662,25901,1,1,1,3,0,0
2001041,heulend[a] Sturm,heulend[a] Stürme,Heulender Sturm,4,2,0,1,0,0,False,66663,25901,1,1,1,3,0,0
2001042,überschmolzen[a] Erzklumpen,überschmolzen[a] Erzklumpen,Überschmolzener Erzklumpen,4,1,0,1,0,0,False,66655,21464,1,1,1,3,0,0
2001043,überschmolzen[a] Erzklumpen,überschmolzen[a] Erzklumpen,Überschmolzener Erzklumpen,4,1,0,1,0,0,False,66656,21464,1,1,1,3,0,0
2001044,überschmolzen[a] Erzklumpen,überschmolzen[a] Erzklumpen,Überschmolzener Erzklumpen,4,1,0,1,0,0,False,66657,21464,1,1,1,3,0,0
2001045,überschmolzen[a] Erzklumpen,überschmolzen[a] Erzklumpen,Überschmolzener Erzklumpen,4,1,0,1,0,0,False,66658,21464,1,1,1,3,0,0
2001046,überschmolzen[a] Erzklumpen,überschmolzen[a] Erzklumpen,Überschmolzener Erzklumpen,4,1,0,1,0,0,False,66659,21464,1,1,1,3,0,0
2001047,überschmolzen[a] Erzklumpen,überschmolzen[a] Erzklumpen,Überschmolzener Erzklumpen,4,1,0,1,0,0,False,66660,21464,1,1,1,3,0,0
2001048,überschmolzen[a] Erzklumpen,überschmolzen[a] Erzklumpen,Überschmolzener Erzklumpen,4,1,0,1,0,0,False,66661,21464,1,1,1,3,0,0
2001049,überschmolzen[a] Erzklumpen,überschmolzen[a] Erzklumpen,Überschmolzener Erzklumpen,4,1,0,1,0,0,False,66662,21464,1,1,1,3,0,0
2001050,überschmolzen[a] Erzklumpen,überschmolzen[a] Erzklumpen,Überschmolzener Erzklumpen,4,1,0,1,0,0,False,66663,21464,1,1,1,3,0,0
