#,GatheringType,Item[0],Item[1],Item[2],Item[3],Item[4],Item[5],Item[6],Item[7],GatheringLevel
604,0,0,0,0,0,0,532,0,0,75
605,0,0,0,0,0,0,0,535,0,75
606,0,0,0,0,0,0,0,538,0,80
607,0,0,0,0,0,0,0,0,543,80
608,0,0,0,0,0,0,0,545,0,80
609,0,0,0,0,0,0,0,546,606,80
610,0,0,0,547,0,0,0,0,0,80
611,3,597,0,570,0,0,602,604,7,70
612,2,0,558,0,0,0,0,0,10,75
613,2,0,559,0,0,0,561,0,12,75
614,2,0,0,0,0,557,560,0,8,75
615,2,0,563,0,0,0,562,0,9,75
616,3,598,0,0,572,0,0,573,10,75
617,3,599,571,576,577,0,574,10372,12,75
618,3,0,0,578,0,0,0,0,8,75
619,3,0,582,0,580,0,0,581,9,75
620,2,0,0,564,0,0,565,0,7,80
621,2,0,566,0,0,0,567,0,10,80
622,3,0,0,0,0,0,595,622,10,80
623,3,584,600,0,0,0,587,0,9,80
624,3,586,0,0,0,0,0,622,9,80
625,3,10373,588,589,594,0,0,0,8,80
626,3,0,0,0,0,0,622,585,8,80
627,2,710,733,0,0,0,0,0,0,90
628,3,0,575,0,0,0,0,0,0,75
629,3,0,0,0,0,0,579,0,0,75
630,3,0,0,0,0,0,0,583,0,80
631,3,0,0,0,0,0,593,0,0,80
632,2,0,568,0,0,0,0,0,0,80
633,2,0,0,0,0,0,569,607,0,80
634,3,0,0,0,596,0,0,0,0,80
635,5,20100,20101,20102,20103,20108,20109,0,0,70
636,5,20099,20110,20111,20112,20113,20116,0,0,75
637,5,20104,20105,20106,20114,20115,20117,0,0,75
638,5,20118,20119,20120,20121,20122,20126,0,0,75
639,5,20123,20124,20125,20127,20128,20129,0,0,75
640,5,20130,20131,20132,20133,20134,20142,0,0,80
641,5,20135,20136,20137,20143,20144,20145,0,0,80
642,5,20107,20146,20148,20149,20150,20151,0,0,80
643,5,20138,20139,20140,20141,20156,20162,0,0,80
644,5,20147,20152,20153,20157,20158,20163,0,0,80
645,5,20101,20108,20110,20112,20154,20160,0,0,75
646,5,20131,20135,20144,20150,20155,20161,0,0,80
647,5,20141,20153,20159,20162,20163,20164,0,0,80
648,3,591,592,0,0,0,590,0,10,80
649,2,601,605,0,0,0,0,0,8,70
650,1,601,605,0,0,0,0,0,7,70
651,3,603,0,0,0,0,0,0,12,70
652,0,603,0,0,0,0,0,0,12,70
653,2,10376,0,0,0,0,0,0,0,5
654,0,10377,0,0,0,0,0,0,0,5
655,1,10378,0,0,0,0,0,0,0,15
656,2,10380,0,0,0,0,0,0,0,35
657,3,10384,0,0,0,0,0,0,0,45
658,0,10381,10382,0,0,0,0,0,0,35
659,3,10379,0,0,0,0,0,0,0,15
660,0,10385,0,0,0,0,0,0,0,45
661,1,10383,0,0,0,0,0,0,0,25
662,2,10386,0,0,0,0,0,0,0,60
663,3,10387,0,0,0,0,0,0,0,55
664,3,10390,0,0,0,0,0,0,0,55
665,0,10388,0,0,0,0,0,0,0,60
666,1,10389,0,0,0,0,0,0,0,55
667,2,10392,0,0,0,0,0,0,0,65
668,3,10400,10394,0,0,0,0,0,0,70
669,0,10391,0,0,0,0,0,0,0,55
670,3,10396,10401,0,0,0,0,0,0,70
671,0,10393,10398,0,0,0,0,0,0,65
672,0,10395,10397,0,0,0,0,0,0,70
673,1,10399,0,0,0,0,0,0,0,70
674,2,10402,10410,0,0,0,0,0,0,80
675,3,10406,10407,0,0,0,0,0,0,80
676,3,10405,0,0,0,0,0,0,0,75
677,0,10403,10411,0,0,0,0,0,0,80
678,0,10404,10409,0,0,0,0,0,0,75
679,1,10408,0,0,0,0,0,0,0,80
680,3,10412,0,0,0,0,0,0,0,25
681,0,0,0,0,0,620,608,0,0,80
682,1,609,0,0,0,0,0,0,0,80
683,2,0,0,0,0,0,611,0,0,80
684,3,0,619,613,0,0,0,0,0,80
685,1,10418,10423,10425,10432,10438,0,0,9,70
686,1,10417,10421,10428,10433,10437,0,0,9,70
687,1,10416,10420,10426,10431,10435,0,0,9,70
688,0,10414,10419,10427,10430,10436,0,0,9,70
689,0,10415,10422,10424,10429,10434,10439,0,9,70
690,3,10444,10449,10451,10458,10464,0,0,9,70
691,3,10443,10447,10454,10459,10463,0,0,9,70
692,3,10442,10446,10452,10457,10461,0,0,9,70
693,3,10440,10445,10453,10456,10462,0,0,9,70
694,3,10441,10448,10450,10455,10460,10465,0,9,70
695,2,711,720,0,0,0,0,0,0,90
696,5,20152,20140,0,0,0,0,0,0,70
697,5,20152,20140,0,0,0,0,0,0,70
698,0,10468,10481,10491,10501,10511,0,0,0,1
699,0,10473,10482,10492,10502,10512,0,0,0,1
700,0,10474,10483,10493,10503,10513,0,0,0,1
701,1,10469,10484,10494,10504,10514,0,0,0,1
702,1,10475,10485,10495,10505,10515,0,0,0,1
703,3,10467,10479,10488,10498,10508,0,0,0,1
704,3,10472,10480,10489,10499,10509,0,0,0,1
705,3,10472,10480,10490,10500,10510,0,0,0,1
706,2,10466,10476,10486,10496,10506,0,0,0,1
707,2,10470,10477,10487,10497,10507,0,0,0,1
708,2,10471,10478,10487,10497,10507,0,0,0,1
709,0,10518,0,0,0,0,0,0,0,80
710,1,10519,0,0,0,0,0,0,0,80
711,2,10516,0,0,0,0,0,0,0,80
712,3,10517,0,0,0,0,0,0,0,80
713,1,0,610,0,0,0,0,0,0,80
714,3,0,0,0,612,0,0,0,0,80
715,0,0,0,0,0,0,0,0,10522,80
716,0,0,0,0,0,0,0,0,10522,80
717,1,10526,0,0,0,0,0,0,0,80
718,0,10526,0,0,0,0,0,0,0,80
719,2,0,0,0,10520,0,0,0,0,80
720,3,0,0,0,10520,0,0,0,0,80
721,3,0,0,10524,0,0,0,0,0,80
722,2,0,0,10524,0,0,0,0,0,80
723,3,614,0,0,0,0,0,0,9,75
724,1,614,0,0,0,0,0,0,8,75
725,2,615,0,0,0,0,0,0,7,75
726,0,615,0,0,0,0,0,0,10,75
727,3,616,637,0,0,0,0,0,11,75
728,0,616,637,0,0,0,0,0,12,75
729,2,617,639,0,0,0,0,0,10,75
730,1,617,639,0,0,0,0,0,12,75
731,3,618,0,0,0,0,0,0,9,75
732,0,618,0,0,0,0,0,0,8,75
733,0,0,0,0,0,0,0,0,0,0
734,2,10528,0,0,0,0,0,0,0,80
735,0,10530,0,0,0,0,0,0,0,80
736,2,10528,0,0,0,0,0,0,0,80
737,0,10530,0,0,0,0,0,0,0,80
738,2,10532,0,0,0,0,0,0,0,80
739,0,10534,0,0,0,0,0,0,0,80
740,2,10532,0,0,0,0,0,0,0,80
741,0,10534,0,0,0,0,0,0,0,80
742,0,10538,10551,10561,10571,0,0,0,10585,1
743,0,10543,10552,10562,10572,0,0,0,10586,1
744,0,10544,10553,10563,10573,0,0,0,10587,1
745,1,10539,10554,10564,10574,0,0,0,10588,1
746,1,10545,10555,10565,10575,0,0,0,10589,1
747,1,10545,10554,10565,10575,0,0,0,10589,1
748,3,10537,10548,10558,10568,0,0,0,10582,1
749,3,10541,10549,10560,10569,0,0,0,10583,1
750,3,10542,10550,10559,10570,0,0,0,10584,1
751,2,10536,10546,10557,10566,0,0,0,10580,1
752,2,10540,10547,10556,10567,0,0,0,10581,1
753,2,10540,10546,10556,10567,0,0,0,10581,1
754,0,10578,0,0,0,0,0,0,10592,80
755,1,10579,0,0,0,0,0,0,10593,80
756,2,10576,0,0,0,0,0,0,10590,80
757,3,10577,0,0,0,0,0,0,10591,80
758,0,628,0,0,0,0,0,0,0,80
759,1,0,0,0,0,0,0,625,0,80
760,0,0,0,0,0,0,624,0,0,80
761,2,0,0,0,0,627,0,0,0,80
762,2,0,0,0,0,0,623,0,0,80
763,3,0,0,0,626,0,0,0,0,80
764,0,0,0,0,0,0,10596,0,0,80
765,2,10594,0,0,0,0,0,0,0,80
766,0,10612,10614,0,0,0,0,0,0,80
767,0,10615,0,0,0,0,0,0,0,80
768,2,10620,10621,10622,0,0,0,0,0,55
769,2,10623,10624,0,0,0,0,0,0,60
770,2,10625,10627,0,0,0,0,0,0,65
771,2,10626,0,0,0,0,0,0,0,65
772,2,10628,10629,0,0,0,0,0,0,70
773,2,10630,10632,0,0,0,0,0,0,75
774,2,10631,0,0,0,0,0,0,0,75
775,2,10633,10635,0,0,0,0,0,0,80
776,2,10634,10636,0,0,0,0,0,0,80
777,2,10637,0,0,0,0,0,0,0,80
778,1,10616,0,0,0,0,0,0,0,55
779,0,10617,0,0,0,0,0,0,0,65
780,0,10618,0,0,0,0,0,0,0,75
781,1,10619,0,0,0,0,0,0,0,80
782,3,10638,0,0,0,0,0,0,0,55
783,3,10639,0,0,0,0,0,0,0,65
784,3,10640,0,0,0,0,0,0,0,75
785,3,10641,0,0,0,0,0,0,0,80
786,0,10644,10657,10667,10677,0,0,10691,10705,1
787,0,10649,10658,10668,10678,0,0,10692,10706,1
788,0,10650,10659,10669,10679,0,0,10693,10707,1
789,1,10645,10660,10670,10681,0,0,10694,10708,1
790,1,10651,10661,10671,10680,0,0,10695,10709,1
791,1,10651,10660,10671,10680,0,0,10695,10709,1
792,3,10643,10654,10664,10674,0,0,10688,10702,1
793,3,10647,10655,10666,10675,0,0,10689,10703,1
794,3,10648,10656,10665,10676,0,0,10690,10704,1
795,2,10642,10652,10663,10672,0,0,10686,10700,1
796,2,10646,10653,10662,10673,0,0,10687,10701,1
797,2,10646,10652,10662,10673,0,0,10687,10701,1
798,0,10684,0,0,0,0,0,10698,10712,80
799,1,10685,0,0,0,0,0,10699,10713,80
800,2,10682,0,0,0,0,0,10696,10710,80
801,3,10683,0,0,0,0,0,10697,10711,80
802,0,0,0,0,0,0,10597,0,0,80
803,0,0,0,0,0,0,10597,0,0,80
804,0,0,0,0,0,0,10597,0,0,80
805,2,0,0,0,0,0,10595,0,0,80
806,2,0,0,0,0,0,10595,0,0,80
807,2,0,0,0,0,0,10595,0,0,80
808,0,636,0,0,0,0,0,0,9,75
809,2,636,0,0,0,0,0,0,9,75
810,0,638,0,0,0,0,0,0,9,75
811,2,638,0,0,0,0,0,0,7,75
812,1,19,0,0,0,0,0,0,11,80
813,3,19,0,0,0,0,0,0,10,80
814,0,0,0,0,0,0,0,0,0,0
815,0,640,641,697,0,0,0,0,12,85
816,1,648,649,10781,700,739,0,0,12,85
817,1,10769,0,0,0,0,0,0,0,90
818,0,642,701,0,0,0,0,0,8,85
819,0,10760,0,0,0,0,0,0,0,85
820,1,650,691,698,740,0,0,0,8,85
821,0,643,693,742,0,0,0,0,10,85
822,1,651,652,692,699,741,0,0,11,85
823,0,644,694,0,0,0,0,0,7,90
824,1,653,654,655,743,0,0,0,7,90
825,0,645,0,0,0,0,0,0,9,90
826,1,656,0,0,0,0,0,0,9,90
827,1,657,717,0,0,0,0,0,10,90
828,0,646,0,0,0,0,0,0,11,90
829,0,10761,10763,0,0,0,0,0,0,85
830,0,10762,0,0,0,0,0,0,0,85
831,1,10764,10766,0,0,0,0,0,0,90
832,1,10765,10767,0,0,0,0,0,0,90
833,1,10768,0,0,0,0,0,0,0,90
834,0,658,647,695,704,0,0,0,0,90
835,1,658,659,0,0,0,0,0,0,90
836,1,658,660,0,0,0,0,0,0,90
837,2,661,700,0,0,0,0,0,9,85
838,3,673,674,675,10781,697,739,0,9,85
839,2,662,663,664,701,0,0,0,7,85
840,3,676,677,691,698,740,0,0,7,85
841,3,10770,0,0,0,0,0,0,0,85
842,2,665,692,699,0,0,0,0,10,85
843,3,678,679,680,681,741,0,0,10,85
844,2,666,667,668,0,0,0,0,11,90
845,2,10779,0,0,0,0,0,0,0,90
846,3,683,684,685,694,743,0,0,11,90
847,2,669,0,0,0,0,0,0,12,90
848,3,686,687,0,0,0,0,0,12,90
849,3,688,718,0,0,0,0,0,9,90
850,2,670,0,0,0,0,0,0,7,90
851,2,10771,10773,0,0,0,0,0,0,85
852,2,10772,0,0,0,0,0,0,0,85
853,2,10774,10776,0,0,0,0,0,0,90
854,3,10775,10777,0,0,0,0,0,0,90
855,3,10778,0,0,0,0,0,0,0,90
856,2,671,672,0,0,0,0,0,0,90
857,3,671,689,696,0,0,0,0,0,90
858,3,671,690,702,0,0,0,0,0,90
859,2,10714,10715,0,0,0,0,0,0,85
860,3,10716,0,0,0,0,0,0,0,85
861,2,10717,10718,0,0,0,0,0,0,85
862,3,10719,10720,0,0,0,0,0,0,85
863,3,10721,0,0,0,0,0,0,0,85
864,2,10722,0,0,0,0,0,0,0,85
865,3,10723,10724,0,0,0,0,0,0,85
866,2,10725,0,0,0,0,0,0,0,85
867,2,10726,10727,0,0,0,0,0,0,85
868,2,10728,0,0,0,0,0,0,0,90
869,3,10729,0,0,0,0,0,0,0,90
870,2,10730,10731,0,0,0,0,0,0,90
871,3,10732,10733,0,0,0,0,0,0,90
872,2,10734,0,0,0,0,0,0,0,90
873,2,10735,10736,0,0,0,0,0,0,90
874,0,10737,10738,0,0,0,0,0,0,85
875,1,10739,0,0,0,0,0,0,0,85
876,0,10740,10741,0,0,0,0,0,0,85
877,0,10742,10743,0,0,0,0,0,0,85
878,1,10744,0,0,0,0,0,0,0,85
879,1,10745,0,0,0,0,0,0,0,85
880,0,10746,10747,0,0,0,0,0,0,85
881,0,10748,0,0,0,0,0,0,0,85
882,0,10749,10750,0,0,0,0,0,0,85
883,0,10751,0,0,0,0,0,0,0,90
884,1,10752,0,0,0,0,0,0,0,90
885,1,10753,10754,0,0,0,0,0,0,90
886,0,10755,10756,0,0,0,0,0,0,90
887,1,10757,0,0,0,0,0,0,0,90
888,1,10758,10759,0,0,0,0,0,0,90
889,5,20165,20166,20167,20168,20169,20170,0,0,85
890,5,20171,20172,20173,20174,20175,20176,0,0,85
891,5,20177,20178,20179,20180,20181,20182,0,0,85
892,5,20183,20184,20185,20186,20187,20188,20225,0,85
893,5,20189,20190,20191,20192,20193,20194,0,0,90
894,5,20195,20196,20197,20198,20199,20200,0,0,90
895,5,20201,20202,20203,20204,20205,20206,0,0,90
896,5,20207,20208,20209,20210,20211,20212,20229,0,90
897,5,20213,20214,20215,20216,20217,20218,0,0,90
898,5,20219,20220,20221,20222,20223,20224,0,0,90
899,5,20174,20178,20180,20182,20226,20227,0,0,85
900,5,20168,20196,20197,20200,20228,20230,0,0,90
901,0,0,0,0,0,0,0,0,0,0
902,3,682,693,742,0,0,0,0,8,85
903,5,20050,20064,20053,20231,0,0,0,0,85
904,5,20177,20179,20187,20232,0,0,0,0,85
905,0,10784,10794,0,0,0,0,0,9,80
906,1,10785,10790,0,0,0,0,0,9,80
907,3,10808,10818,0,0,0,0,0,12,80
908,3,10809,10814,0,0,0,0,0,12,80
909,0,10786,10791,0,0,0,0,0,9,80
910,0,10788,0,0,0,0,0,0,9,80
911,1,10787,0,0,0,0,0,0,7,80
912,3,10810,10815,0,0,0,0,0,12,80
913,2,10812,0,0,0,0,0,0,12,80
914,3,10811,0,0,0,0,0,0,7,80
915,5,20099,20111,20116,20233,0,0,0,0,85
916,5,20130,20137,20145,20234,0,0,0,0,85
917,5,20235,20236,20237,20238,20239,20240,0,0,90
918,1,712,715,0,0,0,0,0,12,85
919,1,713,714,0,0,0,0,0,9,85
920,0,10841,0,0,0,0,0,0,0,90
921,3,712,715,0,0,0,0,0,12,85
922,3,713,714,0,0,0,0,0,7,85
923,2,10838,0,0,0,0,0,0,0,90
924,0,10832,0,0,0,0,0,0,0,90
925,0,10836,0,0,0,0,0,0,0,90
926,2,10834,0,0,0,0,0,0,0,90
927,3,716,0,0,0,0,0,0,10,85
928,0,716,0,0,0,0,0,0,11,85
929,0,10845,0,0,0,0,0,0,0,90
930,2,10843,0,0,0,0,0,0,0,90
931,2,10847,0,0,0,0,0,0,0,90
932,1,725,0,0,0,0,0,0,0,90
933,0,726,735,0,0,0,0,0,0,90
934,0,727,0,0,0,0,0,0,0,90
935,3,729,0,0,0,0,0,0,0,90
936,3,730,0,0,0,0,0,0,0,90
937,2,728,737,0,0,0,0,0,0,90
938,0,10849,0,0,0,0,0,0,0,90
939,0,10853,0,0,0,0,0,0,0,90
940,2,10851,0,0,0,0,0,0,0,90
941,2,10855,0,0,0,0,0,0,0,90
942,5,20171,20179,20187,20241,0,0,0,0,85
943,5,20236,20237,20239,20242,0,0,0,0,90
944,3,10857,10858,0,0,0,0,0,0,95
945,2,10859,0,0,0,0,0,0,0,95
946,3,10860,10861,0,0,0,0,0,0,95
947,3,10862,10863,0,0,0,0,0,0,95
948,3,10864,0,0,0,0,0,0,0,95
949,3,10865,0,0,0,0,0,0,0,95
950,3,10866,10867,0,0,0,0,0,0,95
951,3,10868,0,0,0,0,0,0,0,95
952,2,10869,10870,0,0,0,0,0,0,95
953,3,10871,0,0,0,0,0,0,0,100
954,2,10872,0,0,0,0,0,0,0,100
955,2,10873,10874,0,0,0,0,0,0,100
956,3,10875,10876,0,0,0,0,0,0,100
957,2,10877,0,0,0,0,0,0,0,100
958,2,10878,10879,0,0,0,0,0,0,100
959,1,10880,10881,0,0,0,0,0,0,95
960,1,10882,0,0,0,0,0,0,0,95
961,0,10883,10884,0,0,0,0,0,0,95
962,1,10885,10886,0,0,0,0,0,0,95
963,0,10887,0,0,0,0,0,0,0,95
964,0,10888,0,0,0,0,0,0,0,95
965,0,10889,10890,0,0,0,0,0,0,95
966,1,10891,0,0,0,0,0,0,0,95
967,1,10892,10893,0,0,0,0,0,0,95
968,0,10894,0,0,0,0,0,0,0,100
969,1,10895,0,0,0,0,0,0,0,100
970,0,10896,10897,0,0,0,0,0,0,100
971,0,10898,10899,0,0,0,0,0,0,100
972,1,10900,0,0,0,0,0,0,0,100
973,1,10901,10902,0,0,0,0,0,0,100
974,0,744,10905,797,0,0,0,0,9,95
975,0,745,10903,0,0,0,0,0,9,95
976,0,747,10906,798,0,0,0,0,12,95
977,0,749,801,0,0,0,0,0,8,95
978,0,748,10907,799,0,0,0,0,7,95
979,0,751,10908,0,0,0,0,0,8,100
980,0,750,10904,0,0,0,0,0,8,100
981,0,752,0,0,0,0,0,0,7,100
982,0,754,0,0,0,0,0,0,10,100
983,0,755,756,0,0,0,0,0,10,100
984,1,746,800,0,0,0,0,0,9,95
985,1,753,0,0,0,0,0,0,7,100
986,2,760,764,10906,798,0,0,0,11,95
987,2,763,0,0,0,0,0,0,11,95
988,2,770,769,801,0,0,0,0,12,95
989,2,777,0,0,0,0,0,0,9,100
990,2,774,776,0,0,0,0,0,9,100
991,2,775,0,0,0,0,0,0,8,100
992,3,757,758,10905,797,0,0,0,10,95
993,3,762,800,0,0,0,0,0,10,95
994,3,765,10903,0,0,0,0,0,10,95
995,2,771,0,0,0,0,0,0,11,95
996,3,766,0,0,0,0,0,0,11,95
997,3,759,0,0,0,0,0,0,12,95
998,3,768,0,0,0,0,0,0,12,95
999,3,767,10907,799,0,0,0,0,9,95
1000,3,772,773,10908,0,0,0,0,12,100
1001,3,781,10904,0,0,0,0,0,12,100
1002,3,780,0,0,0,0,0,0,9,100
1003,3,778,779,0,0,0,0,0,8,100
1004,3,783,782,784,0,0,0,0,7,100
1005,5,20243,20244,20245,20246,20247,20248,0,0,95
1006,5,20249,20250,20251,20252,20253,20254,0,0,95
1007,5,20255,20256,20257,20258,20259,20260,0,0,95
1008,5,20263,20264,20265,20266,20267,20268,0,0,95
1009,5,20269,20270,20271,20272,20273,20274,0,0,100
1010,5,20275,20276,20277,20278,20279,20280,0,0,100
1011,5,20283,20284,20285,20286,20287,20288,0,0,100
1012,5,20249,20253,20255,20257,20261,20262,0,0,95
1013,5,20271,20273,20275,20277,20281,20282,0,0,100
1014,1,791,0,0,0,0,0,0,10,100
1015,1,792,810,0,0,0,0,0,11,100
1016,3,793,0,0,0,0,0,0,9,100
1017,3,794,811,0,0,0,0,0,7,100
1018,0,10187,0,0,0,0,0,0,0,95
1019,1,10188,0,0,0,0,0,0,0,100
1020,3,10195,0,0,0,0,0,0,0,95
1021,3,10196,0,0,0,0,0,0,0,100
1022,0,10189,0,0,0,0,0,0,0,95
1023,0,10190,10192,0,0,0,0,0,0,100
1024,0,10191,10193,0,0,0,0,0,0,100
1025,1,10194,0,0,0,0,0,0,0,100
1026,3,10197,0,0,0,0,0,0,0,95
1027,2,10198,10200,0,0,0,0,0,0,100
1028,2,10199,10201,0,0,0,0,0,0,100
1029,3,10202,0,0,0,0,0,0,0,100
1030,1,785,0,0,0,0,0,0,0,100
1031,0,786,0,0,0,0,0,0,0,100
1032,0,787,796,0,0,0,0,0,0,100
1033,2,788,0,0,0,0,0,0,0,100
1034,2,789,0,0,0,0,0,0,0,100
1035,3,790,795,0,0,0,0,0,0,100
1036,2,761,0,0,0,0,0,0,12,95
1037,0,0,0,0,0,0,0,0,0,0
1038,0,0,0,0,0,0,0,0,0,0
1039,0,0,0,0,0,0,0,0,0,0
1040,0,0,0,0,0,0,0,0,0,0
1041,0,0,0,0,0,0,0,0,0,0
1042,0,0,0,0,0,0,0,0,0,0
1043,0,0,0,0,0,0,0,0,0,0
1044,0,0,0,0,0,0,0,0,0,1
1045,0,0,0,0,0,0,0,0,0,1
1046,0,0,0,0,0,0,0,0,0,1
1047,1,0,0,0,0,0,0,0,0,1
1048,1,0,0,0,0,0,0,0,0,1
1049,1,0,0,0,0,0,0,0,0,1
1050,0,0,0,0,0,0,0,0,0,1
1051,0,0,0,0,0,0,0,0,0,1
1052,0,0,0,0,0,0,0,0,0,1
1053,0,0,0,0,0,0,0,0,0,1
1054,0,0,0,0,0,0,0,0,0,1
1055,0,0,0,0,0,0,0,0,0,1
1056,0,0,0,0,0,0,0,0,0,1
1057,1,0,0,0,0,0,0,0,0,1
1058,0,0,0,0,0,0,0,0,0,1
1059,0,0,0,0,0,0,0,0,0,1
1060,3,0,0,0,0,0,0,0,0,1
1061,3,0,0,0,0,0,0,0,0,1
1062,3,0,0,0,0,0,0,0,0,1
1063,3,0,0,0,0,0,0,0,0,1
1064,3,0,0,0,0,0,0,0,0,1
1065,3,0,0,0,0,0,0,0,0,1
1066,2,0,0,0,0,0,0,0,0,1
1067,2,0,0,0,0,0,0,0,0,1
1068,2,0,0,0,0,0,0,0,0,1
1069,3,0,0,0,0,0,0,0,0,1
1070,3,0,0,0,0,0,0,0,0,1
1071,3,0,0,0,0,0,0,0,0,1
1072,2,0,0,0,0,0,0,0,0,1
1073,3,0,0,0,0,0,0,0,0,1
1074,3,0,0,0,0,0,0,0,0,1
1075,3,0,0,0,0,0,0,0,0,1
1076,0,10918,0,0,0,0,0,0,0,1
1077,0,10919,0,0,0,0,0,0,0,1
1078,1,10920,0,0,0,0,0,0,0,1
1079,1,10921,0,0,0,0,0,0,0,1
1080,1,10922,0,0,0,0,0,0,0,1
1081,1,10923,0,0,0,0,0,0,0,1
1082,0,10924,10925,0,0,0,0,0,0,1
1083,1,10926,0,0,0,0,0,0,0,1
1084,0,10928,10929,0,0,0,0,0,0,1
1085,1,10930,0,0,0,0,0,0,0,1
1086,1,10931,0,0,0,0,0,0,0,1
1087,0,10932,0,0,0,0,0,0,0,1
1088,0,10933,0,0,0,0,0,0,0,1
1089,0,10934,10935,10936,0,0,0,0,0,1
1090,0,10937,0,0,0,0,0,0,0,1
1091,0,10940,10941,10942,0,0,0,0,0,1
1092,0,10943,0,0,0,0,0,0,0,1
1093,0,10944,0,0,0,0,0,0,0,1
1094,0,10945,0,0,0,0,0,0,0,1
1095,0,10946,0,0,0,0,0,0,0,1
1096,0,10947,0,0,0,0,0,0,0,1
1097,0,10948,10949,10950,0,0,0,0,0,1
1098,0,10951,0,0,0,0,0,0,0,1
1099,1,10954,10955,10956,0,0,0,0,0,1
1100,1,10957,0,0,0,0,0,0,0,1
1101,0,10958,0,0,0,0,0,0,0,1
1102,0,10959,10960,10961,0,0,0,0,0,1
1103,1,10962,0,0,0,0,0,0,0,1
1104,0,10963,10964,0,0,0,0,0,0,1
1105,0,10965,0,0,0,0,0,0,0,1
1106,0,10966,0,0,0,0,0,0,0,1
1107,1,10968,10969,0,0,0,0,0,0,1
1108,3,11004,0,0,0,0,0,0,0,1
1109,3,11005,0,0,0,0,0,0,0,1
1110,3,11006,0,0,0,0,0,0,0,1
1111,3,11007,0,0,0,0,0,0,0,1
1112,3,11008,0,0,0,0,0,0,0,1
1113,3,11009,0,0,0,0,0,0,0,1
1114,3,11010,11011,0,0,0,0,0,0,1
1115,3,11012,0,0,0,0,0,0,0,1
1116,2,11014,11015,0,0,0,0,0,0,1
1117,3,11016,0,0,0,0,0,0,0,1
1118,3,11017,0,0,0,0,0,0,0,1
1119,2,11018,0,0,0,0,0,0,0,1
1120,2,11019,0,0,0,0,0,0,0,1
1121,3,11020,11021,11022,0,0,0,0,0,1
1122,2,11023,0,0,0,0,0,0,0,1
1123,2,11026,11027,11028,0,0,0,0,0,1
1124,2,11029,0,0,0,0,0,0,0,1
1125,2,11030,0,0,0,0,0,0,0,1
1126,2,11031,0,0,0,0,0,0,0,1
1127,2,11032,0,0,0,0,0,0,0,1
1128,2,11033,0,0,0,0,0,0,0,1
1129,3,11034,11035,11036,0,0,0,0,0,1
1130,2,11037,0,0,0,0,0,0,0,1
1131,3,11040,11041,11042,0,0,0,0,0,1
1132,3,11043,0,0,0,0,0,0,0,1
1133,2,11044,0,0,0,0,0,0,0,1
1134,3,11045,11046,11047,0,0,0,0,0,1
1135,3,11048,0,0,0,0,0,0,0,1
1136,3,11049,11050,0,0,0,0,0,0,1
1137,3,11051,0,0,0,0,0,0,0,1
1138,2,11052,0,0,0,0,0,0,0,1
1139,3,11054,11055,0,0,0,0,0,0,1
1140,0,10970,10971,10972,0,0,0,0,0,1
1141,0,10973,0,0,0,0,0,0,0,1
1142,1,10974,0,0,0,0,0,0,0,1
1143,0,10977,0,0,0,0,0,0,0,1
1144,0,10978,0,0,0,0,0,0,0,1
1145,0,10979,10980,10981,0,0,0,0,0,1
1146,0,10982,0,0,0,0,0,0,0,1
1147,1,10983,10984,10985,0,0,0,0,0,1
1148,0,10986,0,0,0,0,0,0,0,1
1149,0,10987,0,0,0,0,0,0,0,1
1150,0,10988,0,0,0,0,0,0,0,1
1151,0,10990,10991,0,0,0,0,0,0,1
1152,0,10992,0,0,0,0,0,0,0,1
1153,1,10993,0,0,0,0,0,0,0,1
1154,1,10994,0,0,0,0,0,0,0,1
1155,0,10995,0,0,0,0,0,0,0,1
1156,1,10996,0,0,0,0,0,0,0,1
1157,0,10997,0,0,0,0,0,0,0,1
1158,0,10998,0,0,0,0,0,0,0,1
1159,3,11056,11057,11058,0,0,0,0,0,1
1160,3,11059,0,0,0,0,0,0,0,1
1161,3,11062,0,0,0,0,0,0,0,1
1162,2,11063,0,0,0,0,0,0,0,1
1163,2,11064,0,0,0,0,0,0,0,1
1164,3,11065,11066,11067,0,0,0,0,0,1
1165,3,11068,0,0,0,0,0,0,0,1
1166,2,11069,11070,11071,0,0,0,0,0,1
1167,3,11072,0,0,0,0,0,0,0,1
1168,3,11073,0,0,0,0,0,0,0,1
1169,3,11074,0,0,0,0,0,0,0,1
1170,3,11076,11077,0,0,0,0,0,0,1
1171,3,11078,0,0,0,0,0,0,0,1
1172,3,11079,0,0,0,0,0,0,0,1
1173,2,11080,0,0,0,0,0,0,0,1
1174,3,11081,0,0,0,0,0,0,0,1
1175,2,11082,0,0,0,0,0,0,0,1
1176,2,11083,0,0,0,0,0,0,0,1
1177,3,11084,0,0,0,0,0,0,0,1
1178,0,10999,0,0,0,0,0,0,0,1
1179,0,11000,0,0,0,0,0,0,0,1
1180,1,11001,0,0,0,0,0,0,0,1
1181,0,11002,0,0,0,0,0,0,0,1
1182,0,11003,0,0,0,0,0,0,0,1
1183,3,11085,0,0,0,0,0,0,0,1
1184,2,11086,0,0,0,0,0,0,0,1
1185,3,11087,0,0,0,0,0,0,0,1
1186,3,11088,0,0,0,0,0,0,0,1
