#,Model,NpcYell,Unknown0,Unknown1,ResidentMotionType
169.5,6572,1536,0,3,0
169.6,6573,1607,0,3,0
169.7,6574,1536,0,3,0
169.8,6575,1607,0,3,0
169.9,6576,1536,0,3,0
169.10,6577,1607,0,3,0
169.11,6584,1728,0,3,0
169.12,6587,1729,0,3,0
169.13,6588,1729,0,3,0
169.14,6536,1729,0,3,0
169.15,6590,1536,0,3,0
169.16,6529,1536,0,3,0
169.17,6591,1537,0,3,0
169.18,6592,1537,0,3,0
169.19,6531,1536,0,3,0
169.20,6532,1536,0,3,0
169.21,6593,1536,0,3,0
169.22,6732,480,0,3,0
169.23,7737,1727,0,4,0
169.24,7747,1727,0,4,0
169.25,7737,1728,0,4,0
169.26,7747,1728,0,4,0
169.27,7737,1729,0,4,0
169.28,7747,1729,0,4,0
169.29,4584,1536,0,4,0
169.30,4572,1536,0,4,0
169.31,4584,1537,0,4,0
169.32,4572,1537,0,4,0
169.33,210,1536,0,4,0
169.34,211,1536,0,4,0
169.35,77,0,0,6,0
169.36,78,0,0,6,0
169.37,122,0,0,2,0
169.38,123,0,0,2,0
169.39,55,0,0,9,0
169.40,27,0,0,2,0
169.41,0,0,0,0,0
169.42,0,0,0,0,0
169.43,0,0,0,0,0
169.44,0,0,0,0,0
169.45,0,0,0,0,0
169.46,0,0,0,0,0
169.47,0,0,0,0,0
169.48,0,0,0,0,0
169.49,0,0,0,0,0
169.50,0,0,0,0,0
170.0,6053,0,0,1,0
170.1,6054,0,0,1,0
170.2,6055,0,0,1,0
170.3,6056,0,0,1,0
170.4,6057,0,0,1,0
170.5,6681,1606,0,3,0
170.6,6729,1605,0,3,0
170.7,6730,1605,0,3,0
170.8,6734,1605,0,3,0
170.9,6746,1606,0,3,0
170.10,6747,1183,0,3,0
170.11,6784,1606,0,3,0
170.12,6723,1633,0,3,0
170.13,6726,1633,0,3,0
170.14,6727,1673,0,3,0
170.15,6728,1606,0,3,0
170.16,6733,1605,0,3,0
170.17,6735,480,0,3,0
170.18,6736,1606,0,3,0
170.19,6737,1606,0,3,0
170.20,6738,1606,0,3,0
170.21,6742,1606,0,3,0
170.22,6743,480,0,3,0
170.23,6744,1606,0,3,0
170.24,6745,1606,0,3,0
170.25,6748,1183,0,3,0
170.26,6751,1606,0,3,0
170.27,6829,1673,0,3,0
170.28,6740,480,0,3,0
170.29,142,1686,0,4,0
170.30,3785,701,0,4,0
170.31,210,1605,0,4,0
170.32,211,1605,0,4,0
170.33,4986,701,0,4,0
170.34,4561,1606,0,4,0
170.35,4584,1606,0,4,0
170.36,4572,1606,0,4,0
170.37,125,0,0,2,0
170.38,90,0,0,6,0
170.39,30,0,0,6,0
170.40,87,0,0,6,0
170.41,41,0,0,6,0
170.42,0,0,0,0,0
170.43,0,0,0,0,0
170.44,0,0,0,0,0
170.45,0,0,0,0,0
170.46,0,0,0,0,0
170.47,0,0,0,0,0
170.48,0,0,0,0,0
170.49,0,0,0,0,0
170.50,0,0,0,0,0
171.0,6122,0,0,1,0
171.1,6123,0,0,1,0
171.2,6124,0,0,1,0
171.3,6125,0,0,1,0
171.4,6126,0,0,1,0
171.5,6127,0,0,1,0
171.6,6128,0,0,1,0
171.7,6681,1606,0,3,0
171.8,6729,1605,0,3,0
171.9,6730,1605,0,3,0
171.10,6734,1605,0,3,0
171.11,6746,1606,0,3,0
171.12,6747,1183,0,3,0
171.13,6768,480,0,3,0
171.14,6753,1633,0,3,0
171.15,6757,1633,0,3,0
171.16,6727,1673,0,3,0
171.17,6758,1606,0,3,0
171.18,6761,1605,0,3,0
171.19,6763,480,0,3,0
171.20,6736,1606,0,3,0
171.21,6737,1606,0,3,0
171.22,6738,1606,0,3,0
171.23,6771,1606,0,3,0
171.24,6772,480,0,3,0
171.25,6774,1606,0,3,0
171.26,6776,1183,0,3,0
171.27,6787,1606,0,3,0
171.28,6786,1606,0,3,0
171.29,6785,1606,0,3,0
171.30,6830,1673,0,3,0
171.31,142,1686,0,4,0
171.32,3785,701,0,4,0
171.33,210,1605,0,4,0
171.34,211,1605,0,4,0
171.35,4986,701,0,4,0
171.36,4561,1606,0,4,0
171.37,4584,1606,0,4,0
171.38,4572,1606,0,4,0
171.39,90,0,0,6,0
171.40,30,0,0,6,0
171.41,87,0,0,6,0
171.42,41,0,0,6,0
171.43,79,0,0,6,0
171.44,80,0,0,6,0
171.45,81,0,0,6,0
171.46,82,0,0,6,0
171.47,83,0,0,6,0
171.48,84,0,0,6,0
171.49,85,0,0,6,0
171.50,86,0,0,6,0
172.0,6158,0,0,1,0
172.1,6159,0,0,1,0
172.2,6160,0,0,1,0
172.3,6161,0,0,1,0
172.4,6162,0,0,1,0
172.5,6885,1583,0,3,0
172.6,6891,480,0,3,0
172.7,6896,1583,0,3,0
172.8,6897,480,0,3,0
172.9,6898,480,0,3,0
172.10,6650,1583,0,3,0
172.11,6659,1583,0,3,0
172.12,6663,480,0,3,0
172.13,6680,480,0,3,0
172.14,6908,480,0,3,0
172.15,6666,1583,0,3,0
172.16,4584,1583,0,4,0
172.17,4572,1583,0,4,0
172.18,3212,1583,0,4,0
172.19,4908,701,0,4,0
172.20,4909,701,0,4,0
172.21,142,1703,0,4,0
172.22,142,1706,0,4,0
172.23,142,1704,0,4,0
172.24,62,0,0,6,0
172.25,30,0,0,6,0
172.26,16,0,0,6,0
172.27,92,0,0,2,0
172.28,54,0,0,9,0
172.29,0,0,0,0,0
172.30,0,0,0,0,0
173.0,6076,0,0,1,0
173.1,6077,0,0,1,0
173.2,6078,0,0,1,0
173.3,6079,0,0,1,0
173.4,6080,0,0,1,0
173.5,6086,0,0,1,0
173.6,6635,1583,0,3,0
173.7,6637,1583,0,3,0
173.8,6642,480,0,3,0
173.9,6650,1583,0,3,0
173.10,6651,1583,0,3,0
173.11,6652,480,0,3,0
173.12,6654,480,0,3,0
173.13,6655,480,0,3,0
173.14,6659,1583,0,3,0
173.15,6660,1583,0,3,0
173.16,6661,480,0,3,0
173.17,6663,480,0,3,0
173.18,6664,1583,0,3,0
173.19,6666,1583,0,3,0
173.20,6670,1583,0,3,0
173.21,6675,480,0,3,0
173.22,6677,480,0,3,0
173.23,6680,480,0,3,0
173.24,4584,1583,0,4,0
173.25,4572,1583,0,4,0
173.26,3212,1583,0,4,0
173.27,4908,701,0,4,0
173.28,4909,701,0,4,0
173.29,142,1703,0,4,0
173.30,142,1706,0,4,0
173.31,142,1705,0,4,0
173.32,142,1704,0,4,0
173.33,62,0,0,6,0
173.34,30,0,0,6,0
173.35,23,0,0,6,0
173.36,92,0,0,2,0
173.37,27,0,0,2,0
173.38,28,0,0,9,0
173.39,29,0,0,9,0
173.40,54,0,0,9,0
173.41,0,0,0,0,0
173.42,0,0,0,0,0
173.43,0,0,0,0,0
174.0,6046,0,0,1,0
174.1,6044,0,0,1,0
174.2,6045,0,0,1,0
174.3,6052,0,0,1,0
174.4,3904,701,0,4,0
174.5,3205,1584,0,4,0
174.6,1415,303,0,4,0
174.7,1416,303,0,4,0
174.8,6619,480,0,3,0
174.9,6620,303,0,3,0
174.10,6621,303,0,3,0
174.11,6622,303,0,3,0
174.12,6616,1604,0,3,0
174.13,6618,1604,0,3,0
174.14,6614,1582,0,3,0
174.15,4,0,0,9,0
174.16,70,0,0,6,0
174.17,23,0,0,6,0
174.18,62,0,0,6,0
174.19,111,0,0,2,0
174.20,6048,0,0,1,0
174.21,6599,1584,0,3,0
174.22,6601,1584,0,3,0
174.23,6606,1663,0,3,0
174.24,6612,1582,0,3,0
174.25,6625,198,0,3,0
174.26,6627,1604,0,3,0
174.27,6628,4,0,3,0
174.28,6629,4,0,3,0
174.29,6852,480,0,3,0
174.30,0,0,0,0,0
174.31,0,0,0,0,0
174.32,0,0,0,0,0
174.33,0,0,0,0,0
174.34,0,0,0,0,0
174.35,0,0,0,0,0
175.0,5991,0,0,1,0
175.1,5992,0,0,1,0
175.2,5995,0,0,1,0
175.3,5996,0,0,1,0
175.4,5997,0,0,1,0
175.5,5998,0,0,1,0
175.6,5999,0,0,1,0
175.7,6000,0,0,1,0
175.8,4573,1603,0,4,0
175.9,4561,1603,0,4,0
175.10,3202,1603,0,4,0
175.11,3211,1664,0,4,0
175.12,3207,1665,0,4,0
175.13,3206,1665,0,4,0
175.14,3208,1666,0,4,0
175.15,3207,1666,0,4,0
175.16,3212,1664,0,4,0
175.17,4918,480,0,4,0
175.18,88,0,0,6,0
175.19,89,0,0,6,0
175.20,48,0,0,6,0
175.21,49,0,0,6,0
175.22,21,0,0,6,0
175.23,6470,1664,0,3,0
175.24,6504,480,0,3,0
175.25,6493,165,0,3,0
175.26,6494,480,0,3,0
175.27,6491,480,0,3,0
175.28,6479,480,0,3,0
175.29,6480,480,0,3,0
175.30,6476,480,0,3,0
175.31,6477,480,0,3,0
175.32,6505,480,0,3,0
175.33,6494,629,0,3,0
175.34,143,1603,0,4,0
175.35,143,165,0,4,0
175.36,57,0,0,9,0
175.37,28,0,0,9,0
175.38,210,165,0,4,0
175.39,0,0,0,0,0
175.40,0,0,0,0,0
176.0,5306,480,0,4,0
176.1,0,0,0,0,0
176.2,0,0,0,0,0
176.3,0,0,0,0,0
176.4,0,0,0,0,0
176.5,0,0,0,0,0
176.6,0,0,0,0,0
176.7,0,0,0,0,0
176.8,0,0,0,0,0
176.9,0,0,0,0,0
176.10,0,0,0,0,0
177.0,42,0,0,8,0
177.1,43,0,0,8,0
177.2,49,0,0,8,0
177.3,6359,0,0,1,0
177.4,4296090438,0,0,7,0
177.5,6259,701,0,3,0
177.6,6260,701,0,3,0
177.7,6262,701,0,3,0
177.8,6263,701,0,3,0
177.9,6264,701,0,3,0
177.10,6265,701,0,3,0
177.11,6266,701,0,3,0
177.12,6267,701,0,3,0
177.13,6268,701,0,3,0
177.14,6269,701,0,3,0
177.15,6270,701,0,3,0
177.16,6271,701,0,3,0
177.17,6272,701,0,3,0
177.18,6868,701,0,3,0
177.19,6869,701,0,3,0
177.20,6870,701,0,3,0
177.21,6273,1643,0,3,0
177.22,6274,1644,0,3,0
177.23,6871,1677,0,3,0
177.24,6275,480,0,3,0
177.25,6276,480,0,3,0
177.26,6278,480,0,3,0
177.27,6284,480,0,3,0
177.28,6285,480,0,3,0
177.29,6374,0,0,1,0
177.30,7087,956,0,3,0
177.31,7088,956,0,3,0
177.32,7089,956,0,3,0
177.33,7090,787,0,3,0
177.34,7157,787,0,3,0
177.35,0,0,0,0,0
177.36,0,0,0,0,0
177.37,0,0,0,0,0
177.38,0,0,0,0,0
177.39,0,0,0,0,0
177.40,0,0,0,0,0
178.0,42,0,0,8,0
178.1,43,0,0,8,0
178.2,49,0,0,8,0
178.3,6360,0,0,1,0
178.4,4296090438,0,0,7,0
178.5,6259,701,0,3,0
178.6,6260,701,0,3,0
178.7,6262,701,0,3,0
178.8,6263,701,0,3,0
178.9,6264,701,0,3,0
178.10,6265,701,0,3,0
178.11,6266,701,0,3,0
178.12,6267,701,0,3,0
178.13,6268,701,0,3,0
178.14,6269,701,0,3,0
178.15,6270,701,0,3,0
178.16,6271,701,0,3,0
178.17,6272,701,0,3,0
178.18,6868,701,0,3,0
178.19,6869,701,0,3,0
178.20,6870,701,0,3,0
178.21,6273,1643,0,3,0
178.22,6274,1644,0,3,0
178.23,6871,1677,0,3,0
178.24,6275,480,0,3,0
178.25,6276,480,0,3,0
178.26,6278,480,0,3,0
178.27,6284,480,0,3,0
178.28,6285,480,0,3,0
178.29,7091,919,0,3,0
178.30,7092,919,0,3,0
178.31,7093,919,0,3,0
178.32,7094,919,0,3,0
178.33,0,0,0,0,0
178.34,0,0,0,0,0
178.35,0,0,0,0,0
178.36,0,0,0,0,0
178.37,0,0,0,0,0
178.38,0,0,0,0,0
178.39,0,0,0,0,0
178.40,0,0,0,0,0
179.0,42,0,0,8,0
179.1,43,0,0,8,0
179.2,49,0,0,8,0
179.3,6361,0,0,1,0
179.4,4296090438,0,0,7,0
179.5,6259,701,0,3,0
179.6,6260,701,0,3,0
179.7,6262,701,0,3,0
179.8,6263,701,0,3,0
179.9,6264,701,0,3,0
179.10,6265,701,0,3,0
179.11,6266,701,0,3,0
179.12,6267,701,0,3,0
179.13,6268,701,0,3,0
179.14,6269,701,0,3,0
179.15,6270,701,0,3,0
179.16,6271,701,0,3,0
179.17,6272,701,0,3,0
179.18,6868,701,0,3,0
179.19,6869,701,0,3,0
179.20,6870,701,0,3,0
179.21,6273,1643,0,3,0
179.22,6274,1644,0,3,0
179.23,6871,1677,0,3,0
179.24,6275,480,0,3,0
179.25,6276,480,0,3,0
179.26,6278,480,0,3,0
179.27,6284,480,0,3,0
179.28,6285,480,0,3,0
179.29,6375,0,0,1,0
179.30,7095,165,0,3,0
179.31,7096,165,0,3,0
179.32,7098,165,0,3,0
179.33,7099,165,0,3,0
179.34,7127,635,0,3,0
179.35,0,0,0,0,0
179.36,0,0,0,0,0
179.37,0,0,0,0,0
179.38,0,0,0,0,0
179.39,0,0,0,0,0
179.40,0,0,0,0,0
180.0,42,0,0,8,0
180.1,43,0,0,8,0
180.2,49,0,0,8,0
180.3,6362,0,0,1,0
180.4,4296090438,0,0,7,0
180.5,6259,701,0,3,0
180.6,6260,701,0,3,0
180.7,6262,701,0,3,0
180.8,6263,701,0,3,0
180.9,6264,701,0,3,0
180.10,6265,701,0,3,0
180.11,6266,701,0,3,0
180.12,6267,701,0,3,0
180.13,6268,701,0,3,0
180.14,6269,701,0,3,0
180.15,6270,701,0,3,0
180.16,6271,701,0,3,0
180.17,6272,701,0,3,0
180.18,6868,701,0,3,0
180.19,6869,701,0,3,0
180.20,6870,701,0,3,0
180.21,6273,1643,0,3,0
180.22,6274,1644,0,3,0
180.23,6871,1677,0,3,0
180.24,6275,480,0,3,0
180.25,6276,480,0,3,0
180.26,6278,480,0,3,0
180.27,6284,480,0,3,0
180.28,6285,480,0,3,0
180.29,6376,0,0,1,0
180.30,6377,0,0,1,0
180.31,6378,0,0,1,0
180.32,7100,1298,0,3,0
180.33,7101,1298,0,3,0
180.34,7102,1298,0,3,0
180.35,7104,864,0,3,0
180.36,7105,1308,0,3,0
180.37,7106,100,0,3,0
180.38,0,0,0,0,0
180.39,0,0,0,0,0
180.40,0,0,0,0,0
181.0,42,0,0,8,0
181.1,43,0,0,8,0
181.2,49,0,0,8,0
181.3,6363,0,0,1,0
181.4,4296090438,0,0,7,0
181.5,6259,701,0,3,0
181.6,6260,701,0,3,0
181.7,6262,701,0,3,0
181.8,6263,701,0,3,0
181.9,6264,701,0,3,0
181.10,6265,701,0,3,0
181.11,6266,701,0,3,0
181.12,6267,701,0,3,0
181.13,6268,701,0,3,0
181.14,6269,701,0,3,0
181.15,6270,701,0,3,0
181.16,6271,701,0,3,0
181.17,6272,701,0,3,0
181.18,6868,701,0,3,0
181.19,6869,701,0,3,0
181.20,6870,701,0,3,0
181.21,6273,1643,0,3,0
181.22,6274,1644,0,3,0
181.23,6871,1677,0,3,0
181.24,6275,480,0,3,0
181.25,6276,480,0,3,0
181.26,6278,480,0,3,0
181.27,6284,480,0,3,0
181.28,6285,480,0,3,0
181.29,0,0,0,0,0
181.30,0,0,0,0,0
181.31,0,0,0,0,0
181.32,0,0,0,0,0
181.33,0,0,0,0,0
181.34,0,0,0,0,0
181.35,0,0,0,0,0
181.36,0,0,0,0,0
181.37,0,0,0,0,0
181.38,0,0,0,0,0
181.39,0,0,0,0,0
181.40,0,0,0,0,0
182.0,42,0,0,8,0
182.1,43,0,0,8,0
182.2,49,0,0,8,0
182.3,6364,0,0,1,0
182.4,4296090438,0,0,7,0
182.5,6259,701,0,3,0
182.6,6260,701,0,3,0
182.7,6262,701,0,3,0
182.8,6263,701,0,3,0
182.9,6264,701,0,3,0
182.10,6265,701,0,3,0
182.11,6266,701,0,3,0
182.12,6267,701,0,3,0
182.13,6268,701,0,3,0
182.14,6269,701,0,3,0
182.15,6270,701,0,3,0
182.16,6271,701,0,3,0
182.17,6272,701,0,3,0
182.18,6868,701,0,3,0
182.19,6869,701,0,3,0
182.20,6870,701,0,3,0
182.21,6273,1643,0,3,0
182.22,6274,1644,0,3,0
182.23,6871,1677,0,3,0
182.24,6275,480,0,3,0
182.25,6276,480,0,3,0
182.26,6278,480,0,3,0
182.27,6284,480,0,3,0
182.28,6285,480,0,3,0
182.29,7128,1744,0,3,0
182.30,7129,1744,0,3,0
182.31,7130,1744,0,3,0
182.32,7131,1744,0,3,0
182.33,7132,1744,0,3,0
182.34,0,0,0,0,0
182.35,0,0,0,0,0
182.36,0,0,0,0,0
182.37,0,0,0,0,0
182.38,0,0,0,0,0
182.39,0,0,0,0,0
182.40,0,0,0,0,0
183.0,42,0,0,8,0
183.1,43,0,0,8,0
183.2,49,0,0,8,0
183.3,6365,0,0,1,0
183.4,4296090438,0,0,7,0
183.5,6259,701,0,3,0
183.6,6260,701,0,3,0
183.7,6262,701,0,3,0
183.8,6263,701,0,3,0
183.9,6264,701,0,3,0
183.10,6265,701,0,3,0
183.11,6266,701,0,3,0
183.12,6267,701,0,3,0
183.13,6268,701,0,3,0
183.14,6269,701,0,3,0
183.15,6270,701,0,3,0
183.16,6271,701,0,3,0
183.17,6272,701,0,3,0
183.18,6868,701,0,3,0
183.19,6869,701,0,3,0
183.20,6870,701,0,3,0
183.21,6273,1643,0,3,0
183.22,6274,1644,0,3,0
183.23,6871,1677,0,3,0
183.24,6275,480,0,3,0
183.25,6276,480,0,3,0
183.26,6278,480,0,3,0
183.27,6284,480,0,3,0
183.28,6285,480,0,3,0
183.29,7133,1224,0,3,0
183.30,7134,1224,0,3,0
183.31,7135,1224,0,3,0
183.32,7136,1224,0,3,0
183.33,7137,1224,0,3,0
183.34,6405,0,0,1,0
183.35,0,0,0,0,0
183.36,0,0,0,0,0
183.37,0,0,0,0,0
183.38,0,0,0,0,0
183.39,0,0,0,0,0
183.40,0,0,0,0,0
184.0,42,0,0,8,0
184.1,43,0,0,8,0
184.2,49,0,0,8,0
184.3,6366,0,0,1,0
184.4,4296090438,0,0,7,0
184.5,6259,701,0,3,0
184.6,6260,701,0,3,0
184.7,6262,701,0,3,0
184.8,6263,701,0,3,0
184.9,6264,701,0,3,0
184.10,6265,701,0,3,0
184.11,6266,701,0,3,0
184.12,6267,701,0,3,0
184.13,6268,701,0,3,0
184.14,6269,701,0,3,0
184.15,6270,701,0,3,0
184.16,6271,701,0,3,0
184.17,6272,701,0,3,0
184.18,6868,701,0,3,0
184.19,6869,701,0,3,0
184.20,6870,701,0,3,0
184.21,6273,1643,0,3,0
184.22,6274,1644,0,3,0
184.23,6871,1677,0,3,0
184.24,6275,480,0,3,0
184.25,6276,480,0,3,0
184.26,6278,480,0,3,0
184.27,6284,480,0,3,0
184.28,6285,480,0,3,0
184.29,7138,245,0,3,0
184.30,7139,245,0,3,0
184.31,7140,245,0,3,0
184.32,7141,245,0,3,0
184.33,0,0,0,0,0
184.34,0,0,0,0,0
184.35,0,0,0,0,0
184.36,0,0,0,0,0
184.37,0,0,0,0,0
184.38,0,0,0,0,0
184.39,0,0,0,0,0
184.40,0,0,0,0,0
185.0,42,0,0,8,0
185.1,43,0,0,8,0
185.2,49,0,0,8,0
185.3,6367,0,0,1,0
185.4,4296090438,0,0,7,0
185.5,6259,701,0,3,0
185.6,6260,701,0,3,0
185.7,6262,701,0,3,0
185.8,6263,701,0,3,0
185.9,6264,701,0,3,0
185.10,6265,701,0,3,0
185.11,6266,701,0,3,0
185.12,6267,701,0,3,0
185.13,6268,701,0,3,0
185.14,6269,701,0,3,0
185.15,6270,701,0,3,0
185.16,6271,701,0,3,0
185.17,6272,701,0,3,0
185.18,6868,701,0,3,0
185.19,6869,701,0,3,0
185.20,6870,701,0,3,0
185.21,6273,1643,0,3,0
185.22,6274,1644,0,3,0
185.23,6871,1677,0,3,0
185.24,6275,480,0,3,0
185.25,6276,480,0,3,0
185.26,6278,480,0,3,0
185.27,6284,480,0,3,0
185.28,6285,480,0,3,0
185.29,6406,0,0,1,0
185.30,7142,1745,0,3,0
185.31,7143,1745,0,3,0
185.32,7144,1745,0,3,0
185.33,7145,1745,0,3,0
185.34,7146,1745,0,3,0
185.35,7147,601,0,3,0
185.36,0,0,0,0,0
185.37,0,0,0,0,0
185.38,0,0,0,0,0
185.39,0,0,0,0,0
185.40,0,0,0,0,0
186.0,42,0,0,8,0
186.1,43,0,0,8,0
186.2,49,0,0,8,0
186.3,6368,0,0,1,0
186.4,4296090438,0,0,7,0
186.5,6259,701,0,3,0
186.6,6260,701,0,3,0
186.7,6262,701,0,3,0
186.8,6263,701,0,3,0
186.9,6264,701,0,3,0
186.10,6265,701,0,3,0
186.11,6266,701,0,3,0
186.12,6267,701,0,3,0
186.13,6268,701,0,3,0
186.14,6269,701,0,3,0
186.15,6270,701,0,3,0
186.16,6271,701,0,3,0
186.17,6272,701,0,3,0
186.18,6868,701,0,3,0
186.19,6869,701,0,3,0
186.20,6870,701,0,3,0
186.21,6273,1643,0,3,0
186.22,6274,1644,0,3,0
186.23,6871,1677,0,3,0
186.24,6275,480,0,3,0
186.25,6276,480,0,3,0
186.26,6278,480,0,3,0
186.27,6284,480,0,3,0
186.28,6285,480,0,3,0
186.29,6379,0,0,1,0
186.30,6380,0,0,1,0
186.31,6381,0,0,1,0
186.32,6382,0,0,1,0
186.33,7108,18,0,3,0
186.34,7109,18,0,3,0
186.35,7112,216,0,3,0
186.36,7113,363,0,3,0
186.37,7149,18,0,3,0
186.38,7150,18,0,3,0
186.39,7107,18,0,3,0
186.40,7177,18,0,3,0
187.0,42,0,0,8,0
187.1,43,0,0,8,0
187.2,49,0,0,8,0
187.3,6369,0,0,1,0
187.4,4296090438,0,0,7,0
187.5,6259,701,0,3,0
187.6,6260,701,0,3,0
187.7,6262,701,0,3,0
187.8,6263,701,0,3,0
187.9,6264,701,0,3,0
187.10,6265,701,0,3,0
187.11,6266,701,0,3,0
187.12,6267,701,0,3,0
187.13,6268,701,0,3,0
187.14,6269,701,0,3,0
187.15,6270,701,0,3,0
187.16,6271,701,0,3,0
187.17,6272,701,0,3,0
187.18,6868,701,0,3,0
187.19,6869,701,0,3,0
187.20,6870,701,0,3,0
187.21,6273,1643,0,3,0
187.22,6274,1644,0,3,0
187.23,6871,1677,0,3,0
187.24,6275,480,0,3,0
187.25,6276,480,0,3,0
187.26,6278,480,0,3,0
187.27,6284,480,0,3,0
187.28,6285,480,0,3,0
187.29,7154,1215,0,3,0
187.30,7155,1215,0,3,0
187.31,7156,1215,0,3,0
187.32,7157,787,0,3,0
187.33,0,0,0,0,0
187.34,0,0,0,0,0
187.35,0,0,0,0,0
187.36,0,0,0,0,0
187.37,0,0,0,0,0
187.38,0,0,0,0,0
187.39,0,0,0,0,0
187.40,0,0,0,0,0
188.0,42,0,0,8,0
188.1,43,0,0,8,0
188.2,49,0,0,8,0
188.3,6370,0,0,1,0
188.4,4296090438,0,0,7,0
188.5,6259,701,0,3,0
188.6,6260,701,0,3,0
188.7,6262,701,0,3,0
188.8,6263,701,0,3,0
188.9,6264,701,0,3,0
188.10,6265,701,0,3,0
188.11,6266,701,0,3,0
188.12,6267,701,0,3,0
188.13,6268,701,0,3,0
188.14,6269,701,0,3,0
188.15,6270,701,0,3,0
188.16,6271,701,0,3,0
188.17,6272,701,0,3,0
188.18,6868,701,0,3,0
188.19,6869,701,0,3,0
188.20,6870,701,0,3,0
188.21,6273,1643,0,3,0
188.22,6274,1644,0,3,0
188.23,6871,1677,0,3,0
188.24,6275,480,0,3,0
188.25,6276,480,0,3,0
188.26,6278,480,0,3,0
188.27,6284,480,0,3,0
188.28,6285,480,0,3,0
188.29,7158,1424,0,3,0
188.30,7159,1424,0,3,0
188.31,7160,1424,0,3,0
188.32,7161,1424,0,3,0
188.33,0,0,0,0,0
188.34,0,0,0,0,0
188.35,0,0,0,0,0
188.36,0,0,0,0,0
188.37,0,0,0,0,0
188.38,0,0,0,0,0
188.39,0,0,0,0,0
188.40,0,0,0,0,0
189.0,42,0,0,8,0
189.1,43,0,0,8,0
189.2,49,0,0,8,0
189.3,6371,0,0,1,0
189.4,4296090438,0,0,7,0
189.5,6259,701,0,3,0
189.6,6260,701,0,3,0
189.7,6262,701,0,3,0
189.8,6263,701,0,3,0
189.9,6264,701,0,3,0
189.10,6265,701,0,3,0
189.11,6266,701,0,3,0
189.12,6267,701,0,3,0
189.13,6268,701,0,3,0
189.14,6269,701,0,3,0
189.15,6270,701,0,3,0
189.16,6271,701,0,3,0
189.17,6272,701,0,3,0
189.18,6868,701,0,3,0
189.19,6869,701,0,3,0
189.20,6870,701,0,3,0
189.21,6273,1643,0,3,0
189.22,6274,1644,0,3,0
189.23,6871,1677,0,3,0
189.24,6275,480,0,3,0
189.25,6276,480,0,3,0
189.26,6278,480,0,3,0
189.27,6284,480,0,3,0
189.28,6285,480,0,3,0
189.29,7162,1752,0,3,0
189.30,7163,1752,0,3,0
189.31,7165,1752,0,3,0
189.32,7166,1752,0,3,0
189.33,7167,635,0,3,0
189.34,6384,0,0,1,0
189.35,0,0,0,0,0
189.36,0,0,0,0,0
189.37,0,0,0,0,0
189.38,0,0,0,0,0
189.39,0,0,0,0,0
189.40,0,0,0,0,0
190.0,42,0,0,8,0
190.1,43,0,0,8,0
190.2,49,0,0,8,0
190.3,6372,0,0,1,0
190.4,4296090438,0,0,7,0
190.5,6259,701,0,3,0
190.6,6260,701,0,3,0
190.7,6262,701,0,3,0
190.8,6263,701,0,3,0
190.9,6264,701,0,3,0
190.10,6265,701,0,3,0
190.11,6266,701,0,3,0
190.12,6267,701,0,3,0
190.13,6268,701,0,3,0
190.14,6269,701,0,3,0
190.15,6270,701,0,3,0
190.16,6271,701,0,3,0
190.17,6272,701,0,3,0
190.18,6868,701,0,3,0
190.19,6869,701,0,3,0
190.20,6870,701,0,3,0
190.21,6273,1643,0,3,0
190.22,6274,1644,0,3,0
190.23,6871,1677,0,3,0
190.24,6275,480,0,3,0
190.25,6276,480,0,3,0
190.26,6278,480,0,3,0
190.27,6284,480,0,3,0
190.28,6285,480,0,3,0
190.29,6385,0,0,1,0
190.30,6386,0,0,1,0
190.31,6387,0,0,1,0
190.32,7103,1299,0,3,0
190.33,7168,1299,0,3,0
190.34,7169,1299,0,3,0
190.35,7170,100,0,3,0
190.36,7171,1309,0,3,0
190.37,7172,864,0,3,0
190.38,0,0,0,0,0
190.39,0,0,0,0,0
190.40,0,0,0,0,0
191.0,42,0,0,8,0
191.1,43,0,0,8,0
191.2,49,0,0,8,0
191.3,6373,0,0,1,0
191.4,4296090438,0,0,7,0
191.5,6259,701,0,3,0
191.6,6260,701,0,3,0
191.7,6262,701,0,3,0
191.8,6263,701,0,3,0
191.9,6264,701,0,3,0
191.10,6265,701,0,3,0
191.11,6266,701,0,3,0
191.12,6267,701,0,3,0
191.13,6268,701,0,3,0
191.14,6269,701,0,3,0
191.15,6270,701,0,3,0
191.16,6271,701,0,3,0
191.17,6272,701,0,3,0
191.18,6868,701,0,3,0
191.19,6869,701,0,3,0
191.20,6870,701,0,3,0
191.21,6273,1643,0,3,0
191.22,6274,1644,0,3,0
191.23,6871,1677,0,3,0
191.24,6275,480,0,3,0
191.25,6276,480,0,3,0
191.26,6278,480,0,3,0
191.27,6284,480,0,3,0
191.28,6285,480,0,3,0
191.29,0,0,0,0,0
191.30,0,0,0,0,0
191.31,0,0,0,0,0
191.32,0,0,0,0,0
191.33,0,0,0,0,0
191.34,0,0,0,0,0
191.35,0,0,0,0,0
191.36,0,0,0,0,0
191.37,0,0,0,0,0
191.38,0,0,0,0,0
191.39,0,0,0,0,0
191.40,0,0,0,0,0
192.0,6093,0,0,1,0
192.1,6094,0,0,1,0
192.2,6097,0,0,1,0
192.3,6088,0,0,1,0
192.4,6099,0,0,1,0
192.5,6682,701,0,3,21
