#,Name,WKSMissionText,ClassJobCategory[0],ClassJobCategory[1],MissionTime,MissionReward,SilverStarRequirement,GoldStarRequirement,MissionToDo[0],MissionToDo[1],MissionToDo[2],LockedBehind,WKSMissionSupplyItem,WKSMissionRecipe,PlaceName,SortKey,WKSFunction,LevelGroup,Unknown0,WKSMissionLotterySpecialCond,IsSynced,IsSpecialQuest,Unknown1,Unknown2
206,Mondpflanzen-Inspektion,2600,3000,21,13,0,100,1200,206,348,0,0,0,255,207,0,5200,3,4,0,0,0,False,False
207,EX: Final-Inspektion für Prüfmaterialien,2500,3000,22,13,0,100,1200,207,349,0,0,0,256,208,0,5100,3,5,0,0,0,False,False
208,EX: Kleine Arbeiter-Beutel,840,1000,23,13,0,100,1200,208,350,0,0,0,257,209,0,5100,3,5,0,0,0,False,False
209,EX: Hochwertige Sofas,840,1000,24,13,0,100,1200,209,351,0,0,0,258,210,0,5100,3,5,2,0,0,False,False
210,EX: Heimatliche Einrichtung,2800,3000,25,13,0,100,1200,210,352,0,0,0,259,211,0,5100,3,5,1,13,0,False,False
211,EX+: Arbeiter-Sicherheitsschuhe,560,880,26,13,0,100,420,211,353,0,0,0,260,212,0,5000,0,6,0,14,0,False,False
212,EX+: Sammler-Arbeitskleidung,560,880,27,13,0,100,330,212,354,0,0,0,261,213,0,5000,0,6,0,13,0,False,False
213,Basis-Ausstattung I,2300,3000,28,13,0,100,1200,213,355,0,0,0,262,214,0,5200,3,4,0,0,0,False,False
214,EX: Basis-Ausstattung II,2500,3000,28,13,0,100,1200,214,356,0,0,213,263,215,0,5100,3,5,0,0,0,False,False
215,Verfeinerungsmaterialien I,1000,1600,29,13,0,100,1200,215,357,0,0,0,264,216,0,5200,0,4,0,0,0,False,False
216,EX: Verfeinerungsmaterialien II,1000,1600,29,13,0,100,1200,216,358,0,0,215,265,217,0,5100,0,5,0,0,0,False,False
217,EX+: Forschungs-Großmaterialien,1000,1600,29,13,0,100,300,217,359,0,0,216,266,218,0,5000,0,6,0,0,0,False,False
218,EX: Pausenraum-Materialien,850,1000,30,13,0,100,1200,218,360,0,0,0,267,219,0,5100,3,5,0,0,0,False,False
219,EX+: Pausenraum-Einrichtung,900,1000,30,13,0,100,240,219,361,0,0,218,268,220,0,5000,3,6,2,0,0,False,False
220,Verpackungsmaterialien I,2300,3000,31,13,0,100,1200,220,362,0,0,0,269,221,0,5200,3,4,0,9,0,False,False
221,EX: Verpackungsmaterialien II,2500,3000,31,13,0,100,1200,221,363,0,0,220,270,222,0,5100,3,5,1,0,0,False,False
222,EX+: Verpackungsmaterialien (Vehikel),2700,3000,31,13,0,100,270,222,364,0,0,221,271,223,0,5000,3,6,2,0,0,False,False
223,EX+: Raumanzug I,980,1080,32,13,0,100,600,223,365,0,0,0,272,224,0,5000,3,6,1,3,0,False,False
224,EX+: Raumanzug II,980,1080,32,13,0,100,600,224,366,0,0,223,273,225,0,5000,3,6,1,0,0,False,False
225,EX+: Raumanzug III,1000,1080,32,13,0,100,420,225,367,0,0,224,274,226,0,5000,0,6,1,0,0,False,False
226, Baumwollgarn,1200,2400,17,14,0,100,0,226,368,0,0,0,275,227,0,0,0,1,0,0,1,False,False
227, Notfall-Stoff,1200,2400,20,14,0,100,0,227,369,0,0,0,276,228,0,0,0,1,0,0,1,False,False
228, Sammler-Kopfschutz,1200,2400,22,14,0,100,0,228,370,0,0,0,277,229,0,0,0,1,0,0,1,False,False
229, Forschungsmaterialien,1200,2400,29,14,0,100,0,229,371,0,0,0,278,230,0,0,0,1,0,0,1,False,False
230, Arbeiter-Stricke,1200,2400,20,14,0,100,0,230,372,0,0,0,279,231,0,0,0,1,0,0,1,False,False
231, Unterteilungs-Vorhänge,1200,2400,19,14,0,100,0,231,373,0,0,0,280,232,0,0,0,1,0,0,1,False,False
232, Hitzebeständiges Baumwollgarn,1200,2400,17,14,0,100,0,232,374,0,0,0,281,233,0,0,0,2,0,0,1,False,False
233, Hauskleidung,1200,2400,20,14,0,100,0,233,375,0,0,0,282,234,0,0,0,2,0,0,1,False,False
234, Ersatz-Geschirrtücher,1300,3000,26,14,0,100,0,234,376,0,0,0,283,235,0,0,3,2,0,0,1,False,False
235, Verbundfasern,700,1500,18,14,0,100,0,235,377,0,0,0,284,236,0,0,3,2,0,0,1,False,False
236, Krankenstations-Vorhang,1100,2500,19,14,0,100,0,236,378,0,0,0,285,237,0,0,3,2,0,0,1,False,False
237, Kosmozapper-Rohmaterialien,1200,2250,28,14,0,100,0,237,379,0,0,0,286,238,0,0,3,2,0,0,1,False,False
238, Prototyp-Hosen,700,1500,22,14,0,100,0,238,380,0,0,0,287,239,0,0,3,2,0,0,1,False,False
239, Arbeiter-Seile,1600,2400,20,14,0,100,0,239,381,0,0,0,288,240,0,0,0,3,0,0,1,False,False
240, Antibakterielles Baumwollgarn,1600,2400,17,14,0,100,0,240,382,0,0,0,289,241,0,0,0,3,0,0,1,False,False
241, Hochwertige Vorhänge,1700,2000,19,14,0,100,0,241,383,0,0,0,290,242,0,0,3,3,0,0,1,False,False
242, Transport-Baumwolle,2700,3000,31,14,0,100,0,242,384,0,0,0,291,243,0,0,3,3,0,0,1,False,False
243, Hochbelastbare Verbundfasern,1600,2400,18,14,0,100,0,243,385,0,0,0,292,244,0,0,0,3,0,0,1,False,False
244, Pausenraum-Vorräte,2700,3000,30,14,0,100,0,244,386,0,0,0,293,245,0,0,3,3,0,0,1,False,False
245, Experimentelle Hüte,1000,1300,22,14,0,100,0,245,387,0,0,0,294,246,0,0,0,3,0,0,1,False,False
246, Pausenraum-Sitzkissen,1000,1300,24,14,0,100,0,246,388,0,0,0,295,247,0,0,0,3,0,0,1,False,False
247,Hochbelastbares Baumwollgarn,1800,2400,17,14,0,100,1200,247,389,0,0,0,296,248,0,6200,0,4,0,0,0,False,False
248,Hochwertige Verbundfasern,2300,3000,18,14,0,100,1200,248,390,0,0,0,297,249,0,6200,3,4,0,0,0,False,False
249,Hochwertige Schlafvorhänge,700,1000,19,14,0,100,0,249,391,0,0,0,298,250,0,6200,3,4,0,0,0,False,False
250,Notfall-Verbände,700,1000,20,14,0,100,1200,250,392,0,0,0,299,251,0,6200,3,4,0,0,0,False,False
251,Mondpflanzen-Inspektion,2600,3000,21,14,0,100,1200,251,393,0,0,0,300,252,0,6200,3,4,0,0,0,False,False
252,EX: Final-Inspektion für Prüfmaterialien,2500,3000,22,14,0,100,1200,252,394,0,0,0,301,253,0,6100,3,5,0,0,0,False,False
253,EX: Nähmaterialien,840,1000,23,14,0,100,1200,253,395,0,0,0,302,254,0,6100,3,5,0,0,0,False,False
254,EX: Pausen-Kissensets,840,1000,24,14,0,100,1200,254,396,0,0,0,303,255,0,6100,3,5,2,0,0,False,False
255,EX: Heimatliche Einrichtung,2800,3000,25,14,0,100,1200,255,397,0,0,0,304,256,0,6100,3,5,1,14,0,False,False
256,EX+: Arbeiter-Wintermützen,560,880,26,14,0,100,420,256,398,0,0,0,305,257,0,6000,0,6,0,14,0,False,False
257,EX+: Handwerker-Arbeitskleidung,560,880,27,14,0,100,330,257,399,0,0,0,306,258,0,6000,0,6,0,13,0,False,False
258,Kosmozapper-Materialien I,2300,3000,28,14,0,100,1200,258,400,0,0,0,307,259,0,6200,3,4,0,0,0,False,False
259,EX: Kosmozapper-Materialien II,2500,3000,28,14,0,100,1200,259,401,0,0,258,308,260,0,6100,3,5,0,0,0,False,False
260,Verfeinerungsmaterialien I,1000,1600,29,14,0,100,1200,260,402,0,0,0,309,261,0,6200,0,4,0,0,0,False,False
261,EX: Verfeinerungsmaterialien II,1000,1600,29,14,0,100,1200,261,403,0,0,260,310,262,0,6100,0,5,0,0,0,False,False
262,EX+: Forschungs-Großmaterialien,1000,1600,29,14,0,100,300,262,404,0,0,261,311,263,0,6000,0,6,0,0,0,False,False
263,EX: Pausenraum-Materialien,850,1000,30,14,0,100,1200,263,405,0,0,0,312,264,0,6100,3,5,0,0,0,False,False
264,EX+: Pausenraum-Einrichtung,900,1000,30,14,0,100,240,264,406,0,0,263,313,265,0,6000,3,6,2,0,0,False,False
265,Verpackungsmaterialien I,2300,3000,31,14,0,100,1200,265,407,0,0,0,314,266,0,6200,3,4,0,11,0,False,False
266,EX: Verpackungsmaterialien II,2500,3000,31,14,0,100,1200,266,408,0,0,265,315,267,0,6100,3,5,1,0,0,False,False
267,EX+: Verpackungsmaterialien (Vehikel),2700,3000,31,14,0,100,270,267,409,0,0,266,316,268,0,6000,3,6,2,0,0,False,False
268,EX+: Besatzungsuniformen I,980,1080,32,14,0,100,600,268,410,0,0,0,317,269,0,6000,3,6,1,5,0,False,False
269,EX+: Besatzungsuniformen II,980,1080,32,14,0,100,600,269,411,0,0,268,318,270,0,6000,3,6,1,0,0,False,False
270,EX+: Besatzungsuniformen III,1000,1080,32,14,0,100,420,270,412,0,0,269,319,271,0,6000,0,6,1,0,0,False,False
271, Ziegelsteine,1200,2400,33,15,0,100,0,271,413,0,0,0,320,272,0,0,0,1,0,0,1,False,False
272, Gewürz-Verarbeitung,1200,2400,40,15,0,100,0,272,414,0,0,0,321,273,0,0,0,1,0,0,1,False,False
273, Baumaterial-Klebstoff,1200,2400,34,15,0,100,0,273,415,0,0,0,322,274,0,0,0,1,0,0,1,False,False
274, Nahrungsergänzungsmittel,1200,2400,35,15,0,100,0,274,416,0,0,0,323,275,0,0,0,1,0,0,1,False,False
275, Unterwasser-Klebstoff,1200,2400,36,15,0,100,0,275,417,0,0,0,324,276,0,0,0,1,0,0,1,False,False
276, Medizinforschung-Unterstützung,1200,2400,46,15,0,100,0,276,418,0,0,0,325,277,0,0,0,1,0,0,1,False,False
277, Hitzebeständige Ziegelsteine,1200,2400,33,15,0,100,0,277,419,0,0,0,326,278,0,0,0,2,0,0,1,False,False
278, Gesunde Getränke,1200,2400,35,15,0,100,0,278,420,0,0,0,327,279,0,0,0,2,0,0,1,False,False
279, Baumaterial-Farbstoff,1300,3000,33,15,0,100,0,279,421,0,0,0,328,280,0,0,3,2,0,0,1,False,False
280, Traditioneller Bodenbelag,700,1500,41,15,0,100,0,280,422,0,0,0,329,281,0,0,3,2,0,0,1,False,False
281, Nachtbeleuchtung,1100,2500,36,15,0,100,0,281,423,0,0,0,330,282,0,0,3,2,0,0,1,False,False
282, Notfall-Lebensmittel,1200,2250,39,15,0,100,0,282,424,0,0,0,331,283,0,0,3,2,0,0,1,False,False
283, Zukunfts-Getränk,700,1500,47,15,0,100,0,283,425,0,0,0,332,284,0,0,3,2,0,0,1,False,False
284, Mondgewürz-Verarbeitung,1600,2400,39,15,0,100,0,284,426,0,0,0,333,285,0,0,0,3,0,0,1,False,False
285, Wasserabweisende Ziegelsteine,1600,2400,33,15,0,100,0,285,427,0,0,0,334,286,0,0,0,3,0,0,1,False,False
286, Forschungsmedikamente,1700,2000,43,15,0,100,0,286,428,0,0,0,335,287,0,0,3,3,0,0,1,False,False
287, Heiliges Alchemisten-Wasser,2700,3000,42,15,0,100,0,287,429,0,0,0,336,288,0,0,3,3,0,0,1,False,False
288, Mondgestein-Bodenbelag,1600,2400,41,15,0,100,0,288,430,0,0,0,337,289,0,0,0,3,0,0,1,False,False
289, Hochwertige Nahrungsergänzungsmittel,2700,3000,35,15,0,100,0,289,431,0,0,0,338,290,0,0,3,3,0,0,1,False,False
290, Miniatur-Garten,1000,1300,41,15,0,100,0,290,432,0,0,0,339,291,0,0,0,3,0,0,1,False,False
291, Dekorative Mondpflanzen,1000,1300,40,15,0,100,0,291,433,0,0,0,340,292,0,0,0,3,0,0,1,False,False
292,Wasserabweisende Ziegelsteine,1800,2400,33,15,0,100,1200,292,434,0,0,0,341,293,0,7200,0,4,0,0,0,False,False
293,Hochwertiger Klebstoff,2300,3000,34,15,0,100,1200,293,435,0,0,0,342,294,0,7200,3,4,0,0,0,False,False
294,Nährstoff-Regulierungsmittel,700,1000,35,15,0,100,0,294,436,0,0,0,343,295,0,7200,3,4,0,0,0,False,False
295,Speisesaal-Besteck,700,1000,37,15,0,100,1200,295,437,0,0,0,344,296,0,7200,3,4,0,0,0,False,False
296,Wasserprodukte-Inspektion,2600,3000,38,15,0,100,1200,296,438,0,0,0,345,297,0,7200,3,4,0,0,0,False,False
297,EX: Notvorrats-Getränke,2500,3000,39,15,0,100,1200,297,439,0,0,0,346,298,0,7100,3,5,0,0,0,False,False
298,EX: Unterstützung für Kosmetikartikel,840,1000,40,15,0,100,1200,298,440,0,0,0,347,299,0,7100,3,5,0,0,0,False,False
299,EX: Zierpflanzen-Nachbildungen,840,1000,41,15,0,100,1200,299,441,0,0,0,348,300,0,7100,3,5,2,0,0,False,False
300,EX: Handwerker-Mischungen,2800,3000,42,15,0,100,1200,300,442,0,0,0,349,301,0,7100,3,5,1,13,0,False,False
301,EX+: Rostschutzmittel,560,880,36,15,0,100,420,301,443,0,0,0,350,302,0,7000,0,6,0,13,0,False,False
302,EX+: Lang haltbare Medikamente,560,880,43,15,0,100,330,302,444,0,0,0,351,303,0,7000,0,6,0,14,0,False,False
303,Naturheilmittel-Inspektion I,2300,3000,44,15,0,100,1200,303,445,0,0,0,352,304,0,7200,3,4,0,0,0,False,False
304,EX: Naturheilmittel-Inspektion II,2500,3000,44,15,0,100,1200,304,446,0,0,303,353,305,0,7100,3,5,0,0,0,False,False
305,Loporrit-Wohnumfeldverbesserung I,1000,1600,45,15,0,100,1200,305,447,0,0,0,354,306,0,7200,0,4,0,0,0,False,False
306,EX: Loporrit-Wohnumfeldverbesserung II,1000,1600,45,15,0,100,1200,306,448,0,0,305,355,307,0,7100,0,5,0,0,0,False,False
307,EX+: Loporrit-Wohnumfeldverbesserung III,1000,1600,45,15,0,100,300,307,449,0,0,306,356,308,0,7000,0,6,0,0,0,False,False
308,EX: Weichfutter für Tierzüchtungen I,850,1000,46,15,0,100,1200,308,450,0,0,0,357,309,0,7100,3,5,0,0,0,False,False
309,EX+: Weichfutter für Tierzüchtungen II,900,1000,46,15,0,100,240,309,451,0,0,308,358,310,0,7000,3,6,2,0,0,False,False
310,Nährreiche Geleegetränk-Zutaten I,2300,3000,47,15,0,100,1200,310,452,0,0,0,359,311,0,7200,3,4,0,1,0,False,False
311,EX: Nährreiche Geleegetränk-Zutaten II,2500,3000,47,15,0,100,1200,311,453,0,0,310,360,312,0,7100,3,5,1,0,0,False,False
312,EX+: Nährreiches Geleegetränk,2700,3000,47,15,0,100,270,312,454,0,0,311,361,313,0,7000,3,6,2,0,0,False,False
313,EX+: Pleochrome Tinktur I,980,1080,48,15,0,100,600,313,455,0,0,0,362,314,0,7000,3,6,1,7,0,False,False
314,EX+: Pleochrome Tinktur II,980,1080,48,15,0,100,600,314,456,0,0,313,363,315,0,7000,3,6,1,0,0,False,False
315,EX+: Pleochrome Tinktur III,1000,1080,48,15,0,100,420,315,457,0,0,314,364,316,0,7000,0,6,1,0,0,False,False
316, Schmieröl,1200,2400,33,16,0,100,0,316,458,0,0,0,365,317,0,0,0,1,0,0,1,False,False
317, Gewürz-Verarbeitung,1200,2400,40,16,0,100,0,317,459,0,0,0,366,318,0,0,0,1,0,0,1,False,False
318, Baumaterial-Klebstoff,1200,2400,34,16,0,100,0,318,460,0,0,0,367,319,0,0,0,1,0,0,1,False,False
319, Meeresfrüchte-Nährwertverdichtung,1200,2400,35,16,0,100,0,319,461,0,0,0,368,320,0,0,0,1,0,0,1,False,False
320, Unterwasser-Tinte,1200,2400,36,16,0,100,0,320,462,0,0,0,369,321,0,0,0,1,0,0,1,False,False
321, Unterstützung zur Medikamentenforschung,1200,2400,46,16,0,100,0,321,463,0,0,0,370,322,0,0,0,1,0,0,1,False,False
322, Hitzebeständiges Schmieröl,1200,2400,33,16,0,100,0,322,464,0,0,0,371,323,0,0,0,2,0,0,1,False,False
323, Nährstoffregulierende Lebensmittel,1200,2400,35,16,0,100,0,323,465,0,0,0,372,324,0,0,0,2,0,0,1,False,False
324, Baumaterial-Farbstoff,1300,3000,33,16,0,100,0,324,466,0,0,0,373,325,0,0,3,2,0,0,1,False,False
325, Tragbare Mahlzeiten,700,1500,41,16,0,100,0,325,467,0,0,0,374,326,0,0,3,2,0,0,1,False,False
326, Nährreiche Meeresfrüchte,1100,2500,36,16,0,100,0,326,468,0,0,0,375,327,0,0,3,2,0,0,1,False,False
327, Notfall-Lebensmittel,1200,2250,39,16,0,100,0,327,469,0,0,0,376,328,0,0,3,2,0,0,1,False,False
328, Notwendige Vollwertnahrung,700,1500,47,16,0,100,0,328,470,0,0,0,377,329,0,0,3,2,0,0,1,False,False
329, Experimentelle Langzeitnahrung,1600,2400,39,16,0,100,0,329,471,0,0,0,378,330,0,0,0,3,0,0,1,False,False
330, Wasserabweisendes Schmieröl,1600,2400,33,16,0,100,0,330,472,0,0,0,379,331,0,0,0,3,0,0,1,False,False
331, Zukunfts-Getränk,1700,2000,43,16,0,100,0,331,473,0,0,0,380,332,0,0,3,3,0,0,1,False,False
332, Belohnungs-Mahlzeit,2700,3000,42,16,0,100,0,332,474,0,0,0,381,333,0,0,3,3,0,0,1,False,False
333, Heimatliche Mahlzeit,1600,2400,41,16,0,100,0,333,475,0,0,0,382,334,0,0,0,3,0,0,1,False,False
334, Mondprodukte-Nährwertregulierung,2700,3000,35,16,0,100,0,334,476,0,0,0,383,335,0,0,3,3,0,0,1,False,False
335, Bäckereibau-Inspektion,1000,1300,41,16,0,100,0,335,477,0,0,0,384,336,0,0,0,3,0,0,1,False,False
336, Pilz-Verarbeitung,1000,1300,40,16,0,100,0,336,478,0,0,0,385,337,0,0,0,3,0,0,1,False,False
337,Wasserabweisendes Schmieröl,1800,2400,33,16,0,100,1200,337,479,0,0,0,386,338,0,8200,0,4,0,0,0,False,False
338,Hochwertiger Klebstoff,2300,3000,34,16,0,100,1200,338,480,0,0,0,387,339,0,8200,3,4,0,0,0,False,False
339,Nahrungsergänzungsdrinks,700,1000,35,16,0,100,0,339,481,0,0,0,388,340,0,8200,3,4,0,0,0,False,False
340,Speisesaal-Besteck,700,1000,37,16,0,100,1200,340,482,0,0,0,389,341,0,8200,3,4,0,0,0,False,False
341,Wasserprodukte-Inspektion,2600,3000,38,16,0,100,1200,341,483,0,0,0,390,342,0,8200,3,4,0,0,0,False,False
342,EX: Langzeit-Lebensmittel-Massenproduktion,2500,3000,39,16,0,100,1200,342,484,0,0,0,391,343,0,8100,3,5,0,0,0,False,False
343,EX: Nachbildung sharlayanischer Gerichte,840,1000,40,16,0,100,1200,343,485,0,0,0,392,344,0,8100,3,5,0,0,0,False,False
344,EX: Nachbildung einfacher Außennahrung,840,1000,41,16,0,100,1200,344,486,0,0,0,393,345,0,8100,3,5,2,0,0,False,False
345,EX: Tragbare Nahrungsergänzungsmittel,2800,3000,42,16,0,100,1200,345,487,0,0,0,394,346,0,8100,3,5,1,14,0,False,False
346,EX+: Wasserprodukt-Räucherung,560,880,36,16,0,100,420,346,488,0,0,0,395,347,0,8000,0,6,0,13,0,False,False
347,EX+: Tierfleisch-Räucherung,560,880,43,16,0,100,330,347,489,0,0,0,396,348,0,8000,0,6,0,14,0,False,False
348,Arbeiter-Mahlzeitausgabe I,2300,3000,44,16,0,100,1200,348,490,0,0,0,397,349,0,8200,3,4,0,0,0,False,False
349,EX: Arbeiter-Mahlzeitausgabe II,2500,3000,44,16,0,100,1200,349,491,0,0,348,398,350,0,8100,3,5,0,0,0,False,False
350,Loporrit-Ernährungsverbesserung I,1000,1600,45,16,0,100,1200,350,492,0,0,0,399,351,0,8200,0,4,0,0,0,False,False
351,EX: Loporrit-Ernährungsverbesserung II,1000,1600,45,16,0,100,1200,351,493,0,0,350,400,352,0,8100,0,5,0,0,0,False,False
352,EX+: Loporrit-Ernährungsverbesserung III,1000,1600,45,16,0,100,300,352,494,0,0,351,401,353,0,8000,0,6,0,0,0,False,False
353,EX: Weichfutter für Tierzüchtungen I,850,1000,46,16,0,100,1200,353,495,0,0,0,402,354,0,8100,3,5,0,0,0,False,False
354,EX+: Weichfutter für Tierzüchtungen III,900,1000,46,16,0,100,240,354,496,0,0,353,403,355,0,8000,3,6,2,0,0,False,False
355,Nährreiche Lebensmittel I,2300,3000,47,16,0,100,1200,355,497,0,0,0,404,356,0,8200,3,4,0,3,0,False,False
356,EX: Nährreiche Lebensmittel II,2500,3000,47,16,0,100,1200,356,498,0,0,355,405,357,0,8100,3,5,1,0,0,False,False
357,EX+: Nährreiche Lebensmittel III,2700,3000,47,16,0,100,270,357,499,0,0,356,406,358,0,8000,3,6,2,0,0,False,False
358,EX+: Vollwertnahrung I,980,1080,48,16,0,100,600,358,500,0,0,0,407,359,0,8000,3,6,1,9,0,False,False
359,EX+: Vollwertnahrung II,980,1080,48,16,0,100,600,359,501,0,0,358,408,360,0,8000,3,6,1,0,0,False,False
360,EX+: Vollwertnahrung III,1000,1080,48,16,0,100,420,360,502,0,0,359,409,361,0,8000,0,6,1,0,0,False,False
361, Bodenuntersuchung (Station),1550,1700,54,17,0,100,600,361,53,0,0,0,0,0,5220,0,0,1,0,0,1,False,False
362, Rohstoff-Erforschung (Nordwestliche Station),1550,1700,60,17,0,100,600,362,54,0,0,0,0,0,5220,0,0,1,0,0,1,False,False
363, Arbeitsstandardprüfung,4920,5020,50,17,0,100,600,363,55,0,0,0,0,0,5220,0,0,1,0,0,1,False,False
364, Experimentelle Wasseraufbereitungsstoffe,4920,5020,62,17,0,100,600,364,56,0,0,0,0,0,5220,0,0,1,0,0,1,False,False
365, Projektplatten (Materialien),1550,1700,51,17,0,100,600,365,57,0,0,0,0,0,5220,0,0,1,0,0,1,False,False
366, Luftfilter (Materialien),1550,1700,63,17,0,100,600,366,58,0,0,0,0,0,5220,0,0,1,0,0,1,False,False
367, Bodenuntersuchung (Zentraler Radius),1550,1900,54,17,0,100,600,367,59,0,0,0,0,0,5226,0,0,2,0,0,1,False,False
368, Veredelungs-Metalle,4920,5270,50,17,0,100,600,368,60,0,0,0,0,0,5230,0,0,2,0,0,1,False,False
369, Dicke Projektplatten (Materialien),1550,1900,51,17,0,100,600,369,61,0,0,0,0,0,5226,0,0,2,0,0,1,False,False
370, Erfolgssträhnen-Prüfung,850,1050,52,17,0,100,600,370,62,0,0,0,0,0,5230,0,0,2,0,0,1,False,False
371, Stückzahl-Bonus-Prüfung,2000,2600,53,17,0,100,600,371,63,0,0,0,0,0,5230,0,0,2,0,0,1,False,False
372, Meteoreisen-Abbaugebiet-Erforschung,2850,3550,60,17,0,100,600,372,64,0,0,0,0,0,5226,0,0,2,0,0,1,False,False
373, Wasserfilter (Materialien),120,140,62,17,0,100,600,373,65,0,0,0,0,0,5226,0,3,2,0,0,1,False,False
374, Bodenuntersuchung (Äußerer Radius),1550,1950,54,17,0,100,600,374,66,0,0,0,0,0,5221,0,0,3,0,0,1,False,False
375, Wasser- & Hitzefeste Materialien,4920,5320,50,17,0,100,600,375,67,0,0,0,0,0,5221,0,0,3,0,0,1,False,False
376, Dünne Projektplatten (Materialien),1550,1950,51,17,0,100,600,376,68,0,0,0,0,0,5232,0,0,3,0,0,1,False,False
377, Mond-Kupferkies (Erfolgssträhne),850,1050,52,17,0,100,600,377,69,0,0,0,0,0,5221,0,0,3,0,0,1,False,False
378, Stückzahl-Bonus-Forschung,2000,2600,53,17,0,100,600,378,70,0,0,0,0,0,5232,0,0,3,0,0,1,False,False
379, Energiegenerator (Materialien),2850,3550,61,17,0,100,600,379,71,0,0,0,0,0,5221,0,0,3,0,0,1,False,False
380, Präzise Veredelungsmaterialien,130,150,58,17,0,100,600,380,72,0,0,0,0,0,5221,0,3,3,0,0,1,False,False
381, Hochwertige Reparaturmaterialien,4400,4600,55,17,0,100,600,381,73,0,0,0,0,0,5232,0,4,3,0,0,1,False,False
382,Legierungsveredelung (Materialien),2800,3200,49,17,0,100,600,382,74,0,0,0,0,0,5221,9200,0,4,0,0,0,False,False
383,Einsenkungs-Abbau,4800,5100,50,17,0,100,600,383,75,0,0,0,0,0,5226,9200,0,4,0,0,0,False,False
384,Spezial-Panzerplatten (Materialien),3000,3400,51,17,0,100,600,384,76,0,0,0,0,0,5230,9200,0,4,0,0,0,False,False
385,Mond-Chromeisen (Erfolgssträhne),2350,2950,52,17,0,100,600,385,77,0,0,0,0,0,5220,9200,0,4,0,0,0,False,False
386,Meteoreisen (Stückzahl-Bonus),4000,5200,53,17,0,100,600,386,78,0,0,0,0,0,5226,9200,0,4,0,0,0,False,False
387,EX: Präzise Bodenuntersuchung,2850,3250,54,17,0,100,600,387,79,0,0,0,0,0,5226,9100,0,5,0,0,0,False,False
388,EX: Alchemisten-Raffinationsmaterialien,1750,1950,55,17,0,100,600,388,80,0,0,0,0,0,5220,9100,4,5,0,0,0,False,False
389,EX: Rohstoff-Erforschung (Südwestliches Sinus Ardorum),1160,1680,56,17,0,100,600,389,81,0,0,0,0,0,5223,9100,3,5,1,0,0,False,False
390,EX: Präzise Erforschung (Lunarer Nadir),900,1100,57,17,0,100,600,390,82,0,0,0,0,0,5234,9100,3,5,2,14,0,False,False
391,EX+: Seltene Rohstoffe,900,1300,58,17,0,100,300,391,83,0,0,0,0,0,5221,9000,4,6,0,13,0,False,False
392,EX+: Veredelungs-Hilfsstoffe,1310,1680,59,17,0,100,300,392,84,0,0,0,0,0,5230,9000,3,6,0,14,0,False,False
393,Neumaterial-Erforschung (Station),2800,3200,60,17,0,100,600,393,85,0,0,0,0,0,5220,9200,0,4,0,0,0,False,False
394,EX: Neumaterial-Erforschung (Station),2350,2950,60,17,0,100,600,394,86,0,0,393,0,0,5226,9100,0,5,0,0,0,False,False
395,Hochleistungs-Energiegenerator (Materialien),4800,5100,61,17,0,100,600,395,87,0,0,0,0,0,5230,9200,0,4,0,0,0,False,False
396,EX: Hochleistungs-Energiegenerator (Materialien),4200,5400,61,17,0,100,600,396,88,0,0,395,0,0,5221,9100,0,5,0,0,0,False,False
397,EX+: Hochleistungs-Energiegenerator (Materialien),900,1200,61,17,0,100,180,397,89,0,0,396,0,0,5232,9000,3,6,0,0,0,False,False
398,EX: Präzise Wasserfilter (Materialien),3000,3400,62,17,0,100,600,398,90,0,0,0,0,0,5226,9100,0,5,0,0,0,False,False
399,EX+: Präzise Wasserfilter (Materialien),1750,2100,62,17,0,100,180,399,91,0,0,398,0,0,5234,9000,4,6,2,0,0,False,False
400,Präzise Luftfilter (Materialien),3000,3400,63,17,0,100,600,400,92,0,0,0,0,0,5220,9200,0,4,0,2,0,False,False
401,EX+: Präzise Luftfilter (Materialien),7000,7950,63,17,0,100,180,401,93,0,0,402,0,0,5234,9100,0,6,2,0,0,False,False
402,EX: Präzise Luftfilter (Materialien),900,1100,63,17,0,100,600,402,94,0,0,400,0,0,5223,9000,3,5,1,0,0,False,False
403,EX+: Almanachmaterialien-Erforschung I,900,1300,64,17,0,100,300,403,95,0,0,0,0,0,5223,9000,4,6,1,8,0,False,False
404,EX+: Almanachmaterialien-Erforschung II,1330,1730,64,17,0,100,300,404,96,0,0,403,0,0,5223,9000,3,6,1,0,0,False,False
405,EX+: Almanachmaterialien-Erforschung III,1800,2250,64,17,0,100,180,405,97,0,0,404,0,0,5223,9000,4,6,1,0,0,False,False
406, Bodenuntersuchung (Station),1550,1700,54,18,0,100,600,406,98,0,0,0,0,0,5220,0,0,1,0,0,1,False,False
407, Rohstoff-Erforschung (Östliche Station),1550,1700,60,18,0,100,600,407,99,0,0,0,0,0,5220,0,0,1,0,0,1,False,False
408, Arbeitsstandardprüfung,4920,5020,50,18,0,100,600,408,100,0,0,0,0,0,5220,0,0,1,0,0,1,False,False
409, Experimentelle Wasseraufbereitungsstoffe,4920,5020,62,18,0,100,600,409,101,0,0,0,0,0,5220,0,0,1,0,0,1,False,False
410, Faserplatten (Materialien),1550,1700,51,18,0,100,600,410,102,0,0,0,0,0,5220,0,0,1,0,0,1,False,False
