#,Text,NpcName,Image
81,"Hallo, werte Helferinnen und Helfer!

Hier schreibt eure Lizbeth! Das Geröll ist beseitigt, der Schutt weggeschafft und die Wege sind beinahe vollständig geräumt. Fehlt nur noch die Straßen für die Bauarbeiten vorzubereiten:

Letzte Aufräumarbeiten
1. Die allerletzten Trümmerteile aus dem Viertel schaffen

Pflaster legen
1. Benötigte Materialien von einem Materialstapel holen
2. Die Materialien an einer Sandgrube sieben
3. Pflasterlücken mit Fugensand schließen

Viel Erfolg!

Lizbeth",,70350
82,"Hallo, hier ist wieder Eilonwy, euer beliebter Anlaufpunkt, wenn es um euren Nachschub mit Reparaturmaterial, Farbstoffen und anderen praktischen Dingen geht!

Endlich können die Arbeiten für den Wieder­aufbau des östlichen Himmelsangs beginnen. Der Generaldirektor hat mir den ersten, fundamentalen Teil der Arbeiten anvertraut und ich hoffe wieder auf eure tatkräftige Unterstützung!

Die Aufgaben:
1. Materialien von einem Materialstapel holen
2. Die Materialien an einer Steinsäge verarbeiten
3. Die fertigen Erzeugnisse zu einer Baustelle
bringen

Ans Werk, Freunde!
Eilonwy",,70351
83,"Hallo, verehrte Freundinnen und Freunde des Handwerks! Die neuen Wohngebäude im östlichen Himmelsang sind so gut wie fertiggestellt! Schon bald ist das neue Erholungsquartier einzugsbereit. Damit wir im Zeitplan bleiben, benötigen wir wieder eure Hilfe!

Folgende Arbeiten müssen erledigt werden:
1. Materialien von einem Materialstapel holen
2. Die Materialien an einer Steinsäge verarbeiten
3. Die fertigen Erzeugnisse zu einer Baustelle bringen

Seht zu, wie die Häuser in den Himmel Ishgards wachsen!
Potkin",,70352
84,"Verehrte Helferinnen und Helfer,

auch der östliche Teil des neuen Kulturviertels Himmelsang ist nun vollendet. Wo einst Trümmer lagen, stehen nun neue, prachtvolle Behausungen für unsere zukünftigen Bürger. Aber wir sind noch nicht am Ziel angelangt.
Wir werden nun mit den Arbeiten am neuen Thermalbad „Winterwonne“ beginnen. Es wird das Punktstück des neuen Kulturviertels und ganz Ishgard freut sich schon jetzt auf ein heißes Bad!
Als Generaldirektor werde ich selbst­verständ­lich auch dieses Projekt begleiten und hoffe auf eure Unterstützung!

Francel Haillenarte",,70355
85,"Hallo Leute!
Ich beaufsichtige die Fundamentarbeiten der neuen Baustelle. Ich habe die Pläne für das neue Thermalbad Winterwonne bereits gesehen und kann euch versprechen, dass es ein prächtiges Badehaus wird, wie es die Welt noch nicht gesehen hat! Aber noch existiert es nur auf dem Papier!

Eure Aufgaben:
1. Materialien von einem Materialstapel holen
2. Die Materialien an einer Steinsäge verarbeiten
3. Die fertigen Erzeugnisse zu einer Baustelle bringen

Vergesst nicht, eure Aufbauscheine einzutauschen!
Enie",,70356
86,"Ehre, wem Ehre gebührt! Und euch allen gebührt Ehre für eure Leistungen beim Wieder­aufbau der Himmelsstadt! Deshalb wurde entschieden, zur Lobpreisung aller Helferinnen und Helfern ein Denkmal zu errichten, aufdass eure Taten für diese Stadt niemals vergessen werden mögen! Kommt, und errichtet mit mir gemeinsam das „Monument der Arbeit“!

Eure Aufgaben:
1. Materialien von einem Materialstapel holen
2. Die Materialien an einer Steinsäge verarbeiten
3. Die fertigen Erzeugnisse zu einer Baustelle bringen

An Schutzkleidung denken!

Augebert",,70357
87,"Diese Tage werden in die Geschichtsbücher Ishgards eingehen!

Aus den Ruinen der Himmelsstadt ist eine neues Stadtviertel erwachsen, das prächtiger nicht sein könnte. Das Juwel Ishgards! Unsere Nachfahren werden auf unsere Taten zurückblicken und voller Bewunderung für unseren Tatendrang und unsere Schöpfungskraft sein. Himmelsstadt ist wiederauferstanden und das haben wir einzig und allein der unermüdlichen Hilfe von Handwerkern aus aller Welt zu verdanken.

Der Wieder­aufbau Ishgards ist nun abgeschlossen, doch die Arbeit ruht nie, denn auch das prächtigste Juwel will gepflegt werden. Und so hoffen wir auch weiterhin auf eure freundliche Hilfe.

Halone sei mit euch,
Francel Haillenarte",,70358
88,Das Himmelsfest hat begonnen!,Francel,0
89,"Dank der unermüdlichen Arbeit der Handwerker und Sammler aus aller Welt, erstrahlt die Himmelsstadt in neuem Glanz! Und um dieses denkwürdige Ereignis gebührend zu feiern und unseren Helfern von nah und fern zu danken, veranstalten die Bewohner von Ishgard das Himmelsfest! 

Die Hauptattraktion des Festes sind die zahlreichen Spiele, die wir „Fêtes“ getauft haben. Die Teilnehmer erwarten neben jeder Menge Spaß auch tolle Preise! Wir freuen uns bereits auf euren Besuch!

Francel",,70359
90,"Fêtes sind Teil des Himmelfestes und werden in regelmäßigen Abständen veranstaltet.

Dabei werden mehrere Fêtes in kurzen Abständen abgehalten und die geneigten Teilnehmer erwarten zahlreiche Preise.

Wir freuen uns auf die rege Teilnahme interessierter Handwerker an diesem kurzweiligen Zeitvertreib.",,0
