#,Stats,Description,Icon,RequiredForQuest,PreviousQuest,Location,Number,LocationKey,TargetsEnemy,TargetsSelfOrAlly,CauseSlow,CausePetrify,CauseParalysis,CauseInterrupt,CauseBlind,CauseStun,CauseSleep,CauseBind,CauseHeavy,CauseDeath
83,"**Typus: **Magie
**Element: **---
**Rang: **★★★
","Sabotage der Dojun-Maru.
Die Dojun-Maru setzen diese Technik ein, um eine Reihe von Phantom-Tatami-Matten zu weben, die sie dem Gegner dann mit voller Wucht entgegenschleudern. Ein wahrer Meister kann die Matten gar mit dem leichten Duft von Tatami-Stroh versetzen.",72284,0,0,262,83,4,True,False,False,False,False,False,False,True,False,False,False,False
84,"**Typus: **Magie
**Element: **Eis
**Rang: **★★★★
","Verteidigungsinstinkt der Nebeldrachen.
Ein Nebeldrache hüllt sich instinktiv in einen eisigen Nebel, der Angreifer einfriert, die ihm zu nahe kommen. Anwender dieses Zaubers haben entdeckt, dass man das eigene Einfrieren verhindern kann, indem man den Körper mit warmer Luft umhüllt.",72285,0,0,585,84,4,True,True,False,True,False,False,False,False,False,False,False,False
85,"**Typus: **Magie
**Element: **---
**Rang: **★★
","Lakshmis Spezialtechnik.
Ein Lobgesang der Liebe, der eine Lichtexplosion erzeugt, dessen Wirkung von dem Geist des Zauberers abhängt. Ein Herz, das von Wut erfüllt ist, wird Feinde verbrennen, während ein gütiges Herz die Wunden der Lieben heilen wird.",72286,0,0,263,85,4,True,True,False,False,False,False,False,False,False,False,False,False
86,"**Typus: **Magie
**Element: **---
**Rang: **★★
","Reinigendes Licht des Phantomzugs.
Dieses heilige Licht verbrennt ruhelose Geister und verzehrt verdorbene Seelen. In Garlemald, wo das Reisen mit Maschinen üblich ist, erzählt man sich die Geschichte von einer gespenstischen Lokomotive, deren Passagiere die Geister der Toten sind ...",72287,0,0,286,86,4,True,False,False,False,False,False,False,False,False,False,False,False
87,"**Typus: **Magie
**Element: **Erde
**Rang: **★
","Tokkapchis Markenzeichen.
Diese Fähigkeit nutzt Erdäther, um einen stechenden Geysir aus Schlamm zu erzeugen. Es wird weithin angenommen, dass dieser bei in Weiß gekleideten Gegnern zusätzlichen psychologischen Schaden anrichtet.",72288,0,0,584,87,4,True,False,False,False,False,False,False,False,False,False,False,False
88,"**Typus: **Magie
**Element: **---
**Rang: **★★★
","Blaumagie der Wächterstatuen.
Ein Zauber, der den Wächerstatuen der Neuen Welt innewohnt und allerlei Heilmittel aus dem Äther zieht. Das Ziel des Zaubers erfährt eine schnelle Wundheilung - ein Effekt, der mitunter nachwirkt, wenn der Zauber von einem erfahrenen Heiler gesprochen wurde.",72289,0,0,0,88,2,False,True,False,False,False,False,False,False,False,False,False,False
89,"**Typus: **Magie
**Element: **Wasser
**Rang: **★★★★
","Genbus Spezialtechnik.
Diese magische Barriere ist aus Wasseräther geformt. Sie schwächt eingehende Schläge und speichert deren Energie, die später in einer explosiven Sturzflut entladen werden kann.",72290,0,0,284,89,4,True,True,False,False,False,False,False,False,False,False,False,False
90,"**Typus: **Magie
**Element: **---
**Rang: **★★
","Ivon Coeurlfausts Spezialtechnik.
Dieser Zauber imitiert die Blaster-Attacke von wilden Coeurl. Beim Ausführen wird eine Kugel konzentrierten Äthers mit einer Wucht nach vorne geschleudert, die selbst die standhaftesten Gegner umhaut.",72291,0,0,236,90,4,True,False,False,False,False,False,False,False,False,False,False,False
91,"**Typus: **Magie
**Element: **---
**Rang: **★★
","Coeurl-Spezialtechnik.
Ein Verhalten, das von bestimmten Arten von Coeurl erlernt wird. Der Magier reagiert auf gefallene Kameraden, indem er seinen animalischen Überlebensinstinkt weckt. Wenn alles verloren scheint, ist ungezähmte Wildheit das einzige Mittel zum Sieg.",72292,69526,69525,34,91,1,False,True,False,False,False,False,False,False,False,False,False,False
92,"**Typus: **Magie
**Element: **---
**Rang: **★
","Flügelschlag der Kongamato.
Dieser Zauber imitiert die Flügelschläge eines Kongamato und erzeugt eine Ultraschallwelle, die sich sichtbar in der Luft ausbreitet. Die Vibrationen sind für gefrorene oder versteinerte Ziele tödlich und lassen diese zersplittern.",72293,69528,69527,2407,92,1,True,False,False,False,False,False,False,False,False,False,False,True
93,"**Typus: **Magie
**Element: **Eis
**Rang: **★★
","Der eisige Griff von Alte Roite.
Dieser Angriff manifestiert einen Wirbelsturm aus Eis. Der frostige Wind fügt seinen Opfern schlimme Erfrierungen zu.",72294,0,0,252,93,4,True,False,False,False,False,False,False,False,False,False,False,False
94,"**Typus: **Magie
**Element: **Feuer
**Rang: **★★★★
","Omegas chemische Waffen.
Eine Imitation der furchtbaren chemischen Explosionen, die Omega verursacht. Dieser Zauber feuert eine Bombe in einem Bogen ab, die beim Treffen des Ziels detoniert. Der Angriff hinterlässt einen beißenden Geruch, der Senf ähnelt.",72295,0,0,589,94,4,True,False,False,False,False,False,False,False,False,False,False,False
95,"**Typus: **Magie
**Element: **---
**Rang: **★★★
","Spezialtechnik der Drachen der Neuen Welt.
Diese Fähigkeit hüllt den Magier in eine Sphäre ätherischer Kraft, die eingehende Angriffe schwächt. Es gibt eine Debatte darüber, ob es sich bei diesen „Drachen“ tatsächlich um Drachen oder lediglich um eine artverwandte Spezies handelt.",72296,0,0,0,95,2,False,True,False,False,False,False,False,False,False,False,False,False
96,"**Typus: **Magie
**Element: **---
**Rang: **★
","Nadelspitzen der Salz-Dhruva.
Dieser Zauber beschwört eine Reihe leuchtender Projektile, die allem in ihrem Weg nadelstichartige Wunden zufügen. Die Wunden verursachen starke Blutungen, wodurch das Ziel geschwächt wird und erhebliche Schmerzen erleidet.",72297,69529,69528,2408,96,1,True,False,False,False,False,False,False,False,False,False,False,False
97,"**Typus: **Magie
**Element: **Wasser
**Rang: **★★★★
","Sog der Kelpie.
Dieser Zauber verursacht eine gewaltige Sturzflut, die Ziele in der Nähe anzieht. Selbst tieffliegende Wolkenmeerkreaturen können sich diesem Sog nicht entziehen.",72298,0,0,279,97,4,True,False,False,False,False,False,False,False,False,False,False,False
98,"**Typus: **Magie
**Element: **Wasser
**Rang: **★★
","Das Tosen der Sai Taisui.
Diese Form der Geomantie beschwört einen Wasserschwall, der alles in seinem Weg hinfortschwemmt, egal ob Freund oder Feind. Mit derartigen Verwünschungen kann man nie vorsichtig genug umgehen.",72299,0,0,536,98,4,True,True,False,False,False,False,False,False,False,False,False,False
99,"**Typus: **Magie
**Element: **---
**Rang: **★
","Post vom Kurier-Chocobo.
Eine zerstörerische Fähigkeit, die Staub und Schmutz zu einer soliden Masse verdichtet, die dann erhitzt und von oben auf das Ziel abgeworfen wird. Daher ist es kein Wunder, dass diese gefiederten Feinde überall, wo sie auftauchen, Schrecken verursachen.",72300,0,0,2000,99,1,True,False,False,False,False,False,False,False,False,False,False,False
100,"**Typus: **Magie
**Element: **---
**Rang: **★★★
","Schrecken der Nichts­gesand­ten der Neuen Welt.
Dieser Zauber setzt dem Ziel mit einem Sperrfeuer aus glühenden Kugeln zu. Sein Name soll einst die Flüche der Whalaqee sowie die Konvertierung von Lebenskraft zu Mana umfasst haben.",72301,0,0,0,100,2,True,False,False,False,False,False,False,False,False,False,False,False
101,"**Typus: **Physisch/Schlag
**Element: **---
**Rang: **★★★★
","Omega-Technologie.
Omega hatte freie Hand im Inter­dimen­sio­nalen Riss, wodurch es auf eine große Sammlung von Daten zugreifen und allerlei Arten von Objekten synthetisieren konnte
- einschließlich riesiger Fäuste aus unnachgiebigem Metall.",72302,0,0,589,101,4,True,False,False,False,False,False,False,True,False,False,False,False
102,"**Typus: **Magie
**Element: **---
**Rang: **★★★★★
","Die Macht von Qitian Dasheng.
Diese Zauberformel versucht, die übernatürliche Macht von Qitian Dasheng zu imitieren. Der Magier springt in die Luft und wirbelt einen langen Stab aus purem Äther mit brutaler Kraft umher.",72303,0,0,536,102,4,True,False,False,False,False,False,False,False,False,False,False,False
103,"**Typus: **Physisch/Schlag
**Element: **---
**Rang: **★★★★★
","Suzakus Hast.
Entfesselt eine schnelle Serie aus unscharfen Tritten. Das „Phantom“ im Namen ist eine Referenz an eine astrologische Konstellation im Fernen Osten - ein Zeichen, das Glück für alle Bereiche des Lebens bringen soll ... bis auf den Ewigen Bund.",72304,0,0,596,103,4,True,False,False,False,False,False,False,False,False,False,False,False
104,"**Typus: **Magie
**Element: **---
**Rang: **★★★★★
","Tsukuyomis Zorn.
Der bösartige Zorn der Herrscherin der Nacht und des Mondes manifestiert sich in einem Blumenfeld, das dann in einem Hagel aus tödlichen Blüten explodiert. Akzeptiere die Unausweichlichkeit deines Todes und die Macht der Monddämmerung soll dein sein.",72305,0,0,537,104,4,True,False,False,False,False,False,False,False,False,False,False,False
105,"**Typus: **Magie
**Element: **Neutral
**Rang: **★
","Rage des Hobgoblins.
Der Anwender greift das Ziel mit einer wilden Barrage an Schlägen an. In der Blaumagie werden Hiebe und Schläge zwar üb­lich­er­wei­se mit Magie verstärkt, denen, die sich ihren Feinden ohne List und Hinterhalt stellen, wird aber eine weitaus größere Kraft zuteil.",72306,70310,70309,2954,105,1,True,False,False,False,False,False,False,False,False,False,False,False
106,"**Typus: **Physisch/Schlag
**Element: **Neutral
**Rang: **★★
","Schwung des Riesengürteltiers.
Imitiert das Hin- und Herschwingen des mit einem großen Felsbrocken bespickten Schwanzes. Wenn der Felsbrocken einmal in Fahrt kommt, nähert sich so schnell keiner mehr.",72307,0,0,656,106,4,True,True,False,False,False,False,False,False,False,False,False,False
107,"**Typus: **Magie
**Element: **Neutral
**Rang: **★
","Des Gürteltiers Hautknochenpanzer.
Die Haut verhärtet sich um ein Vielfaches durch Magie. Zwar wird der Aufprall von physischen Angriffen gelindert, Schmerzen verspürt man aber immer noch.",72308,70311,70310,2955,107,1,False,True,False,False,False,False,False,False,False,False,False,False
108,"**Typus: **Magie
**Element: **Neutral
**Rang: **★
","Des Gürteltiers Feuchtigkeit.
Es sammelt Wasserpartikel aus der Luft und gibt seinem Körper so die nötige Feuchtigkeit, um sich zu regenerieren. Trockenheit und Stress sind der größte Feind von gesunder Haut!",72309,70312,70311,2955,108,1,False,True,False,False,False,False,False,False,False,False,False,False
109,"**Typus: **Magie
**Element: **Neutral
**Rang: **★★★
","Blaumagie der Schalentiere der neuen Welt.
Feuer, Eis und Blitz. Das Anstauen und Ausatmen des Äthers ganzer drei Elemente ist Teil dieses Angriffs. Durch das Anstauen im Körper kann das Gleichgewicht des Äthers gestört werden, und zu häufiges Anwenden hat fatale Folgen.",72310,0,0,0,109,2,True,False,False,False,False,False,False,False,False,False,False,False
110,"**Typus: **Physisch/Schlag
**Element: **Neutral
**Rang: **★★★★
","Der Zorn des Phantom-Berserkers.
Von Hass und Wut übermannt entfesselt der Anwender eine Welle der Zerstörung. Ein äußerst effektiver Angriff, der jedoch auch einiges an Energie und Kraft des Anwenders verbraucht. ",72311,0,0,737,110,4,True,False,False,False,False,False,False,False,False,False,False,False
111,"**Typus: **Magie
**Element: **Erde
**Rang: **★★
","Der Dreck des Matschmannes.
Erzeugt mit der Hilfe von Äther des Elements Erde eine riesige Kugel aus Schlamm und Dreck, nur um sie dann dem Gegner an den Kopf zu werfen. Das schlimmste hierbei ist der seelische Schaden, den das Ziel durch den hartnäckig anhaftenden Dreck erleidet. ",72312,0,0,746,111,4,True,False,False,False,False,False,False,False,False,False,False,False
112,"**Typus: **Physisch/Schlag
**Element: **Neutral
**Rang: **★★★
","Das Fegegeschick des Einsiedlers.
Beschwört Besen zum Saubermachen herbei. Je mehr Dreck ein auf diese Weise beschworener Besen zu fegen bekommt, desto glücklicher wird er.",72313,0,0,692,112,4,True,True,False,False,False,False,False,False,False,False,False,False
113,"**Typus: **Physisch/Hieb
**Element: **Neutral
**Rang: **★★★★
","Von der Rubin-Waffe inspirierte Blaumagie.
In dem Original wird die durch den eingebauten Dynamo erzeugte Energie genutzt, um Gegner niederzumähen. Diese Magie erlaubt es dem Anwender, den Mechanismus durch den Einsatz von Äther zu imitieren.",72314,0,0,717,113,4,True,False,False,False,False,False,False,False,False,False,False,False
114,"**Typus: **Magie
**Element: **Neutral
**Rang: **★★★★
","Titanias Lieblingsrune.
Basierend auf Runen, jener magischen Feensprache, wird Äther als Welle freigesetzt. Außerdem kann ein Phänomen beobachtet werden, welches dafür sorgt, dass ausgestoßener Äther des Zieles absorbiert wird.",72315,0,0,657,114,4,True,True,False,False,False,False,False,False,False,False,False,False
115,"**Typus: **Magie
**Element: **Neutral
**Rang: **★★★★
","Das Vermächtnis des Prim-Eden.
Verzerrt die Dimension und sorgt für die Freigabe einer riesigen Menge Äther. Der Schaden ist gigantisch, aber um Verletzungen an sich selber zu vermeiden, muss der Anwender einen Schutzwall erschaffen, was die Ausführung des Zaubers verzögern kann.",72316,0,0,653,115,4,True,False,False,False,False,False,False,False,False,False,False,True
116,"**Typus: **Magie
**Element: **Neutral
**Rang: **★★★
 ","Strafe der geläuterten Unzucht.
Ein Angriff mit gebündeltem Licht. Da dies nur eine Nachahmung des Originals ist, besteht kein Grund zur Sorge, dass das Ziel sich in einen Sünden­ver­tilger verwandelt.",72317,0,0,659,116,4,True,False,False,False,False,False,False,False,False,False,False,False
117,"**Typus: **Magie
**Element: **Neutral
**Rang: **★★★
 ","Die Kraft des Sephirot.
Was im Original als Angriffsmagie verwendet wird, wurde hier in das Gegenteil umgekehrt und dient als schützendes Kraftfeld. Leider ist das Feld nicht besonders stabil, weswegen es entweder nur physische oder nur magische Angriffe abhalten kann. ",72318,0,0,0,117,2,False,True,False,False,False,False,False,False,False,False,False,False
118,"**Typus: **Physisch/Stich
**Element: **Neutral
**Rang: **★★★
","Die Schwere der Innozenz.
Eine Barrage aus herabfallenden Lanzen gleißenden Lichtes. Es wird gesagt, dass Lord Vauthry mit dieser Technik Sünden­ver­tilger zu Meol verarbeitete. Je öfter sie verwendet wird, desto näher kommt der Anwender der Allmächtigkeit. ",72319,0,0,666,118,4,True,False,False,False,False,False,False,False,False,False,False,False
119,"**Typus: **Magie
**Element: **Neutral
**Rang: **★★★
","Der Blick von Edens Verheißung.
Der Anwender nutzt seine Augen als Äthergramme und sammelt solch riesige Mengen an Äther an, dass der Aufprall des Strahls für eine Druckwelle sorgt. Leider bekommt man durch die Benutzung des Zaubers sehr schnell trockene Augen.",72320,0,0,758,119,4,True,False,False,False,False,False,False,False,False,False,False,False
120,"**Typus: **Magie
**Element: **Neutral
**Rang: **★★
","Aenc Thons süßes Geheimnis.
Diese Magie lässt Süßigkeiten vom Himmel regnen, die ebenso süßen Schmerz verursachen. Allerdings besteht der Schauer nicht aus­schließ­lich aus Zuckerstangen.",72321,0,0,649,120,4,True,True,False,False,False,False,False,False,False,False,False,False
121,"**Typus: **Magie
**Element: **Feuer
**Rang: **★★★
","Der ewige Schmerz des Lugus.
Diese Flammen gehen erst aus, wenn nichts mehr von dem Ziel übrig ist. Bei der Entwicklung dieser Blaumagie wurde etwas an der Stärke der Flammen gedreht, um Stadtbrände zu vermeiden. Für ein kleines Lagerfeuer reicht es aber immer noch.",72322,0,0,692,121,4,True,False,False,False,False,False,False,False,False,False,False,False
122,"**Typus: **Magie
**Element: **Wasser
**Rang: **★★★★★
","Freude des Nixchens.
Eine riesige Menge Wasser wird zu einem Strudel verrührt und dann freigelassen. Was für Nixchen nur als kleines Planschbecken für ihren Nachwuchs fungiert, richtet unsereins fatalen Schaden an.",72323,0,0,746,122,4,True,False,False,False,False,False,False,False,False,False,False,False
123,"**Typus: **Magie
**Element: **Neutral
**Rang: **★★★★★
","Therions Gedanken.
Diese Magie wird weder durch das Sprechen eines Spruches noch durch Runen beschworen, sondern allein mit der Kraft der Gedanken. Falls der Anwender das Ende herbeisehnen sollte, kann der Effekt auf unbestimmt lange Zeit anhalten.",72324,0,0,652,123,4,True,False,False,False,False,False,False,False,False,False,False,False
124,"**Typus: **Magie
**Element: **Neutral
**Rang: **★★★★★
","Titanias Fluch und Segen.
Die Verflechtung von mehreren Ebenen an Runen sorgt für einen Wirbel aus Magie. In der Feensprache wird „Sterblichkeit“ zwar hauptsächlich herabschauend verwendet, Mitleid und Mitgefühl für unsereins schwingen aber auch mit.",72325,0,0,657,124,4,True,False,False,False,False,False,False,False,False,False,False,False
