#,Name,Description,Icon,Image
27,Reisender zwischen Wind und Wellen,"„Dieser fliegende Riesenwal hatte so schöne Farben, wie ich sie sonst nur von den Webstoffen Thavnairs kenne ... Wenn er doch nur nicht so garstig und gefährlich gewesen wäre!“

Auch heute noch erzählt man sich in den Gefilden der südlichen Inseln Legenden vom fliegenden Wal. Oft findet man ihn unter dem Namen „Schockschlund“ beschrieben, laut Kalika kennt man den Wal auf Aloalo aber als „Ketuduke“ und betete an seiner Statue zu ihm als eine Art Boten der Götter. Somit handele es sich bei dem Wal, den Matsya und seine Freunde da besiegt hatten, wahrscheinlich um den legendären Ketuduke höchst­persön­lich. Als Matsya das hörte, wurde er plötzlich ganz unruhig ob der Tatsache, einen Boten der Götter besiegt und somit womöglich deren Missgunst auf sich gezogen zu haben. Da machte Kalika den Vorschlag, an der Statue des Wals zu beten, um Schlimmeres zu vermeiden. So liegt es nun also an mir, den Ritus des Gebets für Matsya niederzuschreiben.
Als Erstes spricht man vor der Wal-Statue die Worte „O Reisender zwischen Wind und Wellen, erhöre mich.“, um seinen Segen zu erhalten. Dann umkreist man alle Statuen einmal mit und einmal gegen den Uhrzeigersinn und beendet das Ritual schließlich mit einem Tanz vor der Statue des Wals. Auch wenn die Einzelheiten sich leicht unterscheiden mögen, weisen die in der Natur fußenden Glaubensrichtungen oft einige Parallelen auf und ich finde, dass eine gewisse Ähnlichkeit zu Thavnairs Polytheismus ebenfalls nicht von der Hand zu weisen ist.",70527,70427
28,Giftig und fischig,"„Einen so kräftigen Fisch sieht man selbst als Fischer nicht alle Tage. Der hatte es ganz schön in sich!“

Der sogenannte Drachen-Barrakuda, den Matsya da an Land gezogen hat, kann die Giftstoffe aus seiner Nahrung extrahieren und in seinem Körper speichern. Zum Verspeisen eignet er sich also eher weniger. Das heißt aber nicht, dass der Fisch von Natur aus giftig wäre, und es gibt auch sicherlich einige essbare Exemplare ... Doch wer wäre denn schon wagemutig genug, sich freiwillig solch einem Risiko auszusetzen? Wobei ... In der Geschichte der Alchemie gibt es mehr als genug Beispiele für solch Tollkühnheit im Namen der Forschung. Oft endet diese Art der Experimentierfreudigkeit aber leider im Krankenbett oder schlimmer. Wer weiß, vielleicht gibt es da draußen ja doch jemanden, der sich mit einem Drachen-Barrakuda den Bauch vollgeschlagen hat. Jedenfalls kann ich mich glücklich schätzen, dass eine Aufzeichnung des Fisches in Daemirs Werk vorhanden war. So konnte ich mich ganz ohne die Gefahren eines kulinarischen Abenteuers in die Besonderheiten von Drachen-Barrakudas einlesen.
So soll es ähnlich dem Sekret, das aus der Giftdrüse eines Hamsas gewonnen werden kann, auch für das im Körper des Fisches gespeicherte Gift Verwendungszwecke in der Alchemie geben. Dank der üppigen Natur der Insel scheint dieses Exemplar stets gut genährt gewesen zu sein und hat dem­ent­spre­chend viel Gift in sich. Kalika berichtete mir außerdem von der Bedeutung des Fisches für die einstigen Bewohner Aloalos. Angeblich verehrten sie die Drachen-Barrakudas, da diese sich hauptsächlich von für die Inselbewohner giftigen Fischen und Seegräsern ernähren. Falls sie dann doch mal ein Exemplar fingen, sollen sie es mit einem Wort des Dankes auf den Lippen zurück ins Meer geworfen haben ... Da bekommt man glatt Zweifel, ob es wohl wirklich richtig war, diesen Fisch einfach mit nach Thavnair zu nehmen ...",70528,70428
29,Auf den Spuren von Zahlenlehre und Hermetik,"„Zwischen all dem saftigen Grün stachen die roten Blumen auf dem Weg ziemlich heraus ... Ich war noch ganz mit Staunen beschäftigt, da sah ich hinter ihnen plötzlich eine große, ominöse Holzpuppe!“

Vor etwa hundert Jahren brach im Meer in der Nähe Aloalos ein Vulkan aus. Hohe Wellen überfluteten große Teile der Insel und selbst der Himmel färbte sich pechschwarz vor Asche, sodass ein Leben auf Aloalo nicht mehr möglich war. Schweren Herzens fassten die damaligen Inselbewohner die Entscheidung, ihre Heimat zu verlassen. Selbst wenn eines ihrer Boote den rauen Wellen einmal nicht zum Opfern fiel, so soll der entstandene Bims es den Fliehenden äußerst schwer gemacht haben, von der Insel zu entkommen.
Man sollte auch nicht vergessen, dass Aloalo allerlei Artefakte bereithält, wie zum Beispiel Schriften über die Zahlenlehre oder Grimoires der später entstandenen Hermetik. Da es den Bewohnern in solch einer Situation schlichtweg nicht möglich war, alles Wichtige auf ihrer Flucht mitzunehmen, waren sie wohl gezwungen, vieles zurückzulassen - allem voran die Holzpuppe Lala, von der Matsya sprach. Kalika meinte, Lala soll es als Lebewesen damals tatsächlich gegeben haben, auch wenn alle Auf­zeich­nun­gen mit der Zeit vergilbt, zersetzt oder gar verschollen sind und es auch sonst keine weiteren Anhaltspunkte mehr geben soll.
Aloalo mag inzwischen unbewohnt sein, auf einigen der südlichen Inseln gibt es aber nach wie vor Siedlungen und Dörfer. Mit etwas Glück findet man dort ja vielleicht ein paar Unterlagen und Schriften, welche die Bewohner auf ihrer Flucht vor mehr als hundert Jahren mitgebracht hatten.",70529,70429
30,Das Leben am Baum,"„Selbst auf Thavnair hab ich noch nie so einen großen Baum gesehen. Geradezu gewaltig! Ob seine Größe wohl auch etwas mit der Kraft der Natur auf Aloalo zu tun hat ...?“

Angeblich soll dieser Baum schon vor Urzeiten bei Kalikas Geburt seine Wurzeln auf Aloalo geschlagen haben. Direkt in seiner Nähe gab es wohl auch eine kleine Siedlung der Inselbewohner, die sich der Zahlenlehre verschrieben hatten. Ihr Ziel soll es gewesen sein, die ge­heim­nis­vol­len Kräfte des Edelsteins der Sprecherin mittels Mathematik zu ergründen - der Baum diente ihnen dabei als eine Art gigantisches Notizbuch für ihre Formeln und Äthergramme.
Diese Schritte ihrer Forschung kann man auch heute noch als in die Rinde des Baumes eingeritzte Muster auffinden. Doch was ich an Kalikas Geschichte besonders interessant fand, war ein Äthergramm, das Äther aus dem Blut von Bestien zu einer Art Dünger für Pflanzen werden lässt. Um den Ast eines Baumes wachsen zu lassen, benötige man eine Menge an Blut äquivalent zu vier Bestien. Wenn ich nur daran denke, was für Möglichkeiten uns so eine Kunst eröffnen könnte ...
Ich frage mich allerdings, warum diese Inselbewohner ihr Lager nicht einfach am Schrein in der Nähe der riesigen Statue errichteten. Schließlich ist sie es, die den magischen Edelstein trägt, dessen Geheimnisse sie zu ergründen suchten. Als ich Kalika diesbezüglich fragte, sprach er von einer mysteriösen Kraft, die dort geweilt haben soll ... Mit größter Wahr­schein­lich­keit wirkte ein Zauber der ersten Inselbewohner, der Vergessenen, und hüllte das Gebiet um den Schrein stets in dichten Nebel. Um den Nebel zu unterdrücken, sollte wohl ein magisches Artefakt geschaffen werden, aber so etwas braucht schließlich seine Zeit. Doch es dauerte gar nicht lange und die Forscher hatten sich so an ihre Heime am großen Baum gewöhnt, dass sie auch nach Abschluss ihrer Arbeit einfach dortblieben.",70530,70430
31,Mein kleiner Freund,"„Ich hatte gehofft, in dem dichten Geäst noch andere Finken wie Kalika zu treffen, aber leider habe ich keinen gesehen ...“

Als Kalika das hörte, erwiderte er ganz stolz: „Unter den Finken kann nur *ich* eure Sprache sprechen!“. Herkömmliche Finken soll es aber dennoch schon seit jeher auf Aloalo gegeben haben, die von den Inselbewohnern gar verehrt wurden. Ich packte die Gelegenheit also beim Schopf und erkundigte mich bei Kalika, wie das Gebet zu einem Finken denn korrekt auszuführen sei. Etwas widerwillig erzählte er mir dann von all den Einzelheiten und Schritten, die es zu befolgen gilt. Ich schreibe sie besser einmal auf, bevor ich noch etwas vergesse.
An dem Platz, wo die Statuen der Götter aufgereiht stehen, kann man durch die Worte: „O Tänzer zwischen Himmel und Wolken, erhöre mich.“ vor der Statue des Finken seinen Segen erhalten. Danach soll ihr eine Kusshand zugeworfen und dann einmal alle Götzen im Uhrzeigersinn umkreist werden, bevor man schließlich das Ritual mit einem Tanz vor der Statue des Finken beendet. Als ich aus Neugier mal versucht habe, dem kleinen Kalika eine Kusshand zuzuwerfen, um *seine* Gunst zu erlagen, hat er mir mit einem großen Seufzer prompt die kalte Schulter gezeigt. Welch eine Tragödie! Ich liebe ihn doch so sehr und kümmere mich jede Minute jeden Tages um sein Wohlbefinden! Was soll ich nur tun? Vielleicht noch köstlicheres Futter? Oder ist meine Kusshand nicht elegant genug? Oder, oder ... (Weitere Liebesbekundungen wurden aus Platzmangel gekürzt)",70531,70431
32,Fisch macht schlau,"„Das Angeln im Wald war auch eine ganz neue Erfahrung für mich. Normalerweise bin ich eher ein Fischer der Meere, aber das Ringen mit so einem Süßwasserfisch war auch spannend!“

Kalika meinte, dass es sich bei dem Fisch, den Matsya geangelt hatte, um einen „Wholokailo“ gehandelt haben soll. Früher sollen seine harten Schuppen als Perlen für alte Rechenbretter verwendet worden sein. Als wäre das nicht genug, schmeckt er gebraten wohl auch noch äußerst köstlich. Es ist also gar nicht verwunderlich, dass er unter den Inselbewohnern als schlau machend galt und sich als Speise großer Beliebtheit erfreute. Einen Alchemisten, wie ich einer bin, interessiert es natürlich brennend, ob es sich hierbei lediglich um reinen Aberglauben handelt oder das Verspeisen des Fisches wirklich positive Auswirkungen auf die eigenen Denkkapazitäten haben kann.
Mit Kalikas Erlaubnis entschied ich mich also prompt dazu, den geangelten Wholokailo einmal genauestens unter die Lupe zu nehmen. Leider schienen meine Erwartungen etwas zu hoch gesteckt zu sein, denn in keiner seiner essbaren Teile konnte ich irgendwelche besonderen Inhaltsstoffe entdecken. Tatsächlich erwiesen sich die Schuppen des Fisches als deutlich geeigneter für den Gebrauch in der Alchemie, sofern man sie zunächst vorsichtig entfernt und anschließend trocknet. Sofort dachte ich mir also, dass der Fisch erst mitsamt seinen Schuppen gebraten und verspeist seine wahre Wirkung entfalten sollte, doch auch hier wurde ich eines Besseren belehrt. Seine Schuppen waren so hart und ihr Geschmack so scheußlich, man kann sie höchstens zu einem Pulver verreiben und dann in Pillen pressen ... Anders sind sie gänzlich ungenießbar.",70532,70432
33,Beschworene Geschichte,"„Diese garstige Fee! Bah, bei den Mrga! Ich hoffe, ich muss sie nie wieder treffen!“

Der Name dieser „garstigen Fee“ ist Statice und sie ist wohl ein verlorenes Familiar. Auch Kalika weiß aus erster Hand von ihrer listigen Natur, da er nicht nur einmal von ihr gejagt worden ist. Bei ihrem Versuch, ihn einzufangen, trug sie stets merkwürdiges Gerät bei sich. Was für ein niederträchtiges Wesen diese Statice doch ist, meinen kleinen Finken einfach so zu ärgern ...! Es muss doch irgendeine Möglichkeit geben, an ihren Fallen vorbeizukommen ...
Nachdem der Stadt­staat Nym, der auf Vylbrand beheimatet war, während der Sechsten Katastrophe gefallen war, flohen einige Seesoldaten nach Aloalo - das sagt zumindest Kalika. Da ihre Gelehrten oftmals Feen als Familiare mit sich führten, darf man also davon ausgehen, dass diese mit ihnen nach Aloalo kamen.
Familiare lösen sich jedoch normalerweise mit dem Tod ihres Herren aufgrund des fehlenden Ätherzuflusses auf, weshalb Statices Anwesenheit auf der Insel mich etwas verdutzt. Dass sie nach wie vor auf der Insel umherjagt, kann nur bedeuten, dass sie von irgendwoher Äther beziehen muss. Ob die ge­heim­nis­vol­len Kräfte, die die Natur der Insel beleben, wohl etwas damit zu tun haben?
Übrigens, die Beschwörung von Familiaren wie den oben genannten Feen soll auch der Grundstein für die Beschwörung der Karfunkel in der Hermetik gewesen sein. Wenn man jedoch noch weiter in der Geschichte zurückgeht, kann man ähnliche Beschwörungstechniken sogar schon bei den Vergessenen finden. Diese nutzten nämlich Holzpuppen als Familiare. Es ist schon erstaunlich, wie verwoben Geschichte sein kann, nicht wahr?",70533,70433
34,Überreste eines Glaubens,"„Diese Ruinen versprühten so eine ehrerbietige Aura. Vielleicht ruhen dort ja die Götter Aloalos ...“

Ob man den Ort, von dem Matsya da sprach, wohl mit der Tempelstätte Purusa vergleichen kann? Doch bevor ich mit meinen Gedanken zu sehr abschweifen konnte, wurden sie auch schon von Kalika bestätigt. So sind diese Ruinen auf Aloalo tatsächlich als Ort des Glaubens bekannt gewesen. Weiterhin soll es angeblich irgendwo in den Ruinen auch eine Zeremonialstätte geben, auf der Statuen der verehrten Gottheiten bestaunt und angebetet werden können. Da gäbe es zum Beispiel die Statue einer Meeresschildkröte, welche von den Inselbewohnern als Gottheit der Meere verehrt worden sein soll und, laut Kalika, gerade für unseren Fischerfreund Matsya das ein oder andere Fangwunder bewirken könnte. Um für Matsyas Gelingen beim Gebet zu sorgen, bin ich so frei und vermerke hier die Einzelheiten der Zeremonie.
Zunächst erlangt man den Segen der Gottheit durch die vor ihr gesprochenen Worte: „O Nomade zwischen Sand und Meer, erhöre mich.“ Dann umkreist man alle Statuen zweimal entgegen dem Uhrzeigersinn und beendet das Ritual schließlich mit einer Verbeugung vor der Schildkröte.
Solche Statuen der Götter sollen auch in den Ruinen der alten Siedlung stehen. Was für eine Bedeutung ihnen und der Reihenfolge, in der sie errichtet wurden, wohl innewohnt? Wie dem auch sei, man kann jedenfalls mit höchster Sicherheit behaupten, dass der Glaube auf Aloalo, ganz wie auf Thavnair, eine zentrale Rolle im Leben der Inselbewohner gespielt haben muss.",70534,70434
35,Der Lalafell unter den Fischen,"„Der Fisch hat so ein komisches Gesicht! Und doch ist er irgendwie niedlich!“

Eigentlich will ich Matsya ja ein guter Freund sein, aber diesmal kann ich ihm nie und nimmer zustimmen. Meiner bescheidenen Meinung nach ist der Fisch, den er da auf Aloalo an Land gezogen hat, nämlich alles andere als niedlich. Ich würde sogar so weit gehen, das Folgende zu behaupten: Der Fisch ist eine Ausgeburt. So langsam beginne ich leider damit, Matsyas Auffassung bezüglich gewisser Dinge anzuzweifeln. Immerhin kommt, was Niedlichkeit angeht, einfach nichts und niemand an meinen kleinen Kalika heran.
Aber nun genug von diesem Riss in unserer Freund­schaft. Ganz unabhängig davon, was der Banause von seinem Fang hält, habe ich mich nämlich bei Kalika bezüglich weiterer Informationen über den Fisch erkundigt. Die damaligen Bewohner Aloalos nannten ihn wohl „Lalaulusu“ und erzählten sich Geschichten, es handele sich bei dem Fisch um einen Lalafell, der an einem stürmischen Tag ins Wasser gefallen sei. Angeblich soll diese Erzählung jedoch lediglich als ein Mittel der Abschreckung gedient haben, um kleine Kinder möglichst davon abzuhalten, sich bei schlechtem Wetter in der Nähe des Ufers aufzuhalten. Ich hoffe nur, dass dies nicht eines dieser Ammenmärchen ist, die sich später als wahr herausstellen. Wenn ich nur daran denke, möglicherweise einen Lalafell als alchemistische Zutat zu verwenden, wird mir ganz flau im Magen ...",70535,70435
36,Erinnerungen in Gold,"„So einen hab ich auf Thavnair noch nie gesehen! So anmutig gülden! D-Das muss doch wohl der Herrscher von Aloalos Gewässern sein!“

Auf Aloalo soll einmal eine schwere Kinderkrankheit grassiert haben. Doch als man dann eine Brühe aus einem am Schrein gefangenen, golden schimmernden Fisch zubereitete und diese den betroffenen Kindern verabreichte, ging es ihnen im Nu wieder besser. Und nicht nur das, auch die darauffolgenden Jahre wurde keines der Kinder überhaupt krank. Hieraus entstand schließlich der Brauch, neugeborene Säuglinge einen Schluck der heilenden Brühe trinken zu lassen und für ihre Gesundheit zu beten. Der Name dieses sonderbaren Fisches, aus dem die Brühe gemacht wurde, ist übrigens „Gombessa“, und seine Wirkung lässt sich wohl ganz einfach durch die Nähe seiner Gewässer zu den Götzenstatuen erklären. Es ist davon auszugehen, dass die Macht des Edelsteins besonders intensiv auf ihn wirkt, und als alchemistische Zutat ist der Fisch somit von unermesslichem Wert.
Ich kenne Matsya nun schon von Kindesbeinen an, und doch fühlt es sich so an, als hätte uns diese kleine Unternehmung auf Aloalo zu besseren Freunden gemacht, als wir es jemals waren. Die Zeit, die ich mit ihm und meinem neuen niedlichen Freund Kalika verbringen und die ganzen alchemistischen Zutaten, die ich analysieren darf ... Besser geht es eigentlich gar nicht mehr! Auch diese Notizen hier habe ich ursprünglich nur für Matsya angefangen. Ehe ich mich jedoch versah, hatte ich einen Band voller Erinnerungen niedergeschrieben. Ich danke euch vielmals, meine Freunde. Matsya, Kalika und natürlich meiner fleißigen Abenteurerin. Ohne euch wären diese aufregenden Expeditionen niemals zustande gekommen.",70536,70436
37,,,0,0
38,,,0,0
39,,,0,0
40,,,0,0
41,,,0,0
42,,,0,0
43,,,0,0
44,,,0,0
45,,,0,0
46,,,0,0
47,,,0,0
48,,,0,0
49,,,0,0
