#,Acquisition,Location,Quest,Unknown0,SaleValue,Order,Top,Bottom,Left,Right,TripleTriadCardRarity,TripleTriadCardType,SortKey,UIPriority,AcquisitionType,Unknown1
370,1043463,9318702,70179,369,300,355,5,7,1,5,2,0,16,0,10,True
371,1027665,7967619,70252,370,300,356,4,6,7,1,2,0,16,0,10,True
372,1010478,5581330,70255,371,500,361,5,5,6,7,3,0,20,0,10,True
373,38946,0,70200,372,500,362,8,2,8,3,3,0,20,0,9,True
374,911,0,70202,373,500,357,1,6,8,7,3,0,23,0,2,True
375,896,0,70210,374,800,358,8,7,7,6,4,0,32,0,3,True
376,886,0,70213,375,800,359,7,6,7,8,4,0,32,0,3,True
377,3209,0,65973,376,0,363,4,7,10,8,5,0,47,0,11,True
378,1045250,9728781,70269,377,100,369,4,1,4,5,1,0,1,0,6,True
379,945,0,70269,378,300,370,7,6,4,2,2,0,8,0,2,True
380,945,0,70269,379,300,371,3,7,3,6,2,0,8,0,2,True
381,822,0,70272,380,500,364,6,4,5,8,3,0,20,0,3,True
382,1041259,8980103,70296,381,500,365,3,5,7,7,3,0,20,0,6,True
383,1032254,8157292,70314,382,500,372,4,8,8,2,3,0,20,0,10,True
384,945,0,70269,383,500,373,7,2,8,5,3,0,20,0,2,True
385,1041259,8980103,70296,384,800,366,5,9,8,5,4,0,39,0,6,True
386,945,0,70269,385,800,374,8,5,9,5,4,0,32,0,2,True
387,949,0,70278,386,1500,367,10,2,10,5,5,0,40,0,3,True
388,942,0,70295,387,1500,368,9,10,4,5,5,0,40,0,3,True
389,961,0,70325,388,100,385,2,4,3,3,1,0,1,0,2,True
390,961,0,70325,389,300,386,5,2,3,6,2,0,8,0,2,True
391,961,0,70325,390,300,387,4,5,5,4,2,0,8,0,2,True
392,1010478,5581330,70336,391,300,389,5,4,3,7,2,0,17,0,10,True
393,961,0,70325,392,500,388,5,7,5,5,3,0,20,0,2,True
394,1043026,10189405,70205,393,500,375,8,7,1,6,3,0,23,0,6,True
395,1043026,10189405,70205,394,500,376,1,8,6,7,3,0,23,0,6,True
396,1043026,10189405,70205,395,500,377,1,6,7,8,3,0,23,0,6,True
397,1010478,5581330,70202,396,500,378,1,7,6,8,3,0,23,0,10,True
398,1043027,10189407,70328,397,500,379,7,6,1,8,3,0,23,0,6,True
399,1043027,10189407,70328,398,500,380,7,1,6,8,3,0,23,0,6,True
400,1010478,5581330,70327,399,500,381,7,8,1,6,3,0,23,0,10,True
401,823,0,70283,400,500,382,7,6,6,6,3,0,20,0,3,True
402,962,0,70328,401,800,383,6,6,7,9,4,0,33,0,2,True
403,944,0,70336,402,800,390,9,7,6,5,4,1,35,0,3,True
404,964,0,70284,403,1500,384,9,9,1,9,5,0,40,0,3,True
405,1010478,5581330,65973,404,1500,15,10,8,5,7,5,0,48,5,10,True
406,1048549,10806908,70413,405,100,391,5,4,2,3,1,3,3,0,6,True
407,1048664,10806913,70413,406,100,392,3,3,3,5,1,0,1,0,6,True
408,1048918,10806431,70416,407,300,393,5,4,5,5,2,3,10,0,6,True
409,1048965,10806914,70444,408,300,394,6,3,4,5,2,0,8,0,6,True
410,1049410,10806917,70448,409,300,395,3,4,6,5,2,0,8,0,6,True
411,1049469,10806452,70464,410,300,396,4,4,5,6,2,0,8,0,6,True
412,1049259,10806915,70486,411,300,397,5,6,5,3,2,0,8,0,6,True
413,1048550,10806911,70456,412,500,398,5,7,2,7,3,0,31,0,6,True
414,826,0,70415,413,500,399,3,5,6,7,3,0,20,0,3,True
415,824,0,70427,414,500,400,6,4,6,6,3,0,20,0,3,True
416,829,0,70445,415,500,401,7,4,4,7,3,0,20,0,3,True
417,825,0,70481,416,500,402,5,7,6,3,3,0,20,0,3,True
418,832,0,70430,417,800,403,7,6,8,5,4,0,32,0,3,True
419,995,0,70481,418,1500,404,9,5,7,8,5,0,40,0,3,True
420,984,0,70495,419,1500,405,3,9,5,10,5,0,40,0,3,True
421,985,0,70497,420,500,410,7,3,8,3,3,0,20,0,3,True
422,1049438,10417506,70478,421,800,406,5,8,6,7,4,0,39,0,10,True
423,1049528,10417540,70494,422,800,407,8,5,5,8,4,0,39,0,10,True
424,3558,0,65973,423,0,408,5,10,9,5,5,0,47,0,11,True
425,3557,0,70495,424,0,409,9,6,3,10,5,0,47,0,11,True
426,1008,0,70782,425,300,411,6,5,4,4,2,0,8,0,3,True
427,1010478,5581330,70772,426,500,412,7,4,4,8,3,0,23,0,10,True
428,1051946,10968710,70772,427,500,413,8,4,7,4,3,0,23,0,6,True
429,1051946,10968710,70772,428,500,414,4,7,8,4,3,0,23,0,6,True
430,1051947,10967716,70772,429,500,415,4,4,8,7,3,0,23,0,6,True
431,1051947,10967716,70772,430,500,416,4,8,4,7,3,0,23,0,6,True
432,1049283,10417500,70495,431,800,417,9,7,2,7,4,0,32,0,10,True
433,1049528,10417540,70495,432,800,418,8,9,6,2,4,0,32,0,10,True
434,1010478,5581330,70772,433,800,419,6,8,5,8,4,0,33,0,10,True
435,1015,0,70769,434,1500,420,10,4,4,10,5,0,41,0,2,True
436,1027,0,70840,435,300,421,3,5,4,6,2,0,8,0,3,True
437,1049068,11738323,65973,436,500,422,8,6,3,5,3,0,31,0,6,True
438,1030,0,70840,437,800,423,7,7,7,7,4,0,32,0,3,True
439,1025,0,70830,438,1500,424,7,1,10,9,5,0,40,0,3,True
440,1018,48,70853,439,800,425,8,5,8,6,4,0,32,0,14,True
441,1052563,11537749,70796,440,300,426,2,3,7,5,2,0,8,0,10,True
442,1054148,11704272,70796,441,300,427,7,6,2,2,2,0,8,0,6,True
443,1054148,11704272,70796,442,500,428,2,4,8,7,3,3,24,0,6,True
444,0,0,70858,443,0,9999,7,7,9,4,4,0,39,0,13,False
445,1028,0,70907,444,500,429,6,7,5,4,3,0,20,0,3,True
446,1054320,12000081,70865,445,500,430,5,2,7,8,3,0,23,0,6,True
447,1058,0,70865,446,800,431,8,8,6,6,4,0,33,0,2,True
448,1061,0,70907,447,800,432,5,7,6,9,4,1,35,0,3,True
449,1052588,11721046,70789,448,300,433,4,2,5,7,2,0,16,0,10,True
450,1052588,11721046,70789,449,500,434,7,3,7,4,3,0,31,0,10,True
451,1054991,11887398,70871,450,300,435,5,5,3,6,2,0,8,0,6,True
452,47104,0,70941,451,300,436,2,6,4,6,2,0,8,0,9,True
453,1054637,11859423,70871,452,500,437,4,8,3,7,3,3,24,0,10,True
454,3820,0,65973,453,0,438,2,10,8,8,5,2,44,0,11,True
455,1064,0,70964,454,500,439,3,5,7,7,3,0,20,0,3,False
456,1076,0,70969,455,800,440,6,7,7,8,4,0,32,0,3,False
457,1074,0,70976,456,1500,441,10,8,4,7,5,0,40,0,3,False
458,1052588,11721046,70789,457,300,442,5,4,6,4,2,0,16,0,10,False
459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
