#,Item,Unknown1,Unknown2,WKSItemSubCategory,Unknown3
1041,47634,2000,1,2,False
1042,47635,2000,1,2,False
1043,47636,2000,1,2,False
1044,47637,2100,1,2,False
1045,47638,2000,1,2,False
1046,47639,2000,1,2,False
1047,47640,2000,1,2,False
1048,47641,2000,1,2,False
1049,47642,2000,1,2,False
1050,47643,2100,1,2,False
1051,0,0,0,0,False
1052,0,0,0,0,False
1053,0,0,0,0,False
1054,0,0,0,0,False
1055,0,0,0,0,False
1056,0,0,0,0,False
1057,47650,2000,1,2,False
1058,47651,2000,1,2,False
1059,47652,2000,1,2,False
1060,47653,2000,1,2,False
1061,47654,2000,1,2,False
1062,47655,2100,1,2,False
1063,47656,2000,1,2,False
1064,47657,2000,1,2,False
1065,47658,2000,1,2,False
1066,47659,2000,1,2,False
1067,47660,2000,1,2,False
1068,47661,2100,1,2,True
1069,47662,2000,1,2,False
1070,47663,2000,1,2,False
1071,47664,2000,1,2,False
1072,47665,2000,1,2,False
1073,47666,2000,1,2,False
1074,47667,2100,1,2,False
1075,47668,2000,1,2,False
1076,47669,2000,1,2,False
1077,47670,2000,1,2,False
1078,47671,2000,1,2,False
1079,47672,2000,1,2,False
1080,47673,2100,1,2,False
1081,47674,2000,1,2,False
1082,47675,2000,1,2,True
1083,47676,2000,1,2,False
1084,47677,2000,1,2,True
1085,47678,2000,1,2,False
1086,47679,2000,1,2,False
1087,47680,2000,1,2,True
1088,47681,0,1,5,False
1089,47682,0,1,5,False
1090,47683,0,1,5,False
1091,47684,0,1,5,False
1092,47685,0,1,5,False
1093,47686,0,1,5,False
1094,47687,0,1,5,False
1095,47688,0,1,5,False
1096,47689,0,1,5,False
1097,47690,0,1,5,False
1098,47691,0,1,5,False
1099,47692,0,1,5,False
1100,47693,0,1,5,False
1101,47694,0,1,5,False
1102,47695,0,1,5,False
1103,47696,0,1,5,False
1104,47697,0,1,5,False
1105,47698,0,1,5,False
1106,47699,0,1,5,False
1107,47700,0,1,5,False
1108,0,0,0,0,False
1109,47702,0,1,5,False
1110,47703,0,1,5,False
1111,47354,0,1,1,False
1112,47355,0,1,1,False
1113,47356,0,1,1,False
1114,47357,0,1,1,False
1115,47358,0,1,1,False
1116,47359,0,1,1,False
1117,47360,0,1,1,False
1118,47361,0,1,1,False
1119,47362,0,1,1,False
1120,47363,0,1,1,False
1121,47364,0,1,1,False
1122,47365,0,1,1,False
1123,47366,0,1,1,False
1124,47367,0,1,1,False
1125,47368,0,1,1,False
1126,47369,0,1,1,False
1127,47370,0,1,1,False
1128,47371,0,1,1,False
1129,47372,0,1,1,False
1130,47373,0,1,1,False
1131,47374,0,1,1,False
1132,47375,0,1,1,False
1133,47376,0,1,1,False
1134,47377,0,1,1,False
1135,47378,0,1,1,False
1136,47379,0,1,1,False
1137,47380,0,1,1,False
1138,47381,0,1,1,False
1139,47382,0,1,1,False
1140,47383,0,1,1,False
1141,47384,0,1,1,False
1142,47385,0,1,1,False
1143,47386,0,1,1,False
1144,47387,0,1,1,False
1145,47388,0,1,1,False
1146,47389,0,1,1,False
1147,47390,0,1,1,False
1148,47391,0,1,1,False
1149,47392,0,1,1,False
1150,47393,0,1,1,False
1151,47394,0,1,1,False
1152,47395,0,1,1,False
1153,47396,0,1,1,False
1154,47397,0,1,1,False
1155,47398,0,1,1,False
1156,47399,0,1,1,False
1157,47400,0,1,1,False
1158,47401,0,1,1,False
1159,47402,0,1,1,False
1160,47403,0,1,1,False
1161,47404,0,1,1,False
1162,47405,0,1,1,False
1163,47406,0,1,1,False
1164,47407,0,1,1,False
1165,47408,0,1,1,False
1166,47409,0,1,1,False
1167,47410,0,1,1,False
1168,47411,0,1,1,False
1169,47412,0,1,1,False
1170,47413,0,1,1,False
1171,47414,0,1,1,False
1172,47415,0,1,1,False
1173,47416,0,1,1,False
1174,47417,0,1,1,False
1175,47418,0,1,1,False
1176,47419,0,1,1,False
1177,47420,0,1,1,False
1178,47421,0,1,1,False
1179,47596,0,2,7,False
1180,47597,0,2,7,False
1181,47598,0,2,7,False
1182,47599,0,2,7,False
1183,47600,0,2,7,False
1184,47602,0,2,7,False
1185,48751,0,1,3,False
1186,48752,0,1,3,False
1187,48753,0,1,3,False
1188,48754,0,1,4,False
1189,48755,0,1,4,False
1190,48756,0,1,4,False
1191,48757,0,1,4,False
1192,48758,0,1,4,False
1193,48759,0,1,4,False
1194,48760,0,1,4,False
1195,48761,0,1,4,False
1196,48762,0,1,4,False
1197,48763,0,1,4,False
1198,48764,0,1,4,False
1199,48765,0,1,4,False
1200,48766,0,1,4,False
1201,48767,0,1,4,False
1202,48768,0,1,4,False
1203,48769,0,1,4,False
1204,48770,0,1,4,False
1205,48771,0,1,4,False
1206,48772,0,1,4,False
1207,48773,0,1,4,False
1208,48774,0,1,4,False
1209,48775,0,1,4,False
1210,48776,0,1,4,False
1211,48777,0,1,4,False
1212,48778,0,1,4,False
1213,48779,0,1,4,False
1214,48780,0,1,4,False
1215,48781,0,1,4,False
1216,48782,0,1,4,False
1217,48783,0,1,4,False
1218,48784,0,1,4,False
1219,48785,0,1,4,False
1220,48786,0,1,4,False
1221,48787,0,1,4,False
1222,48788,0,1,4,False
1223,48789,0,1,3,False
1224,48790,0,1,3,False
1225,48791,0,1,3,False
1226,48792,0,1,3,False
1227,48793,0,1,3,False
1228,48794,0,1,3,False
1229,48795,0,1,3,False
1230,48796,0,1,3,False
1231,48797,0,1,4,False
1232,48798,0,1,4,False
1233,48799,0,1,4,False
1234,48800,0,1,4,False
1235,48801,0,1,4,False
1236,48802,0,1,4,False
1237,48803,0,1,4,False
1238,48804,0,1,4,False
1239,48805,0,1,4,False
1240,48806,0,1,4,False
1241,48807,0,1,4,False
1242,48808,0,1,3,False
1243,48809,0,1,3,False
1244,48810,0,1,4,False
1245,48811,0,1,4,False
1246,48812,0,1,4,False
1247,48813,0,1,4,False
1248,48814,0,1,4,False
1249,48815,0,1,4,False
1250,48816,0,1,4,False
1251,48817,0,1,4,False
1252,48818,0,1,4,False
1253,48819,0,1,4,False
1254,48820,0,1,4,False
1255,48821,0,1,4,False
1256,48822,0,1,4,False
1257,48823,0,1,3,False
1258,48824,0,1,3,False
1259,48825,0,1,3,False
1260,48826,0,1,4,False
1261,48827,0,1,4,False
1262,48828,0,1,4,False
1263,48829,0,1,4,False
1264,48830,0,1,4,False
1265,48831,0,1,4,False
1266,48832,0,1,4,False
1267,48833,0,1,3,False
1268,48834,0,1,3,False
1269,48835,0,1,4,False
1270,48836,0,1,4,False
1271,48837,0,1,4,False
1272,48838,0,1,3,False
1273,48839,0,1,4,False
1274,48840,0,1,4,False
1275,48841,0,1,4,False
1276,48842,0,1,4,False
1277,48843,0,1,4,False
1278,48844,0,1,4,False
1279,48845,0,1,4,False
1280,48846,0,1,4,False
1281,48847,0,1,4,False
1282,48848,0,1,4,False
1283,48849,0,1,4,False
1284,48850,0,1,4,False
1285,48851,0,1,4,False
1286,48852,0,1,4,False
1287,48853,0,1,4,False
1288,48854,0,1,4,False
1289,48855,0,1,4,False
1290,48856,0,1,4,False
1291,48857,0,1,4,False
1292,48858,0,1,4,False
1293,48859,0,1,4,False
1294,48860,0,1,4,False
1295,48861,0,1,4,False
1296,48862,0,1,4,False
1297,48863,0,1,4,False
1298,48864,0,1,4,False
1299,48865,0,1,4,False
1300,48866,0,1,4,False
1301,48867,0,1,4,False
1302,48868,0,1,4,False
1303,48869,0,1,4,False
1304,48870,0,1,4,False
1305,48871,0,1,4,False
1306,48872,0,1,4,False
1307,48873,0,1,4,False
1308,48874,0,1,4,False
1309,48875,0,1,4,False
1310,48876,0,1,4,False
1311,48877,0,1,4,False
1312,48878,0,1,4,False
1313,48879,0,1,4,False
1314,48880,0,1,4,False
1315,48881,0,1,4,False
1316,48882,0,1,4,False
1317,48883,0,1,4,False
1318,48884,0,1,4,False
1319,48885,0,1,4,False
1320,48886,0,1,4,False
1321,48887,0,1,3,False
1322,48888,0,1,3,False
1323,48889,0,1,4,False
1324,48890,0,1,4,False
1325,48891,0,1,4,False
1326,48892,0,1,3,False
1327,48893,0,1,4,False
1328,48894,0,1,4,False
1329,48895,0,1,4,False
1330,48896,0,1,4,False
1331,48897,0,1,4,False
1332,48898,0,1,4,False
1333,48899,0,1,4,False
1334,48900,0,1,4,False
1335,48901,0,1,4,False
1336,48902,0,1,4,False
1337,48903,0,1,4,False
1338,48904,0,1,4,False
1339,48905,0,1,4,False
1340,48906,0,1,4,False
1341,48907,0,1,4,False
1342,48908,0,1,4,False
1343,48909,0,1,4,False
1344,48910,0,1,4,False
1345,48911,0,1,4,False
1346,48912,0,1,4,False
1347,48913,0,1,4,False
1348,48914,0,1,4,False
1349,48915,0,1,4,False
1350,48916,0,1,4,False
1351,48917,0,1,3,False
1352,48918,0,1,3,False
1353,48919,0,1,4,False
1354,48920,0,1,4,False
1355,48921,0,1,4,False
1356,48922,0,1,3,False
1357,48923,0,1,4,False
1358,48924,0,1,4,False
1359,48925,0,1,4,False
1360,48926,0,1,4,False
1361,48927,0,1,4,False
1362,48928,0,1,4,False
1363,48929,0,1,4,False
1364,48930,0,1,4,False
1365,48931,0,1,4,False
1366,48932,0,1,4,False
1367,48933,0,1,4,False
1368,48934,0,1,4,False
1369,48935,0,1,4,False
1370,48936,0,1,4,False
1371,48937,0,1,4,False
1372,48938,0,1,4,False
1373,48939,0,1,4,False
1374,48940,0,1,4,False
1375,48941,0,1,4,False
1376,48942,0,1,4,False
1377,48943,0,1,4,False
1378,48944,0,1,4,False
1379,48945,0,1,4,False
1380,48946,0,1,4,False
1381,48947,0,1,3,False
1382,48948,0,1,3,False
1383,48949,0,1,4,False
1384,48950,0,1,4,False
1385,48951,0,1,4,False
1386,48952,0,1,4,False
1387,48953,0,1,4,False
1388,48954,0,1,4,False
1389,48955,0,1,4,False
1390,48956,0,1,4,False
1391,48957,0,1,4,False
1392,48958,0,1,4,False
1393,48959,0,1,4,False
1394,48960,0,1,4,False
1395,48961,0,1,4,False
1396,48962,0,1,4,False
1397,48963,0,1,4,False
1398,48964,0,1,4,False
1399,48965,0,1,4,False
1400,48966,0,1,4,False
1401,48967,0,1,3,False
1402,48968,0,1,4,False
1403,48969,0,1,4,False
1404,48970,0,1,4,False
1405,48971,0,1,4,False
1406,48972,0,1,4,False
1407,48973,0,1,4,False
1408,48974,0,1,3,False
1409,48975,0,1,3,False
1410,48976,0,1,4,False
1411,48977,0,1,4,False
1412,48978,0,1,4,False
1413,48979,0,1,4,False
1414,48980,0,1,4,False
1415,48981,0,1,4,False
1416,48982,0,1,4,False
1417,48983,0,1,4,False
1418,48984,0,1,4,False
1419,48985,0,1,4,False
1420,48986,0,1,4,False
1421,48987,0,1,4,False
1422,48988,0,1,4,False
1423,48989,0,1,4,False
1424,48990,0,1,4,False
1425,48991,0,1,4,False
1426,48992,0,1,4,False
1427,48993,0,1,3,False
1428,49064,0,1,4,False
1429,49065,0,1,4,False
1430,49066,0,1,4,False
1431,49067,0,1,4,False
1432,49068,0,1,4,False
1433,49069,0,1,4,False
1434,49070,0,1,4,False
1435,49071,0,1,4,False
1436,49072,0,1,4,False
1437,49073,0,1,4,False
1438,49074,0,1,4,False
1439,49075,0,1,4,False
1440,49076,0,1,4,False
1441,49077,0,1,4,False
1442,49078,0,1,4,False
1443,49079,0,1,4,False
1444,49080,0,1,4,False
1445,49081,0,1,4,False
1446,49082,0,1,4,False
1447,49083,0,1,4,False
1448,49084,0,1,4,False
1449,49085,0,1,4,False
1450,49086,0,1,4,False
1451,49087,0,1,4,False
1452,50361,0,1,1,False
1453,50362,0,1,1,False
1454,50363,0,1,1,False
1455,50364,0,1,1,False
1456,50365,0,1,1,False
1457,50366,0,1,1,False
1458,50367,0,1,1,False
1459,50368,0,1,1,False
1460,50369,0,1,1,False
1461,50370,0,1,1,False
1462,50371,0,1,1,False
1463,50372,0,1,1,False
1464,50373,0,1,1,False
1465,50374,0,1,1,False
1466,50375,0,1,1,False
1467,50376,0,1,1,False
1468,50426,0,1,1,False
1469,50427,0,1,1,False
1470,50377,0,1,1,False
1471,50378,0,1,1,False
1472,50379,0,1,1,False
1473,50380,0,1,1,False
1474,50381,0,1,1,False
1475,50382,0,1,1,False
1476,50383,0,1,1,False
1477,50384,0,1,1,False
1478,50385,0,1,1,False
1479,50386,0,1,1,False
1480,50387,0,1,1,False
1481,50388,0,1,1,False
1482,50389,0,1,1,False
1483,50390,0,1,1,False
1484,50391,0,1,1,False
1485,50392,0,1,1,False
1486,50393,0,1,1,False
1487,50394,0,1,1,False
1488,50395,0,1,1,False
1489,50396,0,1,1,False
1490,50397,0,1,1,False
1491,50398,0,1,1,False
1492,50399,0,1,1,False
1493,50428,0,1,1,False
1494,50429,0,1,1,False
1495,50400,0,1,1,False
1496,50401,0,1,1,False
1497,50402,0,1,1,False
1498,50403,0,1,1,False
1499,50404,0,1,1,False
1500,50405,0,1,1,False
1501,50406,0,1,1,False
1502,50407,0,1,1,False
1503,50408,0,1,1,False
1504,50409,0,1,1,False
1505,50410,0,1,1,False
1506,50090,2000,1,2,False
1507,50091,2000,1,2,False
1508,50092,2000,1,2,False
1509,50093,2000,1,2,False
1510,50094,2000,1,2,False
1511,50095,2000,1,2,True
1512,50096,2000,1,2,False
1513,50097,2000,1,2,False
1514,50098,2000,1,2,False
1515,50099,2000,1,2,False
1516,50100,2000,1,2,False
1517,50101,2000,1,2,False
1518,50102,2000,1,2,False
1519,50103,2000,1,2,False
1520,50104,2000,1,2,False
1521,50105,2000,1,2,False
1522,50106,2000,1,2,False
1523,50107,2000,1,2,False
1524,50108,2000,1,2,False
1525,50109,2000,1,2,False
1526,50110,2000,1,2,False
1527,50111,2000,1,2,False
1528,50112,2000,1,2,False
1529,50113,2000,1,2,False
1530,50114,2000,1,2,False
1531,50115,2000,1,2,False
1532,50116,2000,1,2,False
1533,50117,2000,1,2,False
1534,50118,2000,1,2,False
1535,50119,2000,1,2,False
1536,50120,2000,1,2,False
1537,50121,2000,1,2,False
1538,50122,2000,1,2,False
1539,50123,2000,1,2,False
1540,50124,2000,1,2,False
1541,50125,2000,1,2,False
1542,50126,2000,1,2,False
1543,50127,2000,1,2,False
1544,50128,2000,1,2,False
1545,50129,2000,1,2,False
1546,50130,2000,1,2,False
1547,50131,2000,1,2,False
1548,50132,2000,1,2,False
1549,50133,2000,1,2,False
1550,50134,2000,1,2,False
1551,50135,2000,1,2,False
1552,50136,2000,1,2,False
1553,50137,2000,1,2,False
1554,50138,2000,1,2,False
1555,50139,2000,1,2,False
1556,50140,2000,1,2,False
1557,50141,2000,1,2,False
1558,50142,2000,1,2,False
1559,50143,2000,1,2,False
1560,50144,2000,1,2,False
1561,50145,2000,1,2,False
1562,50146,2000,1,2,False
1563,50147,2100,1,2,True
1564,50148,2000,1,2,False
1565,50149,2000,1,2,False
1566,50150,2000,1,2,False
1567,50151,2000,1,2,False
1568,50152,2100,1,2,False
1569,50153,2000,1,2,False
1570,50154,2000,1,2,False
1571,50155,2000,1,2,False
1572,50156,2000,1,2,False
1573,50157,2100,1,2,False
1574,50158,2000,1,2,False
1575,50159,2000,1,2,False
1576,50160,2000,1,2,False
1577,50161,2000,1,2,False
1578,50162,2100,1,2,False
1579,50163,2000,1,2,False
1580,50164,2000,1,2,False
1581,50165,2000,1,2,False
1582,50166,2000,1,2,False
1583,50167,2100,1,2,False
1584,50168,2000,1,2,False
1585,50169,2000,1,2,False
1586,50170,2000,1,2,False
1587,50171,2000,1,2,False
1588,50172,2000,1,2,False
1589,50173,2100,1,2,False
1590,50174,2000,1,2,False
1591,50175,2000,1,2,False
1592,50176,2000,1,2,False
1593,50177,2000,1,2,False
1594,50178,2100,1,2,False
1595,50179,2000,1,2,False
1596,50180,2000,1,2,False
1597,50181,2000,1,2,False
1598,50182,2000,1,2,False
1599,50183,2000,1,2,False
1600,50184,2100,1,2,False
1601,50185,2000,1,2,False
1602,50186,2000,1,2,False
1603,50187,2000,1,2,False
1604,50188,2000,1,2,False
1605,50189,2000,1,2,False
1606,50190,2100,1,2,False
1607,50191,2000,1,2,False
1608,50192,2000,1,2,False
1609,50193,2000,1,2,False
1610,50194,2000,1,2,False
1611,50195,2100,1,2,False
1612,50196,2000,1,2,False
1613,50197,2000,1,2,False
1614,50198,2000,1,2,False
1615,50199,2000,1,2,False
1616,50200,2000,1,2,False
1617,50201,2100,1,2,False
1618,50202,2000,1,2,False
1619,50203,2000,1,2,False
1620,50204,2000,1,2,False
1621,50205,2000,1,2,False
1622,50206,2000,1,2,False
1623,50207,2100,1,2,False
1624,50208,2000,1,2,False
1625,50209,2000,1,2,False
1626,50210,2000,1,2,False
1627,50211,2000,1,2,False
1628,50212,2000,1,2,False
1629,50213,2100,1,2,False
1630,50214,2000,1,2,False
1631,50215,2000,1,2,False
1632,50216,2000,1,2,False
1633,50217,2000,1,2,False
1634,50218,2000,1,2,False
1635,50219,2100,1,2,False
1636,50220,2000,1,2,False
1637,50221,2000,1,2,False
1638,50222,2000,1,2,False
1639,50223,2000,1,2,False
1640,50224,2000,1,2,False
1641,50225,2100,1,2,True
1642,50226,2000,1,2,False
1643,50227,2000,1,2,True
1644,50228,2000,1,2,False
1645,50229,2000,1,2,True
1646,50230,0,1,5,False
1647,50231,0,1,5,False
1648,50232,0,1,5,False
1649,50233,0,1,5,False
1650,50234,0,1,5,False
1651,50235,0,1,5,False
1652,50236,0,1,5,False
1653,50237,0,1,5,False
1654,50238,0,1,5,False
1655,50239,0,1,5,False
1656,50240,0,1,5,False
1657,50241,0,1,5,False
1658,50242,0,1,5,False
1659,50243,0,1,5,False
1660,50244,0,1,5,False
1661,50245,0,1,5,False
1662,50246,0,1,5,False
1663,50247,0,1,5,False
1664,50248,0,1,5,False
1665,50249,0,1,5,False
1666,50250,0,1,5,False
1667,50251,0,1,5,False
1668,49876,0,1,3,False
1669,49877,0,1,3,False
1670,49878,0,1,3,False
1671,49879,0,1,4,False
1672,49880,0,1,4,False
1673,49881,0,1,4,False
1674,49882,0,1,4,False
1675,49883,0,1,4,False
1676,49884,0,1,4,False
1677,49885,0,1,4,False
1678,49886,0,1,4,False
1679,49887,0,1,4,False
1680,49888,0,1,4,False
1681,49889,0,1,4,False
1682,49890,0,1,4,False
1683,49891,0,1,4,False
1684,49892,0,1,4,False
1685,49893,0,1,4,False
1686,49894,0,1,4,False
1687,49895,0,1,4,False
1688,49896,0,1,4,False
1689,49897,0,1,4,False
1690,49898,0,1,4,False
1691,49899,0,1,4,False
1692,49900,0,1,4,False
1693,49901,0,1,3,False
1694,49902,0,1,3,False
1695,49903,0,1,3,False
1696,49904,0,1,3,False
1697,49905,0,1,4,False
1698,49906,0,1,4,False
1699,49907,0,1,4,False
1700,49908,0,1,4,False
1701,49909,0,1,4,False
1702,49910,0,1,4,False
1703,49911,0,1,4,False
1704,49912,0,1,4,False
1705,49913,0,1,4,False
1706,49914,0,1,4,False
1707,49915,0,1,3,False
1708,49916,0,1,4,False
1709,49917,0,1,4,False
1710,49918,0,1,3,False
1711,49919,0,1,4,False
1712,49920,0,1,4,False
1713,49921,0,1,4,False
1714,49922,0,1,4,False
1715,49923,0,1,4,False
1716,49924,0,1,4,False
1717,49925,0,1,4,False
1718,49926,0,1,4,False
1719,49927,0,1,4,False
1720,49928,0,1,4,False
1721,49929,0,1,4,False
1722,49930,0,1,4,False
1723,49931,0,1,3,False
1724,49932,0,1,4,False
1725,49933,0,1,4,False
1726,49934,0,1,4,False
1727,49935,0,1,3,False
1728,49936,0,1,4,False
1729,49937,0,1,4,False
1730,49938,0,1,4,False
1731,49939,0,1,4,False
1732,49940,0,1,4,False
1733,49941,0,1,4,False
1734,49942,0,1,4,False
1735,49943,0,1,4,False
1736,49944,0,1,4,False
1737,49945,0,1,4,False
1738,49946,0,1,4,False
1739,49947,0,1,4,False
1740,49948,0,1,4,False
1741,49949,0,1,4,False
1742,49950,0,1,4,False
1743,49951,0,1,4,False
1744,49952,0,1,4,False
1745,49953,0,1,3,False
1746,49954,0,1,4,False
1747,49955,0,1,4,False
1748,49956,0,1,3,False
1749,49957,0,1,4,False
1750,49958,0,1,4,False
1751,49959,0,1,4,False
1752,49960,0,1,4,False
1753,49961,0,1,4,False
1754,49962,0,1,4,False
1755,49963,0,1,4,False
1756,49964,0,1,4,False
1757,49965,0,1,3,False
1758,49966,0,1,4,False
1759,49967,0,1,4,False
1760,49968,0,1,3,False
1761,49969,0,1,4,False
1762,49970,0,1,4,False
1763,49971,0,1,4,False
1764,49972,0,1,4,False
1765,49973,0,1,4,False
1766,49974,0,1,4,False
1767,49975,0,1,4,False
1768,49976,0,1,4,False
1769,49977,0,1,4,False
1770,49978,0,1,3,False
1771,49979,0,1,4,False
1772,49980,0,1,4,False
1773,49981,0,1,4,False
1774,49982,0,1,4,False
1775,49983,0,1,4,False
1776,49984,0,1,4,False
1777,49985,0,1,3,False
1778,49986,0,1,4,False
1779,49987,0,1,4,False
1780,49988,0,1,4,False
1781,49989,0,1,4,False
1782,49990,0,1,4,False
1783,49991,0,1,4,False
1784,49992,0,1,4,False
1785,49993,0,1,4,False
1786,49994,0,1,4,False
1787,49995,0,1,3,False
1788,49996,0,1,4,False
1789,49997,0,1,4,False
1790,49998,0,1,4,False
1791,49999,0,1,4,False
1792,50000,0,1,4,False
1793,50001,0,1,4,False
1794,50002,0,1,3,False
1795,50003,0,1,4,False
1796,50004,0,1,4,False
1797,50005,0,1,4,False
1798,50006,0,1,4,False
1799,50007,0,1,4,False
1800,50008,0,1,4,False
1801,50009,0,1,4,False
1802,50010,0,1,4,False
1803,50011,0,1,4,False
1804,50012,0,1,4,False
1805,50013,0,1,4,False
1806,50014,0,1,4,False
1807,50015,0,1,4,False
1808,50016,0,1,4,False
1809,50017,0,1,4,False
1810,50018,0,1,4,False
1811,50806,0,2,7,False
1812,50807,0,2,7,False
1813,50808,0,2,7,False
