#,Icon,PlaceNameSubtext,DataKey,MapMarkerUnlockedBit,X,Y,SubtextOrientation,MapMarkerRegion,Type,DataType,Unknown0
154.2,60442,1504,0,0,829,676,3,0,0,0,255
154.3,60442,1505,0,0,1042,726,3,0,0,0,255
155.0,60447,1526,202,0,1136,799,3,0,0,1,1
155.1,60442,1506,0,0,1103,940,3,0,0,0,255
155.2,60442,1507,0,0,945,863,3,0,0,0,255
156.0,60583,1538,0,0,1212,994,2,0,0,0,255
157.0,60583,1538,0,0,1170,575,2,0,0,0,255
158.0,60583,1538,0,0,1160,972,2,0,0,0,255
159.0,60935,0,0,0,1204,1084,2,0,0,0,255
159.1,60581,0,0,0,859,1083,2,0,0,0,255
159.2,60412,0,0,0,1209,1076,2,0,0,0,255
159.3,60571,0,0,0,1172,1068,2,0,0,0,255
159.4,60412,0,0,0,718,939,2,0,0,0,255
159.5,60935,0,0,0,906,933,2,0,0,0,255
159.6,60441,2301,219,0,716,765,4,0,0,1,16
159.7,60441,2301,219,0,889,854,4,0,0,1,17
159.8,60441,2301,219,0,1138,893,4,0,0,1,18
159.9,60441,2301,219,0,1341,1127,2,0,0,1,19
159.10,60441,63,53,0,1023,1334,3,0,0,1,41
159.11,60441,2200,211,0,620,885,1,0,0,1,8
159.12,60364,2314,0,0,715,923,4,0,0,0,255
159.13,60311,593,0,0,685,1005,1,0,0,0,255
159.14,60442,2316,0,0,706,1075,1,0,0,0,255
159.15,60442,2305,0,0,868,905,4,0,0,0,255
159.16,60453,2303,70,0,897,1114,3,0,0,3,255
159.17,60442,2302,0,0,1024,1323,1,0,0,0,255
159.18,60442,2304,0,0,1162,975,4,0,0,0,255
159.19,60442,2313,0,0,1236,943,2,0,0,0,255
159.20,60442,2312,0,0,1258,1026,2,0,0,0,255
159.21,60436,2310,0,0,1198,1092,1,0,0,0,255
159.22,60442,2311,0,0,1220,1100,2,0,0,0,255
159.23,0,2309,0,0,1206,1169,2,0,0,0,255
159.24,60430,0,1652,0,800,966,2,0,0,4,255
159.25,60430,0,1651,0,1114,1026,2,0,0,4,255
159.26,60430,0,1653,0,1124,1160,2,0,0,4,255
159.27,60442,2307,0,0,900,972,4,0,0,0,255
159.28,60442,2308,0,0,985,1005,4,0,0,0,255
159.29,60414,2050,0,8,638,928,1,0,0,0,255
159.30,60467,0,0,0,1212,960,2,0,0,0,255
159.31,60467,0,0,0,1036,1319,3,0,0,0,255
159.32,60935,0,0,0,1204,1082,3,0,0,0,255
159.33,0,0,0,0,0,0,0,0,0,0,255
159.34,0,0,0,0,0,0,0,0,0,0,0
159.35,0,0,0,0,0,0,0,0,0,0,0
159.36,0,0,0,0,0,0,0,0,0,0,255
159.37,60467,0,0,0,1330,1152,2,0,0,0,255
159.38,0,0,0,0,0,0,0,0,0,0,255
159.39,60935,0,0,101,701,910,2,0,0,0,255
159.40,0,0,587,0,1330,1152,8,0,0,2,255
159.41,0,0,588,0,1330,1152,8,0,0,2,255
159.42,0,0,596,0,1330,1152,8,0,0,2,255
159.43,0,0,597,0,1330,1152,8,0,0,2,255
159.44,0,0,605,0,1330,1152,8,0,0,2,255
159.45,63919,0,0,104,957,1080,2,0,0,0,255
159.46,0,0,0,0,0,0,0,0,0,0,0
160.0,60412,0,0,0,506,897,2,0,0,0,255
160.1,60412,0,0,0,550,859,2,0,0,0,255
160.2,60412,0,0,0,534,902,2,0,0,0,255
160.3,60412,0,0,0,595,899,2,0,0,0,255
160.4,60412,0,0,0,568,924,2,0,0,0,255
160.5,60434,0,0,0,604,912,2,0,0,0,255
160.6,60412,0,0,0,617,918,2,0,0,0,255
160.7,60412,0,0,0,647,939,2,0,0,0,255
160.8,60412,0,0,0,632,970,2,0,0,0,255
160.9,60570,0,0,0,718,942,2,0,0,0,255
160.10,60425,0,0,0,722,1001,2,0,0,0,255
160.11,60426,0,0,0,716,994,2,0,0,0,255
160.12,60551,0,0,0,924,1118,2,0,0,0,255
160.13,60412,0,0,0,1414,917,2,0,0,0,255
160.14,60935,0,0,0,1373,995,2,0,0,0,255
160.15,60935,0,0,0,1373,1003,2,0,0,0,255
160.16,60441,2300,218,0,394,891,4,0,0,1,6
160.17,60441,2300,218,0,935,895,4,0,0,1,7
160.18,60441,2300,218,0,1107,895,4,0,0,1,8
160.19,60441,2300,218,0,1535,817,2,0,0,1,9
160.20,60441,2100,215,0,1373,1110,2,0,0,1,10
160.21,60441,2100,215,0,1325,1125,1,0,0,1,13
160.22,60442,2317,0,0,604,928,3,0,0,0,255
160.23,60442,2318,0,0,707,863,4,0,0,0,255
160.24,60442,2328,0,0,727,679,4,0,0,0,255
160.25,60442,2327,0,0,1024,598,4,0,0,0,255
160.26,60442,2326,0,0,1024,733,4,0,0,0,255
160.27,60442,2325,0,0,1257,727,4,0,0,0,255
160.28,60442,2321,0,0,1338,832,4,0,0,0,255
160.29,60363,2322,0,0,1422,900,3,0,0,0,255
160.30,60442,2329,0,0,1022,828,4,0,0,0,255
160.31,60352,2323,0,0,1320,1006,3,0,0,0,255
160.32,60442,2319,0,0,953,1012,1,0,0,0,255
160.33,60442,2320,0,0,1088,1012,2,0,0,0,255
160.34,60442,2330,0,0,1024,1103,4,0,0,0,255
160.35,60430,0,1658,0,1024,957,2,0,0,4,255
160.36,60430,0,1656,0,867,770,2,0,0,4,255
160.37,60430,0,1657,0,1180,772,2,0,0,4,255
160.38,60430,0,1654,0,1292,895,2,0,0,4,255
160.39,60430,0,1655,0,755,995,2,0,0,4,255
160.40,60441,2100,215,4,1322,1007,2,0,0,1,12
160.41,60441,2100,215,10,1322,1000,2,0,0,1,11
160.42,60441,2101,216,12,1359,1121,2,0,0,1,2
160.43,60414,2327,0,9,1012,616,1,0,0,0,255
160.44,60442,2331,0,0,1288,918,1,0,0,0,255
160.45,60467,0,0,3,1060,1005,2,0,0,0,255
160.46,60467,0,0,0,733,765,3,0,0,0,255
160.47,60442,2337,0,0,718,762,1,0,0,0,255
160.48,60473,0,0,14,1370,973,2,0,0,0,255
160.49,60910,0,0,0,703,933,2,0,0,0,255
160.50,60412,0,0,0,1373,987,2,0,0,0,255
160.51,0,0,0,0,0,0,0,0,0,0,255
160.52,0,0,0,0,0,0,0,0,0,0,255
160.53,0,0,0,0,0,0,0,0,0,0,255
160.54,0,0,225,0,1264,708,8,0,0,2,255
160.55,0,0,0,0,0,0,0,0,0,0,0
160.56,60412,0,0,166,873,970,2,0,0,0,255
161.0,60311,593,0,0,1483,1738,2,0,0,0,255
161.1,60412,0,0,0,1503,1707,2,0,0,0,255
161.2,60434,0,0,0,1504,1704,2,0,0,0,255
161.3,60551,0,0,0,1464,1728,2,0,0,0,255
161.4,60311,593,0,0,771,1039,3,0,0,0,255
161.5,60434,0,0,0,741,1026,2,0,0,0,255
161.6,60441,2000,212,0,222,404,4,0,0,1,8
161.7,60441,2001,213,0,874,1716,3,0,0,1,5
161.8,60441,2300,218,0,1466,1874,3,0,0,1,11
161.9,60441,2100,215,0,1458,158,4,0,0,1,9
161.10,60442,2224,0,0,1450,302,4,0,0,0,255
161.11,60442,2225,0,0,1690,418,4,0,0,0,255
161.12,60442,2207,0,0,1450,494,4,0,0,0,255
161.13,0,2223,0,0,1462,572,4,0,0,0,255
161.14,0,2205,0,0,1220,530,4,0,0,0,255
161.15,60442,2208,0,0,1682,812,4,0,0,0,255
161.16,60442,2221,0,0,1370,1054,2,0,0,0,255
161.17,60442,2222,0,0,1754,1256,4,0,0,0,255
161.18,60442,2218,0,0,1598,1202,4,0,0,0,255
161.19,60442,2217,0,0,1618,1234,3,0,0,0,255
161.20,60442,2215,0,0,1510,1296,3,0,0,0,255
161.21,60442,2216,0,0,1212,1294,4,0,0,0,255
161.22,60453,2204,71,0,1474,1697,2,0,0,3,255
161.23,60442,2209,0,0,1130,1124,4,0,0,0,255
161.24,60442,2228,0,0,926,1074,4,0,0,0,255
161.25,60442,2213,0,0,918,1494,3,0,0,0,255
161.26,0,2206,0,0,902,1426,4,0,0,0,255
161.27,60448,2220,0,0,766,1012,4,0,0,0,255
161.28,0,2211,0,0,400,866,4,0,0,0,255
161.29,60442,2212,0,0,456,816,4,0,0,0,255
161.30,60442,2227,0,0,372,424,4,0,0,0,255
161.31,60442,2219,0,0,534,260,4,0,0,0,255
161.32,60414,2214,0,0,940,266,4,0,0,0,255
161.33,0,2210,0,0,926,378,4,0,0,0,255
161.34,0,2201,0,0,1596,1434,4,0,1,0,255
161.35,0,2203,0,0,592,1598,4,0,1,0,255
161.36,0,2202,0,0,200,702,2,0,1,0,255
161.37,60442,2237,0,0,1458,188,1,0,0,0,255
161.38,0,0,0,0,0,0,0,0,0,0,0
162.0,60311,593,0,0,1546,1090,1,0,0,0,255
162.1,60412,0,0,0,1476,1068,2,0,0,0,255
162.2,60434,0,0,0,1479,1047,2,0,0,0,255
162.3,60551,0,0,0,1514,1076,2,0,0,0,255
162.4,60581,0,0,0,1499,1062,2,0,0,0,255
162.5,60412,0,0,5,1105,876,2,0,0,0,255
162.6,60434,0,0,5,1087,873,2,0,0,0,255
162.7,60311,2238,0,0,825,1179,4,0,0,0,255
162.8,60441,2200,211,0,1856,1356,3,0,0,1,6
162.9,60441,2001,213,0,254,1574,2,0,0,1,4
162.10,60441,2002,214,6,366,226,2,0,0,1,6
162.11,0,2003,0,0,1750,830,1,0,1,0,255
162.12,0,2004,0,0,1570,1610,4,0,1,0,255
162.13,60601,2005,0,0,1276,1770,4,0,1,0,255
162.14,0,2006,0,0,370,1362,2,0,1,0,255
162.15,0,2008,0,0,392,538,4,0,1,0,255
162.16,0,2007,0,0,1036,226,4,0,1,0,255
162.17,60442,2029,0,0,1450,222,4,0,0,0,255
162.18,0,2019,0,0,1442,472,4,0,0,0,255
162.19,0,2053,0,0,1648,788,4,0,0,0,255
162.20,0,2020,0,0,1490,832,4,0,0,0,255
162.21,60453,2018,76,0,1530,1052,4,0,0,3,255
162.22,60442,2022,0,0,1188,1008,4,0,0,0,255
162.23,60442,2023,0,0,1476,1826,2,0,0,0,255
162.24,60442,2024,0,0,1274,1896,1,0,0,0,255
162.25,60442,2021,0,0,1088,880,4,0,0,0,255
162.26,60442,2055,0,0,1046,748,4,0,0,0,255
162.27,60442,2064,0,0,898,438,4,0,0,0,255
162.28,60442,2028,0,0,824,518,4,0,0,0,255
162.29,60442,2030,0,0,350,224,1,0,0,0,255
162.30,60414,2007,0,0,364,260,2,0,0,0,255
162.31,60453,2025,77,0,734,1056,1,0,0,3,255
162.32,0,2027,0,0,826,1324,4,0,0,0,255
162.33,60442,2061,0,0,522,1804,1,0,0,0,255
162.34,60467,0,0,6,365,222,2,0,0,0,255
162.35,60935,0,0,16,1072,862,2,0,0,0,255
162.36,0,0,0,0,0,0,0,0,0,0,0
162.37,0,0,0,0,0,0,0,0,0,0,0
162.38,0,0,0,0,0,0,0,0,0,0,255
162.39,0,0,0,0,0,0,0,0,0,0,0
162.40,0,0,0,0,0,0,0,0,0,0,255
163.0,60311,2238,0,0,976,831,1,0,0,0,255
163.1,60434,0,0,0,979,839,2,0,0,0,255
163.2,60441,2082,257,0,508,528,4,0,0,1,11
163.3,60441,2082,257,0,804,418,4,0,0,1,12
163.4,60441,2000,212,0,1888,1206,1,0,0,1,9
163.5,60441,2200,211,0,1754,1512,3,0,0,1,7
163.6,0,2052,0,0,358,784,4,0,1,0,255
163.7,0,2010,0,0,924,516,2,0,1,0,255
163.8,0,2009,0,0,1306,628,4,0,1,0,255
163.9,0,2011,0,0,810,1878,3,0,1,0,255
163.10,0,2068,0,0,1360,264,4,0,0,0,255
163.11,0,2033,0,0,1362,864,4,0,0,0,255
163.12,60442,2032,0,0,1462,1030,4,0,0,0,255
163.13,60442,2065,0,0,1412,1358,4,0,0,0,255
163.14,60414,2038,0,0,1410,1760,4,0,0,0,255
163.15,0,2074,0,0,1640,1802,4,0,0,0,255
163.16,60448,2067,0,0,988,836,3,0,0,0,255
163.17,0,2039,0,0,948,1078,4,0,0,0,255
163.18,0,2040,0,0,1008,1532,4,0,0,0,255
163.19,60442,2037,0,0,1056,1752,4,0,0,0,255
163.20,0,2069,0,0,478,944,4,0,0,0,255
163.21,60414,2034,0,0,433,1079,4,0,0,0,255
163.22,0,2035,0,0,652,1468,4,0,0,0,255
163.23,60442,2070,0,0,278,1550,4,0,0,0,255
163.24,0,2073,0,0,488,1596,4,0,0,0,255
163.25,60442,2036,0,0,558,1726,3,0,0,0,255
163.26,60442,2089,0,0,1658,696,1,0,0,0,255
163.27,0,0,0,0,0,0,0,0,0,0,0
163.28,0,0,0,0,0,0,0,0,0,0,0
163.29,0,0,0,0,0,0,0,0,0,0,0
163.30,0,0,0,0,0,0,0,0,0,0,0
163.31,0,0,0,0,0,0,0,0,0,0,0
163.32,0,0,0,0,0,0,0,0,0,0,0
163.33,0,0,0,0,0,0,0,0,0,0,0
163.34,0,0,0,0,0,0,0,0,0,0,0
163.35,0,0,0,0,0,0,0,0,0,0,0
163.36,0,0,0,0,0,0,0,0,0,0,0
163.37,0,0,0,0,0,0,0,0,0,0,0
163.38,0,0,0,0,0,0,0,0,0,0,0
163.39,0,0,0,0,0,0,0,0,0,0,0
163.40,0,0,0,0,0,0,0,0,0,0,0
163.41,0,0,0,0,0,0,0,0,0,0,0
163.42,0,0,0,0,0,0,0,0,0,0,0
163.43,0,0,0,0,0,0,0,0,0,0,0
163.44,0,0,0,0,0,0,0,0,0,0,0
163.45,0,0,0,0,0,0,0,0,0,0,0
163.46,0,0,0,0,0,0,0,0,0,0,0
163.47,0,0,0,0,0,0,0,0,0,0,0
163.48,60414,3590,0,112,1389,816,4,0,0,0,255
163.49,0,0,0,0,0,0,0,0,0,0,0
164.0,60311,2238,0,0,1276,1561,1,0,0,0,255
164.1,60412,0,0,7,1302,1577,2,0,0,0,255
164.2,60434,0,0,7,1302,1571,2,0,0,0,255
164.3,60311,2238,0,0,976,1163,1,0,0,0,255
164.4,60434,0,0,7,933,1204,2,0,0,0,255
164.5,60311,2238,0,0,529,1368,1,0,0,0,255
164.6,60441,2000,212,6,1212,1692,2,0,0,1,10
164.7,60935,0,0,18,711,1307,2,0,0,0,255
164.8,0,2016,0,0,598,752,4,0,1,0,255
164.9,0,2014,0,0,1302,1188,4,0,1,0,255
164.10,0,2015,0,0,748,1408,4,0,1,0,255
164.11,0,2017,0,0,524,1902,4,0,1,0,255
164.12,0,2013,0,0,1790,1590,4,0,1,0,255
164.13,0,2012,0,0,1592,1760,4,0,1,0,255
164.14,60442,2079,0,0,272,372,4,0,0,0,255
164.15,60442,2048,0,0,814,386,4,0,0,0,255
164.16,60442,2049,0,0,1308,442,4,0,0,0,255
164.17,60442,2078,0,0,312,858,4,0,0,0,255
164.18,0,2076,0,0,530,860,4,0,0,0,255
164.19,60442,2047,0,0,922,772,4,0,0,0,255
164.20,60442,2044,0,0,1554,682,4,0,0,0,255
164.21,60442,2043,0,0,1586,988,4,0,0,0,255
164.22,60453,2046,79,0,466,1322,4,0,0,3,255
164.23,60448,2045,0,0,946,1218,2,0,0,0,255
164.24,60442,2051,0,0,326,1696,4,0,0,0,255
164.25,60442,2080,0,0,762,1744,4,0,0,0,255
164.26,60453,2042,78,0,1278,1580,1,0,0,3,255
164.27,60414,2090,0,19,323,1273,3,0,0,0,255
164.28,60442,2095,0,0,653,1297,4,0,0,0,255
164.29,60434,0,0,18,706,1306,2,0,0,0,255
164.30,60414,1888,0,25,1194,1696,3,0,0,0,255
164.31,0,0,0,0,0,0,0,0,0,0,0
164.32,0,0,0,0,0,0,0,0,0,0,0
164.33,0,0,0,0,0,0,0,0,0,0,255
165.0,60311,593,0,0,425,1484,2,0,0,0,255
165.1,60412,0,0,0,406,1520,2,0,0,0,255
165.2,60434,0,0,0,406,1526,2,0,0,0,255
165.3,60551,0,0,0,450,1529,2,0,0,0,255
165.4,60581,0,0,0,422,1522,2,0,0,0,255
165.5,60311,2238,0,0,434,721,4,0,0,0,255
165.6,60412,0,0,0,491,609,2,0,0,0,255
165.7,60434,0,0,0,491,629,2,0,0,0,255
165.8,60935,0,0,11,287,630,2,0,0,0,255
165.9,60441,2200,211,0,180,178,2,0,0,1,9
165.10,60441,2301,219,0,126,746,2,0,0,1,20
165.11,60441,2301,219,10,255,1180,3,0,0,1,40
165.12,60441,2301,219,4,325,1462,4,0,0,1,41
165.13,60441,2301,219,0,420,1840,3,0,0,1,21
165.14,60414,2130,0,0,1858,324,1,0,0,0,255
165.15,0,2106,0,0,1308,188,4,0,1,0,255
165.16,0,2105,0,0,370,550,2,0,1,0,255
165.17,60600,2108,0,0,810,1050,4,0,1,0,255
165.18,60600,2107,0,0,1286,892,4,0,1,0,255
165.19,60600,2104,0,0,1750,1100,3,0,1,0,255
165.20,0,2152,0,0,706,1280,4,0,1,0,255
165.21,0,2103,0,0,1504,1536,4,0,1,0,255
165.22,0,2102,0,0,690,1906,4,0,1,0,255
165.23,0,2153,0,0,1186,1850,4,0,1,0,255
165.24,60442,2128,0,0,314,344,4,0,0,0,255
165.25,60442,2129,0,0,694,308,4,0,0,0,255
165.26,60442,2159,0,0,1360,288,4,0,0,0,255
165.27,60442,2156,0,0,494,428,4,0,0,0,255
165.28,60453,2123,73,0,450,626,4,0,0,3,255
165.29,60442,2126,0,0,798,786,4,0,0,0,255
165.30,60442,2127,0,0,1722,644,2,0,0,0,255
165.31,60442,2121,0,0,1660,888,4,0,0,0,255
165.32,60442,2160,0,0,456,1174,4,0,0,0,255
165.33,60442,2125,0,0,880,1148,4,0,0,0,255
165.34,60442,2122,0,0,1366,1268,2,0,0,0,255
165.35,60442,2115,0,0,314,1502,1,0,0,0,255
165.36,60453,2116,72,0,442,1548,1,0,0,3,255
165.37,60442,2117,0,0,732,1726,4,0,0,0,255
165.38,60442,2118,0,0,1136,1494,2,0,0,0,255
165.39,60442,2154,0,0,1296,1726,3,0,0,0,255
165.40,60442,2120,0,0,1454,1834,4,0,0,0,255
165.41,60442,2119,0,0,1692,1768,4,0,0,0,255
165.42,60442,2240,0,0,268,636,3,0,0,0,255
165.43,60428,2181,0,227,1166,200,3,0,0,0,255
165.44,60442,1803,0,20,249,231,2,0,0,0,255
165.45,0,0,0,0,0,0,0,0,0,0,0
165.46,0,0,0,0,0,0,0,0,0,0,0
165.47,0,0,0,0,0,0,0,0,0,0,0
165.48,0,0,0,0,0,0,0,0,0,0,0
165.49,0,0,0,0,0,0,0,0,0,0,0
165.50,0,0,0,0,0,0,0,0,0,0,0
165.51,0,0,0,0,0,0,0,0,0,0,255
166.0,60412,0,0,13,425,502,2,0,0,0,255
166.1,60434,0,0,13,418,498,2,0,0,0,255
166.2,60441,2301,219,12,193,390,2,0,0,1,40
166.3,0,2109,0,0,484,276,4,0,1,0,255
166.4,0,2110,0,0,1716,100,4,0,1,0,255
166.5,0,2114,0,0,1398,934,4,0,1,0,255
166.6,0,2112,0,0,260,1850,4,0,1,0,255
166.7,0,2111,0,0,1700,1500,1,0,1,0,255
166.8,60453,2131,74,0,338,454,1,0,0,3,255
166.9,60442,2162,0,0,818,466,4,0,0,0,255
166.10,60442,2134,0,0,886,548,4,0,0,0,255
166.11,60442,2161,0,0,454,656,4,0,0,0,255
166.12,60442,2132,0,0,688,696,4,0,0,0,255
166.13,60442,2133,0,0,878,726,4,0,0,0,255
166.14,60442,2177,0,0,264,738,4,0,0,0,255
166.15,60442,2175,0,0,402,974,4,0,0,0,255
166.16,60414,2147,0,0,988,1022,1,0,0,0,255
166.17,60442,2174,0,0,1028,1018,4,0,0,0,255
166.18,60442,2145,0,0,390,1410,4,0,0,0,255
166.19,60442,2173,0,0,292,1626,1,0,0,0,255
166.20,60442,2172,0,0,512,1706,4,0,0,0,255
166.21,60442,2146,0,0,734,1652,2,0,0,0,255
166.22,60442,2144,0,0,858,1470,4,0,0,0,255
166.23,60442,2176,0,0,968,1376,4,0,0,0,255
166.24,60414,2148,0,0,1024,1816,1,0,0,0,255
166.25,60442,2170,0,0,1138,1316,4,0,0,0,255
166.26,60442,2143,0,0,1222,1550,3,0,0,0,255
166.27,60442,2142,0,0,1554,1754,4,0,0,0,255
166.28,60442,2180,0,0,1830,1832,4,0,0,0,255
166.29,60442,2140,0,0,1884,1140,3,0,0,0,255
166.30,60442,2141,0,0,1784,1130,4,0,0,0,255
166.31,60442,2139,0,0,1592,1096,1,0,0,0,255
166.32,60442,2113,0,0,1798,824,2,0,0,0,255
166.33,60442,2166,0,0,1648,686,4,0,0,0,255
166.34,60442,2138,0,0,1762,560,4,0,0,0,255
166.35,60442,2136,0,0,1814,334,4,0,0,0,255
166.36,60442,2136,0,0,1784,212,4,0,0,0,255
166.37,60442,2137,0,0,1382,394,4,0,0,0,255
166.38,60442,2135,0,0,1230,438,4,0,0,0,255
166.39,60442,2164,0,0,1310,614,1,0,0,0,255
166.40,60412,0,0,17,292,487,2,0,0,0,255
166.41,0,0,0,0,0,0,0,0,0,0,0
166.42,0,0,0,0,0,0,0,0,0,0,0
166.43,0,0,0,0,0,0,0,0,0,0,0
166.44,0,0,0,0,0,0,0,0,0,0,0
166.45,0,0,0,0,0,0,0,0,0,0,0
166.46,0,0,0,0,0,0,0,0,0,0,0
166.47,0,0,0,0,0,0,0,0,0,0,0
166.48,0,0,0,0,0,0,0,0,0,0,0
167.0,60446,1615,228,0,1232,1360,4,0,0,1,0
167.1,0,1606,0,0,819,1377,4,0,0,0,255
167.2,60442,1609,0,0,1146,1466,2,0,0,0,255
168.0,60447,1616,227,0,1314,1340,3,0,0,1,0
168.1,60446,1614,229,0,1052,791,4,0,0,1,0
168.2,0,1607,0,0,946,1213,4,0,0,0,255
168.3,60442,1610,0,0,1400,998,2,0,0,0,255
168.4,60442,1611,0,0,1233,1072,3,0,0,0,255
168.5,60442,1612,0,0,1009,943,1,0,0,0,255
169.0,60447,1615,228,0,1011,765,3,0,0,1,1
169.1,0,1608,0,0,921,542,2,0,0,0,255
169.2,60442,1613,0,0,916,351,2,0,0,0,255
170.0,60447,1604,232,0,892,857,3,0,0,1,0
170.1,0,1589,0,0,390,840,3,0,0,0,255
170.2,0,1590,0,0,624,485,2,0,0,0,255
170.3,0,1591,0,0,971,770,2,0,0,0,255
170.4,60442,1597,0,0,512,735,3,0,0,0,255
170.5,60442,1598,0,0,762,724,4,0,0,0,255
171.0,60446,1603,231,0,889,995,4,0,0,1,0
171.1,60441,1626,233,0,1731,1532,3,0,0,1,0
171.2,0,1592,0,0,806,1072,1,0,0,0,255
171.3,0,1593,0,0,1177,1321,4,0,0,0,255
171.4,0,1594,0,0,1606,1644,3,0,0,0,255
171.5,60442,1600,0,0,1043,1420,1,0,0,0,255
171.6,60442,1601,0,0,1257,1532,3,0,0,0,255
171.7,60442,1599,0,0,1488,1529,4,0,0,0,255
172.0,60441,1604,232,0,1001,1023,1,0,0,1,0
172.1,60441,1605,234,0,1010,1005,4,0,0,1,0
172.2,0,1627,0,0,1024,951,4,0,0,0,255
173.0,60441,1626,233,0,1198,1477,3,0,0,1,0
173.1,0,1595,0,0,1125,1224,2,0,0,0,255
173.2,0,1596,0,0,991,660,1,0,0,0,255
173.3,60442,1602,0,0,1021,535,4,0,0,0,255
174.0,0,1539,0,0,740,1520,4,0,0,0,255
174.1,60442,1542,0,0,1132,1468,4,0,0,0,255
174.2,0,1540,0,0,1320,1226,2,0,0,0,255
174.3,60442,1543,0,0,1366,1004,4,0,0,0,255
174.4,0,1541,0,0,1344,632,3,0,0,0,255
174.5,60442,1544,0,0,1370,340,4,0,0,0,255
175.0,0,1629,0,0,1030,1140,1,0,0,0,255
175.1,60442,1630,0,0,1030,1050,4,0,0,0,255
175.2,60442,1631,0,0,1030,908,4,0,0,0,255
175.3,60442,1632,0,0,1030,708,4,0,0,0,255
176.0,0,1634,0,0,988,1290,4,0,0,0,255
176.1,0,1635,0,0,1056,1154,4,0,0,0,255
177.0,0,1636,0,0,1024,1064,4,0,0,0,255
177.1,60442,1637,0,0,1030,872,4,0,0,0,255
178.0,60442,1639,0,0,1030,1110,3,0,0,0,255
178.1,60442,1640,0,0,1030,1090,2,0,0,0,255
178.2,60442,1641,0,0,960,1024,1,0,0,0,255
178.3,60442,1642,0,0,1030,968,4,0,0,0,255
178.4,60442,1643,0,0,1030,1066,4,0,0,0,255
178.5,60442,1644,0,0,1140,900,4,0,0,0,255
179.0,0,1645,0,0,1024,1156,4,0,0,0,255
180.0,63301,2000,212,0,1408,1359,6,36,0,1,255
180.1,63302,2001,213,0,666,1519,5,37,0,1,255
180.2,63303,2002,214,0,999,622,7,38,0,1,255
180.3,63304,2082,257,0,446,1175,5,39,0,1,255
180.4,0,25,90,0,1869,1548,5,0,0,1,255
180.5,0,25,90,0,1055,1841,5,0,0,1,255
180.6,0,0,0,0,0,0,0,0,0,0,255
180.7,0,0,0,0,0,0,0,0,0,0,255
180.8,0,0,0,0,0,0,0,0,0,0,255
180.9,0,0,0,0,0,0,0,0,0,0,255
180.10,0,0,0,0,0,0,0,0,0,0,255
180.11,0,0,0,0,0,0,0,0,0,0,255
180.12,0,0,0,0,0,0,0,0,0,0,255
180.13,0,0,0,0,0,0,0,0,0,0,255
180.14,0,0,0,0,0,0,0,0,0,0,255
180.15,0,0,0,0,0,0,0,0,0,0,255
180.16,0,0,0,0,0,0,0,0,0,0,255
180.17,0,0,0,0,0,0,0,0,0,0,255
180.18,0,0,0,0,0,0,0,0,0,0,255
180.19,0,0,0,0,0,0,0,0,0,0,255
180.20,0,0,0,0,0,0,0,0,0,0,255
180.21,0,0,0,0,0,0,0,0,0,0,255
180.22,0,0,0,0,0,0,0,0,0,0,255
180.23,0,0,0,0,0,0,0,0,0,0,255
180.24,0,0,0,0,0,0,0,0,0,0,255
180.25,0,0,0,0,0,0,0,0,0,0,255
180.26,0,0,0,0,0,0,0,0,0,0,255
180.27,0,0,0,0,0,0,0,0,0,0,255
180.28,0,0,0,0,0,0,0,0,0,0,255
180.29,0,0,0,0,0,0,0,0,0,0,255
180.30,0,0,0,0,0,0,0,0,0,0,255
180.31,0,0,0,0,0,0,0,0,0,0,255
180.32,0,0,0,0,0,0,0,0,0,0,255
180.33,0,0,0,0,0,0,0,0,0,0,255
180.34,0,0,0,0,0,0,0,0,0,0,0
180.35,0,0,0,0,0,0,0,0,0,0,0
181.0,63321,2100,215,0,664,1391,5,34,0,1,255
181.1,63322,2101,216,0,1494,629,6,35,0,1,255
181.2,0,25,90,0,237,898,5,0,0,1,255
181.3,0,25,90,0,192,1400,5,0,0,1,255
181.4,0,25,90,0,223,1691,5,0,0,1,255
181.5,0,25,90,0,1013,317,7,0,0,1,255
181.6,0,0,0,0,0,0,0,0,0,0,255
181.7,0,0,0,0,0,0,0,0,0,0,255
181.8,0,0,0,0,0,0,0,0,0,0,255
181.9,0,0,0,0,0,0,0,0,0,0,255
181.10,0,0,0,0,0,0,0,0,0,0,255
181.11,0,0,0,0,0,0,0,0,0,0,255
181.12,0,0,0,0,0,0,0,0,0,0,255
181.13,0,0,0,0,0,0,0,0,0,0,255
181.14,0,0,0,0,0,0,0,0,0,0,255
181.15,0,0,0,0,0,0,0,0,0,0,255
181.16,0,0,0,0,0,0,0,0,0,0,255
181.17,0,0,0,0,0,0,0,0,0,0,255
181.18,0,0,0,0,0,0,0,0,0,0,255
181.19,0,0,0,0,0,0,0,0,0,0,255
181.20,0,0,0,0,0,0,0,0,0,0,255
181.21,0,0,0,0,0,0,0,0,0,0,255
181.22,0,0,0,0,0,0,0,0,0,0,0
181.23,0,0,0,0,0,0,0,0,0,0,0
181.24,0,0,0,0,0,0,0,0,0,0,0
181.25,0,0,0,0,0,0,0,0,0,0,0
182.0,60412,0,0,0,1328,1051,2,0,0,0,255
182.1,60434,0,0,0,1356,1041,2,0,0,0,255
182.2,60551,0,0,0,1077,1106,2,0,0,0,255
