#,Masculine,Feminine,IsPrefix,Order
514,Glückskupo,Glückskupo,True,1584
515,Hochseefischer,Hochseefischerin,True,1585
516,Oktopusreisender,Oktopusreisende,True,1586
517,Haijäger,Haijägerin,True,1587
518,Quallenfanatiker,Quallenfanatikerin,True,1588
519,Meeres-Dragoon,Meeres-Dragoon,True,1589
520,Echo eines gefallenen Sterns,Echo eines gefallenen Sterns,True,1590
521,Ronka-Historiker,Ronka-Historikerin,True,1591
522,Drachenflüsterer,Drachenflüsterin,True,1592
523,Bastelmeister,Bastelmeisterin,True,1593
524,Teetrinker,Teetrinkerin,True,1594
525,Wahrer Freund,Wahre Freundin,True,1595
526,Zwergenpanzer-Techniker,Zwergenpanzer-Technikerin,True,1596
527,der Hüter der Sterne,die Hüterin der Sterne,False,1597
528,Meisterzimmerer aus Federfall,Meisterzimmerin aus Federfall,True,1598
529,Meistergrobschmied aus Federfall,Meistergrobschmiedin aus Federfall,True,1599
530,Meisterplattner aus Federfall,Meisterplattnerin aus Federfall,True,1600
531,Meistergoldschmied aus Federfall,Meistergoldschmiedin aus Federfall,True,1601
532,Meistergerber aus Federfall,Meistergerberin aus Federfall,True,1602
533,Meisterweber aus Federfall,Meisterweberin aus Federfall,True,1603
534,Meisteralchemist aus Federfall,Meisteralchemistin aus Federfall,True,1604
535,Meistergourmet aus Federfall,Meistergourmet aus Federfall,True,1605
536,Meisterminenarbeiter aus Federfall,Meisterminenarbeiterin aus Federfall,True,1606
537,Meistergärtner aus Federfall,Meistergärtnerin aus Federfall,True,1607
538,Meisterfischer aus Federfall,Meisterfischerin aus Federfall,True,1608
539,Gefechtsveteran,Gefechtsveteranin,True,1609
540,Scharmützelveteran,Scharmützelveteranin,True,1610
541,Befreier des Adlernests,Befreierin des Adlernests,True,1611
542,Stürzer Gabriels,Stürzerin Gabriels,True,1612
543,Bestienzähmer,Bestienzähmerin,True,1613
544,Auslöscher der Flamme,Auslöscherin der Flamme,True,1614
545,Schwert des Südens,Schwert des Südens,True,1615
546,Frontengel,Frontengel,True,1616
547,Heiliger des Himmels,Heilige des Himmels,True,10001
548,Beatus des Himmels,Beata des Himmels,True,10011
549,Geschichtsschreiber,Geschichtsschreiberin,True,1617
550,der wahrlich Blaue,die wahrlich Blaue,False,1618
551,das Blaue Wunder,das Blaue Wunder,False,1619
552,Omega-Blau,Omega-Blau,True,1620
553,Ballonfänger,Ballonfängerin,True,1621
554,Gefährlichster-Job-Kandidat,Gefährlichster-Job-Kandidatin,True,1622
555,Manta-Maniac,Manta-Maniac,True,1623
556,Weltklassefischer,Weltklassefischerin,True,1624
557,Heiliger des Himmels,Heilige des Himmels,False,10002
558,Beatus des Himmels,Beata des Himmels,False,10012
559,Turniermeister,Turniermeisterin,True,1625
560,der Sucher der geheimen Schätze,die Sucherin der geheimen Schätze,False,1626
561,der Hüter der geheimen Schätze,die Hüterin der geheimen Schätze,False,1627
562,Karusselljockey,Karusselljockey,True,1628
563,der Meister der Meere,die Meisterin der Meere,False,1629
564,Delubrum-Erkunder,Delubrum-Erkunderin,True,1630
565,die Zimmererlegende von Himmelsang,die Zimmererlegende von Himmelsang,False,1631
566,die Grobschmiedlegende von Himmelsang,die Grobschmiedlegende von Himmelsang,False,1632
567,die Plattnerlegende von Himmelsang,die Plattnerlegende von Himmelsang,False,1633
568,die Goldschmiedlegende von Himmelsang,die Goldschmiedlegende von Himmelsang,False,1634
569,die Gerberlegende von Himmelsang,die Gerberlegende von Himmelsang,False,1635
570,die Weberlegende von Himmelsang,die Weberlegende von Himmelsang,False,1636
571,die Alchemistenlegende von Himmelsang,die Alchemistenlegende von Himmelsang,False,1637
572,die Gourmetlegende von Himmelsang,die Gourmetlegende von Himmelsang,False,1638
573,die Minenarbeiterlegende von Himmelsang,die Minenarbeiterlegende von Himmelsang,False,1639
574,die Gärtnerlegende von Himmelsang,die Gärtnerlegende von Himmelsang,False,1640
575,die Fischerlegende von Himmelsang,die Fischerlegende von Himmelsang,False,1641
576,Triple-Triad-Aficionado,Triple-Triad-Aficionada,True,1642
577,Tempo-Teufel,Tempo-Teufelin,True,1643
578,der Nimmermüde,die Nimmermüde,False,1644
579,der Herr fremder Gewässer,die Herrin fremder Gewässer,False,1645
580,der Hecht im Karpfenteich,der Hecht im Karpfenteich,False,1646
581,Charlemends Engel,Charlemends Engel,True,1647
582,Lebensretter,Lebensretterin,True,1648
583,Wächter des Morgengrauens,Wächterin des Morgengrauens,True,1649
584,Zeuge der Apokalypse,Zeugin der Apokalypse,True,1650
585,Dalriada-Eroberer,Dalriada-Erobererin,True,1651
586,der Hyperkrieger,die Hyperkriegerin,False,1652
587,Bezwinger der Legion,Bezwingerin der Legion,True,1653
588,König der Bestienbändiger,Königin der Bestienbändiger,True,1654
589,Held von Zadnor,Heldin von Zadnor,True,1655
590,Königinnenwache,Königinnenwache,True,1656
591,Träger aller Orden,Trägerin aller Orden,True,1657
592,Diener der Königin,Dienerin der Königin,True,1658
593,am Horizont des Krieges,am Horizont des Krieges,False,1659
594,am Horizont der Magie,am Horizont der Magie,False,1660
595,am Horizont des Handwerks,am Horizont des Handwerks,False,1661
596,am Horizont des Landes,am Horizont des Landes,False,1662
597,Magus-Bändiger,Magus-Bändigerin,True,1663
598,Mondläufer,Mondläuferin,True,1664
599,Lightingway,Lightingway,True,1665
600,Mut des Vrtra,Mut des Vrtra,True,1666
601,Elpiphoros,Elpiphoros,True,1667
602,Hoffnungsvolle Hinterlassenschaft,Hoffnungsvolle Hinterlassenschaft,True,1668
603,Endwalker,Endwalker,True,1669
604,mit der Sense,mit der Sense,False,1670
605,der Weisheit,der Weisheit,False,1671
606,fachkundiger Schmied,fachkundige Schmiedin,False,1672
607,fachkundiger Handwerker,fachkundige Handwerkerin,False,1673
608,fachkundiger Kräutermischer,fachkundige Kräutermischerin,False,1674
609,fachkundiger Sucher,fachkundige Sucherin,False,1675
610,fachkundiger Fischer,fachkundige Fischerin,False,1676
611,fachkundiger Alleskönner,fachkundige Alleskönnerin,False,1677
612,der Über-Exeget,die Über-Exegetin,False,1678
613,der ungebrochene Eid,der ungebrochene Eid,False,1679
614,der ungebrochene Wille,der ungebrochene Wille,False,1680
615,das ungebrochene Schwarz,das ungebrochene Schwarz,False,1681
616,die ungebrochene Klinge,die ungebrochene Klinge,False,1682
617,Gefahrensucher,Gefahrensucherin,True,1683
618,Gefahrensucher par excellence,Gefahrensucherin par excellence,True,1684
619,Ekstase 6000,Ekstase 6000,True,1685
620,der euphorische Glücksritter,die euphorische Glücksritterin,False,1686
621,Lunarer Krösus,Lunarer Krösus,True,1687
622,Meister der schicksalhaften Begegnungen,Meisterin der schicksalhaften Begegnungen,True,1688
623,der Schlichter,die Schlichterin,False,1689
624,Bronzeträger,Bronzeträgerin,True,1690
625,Silberträger,Silberträgerin,True,1691
626,Goldträger,Goldträgerin,True,1692
627,Platinträger,Platinträgerin,True,1693
628,Diamantträger,Diamantträgerin,True,1694
629,Hüter des Kristalls,Hüterin des Kristalls,True,1695
630,vom finalen Konflikt,vom finalen Konflikt,False,1696
631,vom endlosen Konflikt,vom endlosen Konflikt,False,1697
632,vom zunehmenden Konflikt,vom zunehmenden Konflikt,False,1698
633,Hipporaser,Hipporaserin,True,1699
634,Freund von Ameliance,Freundin von Ameliance,True,1700
635,Bildungsbefürworter,Bildungsbefürworterin,True,1701
636,die Himmelslegende,die Himmelslegende,False,1702
637,Neu entdeckter Abenteurer,Neu entdeckte Abenteurerin,True,1703
638,Herr seiner Domäne,Herrin ihrer Domäne,True,1704
639,Makai-Samurai,Makai-Samurai,True,1705
640,Makai-Rotmagier,Makai-Rotmagierin,True,1706
641,Makai-Revolver­klinge,Makai-Revolver­klinge,True,1707
642,Makai-Tänzer,Makai-Tänzerin,True,1708
643,Makai-Schnitter,Makai-Schnitterin,True,1709
644,Makai-Weiser,Makai-Weise,True,1710
645,der Zurückgezogene,die Zurückgezogene,False,1711
646,Händler des Paradieses,Händlerin des Paradieses,True,1712
647,Connaisseur der Cieldaläen,Connaisseuse der Cieldaläen,True,1713
648,Nichtsreisender,Nichtsreisende,True,1714
649,vom finalen Konflikt,vom finalen Konflikt,False,1715
650,vom endlosen Konflikt,vom endlosen Konflikt,False,1716
651,vom zunehmenden Konflikt,vom zunehmenden Konflikt,False,1717
652,vom finalen Konflikt,vom finalen Konflikt,False,1718
653,vom endlosen Konflikt,vom endlosen Konflikt,False,1719
654,vom zunehmenden Konflikt,vom zunehmenden Konflikt,False,1720
655,Barista am Rande des Universums,Barista am Rande des Universums,True,1721
656,Schatten der Sultana,Schatten der Sultana,True,1722
657,Verrucht in Sil'dih,Verrucht in Sil'dih,False,1723
658,Fürstenjäger,Fürstenjägerin,True,1724
659,Grasflüsterer,Grasflüsterin,True,1725
660,der mit dem Schaf tanzt,die mit dem Schaf tanzt,False,1726
661,der Dämmerung,der Dämmerung,False,1727
662,des wahren Stahls,des wahren Stahls,False,1728
663,der König auf Eureka,die Königin auf Eureka,False,1729
664,Horter verborgener Schätze,Horterin verborgener Schätze,True,1730
665,Hoheitlicher Held,Hoheitliche Heldin,True,1731
666,Fachmann der Träume,Fachfrau der Träume,True,1732
667,die Alpha-Legende,die Alpha-Legende,False,1733
668,Agonistes,Agonistes,True,1734
669,Gymnasiarch,Gymnasiarchin,True,1735
670,Olympier,Olympierin,True,1736
671,vom finalen Konflikt,vom finalen Konflikt,False,1737
672,vom endlosen Konflikt,vom endlosen Konflikt,False,1738
673,vom zunehmenden Konflikt,vom zunehmenden Konflikt,False,1739
674,vom finalen Konflikt,vom finalen Konflikt,False,1740
675,vom endlosen Konflikt,vom endlosen Konflikt,False,1741
676,vom zunehmenden Konflikt,vom zunehmenden Konflikt,False,1742
677,Häscher des dunklen Throns,Häscherin des dunklen Throns,False,1743
678,Kaurikoloss,Kaurikoloss,True,1744
679,Terror der Tiefe,Terror der Tiefe,True,1745
680,Muschelmeister,Muschelmeisterin,True,1746
681,Tintenfischfanatiker,Tintenfischfanatikerin,True,1747
682,Garnelengenießer,Garnelengenießerin,True,1748
683,vom finalen Konflikt,vom finalen Konflikt,False,1749
684,vom endlosen Konflikt,vom endlosen Konflikt,False,1750
685,vom zunehmenden Konflikt,vom zunehmenden Konflikt,False,1751
686,vom finalen Konflikt,vom finalen Konflikt,False,1752
687,vom endlosen Konflikt,vom endlosen Konflikt,False,1753
688,vom zunehmenden Konflikt,vom zunehmenden Konflikt,False,1754
689,CCRC 2023 Champion,CCRC 2023 Champion,True,0
690,CCRC 2023 Finalist,CCRC 2023 Finalistin,True,0
691,CCRC 2023 Rangspieler,CCRC 2023 Rangspielerin,True,0
692,Güldener als Goldor,Güldener als Goldor,True,1755
693,Blauflamme,Blauflamme,True,1756
694,der verbotene Blaue,die verbotene Blaue,False,1757
695,Reinkarnierer,Reinkarniererin,True,1758
696,Aszendenter Asket,Aszendente Asketin,True,1759
697,vom Finkenlied,vom Finkenlied,False,1760
698,die Naturgewalt,die Naturgewalt,False,1761
699,Schlafloser Forscher,Schlaflose Forscherin,True,1762
700,der Tatkräftige,die Tatkräftige,False,1763
701,der Mandervillöse,die Mandervillöse,True,1764
702,des unnachgiebigen Hammers,des unnachgiebigen Hammers,False,1765
703,des scharfen Beils,des scharfen Beils,False,1766
704,des unwiderstehlichen Köders,des unwiderstehlichen Köders,False,1767
705,Wellenwanderer,Wellenwanderin,True,1768
706,Fänger des letzten Fischs,Fängerin des letzten Fischs,True,1769
707,Graf von Monte Kauri,Gräfin von Monte Kauri,True,1770
708,Bohnenkönig,Bohnenkönigin,True,1771
709,Von den Göttern umarmt,Von den Göttern umarmt,True,1772
710,des Zwillingssterns,des Zwillingssterns,False,1773
711,Wyrmflüsterer,Wyrmflüsterin,True,1774
712,Wachsendes Licht,Wachsendes Licht,True,1775
713,Sonnenanbeter,Sonnenanbeterin,True,1776
714,vom finalen Konflikt,vom finalen Konflikt,False,1777
715,vom endlosen Konflikt,vom endlosen Konflikt,False,1778
716,vom zunehmenden Konflikt,vom zunehmenden Konflikt,False,1779
717,vom finalen Konflikt,vom finalen Konflikt,False,1780
718,vom endlosen Konflikt,vom endlosen Konflikt,False,1781
719,vom zunehmenden Konflikt,vom zunehmenden Konflikt,False,1782
720,vom finalen Konflikt,vom finalen Konflikt,False,1783
721,vom endlosen Konflikt,vom endlosen Konflikt,False,1784
722,vom zunehmenden Konflikt,vom zunehmenden Konflikt,False,1785
723,Epischer Held,Epische Heldin,True,1786
724,Meisterperfektionierer,Meisterperfektioniererin,True,1787
725,Richter des Krieges,Richterin des Krieges,True,1788
726,Richter der Magie,Richterin der Magie,True,1789
727,Richter des Handwerks,Richterin des Handwerks,True,1790
728,Richter des Landes,Richterin des Landes,True,1791
729,auf neuen Pfaden,auf neuen Pfaden,False,1792
730,Friedenssucher,Friedenssucherin,True,1793
731,Sonnenkrone,Sonnenkrone,True,1794
732,Kuppelbrecher,Kuppelbrecherin,True,1795
733,Rittermeister Alexandrias,Rittermeisterin Alexandrias,False,1796
734,der Morgendämmerung,der Morgendämmerung,False,1797
735,Zwillingsfang,Zwillingsfang,True,1798
736,Pikto-Virtuose,Pikto-Virtuosin,False,1799
737,der tausend Essen,der tausend Essen,False,1800
738,der tausend Werke,der tausend Werke,False,1801
739,der tausend Tropfen,der tausend Tropfen,False,1802
740,der tausend Schätze,der tausend Schätze,False,1803
741,der tausend Netze,der tausend Netze,False,1804
742,Goldherz,Goldherz,True,1805
743,des edlen Eides,des edlen Eides,False,1806
744,des edlen Willens,des edlen Willens,False,1807
745,der edlen Schwärze,der edlen Schwärze,False,1808
746,des edlen Herzens,des edlen Herzens,False,1809
747,von der bunten Feder,von der bunten Feder,False,1810
748,Todesschwinge,Todesschwinge,True,1811
749,des verborgenen Cenoten,des verborgenen Cenoten,False,1812
750,von der Geschwisterschaft,von der Geschwisterschaft,False,1813
751,von den Tiefen der Fülle,von den Tiefen der Fülle,False,1814
752,Praktisch Pelupelu,Praktisch Pelupelu,True,1815
753,vom finalen Konflikt,vom finalen Konflikt,False,1816
754,vom endlosen Konflikt,vom endlosen Konflikt,False,1817
755,vom zunehmenden Konflikt,vom zunehmenden Konflikt,False,1818
756,vom finalen Konflikt,vom finalen Konflikt,False,1819
757,vom endlosen Konflikt,vom endlosen Konflikt,False,1820
758,vom zunehmenden Konflikt,vom zunehmenden Konflikt,False,1821
759,vom finalen Konflikt,vom finalen Konflikt,False,1822
760,vom endlosen Konflikt,vom endlosen Konflikt,False,1823
761,vom zunehmenden Konflikt,vom zunehmenden Konflikt,False,1824
762,Experte für Urlaubsreisen,Expertin für Urlaubsreisen,True,1825
763,Schienenleger,Schienenlegerin,True,1826
764,Transkontinentaler Träumer,Transkontinentale Träumerin,True,1827
765,von neonfarbenen Horizonten,von neonfarbenen Horizonten,False,1828
766,Süße Gerechtigkeit,Süße Gerechtigkeit,True,1829
767,Knüpfer von Verbindungen,Knüpferin von Verbindungen,True,1830
768,Quell der Legenden,Quell der Legenden,True,1831
769,vom finalen Konflikt,vom finalen Konflikt,False,1832
770,vom endlosen Konflikt,vom endlosen Konflikt,False,1833
771,vom zunehmenden Konflikt,vom zunehmenden Konflikt,False,1834
772,Bauer,Bäuerin,True,1835
773,auf der Suche nach Endlosigkeit,auf der Suche nach Endlosigkeit,False,1836
774,Zufallsbegegnung,Zufallsbegegnung,True,1837
775,Fatale Wissbegier,Fatale Wissbegier,True,1838
776,Wächter des Blutes,Wächterin des Blutes,True,1839
777,auf des toten Manns Kiste,auf des toten Manns Kiste,False,1840
778,schiffbrüchiger Schatz­sucher,schiffbrüchige Schatz­sucherin,True,1842
779,Bettelkönig,Bettelkönigin,True,1843
780,Hasenpfote,Hasenpfote,True,1844
781,Kosmischer Wegbereiter,Kosmische Wegbereiterin,True,1845
782,Entwerfer der Sterne,Entwerferin der Sterne,True,1846
783,Bearbeiter der Sterne,Bearbeiterin der Sterne,True,1847
784,Härter der Sterne,Härterin der Sterne,True,1848
785,Gießer der Sterne,Gießerin der Sterne,True,1849
786,Flicker der Sterne,Flickerin der Sterne,True,1850
787,Weber der Sterne,Weberin der Sterne,True,1851
788,Sublimierer der Sterne,Sublimiererin der Sterne,True,1852
789,Schmecker der Sterne,Schmeckerin der Sterne,True,1853
790,Ausgräber der Sterne,Ausgräberin der Sterne,True,1854
791,Pflücker der Sterne,Pflückerin der Sterne,True,1855
792,Angler der Sterne,Anglerin der Sterne,True,1856
793,Sternenleuchter,Sternenleuchterin,True,1857
794,Sternenfinder,Sternenfinderin,True,1858
795,des Sternenglücks,des Sternenglücks,False,1859
796,Tausendsassa,Tausendsassa,True,1841
797,vom finalen Konflikt,vom finalen Konflikt,False,1860
798,vom endlosen Konflikt,vom endlosen Konflikt,False,1861
799,vom zunehmenden Konflikt,vom zunehmenden Konflikt,False,1862
800,vom finalen Konflikt,vom finalen Konflikt,False,1863
801,vom endlosen Konflikt,vom endlosen Konflikt,False,1864
802,vom zunehmenden Konflikt,vom zunehmenden Konflikt,False,1865
803,Kampfklasse Omega,Kampfklasse Omega,True,1866
804,Kampfklasse Ultima,Kampfklasse Ultima,True,1867
805,der neuen Zukunft,der neuen Zukunft,False,1868
806,von allen guten Geistern,von allen guten Geistern,False,1869
807,der Neonnächte,der Neonnächte,False,1870
808,Schlaflos im Schaltkreis,Schlaflos im Schaltkreis,True,1871
809,Träumer mit Talent,Träumerin mit Talent,True,1872
810,Stellarer Astronom,Stellare Astronomin,True,1873
811,Ergebener Pilger,Ergebene Pilgerin,True,1874
812,Williger Wallfahrer,Willige Wallfahrerin,True,1875
813,der Strahlende,die Strahlende,False,1876
814,Glänzender Schatz­sucher,Glänzende Schatz­sucherin,True,1877
815,der Strahlende Schatten,der Strahlende Schatten,False,1878
816,von Schmerz gesalbt,von Schmerz gesalbt,False,1879
817,Trauernder des Lichts,Trauernde des Lichts,True,1880
818,Wächterschlächter,Wächterschlächterin,True,1881
819,vom finalen Konflikt,vom finalen Konflikt,False,1882
820,vom endlosen Konflikt,vom endlosen Konflikt,False,1883
821,vom zunehmenden Konflikt,vom zunehmenden Konflikt,False,1884
822,vom finalen Konflikt,vom finalen Konflikt,False,1885
823,vom endlosen Konflikt,vom endlosen Konflikt,False,1886
824,vom zunehmenden Konflikt,vom zunehmenden Konflikt,False,1887
825,Gipfelstürmer,Gipfelstürmerin,True,1888
826,,,False,0
827,,,False,0
828,,,False,0
829,Nebelherz,Nebelherz,True,1892
830,,,False,0
831,,,False,0
832,der Schwerkraft trotzend,der Schwerkraft trotzend,False,1895
833,Wonnewirker,Wonnewirkerin,True,1896
