#,Name,Quest,Icon,Value,ClassJob,Unknown_70,Level,ClassJobCategory,Unknown0,Unknown1
423,Verbesserter Schattenschemen II,0,6066,0,32,98,90,98,0,False
424,Meister des Steinernen Herzens,0,6304,0,37,149,82,149,0,False
425,Verbesserte Aurora,0,6305,2,37,149,84,149,0,False
426,Verbesserte Triggerfolge,0,6306,0,37,149,86,149,0,False
427,Verbesserte Erda-Patronen,0,6307,0,37,149,88,149,0,False
428,Meister der Stahlzinnen,67564,5241,0,20,21,54,21,0,False
429,Meister der Heulenden Faust,0,5242,0,20,21,74,21,0,False
430,Meister des Zerstörers,0,5243,0,20,21,82,21,0,False
431,Verbesserter Donnersprung,0,5244,3,20,21,84,21,0,False
432,Verbesserte Bruderschaft,0,5245,0,20,21,88,21,0,False
433,Verbesserte Improvisation,67567,5246,0,20,21,60,21,0,False
434,Verbesserter Sprung,67228,5294,0,22,23,54,23,0,False
435,Verbesserte Coerthische Folter,0,5290,0,22,23,82,23,0,False
436,Verbesserter Wirbelsprenger,0,5291,2,0,0,0,0,0,False
437,Meister der Lanze II,0,5288,0,22,23,86,23,0,False
438,Verbesserte Vitalwallung,0,5277,2,22,23,88,23,0,False
439,Shukiho III,0,5417,0,30,92,84,92,0,False
440,Verbessertes Meisui,0,5418,0,30,92,88,92,0,False
441,Verbessertes Raiton,0,5419,0,30,92,90,92,0,False
442,Verbessertes Tsubamegaeshi,0,6155,0,0,0,0,0,0,False
443,Verbessertes Meikyo Shisui,0,6156,2,34,111,76,111,0,False
444,Meister der Pfeilsalve,0,5316,0,23,24,82,24,0,False
445,Verbesserter Aderlass,0,5317,3,23,24,84,24,0,False
446,Verbesserter Apex-Pfeil,0,5318,0,23,24,86,24,0,False
447,Verbesserter Troubadour,0,5319,-300,23,24,88,24,0,False
448,Verbesserte Lieder,0,5320,0,23,24,90,24,0,False
449,Meister des Splitterschusses,0,6017,0,31,96,82,96,0,False
450,Verbessertes Justieren,0,6018,2,31,96,84,96,0,False
451,Damengambit,0,6019,0,31,96,86,96,0,False
452,Verbesserter Taktiker,0,6020,-300,31,96,88,96,0,False
453,Verbessertes Komplexes Finale,0,6357,0,38,150,82,150,0,False
454,Verbessertes Tanzfieber,0,6358,0,38,150,84,150,0,False
455,Verbesserte Trance,0,6359,0,38,150,86,150,0,False
456,Verbesserter Schildsamba,0,6360,-300,38,150,88,150,0,False
457,Verbesserter Todestango,0,6361,0,38,150,90,150,0,False
458,Elementare Meis­ter­schaft II,0,5366,0,7,55,20,55,0,False
459,Elementare Meis­ter­schaft III,0,5367,0,7,55,35,55,0,False
460,Henochisch,67217,5368,0,25,26,56,26,0,False
461,Verbesserter Moder,0,5369,0,25,26,80,26,0,False
462,Elementare Meis­ter­schaft IV,0,5370,0,25,26,82,26,0,False
463,Verbesserter Mana-Brunnen,0,5371,-200,25,26,84,26,0,False
464,Verbesserte Augmentierung II,0,5372,2,0,0,0,0,0,False
465,Elementare Meis­ter­schaft V,0,5373,0,25,26,90,26,0,False
466,Verbesserte Ätherinfusion,66639,5396,0,26,69,15,69,0,False
467,Verbesserte Ätherinfusion II,0,5397,0,26,69,22,69,0,False
468,Meister der Rubin-Beschwörung,66627,5682,0,27,28,30,28,0,False
469,Meister der Topas-Beschwörung,66628,5683,0,27,28,35,28,0,False
470,Meister der Smaragd-Beschwörung,66631,5684,0,27,28,45,28,0,False
471,Entflammung,66632,5685,0,27,28,50,28,0,False
472,,0,0,0,0,0,0,0,0,False
473,Meister des Ruins II,67638,5687,0,27,28,54,28,0,False
474,Meister der Ätherinfusion,67640,5690,0,27,28,58,28,0,False
475,Verbesserter Energiesiphon,0,5691,0,27,28,62,28,0,False
476,Meister des Ruins III,0,5688,0,27,28,72,28,0,False
477,Meister der Elementarkorona,0,5692,0,27,28,74,28,0,False
478,Meister der Elementarkorona II,0,5693,0,27,28,82,28,0,False
479,Meister des Ruins IV,0,5689,0,27,28,84,28,0,False
480,Verbesserter Schimmerschild,0,5694,2,27,28,88,28,0,False
481,Hohe Beschwörung,0,5695,0,27,28,90,28,0,False
482,Verbesserte Magieklinge,0,6208,0,35,112,68,112,0,False
483,Meister der Rotmagie II,0,6209,0,35,112,82,112,0,False
484,Meister der Rotmagie III,0,6210,0,35,112,84,112,0,False
485,Verbesserte Präparation,0,6211,2,35,112,88,112,0,False
486,Verbesserte Manafizierung II,0,6212,0,0,0,0,0,0,False
487,Meister der Blendung,0,5343,0,24,25,82,25,0,False
488,Verbessertes Sanctus,0,5344,0,24,25,82,25,0,False
489,Meister der Heilmagie,0,6826,0,24,25,85,25,0,False
490,Verbesserter Göttlicher Segen,0,5345,2,24,25,88,25,0,False
491,Meister der Bravade IV,0,5704,0,28,29,82,29,0,False
492,Meister des Krieges,0,5705,0,28,29,82,29,0,False
493,Meister der Heilmagie,0,6826,0,28,29,85,29,0,False
494,Verbesserte Dislokation,0,5706,-300,28,29,88,29,0,False
495,Verbessertes Ziehen,0,6115,0,0,0,0,0,0,False
496,Verbessertes Ziehen II,0,6116,0,0,0,0,0,0,False
497,Meister des Spannungsaspekts IV,0,6117,0,33,99,82,99,0,False
498,Meister des Gravitas,0,6118,0,33,99,82,99,0,False
499,Meister der Heilmagie,0,6826,0,33,99,85,99,0,False
500,Verbesserte Kongruenz,0,6119,2,33,99,88,99,0,False
501,Sternenfischen,0,5487,0,18,19,89,19,0,False
502,Verbesserte Bahamut-Beschwörung,0,5696,0,27,28,80,28,0,False
503,Meister der Elemente,0,5697,0,27,28,86,28,0,False
504,Verbesserte Ritterlichkeit,0,6801,0,19,20,84,20,0,False
505,Verbesserte Axtkunst,0,6801,0,21,22,84,22,0,False
506,Verbesserter Schwertkampf,0,6801,0,32,98,84,98,0,False
507,Verbesserte Revolver­klinge,0,6801,0,37,149,84,149,0,False
508,Meister der Lanze III,0,5292,0,22,23,90,23,0,False
509,Verbessertes Henochisch III,0,5374,17,25,26,86,26,0,False
510,Meister der Physis,0,6459,0,40,181,60,181,0,False
511,Verbesserter Schattenschemen,0,6065,0,32,98,88,98,0,False
512,Meister des Zündschlags,0,5248,0,20,21,86,21,0,False
513,Meister des Tornadotritts,0,5247,0,20,21,90,21,0,False
514,Verbessertes Ikishoten,0,6157,0,34,111,90,111,0,False
515,Meister des Meuchelsprungs,67222,5420,0,30,92,56,92,0,False
516,Verbessertes Ninjutsu,0,6801,0,30,92,74,92,0,False
517,Verbessertes Schützentum,0,6801,0,31,96,84,96,0,False
518,Verbesserter Faustkampf,0,6801,0,20,21,84,21,0,False
519,Meister des Fuga,0,6158,0,34,111,86,111,0,False
520,Verbessertes Bushido,0,6801,0,34,111,66,111,0,False
521,Verbessertes Bushido II,0,6802,0,34,111,84,111,0,False
522,Verbessertes Ninjutsu II,0,6802,0,30,92,84,92,0,False
523,Verbesserte Ernte II,0,6802,0,39,180,84,180,0,False
524,Verbesserte Fänge,0,6501,0,41,196,55,196,0,False
525,Verbesserte Kiefer,0,6502,0,41,196,60,196,0,False
526,Verbesserter Otterngriff,0,6503,0,41,196,75,196,0,False
527,Verbesserte Otterngrube,0,6504,0,41,196,80,196,0,False
528,Schlangenseele,0,6505,0,41,196,82,196,0,False
529,Verbesserter Schuppensprung,0,6506,3,41,196,84,196,0,False
530,Verbesserte Schlangenseele,0,6507,0,41,196,88,196,0,False
531,Wissen der Ahnen,0,6508,0,41,196,90,196,0,False
532,Verbesserte Schlangenschwinge,0,6510,0,41,196,92,196,0,False
533,Verbessertes Wissen der Ahnen,0,6511,0,41,196,96,196,0,False
534,Meister des Blutes,0,6509,0,41,196,100,196,0,False
535,,0,0,0,0,0,0,0,0,False
536,,0,0,0,0,0,0,0,0,False
537,Palettenbalken,0,6551,0,42,197,60,197,0,False
538,Verbesserte Farben,0,6552,0,42,197,80,197,0,False
539,Verbessserter Schmierschritt,0,6553,0,42,197,84,197,0,False
540,Verbesserte Piktomantie II,0,6554,2,42,197,86,197,0,False
541,Verbesserte Tempera,0,6555,0,42,197,88,197,0,False
542,Verbesserte Palette,0,6556,0,42,197,90,197,0,False
543,Verbesserte Piktomantie III,0,6560,0,42,197,92,197,0,False
544,Verbesserte Piktomantie V,0,6561,0,42,197,100,197,0,False
545,Verbesserte Piktomantie IV,0,6559,3,42,197,96,197,0,False
546,Verbesserte Piktomantie,0,6558,0,42,197,82,197,0,False
547,,0,0,0,0,0,0,0,0,False
548,Meister der Akribischen Bearbeitung,0,6951,0,8,9,94,9,0,False
549,Meister der Akribischen Bearbeitung,0,6952,0,9,10,94,10,0,False
550,Meister der Akribischen Bearbeitung,0,6953,0,10,11,94,11,0,False
551,Meister der Akribischen Bearbeitung,0,6954,0,11,12,94,12,0,False
552,Meister der Akribischen Bearbeitung,0,6955,0,12,13,94,13,0,False
553,Meister der Akribischen Bearbeitung,0,6956,0,13,14,94,14,0,False
554,Meister der Akribischen Bearbeitung,0,6957,0,14,15,94,15,0,False
555,Meister der Akribischen Bearbeitung,0,6958,0,15,16,94,16,0,False
556,Kühne Hand,0,6975,0,8,9,96,9,0,False
557,Kühne Hand,0,6975,0,9,10,96,10,0,False
558,Kühne Hand,0,6975,0,10,11,96,11,0,False
559,Kühne Hand,0,6975,0,11,12,96,12,0,False
560,Kühne Hand,0,6975,0,12,13,96,13,0,False
561,Kühne Hand,0,6975,0,13,14,96,14,0,False
562,Kühne Hand,0,6975,0,14,15,96,15,0,False
563,Kühne Hand,0,6975,0,15,16,96,16,0,False
564,Sentinel-Meister,0,5202,0,19,20,92,20,0,False
565,Requiescat-Meister,0,5223,0,19,20,96,20,0,False
566,Verbesserte Klinge der Tapferkeit,0,5224,0,19,20,100,20,0,False
567,Meister der Rachsucht,0,5271,0,21,22,92,22,0,False
568,Verbesserte Urbefreiung,0,5272,0,21,22,96,22,0,False
569,Verbesserte Brachiale Gewalt,0,5273,0,21,22,100,22,0,False
570,Meister der Blutwaffe,0,6053,0,32,98,68,98,0,False
571,Meister der Schattenwand,0,6068,0,32,98,92,98,0,False
572,Verbessertes Blutdelirium,0,6069,0,32,98,96,98,0,False
573,Verbesserter Schattenschemen III,0,6070,0,32,98,100,98,0,False
574,Meister der Nebula,0,6308,0,37,149,92,149,0,False
575,Verbesserte Triggerfolge II,0,6309,0,37,149,96,149,0,False
576,Verbesserte Blutpatronen,0,6310,0,37,149,100,149,0,False
577,Meister des Tierchakra,0,5249,0,20,21,92,21,0,False
578,Verbessertes Stürmendes Enigma,0,5526,0,20,21,96,21,0,False
579,Verbessertes Flammendes Enigma,0,5527,0,20,21,100,21,0,False
580,Verbesserter Gleitflügel,0,5295,2,22,23,84,23,0,False
581,Verbesserter Wyrmodem,0,5296,0,22,23,92,23,0,False
582,Meister der Lanze IV,0,5293,0,22,23,96,23,0,False
583,Verbesserter Sternensturz,0,5298,0,22,23,100,23,0,False
584,An­griffs­ge­schwin­dig­keit +,0,5421,0,30,92,45,92,0,False
585,Meister des Ausraubens,0,5422,0,30,92,66,92,0,False
586,Meister der Trickattacke,0,5423,0,30,92,92,92,0,False
587,Verbessertes Dokumori,0,5424,0,30,92,96,92,0,False
588,Verbessertes Ten Chi Jin,0,5726,0,30,92,100,92,0,False
589,Meister des Dritten Auges,0,6159,0,34,111,82,111,0,False
590,Hakaze-Meister,0,6160,0,34,111,92,111,0,False
591,Verbessertes Hissatsu,0,6161,-600,34,111,94,111,0,False
592,Verbessertes Ikishoten II,0,6162,0,34,111,96,111,0,False
593,Verbessertes Meikyo Shisui II,0,6163,0,34,111,100,111,0,False
594,Verbesserter Lemurenschleier,0,6411,0,39,180,92,180,0,False
595,,0,0,0,0,0,0,0,0,False
596,Verbesserte Völlerei,0,6413,0,39,180,96,180,0,False
597,Verbesserte Große Mahd,0,6414,0,39,180,100,180,0,False
598,Meister des Sternenhagels,0,5322,0,23,24,72,24,0,False
599,Meister des Aderlasses,0,5323,0,23,24,92,24,0,False
600,Verbessertes Sperrfeuer,0,5301,0,23,24,96,24,0,False
601,Verbesserter Troubadour II,0,5324,0,23,24,98,24,0,False
602,Verbessertes Luminöses Finale,0,5601,0,23,24,100,24,0,False
603,Meister des Hitzeschusses,0,6021,0,31,96,68,96,0,False
604,Meister des Schachs,0,6022,0,31,96,92,96,0,False
605,Verbesserte Multiwaffe,0,6023,2,31,96,94,96,0,False
606,Verbesserte Multiwaffe II,0,6024,0,31,96,96,96,0,False
607,Verbesserter Taktiker II,0,6025,0,31,96,98,96,0,False
608,Verbesserter Laufstabilisator,0,6026,0,31,96,100,96,0,False
609,Verbessertes Einfaches Finale,0,6362,0,38,150,92,150,0,False
610,Verbesserte Trance II,0,6363,0,38,150,96,150,0,False
611,Verbesserter Schildsamba II,0,6364,0,38,150,98,150,0,False
612,Verbessertes Komplexes Finale II,0,6365,0,38,150,100,150,0,False
613,Blitzmeister III,0,5651,0,25,26,92,26,0,False
614,Verbesserte Ley-Linien,0,5652,0,25,26,96,26,0,False
615,Verbessertes Polyglott II,0,5653,0,25,26,98,26,0,False
616,Verbessertes Lichtfeuer,0,5654,0,25,26,100,26,0,False
617,Meister der Schwäre,0,5398,0,27,28,92,28,0,False
618,Verbesserter Gleißender Schein,0,5399,0,27,28,96,28,0,False
619,Verbesserte Bahamut-Beschwörung II,0,5698,0,27,28,100,28,0,False
620,Verbessertes Ermutigen,0,6213,0,35,112,92,112,0,False
621,Verbesserte Präparation II,0,6214,0,35,112,96,112,0,False
622,Verbesserte Manafizierung,0,6216,0,35,112,100,112,0,False
623,Verbesserte Geistesgegenwart,0,5346,0,24,25,92,25,0,False
624,Resedra-Meister,0,5347,0,24,25,96,25,0,False
625,Verbessertes Tetragrammaton,0,5349,2,24,25,98,25,0,False
626,Verbesserte Linderung,0,5348,0,24,25,100,25,0,False
627,Verbesserte Kritische Strategie,0,5707,0,28,29,92,29,0,False
628,Meister des Kurierens,0,5708,0,28,29,96,29,0,False
629,Verbesserte Raffinesse,0,5710,-300,28,29,98,29,0,False
630,,0,0,0,0,0,0,0,0,False
631,Meister der Kleinen Arkana,0,6120,0,33,99,70,99,0,False
632,Verbesserte Weissagung,0,6121,0,33,99,92,99,0,False
633,Meister des Aspektierten Helios,0,6122,0,33,99,96,99,0,False
634,Verbesserte Essenzielle Würde II,0,6124,3,33,99,98,99,0,False
635,Verbessertes Neutral,0,6123,0,33,99,100,99,0,False
636,Verbesserte Soteria,0,6461,-300,40,181,94,181,0,False
637,Meister der Eukratischen Prognose,0,6460,0,40,181,96,181,0,False
638,Verbessertes Physis II,0,6462,0,40,181,98,181,0,False
639,Verbesserter Schutzwall,0,6804,0,0,113,94,113,0,False
640,Verbesserte Reflexion,0,6805,0,0,113,98,113,0,False
641,Verbessertes Zermürben,0,6851,0,0,114,98,114,0,False
642,Verbessertes Chakra,0,6852,0,0,118,94,118,0,False
643,Verbesserter Stumpfsinn,0,6827,0,0,198,98,198,0,False
644,Verbesserte Spontaneität,0,6828,-200,0,199,94,199,0,False
645,Höchste Akribie,67631,5447,0,16,17,100,17,0,False
646,Höchste Akribie,67631,5472,0,17,18,100,18,0,False
647,Wiederentdeckung,0,5446,0,16,17,91,17,0,False
648,Wiederentdeckung,0,5471,0,17,18,91,18,0,False
649,Fischers Scharfsinn,0,5480,0,18,19,50,19,0,False
650,Verbesserte Ritterlichkeit II,0,6802,0,19,20,94,20,0,False
651,Verbesserte Weißmagie,0,6831,0,24,25,94,25,0,False
652,Verbessertes Magiefechten,0,6831,0,35,112,94,112,0,False
653,Verbesserte Lanzenkunst,0,6806,0,22,23,94,23,0,False
654,Verbesserte Axtkunst II,0,6802,0,21,22,94,22,0,False
655,Verbessertes Bushido III,0,6803,0,34,111,94,111,0,False
656,Verbessertes Strategentum,0,6831,0,28,29,94,29,0,False
657,Verbesserte Ernte III,0,6803,0,39,180,94,180,0,False
658,Verbessertes Schützentum II,0,6802,0,31,96,94,96,0,False
659,Verbessertes Henochisch IV,0,5655,22,25,26,96,26,0,False
660,Verbesserter Faustkampf II,0,6802,0,20,21,94,21,0,False
661,Verbessertes Ninjutsu III,0,6803,0,30,92,94,92,0,False
662,Verbesserter Rhythmus,0,6806,0,38,150,94,150,0,False
663,Verbesserter Schwertkampf II,0,6802,0,32,98,94,98,0,False
664,Verbessertes Arkanum,0,6831,0,27,28,94,28,0,False
665,Verbesserte Verwegenheit,67570,5205,0,19,20,54,20,0,False
666,Verbessertes Ohne Gnade,0,6311,0,37,149,54,149,0,False
667,Verbesserte Revolver­klinge II,0,6802,0,37,149,94,149,0,False
668,Verbesserte Zielsicherheit,0,6806,0,23,24,94,24,0,False
669,Verbesserte Äthergrammkunst,0,6831,0,40,181,94,181,0,False
670,Verbesserte Kommandos,0,5185,10,42,197,20,197,0,False
671,Verbesserte Kommandos II,0,5186,30,42,197,40,197,0,False
672,Verbesserte Pikto-Farben,0,6829,0,42,197,54,197,0,False
673,Verbesserte Astrologie,0,6831,0,33,99,94,99,0,False
674,Verbesserte Zwillingsfänge I,0,6801,0,41,196,74,196,0,False
675,Verbesserte Zwillingsfänge II,0,6802,0,41,196,84,196,0,False
676,Verbesserte Pikto-Farben II,0,6830,0,42,197,74,197,0,False
677,Verbesserte Pikto-Farben III,0,6832,0,42,197,84,197,0,False
678,Verbesserte Pikto-Farben IV,0,6833,0,42,197,94,197,0,False
679,,0,0,0,0,0,0,0,0,False
680,,0,0,0,0,0,0,0,0,False
681,,0,0,0,0,0,0,0,0,False
682,,0,0,0,0,0,0,0,0,False
683,,0,0,0,0,0,0,0,0,False
684,,0,0,0,0,0,0,0,0,False
685,,0,0,0,0,0,0,0,0,False
686,,0,0,0,0,0,0,0,0,False
687,,0,0,0,0,0,0,0,0,False
688,,0,0,0,0,0,0,0,0,False
689,,0,0,0,0,0,0,0,0,False
690,,0,0,0,0,0,0,0,0,False
691,,0,0,0,0,0,0,0,0,False
692,,0,0,0,0,0,0,0,0,False
693,,0,0,0,0,0,0,0,0,False
694,,0,0,0,0,0,0,0,0,False
695,,0,0,0,0,0,0,0,0,False
696,,0,0,0,0,0,0,0,0,False
697,,0,0,0,0,0,0,0,0,False
698,,0,0,0,0,0,0,0,0,False
699,,0,0,0,0,0,0,0,0,False
700,,0,0,0,0,0,0,0,0,False
701,,0,0,0,0,0,0,0,0,False
702,,0,0,0,0,0,0,0,0,False
703,,0,0,0,0,0,0,0,0,False
704,,0,0,0,0,0,0,0,0,False
705,,0,0,0,0,0,0,0,0,False
706,,0,0,0,0,0,0,0,0,False
707,,0,0,0,0,0,0,0,0,False
708,,0,0,0,0,0,0,0,0,False
709,,0,0,0,0,0,0,0,0,False
710,,0,0,0,0,0,0,0,0,False
711,,0,0,0,0,0,0,0,0,False
712,,0,0,0,0,0,0,0,0,False
713,,0,0,0,0,0,0,0,0,False
714,,0,0,0,0,0,0,0,0,False
715,,0,0,0,0,0,0,0,0,False
716,,0,0,0,0,0,0,0,0,False
717,,0,0,0,0,0,0,0,0,False
718,,0,0,0,0,0,0,0,0,False
719,,0,0,0,0,0,0,0,0,False
720,,0,0,0,0,0,0,0,0,False
721,,0,0,0,0,0,0,0,0,False
722,,0,0,0,0,0,0,0,0,False
723,,0,0,0,0,0,0,0,0,False
724,,0,0,0,0,0,0,0,0,False
725,,0,0,0,0,0,0,0,0,False
726,,0,0,0,0,0,0,0,0,False
727,,0,0,0,0,0,0,0,0,False
728,,0,0,0,0,0,0,0,0,False
729,,0,0,0,0,0,0,0,0,False
730,,0,0,0,0,0,0,0,0,False
731,,0,0,0,0,0,0,0,0,False
732,,0,0,0,0,0,0,0,0,False
733,,0,0,0,0,0,0,0,0,False
734,,0,0,0,0,0,0,0,0,False
735,,0,0,0,0,0,0,0,0,False
736,,0,0,0,0,0,0,0,0,False
737,,0,0,0,0,0,0,0,0,False
738,,0,0,0,0,0,0,0,0,False
739,,0,0,0,0,0,0,0,0,False
740,,0,0,0,0,0,0,0,0,False
741,,0,0,0,0,0,0,0,0,False
742,,0,0,0,0,0,0,0,0,False
743,,0,0,0,0,0,0,0,0,False
744,,0,0,0,0,0,0,0,0,False
745,,0,0,0,0,0,0,0,0,False
746,,0,0,0,0,0,0,0,0,False
747,,0,0,0,0,0,0,0,0,False
748,,0,0,0,0,0,0,0,0,False
749,,0,0,0,0,0,0,0,0,False
750,,0,0,0,0,0,0,0,0,False
751,,0,0,0,0,0,0,0,0,False
752,,0,0,0,0,0,0,0,0,False
753,,0,0,0,0,0,0,0,0,False
754,,0,0,0,0,0,0,0,0,False
755,,0,0,0,0,0,0,0,0,False
756,,0,0,0,0,0,0,0,0,False
757,,0,0,0,0,0,0,0,0,False
758,,0,0,0,0,0,0,0,0,False
759,,0,0,0,0,0,0,0,0,False
760,,0,0,0,0,0,0,0,0,False
761,,0,0,0,0,0,0,0,0,False
762,,0,0,0,0,0,0,0,0,False
763,,0,0,0,0,0,0,0,0,False
764,,0,0,0,0,0,0,0,0,False
765,,0,0,0,0,0,0,0,0,False
766,,0,0,0,0,0,0,0,0,False
767,,0,0,0,0,0,0,0,0,False
768,,0,0,0,0,0,0,0,0,False
769,,0,0,0,0,0,0,0,0,False
770,,0,0,0,0,0,0,0,0,False
771,,0,0,0,0,0,0,0,0,False
772,,0,0,0,0,0,0,0,0,False
773,,0,0,0,0,0,0,0,0,False
774,,0,0,0,0,0,0,0,0,False
775,,0,0,0,0,0,0,0,0,False
776,,0,0,0,0,0,0,0,0,False
777,,0,0,0,0,0,0,0,0,False
778,,0,0,0,0,0,0,0,0,False
779,,0,0,0,0,0,0,0,0,False
780,,0,0,0,0,0,0,0,0,False
781,,0,0,0,0,0,0,0,0,False
782,,0,0,0,0,0,0,0,0,False
783,,0,0,0,0,0,0,0,0,False
784,,0,0,0,0,0,0,0,0,False
785,,0,0,0,0,0,0,0,0,False
786,,0,0,0,0,0,0,0,0,False
787,,0,0,0,0,0,0,0,0,False
788,,0,0,0,0,0,0,0,0,False
789,,0,0,0,0,0,0,0,0,False
790,,0,0,0,0,0,0,0,0,False
791,,0,0,0,0,0,0,0,0,False
792,,0,0,0,0,0,0,0,0,False
793,,0,0,0,0,0,0,0,0,False
794,,0,0,0,0,0,0,0,0,False
795,,0,0,0,0,0,0,0,0,False
796,,0,0,0,0,0,0,0,0,False
797,,0,0,0,0,0,0,0,0,False
798,,0,0,0,0,0,0,0,0,False
799,,0,0,0,0,0,0,0,0,False
800,,0,0,0,0,0,0,0,0,False
801,,0,0,0,0,0,0,0,0,False
802,,0,0,0,0,0,0,0,0,False
803,,0,0,0,0,0,0,0,0,False
804,,0,0,0,0,0,0,0,0,False
805,,0,0,0,0,0,0,0,0,False
806,,0,0,0,0,0,0,0,0,False
807,,0,0,0,0,0,0,0,0,False
808,,0,0,0,0,0,0,0,0,False
809,,0,0,0,0,0,0,0,0,False
810,,0,0,0,0,0,0,0,0,False
811,,0,0,0,0,0,0,0,0,False
812,,0,0,0,0,0,0,0,0,False
813,,0,0,0,0,0,0,0,0,False
814,,0,0,0,0,0,0,0,0,False
815,,0,0,0,0,0,0,0,0,False
816,,0,0,0,0,0,0,0,0,False
817,,0,0,0,0,0,0,0,0,False
818,,0,0,0,0,0,0,0,0,False
819,,0,0,0,0,0,0,0,0,False
820,,0,0,0,0,0,0,0,0,False
821,,0,0,0,0,0,0,0,0,False
822,,0,0,0,0,0,0,0,0,False
823,,0,0,0,0,0,0,0,0,False
824,,0,0,0,0,0,0,0,0,False
825,,0,0,0,0,0,0,0,0,False
826,,0,0,0,0,0,0,0,0,False
827,,0,0,0,0,0,0,0,0,False
828,,0,0,0,0,0,0,0,0,False
829,,0,0,0,0,0,0,0,0,False
830,,0,0,0,0,0,0,0,0,False
831,,0,0,0,0,0,0,0,0,False
832,,0,0,0,0,0,0,0,0,False
833,,0,0,0,0,0,0,0,0,False
834,,0,0,0,0,0,0,0,0,False
835,,0,0,0,0,0,0,0,0,False
836,,0,0,0,0,0,0,0,0,False
837,,0,0,0,0,0,0,0,0,False
838,,0,0,0,0,0,0,0,0,False
839,,0,0,0,0,0,0,0,0,False
840,,0,0,0,0,0,0,0,0,False
841,,0,0,0,0,0,0,0,0,False
