#,NewPlayerBonusGil,NewPlayerBonusExp,FinalBossExp,Unknown0,BossExp[0],BossExp[1],BossExp[2],BossExp[3],BossExp[4],InstanceClearExp,InstanceClearGil,InstanceContentRewardItem,NewPlayerBonusA,NewPlayerBonusB,FinalBossCurrencyA,FinalBossCurrencyB,FinalBossCurrencyC,BossCurrencyA[0],BossCurrencyA[1],BossCurrencyA[2],BossCurrencyA[3],BossCurrencyA[4],BossCurrencyB[0],BossCurrencyB[1],BossCurrencyB[2],BossCurrencyB[3],BossCurrencyB[4],BossCurrencyC[0],BossCurrencyC[1],BossCurrencyC[2],BossCurrencyC[3],BossCurrencyC[4],Unknown1,Unknown8,LimitedTimeBonus,Cutscene,LGBEventRange,InstanceContentTextDataBossStart,InstanceContentTextDataBossEnd,BNpcBaseBoss,InstanceContentTextDataObjectiveStart,InstanceContentTextDataObjectiveEnd,Unknown2,ReqInstance,InstanceContentBuff,TimeLimitmin,BGM,WinBGM,ContentFinderCondition,SortKey,ContentRoute,ContentDirectorManagedSG,ContentTodo,Unknown6,LookupIndex,ContentEventItem,ContentDirectorBattleTalk,PartyCondition,InstanceContentType,WeekRestriction,Colosseum,Unknown9,QTE1,QTE2,Unknown12,ContentAttributeRect,Unknown13,Unknown14,Unknown15,Unknown16,Unknown17,Unknown18,AllowPhoenixDown
78,6000,153600,768487,1707740,341550,597712,0,0,0,1707750,4800,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,2732,8860015,0,0,0,27100,27129,0,0,0,90,874,18,783,0,0,53,35,79,0,0,0,-1,2,0,0,0,0,0,0,0,5,False,False,False,False,False,True
79,0,0,594000,0,264000,462000,0,0,0,3300000,4800,0,30,0,10,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,False,2753,8805121,0,0,0,27000,27032,0,0,0,90,881,18,784,0,0,55,29,85,0,0,0,-1,2,0,0,0,0,0,0,0,0,False,False,False,False,False,True
80,6000,173900,869838,1932970,386595,676541,0,0,0,1932975,4800,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,2735,8864036,0,0,0,30500,30536,0,0,0,90,875,18,785,0,0,52,32,78,0,0,0,-1,2,0,0,0,0,0,46,0,5,False,False,False,False,False,True
81,6000,240100,1200622,2668040,533610,933817,0,0,0,2668050,4800,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,2744,8870225,0,0,0,30100,30127,0,0,0,90,878,18,786,0,0,58,31,83,0,0,0,-1,2,0,0,0,0,0,0,0,5,False,False,False,False,False,True
82,6000,217100,1085906,2413120,482625,844593,0,0,0,2413125,4800,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,2741,8868570,0,0,0,30300,30316,0,0,0,90,877,18,787,0,0,54,30,81,0,0,0,-1,2,0,0,0,0,0,0,0,5,False,False,False,False,False,True
83,6000,195100,975645,2168100,433620,758835,0,0,0,2168100,4800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,2738,8804064,0,0,0,30200,30212,0,0,0,90,876,18,789,0,0,56,33,80,0,0,0,-1,2,0,0,0,0,0,0,0,5,False,False,False,False,False,True
84,0,0,594000,0,264000,462000,0,0,0,3300000,4800,0,30,0,10,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,False,2747,8880083,0,0,0,30800,30830,0,0,0,90,879,18,792,0,0,59,34,82,0,0,0,-1,2,0,0,0,0,0,0,0,5,False,False,False,False,False,True
85,0,0,594000,0,264000,462000,0,0,0,3300000,4800,0,30,0,10,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,False,2750,8872210,0,0,0,30600,30611,0,0,0,90,880,18,794,0,0,61,36,84,0,0,0,-1,2,0,0,0,0,0,0,0,0,False,False,False,False,False,True
86,0,0,77666,0,34518,60407,0,0,0,135900,3000,17,100,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,False,279,9058465,0,0,0,32900,32921,0,0,0,120,149,18,16,15,0,77,49,86,0,0,0,-1,2,0,0,0,0,0,58,0,5,False,False,True,False,False,True
87,0,0,594000,0,264000,462000,0,0,0,3300000,4800,269,40,0,15,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,False,2851,9056889,0,0,0,32800,32814,0,0,0,90,911,18,844,0,0,78,45,86,0,0,0,-1,2,0,0,0,0,0,0,0,5,False,False,False,False,False,True
88,0,0,594000,0,264000,462000,0,0,0,3300000,4800,272,50,0,20,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,False,2950,9305366,0,0,0,33900,33929,0,0,0,90,933,18,869,0,0,91,50,86,0,0,0,-1,2,0,0,0,0,0,60,0,5,False,False,False,False,False,True
89,0,0,668250,0,297000,519750,0,0,0,3300000,4800,281,60,0,25,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,False,2989,9450513,0,0,0,35200,35229,0,0,0,90,952,18,896,0,0,106,58,86,0,0,0,-1,2,0,0,0,0,0,66,0,5,False,False,False,False,False,True
90,0,0,668250,0,297000,519750,0,0,0,3300000,4800,285,70,0,35,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,False,3107,9802955,0,0,0,36600,36605,0,0,0,90,971,18,822,0,0,128,64,86,0,0,0,-1,2,0,0,0,0,0,0,0,5,False,False,False,False,False,True
91,0,0,742500,0,330000,577500,0,0,0,3300000,4800,295,80,0,50,0,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,False,3219,10090430,0,0,0,37800,37852,0,0,0,90,989,18,823,0,0,144,67,86,0,0,0,-1,2,0,0,0,0,0,0,0,5,False,False,False,False,False,True
92,6000,384100,1920996,6403320,853776,1494108,0,0,0,4268880,4800,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,3449,10148590,0,0,0,38100,38125,0,0,0,90,20077,18,824,0,0,154,72,86,0,0,10,-1,2,0,0,0,0,0,0,0,5,False,False,False,False,False,True
93,6000,527000,2635416,8784720,1171296,2049768,0,0,0,5856480,4800,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,3458,10359416,0,0,0,38200,38241,0,0,0,90,20080,18,825,0,0,155,73,86,0,0,7,-1,2,0,0,0,0,0,0,0,5,False,False,False,False,False,True
94,6000,340200,1701000,5670000,756000,1323000,0,0,0,3780000,4800,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,3446,10386723,0,0,0,38400,38420,0,0,0,90,20076,18,826,0,0,157,74,86,0,0,0,-1,2,0,0,0,0,0,0,0,5,False,False,False,False,False,True
95,0,0,0,0,0,0,0,0,0,0,4800,305,0,40,0,25,20,0,0,0,0,0,10,15,0,0,0,0,0,0,0,0,100,0,False,3461,10362048,0,0,0,38700,38756,0,0,0,90,20081,18,827,0,0,161,77,86,0,0,3,-1,2,0,0,0,0,0,75,0,5,False,False,False,False,False,True
96,6000,430000,2150064,7166880,955584,1672272,0,0,0,4777920,4800,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,3452,10358857,0,0,0,38600,38614,0,0,0,90,20078,18,829,0,0,156,75,86,0,0,28,-1,2,0,0,0,0,0,0,58,5,False,False,False,False,True,True
97,6000,477600,2388204,7960680,1061424,1857492,0,0,0,5307120,4800,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,3455,10408302,0,0,0,38800,38837,0,0,0,90,20079,18,831,0,0,158,76,86,0,0,14,-1,2,0,0,0,0,0,0,0,5,False,False,False,False,False,True
98,0,0,0,0,0,0,0,0,0,0,4800,308,0,40,0,25,20,0,0,0,0,0,10,15,0,0,0,0,0,0,0,0,100,0,False,3464,10437911,0,0,0,39400,39407,0,0,0,90,20082,18,834,0,0,162,78,86,0,0,0,-1,2,0,0,0,0,0,0,0,0,False,False,False,False,False,True
99,0,0,0,0,0,0,0,0,0,0,4800,309,0,40,0,25,20,0,0,0,0,0,10,15,0,0,0,0,0,0,0,0,100,0,False,3467,10357733,0,0,0,38300,38362,0,0,0,90,20083,18,981,0,0,163,79,86,0,0,22,-1,2,0,0,0,0,0,0,0,0,False,False,False,False,False,True
100,0,0,0,0,0,0,0,0,0,0,4800,319,0,40,0,25,20,0,0,0,0,0,10,15,0,0,0,0,0,0,0,0,100,0,False,3535,10878451,0,0,0,40900,40922,0,0,0,90,20108,18,1008,0,0,182,87,86,0,0,23,-1,2,0,0,0,0,0,0,63,5,False,False,False,False,False,True
101,0,0,0,0,0,0,0,0,0,0,4800,321,0,40,0,30,30,0,0,0,0,0,10,20,0,0,0,0,0,0,0,0,100,0,False,3634,11398005,0,0,0,42100,42132,0,0,0,90,20153,18,1027,0,0,197,96,86,0,0,39,-1,2,0,0,0,0,0,0,0,5,False,False,False,False,False,True
102,0,0,0,0,0,0,0,0,0,0,4800,337,0,40,0,40,50,0,0,0,0,0,15,25,0,0,0,0,0,0,0,0,100,0,False,3726,11805643,0,0,0,42600,42627,0,0,0,90,20201,18,1028,0,0,206,97,86,0,0,46,-1,2,0,0,0,0,0,0,6,5,False,False,False,False,False,True
103,0,0,0,0,0,0,0,0,0,0,4800,340,0,40,0,40,50,0,0,0,0,0,15,25,0,0,0,0,0,0,0,0,100,0,False,3797,12020734,0,0,0,43100,43107,0,0,0,90,20236,20237,1064,0,0,222,99,86,0,0,50,-1,2,0,0,0,0,0,0,0,5,False,False,False,False,False,True
104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,0,0,0,0,0,60,0,18,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False
5001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,4739,10400,10438,0,0,0,30,316,0,167,0,0,0,0,0,0,0,0,-1,7,0,0,0,0,0,0,0,0,False,True,False,False,False,False
5002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,3818,12500,12521,0,0,0,30,385,0,173,0,0,0,0,0,0,0,0,-1,7,0,0,0,0,0,0,0,0,False,True,False,False,False,False
5003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,3818,13300,13335,0,0,0,30,161,0,194,0,0,0,0,0,0,0,0,-1,7,0,0,0,0,0,0,0,0,False,True,False,False,False,False
5004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,14200,14230,0,0,0,30,151,0,222,0,0,0,0,0,0,0,0,-1,7,0,0,0,0,0,0,0,0,False,True,False,False,False,False
5005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,14800,14822,0,0,0,30,117,0,237,0,0,0,0,0,0,0,0,-1,7,0,0,0,0,0,0,0,0,False,False,False,False,False,False
5006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,15000,15025,0,0,0,30,0,0,261,0,0,0,0,0,0,0,0,-1,7,0,0,0,0,0,0,0,0,False,False,False,False,False,False
5007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,15400,15421,0,0,0,30,393,0,245,0,0,0,0,0,0,0,0,-1,7,0,0,0,0,0,0,0,0,False,False,False,False,False,False
5008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,15200,15257,0,0,0,30,113,0,246,0,0,0,0,0,0,0,0,-1,7,0,0,0,0,0,5,0,0,False,False,False,False,False,False
5009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,15300,15331,0,0,0,30,208,0,248,0,0,0,0,0,0,0,0,-1,7,0,0,0,0,0,0,0,0,False,False,False,False,False,False
5010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,15600,15625,0,0,0,30,91,206,249,0,0,0,0,0,0,0,0,-1,7,0,0,0,0,0,0,0,0,False,False,False,False,False,False
5011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,15800,15857,0,0,0,30,91,257,250,0,0,0,0,0,0,0,0,-1,7,0,0,0,0,0,0,0,0,False,False,False,False,False,False
5012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,16000,16016,0,0,0,30,470,0,251,0,0,0,0,0,0,0,0,-1,7,0,0,0,0,0,0,0,0,False,False,False,False,False,False
5013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,15700,15715,0,0,0,30,113,0,260,0,0,0,0,0,0,0,0,-1,7,0,0,0,0,0,0,0,0,False,False,False,False,False,False
5014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,16600,16608,0,0,0,30,368,0,265,0,0,0,0,0,0,0,0,-1,7,0,0,0,0,0,0,0,0,False,False,False,False,False,False
5015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,15900,15930,0,0,0,30,209,0,266,0,0,0,0,0,0,0,0,-1,7,0,0,0,0,0,0,0,0,False,False,False,False,False,False
5016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,16700,16705,0,0,0,30,117,0,267,0,0,0,0,0,0,0,0,-1,7,0,0,0,0,0,0,0,0,False,True,False,False,False,False
5017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,17000,17039,0,0,0,30,149,0,269,0,0,0,0,0,0,0,0,-1,7,0,0,0,0,0,0,0,0,False,False,False,False,False,False
5018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,15100,15115,0,0,0,30,0,0,270,0,0,0,0,0,0,0,0,-1,7,0,0,0,0,0,0,0,0,False,False,False,False,False,False
5019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,16400,16426,0,0,0,30,0,0,271,0,0,0,0,0,0,0,0,-1,7,0,0,0,0,0,0,0,0,False,False,False,False,False,False
5020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,16500,16520,0,0,0,30,0,0,272,0,0,0,0,0,0,0,0,-1,7,0,0,0,0,0,0,0,0,False,False,False,False,False,False
5021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,16800,16811,0,0,0,30,0,0,273,0,0,0,0,0,0,0,0,-1,7,0,0,0,0,0,0,0,0,False,True,False,False,False,False
5022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,17100,17109,0,0,0,30,91,0,274,0,0,0,0,0,0,0,0,-1,7,0,0,0,0,0,0,0,0,False,False,False,False,False,False
5023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,17400,17440,0,0,0,30,479,0,275,0,0,0,0,0,0,0,0,-1,7,0,0,0,0,0,0,0,0,False,False,False,False,False,False
5024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,18300,18341,0,0,0,30,467,0,282,0,0,0,0,0,0,0,0,-1,7,0,0,0,6,0,11,0,0,False,False,False,False,False,False
5025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,19600,19620,0,0,0,30,0,0,582,0,0,0,0,0,0,0,0,-1,7,0,0,0,0,0,0,0,0,False,False,False,False,False,False
5026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,20300,20339,0,0,0,30,165,0,609,0,0,0,0,0,0,0,0,-1,7,0,0,0,8,0,25,0,0,False,False,False,False,False,False
5027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,21100,21112,0,0,0,30,613,18,646,0,0,0,0,0,0,0,0,-1,7,0,0,0,9,0,0,0,0,False,False,False,False,False,False
5028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,21200,21239,0,0,0,30,470,0,648,0,0,0,0,0,0,0,0,-1,7,0,0,0,0,0,31,0,0,False,False,False,False,False,False
5029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,21900,21949,0,0,0,30,165,0,678,0,0,0,0,0,0,0,0,-1,7,0,0,0,0,0,0,0,0,False,False,False,False,False,False
5030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,22300,22340,0,0,0,30,256,165,679,0,0,0,0,0,0,0,0,-1,7,0,0,0,0,0,0,0,0,False,False,False,False,False,False
5031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,22700,22763,0,0,0,30,695,1,680,0,0,0,0,0,0,0,0,-1,7,0,0,0,4,0,0,0,0,False,True,False,False,False,False
5032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,22600,22679,0,0,0,30,390,18,681,0,0,0,0,0,0,0,0,-1,7,0,0,0,4,0,0,0,0,False,True,False,False,False,False
5033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,22500,22539,0,0,0,30,116,165,686,0,0,0,0,0,0,0,0,-1,7,0,0,0,0,0,0,0,0,False,False,False,False,False,False
5034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,22900,22944,0,0,0,30,38,165,691,0,0,0,0,0,0,0,0,-1,7,0,0,0,0,0,0,0,0,False,False,False,False,False,False
5035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,23800,23832,0,0,0,30,165,0,702,0,0,0,0,0,0,0,0,-1,7,0,0,0,4,0,0,0,0,False,True,False,False,False,False
5036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,23900,23948,0,0,0,30,651,713,703,0,0,14,12,0,0,0,0,-1,7,0,0,0,0,0,0,0,0,False,False,False,False,False,False
5037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,24300,24391,0,0,0,90,583,18,723,0,0,24,0,0,0,0,0,-1,7,0,0,0,13,0,39,0,0,False,False,False,False,False,False
5038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,24200,24244,0,0,0,30,390,0,724,0,0,23,0,0,0,0,0,-1,7,0,0,0,0,0,0,0,0,False,True,False,False,False,False
5039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,25200,25233,0,0,0,15,385,0,740,0,0,0,0,0,0,0,0,-1,7,0,0,0,0,0,0,0,0,False,False,False,False,False,False
5040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,25300,25315,0,0,0,30,746,0,741,0,0,0,0,0,0,0,0,-1,7,0,0,0,0,0,0,0,0,False,False,False,False,False,False
5041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,25700,25753,0,0,0,30,0,0,743,0,0,0,0,0,0,0,0,-1,7,0,0,0,0,0,31,0,0,False,False,False,False,False,False
5042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,26300,26328,0,0,0,30,651,713,764,0,0,0,0,0,0,0,0,-1,7,0,0,0,0,0,44,0,0,False,True,False,False,False,False
5043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,26500,26511,0,0,0,30,773,713,765,0,0,0,0,0,0,0,0,-1,7,0,0,0,0,0,0,0,0,False,False,False,False,False,False
5044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,26800,26854,0,0,0,60,0,0,780,0,0,49,0,0,0,0,0,-1,7,0,0,0,0,0,0,0,0,False,True,False,False,False,False
5045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,30400,30439,0,0,0,60,882,0,793,0,0,60,0,0,0,0,0,-1,7,0,0,0,16,0,54,0,0,False,True,False,False,False,False
5046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,32400,32414,0,0,0,60,899,0,795,0,0,0,0,0,0,0,0,-1,7,0,0,0,0,0,57,0,0,False,False,False,False,False,False
5047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,31200,31215,0,0,0,60,829,18,798,0,0,71,0,0,0,0,0,-1,7,0,0,0,17,0,0,0,0,False,True,False,False,False,False
5048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,31400,31434,0,0,0,60,91,713,799,0,0,0,0,0,0,0,0,-1,7,0,0,0,0,0,0,0,0,False,True,False,False,False,False
5049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,31500,31530,0,0,0,60,0,0,804,0,0,74,0,0,0,0,0,-1,7,0,0,0,0,0,0,0,0,False,False,False,False,False,False
5050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,31300,31334,0,0,0,60,91,713,805,0,0,72,0,0,0,0,0,-1,7,0,0,0,15,0,48,0,0,False,True,False,False,False,False
5051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,31600,31663,0,0,0,60,0,0,812,0,0,73,0,0,0,0,0,-1,7,0,0,0,0,0,49,0,0,False,False,False,False,False,False
5052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,31700,31745,0,0,0,60,345,0,813,0,0,0,0,0,0,0,0,-1,7,0,0,0,0,0,0,0,0,False,False,False,False,False,False
5053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,31800,31823,0,0,0,60,125,0,814,0,0,75,42,0,0,0,0,-1,7,0,0,0,0,0,0,0,0,False,False,False,False,False,False
5054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,31000,31019,0,0,0,60,315,713,815,0,0,0,0,0,0,0,0,-1,7,0,0,0,0,0,55,0,0,False,True,False,False,False,False
5055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,31900,31907,0,0,0,60,882,0,816,0,0,0,0,0,0,0,0,-1,7,0,0,0,0,0,0,0,0,False,False,False,False,False,False
5056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,32000,32039,0,0,0,60,0,0,817,0,0,0,0,0,0,0,0,-1,7,0,0,0,0,0,0,0,0,False,False,False,False,False,False
5057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,32300,32320,0,0,0,60,883,0,818,0,0,0,0,0,0,0,0,-1,7,0,0,0,0,0,0,0,0,False,True,False,False,False,False
5058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,False,0,0,0,0,0,31100,31127,0,0,0,60,470,0,820,0,0,0,0,0,0,0,0,-1,7,0,0,0,0,0,0,0,0,False,True,False,False,False,False
